fact_unit,2010-05-07,2010-08-05,2010-11-08,2011-02-28,2011-05-09,2011-05-23,2011-08-08,2011-11-08,2012-02-28,2012-05-10,2012-08-08,2012-11-08,2013-02-28,2013-05-09,2013-08-08,2013-11-08,2014-02-28,2014-05-09,2014-08-08,2014-11-07,2015-02-27,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-05-10,2016-08-08,2016-11-08,2017-02-28,2017-05-08,2017-08-07,2017-11-07,2018-02-28,2018-05-07,2018-08-08,2018-11-07,2019-02-27,2019-05-06,2019-08-08,2019-11-06,2020-02-28,2020-05-08,2020-08-07,2020-11-06,2021-02-26,2021-05-07,2021-08-06,2021-11-08,2022-02-28,2022-05-09,2022-08-08,2022-11-08,2023-02-28,2023-05-09,2023-08-08,2023-11-08,2024-02-28,2024-05-09,2024-08-08,2024-11-08,2025-02-28,2025-05-09,2025-08-08,2025-11-07
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100000.0,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14417000.0,14417000.0,14417000.0,13238000.0,12670000.0,12670000.0,12670000.0,14417000.0,,,,12670000.0,,,,11870000.0,,,,14695000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,6795000.0,,,,,8349000.0,,,,6403000.0,,,,6447000.0,,,,6661000.0,,,,8713000.0,,,,,9637000.0,,,,12040000.0,,,,12717000.0,,,,13238000.0,,,,14417000.0,,,,12670000.0,,,,11870000.0,,,,14695000.0,,,,15834000.0,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666000.0,3703000.0,5316000.0,8282000.0,1511000.0,2400000.0,3669000.0,6743000.0,,,,4937000.0,,,,3928000.0,,,,6226000.0,,,
AllowanceForDoubtfulOtherReceivablesCurrent / USD,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,7758000.0,339000.0,692000.0,1372000.0,7852000.0,417000.0,837000.0,1295000.0,1797000.0,496000.0,1000000.0,1526000.0,1788000.0,520000.0,1041000.0,1563000.0,2054000.0,525000.0,525000.0,1051000.0,1578000.0,2086000.0,546000.0,1173000.0,1811000.0,2106000.0,642000.0,1344000.0,2078000.0,2451000.0,795000.0,1649000.0,2557000.0,2871000.0,918000.0,1887000.0,2898000.0,3470000.0,1035000.0,2152000.0,3300000.0,3916000.0,1070000.0,2207000.0,3294000.0,4580000.0,1102000.0,2242000.0,3490000.0,4388000.0,1215000.0,2431000.0,3597000.0,4704000.0,1593000.0,3201000.0,4870000.0
AmortizationOfIntangibleAssets / USD,,8000000.0,11000000.0,9200000.0,2800000.0,2800000.0,4900000.0,6600000.0,14100000.0,1500000.0,3000000.0,4700000.0,8500000.0,1300000.0,2600000.0,3800000.0,6100000.0,,,,4700000.0,,,,4000000.0,,,,,3900000.0,,,,2700000.0,,,,2100000.0,,,,1600000.0,,,,1400000.0,,,,300000.0,,,,5300000.0,,,,4900000.0,,,,4800000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,4200000.0,1600000.0,7441000.0,1456000.0,1456000.0,1485000.0,1540000.0,1587000.0,1377000.0,1552000.0,1616000.0,1373000.0,907000.0,1213000.0,1483000.0,1756000.0,1555000.0,1182000.0,639000.0,1816000.0,288000.0,336000.0,328000.0,498000.0,278000.0,278000.0,312000.0,256000.0,363000.0,268000.0,312000.0,319000.0,245000.0,478000.0,524000.0,620000.0,332000.0,761000.0,714000.0,232000.0,715000.0,176000.0,188000.0,214000.0,567000.0,349000.0,348000.0,327000.0,229000.0,211000.0,187000.0,48000.0,291000.0,115000.0,133000.0,145000.0,111000.0,149000.0,88000.0,98000.0,144000.0,119000.0,1853000.0,1723000.0
Assets / USD,4781471000.0,4781471000.0,4781471000.0,4781471000.0,5047827000.0,5047827000.0,5047827000.0,5047827000.0,5047827000.0,5500501000.0,5500501000.0,5500501000.0,5500501000.0,5749187000.0,5749187000.0,5749187000.0,5749187000.0,6067208000.0,6067208000.0,6067208000.0,6067208000.0,6540301000.0,6540301000.0,6540301000.0,6532083000.0,6676684000.0,6676684000.0,6676684000.0,6676684000.0,6676684000.0,7204189000.0,7204189000.0,7204189000.0,7204189000.0,7571885000.0,7571885000.0,7571885000.0,7571885000.0,7980789000.0,7980789000.0,7980789000.0,7980789000.0,10717160000.0,10717160000.0,10717160000.0,10717160000.0,11596642000.0,11596642000.0,11596642000.0,11596642000.0,11718707000.0,11718707000.0,11718707000.0,11718707000.0,12627979000.0,12627979000.0,12627979000.0,12627979000.0,13872995000.0,13872995000.0,13872995000.0,13872995000.0,14893741000.0,14893741000.0,14893741000.0
AssetsCurrent / USD,2226719000.0,2226719000.0,2226719000.0,2226719000.0,2301252000.0,2301252000.0,2301252000.0,2301252000.0,2301252000.0,2607610000.0,2607610000.0,2607610000.0,2607610000.0,2732948000.0,2732948000.0,2732948000.0,2732948000.0,2835201000.0,2835201000.0,2835201000.0,2835201000.0,3066978000.0,3066978000.0,3066978000.0,3065380000.0,3010026000.0,3010026000.0,3010026000.0,3010026000.0,3010026000.0,3257975000.0,3257975000.0,3257975000.0,3257975000.0,3397672000.0,3397672000.0,3397672000.0,3397672000.0,3543102000.0,3543102000.0,3543102000.0,3543102000.0,3833662000.0,3833662000.0,3833662000.0,3833662000.0,4499787000.0,4499787000.0,4499787000.0,4499787000.0,4504262000.0,4504262000.0,4504262000.0,4504262000.0,5048259000.0,5048259000.0,5048259000.0,5048259000.0,5558302000.0,5558302000.0,5558302000.0,5558302000.0,5839895000.0,5839895000.0,5839895000.0
CashAndCashEquivalentsAtCarryingValue / USD,31301000.0,31301000.0,31301000.0,47555000.0,26935000.0,26935000.0,26935000.0,26935000.0,31301000.0,29721000.0,29721000.0,29721000.0,26935000.0,361552000.0,361552000.0,361552000.0,29721000.0,248128000.0,248128000.0,248128000.0,361552000.0,231318000.0,231318000.0,231318000.0,248128000.0,250560000.0,250560000.0,250560000.0,250560000.0,231318000.0,116301000.0,116301000.0,116301000.0,250560000.0,146598000.0,146598000.0,146598000.0,116301000.0,46348000.0,46348000.0,46348000.0,31315000.0,40406000.0,40406000.0,40406000.0,40406000.0,465640000.0,465640000.0,465640000.0,465640000.0,362113000.0,362113000.0,362113000.0,362113000.0,108583000.0,108583000.0,108583000.0,108583000.0,279132000.0,279132000.0,279132000.0,279132000.0,130245000.0,130245000.0,130245000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146598000.0,31315000.0,31315000.0,31315000.0,46348000.0,40406000.0,40406000.0,40406000.0,31315000.0,465640000.0,465640000.0,465640000.0,40406000.0,362113000.0,362113000.0,362113000.0,465640000.0,108583000.0,108583000.0,108583000.0,362113000.0,279132000.0,279132000.0,279132000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100250000.0,25402000.0,24494000.0,11489000.0,-15033000.0,246661000.0,832017000.0,1586692000.0,9091000.0,145240000.0,165978000.0,-16338000.0,425234000.0,-170567000.0,-108209000.0,-295053000.0,-103527000.0,-48711000.0,-50703000.0,-25919000.0,-253530000.0,-189868000.0,-134090000.0,-163519000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,1250000000.0,1250000000.0
CommonStockSharesIssued / shares,137468063.0,137468063.0,137468063.0,137468063.0,141025544.0,141025544.0,141025544.0,141025544.0,141025544.0,127179792.0,127179792.0,127179792.0,127179792.0,112963413.0,112963413.0,112963413.0,112963413.0,105939766.0,105939766.0,105939766.0,105939766.0,101602935.0,101602935.0,101602935.0,101602935.0,97737171.0,97737171.0,97737171.0,97737171.0,97737171.0,92851815.0,92851815.0,92851815.0,92851815.0,84302187.0,84302187.0,84302187.0,84302187.0,79043919.0,79043919.0,79043919.0,79043919.0,75618659.0,75618659.0,75618659.0,75618659.0,71123109.0,71123109.0,71123109.0,71123109.0,67029042.0,67029042.0,67029042.0,67029042.0,62353221.0,62353221.0,62353221.0,62353221.0,59072792.0,59072792.0,59072792.0,59072792.0,57482184.0,862232760.0,862232760.0
CommonStockSharesOutstanding / shares,137468063.0,137468063.0,137468063.0,137468063.0,141025544.0,141025544.0,141025544.0,141025544.0,141025544.0,127179792.0,127179792.0,127179792.0,127179792.0,112963413.0,112963413.0,112963413.0,112963413.0,105939766.0,105939766.0,105939766.0,105939766.0,101602935.0,101602935.0,101602935.0,101602935.0,97737171.0,97737171.0,97737171.0,97737171.0,97737171.0,92851815.0,92851815.0,92851815.0,92851815.0,84302187.0,84302187.0,84302187.0,84302187.0,79043919.0,79043919.0,79043919.0,79043919.0,75618659.0,75618659.0,75618659.0,75618659.0,71123109.0,71123109.0,71123109.0,71123109.0,67029042.0,67029042.0,67029042.0,67029042.0,62353221.0,62353221.0,62353221.0,62353221.0,59072792.0,59072792.0,59072792.0,59072792.0,57482184.0,862232760.0,862232760.0
CommonStockValue / USD,1375000.0,1375000.0,1375000.0,1375000.0,1410000.0,1410000.0,1410000.0,1410000.0,1410000.0,1272000.0,1272000.0,1272000.0,1272000.0,1130000.0,1130000.0,1130000.0,1130000.0,1059000.0,1059000.0,1059000.0,1059000.0,1016000.0,1016000.0,1016000.0,1016000.0,977000.0,977000.0,977000.0,977000.0,977000.0,929000.0,929000.0,929000.0,929000.0,843000.0,843000.0,843000.0,843000.0,790000.0,790000.0,790000.0,790000.0,756000.0,756000.0,756000.0,756000.0,711000.0,711000.0,711000.0,711000.0,670000.0,670000.0,670000.0,670000.0,624000.0,624000.0,624000.0,624000.0,591000.0,591000.0,591000.0,591000.0,575000.0,8622000.0,8622000.0
ComprehensiveIncomeNetOfTax / USD,,150200000.0,237700000.0,181519000.0,98400000.0,98400000.0,199600000.0,317500000.0,311049000.0,105444000.0,239216000.0,387655000.0,424365000.0,147492000.0,293612000.0,452944000.0,510643000.0,,,,,,,,,,,,,,,,,,,,,,,,,1133804000.0,321152000.0,674833000.0,1066126000.0,1324487000.0,269792000.0,805104000.0,1337432000.0,1395932000.0,497466000.0,1086624000.0,1640039000.0,1745257000.0,486943000.0,1061828000.0,1646894000.0,2160041000.0,535783000.0,1177325000.0,1821370000.0,2182445000.0,554414000.0,1139590000.0,1783028000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115879000.0,3225415000.0,4084085000.0,1081423000.0,2248858000.0,3415820000.0,4257043000.0,1131318000.0,2352905000.0,3596903000.0,4496462000.0,1180581000.0,2634996000.0,4162166000.0,4755294000.0,1450104000.0,3089327000.0,4750657000.0,5518801000.0,1587939000.0,3373958000.0,5237615000.0,6307614000.0,1817535000.0,3799944000.0,5842861000.0,7028154000.0,1942068000.0,4046209000.0,6159421000.0
CurrentFederalTaxExpenseBenefit / USD,,,,90544000.0,,,,,121919000.0,,,,146259000.0,,,,228443000.0,,,,311631000.0,,,,348303000.0,,,,,399271000.0,,,,504558000.0,,,,540090000.0,,,,467577000.0,,,,289953000.0,,,,315061000.0,,,,401331000.0,,,,485988000.0,,,,455779000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,273000.0,,,,3306000.0,,,,6021000.0,,,,5263000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,105269000.0,,,,,139019000.0,,,,170743000.0,,,,253980000.0,,,,347613000.0,,,,386731000.0,,,,,442513000.0,,,,551800000.0,,,,589106000.0,,,,508760000.0,,,,349440000.0,,,,378129000.0,,,,501722000.0,,,,596846000.0,,,,556430000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,14725000.0,,,,,17100000.0,,,,24484000.0,,,,25537000.0,,,,35982000.0,,,,38428000.0,,,,,43242000.0,,,,47242000.0,,,,49016000.0,,,,41183000.0,,,,59487000.0,,,,62795000.0,,,,97085000.0,,,,104837000.0,,,,95388000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000000.0,,,,2996000000.0,,,,3437000000.0,,,,3437000000.0,3911000000.0,3911000000.0,,3911000000.0,,,,4150000000.0,,,,3850000000.0,4400000000.0,4400000000.0,4400000000.0,4400000000.0,5600900000.0,5600900000.0,5600900000.0,5600900000.0,5550000000.0,5550000000.0,5550000000.0
DebtInstrumentUnamortizedDiscount / USD,,,,,,,,,,,,,,,,,,,,,3900000.0,,,,3400000.0,,,,,2900000.0,,,,3100000.0,,,,3700000.0,,,,4300000.0,,,,3500000.0,,,,5100000.0,,,,4400000.0,,,,6300000.0,,,,7100000.0,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19878000.0,20473000.0,20473000.0,20473000.0,20473000.0,26783000.0,26783000.0,26783000.0,26783000.0,23022000.0,23022000.0,23022000.0,23022000.0,28347000.0,28347000.0,28347000.0,28347000.0,30775000.0,30775000.0,30775000.0,30775000.0,29068000.0,29068000.0,29068000.0
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,,,,,7400000.0,,,,7500000.0,,,,8100000.0,,,,7800000.0,,,,6000000.0,,,,5500000.0,,,,5700000.0,,,,7300000.0,,,,7500000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,9313000.0,,,,,44339000.0,,,,88395000.0,,,,55175000.0,,,,10030000.0,,,,847000.0,,,,,5987000.0,,,,-21973000.0,,,,7558000.0,,,,-13053000.0,,,,16309000.0,,,,19367000.0,,,,16749000.0,,,,20543000.0,,,,62719000.0,,,
DeferredFinanceCostsNet / USD,,,,30200000.0,,,,,21600000.0,,,,9000000.0,,,,10100000.0,,,,11500000.0,,,,9900000.0,,,,,8300000.0,,,,10600000.0,,,,15900000.0,,,,17100000.0,,,,18000000.0,,,,22300000.0,,,,22000000.0,,,,24700000.0,,,,25500000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-236000.0,,,,-1503000.0,,,,-2592000.0,,,,-1727000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,-680000.0,11348000.0,47458000.0,11031000.0,18287000.0,18287000.0,33248000.0,85823000.0,50381000.0,16331000.0,20729000.0,19362000.0,99257000.0,5132000.0,4375000.0,18412000.0,54120000.0,-2691000.0,-80000.0,8501000.0,8162000.0,-3796000.0,-12686000.0,-18108000.0,1919000.0,-4441000.0,-4441000.0,-15326000.0,-22780000.0,1487000.0,-3322000.0,-6811000.0,4439000.0,-22650000.0,2611000.0,8049000.0,41848000.0,10394000.0,4370000.0,9024000.0,17234000.0,-4760000.0,,,,20160000.0,,,,21158000.0,10551000.0,21922000.0,18053000.0,12381000.0,5031000.0,28302000.0,42673000.0,20383000.0,3393000.0,13507000.0,35982000.0,69575000.0,2374000.0,18175000.0,8536000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,268154000.0,,,,,265034000.0,,,,276344000.0,,,,206847000.0,,,,233780000.0,,,,745719000.0,,,,832032000.0,,,,849357000.0,,,,941022000.0,,,,1026316000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,102422000.0,,,,,79772000.0,,,,90166000.0,,,,85406000.0,,,,105566000.0,133280000.0,133280000.0,133280000.0,133280000.0,155899000.0,155899000.0,155899000.0,155899000.0,175212000.0,175212000.0,175212000.0,175212000.0,245347000.0,245347000.0,245347000.0,245347000.0,295471000.0,295471000.0,295471000.0,295471000.0,247599000.0,247599000.0,247599000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,1718000.0,,,,,6042000.0,,,,10862000.0,,,,-1055000.0,,,,-1868000.0,,,,1072000.0,,,,,-4500000.0,,,,-677000.0,,,,2836000.0,,,,8293000.0,,,,3851000.0,,,,2027000.0,,,,-2865000.0,,,,2432000.0,,,,8583000.0,,,
DeferredTaxAssetsGross / USD,,,,142415000.0,,,,,117797000.0,,,,116151000.0,,,,125218000.0,,,,146603000.0,,,,165732000.0,,,,,185262000.0,,,,186178000.0,,,,121441000.0,,,,128214000.0,,,,612439000.0,,,,676133000.0,,,,674145000.0,,,,695675000.0,,,,730845000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,,,,,,,,,,,16181000.0,,,,16468000.0,,,,,19051000.0,,,,19870000.0,,,,14784000.0,,,,14770000.0,,,,15732000.0,,,,16594000.0,,,,16117000.0,,,,17115000.0,,,,17599000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,,,1897000.0,,,,,2683000.0,,,,1933000.0,,,,1937000.0,,,,1997000.0,,,,2357000.0,,,,,2492000.0,,,,2686000.0,,,,1885000.0,,,,1944000.0,,,,2008000.0,,,,1574000.0,,,,1538000.0,,,,2196000.0,,,,2430000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
DeferredTaxLiabilities / USD,,,,74802000.0,,,,,152656000.0,,,,207005000.0,,,,224234000.0,,,,247538000.0,,,,,,,,,,,,,,,,,,,,,105566000.0,,,,133280000.0,,,,155899000.0,,,,175212000.0,,,,245347000.0,,,,295471000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,479821000.0,,,,498042000.0,,,,496996000.0,,,,521541000.0,,,,540359000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,3608000.0,,,,,866000.0,,,,9200000.0,,,,13012000.0,,,,30732000.0,,,,38217000.0,,,,,40791000.0,,,,42422000.0,,,,28528000.0,,,,30915000.0,,,,37939000.0,,,,60664000.0,,,,75150000.0,,,,81621000.0,,,,62588000.0,,,
