fact_unit,2009-08-05,2009-11-04,2010-03-01,2010-05-10,2010-08-09,2010-11-09,2011-03-01,2011-05-10,2011-08-09,2011-11-09,2012-02-28,2012-05-10,2012-08-09,2012-11-08,2013-03-01,2013-05-09,2013-08-08,2013-11-07,2014-02-28,2014-05-09,2014-08-07,2014-11-05,2015-02-23,2015-05-05,2015-08-03,2015-11-03,2016-02-22,2016-03-02,2016-05-06,2016-08-04,2016-11-03,2017-02-27,2017-05-04,2017-08-04,2017-11-03,2018-02-26,2018-05-04,2018-08-03,2018-11-02,2019-02-26,2019-05-06,2019-08-05,2019-11-01,2020-02-21,2020-05-01,2020-08-07,2020-11-02,2021-02-22,2021-05-04,2021-08-04,2021-11-01,2022-02-25,2022-05-02,2022-08-04,2022-11-03,2023-02-24,2023-05-04,2023-08-03,2023-11-03,2024-02-23,2024-02-28,2024-05-03,2024-08-02,2024-11-04,2025-02-27,2025-05-02,2025-08-01,2025-10-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,7280000000.0,7280000000.0,7280000000.0,7870000000.0,7870000000.0,7870000000.0,7870000000.0,8460000000.0,8460000000.0,8460000000.0,8460000000.0,9050000000.0,9050000000.0,9050000000.0,9050000000.0,9040000000.0,9040000000.0,9040000000.0,9040000000.0,8980000000.0,8980000000.0,8980000000.0,8980000000.0,8980000000.0,7770000000.0,7770000000.0,7770000000.0,7770000000.0,7680000000.0,7680000000.0,7680000000.0,7680000000.0,8280000000.0,8280000000.0,8280000000.0,8280000000.0,9080000000.0,9080000000.0,9080000000.0,9080000000.0,9950000000.0,9950000000.0,9950000000.0,9950000000.0,10120000000.0,10120000000.0,10120000000.0,10120000000.0,10810000000.0,10810000000.0,10810000000.0,10810000000.0,12190000000.0,12190000000.0,12190000000.0,12190000000.0,,13640000000.0,13640000000.0,13640000000.0,13640000000.0,13640000000.0,13640000000.0,13640000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-202000000.0,-202000000.0,-202000000.0,-362000000.0,-362000000.0,-362000000.0,-362000000.0,-286000000.0,-286000000.0,-286000000.0,-286000000.0,-286000000.0,-286000000.0,-286000000.0,-286000000.0,-516000000.0,-516000000.0,-516000000.0,-516000000.0,-193000000.0,-193000000.0,-193000000.0,-193000000.0,-524000000.0,-524000000.0,-524000000.0,-524000000.0,-524000000.0,-743000000.0,-718000000.0,-718000000.0,-718000000.0,-1216000000.0,-1216000000.0,-1216000000.0,-1216000000.0,-1880000000.0,-1880000000.0,-1880000000.0,-1880000000.0,693000000.0,693000000.0,693000000.0,693000000.0,-1484000000.0,-1484000000.0,-1484000000.0,-1484000000.0,-1434000000.0,-1434000000.0,-1434000000.0,-1434000000.0,-2068000000.0,-2068000000.0,-2068000000.0,-2068000000.0,-3010000000.0,-3010000000.0,-3010000000.0,-3010000000.0,,-2918000000.0,-2918000000.0,-2918000000.0,-2918000000.0,-2702000000.0,-2702000000.0,-2702000000.0
AdditionalPaidInCapital / USD,31071000000.0,31071000000.0,31071000000.0,39770000000.0,39770000000.0,39770000000.0,39770000000.0,42103000000.0,42103000000.0,42103000000.0,42103000000.0,45553000000.0,45553000000.0,45553000000.0,45553000000.0,48030000000.0,48030000000.0,48030000000.0,48030000000.0,48998000000.0,48998000000.0,48998000000.0,48998000000.0,50049000000.0,50049000000.0,50049000000.0,50049000000.0,50049000000.0,51340000000.0,51340000000.0,51340000000.0,51340000000.0,52638000000.0,52638000000.0,52638000000.0,52638000000.0,53357000000.0,53357000000.0,53357000000.0,53357000000.0,54005000000.0,54005000000.0,54005000000.0,54005000000.0,54883000000.0,54883000000.0,54883000000.0,54883000000.0,55679000000.0,55679000000.0,55679000000.0,55679000000.0,56396000000.0,56396000000.0,56396000000.0,56396000000.0,59050000000.0,59050000000.0,59050000000.0,59050000000.0,,60247000000.0,60247000000.0,60247000000.0,60247000000.0,61376000000.0,61376000000.0,61376000000.0
AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176000000.0,,66000000.0,155000000.0,257000000.0,151000000.0,151000000.0,265000000.0,382000000.0
AlternativeInvestment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990000000.0,3920000000.0,3470000000.0,3240000000.0,3050000000.0,,,,,,2941000000.0,,3000000000.0,3000000000.0,3000000000.0,3000000000.0,2547000000.0,2547000000.0,2547000000.0
AmortizationMethodQualifiedAffordableHousingProjectInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793000000.0,793000000.0,,3390000000.0,3394000000.0,3394000000.0,3394000000.0,3456000000.0,3456000000.0,3456000000.0
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,130000000.0,,63000000.0,142000000.0,210000000.0,127000000.0,124000000.0,219000000.0,315000000.0
AmortizationOfIntangibleAssets / USD,,,,,62000000.0,70000000.0,240000000.0,44000000.0,126000000.0,159000000.0,96000000.0,57000000.0,123000000.0,207000000.0,520000000.0,70000000.0,146000000.0,206000000.0,389000000.0,42000000.0,72000000.0,119000000.0,338000000.0,48000000.0,86000000.0,177000000.0,205000000.0,205000000.0,43000000.0,70000000.0,98000000.0,217000000.0,47000000.0,79000000.0,116000000.0,132000000.0,41000000.0,70000000.0,103000000.0,162000000.0,45000000.0,85000000.0,118000000.0,150000000.0,43000000.0,82000000.0,134000000.0,152000000.0,41000000.0,77000000.0,117000000.0,173000000.0,36000000.0,67000000.0,89000000.0,147000000.0,19000000.0,70000000.0,124000000.0,120000000.0,,52000000.0,100000000.0,654000000.0,174000000.0,26000000.0,59000000.0,154000000.0
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries / USD,,,,,,,23490000000.0,24700000000.0,24700000000.0,24700000000.0,24700000000.0,25530000000.0,25530000000.0,25530000000.0,25530000000.0,31010000000.0,31010000000.0,31010000000.0,31010000000.0,31200000000.0,31200000000.0,31200000000.0,31200000000.0,33620000000.0,33620000000.0,33620000000.0,33620000000.0,33620000000.0,48090000000.0,48090000000.0,48090000000.0,48090000000.0,46490000000.0,46490000000.0,46490000000.0,46490000000.0,53020000000.0,53020000000.0,53020000000.0,53020000000.0,52920000000.0,52920000000.0,52920000000.0,52920000000.0,57580000000.0,57580000000.0,57580000000.0,57580000000.0,63680000000.0,63680000000.0,63680000000.0,63680000000.0,77220000000.0,77220000000.0,77220000000.0,77220000000.0,82520000000.0,82520000000.0,82520000000.0,82520000000.0,,95800000000.0,95800000000.0,95800000000.0,95800000000.0,98480000000.0,98480000000.0,98480000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,53300000.0,31800000.0,60500000.0,6000000.0,6000000.0,6100000.0,24700000.0,6300000.0,6300000.0,6400000.0,6200000.0,52500000.0,52600000.0,52400000.0,9200000.0,6100000.0,6100000.0,6200000.0,52400000.0,6000000.0,6000000.0,6200000.0,6000000.0,6000000.0,6000000.0,6100000.0,6000000.0,6000000.0,6100000.0,6000000.0,6100000.0,6000000.0,,,,2800000.0,200000.0,,,100000.0,200000.0,100000.0,100000.0,100000.0,100000.0,7500000.0,100000.0,100000.0,100000.0,100000.0,200000.0,100000.0,700000.0,700000.0,500000.0,300000.0,,500000.0,500000.0,400000.0,500000.0,300000.0,300000.0,300000.0
