fact_unit,2009-08-06,2009-11-06,2010-02-26,2010-05-06,2010-08-05,2010-11-05,2011-02-17,2011-05-05,2011-08-05,2011-11-08,2012-02-17,2012-05-03,2012-08-07,2012-11-06,2013-02-22,2013-05-07,2013-05-29,2013-08-07,2013-11-05,2014-02-26,2014-05-08,2014-08-06,2014-11-05,2015-02-25,2015-05-06,2015-08-06,2015-11-04,2016-02-24,2016-05-04,2016-08-03,2016-11-03,2017-02-23,2017-05-03,2017-08-03,2017-11-02,2018-02-20,2018-05-01,2018-07-31,2018-10-29,2019-02-19,2019-04-29,2019-07-30,2019-11-05,2020-02-25,2020-05-06,2020-08-05,2020-11-05,2021-02-23,2021-05-06,2021-08-06,2021-11-04,2022-02-23,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-01,2024-02-20,2024-02-21,2024-05-01,2024-08-01,2024-11-01,2025-02-18,2025-05-01,2025-08-01,2025-11-03
AccountsNotesAndLoansReceivableNetCurrent / USD,1402000000.0,1402000000.0,1402000000.0,1375000000.0,1375000000.0,1375000000.0,1375000000.0,1320000000.0,1320000000.0,1320000000.0,1320000000.0,1246000000.0,1246000000.0,1246000000.0,1246000000.0,1217000000.0,1246000000.0,1217000000.0,1217000000.0,1217000000.0,1307000000.0,1307000000.0,1307000000.0,1307000000.0,1183000000.0,1183000000.0,1183000000.0,1183000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1472000000.0,1472000000.0,1472000000.0,1472000000.0,1548000000.0,1548000000.0,1548000000.0,1548000000.0,1608000000.0,1608000000.0,1608000000.0,1608000000.0,1828000000.0,1828000000.0,1828000000.0,1828000000.0,1531000000.0,1531000000.0,1531000000.0,1531000000.0,1778000000.0,1778000000.0,1778000000.0,1778000000.0,1970000000.0,1970000000.0,1970000000.0,1970000000.0,,2228000000.0,2228000000.0,2228000000.0,2228000000.0,2558000000.0,2558000000.0,2558000000.0
AccountsPayableCurrent / USD,239000000.0,239000000.0,239000000.0,212000000.0,212000000.0,212000000.0,212000000.0,184000000.0,184000000.0,184000000.0,184000000.0,203000000.0,203000000.0,203000000.0,203000000.0,232000000.0,203000000.0,232000000.0,232000000.0,232000000.0,246000000.0,246000000.0,246000000.0,246000000.0,262000000.0,262000000.0,262000000.0,262000000.0,209000000.0,209000000.0,209000000.0,209000000.0,447000000.0,447000000.0,447000000.0,447000000.0,530000000.0,530000000.0,530000000.0,530000000.0,349000000.0,349000000.0,349000000.0,349000000.0,542000000.0,542000000.0,542000000.0,542000000.0,513000000.0,513000000.0,513000000.0,513000000.0,794000000.0,794000000.0,794000000.0,794000000.0,862000000.0,862000000.0,862000000.0,862000000.0,,942000000.0,942000000.0,942000000.0,942000000.0,960000000.0,960000000.0,960000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,1485000000.0,1445000000.0,1445000000.0,1445000000.0,1445000000.0,1362000000.0,1362000000.0,1362000000.0,1362000000.0,1336000000.0,1362000000.0,1336000000.0,1336000000.0,1336000000.0,1419000000.0,1419000000.0,1419000000.0,1419000000.0,1288000000.0,1288000000.0,1288000000.0,1288000000.0,1394000000.0,1394000000.0,1394000000.0,1394000000.0,1591000000.0,1591000000.0,1579000000.0,1591000000.0,1645000000.0,1645000000.0,1645000000.0,1645000000.0,1676000000.0,1676000000.0,1676000000.0,1676000000.0,1902000000.0,1902000000.0,1902000000.0,1902000000.0,1637000000.0,1637000000.0,1637000000.0,1637000000.0,1886000000.0,1886000000.0,1886000000.0,1886000000.0,2079000000.0,2079000000.0,2079000000.0,2079000000.0,,2338000000.0,2338000000.0,2338000000.0,2338000000.0,2667000000.0,2667000000.0,2667000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,857000000.0,857000000.0,857000000.0,1062000000.0,1062000000.0,1062000000.0,1062000000.0,1095000000.0,1095000000.0,1095000000.0,1095000000.0,1215000000.0,1095000000.0,543000000.0,543000000.0,1215000000.0,1283000000.0,1283000000.0,1283000000.0,1283000000.0,1231000000.0,1231000000.0,1231000000.0,1231000000.0,1253000000.0,1253000000.0,1253000000.0,1253000000.0,781000000.0,781000000.0,781000000.0,781000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,739000000.0,739000000.0,739000000.0,739000000.0,667000000.0,667000000.0,667000000.0,,547000000.0,547000000.0,547000000.0,,442000000.0,442000000.0,442000000.0,,597000000.0,597000000.0,597000000.0,597000000.0,,470000000.0,470000000.0,470000000.0,470000000.0,357000000.0,357000000.0,357000000.0
AccruedLiabilitiesCurrent / USD,2612000000.0,2612000000.0,2612000000.0,2609000000.0,2609000000.0,2609000000.0,2609000000.0,1626000000.0,1626000000.0,1626000000.0,1626000000.0,1327000000.0,1327000000.0,1327000000.0,1327000000.0,1284000000.0,1327000000.0,1284000000.0,1284000000.0,1284000000.0,1348000000.0,1348000000.0,1348000000.0,1348000000.0,1950000000.0,1950000000.0,1950000000.0,1950000000.0,1970000000.0,1970000000.0,1970000000.0,1970000000.0,2312000000.0,2312000000.0,2312000000.0,2312000000.0,2456000000.0,2456000000.0,2456000000.0,2456000000.0,2246000000.0,2246000000.0,2246000000.0,2246000000.0,2109000000.0,2109000000.0,2109000000.0,2109000000.0,2197000000.0,2197000000.0,2197000000.0,2197000000.0,2436000000.0,2436000000.0,2436000000.0,2436000000.0,2160000000.0,2160000000.0,2160000000.0,2160000000.0,,2646000000.0,2646000000.0,2646000000.0,2646000000.0,2773000000.0,2773000000.0,2773000000.0
AccruedRoyaltiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,197000000.0,197000000.0,197000000.0,197000000.0,153000000.0,153000000.0,153000000.0,153000000.0,138000000.0,138000000.0,138000000.0,138000000.0,79000000.0,79000000.0,79000000.0,79000000.0,,49000000.0,49000000.0,49000000.0,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,1538000000.0,1538000000.0,1524000000.0,1471000000.0,1471000000.0,1471000000.0,1471000000.0,1513000000.0,1513000000.0,1513000000.0,1513000000.0,1956000000.0,1513000000.0,1956000000.0,1956000000.0,1956000000.0,2124000000.0,2124000000.0,2124000000.0,2124000000.0,2339000000.0,2339000000.0,2339000000.0,2339000000.0,2572000000.0,2572000000.0,2572000000.0,2572000000.0,2735000000.0,2735000000.0,2735000000.0,2735000000.0,2928000000.0,2928000000.0,2928000000.0,2928000000.0,2958000000.0,2958000000.0,2958000000.0,2958000000.0,3089000000.0,3089000000.0,3089000000.0,3089000000.0,3224000000.0,3224000000.0,3224000000.0,3224000000.0,3273000000.0,3273000000.0,3273000000.0,3273000000.0,3282000000.0,3282000000.0,3282000000.0,3282000000.0,,3484000000.0,3484000000.0,3484000000.0,3484000000.0,3533000000.0,3533000000.0,3533000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-53000000.0,-53000000.0,,-43000000.0,-43000000.0,-43000000.0,,-129000000.0,-129000000.0,-129000000.0,,-138000000.0,-138000000.0,-138000000.0,,-138000000.0,,-138000000.0,-138000000.0,-138000000.0,-33000000.0,-33000000.0,-33000000.0,-33000000.0,106000000.0,106000000.0,106000000.0,106000000.0,144000000.0,144000000.0,144000000.0,144000000.0,88000000.0,88000000.0,88000000.0,88000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-59000000.0,-59000000.0,-59000000.0,-59000000.0,33000000.0,33000000.0,33000000.0,33000000.0,270000000.0,270000000.0,270000000.0,270000000.0,207000000.0,207000000.0,207000000.0,207000000.0,263000000.0,263000000.0,263000000.0,269000000.0,,49000000.0,49000000.0,49000000.0,49000000.0,275000000.0,275000000.0,275000000.0
AdditionalPaidInCapitalCommonStock / USD,15944000000.0,15944000000.0,15944000000.0,16086000000.0,16086000000.0,16086000000.0,16086000000.0,16232000000.0,16232000000.0,16232000000.0,16232000000.0,16349000000.0,16349000000.0,16349000000.0,16349000000.0,16429000000.0,16349000000.0,16429000000.0,16429000000.0,16429000000.0,16579000000.0,16579000000.0,16579000000.0,16579000000.0,16703000000.0,16703000000.0,16703000000.0,16703000000.0,16860000000.0,16860000000.0,16860000000.0,16860000000.0,17014000000.0,17014000000.0,17014000000.0,17014000000.0,17161000000.0,17161000000.0,17161000000.0,17161000000.0,17346000000.0,17346000000.0,17346000000.0,17346000000.0,17561000000.0,17561000000.0,17561000000.0,17561000000.0,19732000000.0,19732000000.0,19732000000.0,19732000000.0,19986000000.0,19986000000.0,19986000000.0,19986000000.0,20289000000.0,20289000000.0,20289000000.0,20289000000.0,,20647000000.0,20647000000.0,20647000000.0,20647000000.0,21056000000.0,21056000000.0,21056000000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000000.0,,,,68000000.0,,,,74000000.0,,,,105000000.0,,,,,108000000.0,,,
