fact_unit,2014-08-08,2014-11-07,2015-03-12,2015-05-15,2015-08-07,2015-11-06,2016-02-25,2016-05-05,2016-08-05,2016-11-03,2017-02-17,2017-05-08,2017-08-04,2017-11-03,2018-02-20,2018-05-04,2018-08-08,2018-11-05,2019-02-15,2019-05-06,2019-08-02,2019-11-01,2020-02-14,2020-05-06,2020-08-05,2020-11-03,2021-02-19,2021-05-06,2021-08-03,2021-11-02,2022-02-15,2022-05-03,2022-08-02,2022-11-01,2023-02-14,2023-05-02,2023-08-01,2023-10-31,2024-02-13,2024-05-08,2024-07-31,2024-11-08,2025-02-19,2025-05-07,2025-08-06,2025-11-05
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,35870000.0,35870000.0,36008000.0,26220000.0,,,,19926000.0,,,,12254000.0,,,,4757000.0,,,,159000.0,,,,841000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,21770000.0,,,,23527000.0,,,,22541000.0,,,,23985000.0,23700000.0,23500000.0,24100000.0,24704000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,17598000.0,17498000.0,17694000.0,9786000.0,,,,9409000.0,,,,7730000.0,,,,8101000.0,,,,5105000.0,,,,2695000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,21134000.0,21153000.0,21470000.0,17702000.0,,,,11730000.0,,,,9564000.0,,,,9555000.0,,,,8694000.0,,,,8063000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,20773000.0,20800000.0,21271000.0,21491000.0,,,,19533000.0,,,,12796000.0,,,,11682000.0,,,,12846000.0,,,,12238000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,20012000.0,20042000.0,20510000.0,21303000.0,,,,21890000.0,,,,21132000.0,,,,14760000.0,,,,21208000.0,,,,16766000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,21645000.0,20450000.0,19241000.0,17991000.0,,,,14088000.0,,,,10178000.0,,,,7554000.0,,,,6478000.0,,,,5665000.0,,,
Liabilities / USD,286788000.0,286788000.0,286788000.0,286788000.0,255365000.0,255365000.0,255365000.0,371738000.0,371738000.0,371738000.0,371738000.0,621187000.0,621187000.0,621187000.0,621187000.0,798946000.0,798946000.0,798946000.0,798946000.0,938594000.0,938594000.0,938594000.0,938594000.0,1290604000.0,1290604000.0,1290604000.0,1290604000.0,1418628000.0,1418628000.0,1418628000.0,1418628000.0,1755829000.0,1755829000.0,1755829000.0,1755829000.0,1889590000.0,1889590000.0,1889590000.0,1889590000.0,2727747000.0,2727747000.0,2737576000.0,2737576000.0,4049100000.0,4049100000.0,4049100000.0
LiabilitiesAndStockholdersEquity / USD,364520000.0,364520000.0,364520000.0,364520000.0,811023000.0,811023000.0,811023000.0,1159890000.0,1159890000.0,1159890000.0,1159890000.0,1729007000.0,1729007000.0,1729007000.0,1729007000.0,2460860000.0,2460860000.0,2460860000.0,2460860000.0,3081983000.0,3081983000.0,3081983000.0,3081983000.0,4185290000.0,4185290000.0,4185290000.0,4185290000.0,4738919000.0,4738919000.0,4738919000.0,4738919000.0,5734429000.0,5734429000.0,5734429000.0,5734429000.0,6775410000.0,6775410000.0,6775410000.0,6775410000.0,9946806000.0,9946806000.0,9956635000.0,9956635000.0,14043900000.0,14043900000.0,14043900000.0
LiabilitiesCurrent / USD,209344000.0,209344000.0,209344000.0,209344000.0,144373000.0,144373000.0,144373000.0,235011000.0,235011000.0,235011000.0,235011000.0,459553000.0,459553000.0,459553000.0,459553000.0,529905000.0,529905000.0,529905000.0,529905000.0,606504000.0,606504000.0,606504000.0,606504000.0,597074000.0,597074000.0,597074000.0,597074000.0,768243000.0,768243000.0,768243000.0,768243000.0,1109829000.0,1109829000.0,1109829000.0,1109829000.0,1293531000.0,1293531000.0,1293531000.0,1293531000.0,1909606000.0,1909606000.0,1919435000.0,1919435000.0,2732200000.0,2732200000.0,2732200000.0
LossContingencyPatentsAllegedlyInfringedNumber / patent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,,
LossContingencyPatentsFoundNotInfringedNumber / patent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,
NetCashProvidedByUsedInFinancingActivities / USD,5495000.0,6254000.0,3977000.0,3977000.0,224064000.0,222508000.0,9886000.0,20231000.0,39047000.0,55270000.0,243978000.0,6436000.0,9972000.0,24111000.0,25854000.0,18518000.0,25976000.0,38243000.0,32745000.0,15308000.0,23426000.0,41336000.0,51469000.0,24473000.0,-66566000.0,-169509000.0,42851000.0,-212553000.0,-209667000.0,-358401000.0,-217964000.0,-85770000.0,-80824000.0,-189980000.0,-346339000.0,-129809000.0,-615699000.0,-649939000.0,-360882000.0,-68403000.0,-97635000.0,-82421000.0,-654601000.0,-63100000.0,-236200000.0,-291800000.0
NetCashProvidedByUsedInInvestingActivities / USD,-12212000.0,-15496000.0,-12352000.0,-12352000.0,-4539000.0,-26200000.0,-19491000.0,-5803000.0,-9473000.0,39444000.0,-249362000.0,-60270000.0,-308177000.0,-319551000.0,184170000.0,-1668000.0,-11676000.0,-199090000.0,-325775000.0,-183864000.0,-496972000.0,-583452000.0,-391320000.0,-35220000.0,-5510000.0,-20043000.0,-755113000.0,-329478000.0,-432759000.0,-330476000.0,-284072000.0,-217949000.0,-436082000.0,-861363000.0,-608802000.0,-72615000.0,172959000.0,299152000.0,-925562000.0,-21747000.0,-124653000.0,-350497000.0,216327000.0,-295600000.0,-773500000.0,-1147400000.0
NetCashProvidedByUsedInOperatingActivities / USD,8748000.0,40615000.0,26306000.0,26306000.0,63946000.0,98704000.0,34648000.0,20767000.0,73373000.0,84022000.0,131875000.0,77128000.0,141996000.0,108728000.0,237784000.0,162862000.0,242095000.0,447963000.0,174295000.0,195541000.0,326125000.0,207300000.0,631627000.0,170097000.0,366476000.0,635873000.0,503119000.0,194847000.0,333063000.0,548190000.0,963034000.0,254675000.0,518041000.0,790620000.0,735114000.0,217138000.0,318235000.0,452340000.0,1015856000.0,374483000.0,808573000.0,1507550000.0,492813000.0,513800000.0,1502800000.0,2677300000.0
NetIncomeLoss / USD,16862000.0,28718000.0,21349000.0,21349000.0,33947000.0,55813000.0,42460000.0,24492000.0,48488000.0,77178000.0,86850000.0,35245000.0,74149000.0,125406000.0,121102000.0,82961000.0,185646000.0,319368000.0,184189000.0,144538000.0,-10731000.0,157793000.0,423201000.0,201029000.0,390280000.0,599175000.0,328115000.0,138431000.0,283224000.0,451599000.0,859867000.0,180366000.0,377254000.0,601559000.0,634557000.0,272259000.0,571358000.0,925357000.0,840854000.0,436473000.0,928358000.0,1473685000.0,1352446000.0,637700000.0,1303100000.0,2051100000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,8063000.0,13874000.0,9622000.0,9622000.0,19985000.0,40556000.0,20777000.0,24032000.0,47594000.0,75864000.0,68889000.0,34921000.0,73535000.0,124475000.0,119115000.0,82694000.0,185139000.0,318643000.0,182965000.0,144449000.0,-10725000.0,157706000.0,422400000.0,200911000.0,390063000.0,598861000.0,327926000.0,,,,859444000.0,,,,,,,925357000.0,,436473000.0,928358000.0,1473685000.0,1352446000.0,637700000.0,1303100000.0,2051100000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,8372000.0,14460000.0,9662000.0,9662000.0,21121000.0,41909000.0,21780000.0,24071000.0,47667000.0,75967000.0,70524000.0,34941000.0,73573000.0,124531000.0,119264000.0,82716000.0,185182000.0,318704000.0,183039000.0,144456000.0,-10725000.0,157713000.0,422468000.0,200918000.0,390076000.0,598880000.0,327941000.0,,,,859468000.0,,,,,,,925357000.0,,436473000.0,928358000.0,1473685000.0,1352446000.0,637700000.0,1303100000.0,2051100000.0
NonoperatingIncomeExpense / USD,-3623000.0,-5443000.0,-6922000.0,-6922000.0,-1498000.0,-3086000.0,-7873000.0,-1289000.0,-1704000.0,-2444000.0,-4005000.0,-414000.0,-730000.0,-826000.0,-3299000.0,310000.0,806000.0,2241000.0,-1184000.0,4156000.0,1987000.0,10606000.0,4488000.0,12333000.0,26144000.0,45313000.0,15454000.0,12157000.0,20413000.0,33637000.0,56496000.0,1575000.0,3294000.0,4640000.0,39179000.0,31480000.0,30947000.0,37764000.0,6140000.0,12146000.0,68485000.0,110300000.0,54690000.0,62600000.0,133500000.0,231100000.0
NumberOfBusinessesAcquired / acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,0.0,,
NumberOfReportableSegments / segment,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NumberOfReportingUnits / unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
OperatingExpenses / USD,71022000.0,117422000.0,92259000.0,92259000.0,122057000.0,189140000.0,172390000.0,81999000.0,177030000.0,287481000.0,266578000.0,105355000.0,223648000.0,347047000.0,394252000.0,140792000.0,283935000.0,423720000.0,479707000.0,164181000.0,737867000.0,918680000.0,591497000.0,186228000.0,369582000.0,558250000.0,1100030000.0,188589000.0,365689000.0,562256000.0,738564000.0,218980000.0,453793000.0,699114000.0,782202000.0,275858000.0,556270000.0,848903000.0,956040000.0,319929000.0,673996000.0,1013720000.0,1148590000.0,341200000.0,738900000.0,1115300000.0
OperatingIncomeLoss / USD,25007000.0,43643000.0,39897000.0,39897000.0,52637000.0,86511000.0,66148000.0,35755000.0,68614000.0,99911000.0,125513000.0,49735000.0,102893000.0,165914000.0,149308000.0,73418000.0,190052000.0,330884000.0,243409000.0,138738000.0,-101065000.0,79705000.0,470272000.0,194342000.0,401179000.0,629785000.0,273347000.0,149662000.0,316651000.0,505046000.0,805774000.0,206292000.0,425657000.0,658951000.0,699684000.0,277987000.0,640840000.0,1058187000.0,924739000.0,484578000.0,1014640000.0,1617335000.0,1527106000.0,660200000.0,1359700000.0,2145000000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,107755000.0,104371000.0,102644000.0,99074000.0,,,,99074000.0,,,,90170000.0,,,,76825000.0,,,,63842000.0,,,,65519000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,14139000.0,14666000.0,15545000.0,16052000.0,,,,16052000.0,,,,17773000.0,,,,20298000.0,,,,19878000.0,,,,21106000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,83022000.0,83022000.0,83022000.0,83022000.0,72397000.0,72397000.0,72397000.0,72397000.0,56527000.0,56527000.0,56527000.0,56527000.0,43964000.0,43964000.0,43964000.0,43964000.0,,,,44413000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,87770000.0,87770000.0,87770000.0,87770000.0,77288000.0,77288000.0,77288000.0,77288000.0,65182000.0,65182000.0,65182000.0,65182000.0,53390000.0,53390000.0,53390000.0,53390000.0,,,,55890000.0,,,
OtherAccruedLiabilitiesCurrent / USD,3741000.0,1379000.0,1379000.0,1379000.0,1396000.0,1396000.0,1396000.0,4155000.0,4155000.0,4155000.0,4155000.0,8602000.0,8602000.0,8602000.0,1499000.0,5002000.0,5002000.0,5002000.0,5002000.0,2296000.0,3135000.0,3135000.0,2296000.0,1993000.0,1993000.0,1993000.0,1993000.0,10495000.0,10495000.0,10495000.0,10495000.0,14257000.0,14257000.0,14257000.0,14257000.0,31194000.0,31194000.0,31194000.0,31194000.0,42667000.0,42667000.0,42667000.0,43708000.0,,,
OtherAssetsCurrent / USD,,,5137000.0,5137000.0,11512000.0,11512000.0,11512000.0,29270000.0,29270000.0,29270000.0,29270000.0,79140000.0,79140000.0,79140000.0,79140000.0,96215000.0,96215000.0,96215000.0,96215000.0,95730000.0,95730000.0,95730000.0,95730000.0,64464000.0,64464000.0,64464000.0,64464000.0,60556000.0,60556000.0,60556000.0,60556000.0,163916000.0,163916000.0,163916000.0,172893000.0,124357000.0,152170000.0,152170000.0,,,,282009000.0,,,,
OtherAssetsNoncurrent / USD,3212000.0,10009000.0,10009000.0,10009000.0,11840000.0,11840000.0,11840000.0,20791000.0,20791000.0,20791000.0,20791000.0,18824000.0,18824000.0,18824000.0,18824000.0,18891000.0,18891000.0,18891000.0,18891000.0,22704000.0,22704000.0,22704000.0,22704000.0,30346000.0,30346000.0,30346000.0,30346000.0,30071000.0,30071000.0,30071000.0,30071000.0,33443000.0,33443000.0,33443000.0,33443000.0,73754000.0,73754000.0,73754000.0,166612000.0,151900000.0,151900000.0,151900000.0,151900000.0,263300000.0,325300000.0,325300000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,-67000.0,6000.0,4000.0,4000.0,-21000.0,-84000.0,-2000.0,-183000.0,-71000.0,-320000.0,-217000.0,71000.0,-236000.0,-402000.0,-494000.0,-227000.0,157000.0,500000.0,-348000.0,353000.0,-814000.0,-1193000.0,672000.0,235000.0,-37000.0,-1767000.0,-2069000.0,-2739000.0,-1546000.0,-481000.0,-686000.0,-541000.0,-350000.0,-1097000.0,1514000.0,-373000.0,-2732000.0,-5306000.0,-1381000.0,292000.0,333000.0,-1045000.0,-3215000.0,-1400000.0,-2400000.0,-900000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,-67000.0,6000.0,4000.0,4000.0,-21000.0,-84000.0,-2000.0,-17000.0,191000.0,-97000.0,-370000.0,22000.0,-30000.0,-308000.0,-341000.0,-155000.0,222000.0,400000.0,-800000.0,-1688000.0,-2613000.0,-2504000.0,-463000.0,3414000.0,6029000.0,4195000.0,-2056000.0,685000.0,7680000.0,-1077000.0,4137000.0,-1102000.0,-1377000.0,-2242000.0,95000.0,-22201000.0,-33019000.0,-38829000.0,-8538000.0,12403000.0,8700000.0,10742000.0,-25608000.0,-8600000.0,-11700000.0,12900000.0
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,9432000.0,0.0,,,,9432000.0,0.0,0.0,0.0,0.0,-3858000.0,-3858000.0,-3832000.0,-632000.0,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax / USD,,,0.0,0.0,0.0,0.0,0.0,166000.0,262000.0,223000.0,-153000.0,-49000.0,206000.0,94000.0,153000.0,72000.0,65000.0,-100000.0,-452000.0,-2041000.0,-1799000.0,-1311000.0,-1135000.0,3179000.0,6066000.0,5962000.0,13000.0,3424000.0,9226000.0,8836000.0,4823000.0,-561000.0,-1027000.0,-1145000.0,8013000.0,-21828000.0,-30287000.0,-33523000.0,-7157000.0,8253000.0,4509000.0,7955000.0,-23025000.0,-7200000.0,-9300000.0,13800000.0
OtherLiabilitiesCurrent / USD,10144000.0,10144000.0,10144000.0,10144000.0,11249000.0,11249000.0,11249000.0,8025000.0,8025000.0,8025000.0,8025000.0,15795000.0,15795000.0,15795000.0,15795000.0,16172000.0,16172000.0,16172000.0,16172000.0,30907000.0,30907000.0,30907000.0,30907000.0,52052000.0,52052000.0,52052000.0,52052000.0,94392000.0,94392000.0,94392000.0,94392000.0,86972000.0,86972000.0,86972000.0,86972000.0,131040000.0,131040000.0,131040000.0,131040000.0,152041000.0,152041000.0,161870000.0,161870000.0,138400000.0,188500000.0,188500000.0
OtherLiabilitiesNoncurrent / USD,19576000.0,19576000.0,1978000.0,1978000.0,4981000.0,4981000.0,4981000.0,6698000.0,6698000.0,6698000.0,6698000.0,7958000.0,7958000.0,7958000.0,7958000.0,9745000.0,9745000.0,9745000.0,9745000.0,31851000.0,31851000.0,31851000.0,28098000.0,37693000.0,37693000.0,37693000.0,37693000.0,42431000.0,42431000.0,42431000.0,42431000.0,54749000.0,54749000.0,54749000.0,54749000.0,58442000.0,58442000.0,58442000.0,102406000.0,131390000.0,131390000.0,131390000.0,227141000.0,252800000.0,252800000.0,252800000.0
OtherNonoperatingGainsLosses / USD,,,,,,,,,,,,,,,,,,-609000.0,-1043000.0,-542000.0,-894000.0,-187000.0,-825000.0,-715000.0,-11000.0,1435000.0,289000.0,495000.0,83000.0,-444000.0,-75000.0,-470000.0,-623000.0,-913000.0,7876000.0,555000.0,679000.0,-140000.0,-1075000.0,-4792000.0,-5402000.0,-6790000.0,27134000.0,-1200000.0,-1800000.0,10500000.0
OtherOperatingActivitiesCashFlowStatement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5084000.0,-8831000.0,-7800000.0,-18500000.0,-42700000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,0.0,5000000.0,5000000.0,,,175000.0,,,,38249000.0,,,,,,0.0,0.0,0.0,,2000000.0,2000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,2451000.0,12691000.0,1000000.0,1000000.0,6600000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,100008000.0,214617000.0,0.0,227895000.0,227895000.0,395173000.0,266142000.0,101355000.0,101355000.0,235512000.0,395173000.0,136228000.0,619888000.0,667470000.0,411645000.0,82275000.0,112279000.0,112279000.0,670287000.0,62700000.0,234700000.0,299800000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,0.0,0.0,0.0,0.0,599000.0,811000.0,0.0,580000.0,1356000.0,2457000.0,1100000.0,1536000.0,4463000.0,6914000.0,4025000.0,1850000.0,4662000.0,7069000.0,8878000.0,1740000.0,4000000.0,5932000.0,9200000.0,2496000.0,6353000.0,10622000.0,8722000.0,12741000.0,18802000.0,25542000.0,16482000.0,9224000.0,15766000.0,23939000.0,32725000.0,25500000.0,36000000.0,47500000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,,0.0,0.0,,,95640000.0,0.0,0.0,0.0,1365000.0,96821000.0,66225000.0,66317000.0,66317000.0,1365000.0,-18000.0,-1419000.0,0.0,227420000.0,37610000.0,145087000.0,145087000.0,-1299000.0,,-1799000.0,,145087000.0,,0.0,0.0
PaymentsToAcquireMarketableSecurities / USD,,,0.0,0.0,,,0.0,0.0,0.0,0.0,210019000.0,51638000.0,292938000.0,342484000.0,0.0,61511000.0,114195000.0,325414000.0,439711000.0,267976000.0,696665000.0,827198000.0,585373000.0,332247000.0,549383000.0,840098000.0,1174259000.0,674649000.0,1236477000.0,2216436000.0,1503893000.0,590476000.0,1241657000.0,1974853000.0,2688064000.0,412614000.0,641979000.0,973489000.0,2317264000.0,861612000.0,1392020000.0,1934156000.0,1418857000.0,912400000.0,1749300000.0,2593400000.0
PaymentsToAcquireProductiveAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,23830000.0,,,,15751000.0,,,,15384000.0,,,,64736000.0,,,,44644000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment / USD,12212000.0,15496000.0,3312000.0,3312000.0,8579000.0,10789000.0,20316000.0,5136000.0,8768000.0,13974000.0,13134000.0,8632000.0,12739000.0,16484000.0,19989000.0,4645000.0,9534000.0,12159000.0,21419000.0,6336000.0,13071000.0,17613000.0,15279000.0,5237000.0,8639000.0,13319000.0,,3107000.0,5178000.0,7701000.0,,5096000.0,9567000.0,55455000.0,,14876000.0,23744000.0,34184000.0,,5631000.0,17212000.0,28424000.0,,9400000.0,12600000.0,19600000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
PreferredStockSharesAuthorized / shares,100000000.0,100000000.0,0.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000.0,100000000.0,100000000.0,100000000.0,100000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,4144000.0,7653000.0,7653000.0,7653000.0,42782000.0,42782000.0,42782000.0,50610000.0,50610000.0,50610000.0,50610000.0,168684000.0,168684000.0,168684000.0,168684000.0,177330000.0,177330000.0,177330000.0,177330000.0,162321000.0,162321000.0,162321000.0,162321000.0,111456000.0,111456000.0,111456000.0,111456000.0,94922000.0,94922000.0,94922000.0,94922000.0,237735000.0,237735000.0,237735000.0,237735000.0,314217000.0,314217000.0,314217000.0,314217000.0,412518000.0,412518000.0,412518000.0,412518000.0,632300000.0,632300000.0,632300000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions / USD,,,,,,,,,,,,,,,27201000.0,19481000.0,28105000.0,41870000.0,35181000.0,17300000.0,28810000.0,49642000.0,57111000.0,26323000.0,38104000.0,52177000.0,53658000.0,17082000.0,22228000.0,42704000.0,57378000.0,18081000.0,26884000.0,56154000.0,57556000.0,19160000.0,22991000.0,43073000.0,67245000.0,23096000.0,30410000.0,53797000.0,48411000.0,25100000.0,34500000.0,55500000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities / USD,,,,,,0.0,0.0,,,58200000.0,0.0,0.0,0.0,41917000.0,208200000.0,64488000.0,112053000.0,135483000.0,137855000.0,90448000.0,222764000.0,366999000.0,206332000.0,302264000.0,552512000.0,,547797000.0,414503000.0,875213000.0,,1208717000.0,379605000.0,819807000.0,1158723000.0,1545689000.0,404176000.0,829714000.0,1277821000.0,1455465000.0,824021000.0,1265305000.0,1564950000.0,1643824000.0,590400000.0,952600000.0,1427300000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,19607000.0,772978000.0,0.0,165746000.0,186782000.0,19607000.0,21725000.0,21725000.0,49584000.0,193782000.0,36800000.0,36800000.0,44900000.0
PropertyPlantAndEquipmentGross / USD,74390000.0,74390000.0,74390000.0,74390000.0,88516000.0,88516000.0,88516000.0,110045000.0,110045000.0,110045000.0,110045000.0,126093000.0,126093000.0,126093000.0,126093000.0,143299000.0,143299000.0,143299000.0,143299000.0,165367000.0,165367000.0,165367000.0,165367000.0,136649000.0,136649000.0,136649000.0,136649000.0,147412000.0,147412000.0,147412000.0,147412000.0,211657000.0,211657000.0,211657000.0,211657000.0,251856000.0,251856000.0,251856000.0,251856000.0,289658000.0,289658000.0,289658000.0,289658000.0,318200000.0,318200000.0,318200000.0
PropertyPlantAndEquipmentNet / USD,67204000.0,67204000.0,67204000.0,67204000.0,71558000.0,71558000.0,71558000.0,79706000.0,79706000.0,79706000.0,79706000.0,76961000.0,76961000.0,76961000.0,76961000.0,74279000.0,74279000.0,74279000.0,74279000.0,75355000.0,75355000.0,75355000.0,75355000.0,39273000.0,39273000.0,39273000.0,39273000.0,32231000.0,32231000.0,32231000.0,32231000.0,78634000.0,78634000.0,78634000.0,78634000.0,95009000.0,95009000.0,95009000.0,95009000.0,101580000.0,101580000.0,101580000.0,101580000.0,98800000.0,98800000.0,98800000.0
PurchaseCommitmentRemainingMinimumAmountCommitted / USD,1800000.0,1800000.0,1800000.0,1800000.0,300000.0,300000.0,43900000.0,57300000.0,43900000.0,226200000.0,261900000.0,362600000.0,152400000.0,131800000.0,195100000.0,251100000.0,269600000.0,423100000.0,389200000.0,253800000.0,230900000.0,222400000.0,294700000.0,352400000.0,570300000.0,501500000.0,454000000.0,747600000.0,1057500000.0,2147000000.0,2540100000.0,4318900000.0,4472200000.0,4300000000.0,3700000000.0,2900000000.0,2200000000.0,2000000000.0,1586700000.0,1457700000.0,2100000000.0,2400000000.0,3100000000.0,3500000000.0,3600000000.0,4800000000.0
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427700000.0,2937600000.0,3100000000.0,2900000000.0,2400000000.0,1900000000.0,1700000000.0,1547200000.0,1425100000.0,1700000000.0,2000000000.0,2800000000.0,3000000000.0,3100000000.0,4300000000.0
ResearchAndDevelopmentExpense / USD,40600000.0,67235000.0,55155000.0,55155000.0,68334000.0,104565000.0,98587000.0,43340000.0,93287000.0,152035000.0,148909000.0,62515000.0,131535000.0,202183000.0,209448000.0,81610000.0,162804000.0,242414000.0,273581000.0,102362000.0,206440000.0,324029000.0,349594000.0,119669000.0,233964000.0,352696000.0,442468000.0,113154000.0,224698000.0,352747000.0,462759000.0,132487000.0,275780000.0,428873000.0,486594000.0,172006000.0,350164000.0,537971000.0,586752000.0,201408000.0,431084000.0,643437000.0,728394000.0,208400000.0,475900000.0,711700000.0
RetainedEarningsAccumulatedDeficit / USD,42964000.0,42964000.0,42964000.0,42964000.0,129814000.0,129814000.0,129814000.0,250916000.0,250916000.0,250916000.0,250916000.0,435105000.0,435105000.0,435105000.0,435105000.0,859114000.0,859114000.0,859114000.0,859114000.0,1190803000.0,1190803000.0,1190803000.0,1190803000.0,1788230000.0,1788230000.0,1788230000.0,1788230000.0,2027614000.0,2027614000.0,2027614000.0,2027614000.0,2456823000.0,2456823000.0,2456823000.0,2456823000.0,3138983000.0,3138983000.0,3138983000.0,3138983000.0,5114025000.0,5114025000.0,5114025000.0,5114025000.0,7542500000.0,7542500000.0,7542500000.0
