fact_unit,2014-08-08,2014-11-07,2015-03-12,2015-05-15,2015-08-07,2015-11-06,2016-02-25,2016-05-05,2016-08-05,2016-11-03,2017-02-17,2017-05-08,2017-08-04,2017-11-03,2018-02-20,2018-05-04,2018-08-08,2018-11-05,2019-02-15,2019-05-06,2019-08-02,2019-11-01,2020-02-14,2020-05-06,2020-08-05,2020-11-03,2021-02-19,2021-05-06,2021-08-03,2021-11-02,2022-02-15,2022-05-03,2022-08-02,2022-11-01,2023-02-14,2023-05-02,2023-08-01,2023-10-31,2024-02-13,2024-05-08,2024-07-31,2024-11-08,2025-02-19,2025-05-07,2025-08-06,2025-11-05
DeferredIncomeTaxesAndTaxCredits / USD,,,-3722000.0,-3722000.0,,,-8831000.0,,,,-6774000.0,,,,-25887000.0,,,,-21762000.0,,,,8657000.0,,,,-57896000.0,,,,-75779000.0,,,,-8563000.0,,,,-99047000.0,,,,-244379000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,-342000.0,-342000.0,,,-1443000.0,,,,230000.0,,,,-2300000.0,,,,-3564000.0,,,,-3404000.0,,,,-4164000.0,,,,-4511000.0,,,,-849000.0,,,,-16289000.0,,,,-34689000.0,,,
DeferredTaxAssetsDeferredIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47740000.0,,,,146745000.0,,,,182594000.0,,,,295268000.0,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,419911000.0,,,,392053000.0,,,,385291000.0,,,,355521000.0,,,,322325000.0,,,
DeferredTaxAssetsGross / USD,,,23297000.0,23297000.0,,,35157000.0,,,,62861000.0,,,,89329000.0,,,,100394000.0,,,,199374000.0,,,,614102000.0,,,,634090000.0,,,,742405000.0,,,,1009604000.0,,,,1352950000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,16789000.0,16789000.0,,,23642000.0,,,,47960000.0,,,,69679000.0,,,,63247000.0,,,,122739000.0,,,,197315000.0,,,,213595000.0,,,,313221000.0,,,,574870000.0,,,,945792000.0,,,
DeferredTaxAssetsNet / USD,,,17009000.0,17009000.0,,,26203000.0,,,,50206000.0,,,,72435000.0,,,,65262000.0,,,,142650000.0,,,,546771000.0,,,,551452000.0,,,,632420000.0,,,,876915000.0,,,,1206682000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,1143000.0,1143000.0,,,721000.0,,,,221000.0,,,,1140000.0,,,,2432000.0,,,,11052000.0,,,,8857000.0,,,,23998000.0,,,,21284000.0,,,,29469000.0,,,,34274000.0,,,
DeferredTaxAssetsOther / USD,,,375000.0,375000.0,,,1142000.0,,,,380000.0,,,,194000.0,,,,2115000.0,,,,3943000.0,,,,3950000.0,,,,204000.0,,,,3430000.0,,,,8721000.0,,,,1328000.0,,,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,,5156000.0,5156000.0,,,9923000.0,,,,12465000.0,,,,15015000.0,,,,30831000.0,,,,57793000.0,,,,54867000.0,,,,68592000.0,,,,85390000.0,,,,100284000.0,,,,118123000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,1738000.0,1738000.0,,,6365000.0,,,,15859000.0,,,,23071000.0,,,,22050000.0,,,,19186000.0,,,,15856000.0,,,,18548000.0,,,,19760000.0,,,,25480000.0,,,,28079000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,13351000.0,13351000.0,,,16160000.0,,,,33686000.0,,,,49436000.0,,,,41024000.0,,,,77373000.0,,,,71945000.0,,,,32866000.0,,,,34648000.0,,,,63517000.0,,,,120973000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,6288000.0,6288000.0,,,8954000.0,,,,12655000.0,,,,16894000.0,,,,35132000.0,,,,56724000.0,,,,67331000.0,,,,82638000.0,,,,109985000.0,,,,132689000.0,,,,146268000.0,,,
DeferredTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,20038000.0,,,,20038000.0,,,,18764000.0,,,,14892000.0,,,,12383000.0,,,,12935000.0,,,
DeferredTaxLiabilitiesOther / USD,,,0.0,0.0,,,2000.0,,,,1000.0,,,,3000.0,,,,9000.0,,,,1320000.0,,,,2451000.0,,,,1123000.0,,,,1561000.0,,,,3037000.0,,,,2881000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,326967000.0,,,,317970000.0,,,,302746000.0,,,,286625000.0,,,,245074000.0,,,
DefinedContributionPlanEmployerMatchingContributionPercent / pure,,,,,,,,,,,,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.03,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch / pure,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
Depreciation / USD,1500000.0,2500000.0,1800000.0,1800000.0,4700000.0,7400000.0,5000000.0,2900000.0,6200000.0,9700000.0,10000000.0,4800000.0,9700000.0,14800000.0,13400000.0,4800000.0,9800000.0,15000000.0,19400000.0,5300000.0,10700000.0,16000000.0,20200000.0,4700000.0,9500000.0,14300000.0,21600000.0,5200000.0,10300000.0,15100000.0,19000000.0,4900000.0,9700000.0,14600000.0,20100000.0,5600000.0,11800000.0,18700000.0,19500000.0,7100000.0,14900000.0,,25600000.0,8600000.0,17100000.0,25600000.0
DepreciationDepletionAndAmortization / USD,1484000.0,2505000.0,1779000.0,1779000.0,4713000.0,7366000.0,5044000.0,2893000.0,6246000.0,9724000.0,10021000.0,4779000.0,9662000.0,14807000.0,13671000.0,4939000.0,10033000.0,15355000.0,19749000.0,5697000.0,11328000.0,18440000.0,20640000.0,8362000.0,16757000.0,24948000.0,27671000.0,10208000.0,21170000.0,31975000.0,32849000.0,12658000.0,25235000.0,37864000.0,35158000.0,13091000.0,28012000.0,45169000.0,50334000.0,20905000.0,39227000.0,56233000.0,62700000.0,15600000.0,31100000.0,46700000.0
EarningsPerShareBasic / USD/shares,0.3,0.52,0.39,0.39,0.59,0.93,0.76,0.37,0.73,1.16,1.42,0.52,1.08,1.82,1.81,1.16,2.59,4.43,2.66,1.95,-0.14,2.12,5.85,2.65,5.12,7.85,4.39,1.82,3.72,5.94,2.82,0.59,1.23,1.96,2.09,0.88,1.86,3.02,2.74,1.42,3.02,4.78,1.1,0.51,1.04,1.63
EarningsPerShareDiluted / USD/shares,0.29,0.49,0.39,0.39,0.54,0.85,0.72,0.34,0.67,1.07,1.29,0.48,1.01,1.71,1.67,1.07,2.37,4.06,2.5,1.79,-0.14,1.95,5.35,2.47,4.8,7.38,4.06,1.73,3.56,5.68,2.66,0.57,1.18,1.89,2.0,0.85,1.8,2.92,2.63,1.38,2.94,4.66,1.07,0.5,1.02,1.6
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,184000.0,411000.0,697000.0,-464000.0,-14000.0,-607000.0,-984000.0,753000.0,195000.0,72000.0,-994000.0,-1390000.0,-2691000.0,-1663000.0,-246000.0,353000.0,-838000.0,-665000.0,-1513000.0,1966000.0,-481000.0,-3041000.0,-6090000.0,-1816000.0,314000.0,429000.0,-934000.0,-3611000.0,-1600000.0,-2700000.0,-1100000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,0.3526,0.3526,,,0.2714,,,,0.2852,,,,0.1706,-0.125,0.027,0.041,0.2396,-0.012,0.892,-0.747,0.1086,0.027,0.087,0.112,-0.1361,0.145,0.16,0.162,0.0028,0.132,0.121,0.093,0.1412,0.12,0.149,0.156,0.0967,0.121,0.143,0.147,0.145,0.118,0.127,0.137
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,0.35,0.35,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,-0.0321,-0.0321,,,-0.0261,,,,0.0068,,,,-0.0216,,,,-0.0227,,,,-0.0518,,,,-0.0337,,,,-0.0259,,,,-0.0092,,,,-0.0213,,,,-0.0224,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,0.0321,0.0321,,,0.0247,,,,-0.0401,,,,0.0529,,,,0.0281,,,,0.2586,,,,0.249,,,,0.0656,,,,-0.0565,,,,-0.0832,,,,-0.0407,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,0.0003,0.0003,,,0.0012,,,,-0.0051,,,,0.0001,,,,-0.0111,,,,-0.0104,,,,0.0053,,,,0.0024,,,,0.0001,,,,-0.0011,,,,-0.0009,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,28800000.0,,,,110000000.0,,,,75500000.0,,,,77900000.0,,,,58700000.0,,,,105800000.0,,,,93500000.0,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,0.0026,0.0026,,,0.0089,,,,0.0119,,,,-0.0135,,,,0.0187,,,,0.0003,,,,-0.0059,,,,0.013,,,,0.0223,,,,0.0189,,,,0.0209,,,
EffectiveIncomeTaxRateReconciliationTaxCredits / pure,,,0.0096,0.0096,,,0.1064,,,,0.0526,,,,0.0672,,,,0.0439,,,,0.0323,,,,0.0768,,,,0.031,,,,0.0264,,,,0.027,,,,0.0224,,,
EmployeeRelatedLiabilitiesCurrent / USD,9090000.0,9103000.0,9103000.0,9103000.0,30749000.0,30749000.0,30749000.0,39479000.0,39479000.0,39479000.0,39479000.0,52854000.0,52854000.0,52854000.0,52854000.0,56626000.0,56626000.0,56626000.0,56626000.0,70755000.0,70755000.0,70755000.0,70755000.0,80133000.0,80133000.0,80133000.0,80133000.0,73634000.0,73634000.0,73634000.0,73634000.0,99571000.0,99571000.0,99571000.0,99571000.0,117053000.0,117053000.0,117053000.0,117053000.0,134225000.0,134225000.0,134225000.0,134225000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,414500000.0,550300000.0,512800000.0,,,643600000.0,667100000.0,,602900000.0,868700000.0,804300000.0,,,1083300000.0,1100000000.0,,,,
EntityCommonStockSharesOutstanding / shares,64403957.0,64425460.0,66244550.0,66528422.0,67424779.0,67756358.0,68273930.0,68629342.0,69243826.0,70209251.0,71011320.0,72007874.0,72529963.0,73100644.0,73875377.0,74390994.0,74823689.0,75427300.0,75730873.0,76622544.0,76644302.0,76399052.0,76479227.0,75704516.0,76025600.0,75661464.0,76331573.0,76321815.0,76716633.0,76820895.0,307766578.0,308263538.0,304280458.0,305572616.0,306395384.0,308282799.0,309580630.0,311100142.0,312633612.0,313363097.0,314152875.0,314939883.0,1261122596.0,1255921431.0,1256865381.0,1259285070.0
EntityPublicFloat / USD,,,1702757925.0,1702757925.0,,,2981581590.0,,,,3091241753.0,,,,8052073793.0,,,,14715944627.0,,,,15382416460.0,,,,12365036121.0,,,,21908602716.0,,,,23073707198.0,,,,40800000000.0,,,,90200000000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,36100000.0,36100000.0,36100000.0,36136000.0,30336000.0,30336000.0,30336000.0,4150000.0,4150000.0,4150000.0,4150000.0,8314000.0,8314000.0,8314000.0,8314000.0,20247000.0,20247000.0,20247000.0,20247000.0,39468000.0,39468000.0,39468000.0,39468000.0,62288000.0,62288000.0,62288000.0,62288000.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount / USD,,,,,,,,,,,,,,,,,,,,0.0,1200000.0,1200000.0,1200000.0,1150000.0,1150000.0,1150000.0,1150000.0,5314000.0,5314000.0,5314000.0,5314000.0,5314000.0,5314000.0,5314000.0,5314000.0,16731000.0,16731000.0,16731000.0,16731000.0,30632000.0,30632000.0,30632000.0,30632000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,5110000.0,,,,5110000.0,,,,18485000.0,,,,42570000.0,71805000.0,71805000.0,71805000.0,71805000.0,105455000.0,99735000.0,99735000.0,99735000.0,133172000.0,133172000.0,133172000.0,133172000.0,159900000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,13375000.0,,,,12337000.0,,,,29235000.0,,,,26774000.0,25724000.0,33438000.0,33438000.0,33438000.0,26759000.0,26759000.0,26759000.0,26759000.0,19642000.0,19642000.0,19642000.0,19642000.0,17300000.0,61200000.0,61300000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22161000.0,18630000.0,9315000.0,,24123000.0,14808000.0,6691000.0,,20069000.0,13379000.0,6690000.0,,14100000.0,31100000.0,15300000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,,,,,,,,,,,,,,,7690000.0,,,,1011000.0,,,,9750000.0,,,,7737000.0,,,,13436000.0,,,,10037000.0,,,,1633000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,,,,,,11513000.0,,,,7690000.0,,,,16103000.0,,,,9750000.0,10280000.0,17260000.0,17260000.0,17260000.0,13436000.0,13436000.0,13436000.0,13436000.0,10037000.0,10037000.0,10037000.0,10037000.0,1600000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,,,,,,12048000.0,,,,11513000.0,,,,22781000.0,,,,16103000.0,12326000.0,19642000.0,19642000.0,19642000.0,17260000.0,17260000.0,17260000.0,17260000.0,13436000.0,13436000.0,13436000.0,13436000.0,10000000.0,54000000.0,54000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,,,,,,12337000.0,,,,12048000.0,,,,26774000.0,,,,22781000.0,19046000.0,26759000.0,26759000.0,26759000.0,19642000.0,19642000.0,19642000.0,19642000.0,17260000.0,17260000.0,17260000.0,17260000.0,13400000.0,57400000.0,57400000.0
FiniteLivedIntangibleAssetsGross / USD,,,,,,,,,,,,,,,,,,,63720000.0,,,,63720000.0,,,,63720000.0,,,,165360000.0,165360000.0,165360000.0,165360000.0,165360000.0,227660000.0,221940000.0,221940000.0,221940000.0,221940000.0,221940000.0,221940000.0,221940000.0,221900000.0,221900000.0,221900000.0
FiniteLivedIntangibleAssetsNet / USD,,,,,,,,,,,,,,,,,,0.0,0.0,58610000.0,58610000.0,58610000.0,58610000.0,45235000.0,45235000.0,45235000.0,45235000.0,122790000.0,122790000.0,122790000.0,122790000.0,93555000.0,93555000.0,93555000.0,93555000.0,122205000.0,122205000.0,122205000.0,122205000.0,88768000.0,88768000.0,88768000.0,88768000.0,62000000.0,62000000.0,62000000.0
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62300000.0,62300000.0,62300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GainLossOnInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24121000.0,0.0,-5571000.0,19172000.0,18699000.0,,,,
GeneralAndAdministrativeExpense / USD,7242000.0,12484000.0,8501000.0,8501000.0,14357000.0,24253000.0,18688000.0,14072000.0,32475000.0,57670000.0,32331000.0,15234000.0,32763000.0,52298000.0,75720000.0,22155000.0,45474000.0,65009000.0,75239000.0,19679000.0,38099000.0,53420000.0,86798000.0,15506000.0,31525000.0,46182000.0,65420000.0,18349000.0,32668000.0,47814000.0,61898000.0,15473000.0,36368000.0,58856000.0,66242000.0,23113000.0,45995000.0,69420000.0,83117000.0,25029000.0,51449000.0,76787000.0,93241000.0,27700000.0,53500000.0,87300000.0
Goodwill / USD,,,,,,,,,,,,,,,,,,0.0,0.0,53684000.0,53684000.0,53684000.0,53684000.0,54855000.0,54855000.0,54855000.0,53684000.0,189696000.0,189696000.0,189696000.0,54855000.0,188397000.0,188397000.0,188397000.0,189696000.0,265924000.0,265924000.0,265924000.0,188397000.0,268531000.0,268531000.0,,,268500000.0,268500000.0,268500000.0
GoodwillAndIntangibleAssetImpairment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
GrossProfit / USD,96029000.0,161065000.0,132156000.0,132156000.0,174694000.0,275651000.0,238538000.0,117754000.0,245644000.0,387392000.0,392091000.0,155090000.0,326541000.0,512961000.0,543560000.0,214210000.0,473987000.0,754604000.0,723116000.0,302919000.0,636802000.0,998385000.0,1061769000.0,380570000.0,770761000.0,1188035000.0,1373377000.0,338251000.0,682340000.0,1067302000.0,1544338000.0,425272000.0,879450000.0,1358065000.0,1481886000.0,553845000.0,1197110000.0,1907090000.0,1880779000.0,804507000.0,1688636000.0,2631055000.0,2675696000.0,1001400000.0,2098600000.0,3260300000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,26837000.0,26837000.0,,,50455000.0,,,,120838000.0,,,,129240000.0,,,,196202000.0,,,,373221000.0,,,,136818000.0,,,,727632000.0,,,,621838000.0,,,,737620000.0,,,,1260614000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,21384000.0,38200000.0,32975000.0,32975000.0,51139000.0,83425000.0,58275000.0,34466000.0,66910000.0,97467000.0,121508000.0,49321000.0,102163000.0,165088000.0,146009000.0,73728000.0,190858000.0,333125000.0,242225000.0,142894000.0,-99078000.0,90311000.0,474760000.0,206675000.0,427323000.0,675098000.0,288801000.0,161819000.0,337064000.0,538683000.0,862270000.0,207867000.0,428951000.0,663591000.0,738863000.0,309467000.0,671787000.0,1095951000.0,930879000.0,496724000.0,1083125000.0,1727635000.0,1581796000.0,722800000.0,1493200000.0,2376100000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,6138000.0,6138000.0,,,7820000.0,,,,670000.0,,,,16769000.0,,,,46023000.0,,,,101539000.0,,,,151983000.0,,,,134638000.0,,,,117025000.0,,,,193259000.0,,,,321182000.0,,,
IncomeTaxExpenseBenefit / USD,4522000.0,9482000.0,11626000.0,11626000.0,17192000.0,27612000.0,15815000.0,9974000.0,18422000.0,20289000.0,34658000.0,14076000.0,28014000.0,39682000.0,24907000.0,-9233000.0,5212000.0,13757000.0,58036000.0,-1644000.0,-88347000.0,-67482000.0,51559000.0,5646000.0,37043000.0,75923000.0,-39314000.0,23388000.0,53840000.0,87084000.0,2403000.0,27501000.0,51697000.0,62032000.0,104306000.0,37208000.0,100429000.0,170594000.0,90025000.0,60251000.0,154767000.0,253950000.0,229350000.0,85100000.0,190100000.0,325000000.0
IncomeTaxesPaid / USD,5896000.0,13500000.0,15114000.0,15114000.0,18433000.0,27596000.0,16806000.0,521000.0,3501000.0,3806000.0,44770000.0,,,,6591000.0,,,,39638000.0,,,,44216000.0,,,,17573000.0,,,,32832000.0,,,,82601000.0,,,,189774000.0,,,,427846000.0,,,
IncreaseDecreaseInAccountsPayable / USD,2227000.0,15848000.0,3842000.0,3842000.0,4789000.0,5600000.0,3865000.0,-1936000.0,11822000.0,-145000.0,14007000.0,-16123000.0,18501000.0,35510000.0,9037000.0,-18648000.0,1299000.0,-46075000.0,38678000.0,20040000.0,3597000.0,30515000.0,-30104000.0,-2391000.0,-6783000.0,-14361000.0,39337000.0,-6386000.0,31473000.0,71803000.0,-1937000.0,2833000.0,10879000.0,-1075000.0,41161000.0,2478000.0,71169000.0,73480000.0,66681000.0,94564000.0,114905000.0,33740000.0,31436000.0,-207200000.0,-136200000.0,-142000000.0
IncreaseDecreaseInAccountsReceivable / USD,27545000.0,15612000.0,22043000.0,22043000.0,-9678000.0,6657000.0,28098000.0,16075000.0,25360000.0,63248000.0,18984000.0,-9144000.0,2396000.0,65980000.0,47281000.0,-44057000.0,16505000.0,-40508000.0,108856000.0,-40007000.0,13571000.0,68192000.0,-5773000.0,-60531000.0,11303000.0,115475000.0,77916000.0,-46329000.0,-15263000.0,-98271000.0,60210000.0,-9074000.0,-25326000.0,6050000.0,-10673000.0,131861000.0,64335000.0,129947000.0,126969000.0,-60221000.0,-143370000.0,-84379000.0,401950000.0,65500000.0,202200000.0,96500000.0
IncreaseDecreaseInAccruedLiabilities / USD,7951000.0,10118000.0,6544000.0,6544000.0,626000.0,7733000.0,11967000.0,-12358000.0,3082000.0,18102000.0,18874000.0,-14868000.0,-5196000.0,15913000.0,20398000.0,-15143000.0,-5981000.0,4175000.0,30629000.0,-48140000.0,-47153000.0,-35917000.0,43535000.0,-19014000.0,-9476000.0,5731000.0,-14786000.0,-39450000.0,-39882000.0,-29811000.0,16366000.0,-20759000.0,20025000.0,31316000.0,2728000.0,-29666000.0,-16210000.0,14690000.0,,58655000.0,70418000.0,117481000.0,,,,
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,192210000.0,176126000.0,-42686000.0,-50096000.0,13161000.0,142327000.0,-50756000.0,-85009000.0,-58216000.0,70533000.0,21000.0,-19242000.0,-34449000.0,-11939000.0,69204000.0,95263000.0,149613000.0,50352000.0,187194000.0,91201000.0,-1245000.0,278485000.0,51028000.0,43658000.0,153505000.0,98957000.0,157000000.0,612600000.0,1001100000.0
IncreaseDecreaseInIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28617000.0,106992000.0,10792000.0,41074000.0,-2589000.0,108200000.0,198100000.0,346170000.0,44026000.0,157500000.0,74100000.0,59800000.0
IncreaseDecreaseInInventories / USD,12651000.0,30505000.0,7153000.0,7153000.0,-2291000.0,-4507000.0,49179000.0,10706000.0,22297000.0,31915000.0,13425000.0,-8099000.0,26001000.0,69998000.0,14123000.0,50296000.0,127313000.0,96667000.0,144361000.0,-38067000.0,-60759000.0,-98284000.0,69708000.0,82596000.0,49620000.0,-24951000.0,-51054000.0,17691000.0,82891000.0,193996000.0,-20927000.0,3500000.0,63531000.0,95997000.0,235318000.0,43531000.0,202052000.0,449792000.0,170449000.0,392997000.0,574628000.0,603832000.0,638948000.0,80000000.0,-91400000.0,-175200000.0
IncreaseDecreaseInOtherCurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163692000.0,86895000.0,130222000.0,55917000.0,120864000.0,118622000.0,117465000.0,-38100000.0,92600000.0,173100000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,1101000.0,1562000.0,537000.0,537000.0,2616000.0,1165000.0,2080000.0,-422000.0,-114000.0,1980000.0,2105000.0,464000.0,1779000.0,2628000.0,1171000.0,-2475000.0,3593000.0,847000.0,8894000.0,5565000.0,-1237000.0,9974000.0,1475000.0,660000.0,3955000.0,595000.0,17455000.0,-3422000.0,646000.0,-1451000.0,7921000.0,-14661000.0,-15550000.0,-15820000.0,17102000.0,-2704000.0,221000.0,-1059000.0,78187000.0,-4361000.0,-11676000.0,-5625000.0,71123000.0,-131000000.0,-88000000.0,-80200000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,2038000.0,2308000.0,187000.0,187000.0,5113000.0,5795000.0,2726000.0,5928000.0,5708000.0,5529000.0,6059000.0,4443000.0,4466000.0,4429000.0,5363000.0,6321000.0,6474000.0,6528000.0,4408000.0,6670000.0,0.0,6298000.0,6599000.0,5279000.0,5025000.0,4784000.0,6083000.0,3675000.0,3580000.0,3489000.0,18260000.0,13116000.0,12940000.0,12800000.0,13848000.0,11607000.0,10641000.0,10169000.0,12464000.0,8593000.0,8221000.0,7962000.0,39504000.0,27300000.0,26100000.0,25300000.0
IntangibleAssetsNetExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,,
IntangibleAssetsNetIncludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357299000.0,357299000.0,,,
InterestIncomeOther / USD,,,,,,,,,,,,,,,,,2557000.0,4889000.0,2995000.0,5385000.0,13348000.0,21933000.0,8093000.0,11898000.0,25005000.0,38451000.0,31666000.0,11662000.0,20330000.0,24649000.0,51144000.0,2045000.0,3917000.0,5553000.0,27139000.0,2428000.0,6855000.0,13783000.0,7215000.0,22509000.0,54715000.0,98391000.0,27556000.0,63800000.0,135300000.0,220600000.0
InventoryFinishedGoodsNetOfReserves / USD,55074000.0,48808000.0,48808000.0,48808000.0,60912000.0,60912000.0,60912000.0,62298000.0,62298000.0,62298000.0,62298000.0,137300000.0,137300000.0,137300000.0,137300000.0,236525000.0,236525000.0,236525000.0,236525000.0,187762000.0,187762000.0,187762000.0,187762000.0,147113000.0,147113000.0,147113000.0,147113000.0,260450000.0,260450000.0,260450000.0,260450000.0,333380000.0,333380000.0,333380000.0,333380000.0,530187000.0,530187000.0,530187000.0,530187000.0,1014403000.0,1014403000.0,1014403000.0,1014403000.0,1269200000.0,1269200000.0,1269200000.0
InventoryNet / USD,73360000.0,67094000.0,67094000.0,67094000.0,78006000.0,78006000.0,78006000.0,92129000.0,92129000.0,92129000.0,92129000.0,236490000.0,236490000.0,236490000.0,236490000.0,306198000.0,306198000.0,306198000.0,306198000.0,264557000.0,264557000.0,264557000.0,264557000.0,243825000.0,243825000.0,243825000.0,243825000.0,479668000.0,479668000.0,479668000.0,479668000.0,650117000.0,650117000.0,650117000.0,650117000.0,1289706000.0,1289706000.0,1289706000.0,1289706000.0,1945180000.0,1945180000.0,1945180000.0,1945180000.0,1834600000.0,1834600000.0,1834600000.0
InventoryRawMaterialsNetOfReserves / USD,18286000.0,18286000.0,18286000.0,18286000.0,17094000.0,17094000.0,17094000.0,29831000.0,29831000.0,29831000.0,29831000.0,99190000.0,99190000.0,99190000.0,99190000.0,69673000.0,69673000.0,69673000.0,69673000.0,76795000.0,76795000.0,76795000.0,76795000.0,96712000.0,96712000.0,96712000.0,96712000.0,219218000.0,219218000.0,219218000.0,219218000.0,316737000.0,316737000.0,316737000.0,316737000.0,759519000.0,759519000.0,759519000.0,759519000.0,930777000.0,930777000.0,930777000.0,930777000.0,565400000.0,565400000.0,565400000.0
InventoryWriteDown / USD,,,3200000.0,3200000.0,,,5300000.0,,,,2800000.0,,,,9000000.0,,,,12100000.0,,,,28100000.0,,,,20800000.0,,,,41200000.0,,,,50500000.0,,,,61800000.0,,,,71400000.0,,,
InvestmentIncomeNetAmortizationOfDiscountAndPremium / USD,,,,,,,,,,,,,,,,-330000.0,-753000.0,-1106000.0,-1493000.0,30000.0,783000.0,1863000.0,-1452000.0,2069000.0,4260000.0,6032000.0,3360000.0,-1042000.0,-2938000.0,-6030000.0,6771000.0,-5446000.0,-12121000.0,-19193000.0,-10381000.0,-7033000.0,-11457000.0,-14167000.0,-26847000.0,4220000.0,11998000.0,22389000.0,-12767000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,129400000.0,124821000.0,121885000.0,117065000.0,,,,104258000.0,,,,87003000.0,,,,71396000.0,,,,71997000.0,65900000.0,61600000.0,69800000.0,65307000.0,,,
