fact_unit,2010-09-09,2010-12-10,2011-03-11,2011-06-28,2011-09-08,2011-10-13,2011-12-09,2012-03-09,2012-06-25,2012-09-06,2012-12-04,2013-03-01,2013-06-21,2013-08-28,2013-11-27,2014-02-27,2014-06-23,2014-08-27,2014-11-26,2015-02-27,2015-06-25,2015-09-02,2015-12-04,2016-03-03,2016-06-21,2016-08-30,2016-11-22,2017-02-24,2017-06-19,2017-08-31,2017-11-22,2018-02-23,2018-06-18,2018-08-27,2018-11-28,2019-02-26,2019-06-17,2019-08-27,2019-11-22,2020-02-27,2020-06-19,2020-08-25,2020-11-24,2021-02-25,2021-06-17,2021-08-26,2021-11-23,2022-03-01,2022-06-16,2022-08-23,2022-11-21,2023-02-28,2023-06-20,2023-08-29,2023-12-05,2024-02-27,2024-06-18,2024-08-28,2024-11-26,2025-02-27,2025-06-18,2025-08-27,2025-11-25
AccountsPayableCurrent / USD,179509000.0,179509000.0,179509000.0,179509000.0,234916000.0,179509000.0,234916000.0,234916000.0,234916000.0,274725000.0,274725000.0,274725000.0,274700000.0,285800000.0,285800000.0,285800000.0,285800000.0,289200000.0,289200000.0,289200000.0,289200000.0,402800000.0,402800000.0,402800000.0,402800000.0,459400000.0,459400000.0,459400000.0,459400000.0,477200000.0,477200000.0,477200000.0,477200000.0,512100000.0,512100000.0,512100000.0,512100000.0,591000000.0,591000000.0,591000000.0,591000000.0,782000000.0,782000000.0,782000000.0,782000000.0,1034100000.0,1034100000.0,1034100000.0,1034100000.0,1193300000.0,1193300000.0,1193300000.0,1193300000.0,1392600000.0,1392600000.0,1392600000.0,1392600000.0,1336200000.0,1336200000.0,1336200000.0,1336200000.0,1288700000.0,1288700000.0
AccountsReceivableNetCurrent / USD,238867000.0,238867000.0,238867000.0,238867000.0,344410000.0,238867000.0,344410000.0,344410000.0,344410000.0,347518000.0,347518000.0,347518000.0,347500000.0,313700000.0,313700000.0,313700000.0,313700000.0,309400000.0,309400000.0,309400000.0,309400000.0,430100000.0,430100000.0,430100000.0,430100000.0,450100000.0,450100000.0,450100000.0,450100000.0,438700000.0,438700000.0,438700000.0,438700000.0,385600000.0,385600000.0,385600000.0,385600000.0,503800000.0,503800000.0,503800000.0,503800000.0,551400000.0,551400000.0,551400000.0,551400000.0,533700000.0,533700000.0,533700000.0,533700000.0,524700000.0,524700000.0,524700000.0,524700000.0,597600000.0,597600000.0,597600000.0,597600000.0,736500000.0,736500000.0,736500000.0,736500000.0,619000000.0,619000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,62588000.0,62588000.0,62588000.0,62111000.0,62111000.0,62111000.0,62100000.0,57400000.0,57400000.0,57400000.0,57400000.0,58500000.0,58500000.0,58500000.0,58500000.0,104900000.0,104900000.0,104900000.0,104900000.0,112300000.0,112300000.0,112300000.0,112300000.0,106000000.0,106000000.0,106000000.0,106000000.0,101600000.0,101600000.0,101600000.0,101600000.0,142700000.0,142700000.0,142700000.0,142700000.0,167500000.0,167500000.0,167500000.0,167500000.0,200600000.0,200600000.0,200600000.0,200600000.0,193800000.0,193800000.0,193800000.0,193800000.0,187700000.0,187700000.0,187700000.0,187700000.0,214300000.0,214300000.0,214300000.0,214300000.0,188800000.0,188800000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,541827000.0,541827000.0,541827000.0,541827000.0,656590000.0,541827000.0,656590000.0,656590000.0,656590000.0,757042000.0,757042000.0,757042000.0,757000000.0,842800000.0,842800000.0,842800000.0,842800000.0,898000000.0,898000000.0,898000000.0,898000000.0,1020800000.0,1020800000.0,1020800000.0,1020800000.0,1176600000.0,1176600000.0,1176600000.0,1176600000.0,1364200000.0,1364200000.0,1364200000.0,1364200000.0,1527200000.0,1527200000.0,1527200000.0,1527200000.0,1619700000.0,1619700000.0,1619700000.0,1619700000.0,1768900000.0,1768900000.0,1768900000.0,1768900000.0,1841800000.0,1841800000.0,1841800000.0,1841800000.0,1979500000.0,1979500000.0,1979500000.0,1979500000.0,1920500000.0,1920500000.0,1920500000.0,1920500000.0,2100000000.0,2100000000.0,2100000000.0,2100000000.0,2337900000.0,2337900000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-20581000.0,-20581000.0,-20581000.0,42612000.0,3629000.0,42612000.0,3629000.0,3629000.0,-57270000.0,-83991000.0,-83991000.0,-83991000.0,-84000000.0,-76600000.0,-76600000.0,-76600000.0,3600000.0,-76600000.0,-76600000.0,-76600000.0,-84000000.0,-51600000.0,-51600000.0,-51600000.0,-109800000.0,-109800000.0,-109800000.0,-109800000.0,-148400000.0,-148400000.0,-148400000.0,-148400000.0,-143400000.0,-143400000.0,-143400000.0,-143400000.0,-116700000.0,-181800000.0,-181800000.0,-181800000.0,-181800000.0,-379000000.0,-379000000.0,-379000000.0,-379000000.0,-277400000.0,-277400000.0,-277400000.0,-277400000.0,-237400000.0,-237400000.0,-237400000.0,-237400000.0,-239200000.0,-239200000.0,-239200000.0,-239200000.0,-234600000.0,-234600000.0,-234600000.0,-234600000.0,-184500000.0,-184500000.0
AdditionalPaidInCapitalCommonStock / USD,4575127000.0,4575127000.0,4575127000.0,4575127000.0,4396592000.0,4575127000.0,4396592000.0,4396592000.0,4396592000.0,4261171000.0,4261171000.0,4261171000.0,4261200000.0,4125100000.0,4125100000.0,4125100000.0,4125100000.0,3965800000.0,3965800000.0,3965800000.0,3965800000.0,6007700000.0,6007700000.0,6007700000.0,6007700000.0,5860100000.0,5860100000.0,5860100000.0,5860100000.0,5724700000.0,5724700000.0,5724700000.0,5724700000.0,5739700000.0,5739700000.0,5739700000.0,5739700000.0,5755800000.0,5755800000.0,5755800000.0,5755800000.0,5794100000.0,5794100000.0,5794100000.0,5794100000.0,5527600000.0,5527600000.0,5527600000.0,5527600000.0,5457900000.0,5457900000.0,5457900000.0,5457900000.0,5371800000.0,5371800000.0,5371800000.0,5371800000.0,5713900000.0,5713900000.0,5713900000.0,5713900000.0,5738700000.0,5738700000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,98700000.0,,,,110300000.0,,,,204700000.0,,,,205900000.0,,,,204800000.0,,,,239100000.0,,,,235300000.0,,,,232000000.0,,,,222500000.0,,,,205900000.0,,
AdvertisingExpense / USD,,,,77363000.0,,77363000.0,,,130583000.0,,,,115100000.0,,,,119600000.0,,,,131600000.0,,,,124700000.0,,,,107000000.0,,,,170300000.0,,,,169800000.0,,,,194200000.0,,,,237500000.0,,,,198600000.0,,,,224400000.0,,,,176500000.0,,,,160300000.0,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,12619000.0,16610000.0,24300000.0,,,,21800000.0,,,,21300000.0,,,,22900000.0,,,,23500000.0,,,,34600000.0,,,,22000000.0,,,,15400000.0,,,,20700000.0,,,,26800000.0,,,,28700000.0,,,,22300000.0,,,,25600000.0,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,1521000.0,,1521000.0,,,1882000.0,,,,1700000.0,,,,1300000.0,,,,900000.0,,,,1000000.0,,,,1100000.0,,,,1600000.0,,,,1100000.0,,,,1800000.0,,,,3000000.0,,,,2400000.0,,,,2300000.0,,,,2300000.0,,,,8700000.0,,
