fact_unit,2010-08-19,2010-11-18,2011-03-17,2011-05-19,2011-08-18,2011-11-17,2012-03-22,2012-05-17,2012-08-16,2012-11-15,2013-03-15,2013-05-23,2013-08-22,2013-11-21,2014-03-14,2014-05-22,2014-08-21,2014-11-20,2015-03-13,2015-05-21,2015-09-01,2015-11-24,2016-03-28,2016-05-05,2016-06-09,2016-09-02,2016-12-06,2017-03-28,2017-05-25,2017-08-24,2017-11-21,2018-03-16,2018-03-26,2018-05-31,2018-08-30,2018-11-29,2019-03-27,2019-05-31,2019-08-29,2019-11-26,2020-03-20,2020-05-28,2020-08-27,2020-11-24,2021-03-16,2021-05-27,2021-08-26,2021-11-23,2022-03-15,2022-05-26,2022-08-25,2022-11-22,2023-03-10,2023-05-25,2023-08-24,2023-11-29,2024-03-20,2024-06-05,2024-09-04,2024-12-04,2025-03-26,2025-06-04,2025-09-03,2025-12-03
AccountsPayableCurrent / USD,273800000.0,261400000.0,219900000.0,258600000.0,288600000.0,303200000.0,261400000.0,276000000.0,302700000.0,351900000.0,286700000.0,319100000.0,352400000.0,420000000.0,346500000.0,392600000.0,418800000.0,526400000.0,393900000.0,447000000.0,524200000.0,545000000.0,433600000.0,433600000.0,515600000.0,1152500000.0,1259300000.0,1251900000.0,1260300000.0,1351500000.0,1266400000.0,1119600000.0,1119600000.0,1223900000.0,1196300000.0,1181300000.0,1174800000.0,1181500000.0,1241700000.0,1365100000.0,1416400000.0,1186500000.0,1455400000.0,1473100000.0,1336500000.0,1336900000.0,1481000000.0,1587200000.0,1480500000.0,1520700000.0,1559600000.0,1984800000.0,1884200000.0,1794100000.0,2011300000.0,1864200000.0,1899800000.0,1597600000.0,1776400000.0,1857000000.0,1167100000.0,1305300000.0,1345500000.0,1950000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,26700000.0,,,,21200000.0,,,,33600000.0,,,,31800000.0,,,,26400000.0,,,,30600000.0,30600000.0,,,,143100000.0,,,,163100000.0,163100000.0,,,,176600000.0,,,,159500000.0,,,,183300000.0,,,,305000000.0,,,,313500000.0,,,,253700000.0,,,,145800000.0,,,
AccruedIncomeTaxesCurrent / USD,8800000.0,11500000.0,48600000.0,37700000.0,27800000.0,19500000.0,64400000.0,41600000.0,8500000.0,10700000.0,63300000.0,44400000.0,21800000.0,34300000.0,79600000.0,72000000.0,18400000.0,0.0,47300000.0,81100000.0,2700000.0,14300000.0,42700000.0,42700000.0,25300000.0,0.0,21100000.0,12900000.0,46200000.0,0.0,0.0,90000000.0,90000000.0,221300000.0,0.0,0.0,31500000.0,81700000.0,14100000.0,700000.0,60000000.0,125200000.0,0.0,0.0,62700000.0,84200000.0,1900000.0,0.0,86300000.0,169500000.0,11700000.0,0.0,82600000.0,162800000.0,27400000.0,0.0,58100000.0,144100000.0,10000000.0,0.0,52700000.0,82900000.0,400000.0,8000000.0
AccruedIncomeTaxesNoncurrent / USD,16100000.0,15400000.0,14400000.0,15000000.0,15200000.0,14800000.0,15200000.0,15400000.0,15500000.0,15200000.0,15500000.0,15700000.0,4200000.0,5100000.0,5600000.0,5200000.0,5600000.0,5300000.0,5500000.0,5500000.0,0.0,0.0,6500000.0,6500000.0,6100000.0,34400000.0,33900000.0,71400000.0,71100000.0,73600000.0,72300000.0,71200000.0,71200000.0,71800000.0,41600000.0,45100000.0,43800000.0,42500000.0,30100000.0,33000000.0,35400000.0,35800000.0,30100000.0,29700000.0,28900000.0,30200000.0,29400000.0,31000000.0,22600000.0,23700000.0,24000000.0,26400000.0,20900000.0,21200000.0,20700000.0,22000000.0,17400000.0,17600000.0,18100000.0,19700000.0,22000000.0,22400000.0,19300000.0,21300000.0
AccruedInsuranceCurrent / USD,,,27400000.0,,,,29700000.0,,,,31200000.0,,,,33000000.0,,,,34100000.0,,,,42700000.0,42700000.0,,,,111100000.0,,,,101700000.0,101700000.0,,,,105400000.0,,,,106000000.0,,,,112000000.0,,,,115400000.0,,,,121500000.0,,,,131100000.0,,,,77300000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,1080500000.0,,,,1204300000.0,,,,1330500000.0,,,,1473200000.0,,,,1616100000.0,,,,1759700000.0,1759700000.0,1808500000.0,1891700000.0,2026700000.0,2172000000.0,2306400000.0,2437900000.0,2567300000.0,2694500000.0,2694500000.0,2814500000.0,2941800000.0,3060100000.0,3192100000.0,3322300000.0,3448200000.0,3571800000.0,3690600000.0,3822700000.0,3928000000.0,4056600000.0,4194100000.0,4333000000.0,4480600000.0,4618100000.0,4765000000.0,4917200000.0,5058600000.0,5209900000.0,5363800000.0,5525900000.0,5688900000.0,5849800000.0,6025400000.0,6176400000.0,6361600000.0,6515100000.0,4231400000.0,4233900000.0,4336400000.0,4449500000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,-2400000.0,,,,-400000.0,,,,-600000.0,,,,-1500000.0,,,,-16900000.0,,,,-34100000.0,-34100000.0,,,,-43100000.0,,,,-37600000.0,-37600000.0,,,,-32300000.0,,,,-38300000.0,,,,-39800000.0,,,,-35200000.0,,,,-35200000.0,-35300000.0,-36300000.0,-44600000.0,-41200000.0,-44000000.0,-40100000.0,-47000000.0,-43600000.0,-45600000.0,-49000000.0,-54200000.0
AdditionalPaidInCapital / USD,,,0.0,,,,,,,,0.0,,,,300000.0,,,,10700000.0,,,,43000000.0,43000000.0,,,,2391200000.0,,,,2472100000.0,2472100000.0,,,,2545300000.0,,,,2602700000.0,,,,2454400000.0,,,,2138500000.0,,,,1243900000.0,1230600000.0,1026700000.0,646900000.0,667500000.0,519500000.0,446500000.0,208600000.0,229900000.0,0.0,22200000.0,50700000.0
AllocatedShareBasedCompensationExpense / USD,,,16700000.0,7100000.0,14400000.0,21300000.0,21700000.0,9000000.0,19600000.0,25500000.0,27900000.0,4900000.0,9000000.0,12500000.0,31000000.0,5600000.0,9700000.0,13100000.0,34900000.0,,1000000.0,,36200000.0,36200000.0,,,,37400000.0,,600000.0,1000000.0,52300000.0,52300000.0,,,,60300000.0,,47600000.0,60200000.0,65800000.0,30500000.0,44100000.0,52500000.0,63300000.0,32600000.0,55700000.0,70500000.0,61400000.0,31800000.0,49600000.0,63100000.0,83900000.0,,,,79900000.0,,,,110400000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,800000.0,1100000.0,3000000.0,2900000.0,2800000.0,3000000.0,3000000.0,2900000.0,3000000.0,3200000.0,3000000.0,3100000.0,3100000.0,3100000.0
