fact_unit,2010-11-04,2011-02-08,2011-05-10,2011-08-12,2011-11-03,2012-02-07,2012-05-08,2012-08-09,2012-11-06,2013-02-07,2013-05-07,2013-08-08,2013-11-07,2014-02-06,2014-05-09,2014-08-07,2014-11-06,2015-02-05,2015-05-08,2015-08-07,2015-11-05,2016-02-04,2016-05-05,2016-08-09,2016-11-09,2017-02-08,2017-05-10,2017-08-10,2017-11-08,2018-02-08,2018-05-08,2018-08-07,2018-11-06,2019-02-07,2019-05-07,2019-08-06,2019-11-06,2020-01-31,2020-05-08,2020-08-11,2020-10-30,2021-02-02,2021-05-04,2021-08-12,2021-11-03,2022-02-01,2022-05-03,2022-08-12,2022-11-02,2023-02-02,2023-05-02,2023-08-08,2023-11-02,2024-02-01,2024-05-08,2024-08-06,2024-11-05,2025-01-31,2025-05-01,2025-08-05,2025-11-04
AllowanceForDoubtfulAccountsReceivableCurrent / USD,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,6500000.0,6500000.0,6500000.0,6500000.0,3700000.0,3700000.0,3700000.0,3700000.0,3300000.0,3300000.0,3300000.0,3300000.0,3800000.0,3800000.0,3800000.0,3800000.0,2300000.0,2300000.0,2300000.0,2300000.0,3700000.0,3700000.0,3700000.0,3700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2600000.0,2600000.0,2600000.0,2600000.0,9800000.0,9800000.0,9800000.0,9800000.0,9300000.0,9300000.0,9300000.0,9300000.0,6800000.0,6800000.0,6800000.0,6800000.0,7200000.0,7200000.0,7200000.0,7200000.0,9700000.0,9700000.0,9700000.0,9700000.0,12500000.0
AmortizationOfIntangibleAssets / USD,4100000.0,8200000.0,12200000.0,5600000.0,,,,9000000.0,,,,21800000.0,5500000.0,11000000.0,16400000.0,22200000.0,5500000.0,10900000.0,16600000.0,34200000.0,5800000.0,11500000.0,17800000.0,33900000.0,8100000.0,16200000.0,24000000.0,36600000.0,12800000.0,33100000.0,52800000.0,45800000.0,19400000.0,39200000.0,59400000.0,87700000.0,21900000.0,43200000.0,64300000.0,100200000.0,28100000.0,58400000.0,90900000.0,106800000.0,32300000.0,64900000.0,96800000.0,146100000.0,68700000.0,131200000.0,192000000.0,182300000.0,,,,289300000.0,,,,257600000.0,
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,31800000.0,32100000.0,0.0,31700000.0,33600000.0,34700000.0,30400000.0,,8100000.0,9500000.0,31400000.0,100000.0,500000.0,2700000.0,39500000.0,5600000.0,7600000.0,14900000.0,2500000.0,100000.0
Assets / USD,1794400000.0,1794400000.0,1794400000.0,2774700000.0,1904000000.0,1904000000.0,1904000000.0,1794400000.0,1987600000.0,1987600000.0,1987600000.0,1904000000.0,2018200000.0,2018200000.0,2018200000.0,1987600000.0,2192100000.0,2192100000.0,2192100000.0,2018200000.0,2368100000.0,2368100000.0,2368100000.0,2192100000.0,2872700000.0,2872700000.0,2872700000.0,2364800000.0,3149800000.0,3149800000.0,3149800000.0,2872700000.0,3304700000.0,3304700000.0,3304700000.0,3149800000.0,3880700000.0,3880700000.0,3880700000.0,3304700000.0,4889800000.0,4889800000.0,4889800000.0,3880700000.0,8119800000.0,8119800000.0,8119800000.0,4889800000.0,8168800000.0,8168800000.0,8168800000.0,8119800000.0,8233200000.0,8233200000.0,8233200000.0,8168800000.0,8242400000.0,8242400000.0,8242400000.0,8233200000.0,8545000000.0
AssetsCurrent / USD,992400000.0,992400000.0,992400000.0,992400000.0,751400000.0,751400000.0,751400000.0,751400000.0,777400000.0,777400000.0,777400000.0,777400000.0,807000000.0,807000000.0,807000000.0,807000000.0,880600000.0,880600000.0,880600000.0,880600000.0,861400000.0,861400000.0,861400000.0,861400000.0,1289100000.0,1289100000.0,1289100000.0,1289100000.0,989600000.0,989600000.0,989600000.0,989600000.0,991100000.0,991100000.0,991100000.0,991100000.0,1042300000.0,1042300000.0,1042300000.0,1042300000.0,1328000000.0,1328000000.0,1328000000.0,1328000000.0,1261300000.0,1261300000.0,1261300000.0,1261300000.0,1328400000.0,1328400000.0,1328400000.0,1328400000.0,1392500000.0,1392500000.0,1392500000.0,1392500000.0,1540900000.0,1540900000.0,1540900000.0,1540900000.0,1817100000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153800000.0,153800000.0,153800000.0,,150300000.0,150300000.0,150300000.0,,252700000.0,252700000.0,252700000.0,,121200000.0,121200000.0,121200000.0,,220100000.0,220100000.0,220100000.0,220100000.0,208700000.0,208700000.0,208700000.0,208700000.0,231300000.0,231300000.0,231300000.0,231300000.0,195900000.0
BusinessCombinationContingentConsiderationLiability / USD,,,,,,,,,,,,,,,,,,,,1300000.0,15700000.0,15700000.0,15700000.0,15700000.0,5500000.0,5500000.0,5500000.0,6700000.0,6700000.0,6700000.0,6700000.0,,18600000.0,18600000.0,18600000.0,,28400000.0,28400000.0,28400000.0,,33100000.0,33100000.0,33100000.0,33100000.0,23200000.0,23200000.0,23200000.0,23200000.0,12900000.0,12900000.0,12900000.0,12900000.0,12000000.0,12000000.0,12000000.0,12000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0
BusinessCombinationContingentConsiderationLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300000.0,26300000.0,26300000.0,26300000.0,17600000.0,17600000.0,17600000.0,17600000.0,15100000.0,15100000.0,15100000.0,15100000.0,15600000.0,15600000.0,15600000.0,15600000.0,7700000.0,7700000.0,7700000.0,7700000.0,15000000.0,15000000.0,15000000.0,15000000.0,14000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,2800000.0,,,,4300000.0,,,,3100000.0,500000.0,100000.0,1600000.0,1900000.0,100000.0,100000.0,1600000.0,1900000.0,300000.0,3100000.0,100000.0,2900000.0,600000.0,3100000.0,1800000.0,800000.0,600000.0,600000.0,7500000.0,7000000.0,1400000.0,1700000.0,2200000.0,17700000.0,1900000.0,1800000.0,4400000.0,6200000.0,8700000.0,10600000.0,9000000.0,8700000.0,6400000.0,13900000.0,39500000.0,13900000.0,10200000.0,16900000.0,12000000.0,32000000.0,2100000.0,1500000.0,300000.0,19200000.0,2700000.0,3200000.0,1000000.0,800000.0,1100000.0
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169500000.0,,,,254700000.0,,,,433800000.0,,,761700000.0,761700000.0,1224700000.0,1224700000.0,1224700000.0,1224700000.0,925400000.0,925400000.0,925400000.0,925400000.0,884500000.0,884500000.0,884500000.0,884500000.0,837500000.0
CashAndCashEquivalentsAtCarryingValue / USD,173400000.0,173400000.0,173400000.0,54700000.0,412600000.0,412600000.0,412600000.0,173400000.0,241500000.0,241500000.0,241500000.0,412600000.0,320500000.0,320500000.0,320500000.0,241500000.0,266000000.0,266000000.0,266000000.0,320500000.0,347600000.0,347600000.0,347600000.0,266000000.0,324100000.0,324100000.0,324100000.0,347600000.0,727700000.0,727700000.0,727700000.0,324100000.0,271100000.0,271100000.0,263900000.0,727700000.0,273200000.0,273200000.0,273200000.0,273200000.0,476600000.0,476600000.0,476600000.0,476600000.0,274500000.0,274500000.0,274500000.0,274500000.0,224700000.0,224700000.0,224700000.0,224700000.0,252300000.0,252300000.0,252300000.0,252300000.0,304400000.0,304400000.0,304400000.0,304400000.0,561500000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271100000.0,,263900000.0,263900000.0,263900000.0,271100000.0,273200000.0,273200000.0,273200000.0,263900000.0,476600000.0,476600000.0,476600000.0,273200000.0,274500000.0,274500000.0,274500000.0,476600000.0,224700000.0,224700000.0,224700000.0,274500000.0,252300000.0,252300000.0,252300000.0,224700000.0,304400000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81000000.0,,-59300000.0,-14100000.0,28200000.0,-7200000.0,85100000.0,-39200000.0,128900000.0,9200000.0,-120000000.0,-111000000.0,-120800000.0,203400000.0,42200000.0,6600000.0,2700000.0,-202100000.0,2400000.0,55300000.0,106900000.0,-49900000.0,-18300000.0,24700000.0,-16700000.0,27600000.0,-11600000.0
CommissionsPayableToBrokerDealersAndClearingOrganizations / USD,,,,56300000.0,40600000.0,40600000.0,40600000.0,40600000.0,38600000.0,38600000.0,38600000.0,38600000.0,49200000.0,49200000.0,49200000.0,49200000.0,62000000.0,62000000.0,62000000.0,62000000.0,63400000.0,63400000.0,63400000.0,63400000.0,65400000.0,65400000.0,65400000.0,65400000.0,79500000.0,79500000.0,79500000.0,79500000.0,85200000.0,85200000.0,85200000.0,85200000.0,87000000.0,87000000.0,87000000.0,87000000.0,109500000.0,109500000.0,109500000.0,109500000.0,136000000.0,136000000.0,136000000.0,136000000.0,154100000.0,154100000.0,154100000.0,154100000.0,148000000.0,148000000.0,148000000.0,148000000.0,126300000.0,126300000.0,126300000.0,126300000.0,137000000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.14,0.28,0.42,0.28,0.15,0.3,0.45,0.56,0.16,0.32,0.48,0.6,0.18,0.36,0.54,0.64,0.21,0.42,0.63,0.72,0.27,0.54,0.81,0.84,0.3,0.6,0.9,1.08,0.33,0.66,0.99,1.2,0.365,0.73,1.095,1.32,0.485,0.97,1.455,1.46,0.54,1.08,1.62,1.94,0.575,1.15,1.725,2.16,0.64,1.28,1.92,2.3,0.725,1.45,2.175,2.56,0.8,1.6,2.4,2.9,0.88
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0,650000000.0
CommonStockSharesIssued / shares,145900000.0,145900000.0,145900000.0,145900000.0,149600000.0,149600000.0,149600000.0,149600000.0,152900000.0,152900000.0,152900000.0,152900000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0,154500000.0
CommonStockSharesOutstanding / shares,129200000.0,129200000.0,129200000.0,129200000.0,123700000.0,123700000.0,123700000.0,123700000.0,124800000.0,124800000.0,124800000.0,124800000.0,119000000.0,119000000.0,119000000.0,119000000.0,119500000.0,119500000.0,119500000.0,119500000.0,118200000.0,118200000.0,118200000.0,118200000.0,118300000.0,118300000.0,118300000.0,118300000.0,116500000.0,116500000.0,116500000.0,116500000.0,116300000.0,116300000.0,116300000.0,116300000.0,114300000.0,114300000.0,114300000.0,114300000.0,115100000.0,115100000.0,115100000.0,115100000.0,116100000.0,116100000.0,116100000.0,116100000.0,117300000.0,117300000.0,117300000.0,117300000.0,118100000.0,118100000.0,118100000.0,118100000.0,116700000.0,116700000.0,116700000.0,116700000.0,117100000.0
CommonStockValue / USD,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1500000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0
CommunicationsInformationTechnologyAndOccupancy / USD,,,,,,,,,,,,,,,,,,,,,,,,214400000.0,,,,210100000.0,,,,223900000.0,,,,250300000.0,,,,204600000.0,,,,208400000.0,,,,247900000.0,,,,345400000.0,,,,407100000.0,,,,399500000.0,
ComprehensiveIncomeNetOfTax / USD,,,,,20000000.0,35300000.0,73800000.0,,12300000.0,13700000.0,35700000.0,187100000.0,23100000.0,39800000.0,76800000.0,111000000.0,42700000.0,75900000.0,126400000.0,212800000.0,27900000.0,51400000.0,88700000.0,269100000.0,21500000.0,56700000.0,110700000.0,255900000.0,23000000.0,41100000.0,117400000.0,290200000.0,68700000.0,129400000.0,242300000.0,309200000.0,66700000.0,110900000.0,288100000.0,431900000.0,47600000.0,69500000.0,236800000.0,464300000.0,103400000.0,165400000.0,363500000.0,433300000.0,-2900000.0,13300000.0,132300000.0,657200000.0,27600000.0,-26700000.0,248700000.0,303600000.0,74600000.0,95900000.0,346000000.0,572200000.0,109000000.0
ContractWithCustomerAssetNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,16500000.0,16500000.0,16500000.0,47500000.0,47500000.0,47500000.0,47500000.0,81900000.0,81900000.0,81900000.0,47500000.0,89800000.0,89800000.0,89800000.0,81900000.0,118500000.0,118500000.0,118500000.0,89800000.0,109100000.0,109100000.0,109100000.0,118500000.0,125300000.0,125300000.0,125300000.0,109100000.0,137500000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162800000.0,162800000.0,162800000.0,162800000.0,251600000.0,251600000.0,251600000.0,251600000.0,286600000.0,286600000.0,286600000.0,251600000.0,382500000.0,382500000.0,382500000.0,286600000.0,414300000.0,414300000.0,414300000.0,382500000.0,692600000.0,692600000.0,692600000.0,414300000.0,696600000.0,696600000.0,696600000.0,692600000.0,678300000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82400000.0,106300000.0,106300000.0,106300000.0,106300000.0,90900000.0,90900000.0,90900000.0,90900000.0,111200000.0,111200000.0,111200000.0,111200000.0,185300000.0,185300000.0,185300000.0,185300000.0,198500000.0,198500000.0,198500000.0,198500000.0,199800000.0,199800000.0,199800000.0,199800000.0,227400000.0,227400000.0,227400000.0,227400000.0,249100000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74300000.0,75200000.0,75200000.0,75200000.0,75200000.0,160700000.0,160700000.0,160700000.0,160700000.0,175400000.0,175400000.0,175400000.0,175400000.0,197200000.0,197200000.0,197200000.0,197200000.0,215800000.0,215800000.0,215800000.0,215800000.0,492800000.0,492800000.0,492800000.0,492800000.0,469200000.0,469200000.0,469200000.0,469200000.0,429200000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40400000.0,89900000.0,89500000.0,96400000.0,71600000.0,102200000.0,125300000.0,96400000.0,85100000.0,118700000.0,143500000.0,96400000.0,117000000.0,174400000.0,210100000.0,141200000.0,126100000.0,179300000.0,212500000.0,158700000.0,127800000.0,194500000.0,238700000.0,233800000.0,154200000.0,228000000.0,269200000.0,236500000.0,163900000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726000000.0,1495300000.0,2297800000.0,3107900000.0,739000000.0,1473000000.0,2320300000.0,3167400000.0,727500000.0,1508400000.0,2380900000.0,3131900000.0,787100000.0,1593500000.0,2554100000.0,3265100000.0,914100000.0,1892500000.0,2970100000.0,3570800000.0,990400000.0,1978700000.0,3116400000.0,4116900000.0,1075300000.0,2132500000.0,3319800000.0,4275500000.0,1075000000.0
CostsAndExpenses / USD,395700000.0,856900000.0,1299300000.0,1727000000.0,400500000.0,826300000.0,1302300000.0,1867100000.0,450200000.0,919400000.0,1437600000.0,1897200000.0,467200000.0,935700000.0,1444700000.0,2102600000.0,475900000.0,953800000.0,1483200000.0,2107600000.0,498700000.0,1014200000.0,1559400000.0,2139800000.0,535700000.0,1104400000.0,1692600000.0,2227300000.0,829300000.0,1663100000.0,2562300000.0,2396800000.0,839600000.0,1736500000.0,2677600000.0,3608600000.0,872700000.0,1747900000.0,2739100000.0,3731800000.0,875400000.0,1817300000.0,2841000000.0,3709500000.0,938800000.0,1914300000.0,3064800000.0,3904100000.0,1089600000.0,2280300000.0,3568000000.0,4315000000.0,1195700000.0,2380800000.0,3739700000.0,4949200000.0,1282600000.0,2563200000.0,3986800000.0,5124500000.0,1288400000.0
CurrentFederalTaxExpenseBenefit / USD,,,,95600000.0,,,,76500000.0,,,,56300000.0,,,,53300000.0,,,,73100000.0,,,,114800000.0,,,,120800000.0,,,,134900000.0,,,,138200000.0,,,,89400000.0,,,,88800000.0,,,,46700000.0,,,,51200000.0,,,,25400000.0,,,,143200000.0,
CurrentForeignTaxExpenseBenefit / USD,,,,21300000.0,,,,28100000.0,,,,22900000.0,,,,22000000.0,,,,15800000.0,,,,22500000.0,,,,19800000.0,,,,23900000.0,,,,24800000.0,,,,43400000.0,,,,24700000.0,,,,33100000.0,,,,34900000.0,,,,45400000.0,,,,45400000.0,
CurrentIncomeTaxExpenseBenefit / USD,,,,119700000.0,,,,113600000.0,,,,85100000.0,,,,84300000.0,,,,97000000.0,,,,144100000.0,,,,151200000.0,,,,167300000.0,,,,176000000.0,,,,142400000.0,,,,128700000.0,,,,88100000.0,,,,96700000.0,,,,82400000.0,,,,215100000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,2800000.0,,,,9000000.0,,,,5900000.0,,,,9000000.0,,,,8100000.0,,,,6800000.0,,,,10600000.0,,,,8500000.0,,,,13000000.0,,,,9600000.0,,,,15100000.0,,,,8300000.0,,,,10500000.0,,,,11700000.0,,,,26500000.0,
DebtInstrumentFaceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,1025000000.0,1025000000.0,1025000000.0,1025000000.0,1110000000.0,1300000000.0,1230000000.0,1210000000.0,1060000000.0,1150000000.0,1200000000.0,1180000000.0,1475700000.0,1773200000.0,1862200000.0,2092500000.0,1799800000.0,1787900000.0,1782100000.0,1758800000.0,3914400000.0,4191400000.0,4181000000.0,4190100000.0,3815000000.0,4085000000.0,4125000000.0,4095000000.0,3430000000.0,3700000000.0,3670000000.0,3530000000.0,3370000000.0,3600000000.0,3668800000.0,3445800000.0,3263500000.0,3294100000.0
DeferredCosts / USD,,,,125800000.0,,,,47200000.0,,,,47200000.0,,,,47200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773700000.0,773700000.0,773700000.0,773700000.0,1232300000.0,1232300000.0,1232300000.0,1232300000.0,937000000.0,937000000.0,937000000.0,937000000.0,892100000.0,892100000.0,892100000.0,892100000.0,842900000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,4000000.0,,,,600000.0,,,,20000000.0,,,,-5200000.0,,,,16000000.0,,,,-8700000.0,,,,4500000.0,,,,-7400000.0,,,,-7900000.0,,,,-13600000.0,,,,2200000.0,,,,33100000.0,,,,55300000.0,,,,65800000.0,,,,-23700000.0,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-300000.0,,,,900000.0,,,,-1500000.0,,,,-1100000.0,,,,0.0,,,,-400000.0,,,,-900000.0,,,,-400000.0,,,,-4200000.0,,,,4900000.0,,,,-2800000.0,,,,-10700000.0,,,,-9500000.0,,,,-31700000.0,,,,-29300000.0,
