fact_unit,2010-08-04,2010-11-03,2011-02-28,2011-05-04,2011-08-03,2011-11-02,2012-02-28,2012-05-02,2012-08-02,2012-11-07,2013-03-01,2013-05-07,2013-08-07,2013-11-06,2014-02-27,2014-05-07,2014-08-06,2014-11-05,2015-02-25,2015-05-06,2015-08-05,2015-11-04,2016-02-25,2016-05-04,2016-08-03,2016-11-02,2017-02-21,2017-05-03,2017-08-02,2017-11-01,2018-02-20,2018-05-02,2018-08-01,2018-10-31,2019-02-19,2019-05-01,2019-07-31,2019-10-30,2020-02-18,2020-05-06,2020-08-05,2020-11-04,2021-02-24,2021-05-03,2021-08-02,2021-11-02,2022-02-16,2022-04-27,2022-07-27,2022-10-31,2023-02-15,2023-04-26,2023-07-26,2023-11-01,2024-02-14,2024-05-01,2024-07-31,2024-10-30,2025-02-19,2025-04-30,2025-07-30,2025-10-29
AccountsPayableCurrent / USD,138609000.0,138609000.0,138609000.0,195479000.0,191973000.0,191973000.0,188343000.0,243709000.0,243709000.0,243709000.0,243709000.0,279613000.0,279613000.0,279613000.0,279613000.0,264589000.0,264589000.0,264115000.0,264115000.0,285800000.0,285800000.0,285800000.0,100000000.0,126000000.0,126000000.0,126000000.0,126000000.0,154000000.0,154000000.0,154000000.0,154000000.0,195000000.0,195000000.0,195000000.0,195000000.0,175000000.0,175000000.0,175000000.0,175000000.0,203000000.0,203000000.0,203000000.0,203000000.0,189000000.0,189000000.0,189000000.0,189000000.0,235000000.0,235000000.0,235000000.0,235000000.0,254000000.0,254000000.0,254000000.0,254000000.0,294000000.0,294000000.0,294000000.0,294000000.0,346000000.0,346000000.0,346000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,232000000.0,255000000.0,255000000.0,255000000.0,255000000.0,269000000.0,269000000.0,269000000.0,269000000.0,272000000.0,272000000.0,272000000.0,272000000.0,301000000.0,301000000.0,301000000.0,301000000.0,294000000.0,294000000.0,294000000.0,294000000.0,321000000.0,321000000.0,321000000.0,321000000.0,271000000.0,271000000.0,271000000.0,271000000.0,334000000.0,334000000.0,334000000.0,334000000.0,339000000.0,339000000.0,339000000.0,339000000.0,416000000.0,416000000.0,416000000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,395000000.0,493000000.0,493000000.0,493000000.0,493000000.0,609000000.0,609000000.0,609000000.0,609000000.0,630000000.0,630000000.0,630000000.0,630000000.0,556000000.0,556000000.0,556000000.0,556000000.0,596000000.0,596000000.0,596000000.0,596000000.0,591000000.0,591000000.0,591000000.0,591000000.0,701000000.0,701000000.0,701000000.0,701000000.0,706000000.0,706000000.0,706000000.0,706000000.0,791000000.0,791000000.0,791000000.0,791000000.0,791000000.0,791000000.0,791000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-64677000.0,-64677000.0,-64677000.0,-71446000.0,-71446000.0,-71446000.0,-71446000.0,-97677000.0,-97677000.0,-97677000.0,-97677000.0,-116191000.0,-116191000.0,-116191000.0,-97677000.0,-116191000.0,-116191000.0,-116191000.0,-116191000.0,-34635000.0,-34635000.0,-34635000.0,-35000000.0,-82000000.0,-82000000.0,-88000000.0,-88000000.0,-86000000.0,-86000000.0,-86000000.0,-86000000.0,-79000000.0,-79000000.0,-79000000.0,-79000000.0,-34000000.0,-34000000.0,-34000000.0,-34000000.0,-36000000.0,-36000000.0,-36000000.0,-36000000.0,-49000000.0,-49000000.0,-49000000.0,-49000000.0,-45000000.0,-45000000.0,-45000000.0,-45000000.0,-23000000.0,-23000000.0,-23000000.0,-23000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0,12000000.0,12000000.0,12000000.0
AdditionalPaidInCapitalCommonStock / USD,6140077000.0,6140077000.0,6140077000.0,6156675000.0,6156675000.0,6156675000.0,6156675000.0,6180558000.0,6180558000.0,6180558000.0,6180558000.0,6222644000.0,6222644000.0,6222644000.0,6222644000.0,6261396000.0,6261396000.0,6261396000.0,6261396000.0,6301729000.0,6301729000.0,6301729000.0,6302000000.0,6351000000.0,6351000000.0,6351000000.0,6351000000.0,6388000000.0,6388000000.0,6388000000.0,6388000000.0,6432000000.0,6432000000.0,6432000000.0,6432000000.0,6657000000.0,6657000000.0,6657000000.0,6657000000.0,6700000000.0,6700000000.0,6700000000.0,6700000000.0,6747000000.0,6747000000.0,6747000000.0,6747000000.0,6781000000.0,6781000000.0,6781000000.0,6781000000.0,6824000000.0,6824000000.0,6824000000.0,6824000000.0,8550000000.0,8550000000.0,8550000000.0,8550000000.0,8598000000.0,8598000000.0,8598000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,11470000.0,,,,13000000.0,,,,13000000.0,,,,11000000.0,,,,11000000.0,,,,11000000.0,,,,16000000.0,,,,17000000.0,,,,21000000.0,,,,17000000.0,,,,28000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,2995000.0,4806000.0,4637000.0,1298000.0,2891000.0,4246000.0,6304000.0,1384000.0,3210000.0,5215000.0,6105000.0,1246000.0,3942000.0,5439000.0,6997000.0,,,,8000000.0,,,,8000000.0,,,,7000000.0,,,,7000000.0,,,,7000000.0,,,,11000000.0,,,,13000000.0,,,,16000000.0,,,,13000000.0,,,,22000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,19035000.0,19035000.0,19035000.0,17801000.0,17474000.0,17474000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000000.0,41000000.0,41000000.0,41000000.0,60000000.0,41000000.0,41000000.0,45000000.0,60000000.0,60000000.0,60000000.0,41000000.0,75000000.0,75000000.0,75000000.0,60000000.0,60000000.0,60000000.0,60000000.0,75000000.0,51000000.0,51000000.0,51000000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000.0,,,,31000000.0,,,,29000000.0,,,,30000000.0,,13000000.0,22000000.0,34000000.0,7000000.0,10000000.0,9000000.0,32000000.0,0.0,4000000.0,22000000.0,23000000.0,8000000.0,11000000.0,19000000.0,35000000.0,5000000.0,13000000.0,20000000.0,27000000.0,7000000.0,11000000.0,20000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,
Assets / USD,13452651000.0,13452651000.0,13452651000.0,14079773000.0,13773516000.0,13983675000.0,13459368000.0,14107379000.0,14322278000.0,14513795000.0,14086246000.0,14087739000.0,14412761000.0,14599535000.0,14776391000.0,14785217000.0,14994487000.0,15246736000.0,14718976000.0,16130956000.0,15426447000.0,15715647000.0,15064000000.0,16257000000.0,16596000000.0,16985000000.0,16038000000.0,17417000000.0,17706000000.0,17971000000.0,17241000000.0,18610000000.0,18966000000.0,19361000000.0,18482000000.0,19728000000.0,20471000000.0,20880000000.0,19482000000.0,21464000000.0,21854000000.0,22238000000.0,21223000000.0,23546000000.0,24009000000.0,24394000000.0,22682000000.0,24525000000.0,24952000000.0,25333000000.0,24766000000.0,25694000000.0,26574000000.0,27126000000.0,26075000000.0,28286000000.0,29496000000.0,29818000000.0,27787000000.0,31086000000.0,31215000000.0,31790000000.0
AssetsCurrent / USD,499127000.0,499127000.0,499127000.0,1319373000.0,1444309000.0,1450782000.0,1457775000.0,1397659000.0,1397659000.0,1397659000.0,1397659000.0,499447000.0,499447000.0,499447000.0,499447000.0,568999000.0,568999000.0,572694000.0,571807000.0,661369000.0,661369000.0,661369000.0,575000000.0,657000000.0,657000000.0,657000000.0,657000000.0,784000000.0,784000000.0,784000000.0,784000000.0,720000000.0,720000000.0,720000000.0,720000000.0,781000000.0,781000000.0,781000000.0,781000000.0,1285000000.0,1285000000.0,1285000000.0,1285000000.0,1906000000.0,1906000000.0,1906000000.0,1906000000.0,1554000000.0,1554000000.0,1554000000.0,1554000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0,1389000000.0,1389000000.0,1389000000.0,1389000000.0,1215000000.0,1215000000.0,1215000000.0
AssetsFairValueDisclosure / USD,,,,,123717000.0,123717000.0,123717000.0,66570000.0,66570000.0,66570000.0,66570000.0,51040000.0,51040000.0,51040000.0,51040000.0,36380000.0,36380000.0,36380000.0,36380000.0,64727000.0,64727000.0,64727000.0,65000000.0,46000000.0,46000000.0,46000000.0,46000000.0,68000000.0,68000000.0,68000000.0,68000000.0,50000000.0,50000000.0,50000000.0,,50000000.0,50000000.0,50000000.0,50000000.0,59000000.0,59000000.0,59000000.0,59000000.0,63000000.0,63000000.0,63000000.0,63000000.0,160000000.0,160000000.0,160000000.0,160000000.0,347000000.0,347000000.0,347000000.0,347000000.0,236000000.0,236000000.0,236000000.0,236000000.0,218000000.0,218000000.0,218000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,51760000.0,51267000.0,72657000.0,55699000.0,72676000.0,96383000.0,59219000.0,66306000.0,80573000.0,107477000.0,112313000.0,75755000.0,93783000.0,118215000.0,104816000.0,81455000.0,94889000.0,119807000.0,159119000.0,109464000.0,115127000.0,163053000.0,129000000.0,134000000.0,192000000.0,195000000.0,186000000.0,166000000.0,167000000.0,182000000.0,224000000.0,142000000.0,145000000.0,175000000.0,171000000.0,175000000.0,180000000.0,187000000.0,204000000.0,184000000.0,194000000.0,245000000.0,181000000.0,256000000.0,250000000.0,236000000.0,235000000.0,223000000.0,226000000.0,238000000.0,221000000.0,315000000.0,335000000.0,347000000.0,292000000.0,338000000.0,343000000.0,348000000.0,330000000.0,422000000.0,375000000.0,317000000.0
