fact_unit,2014-06-10,2014-08-13,2014-11-12,2015-03-20,2015-05-12,2015-08-11,2015-11-10,2016-02-29,2016-05-10,2016-08-09,2016-11-07,2017-02-27,2017-05-08,2017-08-07,2017-11-06,2018-03-01,2018-05-07,2018-08-06,2018-11-05,2019-02-26,2019-05-06,2019-08-01,2019-11-06,2020-02-28,2020-05-08,2020-08-07,2020-11-06,2021-02-25,2021-05-06,2021-08-09,2021-11-05,2022-02-28,2022-05-09,2022-08-05,2022-11-07,2023-02-24,2023-05-08,2023-08-03,2023-11-06,2024-02-27,2024-05-09,2024-08-07,2024-11-08,2025-02-27,2025-05-12,2025-08-08,2025-11-06
NetIncomeLossAttributableToRedeemableNoncontrollingInterest / USD,,,,,,,,,,428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1341000.0,-1824000.0,734000.0,758000.0,103000.0,316000.0,-387000.0,1319000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,17842000.0,31815000.0,34571000.0,18219000.0,17842000.0,31815000.0,34571000.0,18219000.0,11983000.0,-11511000.0,34571000.0,-3090000.0,34484000.0,71042000.0,18717000.0,-46559000.0,-2106000.0,20307000.0,98367000.0,35523000.0,18323000.0,28808000.0,54478000.0,39524000.0,66238000.0,94144000.0,35320000.0,-36461000.0,14485000.0,56605000.0,127184000.0,52953000.0,177933000.0,262659000.0,130442000.0,45863000.0,85594000.0,50048000.0,386748000.0,94039000.0,238553000.0,300376000.0,167541000.0,73027000.0,167965000.0,286425000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,34571000.0,18219000.0,30126000.0,18592000.0,34571000.0,-3287000.0,34476000.0,71034000.0,18717000.0,-47384000.0,-3352000.0,,99624000.0,60230000.0,14446000.0,23141000.0,50890000.0,39524000.0,66238000.0,94144000.0,28372000.0,-36461000.0,9530000.0,48890000.0,127184000.0,52953000.0,177933000.0,262659000.0,130442000.0,42278000.0,78548000.0,39447000.0,386748000.0,88725000.0,238553000.0,284407000.0,153445000.0,65755000.0,153101000.0,263733000.0
NoninterestExpenseInvestmentAdvisoryFees / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10687000.0,,,,,,,,,,62486000.0,7852000.0,13255000.0,7064000.0,36410000.0,5146000.0,9385000.0,
NonoperatingIncomeExpense / USD,,243183000.0,755330000.0,1686327000.0,325177000.0,644150000.0,595441000.0,1195883000.0,11007000.0,39964000.0,411000.0,813065000.0,-15451000.0,1955000.0,75294000.0,36082000.0,56635000.0,47715000.0,101864000.0,59967000.0,2240000.0,70166000.0,108920000.0,174674000.0,27870000.0,63132000.0,95919000.0,96242000.0,-227863000.0,-105957000.0,-43602000.0,122539000.0,56785000.0,106475000.0,218011000.0,65918000.0,57994000.0,76498000.0,112932000.0,263682000.0,56396000.0,182817000.0,299394000.0,204448000.0,62178000.0,155365000.0,207619000.0
OperatingExpenses / USD,,322860000.0,559897000.0,758531000.0,184130000.0,443232000.0,646569000.0,801897000.0,234463000.0,447032000.0,583418000.0,860039000.0,129538000.0,433473000.0,716847000.0,769040000.0,491467000.0,939664000.0,1193791000.0,1016420000.0,206283000.0,427300000.0,654488000.0,1504758000.0,369107000.0,704808000.0,1100509000.0,870362000.0,81959000.0,565526000.0,958106000.0,1462797000.0,525109000.0,1549841000.0,2363108000.0,1450486000.0,611684000.0,1164552000.0,2062654000.0,3410083000.0,628636000.0,1466374000.0,2027334000.0,2749085000.0,538493000.0,1103037000.0,1957924000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,6938000.0,14149000.0,21463000.0,26122000.0,6938000.0,14149000.0,21463000.0,30497000.0,7632000.0,15437000.0,23138000.0,28814000.0,8493000.0,17506000.0,27203000.0,31713000.0,10063000.0,20100000.0,31302000.0,38135000.0,11888000.0,22299000.0,32434000.0,42746000.0,15210000.0,30586000.0,47505000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,183037000.0,179192000.0,174078000.0,168817000.0,169828000.0,164521000.0,161737000.0,180236000.0,186594000.0,198289000.0,214681000.0,205075000.0,197312000.0,189175000.0,193180000.0,190616000.0,191090000.0,206816000.0,326902000.0,319572000.0,308336000.0,304205000.0,535686000.0,641864000.0,686038000.0,686745000.0,676372000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,7682000.0,15313000.0,23273000.0,31509000.0,7682000.0,15313000.0,23273000.0,31509000.0,8178000.0,16055000.0,23098000.0,31509000.0,8419000.0,16733000.0,26704000.0,32121000.0,11125000.0,22170000.0,33156000.0,37500000.0,10911000.0,22724000.0,32733000.0,46558000.0,12765000.0,27139000.0,41740000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,0.0401,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0359,0.0359,0.0359,0.0359,0.0181,0.0181,0.0181,0.0181,0.0272,0.0272,0.0272,0.027,0.043,0.043,0.043,0.043,0.058,0.058,0.058
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,1586000.0,,,,,,,-2949000.0,1134000.0,-2158000.0,,3442000.0,5471000.0,11514000.0,,6687000.0,-5690000.0,-7609000.0,,,,,,,,,,-14208000.0,-11521000.0,5372000.0,3322000.0,-10573000.0,-7115000.0,-18439000.0,28728000.0,-12393000.0,-42037000.0,-71648000.0,-21464000.0,6639000.0,2204000.0,-21780000.0,-33911000.0,-11647000.0,-13559000.0,23608000.0
PaymentsOfDividends / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16294000.0,,16294000.0,16294000.0,21489000.0,21489000.0,21489000.0
ProfitLoss / USD,,86400000.0,492597000.0,1235688000.0,281370000.0,467592000.0,388308000.0,813378000.0,42390000.0,93839000.0,56175000.0,545662000.0,-13639000.0,73801000.0,191589000.0,62420000.0,-156324000.0,-42497000.0,41375000.0,286901000.0,74421000.0,74421000.0,74421000.0,172911000.0,121576000.0,121576000.0,288329000.0,152139000.0,-275797000.0,-59121000.0,82206000.0,372804000.0,164310000.0,435629000.0,652342000.0,324485000.0,140898000.0,194504000.0,145725000.0,797936000.0,180623000.0,445197000.0,561882000.0,814963000.0,67524000.0,170762000.0,216412000.0
RetainedEarningsAccumulatedDeficit / USD,,,,,,,,,,,,,,,,,,,,0.0,-29336000.0,-29336000.0,-29336000.0,-29336000.0,-50820000.0,-50820000.0,-50820000.0,-50820000.0,-151824000.0,-151824000.0,-151824000.0,-151824000.0,-89382000.0,-89382000.0,-89382000.0,-89382000.0,-369475000.0,-369475000.0,-369475000.0,-369475000.0,-495083000.0,-495083000.0,-495083000.0,-495083000.0,-837294000.0,-837294000.0,-837294000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,244244000.0,,,,1479943000.0,477197000.0,862019000.0,1328509000.0,958461000.0,13409000.0,616167000.0,1106033000.0,1765438000.0,658388000.0,1953207000.0,2901926000.0,1764046000.0,714999000.0,1316429000.0,2117719000.0,4212091000.0,813362000.0,1906648000.0,2577903000.0,3055443000.0,707363000.0,1496045000.0,2625784000.0
Revenues / USD,,196839000.0,332716000.0,334046000.0,133628000.0,265246000.0,440407000.0,478655000.0,,,,603889000.0,136015000.0,505550000.0,841010000.0,814442000.0,244244000.0,816441000.0,1104843000.0,964800000.0,226006000.0,558139000.0,847241000.0,1085043000.0,304660000.0,591544000.0,864179000.0,1218239000.0,429420000.0,755855000.0,1184162000.0,1433126000.0,411248000.0,919001000.0,1428143000.0,1753729000.0,553479000.0,1165350000.0,1768451000.0,2288876000.0,653681000.0,1438788000.0,2116477000.0,2880007000.0,735806000.0,1610721000.0,2452687000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,45435000.0,47866000.0,49833000.0,49833000.0,45435000.0,47866000.0,49833000.0,49833000.0,8744000.0,9647000.0,12477000.0,49833000.0,13374000.0,30378000.0,55461000.0,36935000.0,1378000.0,5066000.0,20687000.0,57624000.0,12047000.0,37277000.0,166941000.0,43331000.0,705000.0,6738000.0,210551000.0
SellingGeneralAndAdministrativeExpense / USD,,42646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,120415000.0,285471000.0,444178000.0,120523000.0,151018000.0,285471000.0,258999000.0,120523000.0,243089000.0,562441000.0,444178000.0,148345000.0,289498000.0,501340000.0,695256000.0,170928000.0,340360000.0,537379000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7946000.0,7946000.0,7946000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,19.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79524.0,79524.0,79524.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,19.0,19.0,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures / shares,,,,,,,,,,,,,,,,,,,,,,,,2099293.0,2566031.0,2586232.0,2622438.0,3074603.0,2374692.0,2675211.0,4448648.0,4508731.0,2793427.0,2874083.0,2973864.0,3068313.0,1850381.0,1946260.0,2055070.0,2164839.0,1940705.0,2134403.0,2224962.0,2319264.0,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,,,,,,,,,,,,,,,,,,,,,,4168449.0,4422644.0,4785131.0,1058722.0,3599504.0,4216240.0,4948742.0,,751091.0,1460388.0,1976520.0,176154.0,454912.0,772228.0,1123509.0,483126.0,2972093.0,4450795.0,4742044.0,79524.0,79524.0,79524.0,79524.0,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458771000.0,1458771000.0,1458771000.0,1458771000.0
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,383334000.0,383334000.0,383334000.0,688492000.0,383334000.0,383334000.0,383334000.0,688492000.0,827430000.0,827430000.0,827430000.0,688492000.0,12835000.0,12835000.0,12835000.0,827430000.0,115364000.0,115364000.0,115364000.0,12835000.0,7724000.0,7724000.0,7724000.0
StockIssuedDuringPeriodValueOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15564000.0,15564000.0
StockIssuedDuringPeriodValueStockOptionsExercised / USD,,,,,,,,,,,,,,,,,,,,,,78794000.0,78794000.0,90511000.0,78794000.0,78794000.0,78794000.0,90511000.0,19551000.0,19551000.0,19551000.0,90511000.0,14027000.0,14027000.0,14027000.0,92876000.0,3347000.0,3347000.0,3347000.0,37216000.0,9180000.0,9180000.0,9180000.0,21205000.0,1511000.0,1511000.0,1511000.0
StockholdersEquity / USD,,293742000.0,294089000.0,283639000.0,283639000.0,283639000.0,283639000.0,283639000.0,,,,246918000.0,292851000.0,292851000.0,292851000.0,292851000.0,274857000.0,274857000.0,274857000.0,573618000.0,587924000.0,587924000.0,587924000.0,1460292000.0,768290000.0,768290000.0,768290000.0,768290000.0,1193685000.0,1193685000.0,1193685000.0,1193685000.0,1825227000.0,1825227000.0,1825227000.0,1825227000.0,1589239000.0,1589239000.0,1589239000.0,1589239000.0,1893399000.0,1893399000.0,1893399000.0,1893399000.0,3543646000.0,3543646000.0,3543646000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,,6540544000.0,6540544000.0,6540544000.0,5697935000.0,5697935000.0,5697935000.0,6540544000.0,,,,6540544000.0,1377262000.0,1377262000.0,1377262000.0,5697935000.0,1460292000.0,1460292000.0,1460292000.0,968406000.0,1460292000.0,1460292000.0,1460292000.0,1377262000.0,1394341000.0,1394341000.0,1394341000.0,1437681000.0,1858598000.0,1858598000.0,1858598000.0,1394341000.0,2471774000.0,2471774000.0,2471774000.0,1858598000.0,3814426000.0,3814426000.0,3814426000.0,2471774000.0,3798618000.0,3798618000.0,3798618000.0,3814426000.0,4474313000.0,4474313000.0,4474313000.0
UnrecognizedTaxBenefits / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted / shares,,80004833.0,80818072.0,80358036.0,80667664.0,80004833.0,80818072.0,80358036.0,80667664.0,80669527.0,80671786.0,80358036.0,80683051.0,81752468.0,82667049.0,80673360.0,81106734.0,81469967.0,81704815.0,82937030.0,213852928.0,91861946.0,94168582.0,81838007.0,110699112.0,,,,,,,,,,,,,,,,178976022.0,192161816.0,182757955.0,,,,
