fact_unit,2009-12-10,2010-03-10,2010-06-10,2010-09-29,2010-12-09,2011-03-09,2011-06-09,2011-09-28,2011-12-07,2012-03-07,2012-06-06,2012-09-27,2012-12-05,2013-03-07,2013-06-05,2013-09-26,2013-12-05,2014-03-06,2014-06-04,2014-09-24,2014-12-11,2015-03-11,2015-06-11,2015-09-29,2015-12-10,2016-03-10,2016-06-07,2016-09-22,2016-12-07,2017-03-09,2017-06-08,2017-09-27,2017-12-08,2018-03-05,2018-06-05,2018-09-27,2018-12-06,2019-03-06,2019-06-05,2019-09-26,2019-12-04,2020-03-04,2020-06-03,2020-09-24,2020-12-09,2021-03-10,2021-06-09,2021-09-23,2021-12-08,2022-03-09,2022-06-08,2022-09-22,2022-12-07,2023-03-08,2023-06-07,2023-09-21,2023-12-06,2024-03-06,2024-06-05,2024-09-19,2024-12-04,2025-03-05,2025-06-02,2025-09-18
AllocatedShareBasedCompensationExpense / USD,,,,,20000000.0,45000000.0,68000000.0,84000000.0,21000000.0,46000000.0,69000000.0,88000000.0,22000000.0,45000000.0,62000000.0,84000000.0,24000000.0,49000000.0,79000000.0,76000000.0,21000000.0,36000000.0,45000000.0,109000000.0,109000000.0,31000000.0,46000000.0,56000000.0,13000000.0,34000000.0,50000000.0,57000000.0,14000000.0,32000000.0,48000000.0,64000000.0,14000000.0,32000000.0,46000000.0,53000000.0,13000000.0,28000000.0,40000000.0,55000000.0,13000000.0,31000000.0,45000000.0,50000000.0,16000000.0,34000000.0,51000000.0,59000000.0,14000000.0,31000000.0,46000000.0,64000000.0,15000000.0,31000000.0,48000000.0,59000000.0,17000000.0,36000000.0,80000000.0,63000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,17000000.0,,,,11000000.0,,,,10000000.0,,,,11000000.0,,,,12000000.0,12000000.0,,,13000000.0,,,,12000000.0,,,,11000000.0,,,,18000000.0,,,,13000000.0,,,,14000000.0,,,,12000000.0,,,,12000000.0,,,,19000000.0,,,,15000000.0
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,4000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,3000000.0,7000000.0,11000000.0,1000000.0,4000000.0,9000000.0,13000000.0,14000000.0,14000000.0,9000000.0,13000000.0,18000000.0,5000000.0,10000000.0,15000000.0,17000000.0,5000000.0,10000000.0,15000000.0,20000000.0,4000000.0,8000000.0,9000000.0,1000000.0,11000000.0,23000000.0,36000000.0,20000000.0,11000000.0,22000000.0,33000000.0,48000000.0,10000000.0,21000000.0,31000000.0,43000000.0,11000000.0,21000000.0,31000000.0,42000000.0,11000000.0,21000000.0,31000000.0,41000000.0,17000000.0,34000000.0,52000000.0,48000000.0
AssetImpairmentCharges / USD,,,,,,,,67000000.0,,,,,,,,,,,,,,,,11000000.0,11000000.0,,,11000000.0,,,,12000000.0,,,212000000.0,141000000.0,0.0,75000000.0,694000000.0,212000000.0,14000000.0,360000000.0,360000000.0,748000000.0,,,,393000000.0,,,,,,,,,,,,0.0,,,,0.0
Assets / USD,6056000000.0,6056000000.0,6056000000.0,6056000000.0,6276000000.0,6276000000.0,6276000000.0,6056000000.0,6862000000.0,6862000000.0,6862000000.0,6862000000.0,6530000000.0,6530000000.0,6530000000.0,6530000000.0,8323000000.0,8323000000.0,8323000000.0,8323000000.0,8113000000.0,8113000000.0,8113000000.0,8113000000.0,8112000000.0,8090000000.0,8090000000.0,8077000000.0,7837000000.0,7837000000.0,7837000000.0,7837000000.0,7726000000.0,7726000000.0,7726000000.0,7726000000.0,14529000000.0,14529000000.0,14529000000.0,14529000000.0,13148000000.0,13148000000.0,13148000000.0,13148000000.0,12372000000.0,12372000000.0,12372000000.0,12372000000.0,11734000000.0,11734000000.0,11734000000.0,11734000000.0,11892000000.0,11892000000.0,11892000000.0,11892000000.0,12058000000.0,12058000000.0,12058000000.0,12058000000.0,15235000000.0,15235000000.0,15235000000.0,15235000000.0
AssetsCurrent / USD,1551000000.0,1551000000.0,1551000000.0,1551000000.0,1687000000.0,1687000000.0,1687000000.0,1687000000.0,1963000000.0,1963000000.0,1963000000.0,1963000000.0,1771000000.0,1771000000.0,1771000000.0,1771000000.0,2221000000.0,2221000000.0,2221000000.0,2221000000.0,2100000000.0,2100000000.0,2100000000.0,2100000000.0,2099000000.0,2093000000.0,2093000000.0,2093000000.0,1908000000.0,1908000000.0,1908000000.0,1908000000.0,1900000000.0,1900000000.0,1900000000.0,1900000000.0,2296000000.0,2296000000.0,2296000000.0,2296000000.0,1967000000.0,1967000000.0,1967000000.0,1967000000.0,2385000000.0,2385000000.0,2385000000.0,2385000000.0,1695000000.0,1695000000.0,1695000000.0,1695000000.0,1963000000.0,1963000000.0,1963000000.0,1963000000.0,2061000000.0,2061000000.0,2061000000.0,2061000000.0,2190000000.0,2190000000.0,2190000000.0,2190000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,0.0,193000000.0,193000000.0,193000000.0,193000000.0,,,,,,,,,,,,,,,,,,,256000000.0,726000000.0,428000000.0,428000000.0,428000000.0,428000000.0,,,0.0,,,,,,,,,,,,,,,0.0,,
BuildingsAndImprovementsGross / USD,,,,,,,,1182000000.0,,,,1224000000.0,,,,1260000000.0,,,,1349000000.0,,,,1384000000.0,1384000000.0,,,1416000000.0,,,,1488000000.0,,,,1557000000.0,,,,1439000000.0,,,,1474000000.0,,,,1473000000.0,,,,1493000000.0,,,,1531000000.0,,,,1547000000.0,,,,1702000000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,5000000.0,5000000.0,5000000.0,5000000.0,0.0,,,,5000000.0,,,,10000000.0,10000000.0,,,,,,,,,0.0,0.0,0.0,,24000000.0,53000000.0,0.0,,,,53000000.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9000000.0,19000000.0,35000000.0,5000000.0
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000.0,42000000.0,,,42000000.0,42000000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000000.0,,,,122000000.0
CashAndCashEquivalentsAtCarryingValue / USD,81000000.0,81000000.0,81000000.0,71000000.0,51000000.0,51000000.0,51000000.0,81000000.0,254000000.0,254000000.0,254000000.0,51000000.0,484000000.0,484000000.0,484000000.0,254000000.0,335000000.0,335000000.0,335000000.0,484000000.0,333000000.0,333000000.0,333000000.0,335000000.0,335000000.0,232000000.0,232000000.0,333000000.0,253000000.0,253000000.0,253000000.0,232000000.0,296000000.0,296000000.0,296000000.0,253000000.0,319000000.0,319000000.0,314000000.0,66000000.0,49000000.0,49000000.0,49000000.0,37000000.0,31000000.0,31000000.0,1242000000.0,31000000.0,859000000.0,859000000.0,69000000.0,859000000.0,109000000.0,109000000.0,109000000.0,69000000.0,189000000.0,189000000.0,189000000.0,109000000.0,108000000.0,108000000.0,108000000.0,108000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859000000.0,,69000000.0,69000000.0,69000000.0,,109000000.0,109000000.0,109000000.0,,189000000.0,189000000.0,189000000.0,109000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000000.0,226000000.0,,,,179000000.0,,,,859000000.0,,,,69000000.0,,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93000000.0,,,1063000000.0,-47000000.0,-137000000.0,87000000.0,-650000000.0,680000000.0,0.0,288000000.0,127000000.0,-790000000.0,21000000.0,49000000.0,114000000.0,40000000.0,-98000000.0,-20000000.0,-82000000.0,80000000.0
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths / USD,,,,,-4000000.0,-3000000.0,-11000000.0,-11000000.0,-1000000.0,,,-1000000.0,-2000000.0,-3000000.0,-3000000.0,-1000000.0,-1000000.0,-2000000.0,,-3000000.0,-1000000.0,7000000.0,-4000000.0,-8000000.0,-8000000.0,8000000.0,-17000000.0,-13000000.0,-9000000.0,-8000000.0,1000000.0,-11000000.0,-6000000.0,-8000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,-3000000.0,-2000000.0,-2000000.0,7000000.0,-2000000.0,-3000000.0,-6000000.0,-6000000.0,1000000.0,4000000.0,8000000.0,13000000.0,4000000.0,7000000.0,3000000.0,2000000.0,-2000000.0,3000000.0,,,,-1000000.0,1000000.0,-4000000.0,
CommercialPaper / USD,,,,,,,,96000000.0,,,,563000000.0,326000000.0,,,352000000.0,,,,1162000000.0,,,,1406000000.0,1406000000.0,,,1532000000.0,,,,770000000.0,,,,874000000.0,,,,1140000000.0,,,,,,,,,,,,37000000.0,,,,235000000.0,,,,178000000.0,,,,250000000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.25,0.5,0.75,0.88,0.25,0.525,0.8,1.0,0.275,0.565,0.855,1.075,0.29,0.58,0.87,1.145,0.29,0.87,0.87,1.16,0.312,0.624,0.936,1.16,1.16,0.624,0.936,1.248,0.312,0.624,0.936,1.248,0.35,0.7,1.05,1.248,0.35,0.7,1.05,1.4,0.35,0.7,1.05,1.4,0.35,0.7,1.05,1.4,0.35,0.72,1.09,1.4,0.37,0.74,1.11,1.46,0.37,0.74,1.11,1.48,0.37,0.74,1.11,1.48
CommonStockParOrStatedValuePerShare / USD/shares,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375
CommonStockSharesAuthorized / shares,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0
CommonStockSharesIssued / shares,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,542000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0,323000000.0
CommonStockValue / USD,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,,,,,,226000000.0,412000000.0,589000000.0,1114000000.0,276000000.0,511000000.0,683000000.0,425000000.0,231000000.0,446000000.0,719000000.0,669000000.0,640000000.0,213000000.0,406000000.0,831000000.0,162000000.0,404000000.0,668000000.0,353000000.0,289000000.0,384000000.0,555000000.0,627000000.0,243000000.0,592000000.0,144000000.0,938000000.0,147000000.0,101000000.0,154000000.0,196000000.0,238000000.0,1577000000.0,1733000000.0,122000000.0,310000000.0,559000000.0,726000000.0,1816000000.0,263000000.0,474000000.0,664000000.0,1017000000.0,291000000.0,523000000.0,681000000.0,754000000.0,231000000.0,417000000.0,558000000.0,853000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,-2000000.0,-6000000.0,-8000000.0,-3000000.0,-2000000.0,-5000000.0,-7000000.0,-10000000.0,-2000000.0,-9000000.0,-9000000.0,-10000000.0,-10000000.0,0.0,0.0,-10000000.0,0.0,2000000.0,2000000.0,-1000000.0,1000000.0,1000000.0,1000000.0,3000000.0,0.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,-2000000.0,-3000000.0,-4000000.0,1000000.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,-112000000.0,94000000.0,369000000.0,1152000000.0,390000000.0,626000000.0,829000000.0,154000000.0,402000000.0,659000000.0,1007000000.0,826000000.0,224000000.0,406000000.0,581000000.0,1111000000.0,274000000.0,506000000.0,676000000.0,415000000.0,229000000.0,437000000.0,710000000.0,659000000.0,630000000.0,213000000.0,406000000.0,821000000.0,162000000.0,406000000.0,670000000.0,352000000.0,290000000.0,385000000.0,556000000.0,630000000.0,243000000.0,591000000.0,143000000.0,938000000.0,147000000.0,101000000.0,154000000.0,197000000.0,239000000.0,1577000000.0,1734000000.0,122000000.0,308000000.0,556000000.0,722000000.0,1817000000.0,263000000.0,474000000.0,664000000.0,1013000000.0,291000000.0,523000000.0,681000000.0,754000000.0,231000000.0,417000000.0,558000000.0,853000000.0
ConstructionInProgressGross / USD,,,,,,,,149000000.0,,,,179000000.0,,,,198000000.0,,,,230000000.0,,,,217000000.0,217000000.0,,,238000000.0,,,,176000000.0,,,,179000000.0,,,,164000000.0,,,,185000000.0,,,,274000000.0,,,,189000000.0,,,,141000000.0,,,,291000000.0,,,,314000000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378000000.0,2792000000.0,3624000000.0,3395000000.0,1476000000.0,2942000000.0,4240000000.0,4241000000.0,1445000000.0,2865000000.0,4331000000.0,5414000000.0,1527000000.0,3023000000.0,4379000000.0,5692000000.0,1514000000.0,3054000000.0,4519000000.0,5665000000.0,1741000000.0,3467000000.0,5028000000.0,5935000000.0,1730000000.0,3410000000.0,5047000000.0,6440000000.0
CostsAndExpenses / USD,1851000000.0,3618000000.0,5018000000.0,6900000000.0,1725000000.0,3487000000.0,4997000000.0,6401000000.0,1728000000.0,3496000000.0,5002000000.0,6328000000.0,1745000000.0,3528000000.0,5085000000.0,5931000000.0,1837000000.0,3722000000.0,5427000000.0,6020000000.0,1860000000.0,3780000000.0,5458000000.0,6972000000.0,6578000000.0,3763000000.0,5378000000.0,7001000000.0,1888000000.0,3675000000.0,5277000000.0,7028000000.0,1745000000.0,3711000000.0,5266000000.0,7001000000.0,1749000000.0,3686000000.0,4843000000.0,4406000000.0,1876000000.0,3723000000.0,5431000000.0,5605000000.0,1866000000.0,3678000000.0,5643000000.0,7128000000.0,1879000000.0,3757000000.0,5469000000.0,7584000000.0,1860000000.0,3746000000.0,5582000000.0,6931000000.0,2139000000.0,4274000000.0,6249000000.0,7399000000.0,2160000000.0,4299000000.0,6420000000.0,8045000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,145000000.0,,,,253000000.0,,,,218000000.0,,,,221000000.0,,,,268000000.0,268000000.0,,,252000000.0,,,,246000000.0,,,,235000000.0,,,,241000000.0,,,,93000000.0,,,,104000000.0,,,,152000000.0,,,,151000000.0,,,,160000000.0,,,,229000000.0
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,46000000.0,,,,45000000.0,,,,64000000.0,,,,43000000.0,,,,47000000.0,47000000.0,,,42000000.0,,,,55000000.0,,,,47000000.0,,,,2000000.0,,,,11000000.0,,,,5000000.0,,,,3000000.0,,,,6000000.0,,,,15000000.0,,,,7000000.0
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,203000000.0,,,,344000000.0,,,,311000000.0,,,,293000000.0,,,,339000000.0,339000000.0,,,324000000.0,,,,332000000.0,,,,316000000.0,,,,282000000.0,,,,130000000.0,,,,128000000.0,,,,181000000.0,,,,191000000.0,,,,197000000.0,,,,275000000.0
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,12000000.0,,,,46000000.0,,,,29000000.0,,,,29000000.0,,,,24000000.0,24000000.0,,,30000000.0,,,,31000000.0,,,,34000000.0,,,,39000000.0,,,,26000000.0,,,,19000000.0,,,,26000000.0,,,,34000000.0,,,,22000000.0,,,,39000000.0
DebtCurrent / USD,378000000.0,378000000.0,378000000.0,378000000.0,835000000.0,835000000.0,835000000.0,835000000.0,657000000.0,657000000.0,657000000.0,657000000.0,786000000.0,786000000.0,786000000.0,786000000.0,1909000000.0,1909000000.0,1909000000.0,1909000000.0,1771000000.0,1771000000.0,1771000000.0,1771000000.0,1771000000.0,1543000000.0,1543000000.0,1543000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1037000000.0,1037000000.0,1037000000.0,1037000000.0,1896000000.0,1896000000.0,1896000000.0,1525000000.0,1371000000.0,1371000000.0,1371000000.0,1371000000.0,1202000000.0,1202000000.0,1202000000.0,1202000000.0,48000000.0,48000000.0,48000000.0,48000000.0,814000000.0,814000000.0,814000000.0,814000000.0,191000000.0,191000000.0,191000000.0,191000000.0,1423000000.0,1423000000.0,1423000000.0,1423000000.0
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300000000.0,5300000000.0,,,,5300000000.0,,,,,,,,,,,,,,,,,,,2500000000.0,2500000000.0,1150000000.0,1150000000.0,,
DebtInstrumentFaceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150000000.0,2500000000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49000000.0,,,,,,,49000000.0,49000000.0,,,,,,,,,0.0,,,,1000000.0,,,,0.0,,,,2000000.0
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9516000000.0,8474000000.0,8474000000.0,8474000000.0,8474000000.0,6196000000.0,6196000000.0,6196000000.0,6196000000.0,5058000000.0,5058000000.0,5058000000.0,5058000000.0,4810000000.0,4810000000.0,4810000000.0,4810000000.0,4689000000.0,4689000000.0,4689000000.0,4689000000.0,7184000000.0,7184000000.0,7184000000.0,7184000000.0
DeferredCompensationCashbasedArrangementsLiabilityClassifiedNoncurrent / USD,,,,,,,,149000000.0,,,,144000000.0,,,,96000000.0,,,,112000000.0,,,,109000000.0,109000000.0,,,104000000.0,,,,100000000.0,,,,96000000.0,,,,90000000.0,,,,,,,,,,,,92000000.0,,,,81000000.0,,,,80000000.0,,,,92000000.0
