fact_unit,2009-08-04,2009-11-05,2010-02-19,2010-05-05,2010-08-04,2010-09-28,2010-11-04,2011-02-22,2011-05-04,2011-08-03,2011-11-03,2012-02-27,2012-04-26,2012-05-09,2012-08-08,2012-11-08,2013-02-22,2013-05-07,2013-08-06,2013-11-06,2014-02-14,2014-05-07,2014-08-06,2014-11-06,2015-02-12,2015-05-07,2015-08-06,2015-11-05,2016-02-11,2016-05-03,2016-06-28,2016-08-02,2016-11-01,2017-02-14,2017-05-03,2017-08-02,2017-11-01,2018-02-14,2018-05-02,2018-08-01,2018-10-31,2019-02-12,2019-05-01,2019-07-31,2019-10-30,2020-02-12,2020-04-30,2020-07-30,2020-10-29,2021-02-11,2021-04-29,2021-07-29,2021-10-28,2022-02-23,2022-05-03,2022-08-02,2022-11-01,2023-02-21,2023-05-02,2023-08-01,2023-11-02,2024-02-20,2024-04-30,2024-08-06,2024-11-08,2025-02-18,2025-05-08,2025-08-05,2025-11-04
AccountsPayableAndAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767300000.0,,,,2889500000.0,,,,3107300000.0,,,,2978300000.0,,,,3180800000.0,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,1186900000.0,,,,1429600000.0,,,,1305000000.0,,1305000000.0,,,1184400000.0,2467700000.0,2467700000.0,2467700000.0,2467700000.0,2684500000.0,2684500000.0,2684500000.0,2684500000.0,2706400000.0,2706400000.0,2706400000.0,2706400000.0,2767300000.0,2767300000.0,2767300000.0,2767300000.0,2889500000.0,2889500000.0,2889500000.0,2889500000.0,3107300000.0,3107300000.0,3107300000.0,3107300000.0,2978300000.0,2978300000.0,2978300000.0,2978300000.0,3180800000.0,3180800000.0,3180800000.0,3180800000.0,3013000000.0,3013000000.0,3013000000.0
AccountsPayableCurrent / USD,170500000.0,170500000.0,,210300000.0,210300000.0,210300000.0,210300000.0,210300000.0,268200000.0,268200000.0,268200000.0,,,301200000.0,301200000.0,301200000.0,,427000000.0,,,490300000.0,,,,599700000.0,,,,618000000.0,,618000000.0,,,559600000.0,,,,1297600000.0,,,,1568600000.0,,,,1616800000.0,,,,1686800000.0,,,,1732700000.0,,,,2098100000.0,,,,2068200000.0,,,,1980800000.0,,,
AccountsReceivableNetCurrent / USD,472500000.0,472500000.0,432900000.0,566700000.0,566700000.0,432900000.0,566700000.0,513800000.0,570800000.0,570800000.0,570800000.0,503800000.0,503800000.0,588800000.0,588800000.0,588800000.0,529900000.0,660500000.0,660500000.0,660500000.0,608300000.0,603600000.0,603600000.0,603600000.0,572800000.0,527700000.0,527700000.0,527700000.0,488900000.0,424700000.0,488900000.0,424700000.0,424700000.0,407900000.0,669500000.0,669500000.0,669500000.0,654400000.0,733800000.0,733800000.0,733800000.0,728300000.0,744400000.0,744400000.0,744400000.0,736000000.0,714800000.0,714800000.0,714800000.0,705900000.0,558000000.0,558000000.0,558000000.0,549600000.0,678900000.0,678900000.0,678900000.0,678900000.0,739800000.0,739800000.0,739800000.0,739800000.0,757800000.0,757800000.0,757800000.0,757800000.0,693100000.0,693100000.0,693100000.0
AccruedExchangeFeeRebateCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-371400000.0,-371400000.0,-371400000.0,20700000.0,20700000.0,-371400000.0,20700000.0,20700000.0,171100000.0,171100000.0,171100000.0,171100000.0,171100000.0,-129700000.0,-129700000.0,-129700000.0,-129700000.0,-72300000.0,-72300000.0,-72300000.0,-72300000.0,154900000.0,154900000.0,154900000.0,154900000.0,-898400000.0,-898400000.0,-898400000.0,-898400000.0,-1694900000.0,-898400000.0,-1694900000.0,-1694900000.0,-1694900000.0,-1545500000.0,-1545500000.0,-1545500000.0,-1571800000.0,-860000000.0,-860000000.0,-860000000.0,-860000000.0,-1150000000.0,-1150000000.0,-1150000000.0,-1150000000.0,-1162200000.0,-1162200000.0,-1162200000.0,-1162200000.0,-1167800000.0,-1167800000.0,-1167800000.0,-1167800000.0,-1006000000.0,-1006000000.0,-1006000000.0,-1006000000.0,-1205500000.0,-1205500000.0,-1205500000.0,-1205500000.0,-1116300000.0,-1116300000.0,-1116300000.0,-1116300000.0,-1362400000.0,-1362400000.0,-1362400000.0
AdditionalPaidInCapital / USD,3334600000.0,3334600000.0,3334600000.0,3441500000.0,3441500000.0,3334600000.0,3441500000.0,3441500000.0,3548400000.0,3548400000.0,3548400000.0,3548400000.0,3548400000.0,3572100000.0,3572100000.0,3572100000.0,3572100000.0,3623600000.0,3623600000.0,3623600000.0,3623600000.0,3747600000.0,3747600000.0,3747600000.0,3747600000.0,3871200000.0,3871200000.0,3871200000.0,3871200000.0,4000400000.0,3871200000.0,4000400000.0,4000400000.0,4000400000.0,6546100000.0,6552700000.0,6635300000.0,6635300000.0,6688500000.0,6688500000.0,6688500000.0,6688500000.0,6773100000.0,6773100000.0,6773100000.0,6773100000.0,6773600000.0,6773600000.0,6773600000.0,6773600000.0,6937800000.0,6937800000.0,6937800000.0,6937800000.0,6970900000.0,6970900000.0,6970900000.0,6970900000.0,7006400000.0,7006400000.0,7006400000.0,7006400000.0,7108400000.0,7108400000.0,7108400000.0,7108400000.0,7223600000.0,7223600000.0,7223600000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,37400000.0,,,37400000.0,,59000000.0,,,,21100000.0,21100000.0,,,,,,,,,,,,,,,,17300000.0,,17300000.0,,,21700000.0,6700000.0,13100000.0,20000000.0,21200000.0,14800000.0,30700000.0,45300000.0,32300000.0,14700000.0,24900000.0,33600000.0,57300000.0,11300000.0,18300000.0,7300000.0,42200000.0,5900000.0,11800000.0,18000000.0,8300000.0,8300000.0,16500000.0,24700000.0,24200000.0,8500000.0,16900000.0,25700000.0,32100000.0,9800000.0,20300000.0,34100000.0,33600000.0,12800000.0,24200000.0,34600000.0
AdvertisingExpense / USD,,,,,,,,610000000.0,,,,349300000.0,349300000.0,,,,361600000.0,,,,398800000.0,,,,423500000.0,,,,447000000.0,,447000000.0,,,473900000.0,,,,401600000.0,,,,644100000.0,,,,1300000000.0,,,,1200000000.0,,,,1200000000.0,,,,900000000.0,,,,1100000000.0,,,,1000000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800000.0,,
