fact_unit,2009-08-06,2009-11-04,2010-02-23,2010-04-28,2010-07-28,2010-10-27,2011-02-25,2011-05-05,2011-08-03,2011-11-02,2012-02-23,2012-05-02,2012-08-01,2012-10-26,2013-02-21,2013-05-01,2013-07-31,2013-09-18,2013-10-30,2014-02-12,2014-04-22,2014-07-24,2014-10-23,2015-02-27,2015-05-04,2015-07-23,2015-10-27,2016-02-05,2016-04-27,2016-07-27,2016-10-26,2017-02-03,2017-04-27,2017-07-27,2017-10-26,2018-01-31,2018-04-25,2018-07-26,2018-10-25,2019-01-31,2019-04-25,2019-07-25,2019-10-24,2020-01-30,2020-04-30,2020-07-30,2020-10-29,2021-02-04,2021-04-29,2021-07-29,2021-10-28,2022-02-02,2022-04-28,2022-07-28,2022-10-27,2023-02-03,2023-04-27,2023-07-27,2023-10-26,2024-01-31,2024-04-25,2024-07-23,2024-10-31,2025-01-31,2025-04-24,2025-07-31,2025-10-30
AccountsPayableCurrent / USD,,3393000000.0,3393000000.0,3094000000.0,3094000000.0,3094000000.0,3094000000.0,3291000000.0,3291000000.0,3291000000.0,3291000000.0,5705000000.0,5705000000.0,5705000000.0,5705000000.0,6206000000.0,6206000000.0,5705000000.0,6206000000.0,6206000000.0,5528000000.0,5528000000.0,5528000000.0,5528000000.0,5638000000.0,5638000000.0,5638000000.0,5638000000.0,6215000000.0,6215000000.0,6215000000.0,6215000000.0,6915000000.0,6915000000.0,6915000000.0,6915000000.0,6908000000.0,6908000000.0,6908000000.0,6908000000.0,8494000000.0,8494000000.0,8494000000.0,8494000000.0,10826000000.0,10826000000.0,10826000000.0,10826000000.0,11364000000.0,11364000000.0,11364000000.0,11364000000.0,12455000000.0,12455000000.0,12455000000.0,12455000000.0,12544000000.0,12544000000.0,12544000000.0,12544000000.0,12437000000.0,12437000000.0,12437000000.0,12437000000.0,11321000000.0,11321000000.0,11321000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,2028000000.0,2028000000.0,2028000000.0,2028000000.0,4978000000.0,4978000000.0,4978000000.0,5279000000.0,6026000000.0,6026000000.0,5279000000.0,6026000000.0,6026000000.0,6972000000.0,6972000000.0,6972000000.0,6972000000.0,6885000000.0,6885000000.0,6885000000.0,6885000000.0,7595000000.0,7595000000.0,7595000000.0,7595000000.0,8622000000.0,8622000000.0,8622000000.0,8622000000.0,9122000000.0,9122000000.0,9122000000.0,9122000000.0,11456000000.0,11456000000.0,11456000000.0,11456000000.0,11711000000.0,11711000000.0,11711000000.0,11711000000.0,12273000000.0,12273000000.0,12273000000.0,12273000000.0,12666000000.0,12666000000.0,12666000000.0,12666000000.0,13407000000.0,13407000000.0,13407000000.0,13407000000.0,14511000000.0,14511000000.0,14511000000.0,14511000000.0,14399000000.0,14399000000.0,14399000000.0
AccountsReceivableNetCurrent / USD,1626000000.0,1626000000.0,1626000000.0,1711000000.0,1711000000.0,1711000000.0,1711000000.0,1855000000.0,1855000000.0,1855000000.0,1855000000.0,4351000000.0,4351000000.0,4351000000.0,4652000000.0,5521000000.0,5521000000.0,4652000000.0,5521000000.0,5521000000.0,6376000000.0,6376000000.0,6376000000.0,6376000000.0,6321000000.0,6321000000.0,6321000000.0,6321000000.0,6896000000.0,6896000000.0,6896000000.0,6896000000.0,7955000000.0,7955000000.0,7955000000.0,7955000000.0,8834000000.0,8834000000.0,8834000000.0,8834000000.0,11104000000.0,11104000000.0,11104000000.0,11104000000.0,11292000000.0,11292000000.0,11292000000.0,11292000000.0,11466000000.0,11466000000.0,11466000000.0,11466000000.0,12008000000.0,12008000000.0,12008000000.0,12008000000.0,12672000000.0,12672000000.0,12672000000.0,12672000000.0,13813000000.0,13813000000.0,13813000000.0,13813000000.0,13661000000.0,13661000000.0,13661000000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,684000000.0,,,684000000.0,,641000000.0,,,,488000000.0,,,,569000000.0,,,,721000000.0,,,,939000000.0,,,,,1399000000.0,1399000000.0,1399000000.0,1399000000.0,1337000000.0,1337000000.0,1337000000.0,1337000000.0,1091000000.0,1091000000.0,1091000000.0,1091000000.0,1632000000.0,1632000000.0,1632000000.0,1632000000.0,1887000000.0,1887000000.0,1887000000.0,1887000000.0,1914000000.0,1914000000.0,1914000000.0,1914000000.0,1853000000.0,1853000000.0,1853000000.0
AccruedLiabilitiesCurrent / USD,,3268000000.0,3268000000.0,2999000000.0,2999000000.0,2999000000.0,2512000000.0,3143000000.0,3143000000.0,3143000000.0,3060000000.0,4914000000.0,4124000000.0,4124000000.0,4124000000.0,5931000000.0,5931000000.0,4124000000.0,5931000000.0,5931000000.0,7967000000.0,7967000000.0,7967000000.0,7967000000.0,5293000000.0,5293000000.0,5293000000.0,5293000000.0,5462000000.0,5462000000.0,5462000000.0,5462000000.0,6282000000.0,6282000000.0,6282000000.0,6282000000.0,6620000000.0,6620000000.0,6620000000.0,6620000000.0,10721000000.0,10721000000.0,10721000000.0,10721000000.0,10516000000.0,10516000000.0,10516000000.0,10516000000.0,9617000000.0,9617000000.0,9617000000.0,9617000000.0,9899000000.0,9899000000.0,9899000000.0,9899000000.0,9450000000.0,9450000000.0,9450000000.0,9450000000.0,11613000000.0,11613000000.0,11613000000.0,13284000000.0,10679000000.0,10679000000.0,10679000000.0
AccruedParticipationLiabilitiesDueInNextOperatingCycle / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770000000.0,1770000000.0,1671000000.0,1671000000.0,1671000000.0,1671000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,23235000000.0,23235000000.0,23235000000.0,27810000000.0,27810000000.0,27810000000.0,27810000000.0,32505000000.0,32505000000.0,32505000000.0,32505000000.0,36528000000.0,36528000000.0,36528000000.0,36528000000.0,39425000000.0,39425000000.0,36528000000.0,39425000000.0,39425000000.0,42574000000.0,42574000000.0,42574000000.0,42574000000.0,45410000000.0,45410000000.0,45410000000.0,45410000000.0,48100000000.0,48100000000.0,48100000000.0,48100000000.0,49694000000.0,49694000000.0,49694000000.0,49694000000.0,49916000000.0,49916000000.0,49916000000.0,49916000000.0,51306000000.0,51306000000.0,51306000000.0,51306000000.0,53239000000.0,53239000000.0,53239000000.0,53239000000.0,54388000000.0,54388000000.0,54388000000.0,54388000000.0,55611000000.0,55611000000.0,55611000000.0,55600000000.0,56939000000.0,56939000000.0,56939000000.0,56900000000.0,58701000000.0,58701000000.0,58701000000.0,58700000000.0,59534000000.0,59534000000.0,59534000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-113000000.0,-113000000.0,-113000000.0,-46000000.0,-80000000.0,-72000000.0,-46000000.0,-47000000.0,-86000000.0,-116000000.0,-99000000.0,-97000000.0,-105000000.0,-147000000.0,-152000000.0,-148000000.0,-170000000.0,-152000000.0,-48000000.0,15000000.0,-11000000.0,77000000.0,-110000000.0,56000000.0,33000000.0,-14000000.0,3000000.0,-146000000.0,-188000000.0,-166000000.0,-195000000.0,-174000000.0,-84000000.0,1000000.0,34000000.0,98000000.0,342000000.0,428000000.0,381000000.0,379000000.0,608000000.0,461000000.0,374000000.0,-368000000.0,422000000.0,-62000000.0,-1159000000.0,1047000000.0,1884000000.0,1884000000.0,1884000000.0,1884000000.0,1480000000.0,1480000000.0,1480000000.0,1480000000.0,-2611000000.0,-2611000000.0,-2611000000.0,-2611000000.0,-1253000000.0,-1253000000.0,-1253000000.0,-1253000000.0,-2043000000.0,-2043000000.0,-2043000000.0
AdditionalPaidInCapital / USD,40620000000.0,40620000000.0,40620000000.0,40247000000.0,40247000000.0,40247000000.0,40247000000.0,39780000000.0,39780000000.0,39780000000.0,39780000000.0,40940000000.0,40940000000.0,40940000000.0,40940000000.0,40547000000.0,40547000000.0,40940000000.0,40547000000.0,40547000000.0,38890000000.0,38890000000.0,38890000000.0,38890000000.0,38805000000.0,38805000000.0,38805000000.0,38805000000.0,38518000000.0,38518000000.0,38518000000.0,38518000000.0,38230000000.0,38230000000.0,38230000000.0,38230000000.0,37497000000.0,37497000000.0,37497000000.0,37497000000.0,37461000000.0,37461000000.0,37461000000.0,37461000000.0,38447000000.0,38447000000.0,38447000000.0,38447000000.0,39464000000.0,39464000000.0,39464000000.0,39464000000.0,40173000000.0,40173000000.0,40173000000.0,40173000000.0,39412000000.0,39412000000.0,39412000000.0,39412000000.0,38533000000.0,38533000000.0,38533000000.0,38533000000.0,38102000000.0,38102000000.0,38102000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,94000000.0,154000000.0,208000000.0,67000000.0,127000000.0,187000000.0,209000000.0,65000000.0,140000000.0,209000000.0,251000000.0,69000000.0,151000000.0,251000000.0,225000000.0,278000000.0,76000000.0,165000000.0,247000000.0,301000000.0,90000000.0,212000000.0,310000000.0,334000000.0,101000000.0,230000000.0,343000000.0,414000000.0,115000000.0,260000000.0,391000000.0,455000000.0,124000000.0,305000000.0,464000000.0,507000000.0,139000000.0,307000000.0,458000000.0,586000000.0,183000000.0,428000000.0,636000000.0,639000000.0,224000000.0,495000000.0,740000000.0,825000000.0,307000000.0,589000000.0,837000000.0,960000000.0,300000000.0,546000000.0,802000000.0,1081000000.0,295000000.0,547000000.0,786000000.0,1100000000.0,303000000.0,564000000.0,811000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,190000000.0,190000000.0,190000000.0,175000000.0,175000000.0,175000000.0,175000000.0,173000000.0,173000000.0,173000000.0,173000000.0,202000000.0,202000000.0,202000000.0,202000000.0,198000000.0,198000000.0,202000000.0,198000000.0,198000000.0,221000000.0,221000000.0,221000000.0,221000000.0,205000000.0,205000000.0,205000000.0,205000000.0,226000000.0,226000000.0,226000000.0,226000000.0,250000000.0,250000000.0,250000000.0,250000000.0,288000000.0,288000000.0,288000000.0,288000000.0,352000000.0,352000000.0,352000000.0,352000000.0,419000000.0,419000000.0,419000000.0,419000000.0,807000000.0,807000000.0,807000000.0,807000000.0,658000000.0,658000000.0,658000000.0,658000000.0,736000000.0,736000000.0,736000000.0,736000000.0,698000000.0,698000000.0,698000000.0,658000000.0,738000000.0,738000000.0,738000000.0
AmortizationOfIntangibleAssets / USD,459000000.0,694000000.0,1101000000.0,253000000.0,507000000.0,760000000.0,943000000.0,251000000.0,499000000.0,746000000.0,1017000000.0,356000000.0,741000000.0,1134000000.0,1077000000.0,401000000.0,810000000.0,1077000000.0,1221000000.0,1596000000.0,401000000.0,808000000.0,1204000000.0,1648000000.0,401000000.0,802000000.0,1222000000.0,1617000000.0,432000000.0,919000000.0,1405000000.0,1682000000.0,493000000.0,1014000000.0,1544000000.0,1899000000.0,553000000.0,1090000000.0,1645000000.0,1962000000.0,588000000.0,1170000000.0,1750000000.0,2216000000.0,1080000000.0,2159000000.0,3215000000.0,2736000000.0,1157000000.0,2322000000.0,3520000000.0,4290000000.0,1245000000.0,2514000000.0,3815000000.0,4780000000.0,1335000000.0,2641000000.0,3824000000.0,5176000000.0,1513000000.0,2856000000.0,4146000000.0,5097000000.0,1376000000.0,2762000000.0,4421000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,196000000.0,196000000.0,159000000.0,192000000.0,194000000.0,189000000.0,195000000.0,32000000.0,43000000.0,45000000.0,168000000.0,26000000.0,35000000.0,168000000.0,37000000.0,45000000.0,2000000.0,10000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92000000.0,70000000.0,126000000.0,156000000.0,35000000.0,202000000.0,216000000.0,172000000.0,176000000.0,162000000.0,195000000.0,193000000.0
