fact_unit,2010-08-10,2010-11-09,2011-03-01,2011-05-10,2011-08-09,2011-11-08,2012-02-28,2012-05-08,2012-08-07,2012-11-07,2013-02-25,2013-05-02,2013-08-05,2013-11-05,2014-02-25,2014-05-12,2014-08-08,2014-11-07,2015-02-25,2015-05-12,2015-08-12,2015-11-10,2016-02-24,2016-05-10,2016-08-10,2016-11-07,2017-02-24,2017-05-08,2017-08-08,2017-11-07,2018-02-27,2018-05-09,2018-08-03,2018-11-05,2019-02-22,2019-05-07,2019-08-02,2019-11-04,2020-02-28,2020-05-08,2020-05-22,2020-08-07,2020-11-06,2021-02-26,2021-05-07,2021-08-09,2021-11-04,2022-02-23,2022-05-05,2022-08-05,2022-11-02,2023-02-17,2023-05-03,2023-08-04,2023-11-03,2024-02-26,2025-01-16,2025-04-25,2025-05-12,2025-08-06,2025-11-05
Assets / USD,1753277000.0,1753277000.0,1753277000.0,1866892000.0,1866892000.0,1866892000.0,1866892000.0,2652475000.0,2652475000.0,2652475000.0,2652475000.0,3469104000.0,3469104000.0,3469104000.0,3469104000.0,3700840000.0,3700840000.0,3700840000.0,3700840000.0,3874300000.0,3874300000.0,3858900000.0,3855900000.0,3680700000.0,3680700000.0,3680700000.0,3680700000.0,3673800000.0,3673800000.0,3673800000.0,3673800000.0,4316300000.0,4316300000.0,4316300000.0,4316300000.0,5776400000.0,5776400000.0,5776400000.0,5776400000.0,6640700000.0,,6640700000.0,6640700000.0,6640700000.0,6876900000.0,6876900000.0,6876900000.0,6876900000.0,7099600000.0,7099600000.0,7099600000.0,7099600000.0,7269000000.0,7269000000.0,7269000000.0,7269000000.0,7269000000.0,9539300000.0,9488300000.0,9488300000.0,9488300000.0
AssetsCurrent / USD,690078000.0,690078000.0,690078000.0,714370000.0,714370000.0,714370000.0,714370000.0,733057000.0,733057000.0,733057000.0,733057000.0,815973000.0,815973000.0,815973000.0,815973000.0,837017000.0,837017000.0,837017000.0,837017000.0,902600000.0,902600000.0,902600000.0,902300000.0,798400000.0,798400000.0,798400000.0,798400000.0,978700000.0,978700000.0,978700000.0,978700000.0,1311700000.0,1311700000.0,1311700000.0,1311700000.0,1089100000.0,1089100000.0,1089100000.0,1089100000.0,1211800000.0,,1211800000.0,1211800000.0,1211800000.0,1281400000.0,1281400000.0,1281400000.0,1281400000.0,1450600000.0,1450600000.0,1450600000.0,1450600000.0,1518200000.0,1518200000.0,1518200000.0,1518200000.0,1518200000.0,1830900000.0,2270400000.0,2270400000.0,2270400000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,421200000.0,312000000.0,312000000.0,312000000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,6400000.0,6800000.0,,,6400000.0,6500000.0,,,,14892000.0,3418000.0,6744000.0,9285000.0,20455000.0,1400000.0,3400000.0,7500000.0,13500000.0,,,,13400000.0,1600000.0,2500000.0,3400000.0,9900000.0,2100000.0,6400000.0,6100000.0,6800000.0,16000000.0,24100000.0,34800000.0,7400000.0,1100000.0,,3100000.0,11500000.0,38900000.0,10800000.0,12700000.0,16400000.0,20200000.0,3500000.0,10100000.0,10300000.0,20300000.0,,,,13600000.0,13600000.0,20400000.0,,,
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,
CapitalizedComputerSoftwareNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000000.0,,,
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,
CapitalizedContractCostGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96400000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,142531000.0,142531000.0,103202000.0,273848000.0,273848000.0,273848000.0,142531000.0,220788000.0,220788000.0,220788000.0,273848000.0,154621000.0,154621000.0,154621000.0,220788000.0,157771000.0,157771000.0,157771000.0,154621000.0,147200000.0,147200000.0,147200000.0,157800000.0,148000000.0,148000000.0,148000000.0,147200000.0,116000000.0,116000000.0,116000000.0,148000000.0,216100000.0,216100000.0,216100000.0,116000000.0,358500000.0,358500000.0,358500000.0,216100000.0,189200000.0,,189200000.0,189200000.0,189200000.0,237700000.0,237700000.0,237700000.0,237700000.0,325700000.0,325700000.0,325700000.0,325700000.0,271000000.0,271000000.0,271000000.0,271000000.0,271000000.0,229800000.0,738800000.0,738800000.0,738800000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172500000.0,,172500000.0,172500000.0,358500000.0,189200000.0,189200000.0,189200000.0,172500000.0,237700000.0,237700000.0,237700000.0,189200000.0,325700000.0,325700000.0,325700000.0,237700000.0,237700000.0,325700000.0,238900000.0,238900000.0,238900000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44200000.0,,27100000.0,12100000.0,-186000000.0,27600000.0,7200000.0,-5200000.0,16700000.0,26900000.0,246700000.0,275500000.0,48500000.0,31500000.0,24400000.0,-17000000.0,88000000.0,88000000.0,-54700000.0,22700000.0,705200000.0,815100000.0
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,0.001,,,,0.001,,,,,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,180000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0,360000000.0
CommonStockSharesIssued / shares,120450000.0,120450000.0,120450000.0,120939000.0,120939000.0,120939000.0,120939000.0,123663000.0,123663000.0,123663000.0,123663000.0,254486000.0,254486000.0,254486000.0,254486000.0,258711000.0,258711000.0,258711000.0,258711000.0,259200000.0,259200000.0,259200000.0,259200000.0,250700000.0,250700000.0,250700000.0,250700000.0,251300000.0,251300000.0,251300000.0,251300000.0,248900000.0,248900000.0,248900000.0,248900000.0,250900000.0,250900000.0,250900000.0,250900000.0,249900000.0,,249900000.0,249900000.0,249900000.0,250800000.0,250800000.0,250800000.0,250800000.0,250900000.0,250900000.0,250900000.0,250900000.0,246900000.0,246900000.0,246900000.0,246900000.0,246900000.0,246500000.0,245800000.0,245800000.0,245800000.0
CommonStockSharesOutstanding / shares,120450000.0,120450000.0,120450000.0,120939000.0,120939000.0,120939000.0,120939000.0,123663000.0,123663000.0,123663000.0,123663000.0,254486000.0,254486000.0,254486000.0,254486000.0,258711000.0,258711000.0,258711000.0,258711000.0,259200000.0,259200000.0,259200000.0,259200000.0,250700000.0,250700000.0,250700000.0,250700000.0,251300000.0,251300000.0,251300000.0,251300000.0,248900000.0,248900000.0,248900000.0,248900000.0,250900000.0,250900000.0,250900000.0,250900000.0,249900000.0,,249900000.0,249900000.0,249900000.0,250800000.0,250800000.0,250800000.0,250800000.0,250900000.0,250900000.0,250900000.0,250900000.0,246900000.0,246900000.0,246900000.0,246900000.0,246900000.0,246500000.0,245800000.0,245800000.0,245800000.0
CommonStockValue / USD,720248000.0,720248000.0,720248000.0,781779000.0,781779000.0,781779000.0,781779000.0,878514000.0,878514000.0,878514000.0,878514000.0,1006818000.0,1006818000.0,1006818000.0,1006818000.0,1106017000.0,1106017000.0,1106017000.0,1106017000.0,1207300000.0,1207300000.0,1207300000.0,1207300000.0,1238300000.0,1238300000.0,1238300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,200000.0,,200000.0,200000.0,200000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0
ComprehensiveIncomeNetOfTax / USD,,,,,6624000.0,69488000.0,84094000.0,59502000.0,117411000.0,99129000.0,103390000.0,74500000.0,76995000.0,159426000.0,107868000.0,24054000.0,77068000.0,160192000.0,208531000.0,67200000.0,144100000.0,93800000.0,225500000.0,-36100000.0,4800000.0,26800000.0,108400000.0,47900000.0,62600000.0,106300000.0,31000000.0,75300000.0,158100000.0,245300000.0,77500000.0,88800000.0,88800000.0,88800000.0,208800000.0,65900000.0,,162600000.0,213800000.0,228100000.0,7800000.0,103400000.0,225400000.0,523600000.0,83000000.0,240000000.0,335300000.0,468200000.0,108100000.0,200900000.0,191100000.0,429500000.0,145300000.0,376500000.0,-23300000.0,1255300000.0,1442000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276600000.0,276600000.0,276600000.0,276600000.0,387300000.0,,387300000.0,387200000.0,387200000.0,541900000.0,541900000.0,541900000.0,541900000.0,613800000.0,613800000.0,613800000.0,613800000.0,631800000.0,631800000.0,631800000.0,631800000.0,631800000.0,737600000.0,761400000.0,761400000.0,761400000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348400000.0,348400000.0,348400000.0,348400000.0,490400000.0,,490400000.0,490400000.0,490400000.0,560500000.0,560500000.0,560500000.0,560500000.0,548800000.0,548800000.0,548800000.0,548800000.0,639100000.0,639100000.0,639100000.0,639100000.0,639100000.0,663100000.0,800400000.0,800400000.0,800400000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38800000.0,38800000.0,38800000.0,,51500000.0,,51500000.0,51500000.0,51500000.0,53300000.0,53300000.0,53300000.0,53300000.0,83000000.0,83000000.0,83000000.0,83000000.0,98500000.0,98500000.0,98500000.0,98500000.0,98500000.0,98300000.0,95600000.0,95600000.0,95600000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223800000.0,300500000.0,341300000.0,201800000.0,331900000.0,419500000.0,476900000.0,247300000.0,379600000.0,471800000.0,533800000.0,234600000.0,361800000.0,453800000.0,511500000.0,511500000.0,607800000.0,299200000.0,472500000.0,585900000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603600000.0,928600000.0,1127600000.0,346000000.0,708800000.0,1077100000.0,1268900000.0,363300000.0,,757500000.0,1119400000.0,1427400000.0,351300000.0,679200000.0,1031600000.0,1483400000.0,393200000.0,813000000.0,1209900000.0,1392800000.0,444100000.0,847800000.0,1217300000.0,1624400000.0,1624400000.0,1570700000.0,359700000.0,684600000.0,984800000.0
CostOfGoodsAndServicesSoldAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500000.0,62500000.0,88600000.0,23100000.0,47000000.0,75200000.0,85800000.0,24200000.0,,48000000.0,71300000.0,103200000.0,23500000.0,46700000.0,70000000.0,94100000.0,22100000.0,44100000.0,66100000.0,92300000.0,22500000.0,43500000.0,63400000.0,87700000.0,87700000.0,85000000.0,27800000.0,55800000.0,74700000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,25357000.0,,,,40926000.0,,,,21157000.0,,,,33689000.0,,,,38500000.0,,,,45700000.0,,,,47500000.0,,,,34000000.0,,,,98600000.0,,,,,-19700000.0,,,,-3800000.0,,,,-5800000.0,,,,27100000.0,27100000.0,98400000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,3638000.0,,,,9939000.0,,,,17278000.0,,,,19470000.0,,,,17600000.0,,,,25300000.0,,,,25400000.0,,,,28800000.0,,,,42700000.0,,,,,57000000.0,,,,49200000.0,,,,62200000.0,,,,76000000.0,76000000.0,48400000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,3709000.0,,,,2496000.0,,,,5169000.0,,,,4273000.0,,,,7000000.0,,,,7700000.0,,,,5700000.0,,,,3600000.0,,,,4500000.0,,,,,5000000.0,,,,5100000.0,,,,800000.0,,,,5600000.0,5600000.0,12600000.0,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000.0,,,,13400000.0,,,,,10800000.0,8700000.0,8700000.0,8700000.0,8700000.0,6800000.0,6800000.0,6800000.0,6800000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,13800000.0,9400000.0,9400000.0,9400000.0
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,,,,,,,,,,,,,,741590000.0,666400000.0,642600000.0,762300000.0,735200000.0,680300000.0,730200000.0,674900000.0,624800000.0,652800000.0,616900000.0,700300000.0,918200000.0,1126400000.0,1301300000.0,2026900000.0,1981900000.0,1907100000.0,1754700000.0,1761600000.0,1854000000.0,1985700000.0,,1843200000.0,1843200000.0,1843200000.0,1547200000.0,1547200000.0,1547200000.0,1547200000.0,1293200000.0,1293200000.0,1293200000.0,1293200000.0,1520000000.0,1520000000.0,1520000000.0,1520000000.0,1520000000.0,3066600000.0,,1390600000.0,
DeferredCostsCurrent / USD,,,,,14000000.0,14000000.0,14000000.0,22800000.0,22800000.0,22800000.0,22800000.0,16200000.0,16200000.0,16200000.0,16200000.0,12600000.0,12600000.0,12600000.0,12600000.0,9400000.0,9400000.0,9400000.0,9400000.0,14600000.0,14600000.0,14600000.0,14600000.0,14400000.0,14400000.0,14400000.0,14400000.0,8700000.0,8700000.0,8700000.0,8700000.0,,,,7300000.0,,,,,5600000.0,,,,11700000.0,,,,13700000.0,,,,16900000.0,16900000.0,11300000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,-6465000.0,,,,-3795000.0,,,,-9351000.0,,,,-1930000.0,,,,-8700000.0,,,,-11700000.0,,,,-23000000.0,,,,-15400000.0,,,,-6100000.0,,,,,-25800000.0,,,,252300000.0,,,,-16300000.0,,,,-22900000.0,-22900000.0,-97700000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,878000.0,,,,-12597000.0,,,,-12338000.0,,,,-14514000.0,,,,-18900000.0,,,,-14000000.0,,,,-21700000.0,,,,-7600000.0,,,,-9000000.0,,,,,-18200000.0,,,,-471800000.0,,,,-43600000.0,,,,-1500000.0,-1500000.0,62700000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475500000.0,475500000.0,475500000.0,510200000.0,510200000.0,510200000.0,510200000.0,502000000.0,502000000.0,502000000.0,502000000.0,438400000.0,438400000.0,438400000.0,438400000.0,438400000.0,412300000.0,294400000.0,294400000.0,294400000.0
DeferredIncomeTaxExpenseBenefit / USD,-3406000.0,-9268000.0,-17356000.0,103000.0,-4461000.0,-3827000.0,-7473000.0,-1393000.0,-4139000.0,-10175000.0,-14918000.0,146000.0,381000.0,646000.0,-26305000.0,-11809000.0,-13732000.0,-13520000.0,-1369000.0,-1500000.0,-1700000.0,-1200000.0,-15000000.0,-1300000.0,-800000.0,-500000.0,-1700000.0,-100000.0,500000.0,1200000.0,900000.0,,,,,-10800000.0,-17000000.0,-27400000.0,,1100000.0,,4700000.0,4400000.0,-47600000.0,4800000.0,14900000.0,12100000.0,-220200000.0,400000.0,-4900000.0,-8900000.0,-52900000.0,-16800000.0,-24900000.0,-41300000.0,-26900000.0,-33800000.0,-40000000.0,-13800000.0,50400000.0,31200000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,172367000.0,,,,167200000.0,,,,145800000.0,,,,114900000.0,,,,92600000.0,,,,190900000.0,,,,,440500000.0,,,,401400000.0,,,,369600000.0,,,,304000000.0,304000000.0,529300000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318200000.0,,318200000.0,318200000.0,318200000.0,300300000.0,300300000.0,300300000.0,300300000.0,263100000.0,263100000.0,263100000.0,263100000.0,157800000.0,157800000.0,157800000.0,157800000.0,157800000.0,287800000.0,199900000.0,199900000.0,199900000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,-3459000.0,,,,505000.0,,,,-3370000.0,,,,-1280000.0,,,,-800000.0,,,,-900000.0,,,,-2800000.0,,,,500000.0,,,,-1000000.0,,,,,-3600000.0,,,,-700000.0,,,,7100000.0,,,,-2500000.0,-2500000.0,-5000000.0,,,
DeferredTaxAssetIntraEntityTransferAssetOtherThanInventory / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,36600000.0,,,
DeferredTaxAssetsEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,114177000.0,,,,126678000.0,,,,103747000.0,,,,111446000.0,,,,125100000.0,,,,150500000.0,,,,137000000.0,,,,90200000.0,,,,157100000.0,,,,,623100000.0,,,,652600000.0,,,,654200000.0,,,,627200000.0,627200000.0,684800000.0,,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000.0,,,,67500000.0,67500000.0,98400000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,12812000.0,,,,-45075000.0,,,,-99944000.0,,,,,,,,,,,,,,,,,,,,,,,,157300000.0,,,,,157300000.0,,,,209900000.0,,,,238900000.0,,,,280600000.0,280600000.0,124500000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,92745000.0,,,,106246000.0,,,,81610000.0,,,,79502000.0,,,,95800000.0,,,,115600000.0,,,,106400000.0,,,,65000000.0,,,,129300000.0,,,,,597800000.0,,,,611300000.0,,,,608500000.0,,,,584600000.0,584600000.0,653800000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,20000000.0,17900000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,3447000.0,,,,2251000.0,,,,2665000.0,,,,5300000.0,,,,9000000.0,,,,4100000.0,,,,-4400000.0,,,,14700000.0,,,,,14100000.0,,,,20600000.0,,,,28800000.0,,,,36600000.0,36600000.0,60800000.0,,,
