fact_unit,2009-10-13,2010-02-17,2010-04-21,2010-07-20,2010-10-12,2011-02-15,2011-04-26,2011-07-19,2011-10-11,2012-02-21,2012-04-25,2012-07-24,2012-10-16,2013-02-20,2013-04-29,2013-07-16,2013-10-15,2014-02-18,2014-04-28,2014-07-22,2014-10-14,2015-02-17,2015-04-27,2015-07-21,2015-10-15,2016-02-16,2016-04-26,2016-07-19,2016-10-11,2017-02-22,2017-05-10,2017-08-08,2017-11-08,2018-02-22,2018-05-09,2018-08-07,2018-11-07,2019-02-21,2019-05-08,2019-08-09,2019-11-05,2020-02-20,2020-05-06,2020-08-05,2020-11-05,2021-02-22,2021-05-05,2021-08-05,2021-11-03,2022-02-23,2022-05-10,2022-08-08,2022-11-08,2023-02-27,2023-05-09,2023-08-07,2023-11-07,2024-02-20,2024-05-07,2024-08-08,2024-11-07,2025-02-19,2025-05-07,2025-08-07,2025-11-07
AccountsNotesAndLoansReceivableNetCurrent / USD,229000000.0,229000000.0,239000000.0,239000000.0,239000000.0,239000000.0,256000000.0,256000000.0,256000000.0,256000000.0,286000000.0,286000000.0,286000000.0,286000000.0,301000000.0,301000000.0,301000000.0,301000000.0,319000000.0,319000000.0,319000000.0,319000000.0,325000000.0,325000000.0,325000000.0,325000000.0,377000000.0,377000000.0,377000000.0,,370000000.0,370000000.0,370000000.0,,400000000.0,400000000.0,400000000.0,561000000.0,561000000.0,561000000.0,561000000.0,561000000.0,584000000.0,584000000.0,584000000.0,584000000.0,534000000.0,534000000.0,534000000.0,534000000.0,596000000.0,596000000.0,596000000.0,596000000.0,648000000.0,648000000.0,648000000.0,648000000.0,737000000.0,737000000.0,737000000.0,737000000.0,775000000.0,775000000.0,775000000.0
AccountsPayableAndAccruedLiabilitiesCurrent / USD,1473000000.0,1473000000.0,1413000000.0,1413000000.0,1413000000.0,1413000000.0,1602000000.0,1602000000.0,1602000000.0,1602000000.0,1874000000.0,1874000000.0,1874000000.0,1874000000.0,2036000000.0,2036000000.0,2036000000.0,2036000000.0,1929000000.0,1929000000.0,1929000000.0,1929000000.0,1972000000.0,1972000000.0,1972000000.0,1970000000.0,1985000000.0,1985000000.0,1985000000.0,,1067000000.0,1067000000.0,1067000000.0,,813000000.0,813000000.0,813000000.0,911000000.0,911000000.0,911000000.0,911000000.0,911000000.0,960000000.0,960000000.0,960000000.0,960000000.0,1189000000.0,1189000000.0,1189000000.0,1189000000.0,1334000000.0,1334000000.0,1334000000.0,1334000000.0,1251000000.0,1251000000.0,1251000000.0,1251000000.0,1169000000.0,1169000000.0,1169000000.0,1169000000.0,1211000000.0,1211000000.0,1211000000.0
AccruedIncomeTaxesCurrent / USD,114000000.0,114000000.0,82000000.0,82000000.0,82000000.0,82000000.0,61000000.0,61000000.0,61000000.0,61000000.0,142000000.0,142000000.0,142000000.0,142000000.0,97000000.0,97000000.0,97000000.0,97000000.0,169000000.0,169000000.0,169000000.0,169000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,77000000.0,,32000000.0,32000000.0,32000000.0,,123000000.0,123000000.0,123000000.0,69000000.0,69000000.0,69000000.0,69000000.0,69000000.0,150000000.0,150000000.0,150000000.0,150000000.0,33000000.0,33000000.0,33000000.0,33000000.0,13000000.0,13000000.0,13000000.0,13000000.0,16000000.0,16000000.0,16000000.0,16000000.0,55000000.0,55000000.0,55000000.0,55000000.0,31000000.0,31000000.0,31000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,3348000000.0,3348000000.0,3273000000.0,3273000000.0,3273000000.0,3273000000.0,3225000000.0,3225000000.0,3225000000.0,3225000000.0,3139000000.0,3139000000.0,3139000000.0,3139000000.0,3391000000.0,3391000000.0,3391000000.0,3391000000.0,3584000000.0,3584000000.0,3584000000.0,3584000000.0,3643000000.0,3643000000.0,3643000000.0,,1995000000.0,1995000000.0,1995000000.0,,1480000000.0,1480000000.0,1480000000.0,,1116000000.0,1116000000.0,1116000000.0,1116000000.0,1136000000.0,1136000000.0,1136000000.0,1136000000.0,1230000000.0,1230000000.0,1230000000.0,1230000000.0,1270000000.0,1270000000.0,1270000000.0,1270000000.0,1283000000.0,1283000000.0,1283000000.0,1283000000.0,1332000000.0,1332000000.0,1332000000.0,1332000000.0,1384000000.0,1384000000.0,1384000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,47000000.0,1000000.0,,,55000000.0,,,,140000000.0,166000000.0,166000000.0,166000000.0,170000000.0,,,,29000000.0,,,,109000000.0,,,,,,,,,,,,,,,,221000000.0,,,,-182000000.0,,,,-206000000.0,,,,-290000000.0,,,,-201000000.0,,,,-238000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-418000000.0,-418000000.0,-224000000.0,-224000000.0,-224000000.0,-224000000.0,-227000000.0,-227000000.0,-227000000.0,-227000000.0,-247000000.0,-247000000.0,-247000000.0,-247000000.0,-132000000.0,-132000000.0,-132000000.0,-132000000.0,64000000.0,64000000.0,64000000.0,64000000.0,-190000000.0,-190000000.0,-190000000.0,-190000000.0,-239000000.0,-239000000.0,-239000000.0,,-454000000.0,-454000000.0,-454000000.0,,-271000000.0,-271000000.0,-271000000.0,-334000000.0,-334000000.0,-334000000.0,-334000000.0,-334000000.0,-388000000.0,-388000000.0,-388000000.0,-388000000.0,-411000000.0,-411000000.0,-411000000.0,-411000000.0,-325000000.0,-325000000.0,-325000000.0,-325000000.0,-369000000.0,-369000000.0,-369000000.0,-369000000.0,-302000000.0,-302000000.0,-302000000.0,-302000000.0,-392000000.0,-392000000.0,-392000000.0
AdvertisingExpense / USD,,,,,,584000000.0,,,,548000000.0,,,,557000000.0,,,,593000000.0,,,,608000000.0,,,,607000000.0,,,,,,,,,,,,,,,,179000000.0,,,,96000000.0,,,,73000000.0,,,,68000000.0,,,,84000000.0,,,,78000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,59000000.0,,,,56000000.0,,,,47000000.0,,,,59000000.0,,,,50000000.0,,,,49000000.0,,,,,,,,,,,,,,,,65000000.0,,,,50000000.0,,,,59000000.0,,,,97000000.0,,,,75000000.0,,,,82000000.0,,,
AllowanceForNotesAndLoansReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,12000000.0,,,,,,,,,,,,,,,,31000000.0,,,,72000000.0,,,,45000000.0,,,,36000000.0,,,,37000000.0,,,,39000000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,29000000.0,,,,31000000.0,,,,28000000.0,,,,28000000.0,,,,,,,,,,,,,,,,33000000.0,,,,37000000.0,,,,52000000.0,,,,63000000.0,,,,76000000.0,,,,68000000.0,,,
