fact_unit,2009-07-24,2009-11-25,2010-01-26,2010-04-26,2010-07-26,2010-11-23,2011-01-26,2011-04-26,2011-07-27,2011-11-22,2012-01-27,2012-04-27,2012-07-27,2012-11-20,2013-01-25,2013-04-25,2013-07-24,2013-11-26,2014-01-29,2014-04-24,2014-07-24,2014-11-24,2015-01-30,2015-04-30,2015-07-30,2015-11-24,2016-01-29,2016-04-28,2016-07-29,2016-11-21,2017-01-27,2017-04-27,2017-06-05,2017-08-01,2017-11-16,2018-01-26,2018-04-26,2018-07-26,2018-11-20,2019-01-25,2019-04-24,2019-07-25,2019-11-26,2020-01-24,2020-04-23,2020-07-23,2020-11-19,2021-02-04,2021-05-10,2021-08-09,2021-11-18,2022-02-04,2022-05-05,2022-08-04,2022-11-22,2023-02-02,2023-05-09,2023-08-03,2023-11-16,2024-02-05,2024-04-30,2024-08-01,2024-11-21,2025-02-06,2025-05-01,2025-07-31,2025-11-20
AccountsPayableAndAccruedLiabilitiesCurrent / USD,1665600000.0,1665600000.0,1660400000.0,1674800000.0,1674800000.0,1674800000.0,1702000000.0,1702000000.0,1702000000.0,1702000000.0,1641800000.0,1599700000.0,1599700000.0,1599700000.0,1927700000.0,1927700000.0,1927700000.0,1927700000.0,1944900000.0,1944900000.0,1944900000.0,1944900000.0,1591000000.0,1591000000.0,1591000000.0,1591000000.0,1658700000.0,1641700000.0,1641700000.0,1641700000.0,1652200000.0,1652200000.0,1479600000.0,1652200000.0,1652200000.0,1814300000.0,1814300000.0,1814300000.0,1814300000.0,1817800000.0,1817800000.0,1817800000.0,1817800000.0,1635700000.0,1635700000.0,1635700000.0,1635700000.0,1833200000.0,1833200000.0,1833200000.0,1833200000.0,2218300000.0,2218300000.0,2218300000.0,2218300000.0,2771600000.0,2771600000.0,2771600000.0,2771600000.0,2890100000.0,2890100000.0,2890100000.0,2890100000.0,2926200000.0,2926200000.0,2926200000.0,2926200000.0
AccountsPayableTradeCurrent / USD,,,,,,,,,,662200000.0,,,,793600000.0,,,,1004900000.0,,,,1025500000.0,,,,740600000.0,,,,621900000.0,,,528900000.0,,578800000.0,,,,659500000.0,,,,594600000.0,,,,528200000.0,,,,546200000.0,,,,736800000.0,,,,1120700000.0,,,,1212900000.0,,,,1451600000.0
AccountsReceivableNetCurrent / USD,1575200000.0,1575200000.0,1363200000.0,1363200000.0,1363200000.0,1363200000.0,1481900000.0,1481900000.0,1481900000.0,1481900000.0,1575000000.0,1361600000.0,1361600000.0,1361600000.0,1544700000.0,1544700000.0,1544700000.0,1544700000.0,1544300000.0,1544300000.0,1544300000.0,1544300000.0,1486000000.0,1486000000.0,1486000000.0,1486000000.0,1406200000.0,1406200000.0,1406200000.0,1406200000.0,1146200000.0,1146200000.0,1126400000.0,1146200000.0,1146200000.0,1174000000.0,1174000000.0,1174000000.0,1174000000.0,1207200000.0,1207200000.0,1207200000.0,1207200000.0,1260200000.0,1260200000.0,1260200000.0,1260200000.0,1274800000.0,1274800000.0,1274800000.0,1274800000.0,1451300000.0,1451300000.0,1451300000.0,1451300000.0,1794400000.0,1794400000.0,1794400000.0,1794400000.0,1700400000.0,1700400000.0,1700400000.0,1700400000.0,1821600000.0,1821600000.0,1821600000.0,1821600000.0
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,95000000.0,93400000.0,,,,79900000.0,,,,75100000.0,,,,80300000.0,,,,79600000.0,,,,78400000.0,,,,71600000.0,,,71600000.0,,70300000.0,,,,72300000.0,,,,64600000.0,,,,59100000.0,,,,73600000.0,,,,68500000.0,,,,61800000.0,,,,50200000.0,,,,67200000.0
AccruedIncomeTaxesCurrent / USD,87000000.0,87000000.0,42900000.0,42900000.0,42900000.0,42900000.0,73600000.0,73600000.0,73600000.0,73600000.0,65500000.0,65000000.0,65000000.0,65000000.0,48500000.0,48500000.0,48500000.0,48500000.0,63000000.0,63000000.0,63000000.0,63000000.0,78000000.0,78000000.0,78000000.0,78000000.0,55800000.0,55800000.0,55800000.0,55800000.0,117900000.0,117900000.0,48800000.0,117900000.0,117900000.0,98600000.0,98600000.0,98600000.0,98600000.0,59600000.0,59600000.0,59600000.0,59600000.0,86600000.0,86600000.0,86600000.0,86600000.0,105800000.0,105800000.0,105800000.0,105800000.0,93900000.0,93900000.0,93900000.0,93900000.0,135200000.0,135200000.0,135200000.0,135200000.0,131200000.0,131200000.0,131200000.0,131200000.0,558500000.0,558500000.0,558500000.0,558500000.0
AccruedProfessionalFeesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15400000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,8373800000.0,8373800000.0,8891700000.0,8891700000.0,8891700000.0,8891700000.0,9258400000.0,9258400000.0,9258400000.0,9258400000.0,9815100000.0,9636100000.0,9636100000.0,9636100000.0,9805600000.0,9805600000.0,9805600000.0,9805600000.0,10555900000.0,10555900000.0,10555900000.0,10555900000.0,10691400000.0,10691400000.0,10691400000.0,10691400000.0,10717700000.0,10717700000.0,10717700000.0,10717700000.0,10400500000.0,10400500000.0,9761200000.0,10400500000.0,10400500000.0,11107600000.0,11107600000.0,11107600000.0,11107600000.0,11566500000.0,11566500000.0,11566500000.0,11566500000.0,11996100000.0,11996100000.0,11996100000.0,11996100000.0,13211500000.0,13211500000.0,13211500000.0,13211500000.0,14234200000.0,14234200000.0,14234200000.0,14234200000.0,13999600000.0,13999600000.0,13999600000.0,13999600000.0,15274200000.0,15274200000.0,15274200000.0,15274200000.0,16580000000.0,16580000000.0,16580000000.0,16580000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-549300000.0,-549300000.0,-1161800000.0,-1161800000.0,-1161800000.0,-1161800000.0,-1159400000.0,-1159400000.0,-1159400000.0,-1161800000.0,-1253400000.0,-1253400000.0,-1253400000.0,-1159400000.0,-1348800000.0,-1348800000.0,-1348800000.0,-1253400000.0,-1020600000.0,-1020600000.0,-1020600000.0,-1253400000.0,-1241900000.0,-1241900000.0,-1241900000.0,-1348800000.0,-2125900000.0,-2125900000.0,-2125900000.0,-1020600000.0,-2388300000.0,-2388300000.0,-1020600000.0,-2388300000.0,-2388300000.0,-1847400000.0,-1847400000.0,-1847400000.0,-1847400000.0,-1741900000.0,-1741900000.0,-1741900000.0,-1741900000.0,-2375600000.0,-2375600000.0,-2375600000.0,-2375600000.0,-2140100000.0,-2140100000.0,-2140100000.0,-2140100000.0,-1515900000.0,-1515900000.0,-1515900000.0,-1515900000.0,-2786100000.0,-2786100000.0,-2786100000.0,-2786100000.0,-2449400000.0,-2449400000.0,-2449400000.0,-2449400000.0,-2027700000.0,-2027700000.0,-2027700000.0,-2027700000.0
AcquiredFiniteLivedIntangibleAssetResidualValue / USD,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0
AdditionalCollateralAggregateFairValue / USD,,,,,14700000.0,14700000.0,52200000.0,52200000.0,52200000.0,52200000.0,66100000.0,66100000.0,66100000.0,66100000.0,90100000.0,90100000.0,90100000.0,90100000.0,80600000.0,80600000.0,80600000.0,80600000.0,107800000.0,107800000.0,107800000.0,107800000.0,226900000.0,226900000.0,226900000.0,226900000.0,267600000.0,267600000.0,226900000.0,267600000.0,267600000.0,138500000.0,138500000.0,138500000.0,138500000.0,97600000.0,97600000.0,97600000.0,97600000.0,157100000.0,157100000.0,157100000.0,157100000.0,76500000.0,76500000.0,76500000.0,76500000.0,38100000.0,38100000.0,38100000.0,38100000.0,62800000.0,62800000.0,62800000.0,62800000.0,345000000.0,345000000.0,345000000.0,345000000.0,57200000.0,57200000.0,57200000.0,57200000.0
