fact_unit,2009-09-21,2009-12-22,2010-03-29,2010-07-01,2010-09-29,2010-12-21,2011-03-29,2011-06-28,2011-09-23,2011-12-23,2012-03-23,2012-06-26,2012-09-24,2012-12-21,2013-03-22,2013-06-26,2013-09-20,2013-12-20,2014-03-20,2014-06-26,2014-09-23,2014-12-19,2015-03-19,2015-06-25,2015-09-18,2015-12-18,2016-03-18,2016-06-22,2016-09-19,2016-12-19,2017-03-17,2017-06-27,2017-09-18,2017-12-18,2018-03-21,2018-06-22,2018-09-19,2018-12-19,2019-03-18,2019-06-21,2019-09-13,2019-12-13,2020-03-13,2020-06-22,2020-09-15,2020-12-11,2021-03-11,2021-06-21,2021-09-13,2021-12-10,2022-03-11,2022-06-21,2022-09-13,2022-12-13,2023-03-10,2023-06-20,2023-09-12,2023-12-12,2024-03-12,2024-06-20,2024-09-10,2024-12-10,2025-03-11,2025-06-18,2025-09-10
AccountsPayableCurrent / USD,271000000.0,271000000.0,271000000.0,271000000.0,775000000.0,775000000.0,775000000.0,775000000.0,701000000.0,494000000.0,494000000.0,494000000.0,438000000.0,438000000.0,438000000.0,438000000.0,419000000.0,419000000.0,419000000.0,419000000.0,471000000.0,471000000.0,471000000.0,471000000.0,806000000.0,806000000.0,806000000.0,806000000.0,504000000.0,504000000.0,504000000.0,504000000.0,599000000.0,599000000.0,599000000.0,599000000.0,529000000.0,529000000.0,529000000.0,529000000.0,580000000.0,580000000.0,580000000.0,580000000.0,637000000.0,637000000.0,637000000.0,637000000.0,745000000.0,745000000.0,745000000.0,745000000.0,1317000000.0,1317000000.0,1317000000.0,1317000000.0,1204000000.0,1204000000.0,1204000000.0,1204000000.0,2357000000.0,2357000000.0,2357000000.0,2357000000.0,5113000000.0
AccountsReceivableNetCurrent / USD,4430000000.0,4430000000.0,4430000000.0,4430000000.0,5585000000.0,5585000000.0,5585000000.0,5585000000.0,6628000000.0,6628000000.0,6628000000.0,6628000000.0,6377000000.0,6377000000.0,6377000000.0,6377000000.0,6049000000.0,6049000000.0,6049000000.0,6049000000.0,6087000000.0,6087000000.0,6087000000.0,6087000000.0,5618000000.0,5618000000.0,5618000000.0,5618000000.0,5385000000.0,5385000000.0,5385000000.0,5385000000.0,5300000000.0,5300000000.0,5300000000.0,5300000000.0,5136000000.0,5136000000.0,5136000000.0,5136000000.0,5134000000.0,5134000000.0,5134000000.0,5134000000.0,5551000000.0,5551000000.0,5551000000.0,5551000000.0,5409000000.0,5409000000.0,5409000000.0,5409000000.0,5953000000.0,5953000000.0,5953000000.0,5953000000.0,6915000000.0,6915000000.0,6915000000.0,6915000000.0,7874000000.0,7874000000.0,7874000000.0,7874000000.0,8558000000.0
AccruedIncomeTaxesNoncurrent / USD,2423000000.0,2423000000.0,2423000000.0,2423000000.0,2695000000.0,2695000000.0,2695000000.0,2695000000.0,3169000000.0,3169000000.0,3169000000.0,3169000000.0,3759000000.0,3759000000.0,3759000000.0,3759000000.0,3899000000.0,3899000000.0,3899000000.0,3899000000.0,4184000000.0,4184000000.0,4184000000.0,4184000000.0,4386000000.0,4386000000.0,4386000000.0,4386000000.0,4908000000.0,4908000000.0,4908000000.0,4908000000.0,5681000000.0,5681000000.0,5681000000.0,5681000000.0,13429000000.0,13429000000.0,13429000000.0,13429000000.0,13295000000.0,13295000000.0,13295000000.0,13295000000.0,12463000000.0,12463000000.0,12463000000.0,12463000000.0,12345000000.0,12345000000.0,12345000000.0,12345000000.0,12210000000.0,12210000000.0,12210000000.0,12210000000.0,11077000000.0,11077000000.0,11077000000.0,11077000000.0,10817000000.0,10817000000.0,10817000000.0,10817000000.0,10269000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,1885000000.0,,,,2238000000.0,,,,2398000000.0,,,,2703000000.0,,,,3178000000.0,,,,3609000000.0,,,,4096000000.0,,,,4979000000.0,,,,5911000000.0,,,,6823000000.0,,,,7581000000.0,,,,8751000000.0,,,,9958000000.0,,,,11605000000.0,,,,13282000000.0,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,,38000000.0,,,,6000000.0,,,,108000000.0,,,,176000000.0,,,,153000000.0,,,,304000000.0,,,,254000000.0,,,,356000000.0,,,,322000000.0,,,,392000000.0,,,,471000000.0,,,,400000000.0,,,,210000000.0,,,,-61000000.0,,,,-92000000.0,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,,169000000.0,,,,649000000.0,,,,120000000.0,,,,-3000000.0,,,,-81000000.0,,,,-851000000.0,,,,-778000000.0,,,,-679000000.0,,,,-1027000000.0,,,,-1176000000.0,,,,-1254000000.0,,,,-775000000.0,,,,-1482000000.0,,,,-1686000000.0,,,,-1703000000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,216000000.0,216000000.0,216000000.0,216000000.0,4000000.0,4000000.0,4000000.0,4000000.0,542000000.0,542000000.0,542000000.0,542000000.0,112000000.0,112000000.0,112000000.0,112000000.0,-99000000.0,-99000000.0,-99000000.0,-99000000.0,-164000000.0,-164000000.0,-164000000.0,-164000000.0,-996000000.0,-996000000.0,-996000000.0,-996000000.0,-816000000.0,-816000000.0,-816000000.0,-816000000.0,-803000000.0,-803000000.0,-803000000.0,-803000000.0,-1689000000.0,-1689000000.0,-1689000000.0,-1689000000.0,-1628000000.0,-1628000000.0,-1628000000.0,-1628000000.0,-1716000000.0,-1716000000.0,-1716000000.0,-1716000000.0,-1175000000.0,-1175000000.0,-1175000000.0,-1175000000.0,-1692000000.0,-1692000000.0,-1692000000.0,-1692000000.0,-1522000000.0,-1522000000.0,-1522000000.0,-1522000000.0,-1432000000.0,-1432000000.0,-1432000000.0,-1432000000.0,-1175000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,14000000.0,,,,89000000.0,,,,283000000.0,,,,506000000.0,,,,503000000.0,,,,665000000.0,,,,666000000.0,,,,1093000000.0,,,,1203000000.0,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,440000000.0,,,,510000000.0,,,,659000000.0,,,,755000000.0,,,,805000000.0,,,,933000000.0,,,,1037000000.0,,,,1350000000.0,,,,1607000000.0,,,,1653000000.0,,,,1590000000.0,,,,1837000000.0,,,,2613000000.0,,,,3547000000.0,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,512000000.0,,,,545000000.0,,,,639000000.0,,,,715000000.0,,,,927000000.0,,,,1156000000.0,,,,1295000000.0,,,,1247000000.0,,,,1424000000.0,,,,2020000000.0,,,,2745000000.0,
