fact_unit,2011-08-15,2011-11-14,2012-02-29,2012-05-10,2012-08-09,2012-11-09,2013-03-01,2013-05-10,2013-08-07,2013-11-08,2014-03-03,2014-05-12,2014-08-06,2014-11-10,2015-03-02,2015-05-11,2015-08-10,2015-11-09,2016-02-29,2016-05-09,2016-08-09,2016-11-09,2017-03-01,2017-05-09,2017-08-08,2017-11-09,2018-03-01,2018-05-10,2018-08-09,2018-11-08,2019-03-01,2019-05-10,2019-08-09,2019-11-12,2020-03-02,2020-05-11,2020-08-10,2020-11-09,2021-02-26,2021-05-10,2021-08-09,2021-11-09,2022-03-01,2022-05-02,2022-05-09,2022-08-09,2022-11-08,2023-02-28,2023-05-10,2023-08-09,2023-11-09,2024-02-29,2024-05-09,2024-08-09,2024-11-08,2025-02-27,2025-05-12,2025-08-07,2025-11-10
AcceleratedShareRepurchasesFinalPricePaidPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,142.48,142.48,,,,142.48,187.27,187.27,187.27,187.27,,,,,,,,,,,,,,,,270.04,270.04,,,,270.04,,,
AcceleratedShareRepurchasesInitialPricePaidPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,142.46,142.46,,,,142.46,176.91,176.91,176.91,176.91,,,,,,,,,,,,,,,,262.23,262.23,,,,262.23,,,
AcceleratedShareRepurchasesSettlementPaymentOrReceipt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-450000000.0,-450000000.0,,,,-450000000.0,,,
AccountsNotesAndLoansReceivableNetCurrent / USD,,,,,761791000.0,761791000.0,,823441000.0,823441000.0,823441000.0,823441000.0,922351000.0,922351000.0,922351000.0,922351000.0,1348797000.0,1348797000.0,1348797000.0,1348797000.0,1252954000.0,1252954000.0,1252954000.0,1252954000.0,1793009000.0,1793009000.0,1793009000.0,1793009000.0,2231011000.0,2231011000.0,2231011000.0,2231011000.0,2311815000.0,2311815000.0,2311815000.0,2311815000.0,2539934000.0,2539934000.0,2539934000.0,2539934000.0,2066775000.0,2066775000.0,2066775000.0,2066775000.0,,2911274000.0,2911274000.0,2911274000.0,2911274000.0,3351745000.0,3351745000.0,3351745000.0,3351745000.0,3468586000.0,3468586000.0,3468586000.0,3468586000.0,3413500000.0,3413500000.0,3413500000.0
AccountsPayableCurrent / USD,177644000.0,177644000.0,177644000.0,478882000.0,478882000.0,478882000.0,478882000.0,418609000.0,418609000.0,418609000.0,418609000.0,467202000.0,467202000.0,467202000.0,467202000.0,716676000.0,716676000.0,716676000.0,716676000.0,669528000.0,669528000.0,669528000.0,669528000.0,1151432000.0,1151432000.0,1151432000.0,1151432000.0,1437314000.0,1437314000.0,1437314000.0,1437314000.0,1117649000.0,1117649000.0,1117649000.0,1117649000.0,1249586000.0,1249586000.0,1249586000.0,1249586000.0,1054478000.0,1054478000.0,1054478000.0,1054478000.0,,1406350000.0,1406350000.0,1406350000.0,1406350000.0,1568942000.0,1568942000.0,1568942000.0,1568942000.0,1624995000.0,1624995000.0,1624995000.0,1624995000.0,1570426000.0,1570426000.0,1570426000.0
AccountsReceivableFromSecuritization / USD,144000000.0,144000000.0,144000000.0,280000000.0,280000000.0,280000000.0,280000000.0,298000000.0,298000000.0,298000000.0,298000000.0,349000000.0,349000000.0,349000000.0,349000000.0,675000000.0,675000000.0,675000000.0,675000000.0,614000000.0,614000000.0,614000000.0,614000000.0,591000000.0,591000000.0,591000000.0,591000000.0,811000000.0,811000000.0,811000000.0,811000000.0,886000000.0,886000000.0,886000000.0,886000000.0,970973000.0,970973000.0,970973000.0,970973000.0,700000000.0,700000000.0,700000000.0,700000000.0,,1118000000.0,1118000000.0,1118000000.0,1118000000.0,1287000000.0,1287000000.0,1287000000.0,1287000000.0,1307000000.0,1307000000.0,1307000000.0,1307000000.0,1323000000.0,1323000000.0,1323000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,1372639000.0,1372639000.0,1274857000.0,1274857000.0,1274857000.0,1274857000.0,1825515000.0,1825515000.0,1825515000.0,1825515000.0,2277042000.0,2277042000.0,2277042000.0,2277042000.0,2371778000.0,2371778000.0,2371778000.0,2371778000.0,2610824000.0,2610824000.0,2610824000.0,2610824000.0,2153661000.0,2153661000.0,2153661000.0,2153661000.0,,3009993000.0,3009993000.0,3009993000.0,3009993000.0,3501591000.0,3501591000.0,3501591000.0,3501591000.0,3648749000.0,3648749000.0,3648749000.0,3648749000.0,3547257000.0,3547257000.0,3547257000.0
AccountsReceivableNetCurrent / USD,260163000.0,260163000.0,260163000.0,481791000.0,481791000.0,481791000.0,481791000.0,525441000.0,525441000.0,525441000.0,525441000.0,573351000.0,573351000.0,573351000.0,573351000.0,673797000.0,673797000.0,673797000.0,673797000.0,638954000.0,638954000.0,638954000.0,638954000.0,1202009000.0,1202009000.0,1202009000.0,1202009000.0,1420011000.0,1420011000.0,1420011000.0,1420011000.0,1425815000.0,1425815000.0,1425815000.0,1425815000.0,1568961000.0,1568961000.0,1568961000.0,1568961000.0,1366775000.0,1366775000.0,1366775000.0,1366775000.0,,1793274000.0,1793274000.0,1793274000.0,1793274000.0,2064745000.0,2064745000.0,2064745000.0,2064745000.0,2161586000.0,2161586000.0,2161586000.0,2161586000.0,2090500000.0,2090500000.0,2090500000.0
AccruedBonusesCurrent / USD,,,4397000.0,,,,6120000.0,,,,6980000.0,,,,7912000.0,,,,7677000.0,,,,11995000.0,,,,15866000.0,,,,15119000.0,,,,20553000.0,,,,23595000.0,,,,15903000.0,,,,,26950000.0,,,,19975000.0,,,,12696000.0,,,
AccruedIncomeTaxesCurrent / USD,,,26333000.0,,,,10256000.0,,,,48792000.0,,,,63202000.0,,,,28974000.0,,,,5977000.0,,,,104623000.0,,,,63698000.0,,,,85346000.0,,,,70350000.0,,,,78771000.0,,,,,93627000.0,,,,94557000.0,,,,109323000.0,,,
AccruedLiabilitiesCurrent / USD,49176000.0,49176000.0,49176000.0,42242000.0,41565000.0,41565000.0,41565000.0,75812000.0,75812000.0,75812000.0,75812000.0,114870000.0,114870000.0,114870000.0,114870000.0,178375000.0,178375000.0,178375000.0,178375000.0,150677000.0,150677000.0,150677000.0,150677000.0,238812000.0,238812000.0,238812000.0,238812000.0,238472000.0,238472000.0,238472000.0,238472000.0,261594000.0,261594000.0,261594000.0,261594000.0,275511000.0,275511000.0,275511000.0,275511000.0,282681000.0,282681000.0,282681000.0,282681000.0,,369054000.0,369054000.0,369054000.0,369054000.0,351936000.0,351936000.0,351936000.0,351936000.0,356118000.0,356118000.0,356118000.0,356118000.0,444938000.0,444938000.0,444938000.0
AccruedSalariesCurrent / USD,,,,,,,,,,,1977000.0,,,,3640000.0,,,,19958000.0,,,,6479000.0,,,,10704000.0,,,,18500000.0,,,,15932000.0,,,,23718000.0,,,,23189000.0,,,,,38328000.0,,,,48007000.0,,,,53303000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,56195000.0,56195000.0,56195000.0,60656000.0,60656000.0,60656000.0,60656000.0,48706000.0,48706000.0,48706000.0,48706000.0,57144000.0,57144000.0,57144000.0,57144000.0,61499000.0,61499000.0,61499000.0,61499000.0,82809000.0,82809000.0,82809000.0,82809000.0,110857000.0,,,110857000.0,,,,130509000.0,,,,165482000.0,,,,213980000.0,,,,266177000.0,,,,,328847000.0,,,,391429000.0,,,,514943000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-8101000.0,-8101000.0,-8101000.0,-13716000.0,-13716000.0,-13716000.0,-13716000.0,-3346000.0,-3346000.0,-3346000.0,-3346000.0,-47426000.0,-47426000.0,-47426000.0,-47426000.0,-156933000.0,-156933000.0,-156933000.0,-291508000.0,-570811000.0,-570811000.0,-570811000.0,-570811000.0,-666403000.0,-666403000.0,-666403000.0,-666403000.0,-551857000.0,-551857000.0,-551857000.0,-551857000.0,-913858000.0,-913858000.0,-913858000.0,-913858000.0,-972465000.0,-972465000.0,-972465000.0,-972465000.0,-1363158000.0,-1363158000.0,-1363158000.0,-1363158000.0,,-1464616000.0,-1464616000.0,-1464616000.0,-1464616000.0,-1509650000.0,-1509650000.0,-1509650000.0,-1509650000.0,-1289099000.0,-1289099000.0,-1289099000.0,-1289099000.0,-1713996000.0,-1713996000.0,-1713996000.0
