fact_unit,2010-08-09,2010-11-03,2011-02-15,2011-05-05,2011-08-02,2011-11-01,2012-02-23,2012-05-03,2012-08-03,2012-11-06,2013-02-22,2013-05-02,2013-08-02,2013-11-07,2014-02-26,2014-05-01,2014-08-05,2014-11-06,2015-02-27,2015-05-07,2015-07-30,2015-11-05,2016-02-24,2016-05-05,2016-08-04,2016-11-03,2017-02-22,2017-05-04,2017-08-08,2017-11-02,2018-02-22,2018-05-08,2018-08-01,2018-11-01,2019-02-22,2019-05-07,2019-07-30,2019-10-31,2020-02-19,2020-05-07,2020-08-04,2020-11-03,2021-02-24,2021-05-04,2021-08-03,2021-11-02,2022-02-23,2022-05-03,2022-08-02,2022-11-01,2023-02-16,2023-05-02,2023-08-01,2023-11-03,2024-02-15,2024-04-30,2024-07-30,2024-11-05,2025-02-13,2025-05-06,2025-08-05,2025-11-04
AccountsPayableAndAccruedLiabilitiesCurrent / USD,255966000.0,255966000.0,255966000.0,247733000.0,247733000.0,247733000.0,247733000.0,259490000.0,259490000.0,259490000.0,259490000.0,287763000.0,287763000.0,287763000.0,287763000.0,325059000.0,325059000.0,325059000.0,325059000.0,353761000.0,353761000.0,353761000.0,353761000.0,387691000.0,387691000.0,387691000.0,387691000.0,440771000.0,440771000.0,440771000.0,440771000.0,666821000.0,666821000.0,666821000.0,666821000.0,710113000.0,710113000.0,710113000.0,710113000.0,788796000.0,788796000.0,788796000.0,788796000.0,952431000.0,952431000.0,952431000.0,952431000.0,1134814000.0,1134814000.0,1134814000.0,1134814000.0,1115198000.0,1115198000.0,1115198000.0,1115198000.0,1127604000.0,1127604000.0,1127604000.0,1127604000.0,1206089000.0,1206089000.0,1206089000.0
AccountsPayableCurrent / USD,,,,,,,17791000.0,,,,27573000.0,,,,27344000.0,,,,17671000.0,,,,16802000.0,,,,31570000.0,,,,41009000.0,,,,49000000.0,,,,37508000.0,,,,32995000.0,,,,38588000.0,,,,49277000.0,,,,83225000.0,,,,63139000.0,,,
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262818000.0,1262818000.0,1334012000.0,1334012000.0,1334012000.0,1334012000.0,1251508000.0,1251508000.0,1251508000.0,1251508000.0,1371680000.0,1371680000.0,1371680000.0,1371680000.0,1565786000.0,1565786000.0,1565786000.0,1565786000.0,1610228000.0,1610228000.0,1610228000.0,1610228000.0,1704725000.0,1704725000.0,1704725000.0
AccountsReceivableNetCurrent / USD,317598000.0,317598000.0,317598000.0,364818000.0,364818000.0,364818000.0,364818000.0,421033000.0,421033000.0,421033000.0,421033000.0,463968000.0,463968000.0,463968000.0,463968000.0,490923000.0,490923000.0,490923000.0,490923000.0,552107000.0,552107000.0,552107000.0,552107000.0,580763000.0,580763000.0,580763000.0,580763000.0,643013000.0,643013000.0,643013000.0,643013000.0,1176843000.0,1176843000.0,1176843000.0,1176843000.0,1255118000.0,1255118000.0,1255118000.0,1255118000.0,1326012000.0,1326012000.0,1326012000.0,1326012000.0,1241508000.0,1241508000.0,1241508000.0,1241508000.0,1365180000.0,1365180000.0,1365180000.0,1365180000.0,1556786000.0,1556786000.0,1556786000.0,1556786000.0,1601228000.0,1601228000.0,1601228000.0,1601228000.0,1696225000.0,1696225000.0,1696225000.0
AccruedBonusesCurrent / USD,,,,,,,64620000.0,,,,62191000.0,,,,68776000.0,,,,75758000.0,,,,83000000.0,,,,90989000.0,,,,105549000.0,,,,162710000.0,,,,170719000.0,,,,192100000.0,,,,224763000.0,,,,243459000.0,,,,254675000.0,,,,279482000.0,,,
AccruedSalesCommissionCurrent / USD,,,,,,,41503000.0,,,,42328000.0,,,,49128000.0,,,,57078000.0,,,,64888000.0,,,,66054000.0,,,,68273000.0,,,,108969000.0,,,,126844000.0,,,,142499000.0,,,,130306000.0,,,,201397000.0,,,,168042000.0,,,,165898000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,154983000.0,,,,-161202000.0,,,,140331000.0,,,,149166000.0,,,,161618000.0,,,,165637000.0,,,,184519000.0,,,,210512000.0,,,,246697000.0,,,,291356000.0,,,,339603000.0,,,,381325000.0,,,,304330000.0,,,,354174000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,11322000.0,11322000.0,11322000.0,14638000.0,14638000.0,14638000.0,14638000.0,5793000.0,5793000.0,5793000.0,5793000.0,5968000.0,5968000.0,5968000.0,5968000.0,5968000.0,5968000.0,5968000.0,5968000.0,8345000.0,8345000.0,8345000.0,8345000.0,-44402000.0,-44402000.0,-44402000.0,-44402000.0,-49683000.0,-49683000.0,-49683000.0,-49683000.0,1508000.0,1508000.0,1508000.0,1508000.0,-39867000.0,-39867000.0,-39867000.0,-39867000.0,-77938000.0,-77938000.0,-77938000.0,-77938000.0,-99228000.0,-99228000.0,-99228000.0,-99228000.0,-81431000.0,-81431000.0,-81431000.0,-81431000.0,-101610000.0,-101610000.0,-101610000.0,-101610000.0,-76331000.0,-76331000.0,-76331000.0,-76331000.0,-88333000.0,-88333000.0,-88333000.0
AdditionalPaidInCapital / USD,590864000.0,590864000.0,590864000.0,611782000.0,611782000.0,611782000.0,611782000.0,646815000.0,646815000.0,646815000.0,646815000.0,679871000.0,679871000.0,679871000.0,679871000.0,718644000.0,718644000.0,718644000.0,718644000.0,764433000.0,764433000.0,764433000.0,764433000.0,818546000.0,818546000.0,818546000.0,818546000.0,863127000.0,863127000.0,863127000.0,863127000.0,1761383000.0,1761383000.0,1761383000.0,1761383000.0,1823710000.0,1823710000.0,1823710000.0,1823710000.0,1899273000.0,1899273000.0,1899273000.0,1899273000.0,1968930000.0,1968930000.0,1968930000.0,1968930000.0,2074896000.0,2074896000.0,2074896000.0,2074896000.0,2179604000.0,2179604000.0,2179604000.0,2179604000.0,2320289000.0,2320289000.0,2320289000.0,2320289000.0,2497130000.0,2497130000.0,2497130000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,20696000.0,,,,26066000.0,,,,32652000.0,,,,32834000.0,,,,34735000.0,,,,38845000.0,,,,38845000.0,,,,46149000.0,,,,46661000.0,30958000.0,45300000.0,56018000.0,78943000.0,31819000.0,31819000.0,31819000.0,66172000.0,25129000.0,25129000.0,25129000.0,69008000.0,36086000.0,36086000.0,36086000.0,62540000.0,32121000.0,32121000.0,32121000.0,98570000.0,45048000.0,45048000.0,45048000.0,90566000.0,50500000.0,50500000.0,50500000.0
