fact_unit,2010-01-12,2011-01-11,2011-04-12,2011-07-12,2011-10-25,2012-01-10,2012-04-09,2012-07-09,2012-10-29,2013-01-07,2013-04-08,2013-07-08,2013-10-28,2014-01-07,2014-04-07,2014-07-03,2014-07-22,2014-10-27,2015-01-09,2015-04-10,2015-07-10,2015-10-27,2016-01-08,2016-04-08,2016-07-06,2016-10-28,2017-01-09,2017-03-28,2017-06-30,2017-10-10,2017-10-26,2017-12-20,2018-03-23,2018-06-22,2018-10-15,2018-12-19,2019-03-21,2019-06-26,2019-10-17,2019-12-20,2020-03-26,2020-06-29,2020-10-19,2021-01-08,2021-04-01,2021-07-01,2021-10-08,2022-01-06,2022-03-30,2022-07-01,2022-10-07,2022-12-22,2023-03-29,2023-06-29,2023-10-06,2023-12-21,2024-03-21,2024-06-27,2024-10-04,2024-12-19,2025-03-21,2025-06-26,2025-10-03
AccountsPayableAndAccruedLiabilitiesCurrent / USD,1037000000.0,1509000000.0,1509000000.0,1509000000.0,1509000000.0,1830000000.0,1830000000.0,1830000000.0,1830000000.0,1641000000.0,1641000000.0,1641000000.0,1641000000.0,2115000000.0,2115000000.0,2115000000.0,1641000000.0,2115000000.0,2864000000.0,2864000000.0,2864000000.0,2864000000.0,2611000000.0,2611000000.0,2611000000.0,2611000000.0,3879000000.0,3879000000.0,3879000000.0,2611000000.0,3879000000.0,3664000000.0,3664000000.0,3664000000.0,3664000000.0,4374000000.0,4374000000.0,4374000000.0,4374000000.0,4626000000.0,4626000000.0,4626000000.0,4626000000.0,5817000000.0,5817000000.0,5817000000.0,5817000000.0,5325000000.0,5325000000.0,5325000000.0,5325000000.0,6090000000.0,6090000000.0,6090000000.0,6090000000.0,3958000000.0,3958000000.0,3958000000.0,3958000000.0,7299000000.0,7299000000.0,7299000000.0,7299000000.0
AccountsPayableOtherCurrent / USD,,119000000.0,119000000.0,119000000.0,119000000.0,168000000.0,168000000.0,161000000.0,161000000.0,237000000.0,237000000.0,237000000.0,237000000.0,239000000.0,239000000.0,239000000.0,237000000.0,239000000.0,281000000.0,281000000.0,281000000.0,281000000.0,270000000.0,270000000.0,270000000.0,255000000.0,309000000.0,309000000.0,309000000.0,255000000.0,309000000.0,350000000.0,350000000.0,350000000.0,350000000.0,201000000.0,201000000.0,201000000.0,201000000.0,163000000.0,163000000.0,163000000.0,163000000.0,166000000.0,166000000.0,166000000.0,166000000.0,346000000.0,346000000.0,346000000.0,346000000.0,481000000.0,481000000.0,481000000.0,481000000.0,380000000.0,380000000.0,380000000.0,380000000.0,313000000.0,313000000.0,313000000.0,313000000.0
AccountsPayableTradeCurrent / USD,,799000000.0,799000000.0,799000000.0,799000000.0,1187000000.0,1187000000.0,1187000000.0,1187000000.0,818000000.0,818000000.0,818000000.0,818000000.0,1048000000.0,1048000000.0,1048000000.0,818000000.0,1048000000.0,996000000.0,996000000.0,996000000.0,996000000.0,1020000000.0,1020000000.0,1020000000.0,1020000000.0,1186000000.0,1186000000.0,1186000000.0,1020000000.0,1186000000.0,1333000000.0,1333000000.0,1333000000.0,1333000000.0,1692000000.0,1692000000.0,1692000000.0,1692000000.0,1677000000.0,1677000000.0,1677000000.0,1677000000.0,2191000000.0,2191000000.0,2191000000.0,2191000000.0,1744000000.0,1744000000.0,1744000000.0,1744000000.0,2142000000.0,2142000000.0,2142000000.0,2142000000.0,1725000000.0,1725000000.0,1725000000.0,1725000000.0,2726000000.0,2726000000.0,2726000000.0,2726000000.0
AccountsReceivableNetCurrent / USD,,1238000000.0,1238000000.0,1238000000.0,1238000000.0,1105000000.0,1105000000.0,1105000000.0,1105000000.0,933000000.0,933000000.0,933000000.0,933000000.0,2069000000.0,2069000000.0,2069000000.0,933000000.0,2069000000.0,2524000000.0,2524000000.0,2524000000.0,2524000000.0,2188000000.0,2188000000.0,2188000000.0,2188000000.0,1765000000.0,1765000000.0,1765000000.0,2188000000.0,1765000000.0,3490000000.0,3490000000.0,3490000000.0,3490000000.0,5056000000.0,5056000000.0,5056000000.0,5056000000.0,2778000000.0,2778000000.0,2778000000.0,2778000000.0,3494000000.0,3494000000.0,3494000000.0,3494000000.0,4920000000.0,4920000000.0,4920000000.0,4920000000.0,4765000000.0,4765000000.0,4765000000.0,4765000000.0,2048000000.0,2048000000.0,2048000000.0,2048000000.0,5419000000.0,5419000000.0,5419000000.0,5419000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-4000000.0,11000000.0,11000000.0,11000000.0,11000000.0,132000000.0,132000000.0,132000000.0,132000000.0,80000000.0,80000000.0,80000000.0,80000000.0,63000000.0,63000000.0,63000000.0,80000000.0,63000000.0,56000000.0,56000000.0,56000000.0,56000000.0,13000000.0,13000000.0,13000000.0,13000000.0,-35000000.0,-35000000.0,-35000000.0,13000000.0,-35000000.0,29000000.0,29000000.0,29000000.0,29000000.0,10000000.0,10000000.0,10000000.0,10000000.0,9000000.0,9000000.0,9000000.0,9000000.0,71000000.0,71000000.0,71000000.0,71000000.0,2000000.0,2000000.0,2000000.0,2000000.0,-560000000.0,-560000000.0,-560000000.0,-560000000.0,-312000000.0,-312000000.0,-312000000.0,-312000000.0,-134000000.0,-134000000.0,-134000000.0,-134000000.0
AdditionalPaidInCapitalCommonStock / USD,7257000000.0,8446000000.0,8446000000.0,8446000000.0,8446000000.0,8610000000.0,8610000000.0,8610000000.0,8610000000.0,8920000000.0,8920000000.0,8920000000.0,8920000000.0,9187000000.0,9187000000.0,9187000000.0,8920000000.0,9187000000.0,7879000000.0,7879000000.0,7879000000.0,7868000000.0,7474000000.0,7474000000.0,7474000000.0,7474000000.0,7736000000.0,7736000000.0,7736000000.0,7474000000.0,7736000000.0,8287000000.0,8287000000.0,8287000000.0,8287000000.0,8201000000.0,8201000000.0,8201000000.0,8201000000.0,8214000000.0,8214000000.0,8214000000.0,8214000000.0,8917000000.0,8917000000.0,8917000000.0,8917000000.0,9453000000.0,9453000000.0,9453000000.0,9453000000.0,10197000000.0,10197000000.0,10197000000.0,10197000000.0,11036000000.0,11036000000.0,11036000000.0,11036000000.0,12115000000.0,12115000000.0,12115000000.0,12115000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121000000.0,121000000.0,121000000.0,127000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,44000000.0,,,,93000000.0,,,,76000000.0,,,,76000000.0,87000000.0,,,,91000000.0,,,,115000000.0,,,,115000000.0,168000000.0,,,,191000000.0,51000000.0,51000000.0,51000000.0,215000000.0,61000000.0,61000000.0,61000000.0,198000000.0,72000000.0,72000000.0,72000000.0,243000000.0,92000000.0,92000000.0,92000000.0,328000000.0,118000000.0,118000000.0,118000000.0,378000000.0,146000000.0,146000000.0,146000000.0,514000000.0,188000000.0,188000000.0,188000000.0,596000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151000000.0,215000000.0,61000000.0,118000000.0,176000000.0,198000000.0,72000000.0,157000000.0,239000000.0,243000000.0,92000000.0,204000000.0,302000000.0,328000000.0,111000000.0,231000000.0,366000000.0,395000000.0,126000000.0,259000000.0,407000000.0,496000000.0,182000000.0,391000000.0,608000000.0,557000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,96000000.0,22000000.0,44000000.0,67000000.0,79000000.0,20000000.0,41000000.0,62000000.0,79000000.0,88000000.0,23000000.0,54000000.0,88000000.0,83000000.0,30000000.0,60000000.0,89000000.0,110000000.0,31000000.0,60000000.0,90000000.0,110000000.0,117000000.0,,,,,,,,,,,,,,,,82000000.0,20000000.0,41000000.0,62000000.0,78000000.0,20000000.0,40000000.0,63000000.0,82000000.0,23000000.0,45000000.0,66000000.0,85000000.0,20000000.0,41000000.0,61000000.0,86000000.0
