fact_unit,2010-08-09,2010-11-09,2011-03-30,2011-05-10,2011-08-09,2011-11-09,2012-02-29,2012-05-10,2012-08-09,2012-11-09,2013-03-01,2013-05-10,2013-08-09,2013-11-07,2014-02-28,2014-05-07,2014-08-07,2014-11-05,2015-02-27,2015-05-07,2015-08-07,2015-11-05,2016-02-26,2016-05-06,2016-08-05,2016-11-04,2017-02-24,2017-05-05,2017-08-04,2017-11-03,2018-02-23,2018-04-27,2018-07-25,2018-10-26,2019-02-22,2019-04-19,2019-07-24,2019-10-25,2020-02-07,2020-04-24,2020-07-24,2020-10-23,2021-02-05,2021-04-23,2021-07-23,2021-10-22,2022-02-04,2022-04-29,2022-07-22,2022-10-21,2023-02-03,2023-04-21,2023-07-21,2023-10-20,2024-02-07,2024-04-19,2024-07-26,2024-10-25,2025-02-07,2025-04-25,2025-07-25,2025-10-24
AccountsPayableCurrent / USD,82695000.0,82695000.0,82695000.0,113505000.0,113505000.0,113505000.0,113505000.0,104113000.0,104113000.0,104113000.0,104113000.0,106498000.0,106498000.0,106498000.0,106498000.0,119194000.0,119194000.0,119194000.0,119194000.0,112721000.0,112721000.0,112721000.0,112721000.0,110408000.0,110408000.0,110408000.0,111000000.0,128000000.0,128000000.0,128000000.0,128000000.0,171000000.0,171000000.0,171000000.0,171000000.0,178000000.0,178000000.0,178000000.0,178000000.0,149000000.0,149000000.0,149000000.0,149000000.0,89000000.0,89000000.0,89000000.0,89000000.0,77000000.0,77000000.0,77000000.0,77000000.0,89000000.0,89000000.0,89000000.0,89000000.0,167000000.0,167000000.0,167000000.0,167000000.0,164000000.0,164000000.0,164000000.0
AccountsReceivableGrossCurrent / USD,,,580832000.0,,,,898775000.0,,,,1611883000.0,,,,2310942000.0,,,,2391837000.0,,,,2184057000.0,,,,1904000000.0,,,,1352000000.0,,,,1057000000.0,,,,1050000000.0,1126000000.0,1126000000.0,1126000000.0,1126000000.0,507000000.0,507000000.0,507000000.0,507000000.0,434000000.0,434000000.0,434000000.0,434000000.0,484000000.0,484000000.0,484000000.0,484000000.0,685000000.0,685000000.0,685000000.0,685000000.0,603000000.0,603000000.0,603000000.0
AccountsReceivableNetCurrent / USD,460766000.0,460766000.0,460766000.0,716919000.0,716919000.0,,,,,,,,,,,,,,1762110000.0,1510772000.0,1510772000.0,1510772000.0,1510772000.0,1267848000.0,1267848000.0,1267848000.0,1268000000.0,776000000.0,776000000.0,776000000.0,776000000.0,615000000.0,615000000.0,615000000.0,615000000.0,726000000.0,726000000.0,726000000.0,726000000.0,844000000.0,844000000.0,844000000.0,844000000.0,252000000.0,252000000.0,252000000.0,252000000.0,202000000.0,202000000.0,202000000.0,202000000.0,267000000.0,267000000.0,267000000.0,267000000.0,484000000.0,484000000.0,484000000.0,484000000.0,417000000.0,417000000.0,417000000.0
AccruedIncomeTaxesCurrent / USD,0.0,8051000.0,0.0,0.0,0.0,0.0,0.0,108060000.0,108060000.0,108060000.0,108060000.0,164126000.0,164126000.0,164126000.0,164126000.0,176678000.0,176678000.0,176678000.0,176678000.0,224201000.0,224201000.0,224201000.0,224201000.0,198056000.0,198056000.0,198056000.0,198000000.0,192000000.0,192000000.0,192000000.0,192000000.0,261000000.0,261000000.0,261000000.0,261000000.0,244000000.0,244000000.0,244000000.0,244000000.0,275000000.0,275000000.0,275000000.0,275000000.0,87000000.0,87000000.0,87000000.0,87000000.0,32000000.0,32000000.0,32000000.0,32000000.0,135000000.0,135000000.0,135000000.0,135000000.0,261000000.0,261000000.0,261000000.0,261000000.0,229000000.0,229000000.0,229000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,1655625000.0,2331872000.0,2331872000.0,2331872000.0,2331872000.0,3092157000.0,3092157000.0,3092157000.0,3092157000.0,3956089000.0,3956089000.0,3956089000.0,3956089000.0,4861001000.0,4861001000.0,4861001000.0,4861001000.0,5683269000.0,5683269000.0,5683269000.0,5683269000.0,6505543000.0,6505543000.0,6505543000.0,6505000000.0,7469000000.0,7469000000.0,7469000000.0,7469000000.0,8492000000.0,8492000000.0,8492000000.0,8492000000.0,,,,9255000000.0,,,,10015000000.0,,,,8630000000.0,,,,9438000000.0,,,,10253000000.0,,,,11207000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000000.0,29000000.0,-22000000.0,-22000000.0,-22000000.0,-22000000.0,-7000000.0,-7000000.0,-7000000.0,-7000000.0,27000000.0,27000000.0,27000000.0,27000000.0,-58000000.0,-58000000.0,-58000000.0
AdditionalPaidInCapital / USD,5114851000.0,5114851000.0,5114851000.0,5444705000.0,5444705000.0,5444705000.0,5444705000.0,5610160000.0,5610160000.0,5610160000.0,5610160000.0,6237488000.0,6237488000.0,6237488000.0,6237488000.0,6348065000.0,6348065000.0,6348065000.0,6348065000.0,6428762000.0,6428762000.0,6428762000.0,6428762000.0,6484843000.0,6484843000.0,6484843000.0,6485000000.0,6516000000.0,6516000000.0,6516000000.0,6516000000.0,6580000000.0,6580000000.0,6580000000.0,6580000000.0,6680000000.0,6680000000.0,6680000000.0,6680000000.0,6569000000.0,6569000000.0,6569000000.0,6569000000.0,6611000000.0,6611000000.0,6611000000.0,6611000000.0,6646000000.0,6646000000.0,6646000000.0,6646000000.0,6684000000.0,6684000000.0,6684000000.0,6684000000.0,6481000000.0,6481000000.0,6481000000.0,6481000000.0,6245000000.0,6245000000.0,6245000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,4000000.0,4000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,22528000.0,35475000.0,59643000.0,15823000.0,30460000.0,44739000.0,49054000.0,20839000.0,34305000.0,47934000.0,60818000.0,19384000.0,33162000.0,50639000.0,63290000.0,14889000.0,26872000.0,40295000.0,66366000.0,17092000.0,27298000.0,39039000.0,54318000.0,12373000.0,28713000.0,38243000.0,49000000.0,13000000.0,21000000.0,28000000.0,47000000.0,10000000.0,18000000.0,26000000.0,34000000.0,9000000.0,16000000.0,23000000.0,34000000.0,9000000.0,18000000.0,27000000.0,30000000.0,7000000.0,13000000.0,18000000.0,35000000.0,4000000.0,9000000.0,15000000.0,23000000.0,10000000.0,21000000.0,31000000.0,22000000.0,11000000.0,23000000.0,34000000.0,41000000.0,15000000.0,29000000.0,43000000.0
AdvertisingExpense / USD,,,48200000.0,,,,56700000.0,,,,54300000.0,,,,51200000.0,,,,97800000.0,,,,117800000.0,,,,140000000.0,,,,124000000.0,,,,121000000.0,,,,129000000.0,,,,132000000.0,,,,112000000.0,,,,26000000.0,,,,31000000.0,,,,29000000.0,,,
