fact_unit,2010-08-05,2010-11-04,2011-02-24,2011-05-05,2011-08-08,2011-11-04,2012-02-29,2012-05-08,2012-08-02,2012-11-09,2013-03-01,2013-05-03,2013-08-02,2013-11-01,2014-02-28,2014-05-01,2014-07-31,2014-10-30,2015-02-26,2015-05-01,2015-07-30,2015-10-29,2016-02-25,2016-05-05,2016-08-04,2016-11-08,2017-02-28,2017-05-04,2017-08-03,2017-11-02,2018-02-28,2018-05-03,2018-08-02,2018-11-01,2019-02-28,2019-05-02,2019-08-01,2019-10-31,2020-02-28,2020-05-05,2020-07-31,2020-10-30,2021-02-26,2021-05-05,2021-08-04,2021-11-02,2022-02-25,2022-05-05,2022-08-04,2022-11-04,2023-02-27,2023-05-05,2023-08-04,2023-11-03,2024-02-28,2024-05-03,2024-08-02,2024-11-05,2025-02-28,2025-05-08,2025-08-06,2025-11-05
AccountsPayableCurrent / USD,6122000.0,6122000.0,6122000.0,7768000.0,7768000.0,7768000.0,7768000.0,19265000.0,19265000.0,19265000.0,19265000.0,19549000.0,19549000.0,19549000.0,19549000.0,17718000.0,17718000.0,17718000.0,17718000.0,23247000.0,23247000.0,23247000.0,23247000.0,34354000.0,34354000.0,34354000.0,34354000.0,28596000.0,28596000.0,28596000.0,28596000.0,36776000.0,36776000.0,36776000.0,36776000.0,64256000.0,64256000.0,64256000.0,64256000.0,87250000.0,87250000.0,87250000.0,87250000.0,142132000.0,142132000.0,142132000.0,142132000.0,163886000.0,163886000.0,163886000.0,163886000.0,127870000.0,127870000.0,127870000.0,127870000.0,113125000.0,113125000.0,113125000.0,113125000.0,108693000.0,108693000.0,108693000.0
AccountsReceivableNetCurrent / USD,54537000.0,54537000.0,54537000.0,65430000.0,65430000.0,65430000.0,65430000.0,91537000.0,91537000.0,91537000.0,91537000.0,98992000.0,98992000.0,98992000.0,98992000.0,113250000.0,113250000.0,113250000.0,113250000.0,129751000.0,129751000.0,129751000.0,129751000.0,158550000.0,158550000.0,158550000.0,158550000.0,247415000.0,247415000.0,247415000.0,247415000.0,324189000.0,324189000.0,324189000.0,324189000.0,439009000.0,439009000.0,439009000.0,439009000.0,550291000.0,550291000.0,550291000.0,550291000.0,657704000.0,657704000.0,657704000.0,657704000.0,897198000.0,897198000.0,897198000.0,897198000.0,859685000.0,859685000.0,859685000.0,859685000.0,903424000.0,903424000.0,903424000.0,903424000.0,995685000.0,995685000.0,995685000.0
AccountsReceivableSale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22900000.0,37000000.0,8000000.0,16200000.0,40400000.0,37000000.0,8000000.0,16200000.0,40400000.0,51200000.0,14600000.0,25900000.0,34200000.0
AccruedIncomeTaxesCurrent / USD,,,,,1936000.0,1936000.0,1936000.0,426000.0,426000.0,426000.0,426000.0,572000.0,572000.0,572000.0,572000.0,1205000.0,1205000.0,1205000.0,1205000.0,2027000.0,2027000.0,2027000.0,2027000.0,2646000.0,2646000.0,2646000.0,2646000.0,4210000.0,4210000.0,4210000.0,4210000.0,12405000.0,12405000.0,12405000.0,12405000.0,5752000.0,5752000.0,5752000.0,5752000.0,,,14130000.0,14130000.0,30130000.0,,30130000.0,30130000.0,33838000.0,,,33838000.0,74323000.0,74323000.0,74323000.0,74323000.0,38103000.0,38103000.0,38103000.0,38103000.0,48808000.0,48808000.0,48808000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102794000.0,102794000.0,102794000.0,105748000.0,105748000.0,105748000.0,105748000.0,118072000.0,118072000.0,118072000.0,118072000.0,124393000.0,124393000.0,124393000.0,124393000.0,116744000.0,116744000.0,116744000.0,116744000.0,96466000.0,96466000.0,96466000.0
AccruedLiabilitiesCurrent / USD,42822000.0,42822000.0,42822000.0,51358000.0,51358000.0,51358000.0,51358000.0,76600000.0,76600000.0,76600000.0,76600000.0,74247000.0,74247000.0,74247000.0,74247000.0,80345000.0,80345000.0,80345000.0,80345000.0,87880000.0,87880000.0,87880000.0,87880000.0,107765000.0,107765000.0,107765000.0,107765000.0,134332000.0,134332000.0,134332000.0,134332000.0,195562000.0,195562000.0,195562000.0,195562000.0,234679000.0,234679000.0,234679000.0,234679000.0,319958000.0,319958000.0,319958000.0,319958000.0,405582000.0,405582000.0,405582000.0,405582000.0,607315000.0,607315000.0,607315000.0,607315000.0,454374000.0,454374000.0,454374000.0,454374000.0,525780000.0,525780000.0,525780000.0,525780000.0,598188000.0,598188000.0,598188000.0
AccruedMarketingCostsCurrent / USD,,,,,3826000.0,3826000.0,3826000.0,8358000.0,8358000.0,8358000.0,8358000.0,8333000.0,8333000.0,8333000.0,8333000.0,10100000.0,10100000.0,10100000.0,10100000.0,11110000.0,11110000.0,11110000.0,11110000.0,8486000.0,8486000.0,8486000.0,8486000.0,10342000.0,10342000.0,10342000.0,10342000.0,11209000.0,11209000.0,11209000.0,11209000.0,5668000.0,5668000.0,5668000.0,5668000.0,,,,,,34488000.0,34488000.0,34488000.0,41387000.0,41387000.0,41387000.0,41387000.0,36407000.0,36407000.0,36407000.0,36407000.0,34035000.0,34035000.0,34035000.0,34035000.0,37617000.0,37617000.0,37617000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,67774000.0,,,,75467000.0,,,,85935000.0,,,,105506000.0,,,,107802000.0,,,,118037000.0,,,,135714000.0,,,,135808000.0,,,,171727000.0,,,,229516000.0,,,,301252000.0,,,,359101000.0,,,,449726000.0,,,,550762000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,455000.0,455000.0,455000.0,134000.0,134000.0,134000.0,134000.0,46000.0,46000.0,46000.0,46000.0,203000.0,203000.0,203000.0,203000.0,294000.0,294000.0,294000.0,294000.0,-140000.0,-140000.0,-140000.0,-140000.0,-980000.0,-980000.0,-980000.0,-980000.0,-938000.0,-938000.0,-938000.0,-938000.0,571000.0,571000.0,571000.0,571000.0,-2774000.0,-2774000.0,-2774000.0,-2774000.0,-688000.0,-688000.0,-688000.0,-688000.0,43501000.0,43501000.0,43501000.0,43501000.0,4326000.0,4326000.0,4326000.0,4326000.0,-10284000.0,-10284000.0,-10284000.0,-10284000.0,21168000.0,21168000.0,21168000.0,21168000.0,5978000.0,5978000.0,5978000.0
AdditionalPaidInCapital / USD,525073000.0,525073000.0,525073000.0,555851000.0,555851000.0,555851000.0,555851000.0,607240000.0,607240000.0,565946000.0,607240000.0,670732000.0,670732000.0,670732000.0,670732000.0,729578000.0,729578000.0,729578000.0,729578000.0,783410000.0,783410000.0,783410000.0,783410000.0,821507000.0,821507000.0,821507000.0,821507000.0,864871000.0,864871000.0,864871000.0,864871000.0,886435000.0,886435000.0,886435000.0,886435000.0,877514000.0,877514000.0,877514000.0,877514000.0,906937000.0,906937000.0,906937000.0,906937000.0,974556000.0,974556000.0,974556000.0,974556000.0,999006000.0,999006000.0,999006000.0,999006000.0,1044946000.0,1044946000.0,1044946000.0,1044946000.0,1162140000.0,1162140000.0,1162140000.0,1162140000.0,1362234000.0,1362234000.0,1362234000.0
