fact_unit,2009-08-06,2009-11-05,2010-02-25,2010-05-06,2010-08-05,2010-09-14,2010-11-04,2011-02-24,2011-05-05,2011-05-23,2011-08-05,2011-11-04,2011-11-10,2012-02-24,2012-05-03,2012-06-13,2012-08-02,2012-11-01,2013-02-21,2013-05-09,2013-06-17,2013-08-08,2013-11-07,2014-02-27,2014-05-08,2014-08-07,2014-11-06,2015-02-26,2015-05-06,2015-08-06,2015-11-05,2016-02-25,2016-05-05,2016-08-04,2016-11-02,2017-02-23,2017-05-04,2017-08-04,2017-11-01,2018-02-22,2018-05-03,2018-08-02,2018-10-30,2019-02-21,2019-05-06,2019-08-02,2019-10-30,2020-02-20,2020-05-07,2020-08-03,2020-10-30,2021-02-18,2021-04-30,2021-07-30,2021-10-29,2022-02-17,2022-04-29,2022-07-29,2022-10-28,2023-02-16,2023-04-28,2023-08-02,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-11-04,2025-02-13,2025-04-30,2025-08-06,2025-10-30
DividendsPreferredStock / USD,,,,,,,,,,,7238000.0,10855000.0,,14479000.0,3466000.0,14479000.0,6933000.0,10399000.0,14368000.0,3466000.0,14368000.0,6933000.0,9319000.0,13865000.0,1036000.0,2072000.0,3109000.0,10355000.0,1036000.0,2072000.0,3109000.0,4145000.0,891000.0,1724000.0,2557000.0,4145000.0,773000.0,1545000.0,2318000.0,3357000.0,773000.0,1546000.0,2318000.0,3091000.0,773000.0,1545000.0,2318000.0,3091000.0,773000.0,1545000.0,2318000.0,3090000.0,773000.0,1545000.0,2318000.0,3090000.0,773000.0,1545000.0,2318000.0,3090000.0,772000.0,1545000.0,2318000.0,3090000.0,772000.0,1545000.0,2318000.0,3090000.0,547000.0,902000.0,1258000.0
EarningsPerShareBasic / USD/shares,0.97,1.61,3.4,0.28,0.64,3.4,1.121,1.46,0.18,1.46,0.207,0.3,1.46,1.271,0.423,1.271,2.302,2.651,0.952,0.475,0.952,0.807,1.534,2.984,3.012,3.844,4.871,2.729,0.217,0.53,1.14,5.16,0.49,1.28,1.82,1.74,9.84,10.43,11.0,2.37,0.39,0.92,1.3,11.75,0.57,0.88,1.46,1.64,0.28,1.11,1.83,1.78,0.83,1.53,1.77,2.61,0.15,1.0,2.15,2.45,0.19,0.78,1.64,3.56,0.56,0.92,1.38,2.06,0.78,1.24,1.62
EarningsPerShareDiluted / USD/shares,0.96,1.59,3.4,0.28,0.64,3.4,1.12,1.46,0.18,1.46,0.207,0.3,1.46,1.271,0.423,1.271,2.302,2.619,0.952,0.475,0.952,0.807,1.519,2.984,3.012,3.844,4.871,2.705,0.216,0.52,1.13,5.16,0.49,1.27,1.8,1.73,9.76,10.36,10.92,2.36,0.39,0.92,1.29,11.68,0.57,0.88,1.46,1.63,0.28,1.11,1.82,1.77,0.83,1.53,1.77,2.6,0.15,1.0,2.14,2.45,0.19,0.78,1.63,3.54,0.56,0.92,1.38,2.05,0.77,1.24,1.62
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,,,,,2094000.0,,2094000.0,,,2094000.0,1961000.0,,1961000.0,,,2141000.0,,2141000.0,,,2305000.0,,,,2128000.0,,,,2545000.0,,,,2538000.0,,,,2948000.0,,,,2726000.0,,,,1076000.0,,,,1218000.0,,,,1450000.0,,,,1527000.0,,,,1430000.0,,,,1510000.0,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,,,,,,19500000.0,,19500000.0,,,19500000.0,22800000.0,,22800000.0,,,18600000.0,,18600000.0,,,16500000.0,,,,13500000.0,,,,10600000.0,,,,8600000.0,,,,7300000.0,,,,7500000.0,,,,8900000.0,,,,10500000.0,,,,8600000.0,,,,9500000.0,,,,10700000.0,,,,11000000.0,,,
EntityCommonStockSharesOutstanding / shares,273975692.0,276144161.0,281884878.0,282941881.0,283455452.0,281884878.0,284447059.0,293981029.0,294649817.0,0.0,296488137.0,296628624.0,0.0,300240671.0,300624108.0,300240671.0,301014635.0,302737573.0,325462816.0,360102114.0,,360334578.0,360410752.0,361079202.0,361203075.0,361742672.0,362363189.0,363798297.0,363988765.0,364082263.0,364261854.0,365141603.0,365502137.0,365556105.0,365662885.0,367097667.0,367154964.0,367313257.0,367484786.0,368169571.0,368213717.0,368281975.0,368440623.0,369933743.0,370535630.0,370852718.0,371354411.0,371978449.0,372125616.0,372210138.0,372253249.0,372663215.0,374005379.0,374457337.0,375016222.0,375917242.0,376041849.0,376118260.0,377918920.0,378602684.0,378904669.0,379032411.0,379724934.0,379553591.0,378971999.0,379135883.0,379429476.0,379705225.0,379943670.0,381898057.0,380474721.0
EntityPublicFloat / USD,10000000000.0,,5900000000.0,,,5900000000.0,5900000000.0,11400000000.0,11400000000.0,5900000000.0,11400000000.0,11400000000.0,5900000000.0,17400000000.0,,17400000000.0,,,18400000000.0,,,,,20500000000.0,,,,22300000000.0,,,,25200000000.0,,,,24800000000.0,,,,23800000000.0,,,,23100000000.0,,,,27900000000.0,,,,21700000000.0,,,,28500000000.0,,,,26800000000.0,,,,25000000000.0,,,,26300000000.0,,,
EquityMethodInvestmentDividendsOrDistributions / USD,49000.0,71000.0,102000.0,59000.0,82000.0,102000.0,129000.0,116000.0,61000.0,116000.0,61000.0,61000.0,116000.0,153000.0,41000.0,153000.0,42000.0,318000.0,61000.0,89000.0,61000.0,240000.0,454000.0,319000.0,257000.0,588000.0,1519000.0,575000.0,914000.0,2390000.0,4557000.0,2481000.0,516000.0,2193000.0,3564000.0,5570000.0,655000.0,1482000.0,2165000.0,4741000.0,648000.0,1345000.0,2031000.0,2863000.0,615000.0,1188000.0,1885000.0,2632000.0,693000.0,2387000.0,2486000.0,2492000.0,100000.0,100000.0,100000.0,2621000.0,79000.0,164000.0,251000.0,100000.0,79000.0,164000.0,251000.0,56000.0,151000.0,290000.0,436000.0,398000.0,159000.0,281000.0,446000.0
EquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58254000.0,58254000.0,58254000.0,58349000.0,58349000.0,58349000.0,58349000.0,52238000.0,52238000.0,52238000.0,52238000.0,52782000.0,52782000.0,52782000.0,52782000.0,127448000.0,127448000.0,127448000.0,127448000.0,279024000.0,279024000.0,279024000.0,279024000.0,282049000.0,282049000.0,282049000.0,282049000.0,386531000.0,386531000.0,386531000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentAnnualAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,13500000.0,7100000.0,5700000.0,19900000.0,13500000.0,,,25400000.0
FinanceLeaseInterestExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000.0,225000.0,,,,225000.0,,,,1464000.0,,,,1464000.0,,,,1464000.0,,,,1904000.0,,,
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,68143000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36941000.0,36800000.0,,,,36233000.0,,,,102119000.0,,,,99656000.0,,,,96994000.0,,,,94114000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33850000.0,,,,33224000.0,,,,88209000.0,,,,85238000.0,,,,82253000.0,,,,79256000.0,,,
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567000.0,,,,578000.0,,,,2463000.0,,,,2662000.0,,,,2881000.0,,,,2946000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601000.0,614000.0,,,,626000.0,,,,2959000.0,,,,2971000.0,,,,2984000.0,,,,2998000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000.0,601000.0,,,,614000.0,,,,2946000.0,,,,2959000.0,,,,2971000.0,,,,2984000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578000.0,590000.0,,,,601000.0,,,,2880000.0,,,,2946000.0,,,,2959000.0,,,,2971000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567000.0,578000.0,,,,590000.0,,,,2662000.0,,,,2880000.0,,,,2946000.0,,,,2959000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26986000.0,,,
FinanceLeasePrincipalPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34734000.0,,,,1898000.0,,,,1898000.0,,,,2463000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94091000.0,,,
FinanceLeaseRightOfUseAssetAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391000.0,,,,1391000.0,,,,1391000.0,,,,1391000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,0.03,,,,0.03,,,,0.03,,,,0.028,,,,0.028,,,
FiniteLivedIntangibleAssetAcquiredInPlaceLeases / USD,,,,,,,,,,,,,,,,,,,,,,,,,,502218000.0,502218000.0,,511891000.0,511891000.0,511891000.0,511891000.0,483160000.0,483160000.0,483160000.0,483160000.0,470849000.0,470849000.0,470849000.0,470849000.0,476359000.0,476359000.0,476359000.0,476359000.0,481045000.0,481045000.0,481045000.0,481045000.0,497957000.0,497957000.0,497957000.0,497957000.0,486137000.0,486137000.0,486137000.0,486137000.0,518324000.0,518324000.0,518324000.0,518324000.0,510816000.0,510816000.0,510816000.0,510816000.0,519394000.0,519394000.0,519394000.0,519394000.0,563138000.0,563138000.0,563138000.0
FixturesAndEquipmentGross / USD,,,,,,,,,,,,,,1231391000.0,1292124000.0,1231391000.0,1292124000.0,1292124000.0,1292124000.0,1343765000.0,1292124000.0,1343765000.0,1343765000.0,1343765000.0,1214220000.0,1214220000.0,1214220000.0,1214220000.0,1365276000.0,1365276000.0,1365276000.0,1365276000.0,1207098000.0,1207098000.0,1207098000.0,1207098000.0,1346300000.0,1346300000.0,1346300000.0,1346300000.0,1548961000.0,1548961000.0,1548961000.0,1548961000.0,1722231000.0,1722231000.0,1722231000.0,1722231000.0,1916458000.0,1916458000.0,1916458000.0,1916458000.0,1970033000.0,1970033000.0,1970033000.0,1970033000.0,2220203000.0,2220203000.0,2220203000.0,2220203000.0,2352050000.0,2352050000.0,2352050000.0,2352050000.0,2609600000.0,2609600000.0,2609600000.0,2609600000.0,2840691000.0,2840691000.0,2840691000.0
GainLossOnSaleOfInvestments / USD,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-830000.0,,21000.0,57000.0,-57000.0,4203000.0,0.0,387000.0,387000.0,57000.0,556000.0,55156000.0,58416000.0,526000.0,,,,58409000.0,,,,,,,,,,23432000.0,23432000.0,23432000.0,-133000.0,23432000.0,23432000.0,23432000.0,2066000.0,2064000.0,2061000.0,23432000.0,-87000.0,-87000.0,1511000.0,2061000.0,-40000.0,-1316000.0,-1316000.0
GainsLossesOnSalesOfInvestmentRealEstate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,14903000.0,128544000.0,0.0,79951000.0,228753000.0,295692000.0,212685000.0,3723479000.0,3780835000.0,3870871000.0,335134000.0,36707000.0,124433000.0,141761000.0,4044055000.0,142213000.0,142162000.0,256834000.0,157057000.0,-21000.0,138835000.0,269400000.0,256810000.0,207977000.0,352243000.0,352218000.0,447637000.0,-43000.0,223695000.0,587623000.0,531807000.0,-102000.0,107795000.0,304346000.0,1072183000.0,100209000.0,100122000.0,127034000.0,304325000.0,188185000.0,227994000.0,227829000.0
GeneralAndAdministrativeExpense / USD,24191000.0,34040000.0,46767000.0,10394000.0,20595000.0,46767000.0,30476000.0,44951000.0,10721000.0,44951000.0,20808000.0,31029000.0,44945000.0,38985000.0,11433000.0,38985000.0,22341000.0,32462000.0,39881000.0,13688000.0,39881000.0,27079000.0,37162000.0,43604000.0,16495000.0,32580000.0,47017000.0,47233000.0,17576000.0,31328000.0,41296000.0,62179000.0,19762000.0,35421000.0,50618000.0,50679000.0,16717000.0,35013000.0,47408000.0,64664000.0,14173000.0,27799000.0,40366000.0,57840000.0,16278000.0,28780000.0,41420000.0,52224000.0,15381000.0,29710000.0,41127000.0,53813000.0,14518000.0,26353000.0,37212000.0,52757000.0,15383000.0,30061000.0,43102000.0,48305000.0,17238000.0,33661000.0,47033000.0,56506000.0,16165000.0,35041000.0,49135000.0,58710000.0,15720000.0,34351000.0,48902000.0
IncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,,,,-1725000.0,-2042000.0,,-3969000.0,-543000.0,-4273000.0,-43000.0,1018000.0,-5419000.0,-752000.0,-8250000.0,-1139000.0,2128000.0,-3880000.0,-6836000.0,-9078000.0,-9517000.0,6417000.0,3053000.0,7475000.0,16216000.0,-6834000.0,7053000.0,18403000.0,26178000.0,24771000.0,143315000.0,,,34226000.0,5411000.0,12765000.0,17931000.0,171491000.0,8059000.0,12358000.0,20517000.0,22604000.0,3919000.0,15429000.0,25339000.0,24939000.0,11535000.0,21248000.0,24624000.0,36034000.0,2143000.0,13056000.0,27903000.0,34010000.0,2394000.0,10027000.0,21024000.0,45900000.0,7059000.0,11613000.0,17174000.0,26310000.0,8275000.0,13278000.0,17290000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,59397000.0,73688000.0,14250000.0,11648000.0,26136000.0,6344000.0,31699000.0,-40520000.0,-9262000.0,-50047000.0,-33794000.0,-58589000.0,-103151000.0,-62865000.0,-8729000.0,-68378000.0,1425000.0,30173000.0,-128788000.0,-13256000.0,-189836000.0,-17797000.0,62708000.0,-76452000.0,-118568000.0,-183093000.0,-190420000.0,160826000.0,83359000.0,193104000.0,311099000.0,-121076000.0,107199000.0,244761000.0,384567000.0,448485000.0,-1759000.0,170463000.0,286312000.0,558380000.0,95376000.0,212735000.0,340229000.0,416612000.0,221738000.0,340458000.0,565569000.0,613062000.0,110201000.0,362804000.0,640168000.0,688750000.0,333881000.0,606591000.0,702464000.0,939438000.0,62123000.0,390666000.0,839438000.0,932403000.0,75341000.0,309478000.0,645822000.0,1401022000.0,221751000.0,368172000.0,550958000.0,812926000.0,307034000.0,492594000.0,642894000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,,70787000.0,21053000.0,12090000.0,24287000.0,13147000.0,33201000.0,-40054000.0,-9407000.0,-49581000.0,-29153000.0,-32667000.0,-102641000.0,-57707000.0,-8913000.0,-63220000.0,5256000.0,33721000.0,-103108000.0,-13426000.0,-164135000.0,-18177000.0,62103000.0,-72941000.0,-165339000.0,-223850000.0,-237315000.0,160298000.0,81680000.0,198890000.0,430142000.0,-168174000.0,190069000.0,488573000.0,693948000.0,657101000.0,3731988000.0,3960353000.0,4177599000.0,907621000.0,149941000.0,354101000.0,498297000.0,4479586000.0,220548000.0,338958000.0,562804000.0,628381000.0,109257000.0,430556000.0,708402000.0,685192000.0,332671000.0,604152000.0,699517000.0,1009708000.0,60364000.0,388404000.0,835736000.0,962501000.0,73798000.0,306476000.0,641641000.0,1396714000.0,220071000.0,364933000.0,546219000.0,806995000.0,305032000.0,488587000.0,637104000.0
IncomeLossFromEquityMethodInvestments / USD,-190000.0,60000.0,332000.0,-195000.0,-2221000.0,332000.0,-2372000.0,-107000.0,-464000.0,-107000.0,-923000.0,-735000.0,-107000.0,-2815000.0,,-2815000.0,,0.0,-735000.0,0.0,-735000.0,0.0,-3000.0,0.0,-46366000.0,-54540000.0,-57749000.0,-14000.0,-1409000.0,-9025000.0,-10201000.0,-58156000.0,2963000.0,15429000.0,14388000.0,-7952000.0,-1104000.0,-1904000.0,5846000.0,15025000.0,-1073000.0,-1755000.0,-2153000.0,4801000.0,-977000.0,-2008000.0,-2993000.0,-3370000.0,-707000.0,68058000.0,66906000.0,-3667000.0,-1157000.0,-2199000.0,-2445000.0,65945000.0,-1611000.0,-1872000.0,-3028000.0,-3284000.0,-1261000.0,-2429000.0,-3456000.0,-3398000.0,-1382000.0,-2605000.0,-3847000.0,-5031000.0,-1698000.0,-3372000.0,-4865000.0
IncomeTaxExpenseBenefit / USD,4622000.0,5937000.0,2518000.0,2128000.0,2387000.0,2518000.0,-2844000.0,-5279000.0,-159000.0,-5279000.0,-7000.0,283000.0,-5235000.0,2716000.0,184000.0,2716000.0,386000.0,669000.0,291000.0,170000.0,270000.0,380000.0,602000.0,706000.0,405000.0,833000.0,1325000.0,514000.0,240000.0,886000.0,1146000.0,1169000.0,43000.0,369000.0,698000.0,1394000.0,350000.0,763000.0,1189000.0,917000.0,262000.0,482000.0,710000.0,1613000.0,213000.0,487000.0,767000.0,478000.0,238000.0,484000.0,749000.0,878000.0,53000.0,240000.0,502000.0,-2281000.0,153000.0,395000.0,679000.0,852000.0,282000.0,573000.0,725000.0,915000.0,298000.0,634000.0,892000.0,900000.0,304000.0,635000.0,925000.0
IncomeTaxesPaidNet / USD,2240000.0,2302000.0,-1587000.0,564000.0,3343000.0,-1587000.0,4047000.0,-1252000.0,-1850000.0,-1252000.0,-2940000.0,-2892000.0,-1252000.0,3968000.0,341000.0,3968000.0,628000.0,607000.0,-2740000.0,560000.0,-2740000.0,454000.0,573000.0,645000.0,483000.0,1028000.0,1064000.0,673000.0,596000.0,843000.0,866000.0,1152000.0,718000.0,895000.0,1052000.0,1517000.0,524000.0,1166000.0,1333000.0,1264000.0,468000.0,624000.0,964000.0,1494000.0,462000.0,644000.0,934000.0,640000.0,531000.0,754000.0,918000.0,853000.0,266000.0,428000.0,-1092000.0,-585000.0,752000.0,888000.0,1040000.0,-1038000.0,350000.0,687000.0,728000.0,1179000.0,348000.0,911000.0,1035000.0,748000.0,410000.0,877000.0,1097000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,37702000.0,66078000.0,-9760000.0,19026000.0,14315000.0,-9760000.0,35555000.0,-821000.0,39148000.0,-821000.0,31360000.0,66070000.0,-821000.0,-34524000.0,44531000.0,-34524000.0,35165000.0,60608000.0,-5454000.0,41616000.0,-5454000.0,35794000.0,67479000.0,332000.0,47498000.0,25956000.0,65001000.0,-2102000.0,55263000.0,38951000.0,76331000.0,6229000.0,45450000.0,22350000.0,63385000.0,17797000.0,32964000.0,7837000.0,41371000.0,-1667000.0,42472000.0,24503000.0,62635000.0,-6061000.0,48997000.0,25396000.0,58756000.0,11532000.0,63789000.0,22435000.0,57822000.0,-1862000.0,62573000.0,5954000.0,54418000.0,5116000.0,59116000.0,6514000.0,69170000.0,470000.0,54553000.0,22615000.0,76274000.0,15381000.0,45357000.0,25424000.0,71334000.0,-266000.0,54289000.0,18780000.0,71360000.0
IncreaseDecreaseInInterestPayableNet / USD,-7732000.0,-45145000.0,33545000.0,-38578000.0,-6280000.0,33545000.0,-40876000.0,-10871000.0,-32954000.0,-10871000.0,-5358000.0,-31257000.0,-10871000.0,-11997000.0,-26659000.0,-11997000.0,-6047000.0,-28736000.0,-4000000.0,-8632000.0,-4000000.0,-5426000.0,-9252000.0,-10510000.0,1039000.0,-1396000.0,-2175000.0,-11898000.0,-169000.0,80000.0,8163000.0,-9219000.0,-4870000.0,-2409000.0,-3457000.0,11231000.0,-15817000.0,-27046000.0,-15780000.0,-4319000.0,13437000.0,-12123000.0,11865000.0,-24275000.0,11718000.0,5306000.0,11097000.0,-2911000.0,11406000.0,1536000.0,11125000.0,4587000.0,-927000.0,737000.0,-1183000.0,4230000.0,-10407000.0,-82000.0,-9119000.0,-956000.0,-12634000.0,-473000.0,-19858000.0,3614000.0,-16534000.0,-72000.0,-18791000.0,-3200000.0,-16526000.0,-131000.0,-15083000.0
IncreaseDecreaseInOtherOperatingAssets / USD,13287000.0,16122000.0,4873000.0,-6763000.0,2656000.0,4873000.0,-4353000.0,1488000.0,-1798000.0,1488000.0,16079000.0,6385000.0,1488000.0,-11768000.0,-5771000.0,-11768000.0,4456000.0,-3239000.0,9048000.0,12262000.0,-9048000.0,-23017000.0,-14039000.0,2743000.0,15220000.0,-4695000.0,7315000.0,20411000.0,18613000.0,-7745000.0,-3854000.0,-3742000.0,4237000.0,4553000.0,25428000.0,-21773000.0,-17175000.0,-29944000.0,-4248000.0,41803000.0,11059000.0,39845000.0,23024000.0,-31147000.0,15396000.0,-417000.0,18550000.0,449000.0,14325000.0,-1610000.0,20871000.0,-4097000.0,18386000.0,61422000.0,30197000.0,-6278000.0,-20746000.0,4462000.0,-16269000.0,53021000.0,-30174000.0,2096000.0,-20734000.0,-5906000.0,-26257000.0,13258000.0,-11887000.0,-10893000.0,-22737000.0,-30297000.0,-5551000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,-13304000.0,-19829000.0,1482000.0,-24437000.0,-8958000.0,1482000.0,-6167000.0,-19412000.0,-20005000.0,-19412000.0,-6166000.0,-4150000.0,-19412000.0,2220000.0,-28836000.0,2220000.0,-21980000.0,-20193000.0,9972000.0,-16878000.0,9972000.0,141090000.0,68492000.0,-8245000.0,-18437000.0,-11449000.0,-5427000.0,2987000.0,-26194000.0,-17237000.0,-173000.0,15401000.0,-8307000.0,-11097000.0,5120000.0,8437000.0,-23703000.0,-42080000.0,-24749000.0,12269000.0,-45324000.0,-32476000.0,-28250000.0,-26422000.0,-4692000.0,2549000.0,1190000.0,-23468000.0,-25942000.0,-25161000.0,-15578000.0,16578000.0,-20811000.0,-18070000.0,-8381000.0,13382000.0,-3852000.0,-5387000.0,5427000.0,-8751000.0,-27213000.0,-23985000.0,-23199000.0,4286000.0,-16032000.0,-8047000.0,-7024000.0,-13394000.0,7011000.0,22697000.0,20258000.0
IncreaseDecreaseInSecurityDeposits / USD,2066000.0,1907000.0,4087000.0,-871000.0,-2320000.0,4087000.0,-3838000.0,2196000.0,3373000.0,2196000.0,2763000.0,2744000.0,2196000.0,-5091000.0,-28000.0,-5091000.0,-33000.0,1261000.0,1007000.0,182000.0,1007000.0,2979000.0,3472000.0,4474000.0,-5268000.0,-6080000.0,-6475000.0,1702000.0,1143000.0,2916000.0,4146000.0,-6361000.0,-339000.0,479000.0,1301000.0,4041000.0,-13990000.0,-13340000.0,-13522000.0,1949000.0,500000.0,1024000.0,2606000.0,-14958000.0,-261000.0,1791000.0,2168000.0,2385000.0,1077000.0,1769000.0,3140000.0,2249000.0,-988000.0,-6057000.0,-8609000.0,2804000.0,459000.0,1748000.0,4137000.0,-9582000.0,1374000.0,3468000.0,3106000.0,5661000.0,-212000.0,487000.0,558000.0,2799000.0,-360000.0,670000.0,5172000.0
InterestAndOtherIncome / USD,,,,,,,,,,,4845000.0,5045000.0,,16578000.0,1011000.0,16578000.0,1288000.0,6598000.0,5118000.0,169000.0,4476000.0,427000.0,70514000.0,7963000.0,320000.0,752000.0,1767000.0,151060000.0,605000.0,2637000.0,3213000.0,5283000.0,169000.0,6650000.0,6906000.0,4462000.0,3058000.0,59583000.0,65092000.0,7372000.0,601000.0,1763000.0,5708000.0,65773000.0,5880000.0,6996000.0,14860000.0,6136000.0,581000.0,1925000.0,2581000.0,16070000.0,1960000.0,3471000.0,4006000.0,3201000.0,216000.0,24320000.0,25293000.0,5935000.0,3528000.0,4124000.0,4844000.0,25666000.0,1538000.0,3669000.0,11296000.0,2193000.0,9329000.0,10657000.0,26501000.0
InterestExpenseDebt / USD,238780000.0,361125000.0,489310000.0,123502000.0,239172000.0,489054000.0,360021000.0,482317000.0,114111000.0,481770000.0,227489000.0,348279000.0,477131000.0,493278000.0,120528000.0,490670000.0,240443000.0,350957000.0,460748000.0,118011000.0,457613000.0,232254000.0,345476000.0,460172000.0,194467000.0,317417000.0,437452000.0,-455236000.0,113049000.0,228973000.0,347224000.0,586854000.0,108782000.0,219648000.0,333946000.0,457460000.0,213492000.0,299964000.0,386316000.0,444487000.0,106210000.0,197434000.0,288579000.0,482246000.0,116104000.0,210235000.0,321454000.0,383890000.0,94938000.0,203840000.0,289776000.0,413360000.0,85590000.0,167475000.0,248349000.0,390076000.0,67358000.0,134482000.0,202733000.0,365073000.0,72792000.0,144681000.0,217093000.0,272473000.0,66401000.0,131991000.0,200882000.0,282920000.0,67212000.0,133040000.0,205762000.0
InterestPaidNet / USD,244303000.0,402810000.0,457700000.0,159656000.0,242010000.0,457700000.0,396922000.0,491803000.0,144902000.0,491803000.0,229507000.0,377467000.0,491803000.0,508847000.0,146514000.0,508847000.0,242655000.0,381194000.0,475374000.0,125435000.0,475374000.0,236600000.0,353329000.0,477434000.0,182356000.0,319992000.0,451495000.0,464785000.0,112152000.0,226785000.0,335646000.0,722963000.0,113113000.0,218965000.0,328400000.0,443125000.0,220385000.0,313480000.0,383374000.0,436748000.0,86668000.0,197336000.0,257805000.0,482152000.0,96404000.0,188913000.0,268966000.0,360273000.0,74777000.0,171116000.0,246410000.0,358156000.0,75561000.0,148164000.0,223703000.0,342048000.0,74058000.0,126742000.0,199799000.0,320854000.0,81391000.0,136787000.0,221218000.0,252838000.0,79693000.0,125518000.0,206080000.0,267612000.0,77149000.0,120955000.0,197587000.0
InterestPayableCurrentAndNoncurrent / USD,,113846000.0,113846000.0,101849000.0,101849000.0,113846000.0,101849000.0,101849000.0,98631000.0,101849000.0,98631000.0,98631000.0,101849000.0,98631000.0,88121000.0,98631000.0,88121000.0,88121000.0,88121000.0,76223000.0,88121000.0,76223000.0,76223000.0,76223000.0,78309000.0,78309000.0,78309000.0,78309000.0,89540000.0,89540000.0,89540000.0,89540000.0,85221000.0,85221000.0,85221000.0,85221000.0,60946000.0,60946000.0,60946000.0,60946000.0,58035000.0,58035000.0,58035000.0,58035000.0,62622000.0,62622000.0,62622000.0,62622000.0,66852000.0,66852000.0,66852000.0,66852000.0,65896000.0,65896000.0,65896000.0,65896000.0,69510000.0,69510000.0,69510000.0,69510000.0,66310000.0,66310000.0,66310000.0,66310000.0,65716000.0,65716000.0,65716000.0,65716000.0,74176000.0,74176000.0,74176000.0
