fact_unit,2009-08-06,2009-11-05,2010-02-25,2010-05-07,2010-08-13,2010-11-08,2011-02-25,2011-05-06,2011-08-05,2011-11-07,2012-02-24,2012-05-07,2012-08-06,2012-11-06,2013-02-22,2013-05-07,2013-06-24,2013-08-06,2013-11-06,2014-02-24,2014-05-07,2014-08-07,2014-11-06,2015-02-23,2015-05-07,2015-08-06,2015-11-05,2016-02-24,2016-05-06,2016-08-05,2016-11-07,2017-02-23,2017-05-08,2017-08-07,2017-11-07,2018-02-22,2018-05-09,2018-08-08,2018-11-07,2019-02-22,2019-05-08,2019-08-07,2019-11-07,2020-02-26,2020-05-08,2020-08-07,2020-11-09,2021-02-24,2021-05-07,2021-08-06,2021-11-08,2022-02-24,2022-05-09,2022-08-08,2022-11-08,2023-02-24,2023-05-08,2023-08-08,2023-11-08,2024-02-23,2024-05-09,2024-08-08,2024-11-08,2025-02-26,2025-05-09,2025-08-08,2025-11-07
AccretionAmortizationOfDiscountsAndPremiumsInvestments / USD,,,,,,,,,,,18000000.0,-23000000.0,-37000000.0,-62000000.0,-35000000.0,-52000000.0,-35000000.0,-98000000.0,-163000000.0,-136000000.0,-44000000.0,-92000000.0,-129000000.0,-222000000.0,-27000000.0,-58000000.0,-91000000.0,-162000000.0,-38000000.0,-77000000.0,-119000000.0,-125000000.0,-46000000.0,-107000000.0,-181000000.0,-162000000.0,-72000000.0,-148000000.0,-240000000.0,-266000000.0,-96000000.0,-187000000.0,-276000000.0,-342000000.0,-68000000.0,-159000000.0,-282000000.0,-350000000.0,-190000000.0,-511000000.0,-1012000000.0,-446000000.0,-624000000.0,-1224000000.0,-1784000000.0,-1586000000.0,-486000000.0,-868000000.0,-1163000000.0,-2346000000.0,-185000000.0,-392000000.0,-614000000.0,-1375000000.0,-205000000.0,-416000000.0,-618000000.0
AccruedInvestmentIncomeReceivable / USD,,,,,,,141000000.0,,,,134000000.0,,,,142000000.0,,142000000.0,,,150000000.0,,,,171000000.0,,,,180000000.0,,,,241000000.0,,,,325000000.0,,,,413000000.0,,,,689000000.0,,,,788000000.0,,,,1180000000.0,,,,1615000000.0,,,,1919000000.0,,,,2538000000.0,,,
AccruedLiabilitiesCurrentAndNoncurrent / USD,,1534000000.0,1534000000.0,1407000000.0,1407000000.0,1407000000.0,1407000000.0,1496000000.0,1496000000.0,1496000000.0,1496000000.0,1397000000.0,1397000000.0,1397000000.0,1397000000.0,1641000000.0,1397000000.0,1641000000.0,1641000000.0,1641000000.0,1586000000.0,1586000000.0,1586000000.0,1586000000.0,1816000000.0,1816000000.0,1816000000.0,1816000000.0,2151000000.0,2151000000.0,2151000000.0,2151000000.0,2331000000.0,2331000000.0,2331000000.0,2331000000.0,2810000000.0,2810000000.0,2810000000.0,2810000000.0,2954000000.0,2954000000.0,2954000000.0,4785000000.0,5516000000.0,5516000000.0,5516000000.0,5516000000.0,17094000000.0,17094000000.0,17094000000.0,17094000000.0,17791000000.0,17791000000.0,17791000000.0,17791000000.0,13124000000.0,13124000000.0,13124000000.0,13124000000.0,18400000000.0,18400000000.0,18400000000.0,11752000000.0,12325000000.0,12325000000.0,12325000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-553000000.0,-553000000.0,-553000000.0,-191000000.0,-553000000.0,-553000000.0,-17000000.0,-191000000.0,-191000000.0,-191000000.0,-553000000.0,16000000.0,16000000.0,16000000.0,8000000.0,298000000.0,8000000.0,298000000.0,8000000.0,16000000.0,298000000.0,298000000.0,298000000.0,8000000.0,9000000.0,9000000.0,9000000.0,298000000.0,165000000.0,165000000.0,165000000.0,9000000.0,-134000000.0,-134000000.0,-134000000.0,165000000.0,-163000000.0,-163000000.0,-163000000.0,-134000000.0,-152000000.0,-152000000.0,-152000000.0,-163000000.0,-252000000.0,-252000000.0,-252000000.0,-152000000.0,88000000.0,88000000.0,88000000.0,5394000000.0,-1109000000.0,-1109000000.0,-1109000000.0,-1109000000.0,-22621000000.0,-22621000000.0,-22621000000.0,-22621000000.0,-18131000000.0,-18131000000.0,-18131000000.0,-18131000000.0,-14848000000.0,-14848000000.0,-14848000000.0
AdditionalPaidInCapital / USD,2214000000.0,2214000000.0,2214000000.0,2298000000.0,2298000000.0,2298000000.0,2298000000.0,3034000000.0,3034000000.0,3034000000.0,3034000000.0,3826000000.0,3826000000.0,3826000000.0,3826000000.0,3881000000.0,3826000000.0,3881000000.0,3881000000.0,3881000000.0,3951000000.0,3951000000.0,3951000000.0,3951000000.0,4050000000.0,4050000000.0,4050000000.0,4050000000.0,4152000000.0,4152000000.0,4152000000.0,4152000000.0,4267000000.0,4267000000.0,4267000000.0,4267000000.0,4353000000.0,4353000000.0,4353000000.0,4353000000.0,4499000000.0,4499000000.0,4499000000.0,4499000000.0,4656000000.0,4656000000.0,4656000000.0,4656000000.0,26515000000.0,26515000000.0,26515000000.0,26515000000.0,26741000000.0,26741000000.0,26741000000.0,26741000000.0,27075000000.0,27075000000.0,27075000000.0,27075000000.0,27330000000.0,27330000000.0,27330000000.0,27330000000.0,27639000000.0,27639000000.0,27639000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,78000000.0,,,,65000000.0,,,,80000000.0,,,,87000000.0,,87000000.0,,,99000000.0,,,,98000000.0,,,,119000000.0,,,,139000000.0,47000000.0,76000000.0,104000000.0,172000000.0,49000000.0,79000000.0,105000000.0,177000000.0,47000000.0,78000000.0,106000000.0,144000000.0,53000000.0,88000000.0,121000000.0,188000000.0,56000000.0,91000000.0,123000000.0,171000000.0,98000000.0,145000000.0,188000000.0,192000000.0,112000000.0,165000000.0,215000000.0,229000000.0,129000000.0,182000000.0,242000000.0,348000000.0,125000000.0,190000000.0,249000000.0
AdvancesFromFederalHomeLoanBanks / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400000000.0,12400000000.0,12400000000.0,12400000000.0,26400000000.0,26400000000.0,26400000000.0,26400000000.0,16700000000.0,16700000000.0,16700000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,7000000.0,20000000.0,,,,20000000.0,,20000000.0,,,20000000.0,,,,47000000.0,,,,48000000.0,,,,44000000.0,,,,45000000.0,,,,37000000.0,,,,37000000.0,,,20000000.0,29000000.0,6000000.0,18000000.0,43000000.0,27000000.0,154000000.0,308000000.0,461000000.0,190000000.0,154000000.0,308000000.0,460000000.0,615000000.0,135000000.0,269000000.0,404000000.0,596000000.0,130000000.0,259000000.0,389000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,39000000.0,35000000.0,33000000.0,33000000.0,38000000.0,40000000.0,53000000.0,39000000.0,43000000.0,48000000.0,52000000.0,60000000.0,52000000.0,61000000.0,61000000.0,63000000.0,45000000.0,32000000.0,31000000.0,74000000.0,17000000.0,17000000.0,18000000.0,34000000.0,17000000.0,16000000.0,16000000.0,24000000.0,21000000.0,22000000.0,21000000.0,23000000.0,10000000.0,10000000.0,10000000.0,26000000.0,11000000.0,12000000.0,12000000.0,15000000.0,16000000.0,17000000.0,18000000.0,18000000.0,19000000.0,19000000.0,20000000.0,21000000.0,15000000.0,15000000.0,15000000.0,22000000.0,14000000.0,14000000.0,15000000.0,16000000.0,16000000.0,18000000.0,18000000.0,15000000.0,18000000.0,18000000.0,18000000.0
Assets / USD,51675000000.0,51675000000.0,51675000000.0,75431000000.0,75431000000.0,75431000000.0,75431000000.0,92568000000.0,92568000000.0,92568000000.0,92568000000.0,108553000000.0,108553000000.0,108553000000.0,108553000000.0,133637000000.0,108553000000.0,133637000000.0,133637000000.0,133637000000.0,143642000000.0,143642000000.0,143642000000.0,143642000000.0,154642000000.0,154642000000.0,154642000000.0,154642000000.0,183705000000.0,183705000000.0,183705000000.0,183705000000.0,223383000000.0,223383000000.0,223383000000.0,223383000000.0,243274000000.0,243274000000.0,243274000000.0,243274000000.0,296482000000.0,296482000000.0,296482000000.0,296482000000.0,294005000000.0,294005000000.0,294005000000.0,294005000000.0,549009000000.0,549009000000.0,549009000000.0,294000000000.0,667270000000.0,667270000000.0,667270000000.0,294000000000.0,551772000000.0,551772000000.0,551772000000.0,551772000000.0,493178000000.0,493178000000.0,493178000000.0,493178000000.0,479843000000.0,479843000000.0,479843000000.0
