fact_unit,2010-08-04,2010-11-04,2011-02-24,2011-05-10,2011-08-08,2011-11-08,2012-02-27,2012-05-07,2012-08-03,2012-11-06,2013-02-27,2013-05-06,2013-08-05,2013-11-04,2014-02-20,2014-05-05,2014-08-05,2014-11-03,2015-02-18,2015-05-05,2015-08-10,2015-11-09,2016-02-17,2016-05-09,2016-08-08,2016-11-08,2017-02-17,2017-05-08,2017-08-08,2017-11-06,2018-02-16,2018-05-07,2018-08-06,2018-11-08,2019-02-15,2019-05-09,2019-08-08,2019-11-06,2020-02-24,2020-05-05,2020-08-05,2020-11-06,2021-02-12,2021-04-30,2021-07-30,2021-10-29,2022-02-11,2022-05-02,2022-07-29,2022-10-28,2023-02-14,2023-04-28,2023-07-28,2023-10-27,2024-02-13,2024-04-26,2024-07-24,2024-10-23,2025-04-29,2025-07-24,2025-10-28
AccountsPayableTradeCurrent / USD,312900000.0,312900000.0,236800000.0,263000000.0,263000000.0,263000000.0,263000000.0,302500000.0,302500000.0,302500000.0,302500000.0,328900000.0,328900000.0,328900000.0,328900000.0,387100000.0,387100000.0,387100000.0,387100000.0,393800000.0,393800000.0,393800000.0,393800000.0,424900000.0,424900000.0,424900000.0,424900000.0,528600000.0,528600000.0,528600000.0,528600000.0,535000000.0,535000000.0,535000000.0,535000000.0,543800000.0,543800000.0,543800000.0,543800000.0,509600000.0,509600000.0,509600000.0,509600000.0,595200000.0,595200000.0,595200000.0,595200000.0,745900000.0,745900000.0,745900000.0,745900000.0,625800000.0,625800000.0,625800000.0,625800000.0,600400000.0,600400000.0,600400000.0,588700000.0,588700000.0,588700000.0
AccruedLiabilitiesCurrent / USD,67000000.0,67000000.0,52900000.0,59000000.0,59000000.0,59000000.0,53300000.0,74100000.0,74100000.0,74100000.0,74100000.0,57000000.0,61800000.0,61800000.0,69100000.0,81200000.0,81200000.0,81200000.0,81200000.0,85100000.0,85100000.0,85100000.0,85100000.0,90100000.0,90100000.0,90100000.0,90200000.0,101000000.0,101000000.0,101000000.0,101000000.0,116000000.0,116000000.0,116000000.0,116000000.0,120400000.0,120400000.0,120400000.0,120400000.0,143700000.0,143700000.0,143700000.0,143700000.0,161900000.0,161900000.0,161900000.0,161900000.0,181800000.0,181800000.0,181800000.0,181800000.0,159100000.0,159100000.0,159100000.0,159100000.0,177400000.0,177400000.0,177400000.0,153000000.0,153000000.0,153000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,582300000.0,582300000.0,,266500000.0,266500000.0,266500000.0,266500000.0,298700000.0,298700000.0,298700000.0,298700000.0,335000000.0,335000000.0,335000000.0,334900000.0,367400000.0,367400000.0,367400000.0,367500000.0,388200000.0,388200000.0,388200000.0,388200000.0,424100000.0,424100000.0,424100000.0,424100000.0,470600000.0,470600000.0,470600000.0,470600000.0,531200000.0,531200000.0,531200000.0,531200000.0,556800000.0,556800000.0,556800000.0,556800000.0,611500000.0,611500000.0,611500000.0,611500000.0,681300000.0,681300000.0,681300000.0,681300000.0,736500000.0,736500000.0,736500000.0,736500000.0,774100000.0,774100000.0,774100000.0,774100000.0,821100000.0,821100000.0,821100000.0,867200000.0,867200000.0,867200000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-230900000.0,-230900000.0,-230900000.0,-229400000.0,-229400000.0,-229400000.0,-229400000.0,-300900000.0,-300900000.0,-300900000.0,-300900000.0,-320500000.0,-320500000.0,-320500000.0,-320500000.0,-315000000.0,-318700000.0,-309300000.0,-259100000.0,-263300000.0,-258900000.0,-254500000.0,-272000000.0,-277600000.0,-313400000.0,-313400000.0,-313400000.0,-363200000.0,-363200000.0,-363200000.0,-363200000.0,-299500000.0,-299500000.0,-299500000.0,-299500000.0,-350800000.0,-350800000.0,-350800000.0,-350800000.0,-348300000.0,-348300000.0,-348300000.0,-348300000.0,-321200000.0,-321200000.0,-321200000.0,-321200000.0,-331400000.0,-331400000.0,-331400000.0,-331400000.0,-82400000.0,-82400000.0,-82400000.0,-82400000.0,-84200000.0,-84200000.0,-84200000.0,-111900000.0,-111900000.0,-111900000.0
AdditionalPaidInCapitalCommonStock / USD,662700000.0,662700000.0,636900000.0,655700000.0,655700000.0,655700000.0,655700000.0,652500000.0,652500000.0,652500000.0,652500000.0,580500000.0,580500000.0,580500000.0,580500000.0,589700000.0,589700000.0,589700000.0,589700000.0,600100000.0,600100000.0,600100000.0,600100000.0,617400000.0,617400000.0,469300000.0,469300000.0,477600000.0,477600000.0,477600000.0,477600000.0,486500000.0,486500000.0,486500000.0,486500000.0,496700000.0,496700000.0,496700000.0,496700000.0,509000000.0,509000000.0,509000000.0,509000000.0,520400000.0,520400000.0,520400000.0,520400000.0,545200000.0,545200000.0,545200000.0,545200000.0,555900000.0,555900000.0,555900000.0,555900000.0,578200000.0,578200000.0,578200000.0,601300000.0,601300000.0,601300000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,3800000.0,5300000.0,5700000.0,4000000.0,6400000.0,8800000.0,6800000.0,5800000.0,7800000.0,9600000.0,10500000.0,5700000.0,6800000.0,7800000.0,10800000.0,5100000.0,6900000.0,8100000.0,8800000.0,5900000.0,7200000.0,8500000.0,9400000.0,6500000.0,7900000.0,9700000.0,9900000.0,8700000.0,10800000.0,12300000.0,10100000.0,9000000.0,10400000.0,11500000.0,13300000.0,7400000.0,8900000.0,10300000.0,12700000.0,7600000.0,9000000.0,10400000.0,11900000.0,7000000.0,8600000.0,10100000.0,8300000.0,10400000.0,12700000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300000.0,5300000.0,5300000.0,5300000.0,6400000.0,6400000.0,6400000.0,6400000.0,6700000.0,6700000.0,6700000.0,6700000.0,5600000.0,5600000.0,5600000.0,5600000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,10100000.0,10100000.0,10100000.0,12900000.0,12900000.0,12900000.0
Assets / USD,1901300000.0,1901300000.0,1974500000.0,2110600000.0,2110600000.0,2110600000.0,1973000000.0,2349000000.0,2349000000.0,2349000000.0,2110600000.0,2265200000.0,2265200000.0,2265200000.0,2349000000.0,2391500000.0,2391500000.0,2391500000.0,2278800000.0,2515300000.0,2515300000.0,2515300000.0,2391500000.0,2629200000.0,2629200000.0,2629200000.0,2498100000.0,2891000000.0,2891000000.0,2891000000.0,2629200000.0,3197400000.0,3197400000.0,3197400000.0,2891000000.0,3071500000.0,3071500000.0,3071500000.0,3197400000.0,3058000000.0,3058000000.0,3058000000.0,3071500000.0,3160700000.0,3160700000.0,3160700000.0,3058000000.0,3474400000.0,3474400000.0,3474400000.0,3160700000.0,3332300000.0,3332300000.0,3332300000.0,3474400000.0,3213900000.0,3213900000.0,3213900000.0,3240000000.0,3240000000.0,3240000000.0
AssetsCurrent / USD,740000000.0,740000000.0,740000000.0,896000000.0,896000000.0,896000000.0,896000000.0,1208700000.0,1208700000.0,1208700000.0,1208700000.0,1107200000.0,1107200000.0,1107200000.0,1114600000.0,1205600000.0,1205600000.0,1205600000.0,1205600000.0,1319000000.0,1319000000.0,1319000000.0,1319000000.0,1415400000.0,1415400000.0,1415400000.0,1403300000.0,1562000000.0,1562000000.0,1562000000.0,1562000000.0,1766900000.0,1766900000.0,1766900000.0,1766900000.0,1638500000.0,1638500000.0,1638500000.0,1638500000.0,1500400000.0,1500400000.0,1500400000.0,1500400000.0,1618000000.0,1618000000.0,1618000000.0,1618000000.0,1752600000.0,1752600000.0,1752600000.0,1752600000.0,1633700000.0,1633700000.0,1633700000.0,1633700000.0,1500300000.0,1500300000.0,1500300000.0,1392900000.0,1392900000.0,1392900000.0
CashAndCashEquivalentsAtCarryingValue / USD,35300000.0,35300000.0,55000000.0,76300000.0,76300000.0,76300000.0,35300000.0,118900000.0,118900000.0,118900000.0,76300000.0,463400000.0,463400000.0,463400000.0,118900000.0,266900000.0,266900000.0,266900000.0,463400000.0,380700000.0,380700000.0,380700000.0,266900000.0,319400000.0,319400000.0,319400000.0,380700000.0,323600000.0,323600000.0,323600000.0,319400000.0,330400000.0,330400000.0,330400000.0,323600000.0,346600000.0,346600000.0,346600000.0,330400000.0,259700000.0,259700000.0,374000000.0,374000000.0,573100000.0,573100000.0,573100000.0,573100000.0,443300000.0,443300000.0,443300000.0,443300000.0,391200000.0,391200000.0,391200000.0,391200000.0,339900000.0,339900000.0,339900000.0,239600000.0,239600000.0,239600000.0
