fact_unit,2010-08-06,2010-11-08,2011-02-28,2011-05-09,2011-08-09,2011-11-08,2012-02-29,2012-05-08,2012-08-09,2012-11-06,2013-02-28,2013-05-08,2013-08-08,2013-11-08,2014-02-28,2014-05-06,2014-08-07,2014-11-05,2015-02-26,2015-05-07,2015-08-06,2015-11-09,2016-02-29,2016-05-06,2016-08-08,2016-11-07,2017-02-27,2017-05-10,2017-08-07,2017-11-07,2018-02-27,2018-05-07,2018-08-07,2018-11-05,2019-02-27,2019-05-07,2019-08-07,2019-11-04,2020-02-26,2020-05-05,2020-08-06,2020-11-06,2021-02-24,2021-05-04,2021-08-05,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-03,2023-02-22,2023-05-08,2023-08-04,2023-11-06,2024-02-26,2024-05-07,2024-08-05,2024-11-06,2025-02-25,2025-05-06,2025-08-06,2025-11-06
AccountsPayableCurrent / USD,28140000.0,28140000.0,28140000.0,29221000.0,29221000.0,29221000.0,29221000.0,42096000.0,42096000.0,42096000.0,42096000.0,44891000.0,44891000.0,44891000.0,44891000.0,36788000.0,36788000.0,36788000.0,36788000.0,45314000.0,45314000.0,45314000.0,45314000.0,66774000.0,66774000.0,66774000.0,66774000.0,89216000.0,89216000.0,89216000.0,89216000.0,73729000.0,73729000.0,73729000.0,73729000.0,78518000.0,78518000.0,78518000.0,78518000.0,70254000.0,70254000.0,70254000.0,70254000.0,68511000.0,68511000.0,68511000.0,68511000.0,82519000.0,82519000.0,82519000.0,82519000.0,106275000.0,106275000.0,106275000.0,106275000.0,112774000.0,112774000.0,112774000.0,112774000.0,91819000.0,91819000.0,91819000.0
AccountsReceivableNetCurrent / USD,136822000.0,136822000.0,136822000.0,172989000.0,172989000.0,172989000.0,172989000.0,213481000.0,213481000.0,213481000.0,213481000.0,219039000.0,219039000.0,219039000.0,219039000.0,248069000.0,248069000.0,248069000.0,248069000.0,303170000.0,303170000.0,303170000.0,303170000.0,310501000.0,310501000.0,310501000.0,310501000.0,320087000.0,320087000.0,320087000.0,320087000.0,394169000.0,394169000.0,394169000.0,394169000.0,427569000.0,427569000.0,427569000.0,427569000.0,397579000.0,397579000.0,397579000.0,397579000.0,444653000.0,444653000.0,444653000.0,444653000.0,567474000.0,567474000.0,567474000.0,567474000.0,578648000.0,578648000.0,578648000.0,578648000.0,578885000.0,578885000.0,578885000.0,578885000.0,501554000.0,501554000.0,501554000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,22634000.0,22634000.0,22634000.0,,22833000.0,22833000.0,22833000.0,,24805000.0,24805000.0,24805000.0,24805000.0,26495000.0,26495000.0,26495000.0,26495000.0,46130000.0,46130000.0,46130000.0,46130000.0,51513000.0,51513000.0,51513000.0,51513000.0,61988000.0,61988000.0,61988000.0,61988000.0,51933000.0,51933000.0,51933000.0,51933000.0,69585000.0,69585000.0,69585000.0,69585000.0,70443000.0,70443000.0,70443000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,509233000.0,509233000.0,509233000.0,580303000.0,580303000.0,580303000.0,580303000.0,621982000.0,621982000.0,621982000.0,621982000.0,648919000.0,648919000.0,648919000.0,648919000.0,730074000.0,730074000.0,730074000.0,730074000.0,831527000.0,831527000.0,831527000.0,831527000.0,929377000.0,929377000.0,929377000.0,929377000.0,1043582000.0,1043582000.0,1043582000.0,1043582000.0,1175470000.0,1175470000.0,1175470000.0,1175470000.0,1318209000.0,1318209000.0,1318209000.0,1318209000.0,1464235000.0,1464235000.0,1464235000.0,1464235000.0,1677398000.0,1677398000.0,1677398000.0,1677398000.0,1919939000.0,1919939000.0,1919939000.0,1919939000.0,2128985000.0,2128985000.0,2128985000.0,2128985000.0,2154412000.0,2154412000.0,2154412000.0,2154412000.0,2325971000.0,2325971000.0,2325971000.0
AdditionalPaidInCapitalCommonStock / USD,90893000.0,89028000.0,89028000.0,89026000.0,89026000.0,89026000.0,89026000.0,137275000.0,137275000.0,134403000.0,134403000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,134401000.0,135466000.0,135466000.0,135466000.0,135466000.0,138359000.0,138359000.0,138359000.0,138359000.0,142176000.0,142176000.0,142176000.0,142176000.0,218462000.0,218462000.0,218462000.0,218462000.0,226451000.0,226451000.0,226451000.0,226451000.0,174445000.0,174445000.0,174445000.0,174445000.0,244590000.0,244590000.0,244590000.0,244590000.0,231449000.0,231449000.0,231449000.0,231449000.0,228081000.0,228081000.0,228081000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8405000.0,15893000.0,,,
AdvertisingExpense / USD,,,,,,,4100000.0,,,,6300000.0,,,,8300000.0,,,,11000000.0,,,,16700000.0,,,,19300000.0,,,,22900000.0,,,,20500000.0,,,,27300000.0,,,,28200000.0,,,,28300000.0,,,,19000000.0,,,,28100000.0,,,,29000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,11444000.0,11444000.0,11444000.0,8475000.0,8475000.0,8475000.0,8475000.0,9173000.0,9173000.0,9173000.0,9173000.0,8561000.0,8561000.0,8561000.0,8561000.0,8067000.0,8067000.0,8067000.0,8067000.0,9069000.0,9069000.0,9069000.0,9069000.0,8976000.0,8976000.0,8976000.0,8976000.0,8346000.0,8346000.0,8346000.0,8346000.0,9465000.0,9465000.0,9465000.0,9465000.0,9913000.0,9913000.0,9913000.0,9913000.0,8866000.0,8866000.0,8866000.0,8866000.0,8979000.0,8979000.0,8979000.0,8979000.0,9855000.0,9855000.0,9855000.0,9855000.0,10689000.0,10689000.0,10689000.0,10689000.0,10405000.0,10405000.0,10405000.0,10405000.0,9272000.0,9272000.0,9272000.0
Assets / USD,1159278000.0,1159278000.0,1159278000.0,1239881000.0,1239881000.0,1239881000.0,1239881000.0,1513074000.0,1513074000.0,1513074000.0,1513074000.0,1712514000.0,1712514000.0,1712514000.0,1712514000.0,1932089000.0,1932089000.0,1932089000.0,1932089000.0,2236237000.0,2236237000.0,2236237000.0,2206866000.0,2466504000.0,2466504000.0,2466504000.0,2466504000.0,2696247000.0,2696247000.0,2696247000.0,2696247000.0,3068424000.0,3068424000.0,3068424000.0,3068424000.0,3545283000.0,3545283000.0,3545283000.0,3545283000.0,3995568000.0,3995568000.0,3995568000.0,3995568000.0,4369410000.0,4369410000.0,4369410000.0,4369410000.0,4821544000.0,4821544000.0,4821544000.0,4821544000.0,4838610000.0,4838610000.0,4838610000.0,4838610000.0,5512393000.0,5512393000.0,5512393000.0,5512393000.0,5491395000.0,5491395000.0,5491395000.0
AssetsCurrent / USD,174175000.0,174175000.0,174175000.0,222582000.0,222582000.0,222582000.0,222582000.0,331852000.0,331852000.0,331852000.0,331852000.0,275028000.0,275028000.0,275028000.0,275028000.0,332979000.0,332979000.0,332979000.0,332979000.0,433143000.0,433143000.0,433143000.0,403772000.0,381730000.0,381730000.0,381730000.0,381730000.0,382622000.0,382622000.0,382622000.0,382622000.0,584653000.0,584653000.0,584653000.0,584653000.0,706229000.0,706229000.0,706229000.0,706229000.0,866834000.0,866834000.0,866834000.0,866834000.0,1243339000.0,1243339000.0,1243339000.0,1243339000.0,1383787000.0,1383787000.0,1383787000.0,1383787000.0,933740000.0,933740000.0,933740000.0,933740000.0,1143333000.0,1143333000.0,1143333000.0,1143333000.0,720683000.0,720683000.0,720683000.0
