fact_unit,2015-03-05,2015-06-04,2015-09-03,2015-12-21,2016-03-04,2016-06-03,2016-09-02,2016-12-19,2017-02-28,2017-06-07,2017-09-06,2017-12-20,2018-03-08,2018-06-05,2018-08-31,2018-12-18,2019-03-05,2019-05-30,2019-06-25,2019-08-30,2019-12-18,2020-03-05,2020-06-02,2020-09-01,2020-12-17,2021-03-03,2021-05-28,2021-08-31,2021-12-17,2022-03-01,2022-06-01,2022-08-30,2022-12-15,2023-03-03,2023-05-31,2023-08-30,2023-12-15,2024-03-05,2024-05-31,2024-08-29,2024-12-17,2025-03-06,2025-06-03,2025-08-29
IncreaseDecreaseInInventories / USD,18000000.0,31000000.0,40000000.0,53000000.0,9000000.0,17000000.0,25000000.0,31000000.0,4000000.0,11000000.0,23000000.0,25000000.0,10000000.0,10000000.0,-10000000.0,22000000.0,20000000.0,18000000.0,22000000.0,43000000.0,4000000.0,26000000.0,53000000.0,78000000.0,61000000.0,36000000.0,63000000.0,91000000.0,92000000.0,0.0,23000000.0,30000000.0,73000000.0,32000000.0,54000000.0,88000000.0,43000000.0,44000000.0,93000000.0,126000000.0,125000000.0,42000000.0,50000000.0,51000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,16000000.0,26000000.0,36000000.0,11000000.0,5000000.0,62000000.0,28000000.0,67000000.0,-9000000.0,-8000000.0,12000000.0,51000000.0,-10000000.0,32000000.0,12000000.0,44000000.0,0.0,6000000.0,44000000.0,-8000000.0,50000000.0,-39000000.0,-6000000.0,-24000000.0,-16000000.0,-13000000.0,7000000.0,-33000000.0,-11000000.0,-18000000.0,1000000.0,-26000000.0,-32000000.0,-5000000.0,26000000.0,14000000.0,-4000000.0,-36000000.0,-26000000.0,-59000000.0,25000000.0,44000000.0,97000000.0,93000000.0
IncreaseDecreaseInPrepaidExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2000000.0,42000000.0,78000000.0,97000000.0,43000000.0,10000000.0,27000000.0,33000000.0,124000000.0,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,0.0,0.0,0.0,0.0,2000000.0,3000000.0,2000000.0,0.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,3000000.0,2000000.0,4000000.0,2000000.0,3000000.0,3000000.0,3000000.0,4000000.0,3000000.0,2000000.0,3000000.0,3000000.0,2000000.0,3000000.0,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1000000.0,2000000.0,1000000.0,0.0,1000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,0.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,29000000.0,29000000.0,29000000.0,29000000.0,1000000.0,1000000.0,29000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,,,,,,,0.0,,,
IntangibleAssetsGrossExcludingGoodwill / USD,,,,162000000.0,405000000.0,405000000.0,405000000.0,405000000.0,410000000.0,410000000.0,410000000.0,410000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,1187000000.0,1187000000.0,1188000000.0,1187000000.0,1187000000.0,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1333000000.0,1333000000.0,1333000000.0,1333000000.0,1418000000.0,1418000000.0,1418000000.0,1418000000.0,,,,1438000000.0,1494000000.0,1494000000.0,1494000000.0,1494000000.0,2084000000.0,2084000000.0,2084000000.0
IntangibleAssetsNetExcludingGoodwill / USD,18000000.0,18000000.0,18000000.0,18000000.0,246000000.0,246000000.0,246000000.0,246000000.0,208000000.0,208000000.0,208000000.0,208000000.0,855000000.0,855000000.0,855000000.0,855000000.0,645000000.0,645000000.0,855000000.0,645000000.0,645000000.0,490000000.0,490000000.0,490000000.0,490000000.0,361000000.0,361000000.0,361000000.0,361000000.0,272000000.0,272000000.0,272000000.0,272000000.0,189000000.0,189000000.0,189000000.0,189000000.0,155000000.0,155000000.0,155000000.0,155000000.0,607000000.0,607000000.0,607000000.0
InterestExpense / USD,0.0,0.0,0.0,0.0,12000000.0,23000000.0,35000000.0,3000000.0,12000000.0,24000000.0,35000000.0,46000000.0,12000000.0,36000000.0,58000000.0,47000000.0,22000000.0,43000000.0,47000000.0,63000000.0,80000000.0,20000000.0,40000000.0,60000000.0,83000000.0,19000000.0,39000000.0,59000000.0,80000000.0,20000000.0,39000000.0,59000000.0,78000000.0,20000000.0,39000000.0,59000000.0,79000000.0,19000000.0,,,79000000.0,,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000000.0,58000000.0,79000000.0,20000000.0,40000000.0,61000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,79000000.0,,,,76000000.0,,37000000.0,37000000.0,75000000.0,0.0,37000000.0,37000000.0,75000000.0,0.0,37000000.0,37000000.0,75000000.0,0.0,38000000.0,38000000.0
InventoryFinishedGoodsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322000000.0,376000000.0,376000000.0,376000000.0,376000000.0,375000000.0,375000000.0,375000000.0
InventoryNet / USD,498000000.0,498000000.0,498000000.0,498000000.0,487000000.0,487000000.0,487000000.0,487000000.0,474000000.0,474000000.0,474000000.0,474000000.0,588000000.0,588000000.0,588000000.0,588000000.0,619000000.0,619000000.0,588000000.0,619000000.0,619000000.0,705000000.0,705000000.0,705000000.0,705000000.0,757000000.0,757000000.0,757000000.0,757000000.0,777000000.0,777000000.0,777000000.0,777000000.0,858000000.0,858000000.0,858000000.0,858000000.0,985000000.0,985000000.0,985000000.0,985000000.0,1022000000.0,1022000000.0,1022000000.0
InventoryWorkInProcessAndRawMaterialsNetOfReserves / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536000000.0,609000000.0,609000000.0,609000000.0,609000000.0,647000000.0,647000000.0,647000000.0
InventoryWriteDown / USD,6000000.0,14000000.0,26000000.0,21000000.0,10000000.0,17000000.0,23000000.0,33000000.0,8000000.0,11000000.0,14000000.0,28000000.0,3000000.0,6000000.0,12000000.0,17000000.0,6000000.0,11000000.0,17000000.0,20000000.0,16000000.0,7000000.0,13000000.0,20000000.0,25000000.0,7000000.0,12000000.0,21000000.0,27000000.0,7000000.0,14000000.0,20000000.0,29000000.0,6000000.0,13000000.0,18000000.0,27000000.0,6000000.0,13000000.0,19000000.0,27000000.0,8000000.0,18000000.0,26000000.0
InvestmentIncomeInterest / USD,,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,2000000.0,1000000.0,1000000.0,3000000.0,5000000.0,3000000.0,3000000.0,5000000.0,3000000.0,8000000.0,7000000.0,4000000.0,10000000.0,17000000.0,12000000.0,6000000.0,10000000.0,11000000.0,23000000.0,1000000.0,1000000.0,2000000.0,11000000.0,1000000.0,2000000.0,6000000.0,3000000.0,19000000.0,41000000.0,70000000.0,16000000.0,23000000.0,41000000.0,60000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,181000000.0,178000000.0,223000000.0,217000000.0,257000000.0,274000000.0,267000000.0,260000000.0,,,,251000000.0,,,,262000000.0,,,,270000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,45000000.0,45000000.0,,82000000.0,,,,123000000.0,,,,87000000.0,,,,90000000.0,,,,80000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,49000000.0,43000000.0,42000000.0,43000000.0,45000000.0,,,,45000000.0,,,,46000000.0,,,,51000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,15000000.0,15000000.0,82000000.0,,100000000.0,123000000.0,123000000.0,,,,,25000000.0,,,,24000000.0,,,,26000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,21000000.0,23000000.0,17000000.0,18000000.0,19000000.0,22000000.0,23000000.0,24000000.0,,,,27000000.0,,,,30000000.0,,,,30000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,31000000.0,33000000.0,26000000.0,28000000.0,24000000.0,27000000.0,29000000.0,30000000.0,,,,30000000.0,,,,34000000.0,,,,38000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,38000000.0,40000000.0,38000000.0,40000000.0,33000000.0,34000000.0,36000000.0,38000000.0,,,,37000000.0,,,,38000000.0,,,,45000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,17000000.0,16000000.0,25000000.0,25000000.0,31000000.0,32000000.0,30000000.0,28000000.0,,,,26000000.0,,,,30000000.0,,,,30000000.0,,,
LettersOfCreditOutstandingAmount / USD,13000000.0,13000000.0,13000000.0,13000000.0,19000000.0,,,19000000.0,18000000.0,18000000.0,18000000.0,18000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,26000000.0,31000000.0,37000000.0,37000000.0,37000000.0,37000000.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,38000000.0,38000000.0,38000000.0,38000000.0,41000000.0,41000000.0,41000000.0,41000000.0,43000000.0,43000000.0,43000000.0
Liabilities / USD,2281000000.0,2281000000.0,2281000000.0,2281000000.0,2206000000.0,2206000000.0,2206000000.0,2206000000.0,2283000000.0,2283000000.0,2283000000.0,2283000000.0,3623000000.0,3623000000.0,3623000000.0,3623000000.0,3391000000.0,3391000000.0,3623000000.0,3391000000.0,3391000000.0,3619000000.0,3619000000.0,3619000000.0,3619000000.0,3921000000.0,3921000000.0,3921000000.0,3921000000.0,3997000000.0,3997000000.0,3997000000.0,3997000000.0,3937000000.0,3937000000.0,3937000000.0,3937000000.0,4029000000.0,4029000000.0,4029000000.0,4029000000.0,4164000000.0,4164000000.0,4164000000.0
LiabilitiesAndStockholdersEquity / USD,3050000000.0,3050000000.0,3050000000.0,3050000000.0,3508000000.0,3508000000.0,3508000000.0,3508000000.0,3796000000.0,3796000000.0,3796000000.0,3796000000.0,5933000000.0,5933000000.0,5933000000.0,5933000000.0,5824000000.0,5824000000.0,5933000000.0,5824000000.0,5824000000.0,6623000000.0,6623000000.0,6623000000.0,6623000000.0,7218000000.0,7218000000.0,7218000000.0,7218000000.0,7781000000.0,7781000000.0,7781000000.0,7781000000.0,8098000000.0,8098000000.0,8098000000.0,8098000000.0,8683000000.0,8683000000.0,8683000000.0,8683000000.0,9269000000.0,9269000000.0,9269000000.0
LiabilitiesCurrent / USD,769000000.0,769000000.0,769000000.0,769000000.0,686000000.0,686000000.0,686000000.0,686000000.0,644000000.0,644000000.0,644000000.0,644000000.0,819000000.0,819000000.0,819000000.0,819000000.0,1462000000.0,1462000000.0,819000000.0,1462000000.0,1462000000.0,1003000000.0,1003000000.0,1003000000.0,1003000000.0,1081000000.0,1081000000.0,1081000000.0,1081000000.0,1309000000.0,1309000000.0,1309000000.0,1309000000.0,1407000000.0,1407000000.0,1407000000.0,1407000000.0,2049000000.0,2049000000.0,2049000000.0,2049000000.0,1427000000.0,1427000000.0,1427000000.0
LineOfCreditFacilityMaximumBorrowingCapacity / USD,,300000000.0,300000000.0,300000000.0,300000000.0,,,,,,,,,,,,,,,,,,,,,,,750000000.0,,750000000.0,750000000.0,750000000.0,,750000000.0,750000000.0,750000000.0,,750000000.0,750000000.0,750000000.0,,750000000.0,750000000.0,
LongTermDebt / USD,,,,,,,,,,1093000000.0,1093000000.0,1093000000.0,2048000000.0,2048000000.0,2048000000.0,2038000000.0,,,2038000000.0,,1291000000.0,,,,1788000000.0,,,,1789000000.0,,,,1791000000.0,,,,1793000000.0,1794000000.0,1794000000.0,1794000000.0,1794000000.0,1790000000.0,1790000000.0,1790000000.0
LongTermDebtCurrent / USD,,,,,,,,,,0.0,0.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,499000000.0,499000000.0,10000000.0,499000000.0,,,,,,,,,,,,,,,,,0.0,599000000.0,599000000.0,599000000.0,599000000.0,,,
LongTermDebtFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977000000.0,1977000000.0,1679000000.0,1679000000.0,1679000000.0,1679000000.0,1679000000.0,1679000000.0,1679000000.0,1679000000.0,1739000000.0,1739000000.0,1739000000.0
LongTermDebtNoncurrent / USD,1099000000.0,1099000000.0,1099000000.0,1099000000.0,1099000000.0,1099000000.0,1099000000.0,1099000000.0,1093000000.0,1093000000.0,1093000000.0,1093000000.0,2038000000.0,2038000000.0,2038000000.0,2038000000.0,1291000000.0,1291000000.0,2038000000.0,1291000000.0,1291000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1789000000.0,1789000000.0,1789000000.0,1789000000.0,1791000000.0,1791000000.0,1791000000.0,1791000000.0,1793000000.0,1793000000.0,1793000000.0,1793000000.0,1195000000.0,1195000000.0,1195000000.0,1195000000.0,1790000000.0,1790000000.0,1790000000.0
LongTermInvestments / USD,63000000.0,63000000.0,63000000.0,63000000.0,70000000.0,70000000.0,70000000.0,70000000.0,55000000.0,55000000.0,55000000.0,55000000.0,63000000.0,63000000.0,63000000.0,63000000.0,46000000.0,46000000.0,63000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,46000000.0,61000000.0,61000000.0,61000000.0,61000000.0,70000000.0,70000000.0,70000000.0,70000000.0,62000000.0,62000000.0,62000000.0,62000000.0,81000000.0,81000000.0,81000000.0,81000000.0,110000000.0,110000000.0,110000000.0
LossContingencyAccrualPayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,1100000.0,1100000.0,,2100000.0,2100000.0,3100000.0,3100000.0,3100000.0,4100000.0,4100000.0,,,,
LossContingencyEstimateOfPossibleLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600000.0,6600000.0,6600000.0,6600000.0,6600000.0,,6600000.0,6600000.0,6600000.0,6600000.0,6600000.0,6600000.0,6600000.0,,,,
LossContingencyRangeOfPossibleLossPortionNotAccrued / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,,,,
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458000000.0,-458000000.0,-458000000.0,-458000000.0,-458000000.0,-458000000.0,-458000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-124000000.0,-241000000.0,-310000000.0,-481000000.0,7000000.0,-38000000.0,-22000000.0,335000000.0,25000000.0,-16000000.0,-25000000.0,-19000000.0,8000000.0,1677000000.0,1466000000.0,-29000000.0,6000000.0,-274000000.0,-29000000.0,-302000000.0,1425000000.0,-33000000.0,-54000000.0,-91000000.0,-341000000.0,-99000000.0,-220000000.0,-198000000.0,-122000000.0,-43000000.0,-264000000.0,-317000000.0,-413000000.0,-247000000.0,-527000000.0,-734000000.0,-671000000.0,-139000000.0,-140000000.0,-259000000.0,-861000000.0,-548000000.0,-621000000.0,-753000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-11000000.0,-34000000.0,-52000000.0,-85000000.0,-14000000.0,-30000000.0,-72000000.0,-82000000.0,-24000000.0,-62000000.0,-76000000.0,-671000000.0,-8000000.0,-1642000000.0,-1646000000.0,-90000000.0,-24000000.0,-46000000.0,-90000000.0,-91000000.0,-1722000000.0,-29000000.0,-49000000.0,-169000000.0,-108000000.0,-5000000.0,-28000000.0,-379000000.0,-196000000.0,-124000000.0,-197000000.0,-238000000.0,-442000000.0,-49000000.0,-142000000.0,-190000000.0,-353000000.0,-60000000.0,-205000000.0,-250000000.0,-251000000.0,-511000000.0,-631000000.0,-781000000.0
NetCashProvidedByUsedInOperatingActivities / USD,135000000.0,275000000.0,362000000.0,566000000.0,92000000.0,160000000.0,295000000.0,563000000.0,92000000.0,209000000.0,277000000.0,376000000.0,115000000.0,164000000.0,265000000.0,420000000.0,171000000.0,282000000.0,420000000.0,320000000.0,328000000.0,240000000.0,461000000.0,735000000.0,555000000.0,197000000.0,495000000.0,678000000.0,998000000.0,295000000.0,697000000.0,954000000.0,1016000000.0,224000000.0,522000000.0,746000000.0,1322000000.0,366000000.0,789000000.0,1030000000.0,1144000000.0,328000000.0,438000000.0,693000000.0
NetIncomeLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000000.0,543000000.0,831000000.0,1124000000.0,172000000.0,298000000.0,687000000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458000000.0,458000000.0,458000000.0,,458000000.0,458000000.0,458000000.0
NoncurrentAssets / USD,,,,603000000.0,,,,666000000.0,,,,598000000.0,,,,819000000.0,,,819000000.0,,870000000.0,,,,940000000.0,,,,1170000000.0,,,,1249000000.0,,,,1224000000.0,,,,1310000000.0,,,
NumberOfReportableSegments / pure,,,,,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,
NumberOfReportableSegments / segment,,,,2.0,,,,2.0,,,,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0
OciBeforeReclassificationsBeforeTaxAttributableToParent / USD,,,,,,-27000000.0,-47000000.0,,-26000000.0,26000000.0,21000000.0,,8000000.0,15000000.0,30000000.0,,41000000.0,28000000.0,,-7000000.0,,32000000.0,14000000.0,9000000.0,,2000000.0,-16000000.0,21000000.0,,54000000.0,54000000.0,18000000.0,,-16000000.0,-36000000.0,-70000000.0,,54000000.0,44000000.0,38000000.0,,24000000.0,-4000000.0,28000000.0
OperatingIncomeLoss / USD,91000000.0,218000000.0,339000000.0,496000000.0,87000000.0,220000000.0,320000000.0,469000000.0,98000000.0,193000000.0,299000000.0,431000000.0,162000000.0,204000000.0,200000000.0,406000000.0,-17000000.0,69000000.0,375000000.0,186000000.0,148000000.0,121000000.0,306000000.0,503000000.0,-394000000.0,203000000.0,305000000.0,487000000.0,711000000.0,212000000.0,447000000.0,731000000.0,765000000.0,271000000.0,598000000.0,955000000.0,1080000000.0,322000000.0,676000000.0,1041000000.0,1334000000.0,221000000.0,398000000.0,603000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,11000000.0,23000000.0,36000000.0,49000000.0,11000000.0,23000000.0,36000000.0,49000000.0,13000000.0,26000000.0,39000000.0,49000000.0,13000000.0,25000000.0,38000000.0,51000000.0,13000000.0,26000000.0,40000000.0,51000000.0,15000000.0,31000000.0,47000000.0
OperatingLeaseLeaseIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,,,,11000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,164000000.0,164000000.0,164000000.0,192000000.0,226000000.0,242000000.0,237000000.0,232000000.0,,,,225000000.0,,,,232000000.0,,,,240000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43000000.0,43000000.0,43000000.0,43000000.0,41000000.0,41000000.0,41000000.0,41000000.0,39000000.0,39000000.0,39000000.0,39000000.0,40000000.0,40000000.0,40000000.0,40000000.0,43000000.0,43000000.0,43000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,149000000.0,149000000.0,149000000.0,149000000.0,191000000.0,191000000.0,191000000.0,191000000.0,186000000.0,186000000.0,186000000.0,186000000.0,192000000.0,192000000.0,192000000.0,192000000.0,197000000.0,197000000.0,197000000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,11000000.0,23000000.0,35000000.0,48000000.0,11000000.0,23000000.0,35000000.0,48000000.0,13000000.0,27000000.0,40000000.0,48000000.0,13000000.0,24000000.0,36000000.0,53000000.0,14000000.0,27000000.0,40000000.0,51000000.0,14000000.0,28000000.0,42000000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,182000000.0,182000000.0,182000000.0,182000000.0,227000000.0,227000000.0,227000000.0,227000000.0,220000000.0,220000000.0,220000000.0,220000000.0,226000000.0,226000000.0,226000000.0,226000000.0,234000000.0,234000000.0,234000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,0.03,0.031,0.03,0.03,0.03,0.03,0.03,0.03,,,,0.03,,,,0.03,,,,0.03,,,
OtherAssetsCurrent / USD,79000000.0,79000000.0,79000000.0,79000000.0,137000000.0,137000000.0,137000000.0,137000000.0,160000000.0,160000000.0,160000000.0,160000000.0,224000000.0,224000000.0,224000000.0,224000000.0,222000000.0,222000000.0,224000000.0,222000000.0,222000000.0,244000000.0,244000000.0,244000000.0,244000000.0,255000000.0,255000000.0,255000000.0,255000000.0,270000000.0,270000000.0,270000000.0,102000000.0,149000000.0,149000000.0,149000000.0,149000000.0,168000000.0,168000000.0,168000000.0,124000000.0,157000000.0,157000000.0,295000000.0
OtherAssetsMiscellaneousNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000000.0,,,
OtherAssetsNoncurrent / USD,94000000.0,94000000.0,94000000.0,94000000.0,100000000.0,100000000.0,100000000.0,100000000.0,39000000.0,39000000.0,39000000.0,39000000.0,240000000.0,240000000.0,240000000.0,240000000.0,279000000.0,279000000.0,240000000.0,279000000.0,279000000.0,332000000.0,332000000.0,332000000.0,332000000.0,368000000.0,368000000.0,368000000.0,368000000.0,389000000.0,389000000.0,389000000.0,389000000.0,454000000.0,454000000.0,454000000.0,454000000.0,340000000.0,340000000.0,340000000.0,340000000.0,521000000.0,521000000.0,521000000.0
OtherCommitment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000.0,,,,,,,,,75000000.0,,,,96000000.0,,,
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax / USD,0.0,0.0,0.0,0.0,4000000.0,,,5000000.0,,,,18000000.0,,,,15000000.0,,,15000000.0,,15000000.0,,,,16000000.0,,,,15000000.0,,,,9000000.0,,,,1000000.0,,,,0.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,0.0,0.0,0.0,0.0,8000000.0,,,-38000000.0,,,,-67000000.0,,,,-135000000.0,,,-135000000.0,,178000000.0,,,,23000000.0,,,,-91000000.0,,,,-64000000.0,,,,144000000.0,,,,83000000.0,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax / USD,0.0,0.0,0.0,0.0,3000000.0,6000000.0,10000000.0,-13000000.0,6000000.0,10000000.0,15000000.0,-25000000.0,13000000.0,18000000.0,24000000.0,-53000000.0,-3000000.0,-7000000.0,-53000000.0,11000000.0,68000000.0,3000000.0,7000000.0,10000000.0,7000000.0,0.0,-4000000.0,-8000000.0,28000000.0,-5000000.0,-10000000.0,-16000000.0,23000000.0,-2000000.0,4000000.0,7000000.0,-55000000.0,-1000000.0,-2000000.0,-3000000.0,0.0,-1000000.0,-2000000.0,-3000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,-12000000.0,-11000000.0,-17000000.0,-75000000.0,-33000000.0,-34000000.0,-46000000.0,-72000000.0,-25000000.0,31000000.0,30000000.0,-54000000.0,-24000000.0,-15000000.0,0.0,19000000.0,41000000.0,28000000.0,19000000.0,-1000000.0,-10000000.0,30000000.0,14000000.0,10000000.0,-21000000.0,0.0,-7000000.0,30000000.0,17000000.0,31000000.0,17000000.0,10000000.0,33000000.0,-21000000.0,-86000000.0,-106000000.0,-10000000.0,81000000.0,70000000.0,61000000.0,-165000000.0,27000000.0,-5000000.0,27000000.0
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax / USD,,,,,,,,1000000.0,,,,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,2000000.0,2000000.0,,2000000.0,,-2000000.0,-2000000.0,-3000000.0,,1000000.0,-7000000.0,-7000000.0,-4000000.0,18000000.0,40000000.0,18000000.0,16000000.0,4000000.0,40000000.0,29000000.0,26000000.0,-21000000.0,-20000000.0,-18000000.0,73000000.0,-2000000.0,1000000.0,1000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax / USD,,,,,,,,,,,,,,,,,0.0,0.0,,-1000000.0,,0.0,0.0,0.0,,,,,1000000.0,-5000000.0,-11000000.0,-4000000.0,-4000000.0,-1000000.0,-10000000.0,-7000000.0,-6000000.0,6000000.0,6000000.0,5000000.0,-19000000.0,1000000.0,0.0,0.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,2000000.0,3000000.0,,3000000.0,,-1000000.0,-1000000.0,-1000000.0,,-1000000.0,-2000000.0,-3000000.0,-3000000.0,0.0,0.0,1000000.0,-3000000.0,0.0,2000000.0,3000000.0,2000000.0,2000000.0,3000000.0,3000000.0,3000000.0,2000000.0,4000000.0,7000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax / USD,,,,,,,,,,,,,,,,,0.0,0.0,,1000000.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax / USD,1000000.0,0.0,-2000000.0,6000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
OtherComprehensiveIncomeLossNetOfTax / USD,-14000000.0,-11000000.0,-8000000.0,-70000000.0,-33000000.0,-21000000.0,-40000000.0,-104000000.0,-18000000.0,42000000.0,46000000.0,-143000000.0,7000000.0,23000000.0,46000000.0,-139000000.0,45000000.0,38000000.0,-139000000.0,8000000.0,161000000.0,39000000.0,27000000.0,28000000.0,-31000000.0,17000000.0,11000000.0,58000000.0,-90000000.0,63000000.0,88000000.0,71000000.0,-21000000.0,-9000000.0,-32000000.0,-58000000.0,157000000.0,63000000.0,55000000.0,52000000.0,-12000000.0,24000000.0,-3000000.0,29000000.0
