fact_unit,2010-02-26,2011-03-09,2012-02-14,2013-02-13,2014-02-12,2015-02-11,2016-02-05,2017-02-08,2018-02-07,2019-02-06,2020-02-12,2021-02-10,2022-02-09,2023-02-15,2024-02-14,2025-03-05
BusinessAcquisitionsProFormaRevenue / EUR,,,,,5053000000.0,,,6478000000.0,,,,11952300000.0,,,,
CapitalExpendituresIncurredButNotYetPaid / EUR,,,,,,,,,,,,24200000.0,85900000.0,,,
CashAndCashEquivalentsAtCarryingValue / EUR,1655857000.0,1271636000.0,1109184000.0,1037074000.0,1949834000.0,2731782000.0,1767596000.0,2330694000.0,2419500000.0,2458700000.0,3121100000.0,3532300000.0,6049400000.0,6951800000.0,7268300000.0,7004700000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / EUR,,,,,,,,,,,2906900000.0,2259000000.0,3121100000.0,3532300000.0,6049400000.0,6951800000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / EUR,,,,,,,,,,,-647900000.0,862100000.0,411200000.0,2517100000.0,902400000.0,316500000.0
CommonStockDividendsPerShareCashPaid / EUR,,,,,,,,,,,,1.2,,,,
CommonStockDividendsPerShareCashPaid / EUR/shares,,,,,,,,,,,,1.2,1.8,1.37,1.45,1.52
CommonStockDividendsPerShareDeclared / EUR,,0.2,,,,,,,,,,2.75,,,,
CommonStockDividendsPerShareDeclared / EUR/shares,,,,,,,,,,,,2.75,5.5,5.8,6.1,6.1
CommonStockSharesOutstanding / shares,432073534.0,433638976.0,436592972.0,413669257.0,407165221.0,407165221.0,440852334.0,432935288.0,427986682.0,429941232.0,427393592.0,421097729.0,419810706.0,416514034.0,402601613.0,394589411.0
CommonStockValueOutstanding / EUR,,39028000.0,39293000.0,38354000.0,37470000.0,40092000.0,39426000.0,,39400000.0,38800000.0,38600000.0,38200000.0,37600000.0,36500000.0,36300000.0,36000000.0
ComprehensiveIncomeNetOfTax / EUR,644257000.0,266057000.0,-153023000.0,1042885000.0,1496840000.0,1146832000.0,894065000.0,1451094000.0,1647600000.0,1686600000.0,1717000000.0,2625100000.0,2585100000.0,3455300000.0,6037300000.0,5719000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / EUR,,,,,1496840000.0,1146832000.0,894065000.0,1451094000.0,1647600000.0,1686600000.0,1717000000.0,2625100000.0,2585100000.0,3455300000.0,6037300000.0,5719000000.0
ConstructionInProgressGross / EUR,,,,,,,,,,,,,676400000.0,695900000.0,869800000.0,1658000000.0
ContractWithCustomerAssetNet / EUR,,,,,,,,,,148300000.0,270400000.0,95900000.0,231000000.0,119200000.0,,
ContractWithCustomerAssetNetCurrent / EUR,,,,,,,,,,270400000.0,95900000.0,231000000.0,119200000.0,164600000.0,164600000.0,131900000.0
ContractWithCustomerAssetReclassifiedToReceivable / EUR,,,,,,,,,,-91600000.0,456200000.0,167400000.0,192200000.0,268200000.0,393400000.0,402000000.0
ContractWithCustomerLiability / EUR,,,,,,,,,,1833800000.0,2152000000.0,2953200000.0,4286000000.0,5594100000.0,11160900000.0,17750900000.0
ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueModificationOfContract / EUR,,,,,,,,,,0.0,64400000.0,133400000.0,41900000.0,-39700000.0,118000000.0,24900000.0
ContractWithCustomerLiabilityCurrent / EUR,,,,,,,,,,1530000000.0,1728600000.0,2526400000.0,3954200000.0,7935200000.0,12481000000.0,11441000000.0
ContractWithCustomerLiabilityNoncurrent / EUR,,,,,,,,,,622000000.0,1224600000.0,1759600000.0,1639900000.0,3225700000.0,5269900000.0,4825500000.0
ContractWithCustomerLiabilityRevenueRecognized / EUR,,,,,,,,,,-1197900000.0,1306300000.0,1528400000.0,2428400000.0,3767000000.0,6326600000.0,11106100000.0
ContractualObligation / EUR,,,,2633943000.0,3503308000.0,3073427000.0,3486573000.0,6811661000.0,7802300000.0,8339400000.0,8600400000.0,10613800000.0,13496000000.0,16851300000.0,19400000000.0,18600000000.0
ContractualObligationDueAfterFifthYear / EUR,,,,76769000.0,916841000.0,919171000.0,852332000.0,3262159000.0,2644500000.0,1887700000.0,1863000000.0,3407300000.0,2374600000.0,2141600000.0,2400000000.0,1500000000.0
ContractualObligationDueInFifthYear / EUR,,,,661962000.0,59861000.0,36959000.0,45739000.0,139713000.0,602800000.0,851500000.0,55600000.0,85200000.0,1127300000.0,854600000.0,200000000.0,900000000.0
ContractualObligationDueInFourthYear / EUR,,,,53223000.0,320320000.0,65427000.0,46060000.0,191240000.0,168200000.0,656300000.0,871700000.0,122500000.0,277600000.0,1236500000.0,1200000000.0,200000000.0
ContractualObligationDueInNextTwelveMonths / EUR,,,,1631981000.0,1970407000.0,1538689000.0,1922009000.0,2394348000.0,3361600000.0,4040200000.0,4364800000.0,4599900000.0,7588000000.0,10577300000.0,10900000000.0,11100000000.0
ContractualObligationDueInSecondYear / EUR,,,,150214000.0,152988000.0,194311000.0,437406000.0,559886000.0,726100000.0,696100000.0,702400000.0,1324200000.0,1664000000.0,1236200000.0,2900000000.0,3300000000.0
ContractualObligationDueInThirdYear / EUR,,,,59794000.0,82891000.0,318870000.0,183027000.0,264315000.0,299100000.0,207600000.0,742900000.0,1074700000.0,464500000.0,805100000.0,1800000000.0,1600000000.0
CostOfGoodsAndServicesSold / EUR,2218526000.0,1938164000.0,1137671000.0,2552768000.0,3201645000.0,2726298000.0,3068064000.0,3259903000.0,3391700000.0,3729800000.0,4942500000.0,5914800000.0,6540200000.0,7181300000.0,8802000000.0,10473300000.0
CurrentFederalTaxExpenseBenefit / EUR,,,,,,,,,,,349300000.0,433500000.0,305500000.0,407700000.0,865000000.0,818400000.0
CurrentForeignTaxExpenseBenefit / EUR,,,,,,,,,42400000.0,91400000.0,35300000.0,210100000.0,118400000.0,375300000.0,523500000.0,678300000.0
CurrentIncomeTaxExpenseBenefit / EUR,,-50857000.0,29970000.0,180613000.0,129127000.0,79255000.0,52753000.0,130425000.0,116100000.0,158000000.0,384500000.0,643500000.0,423900000.0,783000000.0,1388500000.0,1496700000.0
DebtInstrumentRedemptionPricePercentage / pure,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / EUR,,,,,,,,,,,34000000.0,33100000.0,23800000.0,11900000.0,8500000.0,600000.0
DeferredCompensationArrangementWithIndividualCompensationExpense / EUR,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
DeferredCompensationLiabilityCurrentAndNoncurrent / EUR,,,,,,,,,,,46800000.0,56600000.0,68300000.0,82400000.0,70500000.0,94700000.0
DeferredCompensationPlanAssets / EUR,,8520000.0,9626000.0,10577000.0,12080000.0,20174000.0,26172000.0,31393000.0,38000000.0,41200000.0,43100000.0,55100000.0,67000000.0,81400000.0,71100000.0,95200000.0
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables / EUR,,,,,5828000.0,6488000.0,5355000.0,7095000.0,5100000.0,6600000.0,7500000.0,8800000.0,11500000.0,1400000.0,0.0,0.0
DeferredFederalIncomeTaxExpenseBenefit / EUR,,,,,,,,,,,-61900000.0,-9700000.0,-74800000.0,-1400000.0,28600000.0,44400000.0
DeferredForeignIncomeTaxExpenseBenefit / EUR,,,,,,,,,39400000.0,-9000000.0,-16600000.0,-282300000.0,-157400000.0,-230100000.0,-395700000.0,-571200000.0
DeferredIncomeTaxAssetsNet / EUR,,,,,,,,,,,,445300000.0,671500000.0,671500000.0,1098700000.0,1672800000.0
DeferredIncomeTaxExpenseBenefit / EUR,106403000.0,38131000.0,-50595000.0,28053000.0,63250000.0,-72374000.0,-22658000.0,-59050000.0,45300000.0,76400000.0,-78500000.0,-291900000.0,-232200000.0,-231500000.0,-367100000.0,-526800000.0
DeferredIncomeTaxLiabilities / EUR,,,,11850000.0,21509000.0,28611000.0,294120000.0,259472000.0,271800000.0,514500000.0,326900000.0,162200000.0,145900000.0,149900000.0,145400000.0,159000000.0
DeferredIncomeTaxesAndTaxCredits / EUR,,,,,,,,,45300000.0,13400000.0,-8400000.0,-238500000.0,-236800000.0,-211300000.0,-419600000.0,-564200000.0
DeferredTaxAssetsDeferredIncome / EUR,,6107000.0,4235000.0,10890000.0,23892000.0,20572000.0,16409000.0,21249000.0,35400000.0,47400000.0,21000000.0,150300000.0,56800000.0,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets / EUR,,,,,,,,,,0.0,0.0,48700000.0,129800000.0,143500000.0,143500000.0,124800000.0
DeferredTaxAssetsGross / EUR,,,,205437000.0,,,,,301200000.0,313500000.0,215800000.0,435200000.0,657500000.0,906000000.0,1377000000.0,1995700000.0
DeferredTaxAssetsInProcessResearchAndDevelopment / EUR,,43522000.0,33248000.0,27239000.0,34374000.0,27403000.0,20888000.0,14593000.0,12600000.0,9500000.0,3200000.0,1700000.0,192900000.0,287100000.0,420400000.0,592100000.0
DeferredTaxAssetsInventory / EUR,,33298000.0,35757000.0,71124000.0,35820000.0,28167000.0,46661000.0,63012000.0,75500000.0,80600000.0,46500000.0,52900000.0,49300000.0,37200000.0,31500000.0,45200000.0
DeferredTaxAssetsLiabilitiesNet / EUR,,134268000.0,194486000.0,193587000.0,137946000.0,114527000.0,,,,,193800000.0,438000000.0,438000000.0,633600000.0,1064000000.0,1621300000.0
DeferredTaxAssetsNet / EUR,,219913000.0,252667000.0,,159455000.0,143138000.0,263944000.0,292187000.0,271300000.0,271100000.0,166300000.0,356000000.0,583900000.0,783500000.0,1209400000.0,1780300000.0
DeferredTaxAssetsOperatingLossCarryforwards / EUR,,57832000.0,107060000.0,27756000.0,,,,,,,5700000.0,8500000.0,12500000.0,27100000.0,7400000.0,4500000.0
DeferredTaxAssetsOther / EUR,,12033000.0,12723000.0,13719000.0,16728000.0,13966000.0,11661000.0,26398000.0,24500000.0,26000000.0,20100000.0,21700000.0,20300000.0,23900000.0,27500000.0,23300000.0
DeferredTaxAssetsPropertyPlantAndEquipment / EUR,,,,4386000.0,6495000.0,7798000.0,11785000.0,6295000.0,7200000.0,11000000.0,9200000.0,19400000.0,32800000.0,26900000.0,18600000.0,18900000.0
DeferredTaxAssetsTaxCreditCarryforwardsResearch / EUR,,,,,,11242000.0,11242000.0,43361000.0,46100000.0,35800000.0,44100000.0,70500000.0,60800000.0,117200000.0,162700000.0,213400000.0
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / EUR,,3445000.0,4797000.0,1678000.0,950000.0,1433000.0,16151000.0,9365000.0,12500000.0,13900000.0,7700000.0,7700000.0,8500000.0,7200000.0,9600000.0,11400000.0
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / EUR,,,,,,,,,,,42700000.0,40500000.0,73400000.0,87800000.0,109400000.0,113900000.0
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves / EUR,,,,,,7151000.0,6702000.0,13670000.0,11000000.0,15700000.0,11100000.0,13300000.0,12300000.0,16400000.0,,
DeferredTaxAssetsValuationAllowance / EUR,,,,,30500000.0,30500000.0,25000000.0,25400000.0,29900000.0,42400000.0,49500000.0,79200000.0,73600000.0,122500000.0,167600000.0,215400000.0
DeferredTaxLiabilities / EUR,,85645000.0,58181000.0,,,,,,,,160600000.0,193800000.0,37900000.0,37900000.0,34700000.0,51500000.0
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest / EUR,,-2020000.0,2716000.0,1231000.0,1554000.0,1958000.0,1823000.0,1887000.0,1900000.0,1800000.0,1700000.0,1500000.0,1500000.0,1600000.0,1500000.0,1500000.0
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts / EUR,,,,,,,,,,,,,,,0.0,0.0
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill / EUR,,,,,,,,,,,0.0,0.0,6600000.0,15600000.0,20900000.0,28800000.0
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / EUR,,,,,261905000.0,261905000.0,261905000.0,219141000.0,225500000.0,432400000.0,265100000.0,119800000.0,104200000.0,93900000.0,79900000.0,65400000.0
DeferredTaxLiabilitiesLeasingArrangements / EUR,,,,,,,,,,,0.0,0.0,8100000.0,6500000.0,23200000.0,27400000.0
DeferredTaxLiabilitiesOther / EUR,,-2176000.0,1944000.0,958000.0,847000.0,763000.0,12800000.0,9009000.0,4100000.0,17700000.0,9000000.0,15100000.0,-2900000.0,8700000.0,1100000.0,9800000.0
DeferredTaxLiabilitiesPropertyPlantAndEquipment / EUR,,0.0,7354000.0,9661000.0,19108000.0,25890000.0,17592000.0,29435000.0,40300000.0,44700000.0,37900000.0,25700000.0,15300000.0,5400000.0,10900000.0,9800000.0
DeferredTaxLiabilitiesTaxDeferredIncome / EUR,,,,,,,,,,17900000.0,13200000.0,100000.0,13100000.0,18200000.0,7900000.0,16300000.0
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries / EUR,,,,,,,,,,,193700000.0,240000000.0,240000000.0,283400000.0,451300000.0,673900000.0
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsAccumulatedBenefitObligation / EUR,,,,,,,,,,,,89500000.0,,,,
DefinedContributionPlanCostRecognized / EUR,,8466000.0,8895000.0,10950000.0,14128000.0,15773000.0,19799000.0,24774000.0,28900000.0,30800000.0,38400000.0,48000000.0,55900000.0,55800000.0,67500000.0,74700000.0
Depreciation / EUR,,,131100000.0,144600000.0,158000000.0,179300000.0,197100000.0,209504000.0,243000000.0,290800000.0,308200000.0,315400000.0,325300000.0,351700000.0,321600000.0,445200000.0
DepreciationDepletionAndAmortization / EUR,,,,,,186620000.0,228775000.0,254644000.0,296900000.0,356900000.0,417500000.0,422700000.0,448500000.0,490800000.0,471000000.0,583600000.0
DerivativeAssets / EUR,,103384000.0,96180000.0,126351000.0,151748000.0,71620000.0,153803000.0,133803000.0,134000000.0,115700000.0,101900000.0,137500000.0,162800000.0,99500000.0,17300000.0,31100000.0
DerivativeAssetsCurrent / EUR,,47436000.0,24401000.0,33817000.0,50097000.0,40843000.0,38257000.0,52026000.0,44500000.0,50500000.0,42200000.0,34500000.0,39000000.0,52200000.0,17300000.0,19800000.0
DerivativeAssetsNoncurrent / EUR,,55948000.0,71779000.0,92534000.0,101651000.0,30777000.0,115546000.0,81777000.0,89500000.0,65200000.0,59700000.0,103000000.0,123800000.0,47300000.0,0.0,11300000.0
DerivativeLiabilities / EUR,,17471000.0,34898000.0,40359000.0,10893000.0,11652000.0,67755000.0,20860000.0,113900000.0,67300000.0,47400000.0,3900000.0,20000000.0,2800000.0,261200000.0,156700000.0
DerivativeLiabilitiesCurrent / EUR,,15536000.0,32917000.0,37149000.0,6861000.0,9044000.0,64947000.0,18982000.0,75800000.0,4600000.0,15400000.0,3900000.0,20000000.0,2800000.0,82200000.0,94000000.0
DerivativeLiabilitiesNoncurrent / EUR,,1935000.0,1981000.0,3210000.0,4032000.0,2608000.0,2808000.0,1878000.0,38100000.0,62700000.0,32000000.0,0.0,0.0,0.0,179000000.0,62700000.0
DividendsCommonStockCash / EUR,,,,86960000.0,172645000.0,188892000.0,216085000.0,267962000.0,302300000.0,445900000.0,516700000.0,597100000.0,1325700000.0,1066400000.0,1368300000.0,2559800000.0
DividendsPayableAmountPerShare / EUR,,,0.46,,,,,,,,,2.4,,,,
DividendsPayableAmountPerShare / EUR/shares,,,,,,,,,,,,2.4,2.75,5.5,5.8,
EarningsPerShareBasic / EUR/shares,1.45,0.75,-0.35,2.35,3.45,2.7,2.36,2.74,3.22,3.66,4.81,6.1,6.16,8.49,14.36,14.14
EarningsPerShareDiluted / EUR/shares,1.41,0.74,-0.35,2.33,3.42,2.68,2.34,2.72,3.21,3.64,4.79,6.08,6.15,8.48,14.34,14.13
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / EUR,,,,,,,,,,,-28100000.0,5200000.0,4600000.0,-5300000.0,20300000.0,-3100000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,-0.041,0.12,0.178,0.11,0.004,0.008,-0.06,-0.104,-0.131,-0.128,0.12,0.068,0.137,0.152,0.15
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.255,0.255,0.255,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.258
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,,,,,,,,0.005,-0.01,0.003,-0.014,-0.006,-0.006
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate / pure,,-0.053,,0.001,,,,,,,,0.0,0.0,0.004,0.0,0.0
EffectiveIncomeTaxRateReconciliationDeductionsOther / pure,,,,-0.054,-0.109,-0.124,-0.117,0.0,0.133,0.105,,-0.106,0.127,0.127,0.108,0.115
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,-0.086,0.108,-0.013,-0.013,-0.009,-0.023,0.001,-0.003,0.002,-0.009,0.005,0.002,0.0,-0.001,0.002
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense / pure,,,,,,,,,,,0.0,0.005,0.007,0.005,0.007,0.006
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,0.05,-0.031,0.003,0.004,0.006,0.007,0.003,-0.001,0.003,-0.004,0.011,0.007,0.014,0.004,0.001
EffectiveIncomeTaxRateReconciliationTaxContingencies / pure,,,,,,,,,,,0.007,-0.019,-0.006,-0.01,-0.003,-0.002
EffectiveIncomeTaxRateReconciliationTaxExemptIncome / pure,,,,-0.016,-0.012,-0.02,-0.029,0.019,0.02,0.017,0.01,0.002,0.003,0.0,0.0,0.0
EmployeeRelatedLiabilitiesCurrentAndNoncurrent / EUR,,114255000.0,177025000.0,212059000.0,200670000.0,247246000.0,301075000.0,341554000.0,401800000.0,427600000.0,544400000.0,654600000.0,757400000.0,864700000.0,1070900000.0,1328500000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / EUR,,,15400000.0,16700000.0,23300000.0,30400000.0,78900000.0,69800000.0,65400000.0,83200000.0,78500000.0,94200000.0,95800000.0,85900000.0,125400000.0,113000000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / EUR,,,1400000.0,1000000.0,500000.0,900000.0,10700000.0,14900000.0,13800000.0,10000000.0,8700000.0,5600000.0,5900000.0,6600000.0,8200000.0,10200000.0
EntityCommonStockSharesOutstanding / shares,433638976.0,436592972.0,413669257.0,407165221.0,440852334.0,432935288.0,427986682.0,429941232.0,427393592.0,421097729.0,419810706.0,416514034.0,402601613.0,394589411.0,393421721.0,393283720.0
EntityNumberOfEmployees / employee,,,,,,,13225.0,14072.0,14681.0,16647.0,19216.0,23247.0,24900.0,28073.0,32016.0,39086.0
EquityMethodInvestments / EUR,,,,,,,,,0.0,982200000.0,915800000.0,833000000.0,820700000.0,892500000.0,923600000.0,919600000.0
FederalIncomeTaxExpenseBenefitContinuingOperations / EUR,,,,,,,,,,,287400000.0,423800000.0,230700000.0,406300000.0,893600000.0,862800000.0
FinanceLeaseLiability / EUR,,,,,,,,,,,0.0,9500000.0,12800000.0,,,
FinanceLeaseLiabilityCurrent / EUR,,,,,,,,,,,0.0,0.0,4700000.0,,,
FinanceLeaseLiabilityNoncurrent / EUR,,,,,,,,,,,0.0,9500000.0,8100000.0,,,
FinanceLeasePrincipalPayments / EUR,,,,,,,,,,2800000.0,0.0,0.0,2800000.0,,,
FinanceLeaseRightOfUseAsset / EUR,,,,,,,,,,10200000.0,0.0,118500000.0,164800000.0,,,
FinanceLeaseRightOfUseAssetAmortization / EUR,,,,,,,,,,2800000.0,0.0,0.0,7300000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,0.022,0.0,0.0,0.007,,,
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease / EUR,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / EUR,,,87224000.0,93594000.0,98879000.0,104960000.0,131739000.0,182232000.0,242200000.0,313900000.0,394800000.0,498800000.0,616100000.0,739400000.0,870400000.0,1014900000.0
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / EUR,,,,,,449082000.0,435054000.0,791281000.0,664000000.0,596500000.0,536400000.0,446500000.0,340900000.0,245400000.0,168900000.0,108600000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / EUR,,,,3322000.0,,46918000.0,57720000.0,108015000.0,102000000.0,105100000.0,120000000.0,129900000.0,135200000.0,130800000.0,124900000.0,123400000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / EUR,,,,750000.0,,55706000.0,60386000.0,104752000.0,97000000.0,93500000.0,102000000.0,107800000.0,109000000.0,109100000.0,93300000.0,61700000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / EUR,,,,1533000.0,,56220000.0,60881000.0,105706000.0,100000000.0,100700000.0,109000000.0,113000000.0,115600000.0,113000000.0,114300000.0,94400000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / EUR,,,,1714000.0,,57558000.0,61395000.0,106343000.0,101000000.0,103700000.0,117000000.0,122300000.0,121000000.0,119300000.0,117500000.0,115100000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / EUR,,,,2624000.0,,58355000.0,62734000.0,106827000.0,102000000.0,104500000.0,120000000.0,129400000.0,130400000.0,124800000.0,122800000.0,118100000.0
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / EUR,,,,,,,,73218000.0,36800000.0,-91500000.0,0.0,2100000.0,-200000.0,-200000.0,2400000.0,-1400000.0
FiniteLivedIntangibleAssetsGross / EUR,,105350000.0,105352000.0,107245000.0,107245000.0,114903000.0,689947000.0,766645000.0,841000000.0,1636900000.0,1560800000.0,1602800000.0,1720500000.0,1788300000.0,1822500000.0,1857300000.0
FiniteLivedIntangibleAssetsNet / EUR,,,,9943000.0,9943000.0,558208000.0,,598744000.0,1323000000.0,1166000000.0,1104000000.0,1104400000.0,1048900000.0,952100000.0,842400000.0,741700000.0
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease / EUR,,,,,,4000000.0,2952000.0,1108000.0,1900000.0,0.0,0.0,-200000.0,,,,
