fact_unit,2011-08-08,2011-11-09,2012-03-13,2012-05-10,2012-08-09,2012-11-09,2013-03-08,2013-05-07,2013-08-07,2013-11-05,2014-03-10,2014-05-06,2014-08-05,2014-11-05,2015-03-12,2015-05-08,2015-08-06,2015-11-06,2016-03-07,2016-05-10,2016-08-10,2016-11-09,2017-03-06,2017-05-10,2017-08-09,2017-11-09,2018-03-01,2018-05-10,2018-08-09,2018-11-07,2019-02-27,2019-05-10,2019-08-09,2019-11-08,2020-02-28,2020-05-08,2020-08-07,2020-11-06,2021-02-26,2021-05-07,2021-08-06,2021-11-15,2022-02-25,2022-05-10,2022-08-09,2022-11-09,2023-02-28,2023-05-09,2023-08-08,2023-11-07,2024-02-27,2024-05-07,2024-08-07,2024-11-08,2025-02-28,2025-05-07,2025-08-05,2025-11-05
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48858000.0,,,,48858000.0,,,,48858000.0,48858000.0,,
AdjustmentsToAdditionalPaidInCapitalOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16049000.0,-16049000.0,-16049000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1159000.0,-1159000.0,-1159000.0,-12370000.0,-5162000.0,-5162000.0,-5162000.0,-3937000.0,-7045000.0,-7045000.0,-7045000.0,-7514000.0,-1388000.0,-1388000.0,-1388000.0,,-34841000.0,-34841000.0,-34841000.0,-4870000.0,-4870000.0,-2710000.0,-2710000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265000.0,1265000.0,1265000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,4988837.0,,,,3682675.0,,,,3038000.0,,,,3422000.0,,,,4340000.0,,,,5579000.0,,,,7263000.0,,,,9369000.0,4093000.0,4093000.0,4093000.0,15610000.0,7905000.0,7905000.0,7905000.0,21879000.0,20195000.0,20195000.0,20195000.0,78809000.0,89610000.0,89610000.0,89610000.0,133572000.0,25088000.0,25088000.0,25088000.0,303331000.0,34350000.0,34350000.0,34350000.0,106176000.0,106176000.0,75115000.0,75115000.0
AdjustmentsToAdditionalPaidInCapitalWarrantIssued / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124269000.0,,,,124269000.0,,,,124269000.0,124269000.0,,
AllocatedShareBasedCompensationExpense / USD,,,,,1839924.0,2533444.0,3682675.0,,,,,,,,,,,,,,,,,,,,,,500000.0,1800000.0,3300000.0,4700000.0,6100000.0,10700000.0,37400000.0,44300000.0,60500000.0,69500000.0,93800000.0,132400000.0,204200000.0,219500000.0,230300000.0,233100000.0,236000000.0,240000000.0,243900000.0,246000000.0,246000000.0,246000000.0,246000000.0,1320000.0,2998000.0,4685000.0,,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,200000.0,200000.0,200000.0,200000.0,200000.0,251000.0,251000.0,251000.0,251000.0,322000.0,322000.0,322000.0,322000.0,443000.0,443000.0,443000.0,433000.0,754000.0,754000.0,754000.0,754000.0,1882000.0,1882000.0,1882000.0,1882000.0,1567000.0,1567000.0,1567000.0,1567000.0,3376000.0,3376000.0,3376000.0,1567000.0,3349000.0,3349000.0,3349000.0,3376000.0,3630000.0,3630000.0,3630000.0,3349000.0,3966000.0,3966000.0,3966000.0,3349000.0,3349000.0,3966000.0,3966000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,200000.0,200000.0,200000.0,450000.0,450000.0,450000.0,450000.0,200000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1567000.0,1567000.0,1567000.0,1567000.0,2105000.0,2105000.0,2105000.0,2105000.0,2203000.0,2203000.0,2203000.0,2203000.0,2176000.0,2176000.0,2176000.0,2176000.0,2392000.0,2392000.0,2392000.0,2392000.0,2392000.0,3322000.0,3322000.0
AllowanceForDoubtfulAccountsReceivableNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959000.0,535000.0,464000.0,477000.0,477000.0,477000.0,477000.0,477000.0,136000.0,136000.0,136000.0,136000.0,94000.0,94000.0,94000.0,94000.0,44000.0,44000.0,44000.0,44000.0,44000.0,48000.0,48000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,58000.0,63000.0,117000.0,39000.0,54000.0,54000.0,117000.0,137000.0,396000.0,382000.0,54000.0,358000.0,506000.0,824000.0,416000.0,353000.0,470000.0,784000.0,416000.0,416000.0,470000.0,784000.0
AmortizationOfIntangibleAssets / USD,,,,,80000.0,118000.0,100000.0,34000.0,68000.0,104000.0,200000.0,38000.0,76000.0,115000.0,100000.0,40000.0,81000.0,153000.0,200000.0,61000.0,200000.0,500000.0,200000.0,200000.0,500000.0,700000.0,800000.0,900000.0,1900000.0,3300000.0,900000.0,1400000.0,3000000.0,4600000.0,4700000.0,1000000.0,1900000.0,2700000.0,5700000.0,,,,3500000.0,,,,3300000.0,,,,2900000.0,1000000.0,1900000.0,3200000.0,4000000.0,4000000.0,6900000.0,10700000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,0.0,0.0,5075621.0,6537984.0,6534472.0,5261887.0,6972000.0,1232000.0,1234000.0,898000.0,3205000.0,315000.0,309000.0,328000.0,507000.0,362000.0,173000.0,160000.0,177000.0,525000.0,520000.0,304000.0,198000.0,676000.0,690000.0,506000.0,443000.0,404000.0,1533000.0,6760000.0,386000.0,12125000.0,12111000.0,12546000.0,6757000.0,12161000.0,12866000.0,12904000.0,12627000.0,12234000.0,8950000.0,8920000.0,12150000.0,2942000.0,2912000.0,2952000.0,7690000.0,7503000.0,6169000.0,6504000.0,9298000.0,9298000.0,10188000.0,9881000.0
AssetImpairmentCharges / USD,,,,,,,2000000.0,,,,1354000.0,,,0.0,,,,,,372000.0,349000.0,520000.0,0.0,372000.0,349000.0,520000.0,0.0,,,-23000.0,,,,,,,,,,,,,,,,,5300000.0,,,,5300000.0,,,,5300000.0,5300000.0,,
Assets / USD,136186935.0,136186935.0,136186935.0,104962751.0,104962751.0,104962751.0,104962751.0,116236251.0,116236251.0,116236251.0,116236000.0,148382000.0,148382000.0,148382000.0,148382000.0,185368000.0,185368000.0,185368000.0,185368000.0,229881000.0,229881000.0,229881000.0,229881000.0,278163000.0,278163000.0,278163000.0,278163000.0,338112000.0,338112000.0,338112000.0,338112000.0,719540000.0,719540000.0,719540000.0,719540000.0,845639000.0,845639000.0,845639000.0,845639000.0,1381023000.0,1381023000.0,1381023000.0,1381023000.0,1688210000.0,1688210000.0,1688210000.0,1688210000.0,2851894000.0,2851894000.0,2851894000.0,2851894000.0,3436845000.0,3436845000.0,3409174000.0,3409174000.0,3409174000.0,4474588000.0,4474588000.0
AssetsCurrent / USD,82326195.0,82326195.0,82326195.0,61732423.0,61732423.0,61732423.0,61732423.0,79052516.0,79052516.0,79052516.0,79053000.0,97467000.0,97467000.0,97467000.0,97467000.0,139828000.0,139828000.0,139828000.0,134642000.0,161409000.0,161409000.0,161409000.0,161409000.0,177231000.0,177231000.0,177231000.0,177231000.0,205192000.0,205192000.0,205192000.0,205192000.0,558155000.0,558155000.0,558155000.0,558155000.0,609475000.0,609475000.0,609475000.0,609475000.0,981952000.0,981952000.0,981952000.0,981952000.0,1109490000.0,1109490000.0,1109490000.0,1109490000.0,1805278000.0,1805278000.0,1805278000.0,1805278000.0,2396649000.0,2396649000.0,2393642000.0,2393642000.0,2393642000.0,2297481000.0,2297481000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,1000.0,5000.0,5000.0,5000.0,57000.0,57000.0,57000.0,57000.0,158000.0,158000.0,158000.0,158000.0,158000.0,108312000.0,108312000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18101000.0,33305000.0,18101000.0,18101000.0,18101000.0,52379000.0,52379000.0,52379000.0,52379000.0,12641000.0,12641000.0,12641000.0,12641000.0,12641000.0,68000.0,68000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492350000.0,515026000.0,492350000.0,492350000.0,492350000.0,1183222000.0,1183222000.0,1183222000.0,1183222000.0,1333022000.0,1333022000.0,1333022000.0,1333022000.0,1333022000.0,878105000.0,878105000.0
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474254000.0,481722000.0,474254000.0,474254000.0,474254000.0,1130900000.0,1130900000.0,1130900000.0,1130900000.0,1320539000.0,1320539000.0,1320539000.0,1320539000.0,1320539000.0,986349000.0,986349000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000.0,4400000.0,4600000.0,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72900000.0,72900000.0,72900000.0,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42300000.0,42300000.0,42300000.0,,,,
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,59000.0,,114000.0,75000.0,158000.0,,42000.0,205000.0,195000.0,,54000.0,90000.0,145000.0,,794000.0,1351000.0,556000.0,,136000.0,665000.0,1114000.0,,328000.0,91000.0,1047000.0,,617000.0,430000.0,1734000.0,834000.0,517000.0,571000.0,1211000.0,878000.0,888000.0,2009000.0,1244000.0,1994000.0,1130000.0,750000.0,1784000.0,1056000.0,1056000.0,5299000.0,10214000.0
CapitalizedContractCostNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,18407000.0,19707000.0,20382000.0,22592000.0,,,,22592000.0,,,,31691000.0,,,,45771000.0,,,,73990000.0,,,,122618000.0,,,,165308000.0,165308000.0,,
CapitalizedContractCostNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207000.0,7062000.0,,,,7062000.0,,,,9623000.0,,,,13316000.0,,,,19962000.0,,,,29405000.0,,,,46224000.0,46224000.0,,
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6803000.0,6803000.0,15530000.0,15530000.0,15530000.0,15530000.0,22068000.0,22068000.0,22068000.0,22068000.0,32455000.0,32455000.0,32455000.0,32455000.0,54028000.0,,,54028000.0,,,,93213000.0,,,,119084000.0,119084000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,45505049.0,45505049.0,46880435.0,42684241.0,42684241.0,42684241.0,45505049.0,21300733.0,21300733.0,21300733.0,42684000.0,36127000.0,36127000.0,36127000.0,21301000.0,42271000.0,42271000.0,42271000.0,36127000.0,48367000.0,48367000.0,48367000.0,42271000.0,59526000.0,59526000.0,59526000.0,48367000.0,41974000.0,28038000.0,43471000.0,40651000.0,92330000.0,307507000.0,324371000.0,75105000.0,223642000.0,219720000.0,202551000.0,349462000.0,156540000.0,319253000.0,176000000.0,172250000.0,154822000.0,266372000.0,281691000.0,155440000.0,386367000.0,212815000.0,147711000.0,356332000.0,263414000.0,474203000.0,406042000.0,353684000.0,353684000.0,566452000.0,695144000.0
CashAndCashEquivalentsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406743000.0,406743000.0,406743000.0,94919000.0,94919000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,43969000.0,43969000.0,43969000.0,59526000.0,78438000.0,78438000.0,78438000.0,43968000.0,351027000.0,351027000.0,351027000.0,78438000.0,172355000.0,172355000.0,172355000.0,351027000.0,155551000.0,155551000.0,155551000.0,172355000.0,356438000.0,356438000.0,356438000.0,155551000.0,355552000.0,355552000.0,355552000.0,356438000.0,356438000.0,600670000.0,600670000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322000.0,-12609000.0,2828000.0,-15558000.0,,231539000.0,248410000.0,34470000.0,-125817000.0,-129734000.0,-146901000.0,272589000.0,-15710000.0,147004000.0,3754000.0,-178672000.0,-621000.0,110930000.0,126247000.0,-16804000.0,32000000.0,-141749000.0,-207008000.0,200887000.0,-90228000.0,120649000.0,52459000.0,-886000.0,-886000.0,-32061000.0,96779000.0
CashSurrenderValueFairValueDisclosure / USD,,,,,,,,,,,400000.0,600000.0,800000.0,1000000.0,400000.0,1100000.0,1100000.0,1100000.0,1080000.0,2200000.0,2200000.0,2180000.0,2180000.0,3240000.0,3240000.0,3240000.0,3240000.0,3846000.0,3846000.0,3846000.0,3846000.0,3596000.0,3596000.0,3596000.0,3596000.0,4214000.0,4214000.0,4214000.0,4214000.0,4654000.0,4654000.0,4654000.0,4654000.0,5276000.0,5300000.0,5300000.0,5276000.0,4300000.0,4300000.0,4300000.0,4274000.0,7600000.0,7600000.0,7600000.0,7558000.0,7558000.0,,
CommonStockParOrStatedValuePerShare / USD/shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
CommonStockSharesAuthorized / shares,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0
CommonStockSharesIssued / shares,62621268.0,62621268.0,62621268.0,55696608.0,55696608.0,55696608.0,55696608.0,52770392.0,52770392.0,52770392.0,52770392.0,52725247.0,52725247.0,52725247.0,52725247.0,53000867.0,53000867.0,53000867.0,53000867.0,53692192.0,53692192.0,53692192.0,53692192.0,52325251.0,52808919.0,52325251.0,52325251.0,52969869.0,52969869.0,52969869.0,52969869.0,58810637.0,58810637.0,58810637.0,58810637.0,59497759.0,59497759.0,59497759.0,59497759.0,63766555.0,63766555.0,63766555.0,63766555.0,70896856.0,70896856.0,70896856.0,70896856.0,71474581.0,71474581.0,71474581.0,71474581.0,75301424.0,75301424.0,75301424.0,95521651.0,95521651.0,96839558.0,96839558.0
CommonStockSharesOutstanding / shares,62621268.0,62621268.0,62621268.0,55696608.0,55696608.0,55696608.0,55696608.0,52770392.0,52770392.0,52770392.0,52770392.0,52725247.0,52725247.0,52725247.0,52725247.0,53000867.0,53000867.0,53000867.0,53000867.0,53692192.0,53692192.0,53692192.0,53692192.0,52325251.0,52325251.0,52325251.0,52325251.0,52969869.0,52969869.0,52969869.0,52969869.0,58810637.0,58810637.0,58810637.0,58810637.0,59497759.0,59497759.0,59497759.0,59497759.0,63766555.0,63766555.0,63766555.0,63766555.0,70896856.0,70896856.0,70896856.0,70896856.0,71474581.0,71474581.0,71474581.0,71474581.0,75301424.0,75301424.0,75301424.0,75301424.0,75301424.0,76619331.0,76619331.0
CommonStockValue / USD,647.0,647.0,647.0,652.0,652.0,652.0,652.0,661.0,661.0,661.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
ComprehensiveIncomeNetOfTax / USD,,,-1106.0,39880.0,,,,,,,,,,,,,,,,,,,19984000.0,,,,19952000.0,4745000.0,6305000.0,5167000.0,18117000.0,12219000.0,21359000.0,26963000.0,2837000.0,6469000.0,7099000.0,12976000.0,29159000.0,1702000.0,-28379000.0,-28014000.0,1299000.0,-47916000.0,-95402000.0,-47671000.0,-487000.0,53310000.0,101945000.0,111475000.0,-61476000.0,46999000.0,58012000.0,141068000.0,141068000.0,141068000.0,171310000.0,243409000.0
ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000.0,608000.0,711000.0,794000.0,794000.0,794000.0,794000.0,794000.0,1010000.0,1010000.0,1010000.0,1010000.0,1360000.0,1360000.0,1360000.0,1360000.0,1516000.0,1516000.0,1516000.0,1516000.0,1516000.0,2239000.0,2239000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11021000.0,13263000.0,13960000.0,18257000.0,26908000.0,33635000.0,47746000.0,56252000.0,62907000.0,78124000.0,84044000.0,98813000.0,118252000.0,174370000.0,47746000.0,177477000.0,224994000.0,217061000.0,84044000.0,271755000.0,330506000.0,339186000.0,210174000.0,354381000.0,450638000.0,492896000.0,249001000.0,249001000.0,487805000.0,487805000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13960000.0,13960000.0,13960000.0,13960000.0,38102000.0,38102000.0,38102000.0,38102000.0,63945000.0,63945000.0,63945000.0,63945000.0,180421000.0,180421000.0,180421000.0,180421000.0,196902000.0,196902000.0,196902000.0,196902000.0,275779000.0,275779000.0,287232000.0,287232000.0,287232000.0,367929000.0,367929000.0
ContractWithCustomerAssetNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,9644000.0,9644000.0,9644000.0,9644000.0,20099000.0,20099000.0,20099000.0,20099000.0,29753000.0,29753000.0,29753000.0,29753000.0,45170000.0,45170000.0,45170000.0,45170000.0,77710000.0,77710000.0,84382000.0,84382000.0,84382000.0,119876000.0,119876000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,125282000.0,125282000.0,125282000.0,125282000.0,181433000.0,181433000.0,181433000.0,181433000.0,205800000.0,205800000.0,205800000.0,205800000.0,275181000.0,275181000.0,275181000.0,205800000.0,451312000.0,451312000.0,451312000.0,275181000.0,608040000.0,608040000.0,608040000.0,451312000.0,773543000.0,773543000.0,741316000.0,593038000.0,593038000.0,973640000.0,973640000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,70401000.0,70401000.0,70401000.0,70401000.0,107016000.0,107016000.0,107016000.0,107016000.0,117864000.0,117864000.0,117864000.0,117864000.0,163959000.0,163959000.0,163959000.0,163959000.0,265591000.0,265591000.0,265591000.0,265591000.0,360037000.0,360037000.0,360037000.0,360037000.0,491691000.0,491691000.0,470415000.0,470415000.0,470415000.0,612955000.0,612955000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,54881000.0,54881000.0,54881000.0,54881000.0,74417000.0,74417000.0,74417000.0,74417000.0,87936000.0,87936000.0,87936000.0,87936000.0,111222000.0,111222000.0,111222000.0,111222000.0,185721000.0,185721000.0,185721000.0,185721000.0,248003000.0,248003000.0,248003000.0,248003000.0,281852000.0,281852000.0,270901000.0,270901000.0,270901000.0,360685000.0,360685000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,24269000.0,43282000.0,63475000.0,63475000.0,31222000.0,58302000.0,83159000.0,101768000.0,48465000.0,86655000.0,113422000.0,135513000.0,63871000.0,111375000.0,145012000.0,101768000.0,104043000.0,172675000.0,228278000.0,135513000.0,133707000.0,221765000.0,279223000.0,177812000.0,186485000.0,327266000.0,432411000.0,258063000.0,258063000.0,320600000.0,432400000.0
ConvertibleLongTermNotesPayable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673967000.0,673967000.0,673967000.0,673967000.0,673967000.0,677113000.0,677113000.0,677113000.0,677113000.0,677113000.0,,
