fact_unit,2015-08-06,2015-11-05,2016-03-03,2016-05-06,2016-08-04,2016-11-03,2017-02-28,2017-05-08,2017-08-09,2017-11-08,2018-02-27,2018-05-09,2018-08-03,2018-11-07,2019-02-22,2019-05-03,2019-08-02,2019-11-07,2020-02-21,2020-05-07,2020-08-06,2020-11-05,2021-02-19,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-04,2023-02-16,2023-05-05,2023-08-04,2023-11-03,2024-02-29,2024-05-03,2024-08-02,2024-10-31,2025-02-20,2025-05-02,2025-08-08,2025-10-31
NetCashProvidedByUsedInOperatingActivities / USD,104600000.0,154900000.0,153300000.0,72100000.0,119400000.0,198100000.0,180600000.0,105300000.0,197700000.0,297400000.0,259200000.0,126600000.0,239900000.0,371300000.0,386500000.0,148400000.0,277300000.0,431300000.0,475600000.0,199700000.0,361000000.0,561200000.0,559800000.0,233300000.0,401400000.0,598700000.0,723400000.0,221300000.0,430700000.0,657100000.0,764600000.0,250900000.0,501800000.0,771700000.0,829300000.0,270300000.0,468300000.0,749900000.0,979700000.0,297200000.0,592000000.0,947200000.0
NetIncomeLoss / USD,-88900000.0,-116500000.0,-199900000.0,-43400000.0,-73200000.0,-75700000.0,-143300000.0,-10500000.0,-19400000.0,-14600000.0,-75600000.0,600000.0,21400000.0,43800000.0,-16500000.0,3300000.0,21400000.0,34600000.0,136400000.0,12900000.0,300000.0,76500000.0,77100000.0,42900000.0,-630300000.0,-565600000.0,137000000.0,10800000.0,57600000.0,155100000.0,-495100000.0,68400000.0,158800000.0,258600000.0,242300000.0,47300000.0,130200000.0,260900000.0,352200000.0,,401500000.0,401500000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,0.0,0.0,0.0,0.0,-41500000.0,-44200000.0,0.0,-7800000.0,-10000000.0,-6500000.0,-44800000.0,-3700000.0,-6400000.0,1200000.0,-5400000.0,900000.0,3000000.0,3900000.0,3400000.0,300000.0,200000.0,800000.0,4900000.0,300000.0,300000.0,700000.0,1400000.0,0.0,100000.0,300000.0,1000000.0,200000.0,300000.0,500000.0,500000.0,100000.0,300000.0,600000.0,700000.0,,,
NumberOfOperatingSegments / segment,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NumberOfReportableSegments / segment,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OciBeforeReclassificationsNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42800000.0,-91300000.0
OperatingIncomeLoss / USD,-52600000.0,-59200000.0,-131900000.0,-20500000.0,-54100000.0,-43200000.0,-61900000.0,1300000.0,11000000.0,32200000.0,-31000000.0,5700000.0,11800000.0,43900000.0,50100000.0,26800000.0,70300000.0,107800000.0,66900000.0,18800000.0,37700000.0,129100000.0,149600000.0,64400000.0,87300000.0,179700000.0,202600000.0,38000000.0,126000000.0,257300000.0,272200000.0,109600000.0,234200000.0,363900000.0,382100000.0,70800000.0,190400000.0,357500000.0,498800000.0,175900000.0,384100000.0,637900000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,12700000.0,25500000.0,40600000.0,55600000.0,12700000.0,25500000.0,40600000.0,55600000.0,13700000.0,27600000.0,40200000.0,55600000.0,11900000.0,24300000.0,36400000.0,53200000.0,12800000.0,22400000.0,34300000.0,48200000.0,9800000.0,19400000.0,28300000.0,44500000.0,7500000.0,14500000.0,20800000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,156700000.0,171700000.0,220700000.0,232400000.0,,,,208200000.0,,,,179600000.0,,,,149800000.0,,,,119300000.0,,,,99700000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,37800000.0,37400000.0,36700000.0,39500000.0,39500000.0,39500000.0,39500000.0,39500000.0,41500000.0,41500000.0,41500000.0,41500000.0,36900000.0,36900000.0,36900000.0,36900000.0,33300000.0,33300000.0,33300000.0,33300000.0,29100000.0,29100000.0,29100000.0,29100000.0,23000000.0,23000000.0,23000000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,118900000.0,134300000.0,184000000.0,192900000.0,192900000.0,192900000.0,192900000.0,192900000.0,166700000.0,166700000.0,166700000.0,166700000.0,142700000.0,142700000.0,142700000.0,142700000.0,116500000.0,116500000.0,116500000.0,116500000.0,90200000.0,90200000.0,90200000.0,90200000.0,76700000.0,76700000.0,76700000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,13000000.0,23500000.0,36400000.0,50000000.0,13000000.0,23500000.0,36400000.0,0.0,11000000.0,24700000.0,38900000.0,50000000.0,12700000.0,27000000.0,41100000.0,53000000.0,13700000.0,25300000.0,39400000.0,54400000.0,12100000.0,23300000.0,34000000.0,50000000.0,10600000.0,20500000.0,29900000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,136800000.0,148300000.0,190400000.0,196600000.0,196600000.0,196600000.0,196600000.0,196600000.0,142000000.0,142000000.0,142000000.0,142000000.0,109200000.0,109200000.0,109200000.0,109200000.0,84100000.0,84100000.0,84100000.0,84100000.0,60800000.0,60800000.0,60800000.0,60800000.0,49400000.0,49400000.0,49400000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,0.067,0.062,0.057,0.053,0.051,0.051,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.052,0.053,0.053,0.053,0.053,0.055,0.055,0.055,0.055,0.054,0.054,0.053,0.053
OtherAccruedLiabilitiesCurrent / USD,,,30000000.0,,,,26100000.0,,23100000.0,23100000.0,23100000.0,38000000.0,40100000.0,40100000.0,44900000.0,55700000.0,44800000.0,44800000.0,44800000.0,33300000.0,33300000.0,33300000.0,33300000.0,52800000.0,52800000.0,52800000.0,52600000.0,80500000.0,80500000.0,80500000.0,80500000.0,85300000.0,79500000.0,84400000.0,85300000.0,78800000.0,78800000.0,78900000.0,86300000.0,61700000.0,89600000.0,89600000.0
OtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22100000.0,27000000.0,25600000.0,25600000.0,18200000.0,19100000.0,19100000.0,19100000.0
OtherAssetsNoncurrent / USD,19300000.0,19300000.0,14300000.0,12100000.0,12100000.0,12100000.0,12100000.0,11100000.0,16100000.0,16100000.0,16100000.0,14200000.0,14200000.0,14200000.0,14200000.0,14000000.0,14000000.0,14000000.0,14000000.0,17200000.0,17200000.0,17200000.0,17200000.0,36000000.0,36000000.0,36000000.0,36000000.0,91200000.0,91200000.0,91200000.0,91200000.0,95000000.0,95000000.0,95000000.0,89600000.0,105600000.0,105600000.0,105600000.0,105600000.0,96800000.0,96800000.0,96800000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000.0,16700000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,,,,,,,,,-200000.0,-400000.0,3400000.0,-2000000.0,-4800000.0,-6500000.0,-400000.0,-700000.0,7000000.0,8100000.0,-9300000.0,800000.0,800000.0,2800000.0,8900000.0,14300000.0,6300000.0,-3100000.0,-2700000.0,2100000.0,3000000.0,14000000.0,-17600000.0,3200000.0,23800000.0,48000000.0,16300000.0,-6900000.0,-15900000.0,-7200000.0,24300000.0,9300000.0,,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax / USD,,,,,,,,,,,,,,,-242300000.0,,,,,,-28800000.0,-70000000.0,,-25000000.0,-27500000.0,300000.0,,5200000.0,13500000.0,4500000.0,,41800000.0,88200000.0,149300000.0,,-54800000.0,-52100000.0,-90000000.0,,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,3000000.0,11600000.0,15100000.0,-39200000.0,-1000000.0,-11100000.0,-1500000.0,14200000.0,11700000.0,7600000.0,-5800000.0,800000.0,24400000.0,18300000.0,22900000.0,9100000.0,89900000.0,139000000.0,216700000.0,30700000.0,-32600000.0,-5800000.0,2000000.0,214900000.0,10500000.0,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,4000000.0,1100000.0,1600000.0,2200000.0,4000000.0,1100000.0,1600000.0,0.0,500000.0,1500000.0,1800000.0,2200000.0,-2500000.0,-2500000.0,-2500000.0,-2600000.0,0.0,0.0,0.0,-2600000.0,8500000.0,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,-48500000.0,-200000.0,-200000.0,-200000.0,23100000.0,26000000.0,26000000.0,26000000.0,-1900000.0,26500000.0,26500000.0,26500000.0,-8500000.0,93100000.0,93100000.0,93100000.0,47000000.0,-39500000.0,-39500000.0,-39500000.0,239200000.0,19800000.0,19800000.0,19800000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,,-100000.0,0.0,0.0,-100000.0,-45100000.0,-100000.0,5600000.0,5600000.0,5600000.0,-86500000.0,27800000.0,27800000.0,27800000.0,-5500000.0,-24900000.0,-24900000.0,-24900000.0,37700000.0,33700000.0,33700000.0,33700000.0,-44200000.0,-34300000.0,-34300000.0,-34300000.0,45900000.0,2100000.0,2100000.0,2100000.0,-22100000.0,3800000.0,3800000.0,3800000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax / USD,,,,,,,,,,,,,,,,,,,86500000.0,-27800000.0,-6300000.0,-14000000.0,5500000.0,24900000.0,35600000.0,44000000.0,-37700000.0,-33700000.0,-27800000.0,-31600000.0,44200000.0,34300000.0,25300000.0,19900000.0,-45900000.0,-2100000.0,-6000000.0,3900000.0,22100000.0,-3800000.0,,
OtherComprehensiveIncomeLossNetOfTax / USD,,900000.0,-200000.0,,,,,,,,,,,,-135000000.0,,,,,,-3900000.0,15400000.0,,1100000.0,-21700000.0,-52900000.0,,60200000.0,49100000.0,68500000.0,,58800000.0,137500000.0,244800000.0,,-37400000.0,-15700000.0,-9100000.0,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24400000.0,-21200000.0
OtherLiabilitiesNoncurrent / USD,38500000.0,38500000.0,38500000.0,34300000.0,34300000.0,34300000.0,34300000.0,39500000.0,39500000.0,39500000.0,39500000.0,75000000.0,75000000.0,75000000.0,75000000.0,63200000.0,63200000.0,63200000.0,63200000.0,17700000.0,17700000.0,17700000.0,17700000.0,56600000.0,56600000.0,56600000.0,56600000.0,77700000.0,77700000.0,77700000.0,77700000.0,87100000.0,87100000.0,87100000.0,87100000.0,90700000.0,90700000.0,90700000.0,90700000.0,85700000.0,85700000.0,85700000.0
OtherNoncashIncomeExpense / USD,-5900000.0,-8200000.0,100000.0,-2300000.0,-4500000.0,-7500000.0,-1300000.0,-8300000.0,-6300000.0,-13500000.0,-8000000.0,-2700000.0,-1500000.0,-10600000.0,-20500000.0,-1800000.0,6500000.0,9800000.0,21200000.0,4500000.0,-11400000.0,-21400000.0,11400000.0,-7100000.0,-18400000.0,-30600000.0,-32700000.0,-6400000.0,-16800000.0,-19300000.0,-25700000.0,-17600000.0,-45800000.0,-34400000.0,-30700000.0,-8900000.0,-5500000.0,-37400000.0,-77200000.0,-12100000.0,-22800000.0,-31600000.0
OtherNonoperatingIncomeExpense / USD,-100000.0,1000000.0,1900000.0,200000.0,700000.0,700000.0,800000.0,700000.0,-100000.0,-800000.0,1000000.0,1700000.0,4400000.0,6100000.0,-1900000.0,1000000.0,1200000.0,1900000.0,7000000.0,6200000.0,11400000.0,17000000.0,6900000.0,-1400000.0,-2500000.0,-1300000.0,22000000.0,700000.0,-200000.0,-1400000.0,-1600000.0,-1100000.0,-2300000.0,800000.0,-2500000.0,22600000.0,29400000.0,35700000.0,7600000.0,9600000.0,17900000.0,24500000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,-1200000.0,-1100000.0,-400000.0,,-1100000.0,-1100000.0,-1100000.0,,,,-1100000.0,,0.0,,,4300000.0,14300000.0,10100000.0,0.0,0.0,1300000.0,1800000.0,4300000.0,-300000.0,-300000.0,-200000.0,-1500000.0,-1000000.0,18700000.0,-25300000.0,-200000.0,200000.0,300000.0,0.0,-25300000.0,,400000.0,400000.0,-600000.0,-8100000.0,-8100000.0,-8100000.0
PaymentsForProceedsFromShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,0.0,0.0,800000.0,,275000000.0,275000000.0,18800000.0,,,0.0,0.0,0.0,0.0,399600000.0,0.0,315700000.0,541700000.0,541700000.0,458600000.0,180100000.0,275900000.0,526000000.0,541700000.0,750100000.0,967100000.0,1090500000.0,526000000.0,119700000.0,611700000.0,1133200000.0,1294600000.0,128300000.0,649200000.0,668100000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,-1100000.0,40700000.0,156800000.0,1100000.0,30700000.0,30700000.0,40700000.0,0.0,41300000.0,57900000.0,64700000.0,4000000.0,1871200000.0,1875700000.0,118500000.0,6600000.0,14100000.0,147200000.0,1876900000.0,0.0,37000000.0,40300000.0,147200000.0,146400000.0,189900000.0,420700000.0,40300000.0,298500000.0,320100000.0,320100000.0,424700000.0,,,72500000.0,367700000.0,,,,72500000.0,,,
PaymentsToAcquireIntangibleAssets / USD,,0.0,0.0,,,22500000.0,0.0,,,,23500000.0,,,0.0,1300000.0,,,,52000000.0,,,,9300000.0,,0.0,0.0,4700000.0,,,201800000.0,15000000.0,,0.0,400000.0,202100000.0,,35400000.0,35400000.0,400000.0,,,
PaymentsToAcquirePropertyPlantAndEquipment / USD,,,,,,,,,,,55800000.0,19800000.0,36500000.0,60200000.0,61500000.0,16100000.0,35900000.0,49500000.0,83200000.0,29400000.0,45900000.0,71100000.0,87700000.0,13500000.0,30700000.0,39100000.0,87600000.0,9000000.0,21100000.0,33700000.0,66500000.0,12300000.0,30200000.0,42600000.0,51100000.0,22800000.0,28600000.0,38000000.0,59700000.0,4400000.0,7200000.0,12200000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized / shares,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0
PreferredStockSharesIssued / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValueOutstanding / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400000.0,312800000.0,312800000.0,312800000.0,271800000.0,177200000.0,177200000.0,177200000.0,177200000.0,245200000.0,245200000.0,245200000.0
PrepaidExpenseNoncurrent / USD,152800000.0,152800000.0,152800000.0,163700000.0,163700000.0,163700000.0,163700000.0,172100000.0,172100000.0,172100000.0,172100000.0,180800000.0,180800000.0,180800000.0,180800000.0,183600000.0,183600000.0,183600000.0,183600000.0,179300000.0,179300000.0,179300000.0,179300000.0,176100000.0,176100000.0,176100000.0,176100000.0,181400000.0,181400000.0,181400000.0,181400000.0,197100000.0,197100000.0,197100000.0,197100000.0,209000000.0,209000000.0,209000000.0,209000000.0,224800000.0,224800000.0,224800000.0
ProceedsFromIssuanceOfSecuredDebt / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,746300000.0,0.0,,,,746300000.0,,,0.0,0.0,,0.0,1759900000.0,1725300000.0,,2752300000.0,2752300000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans / USD,,,0.0,,,,0.0,,0.0,0.0,11500000.0,,9200000.0,9200000.0,5000000.0,,11900000.0,11900000.0,17400000.0,,16600000.0,16600000.0,21900000.0,,17500000.0,17500000.0,28500000.0,,18400000.0,18400000.0,29600000.0,,18400000.0,18400000.0,30700000.0,,18200000.0,18200000.0,30100000.0,,19500000.0,19500000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments / USD,3200000.0,6200000.0,12700000.0,3000000.0,4100000.0,4900000.0,9200000.0,0.0,5400000.0,5400000.0,5800000.0,600000.0,600000.0,6600000.0,8400000.0,400000.0,400000.0,18400000.0,22600000.0,18300000.0,36300000.0,59900000.0,18500000.0,23700000.0,23700000.0,23700000.0,59900000.0,,,,23700000.0,,,,,0.0,0.0,0.0,,40000000.0,40000000.0,40000000.0
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12400000.0,12400000.0,,,,
ProceedsFromStockOptionsExercised / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900000.0,
ProfitLoss / USD,-88900000.0,-116500000.0,-199900000.0,-43400000.0,-114700000.0,-119900000.0,-143300000.0,-18300000.0,-29400000.0,-21100000.0,-120400000.0,-3100000.0,15000000.0,45000000.0,-21900000.0,4200000.0,4200000.0,4200000.0,139800000.0,13200000.0,13200000.0,13200000.0,82000000.0,43200000.0,43200000.0,43200000.0,138400000.0,10800000.0,10800000.0,10800000.0,-494100000.0,68600000.0,68600000.0,68600000.0,242800000.0,47400000.0,47400000.0,47400000.0,352900000.0,401500000.0,,
PropertyPlantAndEquipmentGross / USD,,,399300000.0,,,,461000000.0,,,,509000000.0,,,,646000000.0,,,,739900000.0,,,,770300000.0,,,,809700000.0,,,,806300000.0,,,,802700000.0,,,,750200000.0,,,
PropertyPlantAndEquipmentNet / USD,220900000.0,220900000.0,220900000.0,225000000.0,225000000.0,225000000.0,225000000.0,231000000.0,231000000.0,231000000.0,231000000.0,297900000.0,297900000.0,297900000.0,297900000.0,299000000.0,299000000.0,299000000.0,299000000.0,258600000.0,258600000.0,258600000.0,258600000.0,257300000.0,257300000.0,257300000.0,257300000.0,220000000.0,220000000.0,220000000.0,220000000.0,225600000.0,225600000.0,225600000.0,225600000.0,185300000.0,185300000.0,185300000.0,185300000.0,156400000.0,156400000.0,156400000.0
PurchaseObligation / USD,,,14200000.0,,,,17700000.0,,,,59300000.0,,,,122900000.0,,,,180800000.0,,,,208200000.0,,,,231200000.0,,,,518600000.0,,,,532400000.0,,,,603200000.0,,,
PurchaseObligationDueAfterFifthYear / USD,,,0.0,,,,0.0,,,,1300000.0,,,,0.0,,,,300000.0,,,,100000.0,,,,100000.0,,,,8800000.0,,,,2500000.0,,,,4400000.0,,,
PurchaseObligationDueInFifthYear / USD,,,,,,,,,,,1900000.0,,,,13100000.0,,,,10600000.0,,,,600000.0,,,,100000.0,,,,103300000.0,,,,15900000.0,,,,1200000.0,,,
PurchaseObligationDueInFourthYear / USD,,,,,,,1400000.0,,,,4900000.0,,,,35600000.0,,,,24500000.0,,,,11700000.0,,,,3600000.0,,,,79600000.0,,,,116600000.0,,,,21700000.0,,,
PurchaseObligationDueInNextTwelveMonths / USD,,,10900000.0,,,,9700000.0,,,,27600000.0,,,,33800000.0,,,,48900000.0,,,,83300000.0,,,,121800000.0,,,,145300000.0,,,,169000000.0,,,,214500000.0,,,
PurchaseObligationDueInSecondYear / USD,,,3200000.0,,,,4000000.0,,,,15900000.0,,,,16100000.0,,,,48000000.0,,,,74500000.0,,,,76200000.0,,,,96800000.0,,,,127300000.0,,,,181900000.0,,,
PurchaseObligationDueInThirdYear / USD,,,100000.0,,,,2600000.0,,,,7700000.0,,,,24300000.0,,,,48500000.0,,,,38000000.0,,,,29400000.0,,,,84800000.0,,,,101100000.0,,,,179500000.0,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax / USD,,,,,,,,,,,,,,,-107300000.0,,,,,,-24900000.0,-85400000.0,,-26100000.0,-5800000.0,53200000.0,,-55000000.0,-35600000.0,-64000000.0,,-17000000.0,-49300000.0,-95500000.0,,-17400000.0,-36400000.0,-80900000.0,,,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67200000.0,-70100000.0
RepaymentsOfLongTermDebt / USD,2100000.0,4900000.0,7800000.0,2800000.0,5500000.0,8200000.0,7600000.0,2800000.0,5500000.0,8200000.0,11000000.0,0.0,2700000.0,9000000.0,11000000.0,6200000.0,12500000.0,18700000.0,15300000.0,6200000.0,612500000.0,618700000.0,25000000.0,6200000.0,12500000.0,20600000.0,625000000.0,8100000.0,16200000.0,24300000.0,28700000.0,8100000.0,16200000.0,24400000.0,32400000.0,6300000.0,12600000.0,1780000000.0,1789900000.0,,2762300000.0,2768400000.0
RepaymentsOfOtherDebt / USD,1200000.0,2200000.0,300000.0,1600000.0,3400000.0,7400000.0,4100000.0,4200000.0,7600000.0,10300000.0,11900000.0,2700000.0,5500000.0,8800000.0,15100000.0,2600000.0,4000000.0,4800000.0,9200000.0,1100000.0,13000000.0,16200000.0,6700000.0,700000.0,1800000.0,14500000.0,4500000.0,9700000.0,12500000.0,12700000.0,8200000.0,900000.0,2100000.0,3300000.0,2600000.0,1400000.0,6900000.0,7800000.0,17500000.0,6700000.0,10400000.0,
RestructuringCharges / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,39400000.0,,0.0,5300000.0,6700000.0,-7400000.0,36800000.0,700000.0,11300000.0,21900000.0,8000000.0,39600000.0,60800000.0,73700000.0,27400000.0,,,17000000.0
RestructuringReserveCurrent / USD,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,7400000.0,7400000.0,7400000.0,,,,
RetainedEarningsAccumulatedDeficit / USD,0.0,0.0,0.0,-32200000.0,-32200000.0,-32200000.0,-32200000.0,-48700000.0,-48700000.0,-48700000.0,-48700000.0,87700000.0,87700000.0,87700000.0,87700000.0,164800000.0,164800000.0,164800000.0,164800000.0,-153500000.0,-153500000.0,-153500000.0,-153500000.0,-1190900000.0,-1190900000.0,-1190900000.0,-1190900000.0,-1474600000.0,-1474600000.0,-1474600000.0,-1474600000.0,-2422600000.0,-2422600000.0,-2422600000.0,-2422600000.0,-2320700000.0,-2320700000.0,-2320700000.0,-2320700000.0,-2052300000.0,-2052300000.0,-2052300000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,1047500000.0,1629700000.0,1847900000.0,633200000.0,1284800000.0,1964300000.0,2231900000.0,710000000.0,1447200000.0,2207700000.0,2660100000.0,792000000.0,1598400000.0,2442800000.0,2988100000.0,901100000.0,1832400000.0,2796400000.0,3316700000.0,1002700000.0,2018200000.0,3051400000.0,3815700000.0,1036000000.0,2084100000.0,3153800000.0,4091300000.0,1108500000.0,2233000000.0,3380600000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,1170600000.0,922500000.0,540300000.0,1393700000.0,,,,2198800000.0,2291400000.0,2356500000.0,2415700000.0,2436400000.0,2568500000.0,2638400000.0,2656800000.0,2633400000.0,2725300000.0,2751200000.0,2748800000.0,2724300000.0,2838700000.0,2880900000.0,2897900000.0,2877300000.0,3017300000.0,3096500000.0,3137400000.0,3105500000.0,3264600000.0,3337500000.0,3363500000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,16700000.0,39300000.0,105200000.0,126300000.0,16700000.0,39300000.0,105200000.0,0.0,9100000.0,11100000.0,15800000.0,126300000.0,2600000.0,6500000.0,10700000.0,21000000.0,3000000.0,7100000.0,10300000.0,14800000.0,1400000.0,9300000.0,8400000.0,14900000.0,300000.0,11400000.0,11500000.0
SegmentReportingOtherItemAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784800000.0,,,
ShareBasedCompensation / USD,12800000.0,22200000.0,16400000.0,8700000.0,18500000.0,28500000.0,30100000.0,12000000.0,22800000.0,40300000.0,40400000.0,16400000.0,35400000.0,55200000.0,56800000.0,31500000.0,59700000.0,90300000.0,76400000.0,46900000.0,88500000.0,106200000.0,125500000.0,45400000.0,94000000.0,142100000.0,147000000.0,52600000.0,104000000.0,154900000.0,191500000.0,61200000.0,127900000.0,193300000.0,207900000.0,73900000.0,151400000.0,227600000.0,264400000.0,71800000.0,148000000.0,222400000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod / shares,,,,,,,,,,,,,,,,,,,,188000.0,411000.0,583000.0,,210000.0,824000.0,1178000.0,,284000.0,689000.0,915000.0,,92000.0,627000.0,796000.0,,221000.0,457000.0,581000.0,,104000.0,241000.0,351000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber / shares,,,,,,,,,,,,,,,,,,5627000.0,,5240000.0,5240000.0,5240000.0,,6133000.0,6133000.0,6133000.0,,6766000.0,6766000.0,6766000.0,,7632000.0,7632000.0,7632000.0,,6257000.0,6257000.0,6257000.0,,4955000.0,4955000.0,4955000.0
