fact_unit,2010-08-06,2010-11-23,2011-02-07,2011-05-06,2011-08-05,2011-11-22,2012-02-03,2012-05-07,2012-08-07,2012-11-21,2013-02-07,2013-05-09,2013-08-08,2013-11-22,2014-02-06,2014-05-08,2014-08-07,2014-11-26,2015-02-05,2015-05-07,2015-07-29,2015-11-06,2016-01-27,2016-04-27,2016-07-27,2016-11-04,2017-02-01,2017-05-10,2017-08-02,2017-11-03,2018-02-02,2018-05-02,2018-08-01,2018-11-21,2019-02-01,2019-05-03,2019-08-02,2019-11-15,2020-02-05,2020-05-06,2020-08-05,2020-11-19,2021-02-05,2021-05-06,2021-08-05,2021-11-16,2022-02-04,2022-05-06,2022-08-05,2022-11-15,2023-02-03,2023-05-05,2023-08-04,2023-11-14,2024-02-05,2024-05-06,2024-08-06,2024-11-18,2025-02-07,2025-05-06,2025-08-06,2025-11-25
AccountsPayableCurrent / USD,18891000.0,18891000.0,21180000.0,21180000.0,21180000.0,21180000.0,33525000.0,33525000.0,33525000.0,33525000.0,27026000.0,27026000.0,27026000.0,27026000.0,37313000.0,37313000.0,37313000.0,37313000.0,43772000.0,43772000.0,43772000.0,43772000.0,50814000.0,50814000.0,50814000.0,50814000.0,34117000.0,34117000.0,34117000.0,34117000.0,50760000.0,50760000.0,50760000.0,50760000.0,57757000.0,57757000.0,57757000.0,57757000.0,62627000.0,62627000.0,62627000.0,62627000.0,64472000.0,64472000.0,64472000.0,64472000.0,62096000.0,62096000.0,62096000.0,62096000.0,113178000.0,113178000.0,113178000.0,113178000.0,63315000.0,63315000.0,63315000.0,63315000.0,67894000.0,67894000.0,67894000.0,67894000.0
AccountsReceivableNetCurrent / USD,106973000.0,106973000.0,112132000.0,112132000.0,112132000.0,112132000.0,165676000.0,165676000.0,165676000.0,165676000.0,185172000.0,185172000.0,185172000.0,185172000.0,204205000.0,204205000.0,204205000.0,204205000.0,242242000.0,242242000.0,242242000.0,242242000.0,279434000.0,279434000.0,279434000.0,279434000.0,268175000.0,268175000.0,268175000.0,268175000.0,291924000.0,291924000.0,291924000.0,291924000.0,295352000.0,295352000.0,295352000.0,295352000.0,322029000.0,322029000.0,322029000.0,322029000.0,296183000.0,296183000.0,296183000.0,296183000.0,340536000.0,340536000.0,340536000.0,340536000.0,469979000.0,469979000.0,469979000.0,469979000.0,454832000.0,454832000.0,454832000.0,454832000.0,389024000.0,389024000.0,389024000.0,389024000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,7029000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30864000.0,30864000.0,42324000.0,42324000.0,42324000.0,42324000.0,49846000.0,49846000.0,49846000.0,49846000.0,66081000.0,66081000.0,66081000.0,66081000.0,59553000.0,59553000.0,59553000.0,59553000.0,73751000.0,73751000.0,73751000.0,73751000.0,85461000.0,85461000.0,85461000.0,85461000.0
AccruedLiabilitiesCurrent / USD,53232000.0,53232000.0,61768000.0,61768000.0,61768000.0,61768000.0,67902000.0,67902000.0,67902000.0,67902000.0,86409000.0,86409000.0,86409000.0,86409000.0,92608000.0,92608000.0,92608000.0,92608000.0,108772000.0,108772000.0,108772000.0,108772000.0,130401000.0,130401000.0,130401000.0,130401000.0,178353000.0,178353000.0,178353000.0,178353000.0,187379000.0,187379000.0,187379000.0,187379000.0,180979000.0,180979000.0,180979000.0,180979000.0,235869000.0,235869000.0,235869000.0,235869000.0,321398000.0,321398000.0,321398000.0,321398000.0,341487000.0,341487000.0,341487000.0,341487000.0,309819000.0,309819000.0,309819000.0,309819000.0,282890000.0,282890000.0,282890000.0,282890000.0,300076000.0,300076000.0,300076000.0,300076000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,71655000.0,,,,82488000.0,,,,92675000.0,,,,98167000.0,,,,118800000.0,,,,129792000.0,,,,147148000.0,,,,176006000.0,,,,189045000.0,,,,194759000.0,,,,240178000.0,,,,289559000.0,,,,301366000.0,,,,327067000.0,,,,358563000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2337000.0,-2337000.0,-3241000.0,-3241000.0,-3241000.0,-3241000.0,-6422000.0,-6422000.0,-6422000.0,-6422000.0,-3829000.0,-3829000.0,-3829000.0,-3829000.0,-7414000.0,-7414000.0,-7414000.0,-7414000.0,-9584000.0,-9584000.0,-9584000.0,-9584000.0,-15288000.0,-15288000.0,-15288000.0,-15288000.0,-13194000.0,-13194000.0,-13194000.0,-13194000.0,-17997000.0,-17997000.0,-17997000.0,-17997000.0,-22178000.0,-22178000.0,-22178000.0,-22178000.0,-19190000.0,-19190000.0,-19190000.0,-19190000.0,-18716000.0,-18716000.0,-18716000.0,-18716000.0,-20073000.0,-20073000.0,-20073000.0,-20073000.0,-26176000.0,-26176000.0,-26176000.0,-26176000.0,-23221000.0,-23221000.0,-23221000.0,-23221000.0,-20912000.0,-20912000.0,-20912000.0,-20912000.0
AdvertisingExpense / USD,,,,,,1300000.0,,,,2100000.0,,,,2200000.0,,,,1800000.0,,,,2800000.0,,,,3600000.0,,,,4600000.0,,,,4000000.0,,,,3500000.0,,,,4600000.0,,,,4700000.0,,,,7800000.0,,,,10000000.0,,,,15400000.0,,,,8900000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,44700000.0,67600000.0,,22100000.0,45500000.0,69000000.0,,26700000.0,54300000.0,82200000.0,,34500000.0,70200000.0,102000000.0,,30600000.0,67400000.0,103900000.0,127200000.0,38200000.0,80000000.0,118400000.0,145600000.0,46600000.0,90500000.0,133700000.0,156800000.0,40900000.0,82300000.0,121000000.0,175300000.0,,,,157900000.0,,,,162900000.0,,,,201900000.0,,,,243300000.0,,,,249200000.0,,,,236700000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105000.0,3105000.0,,,3696000.0,3696000.0,,,6020000.0,6020000.0,,,3561000.0,3561000.0,,,4585000.0,4585000.0,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,3651000.0,3651000.0,4319000.0,4319000.0,4319000.0,4319000.0,2898000.0,2898000.0,2898000.0,2898000.0,3254000.0,3254000.0,3254000.0,3254000.0,3259000.0,3259000.0,3259000.0,3259000.0,4958000.0,4958000.0,4958000.0,4958000.0,1979000.0,1979000.0,1979000.0,1979000.0,2062000.0,2062000.0,2062000.0,2062000.0,1815000.0,1815000.0,1815000.0,1815000.0,2040000.0,2040000.0,2040000.0,2040000.0,3259000.0,3259000.0,3259000.0,3259000.0,3105000.0,,,3105000.0,3696000.0,,,3696000.0,6020000.0,,,6020000.0,3561000.0,,,3561000.0,4585000.0,,,4585000.0
