fact_unit,2018-08-30,2019-08-23,2020-08-14,2021-08-13,2022-08-19,2022-11-04,2023-02-03,2023-05-05,2023-08-18,2023-11-03,2024-02-02,2024-04-26,2024-08-16,2024-11-01,2025-01-31,2025-05-02,2025-08-15,2025-10-31
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,65001000.0,271456000.0,606165000.0,789960000.0,92442000.0,242967000.0,595336000.0,821044000.0,166956000.0,456550000.0,1021940000.0,868111000.0,80492000.0
NetIncomeLoss / USD,,,,,,-411204000.0,-433532000.0,-428871000.0,-578979000.0,-13741000.0,-218772000.0,-427809000.0,-519510000.0,-31883000.0,-116352000.0,-103600000.0,-486761000.0,-123769000.0
NoncurrentAssets / USD,671370000.0,599797000.0,935147000.0,1250286000.0,1317838000.0,,,,377938000.0,,,,265597000.0,,,,258784000.0,274245000.0
OperatingExpenses / USD,,,,,,461291000.0,1016584000.0,1608115000.0,1615876000.0,702027000.0,1518025000.0,2426393000.0,2279885000.0,818615000.0,1733251000.0,2691150000.0,3246104000.0,1002135000.0
OperatingIncomeLoss / USD,,,,,,56477000.0,79519000.0,112416000.0,141406000.0,-34027000.0,-133266000.0,-294833000.0,70083000.0,-18869000.0,-67931000.0,-50127000.0,-345222000.0,-31978000.0
OperatingLeaseCost / USD,,,,,,11591000.0,24415000.0,36964000.0,43199000.0,13200000.0,26337000.0,39438000.0,49647000.0,10317000.0,20606000.0,31068000.0,50134000.0,10666000.0
OperatingLeaseLiability / USD,,,,,,312733000.0,304312000.0,290660000.0,282765000.0,,,,263427000.0,,,,251647000.0,
OperatingLeaseLiabilityCurrent / USD,,,,,,40638000.0,40638000.0,40638000.0,40638000.0,44930000.0,44930000.0,44930000.0,44930000.0,48953000.0,48953000.0,48953000.0,48953000.0,50164000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,274434000.0,274434000.0,274434000.0,274434000.0,237835000.0,237835000.0,237835000.0,237835000.0,214474000.0,214474000.0,214474000.0,214474000.0,201483000.0
OperatingLeasePayments / USD,,,,,,12186000.0,23812000.0,38090000.0,44874000.0,,,,49142000.0,,,,41493000.0,
OperatingLeaseRightOfUseAsset / USD,,,,,,277276000.0,277276000.0,277276000.0,277276000.0,184195000.0,184195000.0,184195000.0,184195000.0,172468000.0,172468000.0,172468000.0,172468000.0,169127000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,0.024,0.024,0.024,0.025,,,,0.024,,,,0.025,
OperatingLossCarryforwards / USD,,,,,,,,,886000000.0,,,,799800000.0,,,,633400000.0,
OtherAccruedLiabilitiesCurrent / USD,,,,,,123381000.0,123381000.0,123381000.0,123381000.0,107479000.0,107479000.0,107479000.0,107479000.0,149046000.0,149046000.0,149046000.0,149046000.0,180197000.0
OtherAssetsNoncurrent / USD,,,,,,58862000.0,58862000.0,58862000.0,58862000.0,73052000.0,73052000.0,73052000.0,73052000.0,62118000.0,62118000.0,62118000.0,62118000.0,101499000.0
OtherCommitment / USD,,,,,,,,,152935000.0,,,,1788740000.0,,,,1415724000.0,
OtherCommitmentDueAfterFifthYear / USD,,,,,,,,,0.0,,,,0.0,,,,385000000.0,
OtherCommitmentDueInFifthYear / USD,,,,,,,,,140500000.0,,,,0.0,,,,140000000.0,
OtherCommitmentDueInFourthYear / USD,,,,,,,,,419572000.0,,,,140500000.0,,,,79333000.0,
OtherCommitmentDueInNextTwelveMonths / USD,,,,,,,,,364326000.0,,,,462187000.0,,,,473895000.0,
OtherCommitmentDueInSecondYear / USD,,,,,,,,,406108000.0,,,,378631000.0,,,,516731000.0,
OtherCommitmentDueInThirdYear / USD,,,,,,,,,458234000.0,,,,434406000.0,,,,219147000.0,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent / USD,,,,,,-3330000.0,-6162000.0,-7114000.0,4840000.0,-10577000.0,-4292000.0,-4614000.0,-15604000.0,-5761000.0,1495000.0,-3030000.0,-5283000.0,5660000.0
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent / USD,,,,,,-17288000.0,-7168000.0,36165000.0,-18012000.0,-6473000.0,29652000.0,15750000.0,8376000.0,-18404000.0,4662000.0,-20235000.0,20138000.0,17520000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax / USD,,,,,,-12761000.0,366000.0,46666000.0,-16008000.0,3969000.0,32724000.0,18961000.0,27438000.0,-12587000.0,3136000.0,-17045000.0,23668000.0,10506000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,-13859000.0,-4106000.0,36043000.0,,286000.0,22167000.0,11647000.0,,-8070000.0,9343000.0,-3636000.0,17952000.0,18015000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,-17156000.0,-7034000.0,36299000.0,-17091000.0,-6473000.0,29652000.0,15750000.0,8510000.0,-18404000.0,4662000.0,-20235000.0,20138000.0,17520000.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / USD,,,,,,-132000.0,-134000.0,-134000.0,-921000.0,0.0,0.0,0.0,-134000.0,0.0,0.0,0.0,0.0,0.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax / USD,,,,,,-1197000.0,-1372000.0,-3387000.0,-6844000.0,135000.0,1220000.0,1403000.0,-3458000.0,-56000.0,31000.0,-160000.0,1753000.0,1354000.0
OtherLiabilitiesCurrent / USD,,,,,,8120000.0,8120000.0,8120000.0,8120000.0,13414000.0,13414000.0,13414000.0,23319000.0,21313000.0,19619000.0,19619000.0,21313000.0,25296000.0
OtherLiabilitiesNoncurrent / USD,,,,,,14616000.0,14616000.0,14616000.0,14616000.0,31177000.0,31177000.0,31177000.0,31177000.0,39917000.0,39917000.0,39917000.0,39917000.0,48157000.0
OtherNoncashIncomeExpense / USD,,,,,,615000.0,318000.0,224000.0,-1381000.0,-118000.0,-230000.0,-1611000.0,-646000.0,1246000.0,1092000.0,680000.0,-1959000.0,-991000.0
OtherNonoperatingIncomeExpense / USD,,,,,,-455804000.0,-478147000.0,-501231000.0,-570393000.0,29289000.0,22540000.0,21597000.0,-501839000.0,-8335000.0,-12974000.0,-23964000.0,14501000.0,-19432000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,0.0,0.0,0.0,0.0,31748000.0,0.0,65879000.0,167652000.0,203029000.0,150006000.0,183610000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,21003000.0,21003000.0,21003000.0,109181000.0,10000000.0,10000000.0,10000000.0,21003000.0,69363000.0,139146000.0,213690000.0,24800000.0,43704000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,1138000.0,3839000.0,16861000.0,91769000.0,600000.0,600000.0,600000.0,19411000.0,0.0,844727000.0,844727000.0,5775000.0,4975000.0
PaymentsToAcquireOtherInvestments / USD,,,,,,53000000.0,95000000.0,102918000.0,10250000.0,8350000.0,9450000.0,18450000.0,111668000.0,3750000.0,4000000.0,8250000.0,19450000.0,14050000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,,,,,,6881000.0,19462000.0,45935000.0,31520000.0,16496000.0,20536000.0,23227000.0,70583000.0,3669000.0,9002000.0,19522000.0,25812000.0,6151000.0
PreferredStockSharesAuthorized / shares,,,,,,10000000.0,10000000.0,10000000.0,10000000.0,,,,10000000.0,,,,10000000.0,
PreferredStockSharesOutstanding / shares,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,
PrepaidExpenseAndOtherAssetsCurrent / USD,,,,,,70002000.0,70002000.0,70002000.0,70002000.0,146136000.0,146136000.0,146136000.0,146136000.0,109312000.0,109312000.0,109312000.0,109312000.0,175793000.0
ProceedsFromDebtNetOfIssuanceCosts / USD,,,,,,,,,,,,,0.0,985700000.0,985700000.0,985700000.0,0.0,985700000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities / USD,,,,,,53887000.0,61487000.0,64087000.0,454996000.0,28950000.0,47700000.0,73950000.0,76937000.0,0.0,16150000.0,79150000.0,73950000.0,46148000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,0.0,0.0,0.0,,-3143000.0
ProceedsFromSaleOfLongtermInvestments / USD,,,,,,,,,,,,,,,,,629000.0,
PropertyPlantAndEquipmentGross / USD,,,,,,177379000.0,177379000.0,177379000.0,177379000.0,186997000.0,186997000.0,186997000.0,186997000.0,215140000.0,215140000.0,215140000.0,206771000.0,252897000.0
PropertyPlantAndEquipmentNet / USD,,,,,,100662000.0,100662000.0,100662000.0,100662000.0,81402000.0,81402000.0,81402000.0,81402000.0,86315000.0,86315000.0,86315000.0,86315000.0,105118000.0
RepaymentsOfLongTermDebt / USD,,,,,,,,,,,,,,,12500000.0,25000000.0,0.0,
ResearchAndDevelopmentExpense / USD,208306000.0,310169000.0,415776000.0,579134000.0,763188000.0,272140000.0,590709000.0,924870000.0,932994000.0,399006000.0,872682000.0,1395026000.0,1291877000.0,481738000.0,1018517000.0,1595007000.0,1869881000.0,603101000.0
RestrictedCashNoncurrent / USD,,,,,,11795000.0,675000.0,662000.0,11796000.0,1378000.0,1354000.0,1363000.0,1421000.0,1279000.0,1266000.0,1215000.0,1365000.0,1138000.0
RetainedEarningsAccumulatedDeficit / USD,,,,,,-1869030000.0,-1869030000.0,-1869030000.0,-1869030000.0,-2509964000.0,-2509964000.0,-2509964000.0,-2509964000.0,-3204516000.0,-3204516000.0,-3204516000.0,-3204516000.0,-4241865000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,614024000.0,1302550000.0,2043041000.0,2089132000.0,807392000.0,1680096000.0,2595549000.0,2802882000.0,977775000.0,2037885000.0,3227013000.0,3534647000.0,1187781000.0
RevenueRemainingPerformanceObligation / USD,,,,,,1300000000.0,1400000000.0,1600000000.0,1800000000.0,1700000000.0,1900000000.0,2300000000.0,2400000000.0,2300000000.0,2700000000.0,2900000000.0,3300000000.0,3300000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,91749000.0,92743000.0,92743000.0,27042000.0,1300000.0,1279000.0,1279000.0,105961000.0,6025000.0,21953000.0,23265000.0,3580000.0,7426000.0
SellingAndMarketingExpense / USD,,,,,,99329000.0,220375000.0,362761000.0,371644000.0,160128000.0,346319000.0,567240000.0,535815000.0,193567000.0,414080000.0,637894000.0,769861000.0,252393000.0
ShareBasedCompensation / USD,,,,,,100907000.0,246727000.0,383129000.0,340817000.0,173631000.0,439416000.0,702843000.0,524803000.0,235581000.0,525426000.0,807945000.0,948087000.0,286146000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant / shares,,,,,,33095977.0,31899903.0,31024990.0,30935067.0,,,,30425646.0,,,,28121651.0,
StockIssuedDuringPeriodValueNewIssues / USD,,,,,,,,,,,,-173000.0,32000.0,4000.0,0.0,1000.0,9000.0,4000.0
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1 / USD,,,,,,,,964300000.0,845800000.0,780500000.0,682400000.0,641200000.0,451800000.0,,,,1200000000.0,
StockRepurchasedAndRetiredDuringPeriodShares / shares,,,,,,,,,,,,1100000.0,,1100000.0,1500000.0,2100000.0,,1400000.0
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,-35716000.0,154173000.0,65341000.0,163485000.0,35716000.0,154173000.0,65341000.0,163485000.0,204612000.0,154173000.0,183918000.0
StockholdersEquity / USD,,,,,,313262000.0,313262000.0,313262000.0,566643000.0,327372000.0,327372000.0,327372000.0,313262000.0,654672000.0,654672000.0,654672000.0,327372000.0,1032851000.0
TaxCreditCarryforwardAmount / USD,,,,,,,,,,,,,,,,,50600000.0,
TaxesPayableCurrent / USD,,,,,,26367000.0,26367000.0,26367000.0,26367000.0,88748000.0,88748000.0,88748000.0,88748000.0,55203000.0,55203000.0,55203000.0,55203000.0,36726000.0
TreasuryStockAcquiredAverageCostPerShare / USD/shares,,,,,,,,158.38,157.49,187.09,186.03,188.57,182.32,162.57,168.3,185.57,196.02,180.74
TreasuryStockSharesAcquired / shares,,,,,,,,200000.0,1000000.0,300000.0,900000.0,,2200000.0,,,,4000000.0,
TreasuryStockValueAcquiredCostMethod / USD,,,,,,,,35700000.0,154200000.0,65300000.0,163500000.0,,394000000.0,,,,780700000.0,
UnrealizedGainLossOnInvestments / USD,,,,,,-31422000.0,4388000.0,4745000.0,-250000.0,-1705000.0,-7382000.0,-6986000.0,6945000.0,,-1442000.0,-502000.0,-6986000.0,0.0
UnrecognizedTaxBenefits / USD,,,,,,,,,26841000.0,,,,37944000.0,,,,53483000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,0.0,,,,0.0,,,,1899000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,56000.0,,,,0.0,,,,198000.0,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,,0.0,,60500000.0,60500000.0,0.0,,,,57004000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,,,,,,11044000.0,,,,14542000.0,,,,15171000.0,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,,,,,,147000.0,,,,1031000.0,,,,112781000.0,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,,32000.0,,,,34000.0,,,,32000.0,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,,,,,,1900000.0,,,,2500000.0,,,,113200000.0,
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount / USD,,,,,,,,,,,,,,,,,912300000.0,
VariableLeaseCost / USD,,,,,,,,,13604000.0,,,,12077000.0,,,,13094000.0,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,,,,252106000.0,252533000.0,252924000.0,249679000.0,255167000.0,255520000.0,255949000.0,253312000.0,257907000.0,258254000.0,258738000.0,256307000.0,260477000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,,,,252106000.0,252533000.0,252924000.0,249679000.0,255167000.0,255520000.0,255949000.0,253312000.0,257907000.0,258254000.0,258738000.0,256307000.0,260477000.0
