fact_unit,2009-07-22,2009-10-23,2010-02-25,2010-04-21,2010-07-29,2010-10-21,2011-02-25,2011-04-27,2011-07-27,2011-10-27,2012-02-23,2012-04-26,2012-07-25,2012-10-25,2013-02-28,2013-04-25,2013-07-24,2013-10-25,2014-02-14,2014-04-24,2014-07-23,2014-10-24,2015-02-09,2015-04-22,2015-07-22,2015-10-22,2016-02-24,2016-04-27,2016-07-20,2016-10-27,2017-02-09,2017-04-26,2017-07-20,2017-10-26,2018-02-06,2018-02-16,2018-04-25,2018-07-24,2018-10-25,2019-02-08,2019-04-24,2019-07-23,2019-10-24,2020-02-07,2020-04-22,2020-07-21,2020-10-22,2021-01-28,2021-04-21,2021-07-26,2021-10-26,2022-01-25,2022-04-20,2022-07-19,2022-10-18,2023-01-26,2023-04-18,2023-07-19,2023-10-17,2024-01-23,2024-04-23,2024-07-23,2024-10-22,2025-01-28,2025-04-22,2025-07-22,2025-10-21
AccountsPayableCurrent / USD,,2030000000.0,2030000000.0,2030000000.0,2014000000.0,2030000000.0,2030000000.0,1627000000.0,1627000000.0,1627000000.0,1627000000.0,2269000000.0,2269000000.0,2269000000.0,2269000000.0,2038000000.0,2038000000.0,2038000000.0,2038000000.0,1397000000.0,1397000000.0,1397000000.0,1397000000.0,1570000000.0,1570000000.0,1570000000.0,1562000000.0,1974000000.0,1974000000.0,1745000000.0,1745000000.0,1653000000.0,1653000000.0,1653000000.0,1653000000.0,1653000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,2402000000.0,2402000000.0,2402000000.0,2402000000.0,1281000000.0,1281000000.0,1281000000.0,1281000000.0,880000000.0,880000000.0,880000000.0,880000000.0,780000000.0,780000000.0,780000000.0,780000000.0,2117000000.0,2117000000.0,2117000000.0,2117000000.0,2312000000.0,2312000000.0,2312000000.0,2312000000.0,2222000000.0,2222000000.0,2222000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,932000000.0,932000000.0,932000000.0,950000000.0,950000000.0,950000000.0,950000000.0,997000000.0,997000000.0,997000000.0,997000000.0,965000000.0,965000000.0,965000000.0,965000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,920000000.0,920000000.0,920000000.0,920000000.0,864000000.0,864000000.0,864000000.0,864000000.0,810000000.0,810000000.0,810000000.0,810000000.0,789000000.0,789000000.0,789000000.0,789000000.0,742000000.0,742000000.0,742000000.0,742000000.0,696000000.0,696000000.0,696000000.0,696000000.0,680000000.0,680000000.0,680000000.0,680000000.0,677000000.0,677000000.0,677000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,6885000000.0,,,,7404000000.0,,,,7859000000.0,,,,8310000000.0,,,,8660000000.0,,,,8738000000.0,,,,8877000000.0,,,,9328000000.0,9328000000.0,,,,9586000000.0,,,,9965000000.0,,,,10387000000.0,,,,10936000000.0,,,,11503000000.0,,,,12163000000.0,,,,12812000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-9149000000.0,-9149000000.0,-9149000000.0,-8595000000.0,-8595000000.0,-8595000000.0,-8595000000.0,-9010000000.0,-9010000000.0,-9010000000.0,-9010000000.0,-11257000000.0,-11257000000.0,-11257000000.0,-8595000000.0,-11257000000.0,-11257000000.0,-11257000000.0,-9010000000.0,-13493000000.0,-13493000000.0,-13493000000.0,-11257000000.0,-9601000000.0,-9601000000.0,-9601000000.0,-13493000000.0,-11870000000.0,-11870000000.0,-11870000000.0,-11444000000.0,-12102000000.0,-12102000000.0,-12102000000.0,-12102000000.0,-12102000000.0,-12539000000.0,-12539000000.0,-12539000000.0,-12539000000.0,-14321000000.0,-14321000000.0,-14321000000.0,-14321000000.0,-15554000000.0,-15554000000.0,-15554000000.0,-15554000000.0,-16121000000.0,-16121000000.0,-16121000000.0,-16121000000.0,-11006000000.0,-11006000000.0,-11006000000.0,-11006000000.0,-8023000000.0,-8023000000.0,-8023000000.0,-8023000000.0,-8803000000.0,-8803000000.0,-8803000000.0,-8803000000.0,-8452000000.0,-8452000000.0,-8452000000.0
AdditionalPaidInCapitalCommonStock / USD,0.0,0.0,0.0,,,,0.0,,,,,4000000.0,19000000.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221000000.0,221000000.0,221000000.0,221000000.0,94000000.0,94000000.0,94000000.0,94000000.0,92000000.0,92000000.0,92000000.0,92000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000000.0,,,,111000000.0,,,,166000000.0,,,,175000000.0,,,,253000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,,,101000000.0,,,,108000000.0,,,,122000000.0,,,,100000000.0,,,,86000000.0,86000000.0,,,,97000000.0,,,,103000000.0,,,,137000000.0,,,,149000000.0,,,,175000000.0,,,,179000000.0,,,,188000000.0,,,
AmortizationOfIntangibleAssets / USD,63000000.0,90000000.0,153000000.0,27000000.0,54000000.0,81000000.0,118000000.0,27000000.0,49000000.0,74000000.0,,,,,,,,,,,,,,,,,48000000.0,22000000.0,41000000.0,22000000.0,20000000.0,,,,68000000.0,68000000.0,,,,284000000.0,,,,312000000.0,,,,296000000.0,,,,284000000.0,,,,271000000.0,,,,285000000.0,,,,248000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,11200000.0,11200000.0,3500000.0,11200000.0,14700000.0,14600000.0,11500000.0,17000000.0,16900000.0,16800000.0,14700000.0,9600000.0,9600000.0,8600000.0,13400000.0,6400000.0,4900000.0,3200000.0,8000000.0,,,,2400000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assets / USD,33439000000.0,33439000000.0,33439000000.0,35111000000.0,35111000000.0,35111000000.0,35111000000.0,35113000000.0,35113000000.0,35113000000.0,35113000000.0,37908000000.0,37908000000.0,37908000000.0,37908000000.0,38657000000.0,38657000000.0,38657000000.0,38657000000.0,36188000000.0,36188000000.0,36188000000.0,36188000000.0,37073000000.0,37073000000.0,37073000000.0,37046000000.0,49128000000.0,49128000000.0,49304000000.0,49304000000.0,47806000000.0,47806000000.0,47806000000.0,47806000000.0,47806000000.0,46620000000.0,46620000000.0,46620000000.0,46620000000.0,44876000000.0,44876000000.0,44876000000.0,44876000000.0,47528000000.0,47528000000.0,47528000000.0,47528000000.0,50710000000.0,50710000000.0,50710000000.0,50710000000.0,50873000000.0,50873000000.0,50873000000.0,50873000000.0,52880000000.0,52880000000.0,52880000000.0,52880000000.0,52456000000.0,52456000000.0,52456000000.0,52456000000.0,55617000000.0,55617000000.0,55617000000.0
