fact_unit,2009-08-07,2009-10-30,2010-02-26,2010-05-07,2010-08-06,2010-10-29,2011-02-28,2011-05-06,2011-08-05,2011-10-28,2012-02-17,2012-05-04,2012-08-03,2012-10-26,2013-02-19,2013-05-03,2013-08-02,2013-11-01,2014-02-14,2014-05-02,2014-08-08,2014-10-31,2015-02-13,2015-05-07,2015-08-07,2015-10-30,2016-02-12,2016-05-06,2016-08-04,2016-10-28,2017-02-10,2017-05-05,2017-08-04,2017-10-27,2018-02-15,2018-05-04,2018-08-03,2018-11-01,2019-02-15,2019-05-03,2019-08-02,2019-10-28,2020-02-14,2020-05-08,2020-08-06,2020-10-30,2021-02-12,2021-05-06,2021-08-05,2021-08-06,2021-10-29,2022-02-11,2022-05-06,2022-08-05,2022-10-27,2023-02-10,2023-05-04,2023-08-04,2023-10-24,2024-02-09,2024-05-02,2024-08-02,2024-10-30,2025-02-14,2025-05-01,2025-08-01,2025-10-24
AccountsPayableCurrent / USD,683991000.0,683991000.0,683991000.0,689572000.0,689572000.0,689572000.0,689572000.0,749489000.0,749489000.0,749489000.0,749489000.0,697000000.0,697000000.0,697000000.0,697000000.0,676000000.0,676000000.0,676000000.0,676000000.0,634000000.0,634000000.0,634000000.0,634000000.0,512000000.0,512000000.0,512000000.0,512000000.0,449000000.0,449000000.0,449000000.0,449000000.0,511000000.0,511000000.0,511000000.0,511000000.0,590000000.0,590000000.0,590000000.0,590000000.0,524000000.0,524000000.0,524000000.0,524000000.0,472000000.0,472000000.0,472000000.0,472000000.0,534000000.0,534000000.0,534000000.0,534000000.0,534000000.0,585000000.0,585000000.0,585000000.0,585000000.0,594000000.0,594000000.0,594000000.0,594000000.0,581000000.0,581000000.0,581000000.0,581000000.0,519000000.0,519000000.0,519000000.0
AccruedIncomeTaxesCurrent / USD,216751000.0,216751000.0,216751000.0,417267000.0,417267000.0,417267000.0,417267000.0,386498000.0,386498000.0,386498000.0,386498000.0,57000000.0,57000000.0,57000000.0,57000000.0,116000000.0,116000000.0,116000000.0,116000000.0,69000000.0,69000000.0,69000000.0,69000000.0,64000000.0,64000000.0,64000000.0,64000000.0,57000000.0,57000000.0,57000000.0,57000000.0,169000000.0,169000000.0,169000000.0,169000000.0,89000000.0,89000000.0,89000000.0,89000000.0,68000000.0,68000000.0,68000000.0,68000000.0,48000000.0,48000000.0,48000000.0,48000000.0,60000000.0,60000000.0,60000000.0,60000000.0,60000000.0,77000000.0,77000000.0,77000000.0,77000000.0,147000000.0,147000000.0,147000000.0,147000000.0,187000000.0,187000000.0,187000000.0,187000000.0,217000000.0,217000000.0,217000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,614000000.0,614000000.0,614000000.0,614000000.0,495000000.0,495000000.0,495000000.0,495000000.0,462000000.0,462000000.0,462000000.0,462000000.0,413000000.0,413000000.0,413000000.0,413000000.0,413000000.0,365000000.0,365000000.0,365000000.0,365000000.0,273000000.0,273000000.0,273000000.0,273000000.0,151000000.0,151000000.0,151000000.0,151000000.0,,,
AccruedLiabilitiesCurrent / USD,1315106000.0,1315106000.0,1315106000.0,1359394000.0,1359394000.0,1359394000.0,1359394000.0,1391396000.0,1391396000.0,1391396000.0,1391396000.0,1435000000.0,1435000000.0,1435000000.0,1435000000.0,1392000000.0,1392000000.0,1392000000.0,1392000000.0,1272000000.0,1272000000.0,1272000000.0,1272000000.0,1287000000.0,1287000000.0,1287000000.0,1287000000.0,1136000000.0,1136000000.0,1136000000.0,1136000000.0,1202000000.0,1202000000.0,1202000000.0,1202000000.0,1258000000.0,1258000000.0,1258000000.0,1258000000.0,1271000000.0,1271000000.0,1271000000.0,1271000000.0,1217000000.0,1217000000.0,1217000000.0,1217000000.0,1284000000.0,1284000000.0,1284000000.0,1284000000.0,1284000000.0,1648000000.0,1648000000.0,1648000000.0,1648000000.0,1728000000.0,1728000000.0,1728000000.0,1728000000.0,1663000000.0,1663000000.0,1663000000.0,1663000000.0,1576000000.0,1576000000.0,1576000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,-3553303000.0,3553303000.0,3553303000.0,3920003000.0,3920003000.0,3920003000.0,3920003000.0,3995538000.0,3995538000.0,3995538000.0,3995538000.0,,,,4062000000.0,,,,3837000000.0,,,,3163000000.0,,,,3113000000.0,,,,3078000000.0,,,,3131000000.0,,,,3383000000.0,,,,3442000000.0,,,,3498000000.0,,,,,3816000000.0,,,,3891000000.0,,,,3904000000.0,,,,4075000000.0,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,511699000.0,,,,486733000.0,,,,549000000.0,,,,574000000.0,,,,290000000.0,,,,393000000.0,384000000.0,373000000.0,362000000.0,379000000.0,371000000.0,365000000.0,358000000.0,405000000.0,395000000.0,385000000.0,372000000.0,291000000.0,338000000.0,329000000.0,321000000.0,364000000.0,360000000.0,355000000.0,351000000.0,390000000.0,381000000.0,371000000.0,371000000.0,362000000.0,331000000.0,320000000.0,309000000.0,298000000.0,196000000.0,191000000.0,187000000.0,-182000000.0,293000000.0,293000000.0,293000000.0,293000000.0,327000000.0,326000000.0,325000000.0,322000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,912425000.0,,,,913888000.0,,,,773000000.0,,,,867000000.0,,,,674000000.0,,,,-265000000.0,-842000000.0,-673000000.0,-1000000000.0,-1100000000.0,-961000000.0,-1100000000.0,-1100000000.0,-1400000000.0,-1200000000.0,-1100000000.0,-1000000000.0,-1000000000.0,-902000000.0,-1200000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1400000000.0,-1300000000.0,-1600000000.0,-1500000000.0,-1500000000.0,-1500000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1300000000.0,-1500000000.0,-1700000000.0,-1500000000.0,-1500000000.0,-1500000000.0,-1600000000.0,-1500000000.0,-1600000000.0,-1600000000.0,-1500000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-253211000.0,-253211000.0,-253211000.0,400726000.0,400726000.0,400726000.0,1050786000.0,427155000.0,427155000.0,427155000.0,10118000.0,224000000.0,224000000.0,224000000.0,249000000.0,224000000.0,224000000.0,224000000.0,427000000.0,293000000.0,293000000.0,293000000.0,224000000.0,384000000.0,384000000.0,384000000.0,293000000.0,-1504000000.0,-1504000000.0,-1504000000.0,-1504000000.0,-1807000000.0,-1807000000.0,-1807000000.0,-1807000000.0,-1287000000.0,-1287000000.0,-1287000000.0,-1287000000.0,-1677000000.0,-1677000000.0,-1677000000.0,-1677000000.0,-1705000000.0,-1705000000.0,-1705000000.0,-1705000000.0,-1642000000.0,-1642000000.0,-1642000000.0,-1642000000.0,-1642000000.0,-1502000000.0,-1502000000.0,-1502000000.0,-1502000000.0,-1841000000.0,-1841000000.0,-1841000000.0,-1841000000.0,-1834000000.0,-1834000000.0,-1834000000.0,-1834000000.0,-1877000000.0,-1877000000.0,-1877000000.0
AdditionalPaidInCapitalCommonStock / USD,,,105497000.0,270985000.0,270985000.0,270985000.0,270985000.0,460806000.0,460806000.0,460806000.0,460806000.0,686000000.0,686000000.0,686000000.0,686000000.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,1046000000.0,1046000000.0,1046000000.0,1046000000.0,1096000000.0,1096000000.0,1096000000.0,1096000000.0,1135000000.0,1135000000.0,1135000000.0,1135000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,1218000000.0,1218000000.0,1218000000.0,1218000000.0,1253000000.0,1253000000.0,1253000000.0,1253000000.0,1304000000.0,1304000000.0,1304000000.0,1304000000.0,1362000000.0,1362000000.0,1362000000.0,1362000000.0,1362000000.0,1432000000.0,1432000000.0,1432000000.0,1432000000.0,1501000000.0,1501000000.0,1501000000.0,1501000000.0,1588000000.0,1588000000.0,1588000000.0,1588000000.0,1669000000.0,1669000000.0,1669000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000000.0,13000000.0,19000000.0,25000000.0,41000000.0,,,,39000000.0,9000000.0,20000000.0,31000000.0,36000000.0,10000000.0,22000000.0,32000000.0,40000000.0,9000000.0,17000000.0,17000000.0,31000000.0,41000000.0,11000000.0,27000000.0,41000000.0,42000000.0,16000000.0,33000000.0,48000000.0,53000000.0,17000000.0,35000000.0,52000000.0,63000000.0,15000000.0,34000000.0,48000000.0
