fact_unit,2012-05-09,2012-08-09,2012-11-13,2013-03-11,2013-05-10,2013-08-14,2013-11-08,2014-03-11,2014-05-07,2014-08-11,2014-11-10,2015-03-02,2015-05-07,2015-08-07,2015-11-06,2016-02-23,2016-05-09,2016-08-08,2016-11-09,2017-03-01,2017-05-08,2017-08-08,2017-11-07,2018-02-27,2018-05-10,2018-08-06,2018-11-05,2019-02-26,2019-05-09,2019-08-08,2019-11-07,2020-03-02,2020-05-07,2020-08-06,2020-11-05,2021-02-25,2021-05-06,2021-08-06,2021-11-05,2022-02-25,2022-05-10,2022-08-05,2022-11-04,2023-02-24,2023-05-05,2023-08-03,2023-11-03,2024-02-22,2024-05-09,2024-08-08,2024-11-07,2025-02-28,2025-05-08,2025-08-07,2025-11-06
NetCashProvidedByUsedInFinancingActivities / USD,31309000.0,4845000.0,-1103000.0,-8043000.0,31309000.0,31097000.0,34667000.0,-1558000.0,4039000.0,8603000.0,12707000.0,38847000.0,3134000.0,7574000.0,9359000.0,15501000.0,1490000.0,-13937000.0,5451000.0,10347000.0,9789000.0,19743000.0,16398000.0,33764000.0,7882000.0,34132000.0,40216000.0,10467000.0,4016000.0,11591000.0,20851000.0,49746000.0,10181000.0,8208000.0,13147000.0,23001000.0,-2046000.0,-6648000.0,-1083000.0,20363000.0,1329000.0,-18996000.0,-14498000.0,-765000.0,-9604000.0,-10634000.0,-10066000.0,-59557000.0,-15318000.0,-62831000.0,-143417000.0,-2021000.0,-112081000.0,-338161000.0,-391667000.0
NetCashProvidedByUsedInInvestingActivities / USD,-6401000.0,-7159000.0,-13562000.0,-10826000.0,-3719000.0,-16538000.0,-31363000.0,-17408000.0,-6474000.0,-13986000.0,-18875000.0,-59627000.0,-11676000.0,-33211000.0,-38408000.0,-21820000.0,-33882000.0,-39479000.0,-73175000.0,-52929000.0,23420000.0,11818000.0,3110000.0,-125494000.0,-5661000.0,-17625000.0,-24124000.0,-9320000.0,-60164000.0,-68314000.0,-77833000.0,-36151000.0,-18560000.0,-47445000.0,-87582000.0,-112123000.0,-59485000.0,-133571000.0,-149247000.0,-145369000.0,48461000.0,-97390000.0,-158492000.0,-167154000.0,-34563000.0,-123088000.0,-151788000.0,-368924000.0,-17717000.0,-35510000.0,-46071000.0,-182927000.0,-50990000.0,-73836000.0,-39100000.0
NetCashProvidedByUsedInOperatingActivities / USD,362000.0,10778000.0,28154000.0,20473000.0,-4745000.0,1629000.0,12740000.0,54520000.0,-11738000.0,-3780000.0,11795000.0,48499000.0,16188000.0,33027000.0,56169000.0,58225000.0,6871000.0,9034000.0,64554000.0,104874000.0,10861000.0,49354000.0,111166000.0,76393000.0,29096000.0,59333000.0,121580000.0,167217000.0,7330000.0,66789000.0,169088000.0,192820000.0,-202000.0,43827000.0,162866000.0,292218000.0,63255000.0,209411000.0,384975000.0,287453000.0,12827000.0,81663000.0,287713000.0,544407000.0,-51848000.0,25667000.0,278035000.0,572327000.0,87334000.0,176386000.0,391265000.0,464104000.0,129920000.0,186947000.0,428909000.0
NetIncomeLoss / USD,9742000.0,18019000.0,31969000.0,28308000.0,12099000.0,25420000.0,39485000.0,44353000.0,12680000.0,26798000.0,43235000.0,54484000.0,17364000.0,32178000.0,51218000.0,61994000.0,14714000.0,33945000.0,56818000.0,69641000.0,23899000.0,48329000.0,74503000.0,84456000.0,23641000.0,61000000.0,103634000.0,99266000.0,64418000.0,64418000.0,64418000.0,72760000.0,60754000.0,60754000.0,60754000.0,240256000.0,85565000.0,85565000.0,85565000.0,261057000.0,109046000.0,109046000.0,109046000.0,327160000.0,89719000.0,89719000.0,89719000.0,481652000.0,102292000.0,102292000.0,102292000.0,419416000.0,116243000.0,116243000.0,116243000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,3262000.0,-3732000.0,2396000.0,14310000.0,8964000.0,22244000.0,36226000.0,11765000.0,,,,51143000.0,,,,,,,,,,,,,,,,,,,,,,,,,,152189000.0,241621000.0,261057000.0,109046000.0,223717000.0,339373000.0,327160000.0,89719000.0,108323000.0,264377000.0,481652000.0,102292000.0,222325000.0,319529000.0,419416000.0,116243000.0,214888000.0,351234000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,9229000.0,22508000.0,36489000.0,,,,,51404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,152189000.0,241621000.0,261057000.0,109046000.0,223717000.0,339373000.0,327160000.0,89719000.0,108323000.0,264377000.0,481652000.0,102292000.0,222325000.0,319529000.0,419416000.0,116243000.0,214888000.0,351234000.0
NoncontrollingInterestIncreaseFromBusinessCombination / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10469000.0,,,,10469000.0,,,,10469000.0,,,,1358000.0,,,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000.0,73000.0,,506000.0,73000.0,73000.0,,506000.0,506000.0,73000.0,,7000.0,7000.0
NoncurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273348000.0,,,
NonoperatingGainsLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,584000.0,1386000.0,2802000.0,,-551000.0,501000.0,2442000.0,4601000.0,3076000.0,4266000.0,6775000.0,3522000.0,2386000.0,4203000.0,5875000.0,8725000.0,5374000.0,7954000.0,2629000.0,3822000.0,-165000.0,1414000.0,5642000.0,-1727000.0,11521000.0,23231000.0,37162000.0,10025000.0,15042000.0,27078000.0,40425000.0
OperatingIncomeLoss / USD,11812000.0,22690000.0,39581000.0,32790000.0,13784000.0,30614000.0,47350000.0,55008000.0,15536000.0,33071000.0,53301000.0,66006000.0,21857000.0,40333000.0,62168000.0,76493000.0,22820000.0,46426000.0,74202000.0,86183000.0,30331000.0,62411000.0,96313000.0,105967000.0,30966000.0,71648000.0,120896000.0,133696000.0,48697000.0,102934000.0,167494000.0,172946000.0,64658000.0,137540000.0,218105000.0,245764000.0,87509000.0,170935000.0,267331000.0,302850000.0,107251000.0,232525000.0,376649000.0,379324000.0,129242000.0,222262000.0,402489000.0,542316000.0,120371000.0,264717000.0,378745000.0,572966000.0,110532000.0,231093000.0,408072000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167791000.0,206566000.0,205405000.0,238389000.0,249420000.0,242642000.0,245042000.0,241363000.0,218184000.0,204806000.0,200730000.0,192906000.0,187835000.0,172016000.0,161302000.0,162669000.0,158845000.0,154988000.0,146626000.0,145819000.0,146573000.0,140483000.0,140112000.0,138060000.0,133083000.0,137653000.0,130181000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,57542000.0,57542000.0,57542000.0,57542000.0,60759000.0,60759000.0,60759000.0,60759000.0,50104000.0,50104000.0,50104000.0,50104000.0,40352000.0,40352000.0,40352000.0,40352000.0,36558000.0,36558000.0,36558000.0,36558000.0,39634000.0,39634000.0,39634000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,180848000.0,180848000.0,180848000.0,180848000.0,180604000.0,180604000.0,180604000.0,180604000.0,142802000.0,142802000.0,142802000.0,142802000.0,122317000.0,122317000.0,122317000.0,122317000.0,109261000.0,109261000.0,109261000.0,109261000.0,98426000.0,98426000.0,98426000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14696000.0,28801000.0,43510000.0,59952000.0,14696000.0,28801000.0,43510000.0,59952000.0,16891000.0,33372000.0,51324000.0,70012000.0,17645000.0,35419000.0,52284000.0,68986000.0,14803000.0,30466000.0,43490000.0,54344000.0,11719000.0,25245000.0,37628000.0,52373000.0,11703000.0,22625000.0,34308000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,238991000.0,238991000.0,238991000.0,238991000.0,228672000.0,228672000.0,228672000.0,228672000.0,184841000.0,184841000.0,184841000.0,184841000.0,148780000.0,148780000.0,148780000.0,148780000.0,134898000.0,134898000.0,134898000.0,134898000.0,128244000.0,128244000.0,128244000.0
OperatingLeaseRightOfUseAssetAmortizationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25732000.0,40203000.0,0.0,16816000.0,33834000.0,50467000.0,55859000.0,15676000.0,31496000.0,46693000.0,66369000.0,14787000.0,26037000.0,37336000.0,61750000.0,10043000.0,20628000.0,30842000.0,47777000.0,9434000.0,18773000.0,28051000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.036,0.038,0.036,0.04,0.036,0.038,0.036,0.033,0.032,0.031,0.029,0.03,0.026,0.026,0.025,0.024,0.022,0.024,0.028,0.033,0.038,0.039,0.041,0.043,0.043,0.043
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,1608000.0,,,,2287000.0,,,,3681000.0,,,,2598000.0,,,,13172000.0,,,,18280000.0,,,,24209000.0,,,,39271000.0,,,,26660000.0,,,,42875000.0,,,,52862000.0,,,,47085000.0,,,
OtherAssetsNoncurrent / USD,2691000.0,2691000.0,2691000.0,2691000.0,632000.0,632000.0,632000.0,632000.0,3409000.0,3409000.0,3409000.0,3409000.0,3368000.0,3368000.0,3368000.0,3368000.0,4113000.0,4113000.0,4113000.0,4113000.0,10599000.0,10599000.0,10599000.0,10838000.0,12691000.0,12691000.0,12691000.0,14788000.0,16208000.0,16208000.0,16208000.0,16208000.0,39433000.0,39433000.0,39433000.0,39433000.0,53960000.0,53960000.0,52676000.0,53960000.0,56898000.0,56898000.0,56898000.0,56898000.0,47877000.0,47877000.0,47877000.0,47877000.0,59575000.0,59575000.0,59575000.0,59575000.0,100522000.0,100522000.0,100522000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28519000.0,-16077000.0,-15878000.0,6295000.0,-10531000.0,-894000.0,-11655000.0,4498000.0,-30552000.0,-15722000.0,-72645000.0,-24579000.0,13227000.0,20622000.0,14821000.0,-49033000.0,-18712000.0,-24361000.0,6413000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9368000.0,-2922000.0,-3420000.0,3845000.0,-4081000.0,-2041000.0,-4108000.0,2350000.0,-1391000.0,-6428000.0,-11780000.0,-7059000.0,4134000.0,2614000.0,-11130000.0,11723000.0,-3782000.0,-6340000.0,-8334000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15238000.0,,,,,,,,17361000.0,17361000.0,17361000.0,-41114000.0,-22316000.0,-22316000.0,-22316000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23891000.0,-37887000.0,-37887000.0,-37887000.0,10140000.0,-15238000.0,-15238000.0,-15238000.0,5862000.0,-31943000.0,-31943000.0,-31943000.0,-28695000.0,17361000.0,23236000.0,3691000.0,-41114000.0,-22312000.0,-30383000.0,-1477000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,626000.0,626000.0,626000.0,986000.0,,,,-2943000.0,0.0,0.0,0.0,3804000.0,-182000.0,-318000.0,-444000.0
OtherDepreciationAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21228000.0,32355000.0,36640000.0,14940000.0,30166000.0,46095000.0,45317000.0,17807000.0,38261000.0,59804000.0,62874000.0,24259000.0,47250000.0,69126000.0,83401000.0,22782000.0,45550000.0,68642000.0,92272000.0,22146000.0,43267000.0,63003000.0
OtherLiabilitiesNoncurrent / USD,,,,,,,,,,0.0,0.0,,,,,,,,0.0,2402000.0,3132000.0,3132000.0,3132000.0,3132000.0,9435000.0,9435000.0,9435000.0,9435000.0,17661000.0,17661000.0,17661000.0,17661000.0,9315000.0,9315000.0,9315000.0,9315000.0,23274000.0,23274000.0,23274000.0,23274000.0,48480000.0,48480000.0,48480000.0,90934000.0,108648000.0,108648000.0,108648000.0,108648000.0,100576000.0,100576000.0,100576000.0,91832000.0,82301000.0,82301000.0,82301000.0
OtherNoncashIncomeExpense / USD,397000.0,94000.0,-517000.0,-335000.0,657000.0,140000.0,30000.0,-777000.0,-586000.0,-1139000.0,-1140000.0,66000.0,-294000.0,-2336000.0,-2607000.0,-1199000.0,-4964000.0,-2085000.0,-2358000.0,-735000.0,-50000.0,-1003000.0,-1834000.0,-3883000.0,-651000.0,1550000.0,3496000.0,-6228000.0,1982000.0,2099000.0,3434000.0,4010000.0,-520000.0,-3938000.0,-7522000.0,1712000.0,-5893000.0,-4458000.0,-3225000.0,-4764000.0,4926000.0,5190000.0,-4312000.0,-6796000.0,-3361000.0,-75433000.0,-63914000.0,-12993000.0,3268000.0,447000.0,-1106000.0,-32806000.0,-10529000.0,-12563000.0,-7110000.0
PaymentForContingentConsiderationLiabilityFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1104000.0,1104000.0,0.0,7869000.0,7869000.0,7869000.0,1104000.0,0.0,1047000.0,797000.0,7004000.0,207000.0,207000.0,6626000.0,40227000.0,4678000.0,8684000.0,8684000.0,6626000.0,2375000.0,4750000.0,4750000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,2834000.0,0.0,0.0,0.0,2834000.0,5172000.0,7045000.0,0.0,294000.0,799000.0,1316000.0,7982000.0,266000.0,919000.0,1993000.0,0.0,91000.0,2156000.0,2647000.0,873000.0,276000.0,190000.0,1304000.0,4100000.0,-811000.0,-1253000.0,104000.0,-465000.0,136000.0,1180000.0,1632000.0,699000.0,71000.0,-26000.0,-452000.0,1739000.0,-691000.0,-179000.0,100000.0,-1018000.0,3082000.0,11041000.0,19499000.0,-79000.0,7898000.0,7943000.0,8204000.0,29029000.0,-1005000.0,-936000.0,-1674000.0
PaymentsForRepurchaseOfCommonStock / USD,50000.0,50000.0,61000.0,,50000.0,50000.0,61000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8510000.0,49947000.0,128433000.0,0.0,120593000.0,335070000.0,385025000.0
PaymentsForRestructuring / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379000.0,22024000.0,11326000.0,19672000.0,29487000.0,22024000.0,11326000.0,19672000.0,29487000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2694000.0,2702000.0,3088000.0,539000.0,106000.0,6696000.0,7068000.0,3194000.0,1208000.0,13084000.0,14521000.0,7747000.0,1018000.0,15899000.0,16213000.0,15503000.0,3304000.0,33696000.0,34108000.0,20132000.0,3876000.0,20796000.0,22101000.0,41598000.0,3153000.0,25691000.0,28202000.0,26556000.0,2790000.0,30600000.0,32465000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,6990000.0,6990000.0,412000.0,,6990000.0,6990000.0,0.0,0.0,20000.0,20000.0,32951000.0,2419000.0,26498000.0,26498000.0,20000.0,30000.0,30000.0,27654000.0,37093000.0,,2515000.0,4499000.0,76908000.0,0.0,6810000.0,6810000.0,5500000.0,50264000.0,50264000.0,50264000.0,6810000.0,0.0,16240000.0,28655000.0,74268000.0,10339000.0,12573000.0,18888000.0,39322000.0,0.0,121252000.0,160964000.0,18888000.0,8207000.0,10621000.0,10530000.0,314958000.0,0.0,0.0,13997000.0,10644000.0,44139000.0,56706000.0,57065000.0
PaymentsToAcquireInterestInSubsidiariesAndAffiliates / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,5000000.0,0.0,20000000.0,20500000.0,20500000.0,5000000.0,1044000.0,2544000.0,2544000.0,20500000.0,0.0,0.0,1625000.0,2544000.0,1906000.0,1906000.0,3281000.0,1625000.0,200000.0,6909000.0,6927000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,6318000.0,7020000.0,12852000.0,8365000.0,3324000.0,6410000.0,10317000.0,15548000.0,2887000.0,8998000.0,10928000.0,13376000.0,2157000.0,4445000.0,8164000.0,13360000.0,1873000.0,5342000.0,9533000.0,11916000.0,6185000.0,13589000.0,19981000.0,13272000.0,5725000.0,11441000.0,16881000.0,29317000.0,10711000.0,19303000.0,27465000.0,29806000.0,13424000.0,25025000.0,52295000.0,37574000.0,29075000.0,40524000.0,50311000.0,99308000.0,11186000.0,33773000.0,54884000.0,68793000.0,23274000.0,41426000.0,60134000.0,111501000.0,7913000.0,14796000.0,18420000.0,81629000.0,6749000.0,11453000.0,16419000.0
PaymentsToAcquireShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60000000.0,0.0,,0.0,0.0,120000000.0,,60000000.0,60000000.0,0.0,0.0,10865000.0,10865000.0,60000000.0,1217000.0,1213000.0,1872000.0
PaymentsToMinorityShareholders / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2146000.0,2146000.0,2254000.0,1749000.0,,1972000.0,1972000.0,,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,6436000.0,6436000.0,6436000.0,6436000.0,11835000.0,11835000.0,11835000.0,11835000.0,14355000.0,14355000.0,14355000.0,14355000.0,9289000.0,9289000.0,9289000.0,9289000.0,14344000.0,14344000.0,14344000.0,14344000.0,15690000.0,15690000.0,15690000.0,18493000.0,23196000.0,23196000.0,23196000.0,25309000.0,26171000.0,26171000.0,26171000.0,26171000.0,39943000.0,39934000.0,39934000.0,39934000.0,29570000.0,29570000.0,29570000.0,29570000.0,53927000.0,53927000.0,53927000.0,53927000.0,85319000.0,85319000.0,85319000.0,85319000.0,97355000.0,97355000.0,97355000.0,97355000.0,137806000.0,137806000.0,137806000.0
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
ProceedsFromIssuanceOfLongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1931000.0,3227000.0,4114000.0,31109000.0,172000.0,173000.0,764000.0,1763000.0,,,
ProceedsFromPaymentsForOtherFinancingActivities / USD,28000.0,12000.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,135000.0,135000.0,135000.0,0.0,,-864000.0,-922000.0,135000.0,0.0,-603000.0,-603000.0,-941000.0,-13000.0,-19000.0,-26000.0,-603000.0,-9000.0,-24000.0,-28000.0,-24000.0,260000.0,137000.0,231000.0,-21000.0,-1865000.0,-2121000.0,-3025000.0,-2324000.0,-226000.0,-377000.0,-2895000.0,-5720000.0,-345000.0,907000.0,-1711000.0
ProceedsFromSaleOfShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,60000000.0,60000000.0,60000000.0,,,,0.0,60000000.0,0.0,0.0,10865000.0,0.0,310000.0,1509000.0,41509000.0
ProceedsFromStockOptionsExercised / USD,,,72000.0,26000.0,28000.0,248000.0,2495000.0,72000.0,2510000.0,5353000.0,7783000.0,4951000.0,2139000.0,5413000.0,6808000.0,9300000.0,3855000.0,13955000.0,17607000.0,10571000.0,3108000.0,12578000.0,15850000.0,20675000.0,10606000.0,37757000.0,44315000.0,17996000.0,7588000.0,22368000.0,32007000.0,53984000.0,11402000.0,22415000.0,28798000.0,34845000.0,6850000.0,17144000.0,23027000.0,37003000.0,4373000.0,15610000.0,20176000.0,26410000.0,3395000.0,22165000.0,31368000.0,26286000.0,2488000.0,25631000.0,28612000.0,50660000.0,14611000.0,32476000.0,33781000.0
PropertyPlantAndEquipmentGross / USD,,,,51419000.0,,,,74989000.0,,,,83479000.0,,,,89666000.0,,,,100275000.0,,,,120217000.0,,,,148125000.0,,,,181005000.0,,,,259566000.0,,,,297314000.0,,,,402862000.0,,,,440443000.0,,,,432579000.0,,,
PropertyPlantAndEquipmentNet / USD,35482000.0,35482000.0,35482000.0,35482000.0,53135000.0,53135000.0,53135000.0,53135000.0,53315000.0,53315000.0,53315000.0,53315000.0,55134000.0,55134000.0,55134000.0,55134000.0,60499000.0,60499000.0,60499000.0,60499000.0,73616000.0,73616000.0,73616000.0,60499000.0,86419000.0,86419000.0,86419000.0,73616000.0,102646000.0,102646000.0,102646000.0,86419000.0,165259000.0,165259000.0,165259000.0,102646000.0,169533000.0,169533000.0,169533000.0,165259000.0,236214000.0,236214000.0,236214000.0,169533000.0,273348000.0,273348000.0,273348000.0,236214000.0,235053000.0,235053000.0,235053000.0,235053000.0,207667000.0,207667000.0,207667000.0
ProvisionForDoubtfulAccounts / USD,,,361000.0,202000.0,,,465000.0,727000.0,161000.0,803000.0,988000.0,1244000.0,368000.0,769000.0,946000.0,619000.0,514000.0,701000.0,910000.0,817000.0,552000.0,1730000.0,1690000.0,1407000.0,-517000.0,102000.0,79000.0,1539000.0,199000.0,1529000.0,1765000.0,51000.0,-133000.0,167000.0,133000.0,848000.0,2719000.0,3174000.0,2794000.0,1619000.0,2925000.0,2828000.0,2573000.0,2253000.0,8675000.0,11748000.0,12888000.0,2488000.0,182000.0,2031000.0,2739000.0,12394000.0,-1438000.0,-2397000.0,-3071000.0
PurchaseObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60000000.0,60000000.0,51400000.0,49700000.0,49700000.0,49700000.0,35000000.0,35000000.0,35100000.0,35200000.0
PurchaseObligationDueInFourthYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,,,,18000000.0,,,
PurchaseObligationDueInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000.0,14000000.0,14000000.0,,16600000.0,16600000.0,16600000.0,,18000000.0,18000000.0,18100000.0
PurchaseObligationDueInSecondYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15100000.0,15100000.0,15100000.0,18300000.0,16600000.0,16500000.0,16500000.0,,,,
PurchaseObligationDueInThirdYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16700000.0,16700000.0,16700000.0,16600000.0,16500000.0,,,17000000.0,,,
PurchaseObligationFutureMinimumPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200000.0,14200000.0,14200000.0,,,16600000.0,16600000.0,,17000000.0,17100000.0,17100000.0
RepaymentsOfDebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,15031000.0,15060000.0,22096000.0,0.0,30000.0,25059000.0,25089000.0,30129000.0,3466000.0,3478000.0,3485000.0,25103000.0,,,,3494000.0,,,,9000.0,0.0,0.0,0.0,18000.0,6836000.0,10756000.0,11542000.0,31054000.0,1411000.0,1964000.0,2607000.0,15542000.0,589000.0,1124000.0,1497000.0
RestrictedCashAndCashEquivalents / USD,,2582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2639000.0,,,,270000.0,,,,1151000.0,,,,1136000.0,2722000.0,2722000.0,2722000.0,1390000.0,2292000.0,2292000.0,2292000.0,2722000.0,6873000.0,6873000.0,6873000.0,2292000.0,4125000.0,4125000.0,4125000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,660000.0,,,,,,,,,,,,0.0,2400000.0,2400000.0,2400000.0,,,,,,,,,,,,,,,,,,,495000.0,495000.0,106000.0,430000.0,430000.0,430000.0,495000.0,5294000.0,5294000.0,5294000.0,430000.0,837000.0,837000.0,837000.0
RestrictedCashAndCashEquivalentsNoncurrent / USD,2582000.0,2582000.0,,,,,,467000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227000.0,2227000.0,1284000.0,1862000.0,1862000.0,1862000.0,2227000.0,1579000.0,1579000.0,1579000.0,1862000.0,3288000.0,3288000.0,3288000.0
RestructuringCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7116000.0,28990000.0,7017000.0,16530000.0,26433000.0,28990000.0,7017000.0,16530000.0,26433000.0
RestructuringReserve / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6966000.0,6966000.0,6966000.0,0.0,6966000.0,6966000.0,6966000.0
RetainedEarningsUnappropriated / USD,74508000.0,74508000.0,74508000.0,74508000.0,128992000.0,128992000.0,128992000.0,128992000.0,190986000.0,190986000.0,190986000.0,190986000.0,260598000.0,260598000.0,260598000.0,260598000.0,345054000.0,345054000.0,345054000.0,345054000.0,444320000.0,444320000.0,444320000.0,444320000.0,518820000.0,518820000.0,518820000.0,518820000.0,759533000.0,759533000.0,759533000.0,759533000.0,1020590000.0,1020590000.0,1020590000.0,1020590000.0,1347880000.0,1347880000.0,1347880000.0,1347880000.0,1829532000.0,1829532000.0,1829532000.0,1829532000.0,2248948000.0,2248948000.0,2248948000.0,2248948000.0,2501107000.0,2501107000.0,2501107000.0,2501107000.0,2555796000.0,2555796000.0,2555796000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,1051151000.0,1160132000.0,424148000.0,869795000.0,1337981000.0,1450448000.0,521333000.0,1072920000.0,1661023000.0,1842912000.0,651359000.0,1283742000.0,1935985000.0,2293798000.0,780775000.0,1662141000.0,2650680000.0,2659478000.0,1171614000.0,2366475000.0,3593395000.0,3758144000.0,1210941000.0,2381147000.0,3533283000.0,4824698000.0,1165465000.0,2312062000.0,3479589000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12825000.0,53547000.0,67798000.0,107822000.0,12825000.0,53547000.0,67798000.0,107822000.0,31252000.0,42928000.0,45205000.0,50949000.0,38000.0,1677000.0,8658000.0,18590000.0,19484000.0,24732000.0,30843000.0,35048000.0,3349000.0,7028000.0,10843000.0,18063000.0,7653000.0,10986000.0,11823000.0
SalesAndExciseTaxPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19985000.0,,,,24016000.0,,,,34522000.0,,,,49924000.0,,,,47433000.0,,,,39852000.0,,,
