fact_unit,2010-08-04,2010-11-09,2011-03-01,2011-05-05,2011-09-08,2011-11-09,2012-02-21,2012-02-22,2012-05-04,2012-08-08,2012-11-09,2013-02-26,2013-05-03,2013-08-07,2013-11-07,2014-03-03,2014-05-08,2014-08-07,2014-11-04,2015-02-24,2015-04-29,2015-07-29,2015-11-04,2016-02-03,2016-05-04,2016-08-04,2016-11-02,2017-01-31,2017-05-02,2017-08-01,2017-10-31,2018-01-30,2018-05-01,2018-07-31,2018-10-30,2019-02-05,2019-04-30,2019-07-30,2019-10-29,2020-02-04,2020-04-27,2020-07-27,2020-10-26,2021-02-01,2021-04-26,2021-07-26,2021-10-25,2022-01-31,2022-04-25,2022-07-25,2022-10-24,2023-01-30,2023-04-24,2023-07-24,2023-10-23,2024-01-29,2024-04-22,2024-07-22,2024-10-21,2025-01-27,2025-04-28,2025-07-21,2025-10-27
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,71954000.0,71954000.0,,,,86419000.0,,,,105520000.0,,435342000.0,435342000.0,435342000.0,489085000.0,489085000.0,489085000.0,489085000.0,589356000.0,589356000.0,589356000.0,589356000.0,731671000.0,731671000.0,731671000.0,731671000.0,763832000.0,763832000.0,763832000.0,763832000.0,981707000.0,981707000.0,981707000.0,981707000.0,1320268000.0,1320268000.0,1320268000.0,1320268000.0,1669832000.0,1669832000.0,1669832000.0,1669832000.0,2210410000.0,2210410000.0,2210410000.0,2210410000.0,2471259000.0,2471259000.0,2471259000.0,2471259000.0,2610943000.0,2610943000.0,2610943000.0,2610943000.0,2654351000.0,2654351000.0,2654351000.0
AccountsPayableAndOtherAccruedLiabilities / USD,,,,,,,,,,,,,,,,,,,,98037000.0,127828000.0,127828000.0,127828000.0,218938000.0,239838000.0,239838000.0,239838000.0,239838000.0,366174000.0,366174000.0,366174000.0,366174000.0,349884000.0,349884000.0,349884000.0,349884000.0,215539000.0,215539000.0,215539000.0,215539000.0,198994000.0,198994000.0,198994000.0,198994000.0,285021000.0,285021000.0,285021000.0,285021000.0,513416000.0,513416000.0,513416000.0,513416000.0,389741000.0,389741000.0,389741000.0,389741000.0,524439000.0,524439000.0,524439000.0,524439000.0,534803000.0,534803000.0,534803000.0
AccountsReceivableNet / USD,3902000.0,3902000.0,3902000.0,5492000.0,5492000.0,5492000.0,5492000.0,5492000.0,7480000.0,7480000.0,7480000.0,7480000.0,8449000.0,8449000.0,8449000.0,8449000.0,9918000.0,9918000.0,9918000.0,9918000.0,10548000.0,10548000.0,10548000.0,10548000.0,10485000.0,10485000.0,10485000.0,10485000.0,9744000.0,9744000.0,9744000.0,9744000.0,10262000.0,10262000.0,10262000.0,10262000.0,9798000.0,9798000.0,9798000.0,9798000.0,10691000.0,10691000.0,10691000.0,10691000.0,7333000.0,7333000.0,7333000.0,7333000.0,7379000.0,7379000.0,7379000.0,7379000.0,7614000.0,7614000.0,7614000.0,7614000.0,8211000.0,8211000.0,8211000.0,8211000.0,6409000.0,6409000.0,6409000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-33730000.0,-33730000.0,-33730000.0,-18335000.0,-18335000.0,-18335000.0,-18335000.0,-18335000.0,-34511000.0,-34511000.0,-34511000.0,-34511000.0,-24833000.0,-24833000.0,-24833000.0,-24833000.0,-36204000.0,-36204000.0,-36204000.0,-36204000.0,-628000.0,-628000.0,-628000.0,-628000.0,49191000.0,49191000.0,49191000.0,49191000.0,5355000.0,5355000.0,5355000.0,5355000.0,50024000.0,50024000.0,50024000.0,50024000.0,-10435000.0,-10435000.0,-10435000.0,-10435000.0,-9749000.0,-9749000.0,-9749000.0,-9749000.0,-6625000.0,-6625000.0,-6625000.0,-6625000.0,-7294000.0,-7294000.0,-7294000.0,-7294000.0,-20812000.0,-20812000.0,-20812000.0,-20812000.0,-15896000.0,-15896000.0,-15896000.0,-15896000.0,-46252000.0,-46252000.0,-46252000.0
AdditionalPaidInCapital / USD,1977062000.0,1977062000.0,1977062000.0,2566238000.0,2566238000.0,2566238000.0,2566238000.0,2566238000.0,3028558000.0,3028558000.0,3028558000.0,3028558000.0,3086052000.0,3086052000.0,3086052000.0,3086052000.0,3572281000.0,3572281000.0,3572281000.0,3572281000.0,3461189000.0,3461189000.0,3461189000.0,3461189000.0,3558008000.0,3558008000.0,3558008000.0,3558008000.0,4672650000.0,4672650000.0,4672650000.0,4672650000.0,5824258000.0,5824258000.0,5824258000.0,5824258000.0,7286954000.0,7286954000.0,7286954000.0,7286954000.0,8874367000.0,8874367000.0,8874367000.0,8874367000.0,11730970000.0,11730970000.0,11730970000.0,11730970000.0,16195256000.0,16195256000.0,16195256000.0,16195256000.0,18991492000.0,18991492000.0,18991492000.0,18991492000.0,18485352000.0,18485352000.0,18485352000.0,18485352000.0,17933572000.0,17933572000.0,17933572000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000.0,4086000.0,25150000.0,25477000.0,89000.0,4086000.0,25150000.0,25477000.0,6865000.0,16019000.0,17341000.0,25477000.0,8107000.0,20213000.0,24912000.0,21322000.0,14648000.0,18464000.0,34250000.0,34338000.0,11968000.0,12469000.0,21073000.0,47451000.0,7396000.0,7945000.0,26601000.0
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,11116000.0,16759000.0,23127000.0,5190000.0,,16108000.0,25789000.0,25789000.0,4961000.0,10197000.0,16088000.0,22069000.0,5270000.0,11663000.0,17390000.0,22386000.0,5243000.0,10458000.0,15033000.0,22082000.0,5768000.0,12033000.0,19602000.0,23612000.0,7768000.0,17801000.0,28746000.0,27047000.0,8718000.0,17961000.0,30642000.0,27047000.0,11489000.0,24134000.0,29122000.0,38369000.0,11489000.0,24134000.0,29122000.0,42399000.0,16938000.0,34185000.0,50637000.0,45978000.0,22988000.0,42342000.0,64330000.0,67913000.0,26937000.0,51247000.0,72287000.0,83999000.0,30859000.0,57600000.0,86801000.0,97933000.0,35784000.0,65454000.0,96652000.0,109224000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37037000.0,,,,42292000.0,,,,57341000.0,,,,68036000.0,,,,80651000.0,,,,94748000.0,,,,104424000.0,,,
AmortizationOfAboveAndBelowMarketLeases / USD,,,,,,,,,,,,,,,,,,-1660000.0,-2490000.0,-3200000.0,-816000.0,-1434000.0,-2191000.0,-3316000.0,-933000.0,-1939000.0,-5121000.0,-2845000.0,-974000.0,-1940000.0,-2905000.0,-6118000.0,-5359000.0,-10363000.0,-14908000.0,-5723000.0,-6170000.0,-11368000.0,-16588000.0,-19055000.0,-7148000.0,-15202000.0,-20976000.0,-21938000.0,-15964000.0,-29751000.0,-43730000.0,-29813000.0,-12112000.0,-25379000.0,-39043000.0,-57244000.0,-13915000.0,-30675000.0,-54221000.0,-54780000.0,-21636000.0,-46425000.0,-69647000.0,-74346000.0,-30340000.0,-52855000.0,-70167000.0
AmortizationOfDebtDiscountPremium / USD,4867000.0,7790000.0,7973000.0,3026000.0,5875000.0,7967000.0,10788000.0,10788000.0,1335000.0,2504000.0,3254000.0,9999000.0,179000.0,289000.0,401000.0,3819000.0,115000.0,237000.0,383000.0,511000.0,205000.0,136000.0,100000.0,529000.0,-82000.0,-182000.0,-282000.0,117000.0,-86000.0,-112000.0,-117000.0,-372000.0,-596000.0,-1221000.0,-1873000.0,-500000.0,-575000.0,-1181000.0,-1795000.0,-2512000.0,-801000.0,-1583000.0,-2870000.0,-2406000.0,-888000.0,-1776000.0,-2686000.0,-3777000.0,-576000.0,-1041000.0,-1539000.0,-3555000.0,-424000.0,-157000.0,112000.0,-2041000.0,288000.0,592000.0,898000.0,384000.0,318000.0,646000.0,976000.0
AmortizationOfFinancingCosts / USD,3816000.0,5877000.0,6774000.0,2072000.0,4098000.0,5893000.0,7958000.0,7958000.0,2278000.0,4605000.0,6749000.0,7892000.0,2643000.0,4857000.0,7327000.0,9300000.0,2386000.0,4813000.0,7300000.0,9832000.0,2561000.0,5304000.0,8090000.0,9936000.0,2834000.0,5723000.0,8348000.0,10909000.0,2760000.0,5712000.0,8792000.0,11003000.0,2895000.0,5738000.0,8578000.0,11872000.0,2543000.0,5136000.0,7870000.0,11149000.0,2233000.0,4613000.0,6864000.0,10271000.0,2247000.0,4984000.0,7589000.0,9105000.0,2817000.0,5676000.0,8530000.0,10494000.0,3103000.0,6339000.0,9574000.0,11441000.0,3639000.0,7368000.0,11427000.0,13549000.0,4142000.0,8288000.0,12510000.0
AssetRetirementObligation / USD,,,,,,,10323000.0,10323000.0,,,,10215000.0,,,,9240000.0,,,,7386000.0,9108000.0,9108000.0,9108000.0,9108000.0,5777000.0,5777000.0,5777000.0,5777000.0,3095000.0,3095000.0,3095000.0,3095000.0,7397000.0,7397000.0,7397000.0,7397000.0,10343000.0,10343000.0,10343000.0,10343000.0,14037000.0,14037000.0,14037000.0,14037000.0,47070000.0,47070000.0,47070000.0,47070000.0,59797000.0,59797000.0,59797000.0,59797000.0,52723000.0,52723000.0,52723000.0,52723000.0,53083000.0,53083000.0,53083000.0,53083000.0,53968000.0,53968000.0,53968000.0
Assets / USD,5457227000.0,5457227000.0,5457227000.0,5905861000.0,5905861000.0,5905861000.0,5905861000.0,5905861000.0,6574129000.0,6574129000.0,6574129000.0,6574129000.0,7150116000.0,7150116000.0,7150116000.0,7150116000.0,7529764000.0,7529764000.0,7529764000.0,7529764000.0,8136036000.0,8136036000.0,8136036000.0,8136036000.0,8881017000.0,8881017000.0,8881017000.0,8881017000.0,10354888000.0,10354888000.0,10354888000.0,10354888000.0,12103953000.0,12103953000.0,12103953000.0,12103953000.0,14464956000.0,14464956000.0,14464956000.0,14464956000.0,18390503000.0,18390503000.0,18390503000.0,18390503000.0,22827878000.0,22827878000.0,22827878000.0,22827878000.0,30219373000.0,30219373000.0,30219373000.0,30219373000.0,35523399000.0,35523399000.0,35523399000.0,35523399000.0,36771402000.0,36771402000.0,36771402000.0,36771402000.0,37527449000.0,37527449000.0,37527449000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117197000.0,117197000.0,194223000.0,194223000.0,194223000.0,194223000.0,382135000.0,382135000.0,382135000.0
BelowMarketLeaseNet / USD,,,,,,,,,,,,,,,,,,,,,8810000.0,8810000.0,8810000.0,8810000.0,26018000.0,26018000.0,26018000.0,26018000.0,59509000.0,59509000.0,59509000.0,59509000.0,88184000.0,88184000.0,88184000.0,88184000.0,134808000.0,134808000.0,134808000.0,134808000.0,194773000.0,194773000.0,194773000.0,194773000.0,288075000.0,288075000.0,288075000.0,288075000.0,341585000.0,341585000.0,341585000.0,341585000.0,417656000.0,417656000.0,417656000.0,417656000.0,322040000.0,322040000.0,322040000.0,322040000.0,180407000.0,180407000.0,180407000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,-3391000.0,9396000.0,4370000.0,,3492000.0,37045000.0,48198000.0,,46087000.0,6028000.0,-592000.0,,,,,,,,,,,,,,,130761000.0,183573000.0,225435000.0,179154000.0,133502000.0,181922000.0,211691000.0,244147000.0,134414000.0,148431000.0,205771000.0,220773000.0,193439000.0,302985000.0,377193000.0,275454000.0,300713000.0,517909000.0,553928000.0,474751000.0,419029000.0,495807000.0,641705000.0,561538000.0,318041000.0,402923000.0,419072000.0
CashAndCashEquivalentsAtCarryingValue / USD,71161000.0,71161000.0,8030000.0,70628000.0,70628000.0,70628000.0,71161000.0,71161000.0,91232000.0,91232000.0,91232000.0,70628000.0,78539000.0,78539000.0,78539000.0,91232000.0,140971000.0,140971000.0,140971000.0,78539000.0,57696000.0,57696000.0,57696000.0,140971000.0,86011000.0,86011000.0,86011000.0,57696000.0,125098000.0,125098000.0,125098000.0,86011000.0,254381000.0,254381000.0,254381000.0,254381000.0,234181000.0,234181000.0,234181000.0,234181000.0,189681000.0,189681000.0,189681000.0,189681000.0,568532000.0,568532000.0,568532000.0,568532000.0,361348000.0,361348000.0,361348000.0,361348000.0,825193000.0,825193000.0,825193000.0,825193000.0,618190000.0,618190000.0,618190000.0,618190000.0,552146000.0,552146000.0,552146000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141366000.0,141366000.0,153970000.0,277186000.0,277186000.0,277186000.0,141366000.0,272130000.0,272130000.0,272130000.0,277186000.0,242689000.0,242689000.0,242689000.0,272130000.0,597705000.0,597705000.0,597705000.0,242689000.0,415227000.0,415227000.0,415227000.0,597705000.0,857975000.0,857975000.0,857975000.0,415227000.0,660771000.0,660771000.0,660771000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513000.0,4909000.0,-12604000.0,-18204000.0,44655000.0,-43306000.0,135820000.0,43675000.0,-33905000.0,180840000.0,-5056000.0,245682000.0,-1149000.0,242354000.0,-29441000.0,-63302000.0,-240132000.0,-229651000.0,355016000.0,454939000.0,102435000.0,450941000.0,-182478000.0,440409000.0,102315000.0,-290264000.0,442748000.0,70924000.0,-94918000.0,-81134000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,0.7,1.05,,,0.49,0.51,0.53,,0.6,0.65,0.68,,0.7,0.72,1.93,,0.7,1.42,2.14,,0.74,1.51,2.28,,0.8,1.6,2.4,,0.83,1.69,2.55,,0.9,1.83,2.76,3.45,0.97,1.97,2.97,3.73,1.03,2.09,3.15,4.0,1.09,2.21,3.33,4.24,1.15,2.33,3.51,4.48,1.21,2.45,3.69,4.72,1.27,2.57,3.87
CommonStockParOrStatedValuePerShare / USD/shares,,,0.01,,,,0.01,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,
CommonStockSharesAuthorized / shares,,,100000000.0,,,,100000000.0,100000000.0,,,,100000000.0,,,,100000000.0,,,,100000000.0,,,,100000000.0,,,,100000000.0,,,100000000.0,100000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0
CommonStockSharesIssued / shares,,,43846050.0,,5175000.0,5175000.0,54966925.0,54966925.0,,,,61560472.0,,,,63244645.0,,,,71172197.0,,,,71172197.0,,,,72548693.0,,92100000.0,94300000.0,87665880.0,100696361.0,103346117.0,105803594.0,99783686.0,111180659.0,112000000.0,113200000.0,111011816.0,124300000.0,124600000.0,133300000.0,120800315.0,145700000.0,150700000.0,153300000.0,136690329.0,161400000.0,161500000.0,162600000.0,158043880.0,170900000.0,170900000.0,171000000.0,170748395.0,172000000.0,172000000.0,172200000.0,171910599.0,170100000.0,170100000.0,170300000.0
CommonStockSharesOutstanding / shares,,,43846050.0,,,,54966925.0,54966925.0,,,,61560472.0,,,,63244645.0,,,,71172197.0,,,,71172197.0,,,,72548693.0,,,,87665880.0,,,,99783686.0,,,,111011816.0,,,,120800315.0,,,,136690329.0,,,,158043880.0,,,,170748395.0,,,,171910599.0,,,
