fact_unit,2010-09-10,2010-12-09,2011-03-17,2011-06-10,2011-09-09,2011-12-01,2012-03-22,2012-06-07,2012-09-07,2012-12-06,2013-03-21,2013-06-10,2013-09-12,2013-12-12,2014-03-27,2014-06-12,2014-09-11,2014-12-11,2015-03-26,2015-06-09,2015-09-10,2015-12-09,2016-03-30,2016-06-08,2016-09-01,2016-12-07,2017-03-29,2017-06-01,2017-08-31,2017-12-06,2018-03-27,2018-05-31,2018-08-30,2018-12-06,2019-03-27,2019-06-12,2019-09-05,2019-12-11,2020-03-26,2020-06-11,2020-09-08,2020-12-10,2021-03-30,2021-06-03,2021-09-08,2021-12-09,2022-03-29,2022-06-02,2022-09-01,2022-12-08,2023-03-28,2023-06-01,2023-08-31,2023-12-07,2024-03-21,2024-06-05,2024-08-29,2024-12-05,2025-03-27,2025-06-05,2025-09-04
AccountsPayableCurrent / USD,11028000.0,11028000.0,11028000.0,6659000.0,6659000.0,6659000.0,6659000.0,14536000.0,14536000.0,14536000.0,14536000.0,1045000.0,1045000.0,1045000.0,1045000.0,12647000.0,12647000.0,12647000.0,12647000.0,9339000.0,9339000.0,9339000.0,9339000.0,10381000.0,10381000.0,10381000.0,10381000.0,24846000.0,24846000.0,24846000.0,24846000.0,24646000.0,24646000.0,24646000.0,24646000.0,95533000.0,95533000.0,95533000.0,95533000.0,79997000.0,79997000.0,79997000.0,79997000.0,172246000.0,172246000.0,172246000.0,172246000.0,289728000.0,289728000.0,289728000.0,289728000.0,172732000.0,172732000.0,172732000.0,172732000.0,348441000.0,348441000.0,348441000.0,348441000.0,271406000.0,271406000.0
AccruedIncomeTaxesCurrent / USD,7742000.0,7742000.0,7742000.0,18399000.0,18399000.0,18399000.0,18399000.0,8720000.0,8720000.0,8720000.0,8720000.0,39637000.0,39637000.0,39637000.0,39637000.0,769000.0,769000.0,769000.0,769000.0,20073000.0,20073000.0,20073000.0,20073000.0,37736000.0,37736000.0,37736000.0,37736000.0,30290000.0,30290000.0,30290000.0,30290000.0,15700000.0,15700000.0,15700000.0,15700000.0,67412000.0,67412000.0,67412000.0,67412000.0,26436000.0,26436000.0,26436000.0,26436000.0,8357000.0,8357000.0,8357000.0,8357000.0,133852000.0,133852000.0,133852000.0,133852000.0,174221000.0,174221000.0,174221000.0,174221000.0,12098000.0,12098000.0,12098000.0,12098000.0,183126000.0,183126000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48268000.0,48268000.0,48268000.0,48268000.0,42099000.0,42099000.0,42099000.0,42099000.0,48226000.0,48226000.0,48226000.0,48226000.0,43150000.0,43150000.0,43150000.0,43150000.0,38074000.0,38074000.0,38074000.0,38074000.0,28555000.0,28555000.0,28555000.0,28555000.0,15864000.0,15864000.0,15864000.0,15864000.0,,
AccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112641000.0,112641000.0,,211911000.0,211911000.0,211911000.0,226867000.0,330800000.0,330800000.0,330800000.0,330800000.0,399223000.0,399223000.0,399223000.0,399223000.0,348555000.0,348555000.0,348555000.0,348555000.0,559463000.0,559463000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20835000.0,,
AccruedRentCurrent / USD,,,,,2750000.0,2750000.0,2750000.0,5343000.0,5343000.0,5343000.0,5343000.0,5688000.0,5688000.0,5688000.0,5688000.0,5936000.0,5936000.0,5936000.0,5936000.0,5567000.0,5567000.0,5567000.0,5567000.0,6070000.0,6070000.0,6070000.0,6070000.0,5562000.0,5562000.0,5562000.0,5562000.0,7074000.0,7074000.0,7074000.0,7074000.0,7331000.0,7331000.0,7331000.0,7331000.0,8356000.0,8356000.0,8356000.0,8356000.0,8559000.0,8559000.0,8559000.0,8559000.0,11254000.0,11254000.0,11254000.0,11254000.0,12223000.0,12223000.0,12223000.0,12223000.0,12522000.0,12522000.0,12522000.0,12522000.0,45392000.0,45392000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,67378000.0,67378000.0,67378000.0,91476000.0,91476000.0,91476000.0,91476000.0,91734000.0,91734000.0,91734000.0,91734000.0,118997000.0,118997000.0,118997000.0,118997000.0,157855000.0,157855000.0,157855000.0,157855000.0,203801000.0,203801000.0,203801000.0,203801000.0,278325000.0,278325000.0,278325000.0,278325000.0,343708000.0,343708000.0,343708000.0,343708000.0,405244000.0,405244000.0,405244000.0,405244000.0,521676000.0,521676000.0,521676000.0,521676000.0,690587000.0,690587000.0,690587000.0,690587000.0,829134000.0,829134000.0,829134000.0,829134000.0,987298000.0,987298000.0,987298000.0,987298000.0,1217425000.0,1217425000.0,1217425000.0,1217425000.0,1461049000.0,1461049000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,5867000.0,5867000.0,5867000.0,20329000.0,20329000.0,20329000.0,20329000.0,21549000.0,21549000.0,21549000.0,21549000.0,21090000.0,21090000.0,21090000.0,21090000.0,-68068000.0,-68068000.0,-68068000.0,-68068000.0,-173407000.0,-173407000.0,-173407000.0,-173407000.0,-238203000.0,-238203000.0,-238203000.0,-238203000.0,-201500000.0,-201500000.0,-201500000.0,-201500000.0,-142923000.0,-142923000.0,-142923000.0,-142923000.0,-216808000.0,-216808000.0,-216808000.0,-216808000.0,-224581000.0,-224581000.0,-224581000.0,-224581000.0,-177155000.0,-177155000.0,-177155000.0,-177155000.0,-195917000.0,-195917000.0,-195917000.0,-195917000.0,-252584000.0,-252584000.0,-252584000.0,-252584000.0,-264256000.0,-264256000.0,-264256000.0,-264256000.0,-424441000.0,-424441000.0
AdditionalPaidInCapitalCommonStock / USD,158921000.0,158921000.0,158921000.0,179870000.0,179870000.0,179870000.0,179870000.0,205557000.0,205557000.0,205557000.0,205557000.0,221372000.0,221372000.0,221372000.0,221372000.0,240351000.0,240351000.0,240351000.0,240351000.0,241695000.0,241695000.0,241695000.0,241695000.0,245533000.0,245533000.0,245533000.0,245533000.0,266622000.0,266622000.0,266622000.0,266622000.0,284253000.0,284253000.0,284253000.0,284253000.0,315285000.0,315285000.0,315285000.0,315285000.0,355541000.0,355541000.0,355541000.0,355541000.0,388667000.0,388667000.0,388667000.0,388667000.0,422507000.0,422507000.0,422507000.0,422507000.0,474645000.0,474645000.0,474645000.0,474645000.0,575369000.0,575369000.0,575369000.0,575369000.0,638190000.0,638190000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,5721000.0,,,,5721000.0,1237000.0,1464000.0,2439000.0,,1436000.0,1605000.0,2691000.0,4972000.0,1961000.0,2024000.0,3086000.0,2857000.0,6500000.0,7001000.0,8538000.0,3268000.0,6500000.0,7001000.0,8538000.0,3229000.0,18939000.0,19400000.0,21493000.0,8779000.0,30059000.0,30957000.0,31883000.0,21944000.0,42899000.0,45567000.0,49481000.0,32388000.0,32059000.0,32778000.0,34695000.0,49809000.0,28793000.0,29735000.0,30877000.0,35158000.0,32542000.0,33371000.0
