fact_unit,2022-02-25,2022-05-12,2022-08-04,2022-11-08,2023-02-16,2023-05-04,2023-08-03,2023-11-06,2024-02-27,2024-05-09,2024-08-06,2024-11-04,2025-02-18,2025-05-06,2025-08-07,2025-11-07
Assets / USD,,48086000000.0,48086000000.0,48086000000.0,48086000000.0,46909000000.0,46909000000.0,46909000000.0,46909000000.0,50758000000.0,50758000000.0,50758000000.0,50758000000.0,52926000000.0,52926000000.0,52926000000.0
AssetsCurrent / USD,,7981000000.0,7981000000.0,7981000000.0,7981000000.0,9360000000.0,9360000000.0,9360000000.0,9360000000.0,8299000000.0,8299000000.0,8299000000.0,8299000000.0,10776000000.0,10776000000.0,10776000000.0
CashAndCashEquivalentsAtCarryingValue / USD,,226000000.0,226000000.0,226000000.0,303000000.0,504000000.0,504000000.0,1192000000.0,504000000.0,237000000.0,269000000.0,1889000000.0,422000000.0,562000000.0,311000000.0,1793000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,327000000.0,327000000.0,327000000.0,449000000.0,576000000.0,576000000.0,576000000.0,327000000.0,528000000.0,528000000.0,528000000.0,576000000.0,454000000.0,454000000.0,454000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect / USD,,435000000.0,274000000.0,1692000000.0,-122000000.0,1120000000.0,350000000.0,727000000.0,249000000.0,-192000000.0,-203000000.0,1449000000.0,-48000000.0,191000000.0,-71000000.0,1428000000.0
CashCollateralForBorrowedSecurities / USD,,131000000.0,186000000.0,530000000.0,152000000.0,41000000.0,47000000.0,51000000.0,44000000.0,6000000.0,46000000.0,8000000.0,3000000.0,26000000.0,1000000.0,1000000.0
CashFlowsBetweenTransfereeAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodTransfers / USD,,2210000000.0,4498000000.0,7092000000.0,6587000000.0,2507000000.0,4988000000.0,8102000000.0,9597000000.0,2883000000.0,5613000000.0,8790000000.0,10872000000.0,2910000000.0,5648000000.0,9092000000.0
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers / USD,,1036000000.0,2689000000.0,4440000000.0,2816000000.0,1654000000.0,3393000000.0,4807000000.0,6095000000.0,1957000000.0,3181000000.0,3632000000.0,6108000000.0,1116000000.0,1402000000.0,1688000000.0
CashFlowsBetweenTransferorAndTransfereeBeneficialInterest / USD,,1174000000.0,1809000000.0,2652000000.0,3771000000.0,853000000.0,1595000000.0,3295000000.0,3502000000.0,926000000.0,2432000000.0,5158000000.0,4764000000.0,1794000000.0,4246000000.0,7404000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.141,0.282,0.282,0.282,0.141,0.3525,0.3525,0.3525
CommonStockParOrStatedValuePerShare / USD/shares,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CommonStockSharesAuthorized / shares,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
CommonStockSharesOutstanding / shares,,327000000.0,327000000.0,327000000.0,327000000.0,327000000.0,327000000.0,327000000.0,327000000.0,317000000.0,317000000.0,317000000.0,317000000.0,313000000.0,313000000.0,313000000.0
CommonStockValue / USD,,0.0,0.0,0.0,0.0,13274000000.0,13274000000.0,13274000000.0,13274000000.0,12355000000.0,12355000000.0,12355000000.0,12355000000.0,11402000000.0,11402000000.0,11402000000.0
ComprehensiveIncomeNetOfTax / USD,,-792000000.0,-851000000.0,-248000000.0,591000000.0,127000000.0,40000000.0,-126000000.0,-206000000.0,48000000.0,889000000.0,1623000000.0,117000000.0,894000000.0,1727000000.0,2954000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,24000000.0,98000000.0,125000000.0,-10000000.0,5000000.0,3000000.0,-1000000.0,122000000.0,6000000.0,-3000000.0,-44000000.0,-7000000.0,0.0,-5000000.0,-9000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,-768000000.0,-753000000.0,-123000000.0,581000000.0,132000000.0,43000000.0,-127000000.0,-84000000.0,54000000.0,886000000.0,1579000000.0,110000000.0,894000000.0,1722000000.0,2945000000.0
ContractWithCustomerAssetCumulativeCatchUpAdjustmentToRevenueChangeInMeasureOfProgress / USD,,13000000.0,13000000.0,13000000.0,52000000.0,9000000.0,9000000.0,9000000.0,62000000.0,31000000.0,31000000.0,31000000.0,79000000.0,,,
ContractWithCustomerAssetNetCurrent / USD,,144000000.0,144000000.0,144000000.0,144000000.0,149000000.0,149000000.0,149000000.0,149000000.0,130000000.0,130000000.0,130000000.0,130000000.0,,,
ContractWithCustomerAssetReclassifiedToReceivable / USD,,16000000.0,16000000.0,16000000.0,59000000.0,16000000.0,16000000.0,16000000.0,81000000.0,11000000.0,11000000.0,11000000.0,127000000.0,,,
ContractWithCustomerLiability / USD,,84000000.0,84000000.0,84000000.0,71000000.0,75000000.0,75000000.0,75000000.0,84000000.0,47000000.0,47000000.0,47000000.0,75000000.0,,,
ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueModificationOfContract / USD,,31000000.0,31000000.0,31000000.0,282000000.0,50000000.0,50000000.0,50000000.0,251000000.0,131000000.0,131000000.0,131000000.0,339000000.0,,,
CostDirectLabor / USD,,,,,,,,,,,,,,38000000.0,73000000.0,122000000.0
CostDirectMaterial / USD,,4610000000.0,6562000000.0,8103000000.0,9592000000.0,3545000000.0,7054000000.0,11749000000.0,12157000000.0,5729000000.0,8616000000.0,11983000000.0,17457000000.0,3417000000.0,5709000000.0,8828000000.0
CostOfGoodsAndServicesSoldDepreciationAndAmortization / USD,,940000000.0,1869000000.0,2735000000.0,2123000000.0,280000000.0,557000000.0,818000000.0,3003000000.0,267000000.0,542000000.0,808000000.0,1091000000.0,306000000.0,602000000.0,868000000.0
CostsAndExpenses / USD,,6672000000.0,11141000000.0,14605000000.0,17358000000.0,5172000000.0,10361000000.0,16453000000.0,20196000000.0,7560000000.0,12337000000.0,17473000000.0,23946000000.0,5348000000.0,9724000000.0,14808000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,130000000.0,,,,394000000.0,,,,219000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,40000000.0,,,,36000000.0,,,,34000000.0,,,
DebtAndCapitalLeaseObligations / USD,,,,,4894000000.0,,,,4466000000.0,,,,7496000000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,6101000000.0,,,,4650000000.0,,,,7677000000.0,,,
DebtInstrumentUnamortizedDiscountPremiumNet / USD,,,,,7000000.0,,,,5000000.0,,,,4000000.0,,,
DecommissioningFundInvestments / USD,,15938000000.0,15938000000.0,15938000000.0,15938000000.0,14114000000.0,14114000000.0,14114000000.0,14114000000.0,16398000000.0,16398000000.0,16398000000.0,16398000000.0,17305000000.0,17305000000.0,17305000000.0
DeferredCostsAndOtherAssets / USD,,20493000000.0,20493000000.0,20493000000.0,20493000000.0,17727000000.0,17727000000.0,17727000000.0,17727000000.0,20343000000.0,20343000000.0,20343000000.0,20343000000.0,20915000000.0,20915000000.0,20915000000.0
DeferredCreditsAndOtherLiabilities / USD,,23582000000.0,23582000000.0,23582000000.0,23582000000.0,23232000000.0,23232000000.0,23232000000.0,23232000000.0,25657000000.0,25657000000.0,25657000000.0,25657000000.0,25157000000.0,25157000000.0,25157000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,150000000.0,,,,-153000000.0,,,,-655000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,32000000.0,32000000.0,32000000.0,32000000.0,44000000.0,44000000.0,44000000.0,44000000.0,52000000.0,52000000.0,52000000.0,52000000.0,,,
DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent / USD,,3703000000.0,3703000000.0,3703000000.0,3703000000.0,3031000000.0,3031000000.0,3031000000.0,3031000000.0,3209000000.0,3209000000.0,3209000000.0,3209000000.0,3331000000.0,3331000000.0,3331000000.0
DeferredIncomeTaxesAndTaxCredits / USD,,-123000000.0,-142000000.0,-204000000.0,78000000.0,-307000000.0,-707000000.0,-915000000.0,-205000000.0,-33000000.0,189000000.0,189000000.0,-643000000.0,9000000.0,191000000.0,358000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,-46000000.0,,,,-37000000.0,,,,29000000.0,,,
DeferredTaxAssetsDerivativeInstruments / USD,,,,,43000000.0,,,,43000000.0,,,,984000000.0,,,
DeferredTaxAssetsEquityMethodInvestments / USD,,,,,252000000.0,,,,205000000.0,,,,193000000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness / USD,,,,,53000000.0,,,,67000000.0,,,,47000000.0,,,
DeferredTaxLiabilities / USD,,,,,3302000000.0,,,,2633000000.0,,,,2818000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,,312000000.0,,,,407000000.0,,,,460000000.0,,,
DeferredTaxLiabilitiesOtherFiniteLivedAssets / USD,,,,,38000000.0,,,,35000000.0,,,,32000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,2812000000.0,,,,3005000000.0,,,,3130000000.0,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,0.0,0.0,0.0,0.0,605000000.0,605000000.0,605000000.0,605000000.0,1070000000.0,1070000000.0,1070000000.0,,,,
DefinedBenefitPlanAmortizationOfGainsLosses / USD,,,-105000000.0,-157000000.0,-179000000.0,-38000000.0,-73000000.0,-110000000.0,-209000000.0,-9000000.0,-16000000.0,-25000000.0,-147000000.0,-23000000.0,-47000000.0,-69000000.0
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit / USD,,,-4000000.0,-7000000.0,-48000000.0,-2000000.0,-2000000.0,-4000000.0,-8000000.0,-2000000.0,-4000000.0,-5000000.0,-6000000.0,-2000000.0,-3000000.0,-4000000.0
DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear / USD,,,,,,,,,194000000.0,,,,195000000.0,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,,,276000000.0,414000000.0,536000000.0,151000000.0,308000000.0,465000000.0,551000000.0,138000000.0,276000000.0,415000000.0,620000000.0,135000000.0,269000000.0,403000000.0
DefinedBenefitPlanInterestCost / USD,,,140000000.0,211000000.0,341000000.0,83000000.0,171000000.0,259000000.0,280000000.0,117000000.0,234000000.0,352000000.0,345000000.0,113000000.0,227000000.0,340000000.0
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,,56000000.0,92000000.0,115000000.0,7000000.0,9000000.0,17000000.0,124000000.0,12000000.0,23000000.0,36000000.0,23000000.0,28000000.0,60000000.0,89000000.0
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets / USD,,,,,6660000000.0,,,,6660000000.0,,,,6687000000.0,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation / USD,,,,,7121000000.0,,,,7121000000.0,,,,7567000000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1 / USD,,,-4000000.0,-14000000.0,-8000000.0,,,,-20000000.0,,,,-6000000.0,,,
DefinedBenefitPlanServiceCost / USD,,,87000000.0,131000000.0,171000000.0,39000000.0,75000000.0,112000000.0,174000000.0,26000000.0,53000000.0,79000000.0,151000000.0,26000000.0,54000000.0,80000000.0
DefinedBenefitPlanSettlementsBenefitObligation / USD,,,,,,,,5000000.0,,0.0,0.0,0.0,,3000000.0,4000000.0,7000000.0
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,,,,,63000000.0,,,,53000000.0,,,,90000000.0,,,
Depreciation / USD,,928000000.0,1844000000.0,2698000000.0,2070000000.0,270000000.0,542000000.0,798000000.0,2954000000.0,262000000.0,531000000.0,791000000.0,1065000000.0,300000000.0,590000000.0,850000000.0
DepreciationAmortizationAndAccretionNet / USD,,1346000000.0,2686000000.0,3951000000.0,3636000000.0,602000000.0,1207000000.0,1810000000.0,4540000000.0,605000000.0,1219000000.0,1840000000.0,2427000000.0,694000000.0,1388000000.0,2049000000.0
DerivativeAssetNotionalAmount / USD,,687000000.0,687000000.0,687000000.0,687000000.0,494000000.0,494000000.0,494000000.0,494000000.0,884000000.0,948000000.0,948000000.0,948000000.0,1119000000.0,1119000000.0,1119000000.0
DerivativeAssetsCurrent / USD,,2169000000.0,2169000000.0,2169000000.0,2169000000.0,2368000000.0,2368000000.0,2368000000.0,2368000000.0,1179000000.0,1179000000.0,1179000000.0,1179000000.0,843000000.0,843000000.0,843000000.0
DerivativeAssetsNoncurrent / USD,,949000000.0,949000000.0,949000000.0,949000000.0,1261000000.0,1261000000.0,1261000000.0,1261000000.0,995000000.0,995000000.0,995000000.0,995000000.0,372000000.0,372000000.0,372000000.0
DerivativeCollateralObligationToReturnCash / USD,,182000000.0,182000000.0,182000000.0,182000000.0,765000000.0,765000000.0,765000000.0,765000000.0,64000000.0,64000000.0,64000000.0,64000000.0,49000000.0,49000000.0,49000000.0
DerivativeCollateralObligationToReturnSecurities / USD,,124000000.0,124000000.0,124000000.0,124000000.0,115000000.0,115000000.0,115000000.0,115000000.0,61000000.0,61000000.0,61000000.0,61000000.0,91000000.0,91000000.0,91000000.0
DerivativeCollateralRightToReclaimCash / USD,,713000000.0,713000000.0,713000000.0,713000000.0,1636000000.0,1636000000.0,1636000000.0,1636000000.0,2449000000.0,2449000000.0,2449000000.0,2449000000.0,635000000.0,635000000.0,635000000.0
DerivativeCollateralRightToReclaimSecurities / USD,,755000000.0,755000000.0,755000000.0,755000000.0,947000000.0,947000000.0,947000000.0,947000000.0,777000000.0,777000000.0,777000000.0,777000000.0,890000000.0,890000000.0,890000000.0
DerivativeFairValueOfDerivativeLiability / USD,,3872000000.0,3872000000.0,3872000000.0,3872000000.0,4736000000.0,4736000000.0,4736000000.0,4736000000.0,1894000000.0,1894000000.0,1894000000.0,1894000000.0,1346000000.0,1346000000.0,1346000000.0
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral / USD,,1448000000.0,1448000000.0,1448000000.0,1448000000.0,2688000000.0,2688000000.0,2688000000.0,2688000000.0,969000000.0,969000000.0,969000000.0,969000000.0,744000000.0,744000000.0,744000000.0
DerivativeLiabilitiesCurrent / USD,,981000000.0,981000000.0,981000000.0,981000000.0,1558000000.0,1558000000.0,1558000000.0,1558000000.0,632000000.0,632000000.0,632000000.0,632000000.0,467000000.0,467000000.0,467000000.0
DerivativeLiabilitiesNoncurrent / USD,,513000000.0,513000000.0,513000000.0,513000000.0,983000000.0,983000000.0,983000000.0,983000000.0,419000000.0,419000000.0,419000000.0,419000000.0,399000000.0,399000000.0,399000000.0
DerivativeLiabilityCollateralRightToReclaimCashOffset / USD,,2424000000.0,2424000000.0,2424000000.0,2424000000.0,2048000000.0,2048000000.0,2048000000.0,2048000000.0,925000000.0,925000000.0,925000000.0,925000000.0,602000000.0,602000000.0,602000000.0
DerivativeLiabilityNotionalAmount / USD,,,,,687000000.0,,,,494000000.0,,,,948000000.0,,,
DividendsCommonStock / USD,,46000000.0,46000000.0,46000000.0,185000000.0,46000000.0,46000000.0,46000000.0,185000000.0,93000000.0,93000000.0,93000000.0,185000000.0,112000000.0,112000000.0,112000000.0
EarningsPerShareBasic / USD/shares,,0.0,0.0,0.0,0.0,0.32,-0.02,-0.59,0.0,0.29,2.85,5.12,-0.49,2.79,5.37,9.2
EarningsPerShareDiluted / USD/shares,,0.0,0.0,0.0,0.0,0.32,-0.02,-0.59,0.0,0.29,2.84,5.11,-0.49,2.78,5.35,9.17
EffectiveIncomeTaxRateContinuingOperations / pure,,0.189,0.085,-13.5,0.298,-0.869,1.011,0.731,1.48,0.55,0.335,0.294,0.716,0.157,0.158,0.21
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense / pure,,0.002,0.008,1.452,0.032,-0.01,0.004,0.0,-0.03,,-0.001,-0.003,0.003,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther / pure,,,,,,,,,,,,,,0.0,0.001,0.002
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost / pure,,,,,,,,,,,,,,-0.015,-0.008,-0.004
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,-0.036,-0.039,-2.295,-0.001,0.094,0.07,0.022,0.026,-0.015,0.001,0.004,0.039,0.089,0.053,0.066
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,0.044,0.053,0.902,0.005,0.552,-0.086,-0.09,0.0,0.033,0.04,0.041,-0.092,-0.062,-0.02,0.011
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment / pure,,,,,0.026,,,,0.09,,,,-0.022,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther / pure,,-0.018,-0.029,-4.251,0.054,0.348,-0.085,-0.083,0.287,0.008,0.005,0.006,-0.077,0.006,0.007,0.004
EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign / pure,,,,,,,,,,,,,,0.001,0.001,0.001
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,3000000.0,6000000.0,8000000.0,7000000.0,,,,12000000.0,,,,29000000.0,,,
EnergyMarketingAccountsPayable / USD,,777000000.0,777000000.0,777000000.0,777000000.0,901000000.0,901000000.0,901000000.0,901000000.0,972000000.0,972000000.0,972000000.0,972000000.0,1076000000.0,1076000000.0,1076000000.0
EnergyRelatedInventoryNaturalGasInStorage / USD,,284000000.0,284000000.0,284000000.0,284000000.0,429000000.0,429000000.0,429000000.0,429000000.0,284000000.0,284000000.0,284000000.0,284000000.0,243000000.0,243000000.0,243000000.0
EntityCommonStockSharesOutstanding / shares,326663937.0,326698937.0,326845258.0,327017895.0,327131082.0,324411457.0,321591672.0,319381684.0,316666538.0,315234850.0,312689080.0,312766599.0,312847257.0,313417370.0,312405579.0,312290080.0
EntityPublicFloat / USD,0.0,,,,18711601222.0,,,,29396464132.0,,,,62564709888.0,,,
EquityClassifiedWrittenCallOptionModificationEquityIssuanceIncreaseDecreaseInEquityAmount / USD,,,,,,,,,,,,,,-150000000.0,-150000000.0,-150000000.0
EquitySecuritiesFvNiGainLoss / USD,,,,,186000000.0,-20000000.0,-25000000.0,-27000000.0,-160000000.0,-5000000.0,414000000.0,490000000.0,-13000000.0,47000000.0,-11000000.0,-115000000.0
EquitySecuritiesFvNiUnrealizedGainLoss / USD,,-23000000.0,96000000.0,-83000000.0,186000000.0,-20000000.0,-25000000.0,-27000000.0,-160000000.0,-5000000.0,414000000.0,490000000.0,-13000000.0,47000000.0,-11000000.0,-115000000.0
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,33000000.0,33000000.0,33000000.0,33000000.0,46000000.0,46000000.0,46000000.0,46000000.0,103000000.0,103000000.0,103000000.0,103000000.0,150000000.0,150000000.0,150000000.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1 / USD,,,,,-55000000.0,,,,-55000000.0,,,,12000000.0,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases / USD,,,,,18000000.0,,,,18000000.0,,,,8000000.0,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements / USD,,,,,-4000000.0,,,,-4000000.0,,,,187000000.0,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3 / USD,,,,,,,,,,,,,8000000.0,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue / USD,,,,,0.0,,,,0.0,,,,188000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,2134000000.0,,,,1973000000.0,,,,1798000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive / USD,,,,,,,,,97000000.0,,,,81000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,59000000.0,,,,62000000.0,,,,36000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,27000000.0,,,,31000000.0,,,,19000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,40000000.0,,,,37000000.0,,,,28000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,47000000.0,,,,51000000.0,,,,32000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,56000000.0,,,,58000000.0,,,,40000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,,,,,2515000000.0,,,,2316000000.0,,,,2134000000.0,,,
FiniteLivedIntangibleAssetsNet / USD,,,,,381000000.0,,,,343000000.0,,,,336000000.0,,,
GainLossOnSaleOfOtherAssets / USD,,71000000.0,79000000.0,144000000.0,11000000.0,16000000.0,13000000.0,13000000.0,201000000.0,26000000.0,26000000.0,28000000.0,1000000.0,,,2000000.0
Goodwill / USD,,,,,,,,,47000000.0,425000000.0,425000000.0,425000000.0,47000000.0,420000000.0,420000000.0,420000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,378000000.0,,,,378000000.0,,,
GoodwillTransfers / USD,,,,,,,,,,,,,-5000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,,,,,,,,,1048000000.0,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,,-947000000.0,-823000000.0,-8000000.0,836000000.0,61000000.0,-377000000.0,-689000000.0,152000000.0,238000000.0,1409000000.0,2304000000.0,-542000000.0,,2012000000.0,3657000000.0
IncomeLossFromEquityMethodInvestments / USD,,-1000000.0,-3000000.0,-6000000.0,-8000000.0,-3000000.0,-6000000.0,-10000000.0,-10000000.0,-5000000.0,-11000000.0,-11000000.0,-13000000.0,,-2000000.0,-1000000.0
IncomeTaxExpenseBenefit / USD,,-179000000.0,-70000000.0,108000000.0,67000000.0,-53000000.0,-381000000.0,-504000000.0,225000000.0,131000000.0,472000000.0,677000000.0,-388000000.0,165000000.0,318000000.0,768000000.0
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,,,,,,,,,,,220000000.0,422000000.0,768000000.0
IncomeTaxReconciliationNondeductibleExpenseOther / USD,,,,,,,,,,,,,,0.0,2000000.0,9000000.0
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost / USD,,,,,,,,,,,,,,-16000000.0,-16000000.0,-16000000.0
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,,,,,,,93000000.0,107000000.0,241000000.0
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,,,,,,,,,,,-64000000.0,-40000000.0,39000000.0
IncomeTaxReconciliationTaxCreditsOther / USD,,,,,,,,,,,,,,6000000.0,14000000.0,14000000.0
IncomeTaxReconciliationTaxSettlementsForeign / USD,,,,,,,,,,,,,,1000000.0,2000000.0,2000000.0
IncomeTaxesPaidNet / USD,,,,,70000000.0,,,,426000000.0,,,,287000000.0,,,
IncreaseDecreaseCashCollateralFromCounterparties / USD,,270000000.0,955000000.0,1974000000.0,479000000.0,1169000000.0,1123000000.0,766000000.0,-130000000.0,-261000000.0,-474000000.0,-222000000.0,-351000000.0,297000000.0,868000000.0,1495000000.0
