fact_unit,2012-05-16,2012-08-03,2012-11-01,2013-02-22,2013-05-02,2013-08-01,2013-10-31,2014-02-21,2014-05-01,2014-07-31,2014-10-30,2015-02-20,2015-05-01,2015-07-31,2015-10-30,2016-02-19,2016-04-29,2016-07-29,2016-10-28,2017-02-17,2017-05-05,2017-08-01,2017-10-27,2018-02-23,2018-04-27,2018-07-27,2018-10-26,2019-02-22,2019-04-30,2019-07-26,2019-10-25,2020-02-21,2020-05-01,2020-07-31,2020-10-30,2021-02-24,2021-04-30,2021-08-03,2021-10-29,2022-02-18,2022-04-29,2022-07-29,2022-11-09,2023-02-22,2023-05-04,2023-08-04,2023-11-03,2024-02-21,2024-04-29,2024-07-31,2024-10-29,2025-02-21,2025-04-25,2025-07-28,2025-10-29
IncomeTaxReconciliationMinorityInterestIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,,,,26000000.0,,,,46000000.0,,,,58000000.0,,,,61000000.0,,,,54000000.0,,,,57000000.0,,,,74000000.0,,,
IncomeTaxReconciliationOtherAdjustments / USD,,,,,,,,,,,,,,,,37000000.0,,,,17000000.0,,,,32000000.0,,,,27000000.0,,,,-108000000.0,,,,-121000000.0,,,,-33000000.0,,,,15000000.0,,,,-18000000.0,,,,-31000000.0,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes / USD,,,,45000000.0,,,,161000000.0,,,,151000000.0,,,,139000000.0,,,,180000000.0,,,,150000000.0,,,,12000000.0,,,,79000000.0,,,,155000000.0,,,,93000000.0,,,,-139000000.0,,,,-65000000.0,,,,341000000.0,,,
IncomeTaxReconciliationTaxContingenciesForeign / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
IncomeTaxReconciliationTaxExemptIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,18000000.0,,,,53000000.0,,,,33000000.0,,,
IncomeTaxesPaidNet / USD,,,,195000000.0,30000000.0,107000000.0,927000000.0,197000000.0,83000000.0,896000000.0,1001000000.0,2183000000.0,,,,1021000000.0,,,,2185000000.0,,,,1560000000.0,,,,-375000000.0,,,,-257000000.0,,,,984000000.0,,,,955000000.0,,,,103000000.0,,,,-1065000000.0,,,,2071000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,1572000000.0,1840000000.0,1863000000.0,3003000000.0,1996000000.0,-33000000.0,1912000000.0,55000000.0,2465000000.0,1634000000.0,2017000000.0,-985000000.0,1505000000.0,1668000000.0,299000000.0,360000000.0,-349000000.0,394000000.0,-1136000000.0,-3323000000.0,98000000.0,1512000000.0,1025000000.0,-2300000000.0,-496000000.0,-308000000.0,464000000.0,1579000000.0,-552000000.0,1311000000.0,1280000000.0,1153000000.0,2466000000.0,1368000000.0,1778000000.0,-1546000000.0,-3239000000.0,-3121000000.0,-2985000000.0,1941000000.0,2779000000.0,3482000000.0,3723000000.0,-2887000000.0,4809000000.0,5285000000.0,2656000000.0,2925000000.0,-739000000.0,-923000000.0,1344000000.0,1736000000.0,1678000000.0,1558000000.0,102000000.0
IncreaseDecreaseInInventories / USD,2903000000.0,1831000000.0,2042000000.0,344000000.0,1518000000.0,2046000000.0,2253000000.0,-620000000.0,2443000000.0,1668000000.0,1353000000.0,-60000000.0,2567000000.0,1564000000.0,2336000000.0,-38000000.0,834000000.0,747000000.0,1047000000.0,85000000.0,620000000.0,536000000.0,510000000.0,144000000.0,1222000000.0,1047000000.0,1228000000.0,-216000000.0,1330000000.0,1537000000.0,2178000000.0,176000000.0,1790000000.0,1549000000.0,2004000000.0,202000000.0,1620000000.0,1416000000.0,1134000000.0,204000000.0,377000000.0,821000000.0,495000000.0,71000000.0,1152000000.0,1265000000.0,970000000.0,-511000000.0,2003000000.0,2939000000.0,2262000000.0,-74000000.0,2555000000.0,2800000000.0,2301000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,470000000.0,241000000.0,332000000.0,2000000.0,183000000.0,161000000.0,266000000.0,-28000000.0,71000000.0,154000000.0,90000000.0,48000000.0,132000000.0,34000000.0,95000000.0,-20000000.0,130000000.0,-60000000.0,-165000000.0,316000000.0,310000000.0,504000000.0,453000000.0,-324000000.0,91000000.0,-17000000.0,106000000.0,147000000.0,51000000.0,257000000.0,509000000.0,-104000000.0,438000000.0,182000000.0,269000000.0,113000000.0,90000000.0,126000000.0,40000000.0,14000000.0,283000000.0,413000000.0,369000000.0,-92000000.0,849000000.0,1030000000.0,462000000.0,339000000.0,-469000000.0,-372000000.0,-162000000.0,249000000.0,179000000.0,-73000000.0,58000000.0
IncreaseDecreaseInReceivables / USD,453000000.0,173000000.0,897000000.0,3019000000.0,1291000000.0,-664000000.0,677000000.0,189000000.0,-283000000.0,-411000000.0,-535000000.0,132000000.0,-619000000.0,291000000.0,-810000000.0,-481000000.0,-1684000000.0,-918000000.0,-2158000000.0,-2226000000.0,-524000000.0,386000000.0,-185000000.0,-2129000000.0,-621000000.0,-724000000.0,33000000.0,1258000000.0,-1366000000.0,-304000000.0,478000000.0,1182000000.0,1170000000.0,534000000.0,909000000.0,-1320000000.0,-3900000000.0,-3814000000.0,-2684000000.0,2308000000.0,1740000000.0,1518000000.0,1465000000.0,-2023000000.0,3042000000.0,5634000000.0,4430000000.0,922000000.0,-1663000000.0,-1548000000.0,1025000000.0,2073000000.0,-199000000.0,-935000000.0,-1362000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,7017000.0,7017000.0,7017000.0,7017000.0,6982000.0,7645000.0,7017000.0,6258000.0,6291000.0,6192000.0,7929000.0,5522000.0,5919000.0,5897000.0,6071000.0,4137000.0,4587000.0,4672000.0,5602000.0,2970000.0,2822000.0,3000000.0,4622000.0,2873000.0,2623000.0,3096000.0,2535000.0,2603000.0,3348000.0,3460000.0,3418000.0,1690000.0,1990000.0,2412000.0,3339000.0,0.0,0.0,0.0,2524000.0,0.0,0.0,379000.0,0.0,713000.0,2052000.0,2077000.0,336000.0,2224000.0,2304000.0,2765000.0,2234000.0,2947000.0,3079000.0,2531000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,,,,701000000.0,,,,701000000.0,,,,694000000.0,,,,756000000.0,,,,770000000.0,,,,764000000.0,,,,756000000.0,,,,753000000.0,,,,752000000.0,,,,725000000.0,,,,715000000.0,,,,703000000.0,,,,700000000.0,,,
IntangibleAssetsNetExcludingGoodwill / USD,732000000.0,732000000.0,732000000.0,732000000.0,724000000.0,724000000.0,724000000.0,724000000.0,698000000.0,698000000.0,698000000.0,698000000.0,900000000.0,900000000.0,900000000.0,900000000.0,906000000.0,906000000.0,906000000.0,906000000.0,888000000.0,888000000.0,888000000.0,888000000.0,876000000.0,876000000.0,876000000.0,876000000.0,869000000.0,869000000.0,869000000.0,869000000.0,869000000.0,869000000.0,869000000.0,869000000.0,843000000.0,843000000.0,843000000.0,843000000.0,813000000.0,813000000.0,813000000.0,813000000.0,831000000.0,831000000.0,831000000.0,831000000.0,920000000.0,920000000.0,920000000.0,920000000.0,1161000000.0,1161000000.0,1161000000.0
InterestAndDebtExpense / USD,4000000.0,7000000.0,11000000.0,1000000.0,13000000.0,96000000.0,170000000.0,17000000.0,70000000.0,139000000.0,207000000.0,246000000.0,68000000.0,134000000.0,194000000.0,275000000.0,86000000.0,165000000.0,236000000.0,267000000.0,86000000.0,169000000.0,250000000.0,310000000.0,105000000.0,212000000.0,324000000.0,338000000.0,123000000.0,258000000.0,383000000.0,438000000.0,119000000.0,234000000.0,343000000.0,504000000.0,111000000.0,228000000.0,360000000.0,458000000.0,146000000.0,289000000.0,440000000.0,499000000.0,135000000.0,268000000.0,426000000.0,581000000.0,192000000.0,458000000.0,679000000.0,619000000.0,227000000.0,458000000.0,687000000.0
InterestCostsCapitalized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000.0,,,,77000000.0,,,,75000000.0,,,,27000000.0,,,,33000000.0,,,
InterestExpenseDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493000000.0,,,,504000000.0,,,,550000000.0,,,,567000000.0,,,,611000000.0,,,
InterestIncomeOther / USD,,,,42000000.0,,,,33000000.0,,,,18000000.0,,,,20000000.0,,,,21000000.0,,,,27000000.0,,,,18000000.0,,,,31000000.0,,,,45000000.0,,,,43000000.0,,,,14000000.0,,,,11000000.0,,,,82000000.0,42000000.0,72000000.0,110000000.0
InterestPaidNet / USD,,,,176000000.0,3000000.0,6000000.0,28000000.0,176000000.0,15000000.0,132000000.0,146000000.0,176000000.0,,,,259000000.0,,,,238000000.0,,,,275000000.0,,,,311000000.0,,,,421000000.0,,,,465000000.0,,,,426000000.0,,,,478000000.0,,,,549000000.0,,,,572000000.0,,,
InventoryCrudeOilProductsAndMerchandise / USD,3193000000.0,3193000000.0,3193000000.0,3193000000.0,3138000000.0,3138000000.0,3138000000.0,3138000000.0,3093000000.0,3093000000.0,3093000000.0,3093000000.0,3141000000.0,3141000000.0,3141000000.0,3141000000.0,3214000000.0,3214000000.0,3214000000.0,3214000000.0,2883000000.0,2883000000.0,2883000000.0,2883000000.0,3106000000.0,3106000000.0,3106000000.0,3106000000.0,3238000000.0,3238000000.0,3238000000.0,3238000000.0,3452000000.0,3452000000.0,3452000000.0,3452000000.0,3536000000.0,3536000000.0,3536000000.0,3536000000.0,3024000000.0,3024000000.0,3024000000.0,3024000000.0,2914000000.0,2914000000.0,2914000000.0,2914000000.0,3330000000.0,3330000000.0,3330000000.0,3330000000.0,3547000000.0,3547000000.0,3547000000.0
InventoryNet / USD,3466000000.0,3466000000.0,3466000000.0,3466000000.0,3430000000.0,3430000000.0,3430000000.0,3430000000.0,3354000000.0,3354000000.0,3354000000.0,3354000000.0,3397000000.0,3397000000.0,3397000000.0,3397000000.0,3477000000.0,3477000000.0,3477000000.0,3477000000.0,3150000000.0,3150000000.0,3150000000.0,3150000000.0,3395000000.0,3395000000.0,3395000000.0,3395000000.0,3543000000.0,3543000000.0,3543000000.0,3543000000.0,3776000000.0,3776000000.0,3776000000.0,3776000000.0,3893000000.0,3893000000.0,3893000000.0,3893000000.0,3394000000.0,3394000000.0,3394000000.0,3394000000.0,3276000000.0,3276000000.0,3276000000.0,3276000000.0,3750000000.0,3750000000.0,3750000000.0,3750000000.0,3995000000.0,3995000000.0,3995000000.0
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13439000000.0,,,,14425000000.0,14017000000.0,14017000000.0,14017000000.0
LIFOInventoryAmount / USD,3046000000.0,3046000000.0,3046000000.0,3046000000.0,2987000000.0,2987000000.0,2987000000.0,2987000000.0,2945000000.0,2945000000.0,2945000000.0,2945000000.0,3004000000.0,3004000000.0,3004000000.0,3004000000.0,3085000000.0,3085000000.0,3085000000.0,3085000000.0,2772000000.0,2772000000.0,2772000000.0,2772000000.0,2980000000.0,2980000000.0,2980000000.0,2980000000.0,3123000000.0,3123000000.0,3123000000.0,3123000000.0,3331000000.0,3331000000.0,3331000000.0,3331000000.0,3368000000.0,3368000000.0,3368000000.0,3368000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,2635000000.0,2635000000.0,2635000000.0,2635000000.0,3050000000.0,3050000000.0,3050000000.0,3050000000.0,3443000000.0,3443000000.0,3443000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000000.0,339000000.0,503000000.0,671000000.0,,,,671000000.0,,,,671000000.0,,,,683000000.0,,,,585000000.0,,,,489000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514000000.0,1454000000.0,1454000000.0,1409000000.0,,,,1372000000.0,,,,1188000000.0,,,,1158000000.0,,,,1289000000.0,,,,1526000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297000000.0,310000000.0,355000000.0,299000000.0,,,,271000000.0,,,,231000000.0,,,,221000000.0,,,,180000000.0,,,,178000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406000000.0,,,,367000000.0,,,,317000000.0,,,,406000000.0,,,,476000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000000.0,88000000.0,102000000.0,84000000.0,,,,102000000.0,,,,85000000.0,,,,89000000.0,,,,75000000.0,,,,101000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134000000.0,139000000.0,157000000.0,111000000.0,,,,138000000.0,,,,113000000.0,,,,120000000.0,,,,127000000.0,,,,175000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000000.0,215000000.0,245000000.0,167000000.0,,,,182000000.0,,,,158000000.0,,,,177000000.0,,,,206000000.0,,,,254000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412000000.0,435000000.0,469000000.0,260000000.0,,,,273000000.0,,,,234000000.0,,,,234000000.0,,,,295000000.0,,,,342000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181000000.0,170000000.0,166000000.0,148000000.0,,,,150000000.0,,,,120000000.0,,,,131000000.0,,,,137000000.0,,,,171000000.0,,,
Liabilities / USD,19918000000.0,19918000000.0,19918000000.0,19918000000.0,27267000000.0,27267000000.0,27267000000.0,27267000000.0,27406000000.0,27406000000.0,27406000000.0,27406000000.0,26704000000.0,26704000000.0,26704000000.0,26655000000.0,24642000000.0,24642000000.0,24642000000.0,24642000000.0,27928000000.0,27928000000.0,27928000000.0,27928000000.0,26943000000.0,26943000000.0,26943000000.0,26943000000.0,27149000000.0,27149000000.0,27149000000.0,27149000000.0,31551000000.0,31551000000.0,31551000000.0,31551000000.0,33198000000.0,33198000000.0,33198000000.0,33198000000.0,33957000000.0,33957000000.0,33957000000.0,33957000000.0,42336000000.0,42336000000.0,42336000000.0,42336000000.0,43851000000.0,43851000000.0,43851000000.0,43851000000.0,44119000000.0,44119000000.0,44119000000.0
LiabilitiesAndStockholdersEquity / USD,43211000000.0,43211000000.0,43211000000.0,43211000000.0,48073000000.0,48073000000.0,48073000000.0,48073000000.0,49798000000.0,49798000000.0,49798000000.0,49798000000.0,48741000000.0,48741000000.0,48741000000.0,48692000000.0,48580000000.0,48580000000.0,48580000000.0,48580000000.0,51653000000.0,51653000000.0,51653000000.0,51653000000.0,54371000000.0,54371000000.0,54371000000.0,54371000000.0,54302000000.0,54302000000.0,54302000000.0,54302000000.0,58720000000.0,58720000000.0,58720000000.0,58720000000.0,54721000000.0,54721000000.0,54721000000.0,54721000000.0,55594000000.0,55594000000.0,55594000000.0,55594000000.0,76442000000.0,76442000000.0,76442000000.0,76442000000.0,75501000000.0,75501000000.0,75501000000.0,75501000000.0,72582000000.0,72582000000.0,72582000000.0
LiabilitiesCurrent / USD,12384000000.0,12384000000.0,12384000000.0,12384000000.0,12482000000.0,12482000000.0,12482000000.0,12482000000.0,12931000000.0,12931000000.0,12931000000.0,12931000000.0,11094000000.0,11094000000.0,11094000000.0,11094000000.0,7531000000.0,7531000000.0,7531000000.0,7531000000.0,9463000000.0,9463000000.0,9463000000.0,9463000000.0,10107000000.0,10107000000.0,10107000000.0,10107000000.0,8935000000.0,8935000000.0,8935000000.0,8935000000.0,11646000000.0,11646000000.0,11646000000.0,11646000000.0,9518000000.0,9518000000.0,9518000000.0,9518000000.0,12801000000.0,12801000000.0,12801000000.0,12801000000.0,15889000000.0,15889000000.0,15889000000.0,15889000000.0,15856000000.0,15856000000.0,15856000000.0,15856000000.0,15087000000.0,15087000000.0,15087000000.0
LiabilitiesFairValueDisclosure / USD,699000000.0,699000000.0,699000000.0,699000000.0,8324000000.0,8324000000.0,8324000000.0,8324000000.0,6852000000.0,6852000000.0,6852000000.0,6852000000.0,12347000000.0,12347000000.0,,,,,,,,,,,,,,,,,,12027000000.0,14195000000.0,14195000000.0,14195000000.0,14195000000.0,18265000000.0,18265000000.0,18265000000.0,18265000000.0,16705000000.0,16705000000.0,16705000000.0,16705000000.0,17832000000.0,17832000000.0,17832000000.0,17832000000.0,21781000000.0,21781000000.0,21781000000.0,21781000000.0,20892000000.0,20892000000.0,20892000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
LongTermAccountsNotesAndLoansReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,334000000.0,,,,94000000.0,,,,97000000.0,,,,157000000.0,,,,442000000.0,,,,959000000.0,,,,329000000.0,,,,379000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,361000000.0,361000000.0,361000000.0,361000000.0,6961000000.0,6961000000.0,6961000000.0,6961000000.0,6131000000.0,6131000000.0,6131000000.0,6131000000.0,7842000000.0,7842000000.0,7842000000.0,7793000000.0,8843000000.0,8843000000.0,8843000000.0,8843000000.0,9588000000.0,9588000000.0,9588000000.0,9588000000.0,10069000000.0,10069000000.0,10069000000.0,10069000000.0,11093000000.0,11093000000.0,11093000000.0,11093000000.0,11216000000.0,11216000000.0,11216000000.0,11216000000.0,14906000000.0,14906000000.0,14906000000.0,14906000000.0,12959000000.0,12959000000.0,12959000000.0,12959000000.0,16661000000.0,16661000000.0,16661000000.0,16661000000.0,17877000000.0,17877000000.0,17877000000.0,17877000000.0,18231000000.0,18231000000.0,18231000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,13000000.0,,,,24000000.0,,,,842000000.0,,,,44000000.0,,,,1550000000.0,,,,41000000.0,,,,67000000.0,,,,547000000.0,,,,987000000.0,,,1000000000.0,1489000000.0,,,,529000000.0,,,,1482000000.0,,,,1831000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,1519000000.0,,,,37000000.0,,,,51000000.0,,,,337000000.0,,,,231000000.0,,,,2003000000.0,,,,11000000.0,,,,312000000.0,,,,1176000000.0,,,,1013000000.0,,,,505000000.0,,,,1313000000.0,,,,1228000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,16000000.0,,,,1525000000.0,,,,47000000.0,,,,37000000.0,,,,335000000.0,,,,62000000.0,,,,2005000000.0,,,,17000000.0,,,,1560000000.0,,,,1179000000.0,,,,1004000000.0,,,,1276000000.0,,,,1331000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,1529000000.0,,,,23000000.0,,,,1539000000.0,,,,51000000.0,,,,31000000.0,,,,1084000000.0,,,,636000000.0,,,,2012000000.0,,,,1015000000.0,,,,1121000000.0,,,,1991000000.0,,,,2253000000.0,,,,1262000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,300000000.0,,,,823000000.0,,,,36000000.0,,,,1545000000.0,,,,43000000.0,,,,314000000.0,,,,836000000.0,,,,568000000.0,,,,2017000000.0,,,,524000000.0,,,,1163000000.0,,,,1999000000.0,,,,1578000000.0,,,
LongTermInvestmentsAndReceivablesNet / USD,,,,10306000000.0,10471000000.0,10471000000.0,10471000000.0,10471000000.0,11220000000.0,11220000000.0,11220000000.0,11220000000.0,10189000000.0,10189000000.0,10189000000.0,10189000000.0,12143000000.0,12143000000.0,12143000000.0,12143000000.0,13534000000.0,13534000000.0,13534000000.0,13534000000.0,13941000000.0,13941000000.0,13941000000.0,13941000000.0,14421000000.0,14421000000.0,14421000000.0,14421000000.0,14571000000.0,14571000000.0,14571000000.0,14571000000.0,13624000000.0,13624000000.0,13624000000.0,13624000000.0,14471000000.0,14471000000.0,14471000000.0,14471000000.0,14950000000.0,14950000000.0,14950000000.0,14950000000.0,15302000000.0,15302000000.0,15302000000.0,15302000000.0,14378000000.0,14378000000.0,14378000000.0
MinorityInterest / USD,29000000.0,29000000.0,29000000.0,29000000.0,31000000.0,31000000.0,31000000.0,31000000.0,442000000.0,442000000.0,442000000.0,442000000.0,447000000.0,447000000.0,447000000.0,447000000.0,838000000.0,838000000.0,838000000.0,838000000.0,1335000000.0,1335000000.0,1335000000.0,1335000000.0,2343000000.0,2343000000.0,2343000000.0,2343000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2259000000.0,2259000000.0,2259000000.0,2259000000.0,2539000000.0,2539000000.0,2539000000.0,2539000000.0,2471000000.0,2471000000.0,2471000000.0,2471000000.0,4612000000.0,4612000000.0,4612000000.0,4612000000.0,1067000000.0,1067000000.0,1067000000.0,1067000000.0,1055000000.0,1055000000.0,1055000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,1000000.0,1000000.0,3000000.0,,1000000.0,1000000.0,1000000.0,,,,5000000.0,,,,,,,,30000000.0,11000000.0,28000000.0,45000000.0,46000000.0,24000000.0,54000000.0,83000000.0,75000000.0,45000000.0,96000000.0,146000000.0,120000000.0,56000000.0,117000000.0,176000000.0,207000000.0,61000000.0,127000000.0,197000000.0,241000000.0,76000000.0,158000000.0,239000000.0,285000000.0,77000000.0,101000000.0,104000000.0,324000000.0,58000000.0,125000000.0,140000000.0,185000000.0,13000000.0,33000000.0,46000000.0
MinorityInterestDecreaseFromRedemptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23000000.0,-23000000.0,23000000.0,-348000000.0,23000000.0,23000000.0,23000000.0,-348000000.0,-316000000.0,-316000000.0,23000000.0,,3857000000.0,3865000000.0,,,,
NetCashProvidedByUsedInFinancingActivities / USD,1633000000.0,-1681000000.0,-2432000000.0,-1440000000.0,573000000.0,2276000000.0,,-7498000000.0,-585000000.0,-1826000000.0,-2797000000.0,699000000.0,-1355000000.0,-2233000000.0,-3011000000.0,-3679000000.0,,,,-1362000000.0,-783000000.0,-651000000.0,-881000000.0,-2117000000.0,-686000000.0,-1590000000.0,-2202000000.0,-178000000.0,-2409000000.0,-3250000000.0,-4069000000.0,-2111000000.0,-284000000.0,-1071000000.0,-1402000000.0,-5167000000.0,276000000.0,1323000000.0,919000000.0,-2511000000.0,-945000000.0,-1487000000.0,-2492000000.0,1791000000.0,-512000000.0,-2489000000.0,-4146000000.0,-3470000000.0,-117000000.0,-4610000000.0,-6267000000.0,-6388000000.0,-846000000.0,-2389000000.0,-2581000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-133000000.0,143000000.0,157000000.0,-652000000.0,-212000000.0,-248000000.0,,2492000000.0,-323000000.0,-589000000.0,53000000.0,-1535000000.0,-86000000.0,-447000000.0,-1828000000.0,-444000000.0,,,,-2296000000.0,-862000000.0,-1612000000.0,-2163000000.0,-5738000000.0,158000000.0,-295000000.0,-676000000.0,-3158000000.0,-357000000.0,-821000000.0,-1540000000.0,-1146000000.0,-1012000000.0,-1586000000.0,-2432000000.0,-2471000000.0,-877000000.0,-2024000000.0,-2566000000.0,-3688000000.0,-467000000.0,-819000000.0,-1315000000.0,-3079000000.0,-428000000.0,-719000000.0,-1256000000.0,-1872000000.0,-265000000.0,-697000000.0,-1182000000.0,-1488000000.0,-665000000.0,-338000000.0,-2118000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-1500000000.0,1538000000.0,2275000000.0,2092000000.0,-361000000.0,,,5006000000.0,2213000000.0,3181000000.0,5130000000.0,4296000000.0,1398000000.0,2228000000.0,2657000000.0,6027000000.0,,,,3529000000.0,258000000.0,1413000000.0,2296000000.0,5713000000.0,-549000000.0,1316000000.0,1717000000.0,2963000000.0,488000000.0,2852000000.0,3434000000.0,3648000000.0,-478000000.0,1452000000.0,3114000000.0,7573000000.0,217000000.0,981000000.0,1472000000.0,4808000000.0,271000000.0,2014000000.0,4217000000.0,2111000000.0,1136000000.0,2919000000.0,6063000000.0,6017000000.0,1199000000.0,2154000000.0,4839000000.0,10813000000.0,-236000000.0,1861000000.0,2993000000.0
NetIncomeLoss / USD,676000000.0,1715000000.0,2764000000.0,735000000.0,636000000.0,1817000000.0,3416000000.0,4775000000.0,1407000000.0,2365000000.0,2900000000.0,4124000000.0,1572000000.0,2435000000.0,3615000000.0,3726000000.0,,,,4762000000.0,,,,4227000000.0,535000000.0,1085000000.0,1908000000.0,1555000000.0,524000000.0,1863000000.0,3355000000.0,5106000000.0,204000000.0,1628000000.0,2340000000.0,5595000000.0,-2496000000.0,-2637000000.0,-3436000000.0,3076000000.0,-654000000.0,-358000000.0,44000000.0,-3975000000.0,582000000.0,3749000000.0,9140000000.0,1317000000.0,1961000000.0,3658000000.0,5755000000.0,11024000000.0,748000000.0,1763000000.0,2109000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,1000000.0,2000000.0,4000000.0,5000000.0,2000000.0,3000000.0,5000000.0,5000000.0,3000000.0,5000000.0,10000000.0,7000000.0,6000000.0,15000000.0,24000000.0,17000000.0,10000000.0,23000000.0,37000000.0,35000000.0,13000000.0,33000000.0,58000000.0,53000000.0,28000000.0,59000000.0,85000000.0,89000000.0,61000000.0,126000000.0,202000000.0,142000000.0,66000000.0,146000000.0,227000000.0,278000000.0,69000000.0,143000000.0,216000000.0,301000000.0,15000000.0,93000000.0,179000000.0,261000000.0,75000000.0,90000000.0,239000000.0,277000000.0,116000000.0,153000000.0,199000000.0,367000000.0,13000000.0,18000000.0,41000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,2764000000.0,735000000.0,636000000.0,1817000000.0,3415000000.0,4775000000.0,1406000000.0,2363000000.0,2896000000.0,4122000000.0,1571000000.0,2432000000.0,3610000000.0,3721000000.0,985000000.0,1996000000.0,3572000000.0,4755000000.0,384000000.0,878000000.0,1387000000.0,4221000000.0,534000000.0,1082000000.0,1904000000.0,1549000000.0,522000000.0,1860000000.0,3351000000.0,5100000000.0,203000000.0,1625000000.0,2335000000.0,5589000000.0,-2497000000.0,-2641000000.0,-3442000000.0,3070000000.0,-656000000.0,-366000000.0,35000000.0,-3983000000.0,580000000.0,3744000000.0,9132000000.0,1306000000.0,1958000000.0,3652000000.0,5747000000.0,11014000000.0,746000000.0,1758000000.0,2101000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,2764000000.0,735000000.0,636000000.0,1817000000.0,3416000000.0,4775000000.0,1407000000.0,2365000000.0,2900000000.0,4124000000.0,1572000000.0,2435000000.0,3615000000.0,3726000000.0,986000000.0,1999000000.0,3577000000.0,4762000000.0,384000000.0,878000000.0,1389000000.0,4227000000.0,534000000.0,1083000000.0,1907000000.0,1550000000.0,523000000.0,1863000000.0,3355000000.0,5106000000.0,203000000.0,1626000000.0,2339000000.0,5595000000.0,-2497000000.0,-2641000000.0,-3442000000.0,3074000000.0,-656000000.0,-366000000.0,35000000.0,-3983000000.0,580000000.0,3749000000.0,9140000000.0,1306000000.0,1960000000.0,3658000000.0,5755000000.0,11024000000.0,747000000.0,1761000000.0,2104000000.0
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000000.0,124000000.0
