fact_unit,2009-08-06,2009-11-25,2010-02-05,2010-05-07,2010-08-03,2010-11-23,2011-02-08,2011-05-06,2011-08-08,2011-11-22,2012-02-07,2012-05-10,2012-08-09,2012-11-27,2013-02-08,2013-05-09,2013-07-16,2013-08-07,2013-11-26,2014-02-07,2014-05-07,2014-08-07,2014-11-25,2015-02-06,2015-05-08,2015-08-06,2015-11-24,2016-02-04,2016-05-05,2016-08-02,2016-11-22,2017-01-31,2017-05-04,2017-08-03,2017-11-21,2018-02-06,2018-05-02,2018-08-02,2018-11-20,2019-01-31,2019-05-02,2019-08-01,2019-11-19,2020-01-30,2020-05-07,2020-08-05,2020-11-19,2021-02-04,2021-05-05,2021-08-04,2021-11-23,2022-02-02,2022-05-04,2022-08-03,2022-11-22,2023-02-01,2023-05-02,2023-08-02,2023-11-21,2024-01-31,2024-05-01,2024-07-31,2024-11-26,2025-02-05,2025-05-07,2025-08-06,2025-11-25
AccountsPayableCurrent / USD,7326580000.0,7326580000.0,8517162000.0,8517162000.0,8517162000.0,8517162000.0,8833285000.0,8833285000.0,8833285000.0,8833285000.0,9202115000.0,9202115000.0,9202115000.0,9191428000.0,9630110000.0,9492589000.0,9066768000.0,9492589000.0,9492589000.0,13335792000.0,13335792000.0,13335792000.0,13335792000.0,15592834000.0,15592834000.0,15592834000.0,15592834000.0,20886439000.0,20886439000.0,20886439000.0,20886439000.0,23926320000.0,23926320000.0,23926320000.0,23926320000.0,25404042000.0,25404042000.0,25404042000.0,25404042000.0,26836873000.0,26836873000.0,26836873000.0,26836873000.0,28385074000.0,28385074000.0,28385074000.0,28385074000.0,31705055000.0,31705055000.0,31705055000.0,31705055000.0,38009954000.0,38009954000.0,38009954000.0,38009954000.0,40192890000.0,40192890000.0,40192890000.0,40192890000.0,45836037000.0,45836037000.0,45836037000.0,45836037000.0,50942162000.0,50942162000.0,50942162000.0,50942162000.0
AccountsReceivableNetCurrent / USD,3480267000.0,3480267000.0,3916509000.0,3916509000.0,3916509000.0,3916509000.0,3827484000.0,3827484000.0,3827484000.0,3827484000.0,3837203000.0,3837203000.0,3837203000.0,3793850000.0,3938597000.0,3784619000.0,3675980000.0,3784619000.0,3784619000.0,6051920000.0,6051920000.0,6051920000.0,6051920000.0,6312883000.0,6312883000.0,6312883000.0,6312883000.0,8222951000.0,8222951000.0,8222951000.0,8222951000.0,9175876000.0,9175876000.0,9175876000.0,9175876000.0,10303324000.0,10303324000.0,10303324000.0,10303324000.0,11314226000.0,11314226000.0,11314226000.0,11314226000.0,12386879000.0,12386879000.0,12386879000.0,12386879000.0,13846301000.0,13846301000.0,13846301000.0,13846301000.0,18167175000.0,18167175000.0,18167175000.0,18167175000.0,18452675000.0,18452675000.0,18452675000.0,18452675000.0,20911081000.0,20911081000.0,20911081000.0,20911081000.0,23871815000.0,23871815000.0,23871815000.0,23871815000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84257000.0,84257000.0,84257000.0,84257000.0,299600000.0,299600000.0,299600000.0,299600000.0,284075000.0,284075000.0,284075000.0,284075000.0,284845000.0,284845000.0,284845000.0,284845000.0,281070000.0,281070000.0,281070000.0,281070000.0,320274000.0,320274000.0,320274000.0,320274000.0,310676000.0,310676000.0,310676000.0,310676000.0,291796000.0,291796000.0,291796000.0,291796000.0
AccruedLiabilitiesCurrent / USD,270823000.0,270823000.0,315657000.0,315657000.0,315657000.0,315657000.0,369016000.0,369016000.0,369016000.0,369016000.0,422917000.0,422917000.0,422917000.0,410491000.0,572453000.0,570210000.0,408499000.0,570210000.0,570210000.0,532564000.0,532564000.0,532564000.0,532564000.0,561863000.0,561863000.0,561863000.0,561863000.0,679309000.0,679309000.0,679309000.0,691788000.0,743839000.0,743839000.0,743839000.0,743839000.0,1402002000.0,1402002000.0,1402002000.0,1402002000.0,881157000.0,881157000.0,881157000.0,881157000.0,1057208000.0,1057208000.0,1057208000.0,1057208000.0,1646763000.0,1646763000.0,1646763000.0,1646763000.0,2856405000.0,2856405000.0,2856405000.0,2856405000.0,2214592000.0,2214592000.0,2214592000.0,2214592000.0,2353817000.0,2353817000.0,2353817000.0,2353817000.0,2758560000.0,2758560000.0,2758560000.0,2758560000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,381042000.0,381042000.0,403885000.0,403885000.0,403885000.0,403885000.0,473729000.0,473729000.0,473729000.0,473729000.0,556601000.0,556601000.0,556601000.0,485256000.0,570605000.0,556193000.0,476484000.0,556193000.0,556193000.0,667858000.0,667858000.0,667858000.0,667858000.0,792847000.0,792847000.0,792847000.0,792847000.0,923647000.0,923647000.0,923647000.0,950076000.0,1086054000.0,1086054000.0,1086054000.0,1086054000.0,1293260000.0,1293260000.0,1293260000.0,1293260000.0,1515484000.0,1515484000.0,1515484000.0,1515484000.0,,,,1578624000.0,,,,1759669000.0,,,,1918730000.0,,,,2252345000.0,,,,2603918000.0,,,,3033680000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-16490000.0,-16490000.0,-46096000.0,-46096000.0,-46096000.0,-46096000.0,-42536000.0,-42536000.0,-42536000.0,-42536000.0,-50868000.0,-50868000.0,-50868000.0,-50868000.0,-30787000.0,-32657000.0,-50141000.0,-32657000.0,-32657000.0,-35483000.0,-35483000.0,-35483000.0,-35483000.0,-52046000.0,-52046000.0,-52046000.0,-52046000.0,-136333000.0,-136333000.0,-136333000.0,-136333000.0,-114308000.0,-114308000.0,-114308000.0,-114308000.0,-95850000.0,-95850000.0,-95850000.0,-95850000.0,-79253000.0,-79253000.0,-79253000.0,-79253000.0,-111965000.0,-111965000.0,-111965000.0,-111965000.0,-108830000.0,-108830000.0,-108830000.0,-108830000.0,-445442000.0,-445442000.0,-445442000.0,-445442000.0,-1830970000.0,-1830970000.0,-1830970000.0,-1830970000.0,-1402607000.0,-1402607000.0,-1402607000.0,-1402607000.0,-989118000.0,-989118000.0,-989118000.0,-989118000.0
AdditionalPaidInCapitalCommonStock / USD,3689617000.0,3689617000.0,3737835000.0,3737835000.0,3737835000.0,3737835000.0,3899381000.0,3899381000.0,3899381000.0,3899381000.0,4082978000.0,4082978000.0,4082978000.0,4082978000.0,2252470000.0,2252470000.0,4082978000.0,2252470000.0,2252470000.0,2360992000.0,2360992000.0,2360992000.0,2360992000.0,2749185000.0,2749185000.0,2749185000.0,2749185000.0,3736477000.0,3736477000.0,3736477000.0,3736477000.0,4333001000.0,4333001000.0,4333001000.0,4333001000.0,4517635000.0,4517635000.0,4517635000.0,4517635000.0,4715473000.0,4715473000.0,4715473000.0,4715473000.0,4850142000.0,4850142000.0,4850142000.0,4850142000.0,5081776000.0,5081776000.0,5081776000.0,5081776000.0,5465104000.0,5465104000.0,5465104000.0,5465104000.0,5658733000.0,5658733000.0,5658733000.0,5658733000.0,5844578000.0,5844578000.0,5844578000.0,5844578000.0,6030790000.0,6030790000.0,6030790000.0,6030790000.0
AdjustmentForAmortization / USD,15698000.0,21117000.0,4843000.0,9712000.0,14547000.0,20643000.0,5384000.0,10785000.0,16043000.0,19704000.0,5342000.0,10685000.0,15865000.0,19347000.0,6082000.0,11429000.0,17456000.0,18636000.0,17310000.0,7963000.0,15897000.0,23908000.0,26750000.0,7823000.0,15556000.0,23214000.0,32103000.0,6652000.0,18394000.0,39943000.0,31138000.0,33978000.0,75385000.0,116961000.0,62698000.0,43071000.0,85194000.0,127395000.0,159628000.0,42248000.0,95047000.0,149144000.0,169911000.0,49236000.0,100040000.0,137835000.0,191626000.0,37499000.0,66564000.0,93758000.0,176410000.0,27140000.0,54683000.0,102635000.0,117269000.0,83476000.0,165629000.0,243241000.0,188073000.0,75080000.0,218508000.0,389843000.0,319192000.0,168336000.0,335523000.0,502136000.0,562018000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23547000.0,65217000.0,67954000.0,71059000.0,38076000.0,56248000.0,60086000.0,60121000.0,71279000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,24964000.0,,,,26384000.0,,,,27138000.0,,,,,,,,,,,,,,,,,36751000.0,,,,43107000.0,,,,60944000.0,,,,64992000.0,32608000.0,44208000.0,53604000.0,62206000.0,31768000.0,37869000.0,48431000.0,62316000.0,31374000.0,45763000.0,57579000.0,58874000.0,48317000.0,67110000.0,81465000.0,74411000.0,42920000.0,62565000.0,76960000.0,99594000.0,55633000.0,79132000.0,99699000.0,93400000.0,63076000.0,91232000.0,113410000.0,124624000.0
