fact_unit,2009-08-03,2009-11-03,2010-02-19,2010-04-27,2010-08-02,2010-11-01,2011-02-18,2011-05-03,2011-08-01,2011-10-20,2011-10-31,2012-02-24,2012-04-30,2012-08-01,2012-11-05,2013-02-22,2013-05-01,2013-07-31,2013-11-06,2014-02-19,2014-05-07,2014-07-30,2014-09-16,2014-11-07,2015-02-18,2015-04-29,2015-07-29,2015-08-10,2015-11-06,2016-02-18,2016-05-04,2016-08-03,2016-11-04,2017-02-17,2017-05-03,2017-08-02,2017-11-08,2017-12-14,2018-02-16,2018-05-02,2018-08-01,2018-11-07,2019-02-21,2019-05-01,2019-07-31,2019-11-06,2020-02-20,2020-04-29,2020-08-05,2020-11-03,2021-02-18,2021-04-28,2021-07-28,2021-11-03,2022-02-17,2022-04-27,2022-07-27,2022-11-02,2023-02-16,2023-04-26,2023-08-02,2023-11-01,2024-02-15,2024-04-24,2024-07-31,2024-10-30,2025-02-20,2025-04-30,2025-07-30,2025-11-05
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,6850000.0,6105000.0,3243933.0,5038000.0,4904000.0,3243933.0,4355000.0,5675000.0,2743000.0,1441000.0,1017000.0,3820000.0,1077000.0,819000.0,799000.0,864000.0,1683000.0,1265000.0,864000.0,910000.0,754000.0,972000.0,609000.0,754000.0,420000.0,704000.0,718000.0,516000.0,451000.0,320000.0,1285000.0,980000.0,873000.0,320000.0,415000.0,938000.0,693000.0,595000.0,748000.0,645000.0,408000.0,284000.0,539000.0,703000.0,732000.0,589000.0,223000.0,660000.0,395000.0,311000.0,478000.0,531000.0,317000.0,256000.0,238000.0,626000.0,362000.0,267000.0,216000.0,538000.0,308000.0,251000.0,205000.0,1165000.0,958000.0,759000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Assets / USD,13041760000.0,13041760000.0,13041760000.0,14153494000.0,14153494000.0,14153494000.0,14153494000.0,16103253000.0,16103253000.0,14153494000.0,16103253000.0,16103000000.0,17708000000.0,17708000000.0,17708000000.0,17708000000.0,19979000000.0,19979000000.0,19979000000.0,19979000000.0,20735000000.0,20735000000.0,19979000000.0,20735000000.0,20735000000.0,23527000000.0,23527000000.0,20735000000.0,23527000000.0,23527000000.0,24678000000.0,24678000000.0,24678000000.0,24678000000.0,25396000000.0,25396000000.0,25396000000.0,24678000000.0,25396000000.0,27178000000.0,27178000000.0,27178000000.0,27178000000.0,25413000000.0,25413000000.0,25413000000.0,25413000000.0,29074000000.0,29074000000.0,29074000000.0,29074000000.0,34969000000.0,34969000000.0,34969000000.0,34969000000.0,44358000000.0,44358000000.0,44358000000.0,44358000000.0,43055000000.0,43055000000.0,43055000000.0,43055000000.0,47065000000.0,47065000000.0,47065000000.0,47065000000.0,46479000000.0,46479000000.0,46479000000.0
AssetsCurrent / USD,8396042000.0,8396042000.0,8396042000.0,9252816000.0,9252816000.0,9252816000.0,9252816000.0,10137699000.0,10137699000.0,9252816000.0,10137699000.0,10137000000.0,11181000000.0,11181000000.0,11181000000.0,11181000000.0,11710000000.0,11710000000.0,11710000000.0,11710000000.0,12300000000.0,12300000000.0,11710000000.0,12300000000.0,12300000000.0,15536000000.0,15536000000.0,12300000000.0,15536000000.0,15536000000.0,15711000000.0,15711000000.0,15711000000.0,15711000000.0,16190000000.0,16190000000.0,16190000000.0,15711000000.0,16190000000.0,17402000000.0,17402000000.0,17402000000.0,17402000000.0,16948000000.0,16948000000.0,16948000000.0,16948000000.0,19888000000.0,19888000000.0,19888000000.0,19888000000.0,23641000000.0,23641000000.0,23641000000.0,23641000000.0,24893000000.0,24893000000.0,24893000000.0,24893000000.0,26183000000.0,26183000000.0,26183000000.0,26183000000.0,29986000000.0,29986000000.0,29986000000.0,29986000000.0,29815000000.0,29815000000.0,29815000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,377000000.0,377000000.0,516000000.0,516000000.0,377000000.0,516000000.0,516000000.0,218000000.0,218000000.0,218000000.0,218000000.0,168000000.0,168000000.0,168000000.0,218000000.0,168000000.0,286000000.0,286000000.0,286000000.0,286000000.0,9000000.0,9000000.0,9000000.0,9000000.0,219000000.0,219000000.0,219000000.0,219000000.0,520000000.0,520000000.0,520000000.0,520000000.0,218000000.0,218000000.0,218000000.0,218000000.0,9000000.0,9000000.0,9000000.0,9000000.0,34000000.0,34000000.0,34000000.0,34000000.0,26000000.0,26000000.0,26000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,127000000.0,127000000.0,41000000.0,41000000.0,127000000.0,41000000.0,41000000.0,126000000.0,126000000.0,126000000.0,126000000.0,196000000.0,196000000.0,196000000.0,126000000.0,196000000.0,88000000.0,88000000.0,88000000.0,88000000.0,213000000.0,213000000.0,213000000.0,213000000.0,8000000.0,8000000.0,8000000.0,8000000.0,6000000.0,6000000.0,6000000.0,6000000.0,161000000.0,161000000.0,161000000.0,161000000.0,1701000000.0,1701000000.0,1701000000.0,1701000000.0,1328000000.0,1328000000.0,1328000000.0,1328000000.0,1409000000.0,1409000000.0,1409000000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12104000000.0,12104000000.0,12104000000.0,10641000000.0,10641000000.0,10641000000.0,10641000000.0,11160000000.0,11160000000.0,11160000000.0,11160000000.0,12437000000.0,12437000000.0,12437000000.0,12437000000.0,13440000000.0,13440000000.0,13440000000.0,13440000000.0,15946000000.0,15946000000.0,15946000000.0,15946000000.0,18302000000.0,18302000000.0,18302000000.0,18302000000.0,20018000000.0,20018000000.0,20018000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,,,,2072510000.0,2323716000.0,2450596000.0,2072510000.0,2602607000.0,2688000000.0,2882000000.0,2754000000.0,2690000000.0,2946000000.0,2964000000.0,2768000000.0,2778000000.0,2759000000.0,2533000000.0,2264000000.0,2759000000.0,2184000000.0,2036000000.0,1795000000.0,1805000000.0,2036000000.0,1691000000.0,1244000000.0,1432000000.0,1451000000.0,1647000000.0,1938000000.0,2188000000.0,2237000000.0,2555000000.0,1938000000.0,2661000000.0,2317000000.0,2100000000.0,2038000000.0,1873000000.0,1655000000.0,1694000000.0,1730000000.0,1724000000.0,1750000000.0,1834000000.0,1999000000.0,2247000000.0,2543000000.0,2958000000.0,2919000000.0,3043000000.0,3077000000.0,3126000000.0,3227000000.0,3231000000.0,3014000000.0,3109000000.0,3017000000.0,2936000000.0,3259000000.0,3791000000.0,4407000000.0,4292000000.0,4339000000.0,4303000000.0,4128000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,,,2134576000.0,2382235000.0,2547202000.0,2134576000.0,2729133000.0,2863000000.0,3069000000.0,2968000000.0,2963000000.0,3220000000.0,3229000000.0,2900000000.0,2902000000.0,2870000000.0,2663000000.0,2413000000.0,2870000000.0,2307000000.0,2145000000.0,1906000000.0,1861000000.0,2145000000.0,1737000000.0,1264000000.0,1473000000.0,1513000000.0,1698000000.0,1893000000.0,2153000000.0,2235000000.0,2561000000.0,1893000000.0,2657000000.0,2247000000.0,2022000000.0,1962000000.0,1810000000.0,1652000000.0,1734000000.0,1789000000.0,1780000000.0,1736000000.0,1944000000.0,2128000000.0,2396000000.0,2570000000.0,3035000000.0,2966000000.0,3057000000.0,2849000000.0,2712000000.0,2687000000.0,2764000000.0,2650000000.0,2727000000.0,2573000000.0,2657000000.0,2954000000.0,3476000000.0,4261000000.0,3978000000.0,4112000000.0,4136000000.0,4002000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,,,,1936215000.0,1925294000.0,1993459000.0,1936215000.0,1966077000.0,1841000000.0,1832000000.0,1844000000.0,1853000000.0,1826000000.0,1814000000.0,1833000000.0,2041000000.0,2011000000.0,2114000000.0,2144000000.0,2011000000.0,2119000000.0,2060000000.0,1918000000.0,1859000000.0,2060000000.0,1980000000.0,1829000000.0,1961000000.0,2119000000.0,2152000000.0,2424000000.0,2764000000.0,2666000000.0,2999000000.0,2424000000.0,2872000000.0,2846000000.0,3016000000.0,3152000000.0,2929000000.0,2514000000.0,2332000000.0,2277000000.0,1974000000.0,1918000000.0,2043000000.0,2176000000.0,2145000000.0,2267000000.0,2061000000.0,2185000000.0,2200000000.0,2297000000.0,2814000000.0,2895000000.0,3399000000.0,4116000000.0,4453000000.0,4850000000.0,5279000000.0,5402000000.0,5291000000.0,5669000000.0,5565000000.0,5344000000.0,5388000000.0,4696000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,,,,1991966000.0,1980504000.0,2066110000.0,1991966000.0,2029429000.0,1905000000.0,1903000000.0,1917000000.0,1939000000.0,1907000000.0,1897000000.0,1899000000.0,2123000000.0,2096000000.0,2214000000.0,2268000000.0,2096000000.0,2234000000.0,2164000000.0,2033000000.0,1953000000.0,2164000000.0,2055000000.0,1871000000.0,2006000000.0,2176000000.0,2200000000.0,2426000000.0,2770000000.0,2680000000.0,3014000000.0,2426000000.0,2867000000.0,2803000000.0,2964000000.0,3092000000.0,2873000000.0,2511000000.0,2357000000.0,2312000000.0,2013000000.0,1905000000.0,2114000000.0,2259000000.0,2236000000.0,2340000000.0,2134000000.0,2254000000.0,2251000000.0,2240000000.0,2680000000.0,2682000000.0,3210000000.0,3941000000.0,4225000000.0,4565000000.0,5112000000.0,5199000000.0,5085000000.0,5584000000.0,5395000000.0,5212000000.0,5285000000.0,4610000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,,,,1740450000.0,1845227000.0,1718692000.0,1740450000.0,1793100000.0,1787000000.0,1781000000.0,1711000000.0,1674000000.0,1755000000.0,1775000000.0,1850000000.0,1816000000.0,1804000000.0,1953000000.0,1942000000.0,1804000000.0,1950000000.0,2102000000.0,2111000000.0,2020000000.0,2102000000.0,2099000000.0,2304000000.0,2475000000.0,2447000000.0,2629000000.0,2691000000.0,2926000000.0,3101000000.0,3144000000.0,2691000000.0,3346000000.0,2728000000.0,784000000.0,779000000.0,718000000.0,535000000.0,473000000.0,501000000.0,639000000.0,1020000000.0,1124000000.0,1171000000.0,1487000000.0,1450000000.0,1498000000.0,1355000000.0,1360000000.0,1274000000.0,1251000000.0,1280000000.0,1250000000.0,1251000000.0,1231000000.0,1229000000.0,1149000000.0,1230000000.0,1175000000.0,1240000000.0,1287000000.0,1163000000.0,1162000000.0,1364000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,,,,,,1754419000.0,1851742000.0,1770311000.0,1754419000.0,1940447000.0,1962000000.0,1946000000.0,1918000000.0,1924000000.0,1994000000.0,1990000000.0,1955000000.0,1884000000.0,1858000000.0,2081000000.0,2124000000.0,1858000000.0,2134000000.0,2317000000.0,2347000000.0,2127000000.0,2317000000.0,2204000000.0,2384000000.0,2623000000.0,2692000000.0,2858000000.0,2734000000.0,2977000000.0,3248000000.0,3305000000.0,2734000000.0,3567000000.0,2801000000.0,772000000.0,758000000.0,706000000.0,540000000.0,488000000.0,524000000.0,654000000.0,1017000000.0,1155000000.0,1210000000.0,1553000000.0,1429000000.0,1529000000.0,1367000000.0,1374000000.0,1175000000.0,1041000000.0,994000000.0,994000000.0,1051000000.0,1024000000.0,954000000.0,962000000.0,1037000000.0,970000000.0,1084000000.0,1069000000.0,962000000.0,960000000.0,1178000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,299861000.0,253766000.0,410307000.0,299861000.0,513749000.0,427000000.0,361000000.0,374000000.0,393000000.0,359000000.0,416000000.0,473000000.0,460000000.0,395000000.0,477000000.0,422000000.0,395000000.0,1030000000.0,530000000.0,478000000.0,454000000.0,530000000.0,420000000.0,438000000.0,420000000.0,396000000.0,611000000.0,635000000.0,561000000.0,538000000.0,501000000.0,635000000.0,712000000.0,856000000.0,722000000.0,711000000.0,943000000.0,829000000.0,628000000.0,839000000.0,1316000000.0,1337000000.0,1790000000.0,1487000000.0,802000000.0,632000000.0,461000000.0,543000000.0,459000000.0,437000000.0,334000000.0,442000000.0,529000000.0,500000000.0,561000000.0,659000000.0,1243000000.0,1235000000.0,1390000000.0,1082000000.0,1070000000.0,988000000.0,854000000.0,1126000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,301630000.0,255623000.0,412900000.0,301630000.0,517127000.0,431000000.0,365000000.0,377000000.0,396000000.0,362000000.0,421000000.0,478000000.0,464000000.0,398000000.0,483000000.0,427000000.0,398000000.0,1036000000.0,534000000.0,482000000.0,456000000.0,534000000.0,422000000.0,439000000.0,419000000.0,395000000.0,610000000.0,635000000.0,562000000.0,539000000.0,502000000.0,635000000.0,711000000.0,854000000.0,720000000.0,709000000.0,941000000.0,828000000.0,628000000.0,840000000.0,1317000000.0,1339000000.0,1795000000.0,1490000000.0,805000000.0,635000000.0,465000000.0,547000000.0,461000000.0,438000000.0,333000000.0,438000000.0,525000000.0,495000000.0,557000000.0,654000000.0,1239000000.0,1229000000.0,1381000000.0,1079000000.0,1067000000.0,985000000.0,851000000.0,1121000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost / USD,,,,,,,2126945000.0,2463417000.0,2325486000.0,2126945000.0,2237473000.0,2185000000.0,2195000000.0,2360000000.0,2521000000.0,2233000000.0,2321000000.0,2060000000.0,2595000000.0,2581000000.0,2596000000.0,2187000000.0,2581000000.0,2300000000.0,2344000000.0,2748000000.0,2486000000.0,2344000000.0,2887000000.0,3203000000.0,3163000000.0,2676000000.0,2207000000.0,2138000000.0,2197000000.0,2104000000.0,1969000000.0,2138000000.0,2513000000.0,3466000000.0,3451000000.0,3689000000.0,4178000000.0,4773000000.0,5118000000.0,5214000000.0,5507000000.0,5398000000.0,6008000000.0,5809000000.0,5756000000.0,6609000000.0,6615000000.0,6923000000.0,6378000000.0,6955000000.0,7171000000.0,7548000000.0,7537000000.0,7866000000.0,7876000000.0,7711000000.0,7695000000.0,7359000000.0,7620000000.0,7881000000.0,7804000000.0,7591000000.0,7407000000.0,6726000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue / USD,,,,,,,2189848000.0,2518945000.0,2406133000.0,2189848000.0,2344444000.0,2292000000.0,2310000000.0,2485000000.0,2673000000.0,2364000000.0,2428000000.0,2094000000.0,2626000000.0,2578000000.0,2607000000.0,2228000000.0,2578000000.0,2324000000.0,2387000000.0,2804000000.0,2483000000.0,2387000000.0,2884000000.0,3152000000.0,3157000000.0,2692000000.0,2236000000.0,2110000000.0,2167000000.0,2083000000.0,1956000000.0,2110000000.0,2500000000.0,3398000000.0,3365000000.0,3579000000.0,4107000000.0,4767000000.0,5195000000.0,5339000000.0,5607000000.0,5500000000.0,6217000000.0,6046000000.0,5961000000.0,6667000000.0,6697000000.0,6979000000.0,6354000000.0,6598000000.0,6566000000.0,6686000000.0,6761000000.0,7166000000.0,7107000000.0,6769000000.0,7038000000.0,6658000000.0,6900000000.0,7425000000.0,7126000000.0,7027000000.0,6867000000.0,6265000000.0
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12302000000.0,12302000000.0,12302000000.0,10437000000.0,10437000000.0,10437000000.0,10437000000.0,11371000000.0,11371000000.0,11371000000.0,11371000000.0,12951000000.0,12951000000.0,12951000000.0,12951000000.0,13497000000.0,13497000000.0,13497000000.0,13497000000.0,14254000000.0,14254000000.0,14254000000.0,14254000000.0,17008000000.0,17008000000.0,17008000000.0,17008000000.0,18635000000.0,18635000000.0,18635000000.0
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent / USD,,,,1307088000.0,1307088000.0,1307088000.0,1307088000.0,1499672000.0,1499672000.0,1307088000.0,1499672000.0,1500000000.0,1710000000.0,1710000000.0,1710000000.0,1710000000.0,1846000000.0,1846000000.0,1846000000.0,1846000000.0,1710000000.0,1710000000.0,1846000000.0,1710000000.0,1710000000.0,1949000000.0,1949000000.0,1710000000.0,1949000000.0,1949000000.0,1843000000.0,1843000000.0,1843000000.0,1843000000.0,2203000000.0,2203000000.0,2203000000.0,1843000000.0,2203000000.0,2745000000.0,2745000000.0,2745000000.0,2745000000.0,411000000.0,411000000.0,411000000.0,411000000.0,406000000.0,406000000.0,406000000.0,406000000.0,1212000000.0,1212000000.0,1212000000.0,1212000000.0,780000000.0,780000000.0,780000000.0,780000000.0,380000000.0,380000000.0,380000000.0,380000000.0,382000000.0,382000000.0,382000000.0,382000000.0,421000000.0,421000000.0,421000000.0
BenefitsLossesAndExpenses / USD,13827418000.0,20673380000.0,23931811000.0,7391127000.0,14823492000.0,22044704000.0,27873235000.0,7937098000.0,15964265000.0,27680161000.0,23666644000.0,29035000000.0,8667000000.0,17197000000.0,25772000000.0,31742000000.0,9803000000.0,18912000000.0,27862000000.0,34488000000.0,9721000000.0,19353000000.0,34488000000.0,29051000000.0,37110000000.0,10991000000.0,22532000000.0,37110000000.0,34181000000.0,39252000000.0,13043000000.0,26202000000.0,38870000000.0,46138000000.0,13253000000.0,26577000000.0,39322000000.0,46138000000.0,51942000000.0,12024000000.0,24458000000.0,36882000000.0,52638000000.0,13519000000.0,26916000000.0,40161000000.0,49505000000.0,15260000000.0,30390000000.0,45763000000.0,53812000000.0,17861000000.0,34509000000.0,52761000000.0,61696000000.0,19445000000.0,38854000000.0,58923000000.0,72169000000.0,22681000000.0,45128000000.0,66755000000.0,79916000000.0,25023000000.0,50334000000.0,75551000000.0,89070000000.0,28375000000.0,56774000000.0,85443000000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191000000.0,,,,191000000.0,220000000.0,,,,255000000.0,,,,287000000.0,,,,298000000.0,,,,343000000.0,,,,351000000.0,,,,443000000.0,,,,525000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,2040453000.0,2040453000.0,1740304000.0,1970423000.0,1970423000.0,1970423000.0,2040453000.0,1613588000.0,1613588000.0,2040453000.0,1613588000.0,1970000000.0,1673000000.0,1673000000.0,1673000000.0,1613000000.0,1377000000.0,1377000000.0,1377000000.0,1673000000.0,1306000000.0,1306000000.0,1673000000.0,1306000000.0,1377000000.0,1138000000.0,1138000000.0,1377000000.0,1138000000.0,1306000000.0,1935000000.0,1935000000.0,1935000000.0,1138000000.0,2571000000.0,2571000000.0,2571000000.0,1138000000.0,1935000000.0,3877000000.0,4042000000.0,4042000000.0,2571000000.0,2343000000.0,2343000000.0,2343000000.0,2343000000.0,4054000000.0,4054000000.0,4054000000.0,4054000000.0,4673000000.0,4673000000.0,4673000000.0,4673000000.0,3394000000.0,3394000000.0,3394000000.0,3394000000.0,5061000000.0,5061000000.0,5061000000.0,5061000000.0,4694000000.0,4694000000.0,4694000000.0,4694000000.0,2221000000.0,2221000000.0,2221000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042000000.0,4042000000.0,4042000000.0,3877000000.0,2343000000.0,2343000000.0,2343000000.0,4042000000.0,4054000000.0,4054000000.0,4054000000.0,2343000000.0,4673000000.0,,,4054000000.0,3394000000.0,3394000000.0,3394000000.0,4673000000.0,5061000000.0,5061000000.0,5061000000.0,3394000000.0,4694000000.0,4694000000.0,4694000000.0
