fact_unit,2009-08-05,2009-11-03,2010-02-24,2010-05-04,2010-08-04,2010-11-05,2011-02-28,2011-05-02,2011-08-09,2011-11-07,2012-02-24,2012-05-10,2012-08-08,2012-11-05,2013-02-27,2013-05-01,2013-07-31,2013-11-05,2014-02-27,2014-05-05,2014-08-04,2014-11-03,2015-02-24,2015-05-04,2015-08-03,2015-11-02,2016-02-25,2016-05-05,2016-08-01,2016-11-02,2017-02-23,2017-05-03,2017-08-02,2017-11-01,2018-02-23,2018-05-02,2018-08-06,2018-11-05,2019-02-27,2019-05-01,2019-08-05,2019-11-12,2020-02-26,2020-05-11,2020-08-10,2020-11-09,2021-02-24,2021-05-10,2021-08-09,2021-11-09,2022-02-25,2022-05-02,2022-08-01,2022-11-02,2023-02-23,2023-05-02,2023-08-08,2023-11-02,2024-02-22,2024-05-06,2024-08-06,2024-11-01,2025-02-20,2025-05-02,2025-08-05,2025-10-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998000000.0,2527000000.0,2527000000.0,2527000000.0,2527000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2603000000.0,2603000000.0,2603000000.0,2603000000.0,2704000000.0,2704000000.0,2704000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,1000000000.0,,,,1100000000.0,,,,1100000000.0,,,,1200000000.0,,,,1300000000.0,,,,1400000000.0,,,,1600000000.0,,,,1800000000.0,,,,1900000000.0,,,,2000000000.0,,,,1800000000.0,,,,1900000000.0,,,,2000000000.0,,,,1900000000.0,,,,1900000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1093000000.0,-1093000000.0,-1093000000.0,263000000.0,265000000.0,265000000.0,265000000.0,565000000.0,565000000.0,565000000.0,565000000.0,650000000.0,650000000.0,650000000.0,305000000.0,1194000000.0,1194000000.0,1194000000.0,1194000000.0,595000000.0,595000000.0,595000000.0,595000000.0,662000000.0,662000000.0,662000000.0,1194000000.0,662000000.0,662000000.0,662000000.0,595000000.0,253000000.0,253000000.0,253000000.0,662000000.0,200000000.0,200000000.0,200000000.0,253000000.0,229000000.0,229000000.0,229000000.0,200000000.0,-291000000.0,-291000000.0,-291000000.0,262000000.0,262000000.0,629000000.0,629000000.0,629000000.0,3000000.0,3000000.0,3000000.0,259000000.0,-642000000.0,-642000000.0,-642000000.0,-642000000.0,-1766000000.0,-1766000000.0,-1766000000.0,-1766000000.0,-1908000000.0,-1908000000.0,-1908000000.0
AdditionalCollateralAggregateFairValue / USD,,,,,28000000.0,28000000.0,28000000.0,6000000.0,6000000.0,6000000.0,6000000.0,9000000.0,9000000.0,9000000.0,9000000.0,4000000.0,4000000.0,4000000.0,4000000.0,56000000.0,56000000.0,56000000.0,56000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,8000000.0,8000000.0,8000000.0,8000000.0,3000000.0,3000000.0,3000000.0,3000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,7000000.0,7000000.0,7000000.0,7000000.0,1000000.0,1000000.0,1000000.0
AdditionalLiabilityLongDurationInsuranceBeforeReinsuranceAfterDiscountRateChange / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1186000000.0,1186000000.0,1186000000.0,1186000000.0,1321000000.0,1321000000.0,1321000000.0
AdditionalLiabilityLongDurationInsuranceBenefitPayment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000.0,61000000.0,61000000.0,61000000.0,72000000.0,72000000.0,72000000.0,72000000.0,87000000.0,87000000.0,87000000.0
AdditionalLiabilityLongDurationInsuranceCumulativeIncreaseDecreaseOfActualVarianceFromExpectedExperience / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19000000.0,-19000000.0,-19000000.0,-19000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0
AdditionalLiabilityLongDurationInsuranceIncreaseDecreaseFromDiscountRateChange / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-130000000.0,-130000000.0,-130000000.0,-130000000.0,32000000.0,32000000.0,32000000.0,32000000.0,-29000000.0,-29000000.0,-29000000.0
AdditionalLiabilityLongDurationInsuranceInterestIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000.0,-38000000.0,-38000000.0,-38000000.0,-41000000.0,-41000000.0,-41000000.0,-41000000.0,-44000000.0,-44000000.0,-44000000.0
