fact_unit,2010-11-03,2011-02-03,2011-05-03,2011-08-19,2011-11-03,2012-02-03,2012-05-03,2012-08-22,2012-11-01,2013-01-31,2013-05-09,2013-08-27,2013-11-07,2014-02-06,2014-05-08,2014-08-26,2014-11-03,2015-02-03,2015-04-30,2015-08-13,2015-11-03,2016-02-03,2016-04-25,2016-08-17,2016-10-25,2017-01-30,2017-04-24,2017-08-15,2017-10-23,2018-01-30,2018-04-24,2018-08-14,2018-10-23,2019-01-30,2019-04-30,2019-08-20,2019-10-29,2020-02-04,2020-04-28,2020-08-18,2020-10-27,2021-02-02,2021-04-28,2021-08-17,2021-10-26,2022-02-01,2022-04-26,2022-08-24,2022-10-24,2023-01-30,2023-04-24,2023-08-15,2023-10-23,2024-01-29,2024-04-29,2024-08-29,2024-10-28,2025-01-31,2025-04-25,2025-08-11,2025-10-24
AccountsPayableCurrent / USD,121099000.0,121099000.0,121099000.0,121099000.0,163541000.0,163541000.0,163541000.0,163541000.0,258778000.0,258778000.0,258778000.0,258778000.0,200254000.0,200254000.0,200254000.0,200254000.0,223515000.0,223515000.0,223515000.0,223515000.0,300203000.0,300203000.0,300203000.0,300203000.0,348199000.0,348199000.0,348199000.0,348199000.0,464643000.0,464643000.0,464643000.0,464643000.0,510983000.0,510983000.0,510983000.0,510983000.0,376561000.0,376561000.0,376561000.0,376561000.0,592387000.0,592387000.0,592387000.0,592387000.0,829710000.0,829710000.0,829710000.0,829710000.0,1011208000.0,1011208000.0,1011208000.0,1011208000.0,470702000.0,470702000.0,470702000.0,470702000.0,613966000.0,613966000.0,613966000.0,613966000.0,854208000.0
AccountsReceivableNetCurrent / USD,499890000.0,499890000.0,499890000.0,499890000.0,590568000.0,590568000.0,590568000.0,590568000.0,765818000.0,765818000.0,765818000.0,765818000.0,602624000.0,602624000.0,602624000.0,602624000.0,800616000.0,800616000.0,800616000.0,800616000.0,1093582000.0,1093582000.0,1093582000.0,1093582000.0,1262145000.0,1262145000.0,1262145000.0,1262145000.0,1673398000.0,1673398000.0,1673398000.0,1673398000.0,2176936000.0,2176936000.0,2176936000.0,2176936000.0,1455522000.0,1455522000.0,1455522000.0,1455522000.0,2097099000.0,2097099000.0,2097099000.0,2097099000.0,3026430000.0,3026430000.0,3026430000.0,3026430000.0,4313818000.0,4313818000.0,4313818000.0,4313818000.0,2823376000.0,2823376000.0,2823376000.0,2823376000.0,2519250000.0,2519250000.0,2519250000.0,2519250000.0,3378071000.0
AccruedIncomeTaxesNoncurrent / USD,110462000.0,110462000.0,110462000.0,110462000.0,113582000.0,113582000.0,113582000.0,113582000.0,274240000.0,274240000.0,274240000.0,274240000.0,246479000.0,246479000.0,246479000.0,246479000.0,258357000.0,258357000.0,258357000.0,258357000.0,202930000.0,202930000.0,202930000.0,202930000.0,231514000.0,231514000.0,231514000.0,231514000.0,120178000.0,120178000.0,120178000.0,120178000.0,851936000.0,851936000.0,851936000.0,851936000.0,892790000.0,892790000.0,892790000.0,892790000.0,909709000.0,909709000.0,909709000.0,909709000.0,948037000.0,948037000.0,948037000.0,948037000.0,931117000.0,931117000.0,931117000.0,931117000.0,882084000.0,882084000.0,882084000.0,882084000.0,813304000.0,813304000.0,813304000.0,813304000.0,603412000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,358756000.0,492178000.0,492178000.0,492178000.0,492178000.0,464528000.0,464528000.0,464528000.0,464528000.0,604296000.0,604296000.0,604296000.0,604296000.0,649438000.0,649438000.0,649438000.0,649438000.0,772910000.0,772910000.0,772910000.0,772910000.0,969361000.0,969361000.0,969361000.0,969361000.0,1309209000.0,1309209000.0,1309209000.0,1309209000.0,946641000.0,946641000.0,946641000.0,946641000.0,1272655000.0,1272655000.0,1272655000.0,1272655000.0,1719483000.0,1719483000.0,1719483000.0,1719483000.0,1974272000.0,1974272000.0,1974272000.0,1974272000.0,2010637000.0,2010637000.0,2010637000.0,2010637000.0,1801877000.0,1801877000.0,1801877000.0,1801877000.0,2394366000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,276952000.0,322274000.0,322274000.0,322274000.0,322274000.0,359923000.0,359923000.0,359923000.0,359923000.0,449102000.0,449102000.0,449102000.0,449102000.0,,,,553299000.0,,,,629543000.0,,,,721718000.0,,,,757280000.0,,,,833609000.0,,,,963682000.0,,,,1082827000.0,,,,1271356000.0,,,,1440325000.0,,,,1642456000.0,,,,1860664000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-69849000.0,-69849000.0,-69849000.0,-69849000.0,9761000.0,9761000.0,9761000.0,9761000.0,-33818000.0,-33818000.0,-33818000.0,-33818000.0,-28693000.0,-28693000.0,-28693000.0,-28693000.0,-28655000.0,-28655000.0,-28655000.0,-28655000.0,-57796000.0,-57796000.0,-57796000.0,-57796000.0,-69333000.0,-69333000.0,-69333000.0,-69333000.0,-61700000.0,-61700000.0,-61700000.0,-61700000.0,-57449000.0,-57449000.0,-57449000.0,-57449000.0,-64030000.0,-64030000.0,-64030000.0,-64030000.0,-94211000.0,-94211000.0,-94211000.0,-94211000.0,-64128000.0,-64128000.0,-64128000.0,-64128000.0,-109982000.0,-109982000.0,-109982000.0,-109982000.0,-100706000.0,-100706000.0,-100706000.0,-100706000.0,-130428000.0,-130428000.0,-130428000.0,-130428000.0,-62423000.0
AdditionalPaidInCapital / USD,1452939000.0,1452939000.0,1452939000.0,1452939000.0,1531465000.0,1531465000.0,1531465000.0,1531465000.0,4943539000.0,4943539000.0,4943539000.0,4943539000.0,5084544000.0,5084544000.0,5084544000.0,5084544000.0,5239567000.0,5239567000.0,5239567000.0,5239567000.0,,,,5366773000.0,,,,5572898000.0,,,,5845485000.0,,,,6144425000.0,,,,6409405000.0,,,,6695858000.0,7052962000.0,7052962000.0,7052962000.0,7052962000.0,7414916000.0,7414916000.0,7414916000.0,7414916000.0,7809002000.0,7809002000.0,7809002000.0,7809002000.0,8223046000.0,8223046000.0,8223046000.0,8223046000.0,8697290000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,20500000.0,4400000.0,11400000.0,20600000.0,22900000.0,7800000.0,10600000.0,23900000.0,32000000.0,8300000.0,31300000.0,40600000.0,58800000.0,15300000.0,28100000.0,48100000.0,67600000.0,1900000.0,12900000.0,83400000.0,93800000.0,1800000.0,20200000.0,101400000.0,104900000.0,2400000.0,3800000.0,78500000.0,80500000.0,2900000.0,7800000.0,106800000.0,109600000.0,5100000.0,8400000.0,160600000.0,166400000.0,7100000.0,11900000.0,134300000.0,138100000.0,4800000.0,7900000.0,80400000.0,85400000.0,5500000.0,10000000.0,130000000.0,135900000.0,5200000.0,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,53511000.0,,,,50463000.0,,,,53012000.0,,,,81559000.0,,,,99310000.0,,,,103700000.0,,,,135354000.0,,,,142348000.0,41783000.0,83907000.0,125002000.0,149975000.0,50343000.0,89149000.0,142389000.0,172216000.0,42905000.0,88630000.0,136044000.0,187234000.0,55988000.0,108097000.0,163843000.0,189197000.0,58099000.0,120933000.0,189476000.0,220164000.0,71110000.0,144194000.0,218105000.0,259064000.0,67211000.0,137112000.0,213966000.0,286600000.0,80011000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,10609000.0,10609000.0,10609000.0,10609000.0,4720000.0,4720000.0,4720000.0,4720000.0,5248000.0,5248000.0,5248000.0,5248000.0,5448000.0,5448000.0,5448000.0,5448000.0,4962000.0,4962000.0,4962000.0,4962000.0,4890000.0,4890000.0,4890000.0,4890000.0,5155000.0,5155000.0,5155000.0,5155000.0,5103000.0,5103000.0,5103000.0,5103000.0,5343000.0,5343000.0,5343000.0,5343000.0,5021000.0,5021000.0,5021000.0,5021000.0,5465000.0,5465000.0,5465000.0,5465000.0,5255000.0,5255000.0,5255000.0,5255000.0,5606000.0,5606000.0,5606000.0,5606000.0,5344000.0,5344000.0,5344000.0,5344000.0,5277000.0,5277000.0,5277000.0,5277000.0,6496000.0
