fact_unit,2011-07-28,2011-10-27,2012-02-23,2012-04-26,2012-07-26,2012-10-25,2013-02-20,2013-04-25,2013-07-25,2013-10-24,2014-02-19,2014-04-23,2014-07-23,2014-10-22,2015-02-18,2015-04-22,2015-07-22,2015-10-21,2016-02-24,2016-04-27,2016-07-28,2016-10-26,2017-02-22,2017-04-26,2017-07-26,2017-10-25,2018-02-21,2018-05-10,2018-08-01,2018-10-31,2019-02-20,2019-05-08,2019-08-02,2019-10-30,2020-02-19,2020-04-29,2020-07-29,2020-11-04,2021-02-19,2021-05-06,2021-08-03,2021-11-01,2022-02-23,2022-04-27,2022-07-29,2022-10-27,2023-02-22,2023-04-26,2023-07-26,2023-11-01,2024-02-21,2024-02-27,2024-04-24,2024-07-31,2024-10-23,2025-02-19,2025-04-25,2025-07-30,2025-10-29
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,6253000.0,,,,7411000.0,,,,11653000.0,,,,14819000.0,,,,20182000.0,,,,29747000.0,10557000.0,23490000.0,37966000.0,37348000.0,14416000.0,29482000.0,44369000.0,52740000.0,17302000.0,35688000.0,54112000.0,59967000.0,25724000.0,50899000.0,80360000.0,67365000.0,25279000.0,51079000.0,77991000.0,104726000.0,,27896000.0,53924000.0,80905000.0,102985000.0,26866000.0,57273000.0,88460000.0
AllocatedShareBasedCompensationExpense / USD,,,-5045000.0,1449000.0,2969000.0,4585000.0,-6132000.0,1835000.0,3603000.0,5506000.0,6253000.0,2575000.0,,,,,7002000.0,,,,,,,,,,,8676000.0,17577000.0,27368000.0,29747000.0,10557000.0,23490000.0,37966000.0,37348000.0,14416000.0,29482000.0,44369000.0,52740000.0,,,,59967000.0,,,,67365000.0,,,,104726000.0,,27896000.0,53924000.0,80905000.0,102985000.0,26866000.0,57273000.0,88460000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,5371000.0,,,,8290000.0,,,,10582000.0,,,,14196000.0,,,,-312000.0,,,,-3276000.0,,,,20253000.0,17302000.0,35688000.0,54112000.0,30148000.0,25724000.0,50899000.0,80360000.0,1124000.0,25279000.0,51079000.0,77991000.0,41270000.0,,,,,75386000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,1603000.0,1603000.0,2115000.0,990000.0,990000.0,990000.0,2389000.0,1621000.0,1621000.0,1621000.0,1603000.0,1113000.0,1113000.0,1113000.0,990000.0,1725000.0,1725000.0,1725000.0,1621000.0,1640000.0,1640000.0,1640000.0,1113000.0,3396000.0,3396000.0,3396000.0,1725000.0,5427000.0,5427000.0,5427000.0,5427000.0,4647000.0,4647000.0,4647000.0,4647000.0,5738000.0,5738000.0,4302000.0,5738000.0,9255000.0,9255000.0,9255000.0,5738000.0,12086000.0,12086000.0,12086000.0,9255000.0,14761000.0,14761000.0,14761000.0,12086000.0,,22829000.0,22829000.0,22829000.0,14761000.0,17325000.0,17325000.0,17325000.0
AllowanceForDoubtfulAccountsReceivableRecoveries / USD,,,,,,,,,,,,,,,,,,,153000.0,,,,0.0,,,,153000.0,,212000.0,212000.0,0.0,545000.0,0.0,0.0,0.0,,,,211000.0,,,,0.0,,,,0.0,,,,106000.0,,,,,165000.0,,,
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000.0,1054000.0,2176000.0,0.0,1122000.0,2271000.0,5600000.0,3297000.0,,1355000.0,2178000.0,3504000.0,7029000.0,818000.0,1467000.0,2115000.0
AmortizationOfIntangibleAssets / USD,1613000.0,2419000.0,2705000.0,804000.0,1607000.0,2408000.0,3225000.0,946000.0,2083000.0,3186000.0,3331000.0,1131000.0,2259000.0,3388000.0,6500000.0,1129000.0,2257000.0,3393000.0,6800000.0,1152000.0,2303000.0,3585000.0,6400000.0,3362000.0,6815000.0,10273000.0,10300000.0,3325000.0,6656000.0,10016000.0,35900000.0,3315000.0,,,35500000.0,,,,39600000.0,,,,52500000.0,,,,53900000.0,,,,90800000.0,,,,,113900000.0,,,
Assets / USD,264032000.0,264032000.0,270670000.0,295391000.0,295391000.0,295391000.0,264032000.0,338255000.0,338255000.0,338255000.0,295391000.0,444488000.0,444488000.0,444488000.0,338666000.0,573982000.0,573982000.0,573982000.0,444488000.0,1356570000.0,1356570000.0,1356570000.0,569812000.0,1357945000.0,1357945000.0,1357945000.0,1356570000.0,1611351000.0,1611351000.0,1611351000.0,1378503000.0,1790963000.0,1790963000.0,1790963000.0,1611351000.0,2191614000.0,2191614000.0,2191614000.0,1790963000.0,2607274000.0,2607274000.0,2607274000.0,2191614000.0,4732161000.0,4732161000.0,4732161000.0,2607274000.0,4687417000.0,4687417000.0,4687417000.0,4732161000.0,,4676663000.0,4676663000.0,4676663000.0,4687417000.0,5180015000.0,5180015000.0,5180015000.0
AssetsCurrent / USD,98449000.0,98449000.0,98449000.0,107092000.0,107092000.0,107092000.0,107092000.0,121642000.0,121642000.0,121642000.0,122053000.0,217235000.0,217235000.0,217235000.0,217235000.0,346710000.0,346710000.0,346710000.0,337036000.0,268215000.0,268215000.0,268215000.0,268215000.0,282960000.0,282960000.0,282960000.0,282960000.0,520815000.0,520815000.0,520815000.0,520815000.0,518858000.0,518858000.0,518858000.0,518858000.0,679697000.0,679697000.0,679697000.0,679697000.0,1113070000.0,1113070000.0,1113070000.0,1113070000.0,964331000.0,964331000.0,964331000.0,964331000.0,847242000.0,847242000.0,847242000.0,847242000.0,,860585000.0,860585000.0,860585000.0,860585000.0,1440779000.0,1440779000.0,1440779000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,16000.0,16000.0,16000.0,16000.0,,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1148000.0,1148000.0,1148000.0,1148000.0,,435000.0,435000.0,435000.0,435000.0,213000.0,213000.0,213000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000.0,,,,,29000.0,,,
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000.0,464000.0,84000.0,32000.0,233000.0,,201000.0,368000.0,834000.0,169000.0,277000.0,45000.0,111000.0
CapitalizedComputerSoftwareAccumulatedAmortization / USD,,,36416000.0,,,,36541000.0,,,,36621000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460000.0,,,,3785000.0,,,,11715000.0,,,,,25271000.0,,,
CapitalizedComputerSoftwareAdditions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804000.0,,,,5776000.0,,,,21693000.0,,,,,27622000.0,7386000.0,16493000.0,24412000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296000.0,,,,300000.0,,,,296000.0,,,,,,,,,,,,,7931000.0,,,
CapitalizedComputerSoftwareGross / USD,,,36701000.0,,,,36701000.0,,,,36701000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,10581000.0,,,,32274000.0,,,,59904000.0,,,,,92395000.0,,,
CapitalizedComputerSoftwareNet / USD,,,285000.0,,,,160000.0,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9121000.0,28489000.0,28489000.0,28489000.0,28489000.0,48189000.0,48189000.0,48189000.0,48189000.0,,67124000.0,67124000.0,67124000.0,67124000.0,76117000.0,76117000.0,76117000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,5300000.0,7900000.0,11200000.0,3500000.0,7100000.0,10900000.0,11200000.0,3800000.0,7900000.0,12300000.0,9600000.0,3000000.0,5900000.0,8900000.0,11500000.0,3000000.0,6300000.0,9600000.0,11900000.0,3500000.0,7200000.0,11200000.0,13400000.0,,4300000.0,8600000.0,13600000.0,15448000.0,4762000.0,9644000.0,14490000.0
CapitalizedContractCostImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,
CapitalizedContractCostNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,19300000.0,19300000.0,19300000.0,19300000.0,21900000.0,21900000.0,21900000.0,21900000.0,29800000.0,29800000.0,29800000.0,29800000.0,32300000.0,32300000.0,32300000.0,32300000.0,38100000.0,38100000.0,38100000.0,38100000.0,43800000.0,43800000.0,43800000.0,43800000.0,,49200000.0,49200000.0,49200000.0,49186000.0,56799000.0,56799000.0,56799000.0
CapitalizedContractCostNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18262000.0,18037000.0,18037000.0,18037000.0
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30924000.0,38762000.0,38762000.0,38762000.0
CashAndCashEquivalentsAtCarryingValue / USD,9696000.0,9696000.0,1762000.0,2114000.0,2114000.0,2114000.0,9696000.0,1326000.0,1326000.0,1326000.0,2114000.0,6406000.0,6406000.0,6406000.0,1326000.0,78876000.0,78876000.0,78876000.0,6406000.0,206167000.0,206167000.0,206167000.0,78876000.0,33087000.0,33087000.0,33087000.0,206167000.0,36151000.0,36151000.0,36151000.0,33087000.0,134279000.0,134279000.0,134279000.0,134279000.0,232682000.0,232682000.0,232682000.0,232682000.0,603623000.0,603623000.0,603623000.0,603623000.0,309171000.0,309171000.0,309171000.0,609000000.0,173857000.0,173857000.0,173857000.0,173857000.0,,165493000.0,165493000.0,165493000.0,165493000.0,744721000.0,744721000.0,744721000.0
CashAndCashEquivalentsFairValueDisclosure / USD,,,2114000.0,9932000.0,312000.0,103000.0,1326000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309171000.0,309171000.0,309171000.0,309171000.0,173857000.0,173857000.0,173857000.0,173857000.0,,165493000.0,165493000.0,165493000.0,165493000.0,744721000.0,744721000.0,744721000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185926000.0,185926000.0,185926000.0,36151000.0,134279000.0,134279000.0,134279000.0,185926000.0,232682000.0,232682000.0,232682000.0,134279000.0,603623000.0,603623000.0,603623000.0,232682000.0,309171000.0,309171000.0,309171000.0,603623000.0,,173857000.0,173857000.0,173857000.0,309171000.0,165493000.0,165493000.0,165493000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24690000.0,-92679000.0,33526000.0,149775000.0,-94842000.0,-123092000.0,27159000.0,-51647000.0,69303000.0,118654000.0,286003000.0,98403000.0,647129000.0,-386850000.0,-369495000.0,370941000.0,-65909000.0,-56109000.0,-123244000.0,-294452000.0,,-43012000.0,-55093000.0,-42371000.0,-135314000.0,22744000.0,85229000.0,372803000.0
CommitmentsAndContingencies / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
CommonStockSharesIssued / shares,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0,48147969.0
CommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0,,,48147969.0,48147969.0,48147969.0,,48147969.0,48147969.0,48147969.0
CommonStockValue / USD,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0,481000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,18858000.0,25184000.0,5681000.0,12786000.0,23700000.0,27477000.0,8493000.0,17599000.0,28648000.0,33081000.0,11883000.0,26623000.0,43623000.0,39323000.0,,,,,,,,,,,,,,,,,,,,,,,,,36976000.0,62506000.0,106676000.0,194820000.0,39287000.0,79167000.0,132363000.0,161458000.0,,30969000.0,80064000.0,127338000.0,163442000.0,54223000.0,122016000.0,197968000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,290100000.0,290100000.0,290100000.0,290100000.0,350936000.0,350936000.0,350936000.0,350936000.0,412694000.0,412694000.0,412694000.0,412694000.0,461378000.0,461378000.0,461378000.0,461378000.0,510567000.0,510567000.0,510567000.0,510567000.0,570575000.0,570575000.0,570575000.0,570575000.0,,633205000.0,633205000.0,633205000.0,633205000.0,723814000.0,723814000.0,723814000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,298613000.0,298613000.0,298613000.0,298613000.0,350512000.0,350512000.0,350512000.0,350512000.0,412495000.0,412495000.0,412495000.0,412495000.0,461278000.0,461278000.0,461278000.0,461278000.0,510529000.0,510529000.0,510529000.0,510529000.0,568538000.0,568538000.0,568538000.0,568538000.0,,632914000.0,632914000.0,632914000.0,632914000.0,701438000.0,701438000.0,701438000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274000.0,1274000.0,1274000.0,1274000.0,424000.0,424000.0,424000.0,424000.0,199000.0,199000.0,199000.0,199000.0,100000.0,100000.0,100000.0,100000.0,38000.0,38000.0,38000.0,38000.0,2037000.0,2037000.0,2037000.0,2037000.0,,291000.0,291000.0,291000.0,291000.0,22376000.0,22376000.0,22376000.0
ConvertibleDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
ConvertibleDebtNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,592765000.0,592765000.0,592765000.0,592765000.0,594484000.0,594484000.0,594484000.0,594484000.0,,596206000.0,596206000.0,596206000.0,596206000.0,597934000.0,597934000.0,597934000.0
CostOfGoodsAndServicesSold / USD,79926000.0,120488000.0,161523000.0,40770000.0,83368000.0,124420000.0,160311000.0,45304000.0,95973000.0,144874000.0,167479000.0,51954000.0,108000000.0,165472000.0,195602000.0,60096000.0,125909000.0,192781000.0,223440000.0,71087000.0,149129000.0,228141000.0,259730000.0,97175000.0,199211000.0,300228000.0,313835000.0,105194000.0,218454000.0,329171000.0,400692000.0,118369000.0,245153000.0,369594000.0,441522000.0,131018000.0,278282000.0,422965000.0,495704000.0,147410000.0,287298000.0,429535000.0,569527000.0,150595000.0,372609000.0,636266000.0,574151000.0,263690000.0,538926000.0,807453000.0,882643000.0,,272016000.0,553119000.0,822643000.0,1066341000.0,288693000.0,591853000.0,897730000.0
CurrentFederalTaxExpenseBenefit / USD,,,16822000.0,,,,13552000.0,,,,17239000.0,,,,19113000.0,,,,25625000.0,,,,34504000.0,,,,44841000.0,,,,41366000.0,,,,22883000.0,,,,9110000.0,,,,12814000.0,,,,-10538000.0,,,,7591000.0,,,,,84570000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,19358000.0,,,,15804000.0,,,,19472000.0,,,,21089000.0,,,,28215000.0,,,,39331000.0,,,,51511000.0,,,,48389000.0,,,,27549000.0,,,,13477000.0,,,,19399000.0,,,,-11842000.0,,,,10794000.0,,,,,110545000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,2536000.0,,,,2252000.0,,,,2233000.0,,,,1976000.0,,,,2590000.0,,,,4827000.0,,,,6670000.0,,,,7023000.0,,,,4666000.0,,,,4367000.0,,,,6585000.0,,,,-1304000.0,,,,3203000.0,,,,,25975000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355000000.0,1355000000.0,1355000000.0,995000000.0,995000000.0,995000000.0,995000000.0,,650000000.0,650000000.0,650000000.0,650000000.0,600000000.0,600000000.0,600000000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7441000.0,6965000.0,6489000.0,13724000.0,13724000.0,13724000.0,13724000.0,7611000.0,7611000.0,7611000.0,7611000.0,,3993000.0,3993000.0,3993000.0,3993000.0,2066000.0,2066000.0,2066000.0
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,56670000.0,56670000.0,56670000.0,56670000.0,,17866000.0,17866000.0,17866000.0,17866000.0,34225000.0,34225000.0,34225000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23100000.0,24100000.0,20900000.0,15900000.0,3000000.0,,13800000.0,10800000.0,9600000.0,13500000.0,54100000.0,57800000.0,23100000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions / security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,30.0,27.0,21.0,20.0,,16.0,12.0,10.0,,,,
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsNumberOfPositions / security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,6.0,3.0,1.0,,0.0,0.0,0.0,22.0,60.0,59.0,27.0
