fact_unit,2009-07-31,2009-10-29,2010-02-25,2010-04-29,2010-07-29,2010-10-28,2011-02-28,2011-04-28,2011-07-28,2011-10-27,2012-02-28,2012-04-26,2012-07-26,2012-11-01,2013-02-28,2013-04-25,2013-08-01,2013-10-31,2014-02-27,2014-05-01,2014-07-31,2014-10-30,2015-02-27,2015-04-30,2015-07-30,2015-10-29,2016-02-29,2016-04-28,2016-07-28,2016-10-28,2017-02-28,2017-04-27,2017-07-27,2017-10-26,2018-02-26,2018-04-27,2018-07-26,2018-11-01,2019-02-28,2019-04-22,2019-07-24,2019-10-23,2020-02-20,2020-04-23,2020-07-23,2020-10-22,2021-02-24,2021-04-30,2021-07-30,2021-10-29,2022-02-23,2022-04-28,2022-07-29,2022-10-28,2023-02-21,2023-04-27,2023-07-27,2023-10-26,2024-02-22,2024-04-25,2024-08-01,2024-10-31,2025-02-20,2025-05-01,2025-08-01,2025-10-31
AccountsPayableTradeCurrentAndNoncurrent / USD,,290802000.0,297929000.0,300791000.0,300791000.0,300791000.0,290802000.0,344295000.0,344295000.0,344295000.0,344295000.0,477648000.0,477648000.0,477648000.0,477648000.0,428782000.0,428782000.0,428782000.0,428782000.0,510634000.0,510634000.0,510634000.0,510634000.0,554088000.0,554088000.0,554088000.0,554088000.0,583474000.0,583474000.0,583474000.0,583474000.0,650092000.0,650092000.0,650092000.0,650092000.0,731582000.0,731582000.0,731582000.0,731000000.0,678000000.0,678000000.0,678000000.0,678000000.0,719000000.0,719000000.0,719000000.0,719000000.0,779000000.0,779000000.0,779000000.0,779000000.0,816000000.0,816000000.0,816000000.0,816000000.0,1047000000.0,1047000000.0,1047000000.0,1047000000.0,954000000.0,954000000.0,954000000.0,954000000.0,952000000.0,952000000.0,952000000.0
AccountsReceivableNetCurrent / USD,589416000.0,589416000.0,602650000.0,624910000.0,624910000.0,624910000.0,589416000.0,762895000.0,762895000.0,762895000.0,762895000.0,888697000.0,888697000.0,888697000.0,888697000.0,940020000.0,940020000.0,940020000.0,940020000.0,1101656000.0,1101656000.0,1101656000.0,1101656000.0,1172924000.0,1172924000.0,1172924000.0,1172924000.0,1209641000.0,1209641000.0,1209641000.0,1209641000.0,1223096000.0,1223096000.0,1223096000.0,1223096000.0,1325186000.0,1325186000.0,1325186000.0,1325000000.0,1385000000.0,1385000000.0,1385000000.0,1385000000.0,1425000000.0,1425000000.0,1425000000.0,1425000000.0,1474000000.0,1474000000.0,1474000000.0,1474000000.0,1754000000.0,1754000000.0,1754000000.0,1754000000.0,2133000000.0,2133000000.0,2133000000.0,2133000000.0,2192000000.0,2192000000.0,2192000000.0,2192000000.0,2232000000.0,2232000000.0,2232000000.0
AccruedIncomeTaxesCurrent / USD,,1780000.0,10459000.0,6732000.0,6732000.0,6732000.0,1780000.0,5882000.0,5882000.0,5882000.0,5882000.0,23156000.0,23156000.0,23156000.0,23156000.0,12941000.0,12941000.0,12941000.0,12941000.0,6330000.0,6330000.0,6330000.0,6330000.0,12256000.0,12256000.0,12256000.0,12256000.0,16686000.0,16686000.0,16686000.0,16686000.0,15059000.0,15059000.0,15059000.0,15059000.0,19759000.0,19759000.0,19759000.0,20000000.0,29000000.0,29000000.0,29000000.0,29000000.0,27000000.0,27000000.0,27000000.0,27000000.0,42000000.0,42000000.0,42000000.0,42000000.0,37000000.0,37000000.0,37000000.0,37000000.0,52000000.0,52000000.0,52000000.0,52000000.0,48000000.0,48000000.0,48000000.0,48000000.0,45000000.0,45000000.0,45000000.0
AccruedLiabilitiesCurrentAndNoncurrent / USD,,118633000.0,102607000.0,124150000.0,124150000.0,124150000.0,118633000.0,130836000.0,130836000.0,130836000.0,130836000.0,178652000.0,178652000.0,178652000.0,178652000.0,204800000.0,204800000.0,204800000.0,204800000.0,218835000.0,218835000.0,218835000.0,218835000.0,245300000.0,245300000.0,245300000.0,245300000.0,266702000.0,266702000.0,266702000.0,266702000.0,290207000.0,290207000.0,290207000.0,290207000.0,313766000.0,313766000.0,313766000.0,314000000.0,269000000.0,269000000.0,269000000.0,269000000.0,318000000.0,318000000.0,318000000.0,318000000.0,305000000.0,305000000.0,305000000.0,248000000.0,290000000.0,290000000.0,290000000.0,290000000.0,474000000.0,474000000.0,474000000.0,474000000.0,397000000.0,397000000.0,397000000.0,397000000.0,407000000.0,407000000.0,407000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1201552000.0,1201552000.0,1125931000.0,1313222000.0,1313222000.0,1313222000.0,1201552000.0,1414088000.0,1414088000.0,1414088000.0,1414088000.0,1505027000.0,1505027000.0,1505027000.0,1505027000.0,1615861000.0,1615861000.0,1615861000.0,1615861000.0,1732528000.0,1732528000.0,1732528000.0,1732528000.0,1790784000.0,1790784000.0,1790784000.0,1790784000.0,1939072000.0,1939072000.0,1939072000.0,1939072000.0,1990611000.0,1990611000.0,1990611000.0,1990611000.0,2052693000.0,2052693000.0,2052693000.0,2053000000.0,2089000000.0,2089000000.0,2089000000.0,2089000000.0,2093000000.0,2093000000.0,2093000000.0,2093000000.0,2142000000.0,2142000000.0,2142000000.0,2142000000.0,1903000000.0,1903000000.0,1903000000.0,1903000000.0,1982000000.0,1982000000.0,1982000000.0,1982000000.0,2060000000.0,2060000000.0,2060000000.0,2060000000.0,2156000000.0,2156000000.0,2156000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-38525000.0,-38525000.0,72171000.0,12374000.0,12374000.0,12374000.0,-38525000.0,42951000.0,42951000.0,42951000.0,42951000.0,-28738000.0,-28738000.0,-28738000.0,-28738000.0,53578000.0,53578000.0,53578000.0,53578000.0,28914000.0,28914000.0,28914000.0,28914000.0,-96673000.0,-96673000.0,-96673000.0,-96673000.0,-221091000.0,-221091000.0,-221091000.0,-221091000.0,-272294000.0,-272294000.0,-272294000.0,-272294000.0,-134674000.0,-134674000.0,-134674000.0,-135000000.0,-171000000.0,-171000000.0,-171000000.0,-171000000.0,-154000000.0,-154000000.0,-154000000.0,-154000000.0,-61000000.0,-61000000.0,-61000000.0,-61000000.0,-96000000.0,-96000000.0,-96000000.0,-96000000.0,-180000000.0,-180000000.0,-180000000.0,-180000000.0,-172000000.0,-172000000.0,-172000000.0,-172000000.0,-274000000.0,-274000000.0,-274000000.0
AdditionalPaidInCapitalCommonStock / USD,,564728000.0,475350000.0,596358000.0,596358000.0,596358000.0,564728000.0,637686000.0,637686000.0,637686000.0,637686000.0,700826000.0,700826000.0,700826000.0,700826000.0,812573000.0,812573000.0,812573000.0,812573000.0,893055000.0,893055000.0,893055000.0,893055000.0,948340000.0,948340000.0,948340000.0,948340000.0,1000476000.0,1000476000.0,1000476000.0,1000476000.0,1030256000.0,1030256000.0,1030256000.0,1030256000.0,1040493000.0,1040493000.0,1040493000.0,1041000000.0,1134000000.0,1134000000.0,1134000000.0,1134000000.0,1182000000.0,1182000000.0,1182000000.0,1182000000.0,1239000000.0,1239000000.0,1239000000.0,1239000000.0,1270000000.0,1270000000.0,1270000000.0,1270000000.0,1310000000.0,1310000000.0,1310000000.0,1310000000.0,1355000000.0,1355000000.0,1355000000.0,1355000000.0,1399000000.0,1399000000.0,1399000000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000000.0,68000000.0,68000000.0,70000000.0,6000000.0,6000000.0,6000000.0,214000000.0,23000000.0,23000000.0,23000000.0,78000000.0,14000000.0,14000000.0,14000000.0,98000000.0,13000000.0,13000000.0,13000000.0,60000000.0,32000000.0,32000000.0,32000000.0,53000000.0,10000000.0,10000000.0,10000000.0
AdvertisingExpense / USD,,,,,,,120700000.0,,,,114600000.0,,,,123000000.0,,,,145000000.0,,,,173000000.0,,,,178000000.0,,,,169000000.0,,,,180000000.0,,,,180000000.0,,,,187000000.0,,,,241000000.0,,,,316000000.0,,,,319000000.0,,,,402000000.0,,,,519000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,53000000.0,,,,54000000.0,,,,46000000.0,,,,43000000.0,,,,36000000.0,,,,33000000.0,,,,47000000.0,,,,40000000.0,,,,46000000.0,,,,42000000.0,,,,48000000.0,,,
