fact_unit,2009-08-06,2009-10-26,2010-02-23,2010-05-06,2010-08-06,2010-11-05,2011-02-28,2011-05-09,2011-08-05,2011-11-04,2012-02-24,2012-05-04,2012-08-03,2012-11-02,2013-02-22,2013-05-03,2013-08-02,2013-11-01,2014-02-21,2014-05-07,2014-08-06,2014-11-05,2015-02-20,2015-05-08,2015-08-07,2015-11-05,2016-02-19,2016-05-05,2016-08-04,2016-11-03,2017-02-17,2017-05-04,2017-08-03,2017-11-02,2018-02-21,2018-05-03,2018-07-31,2018-10-26,2019-02-13,2019-04-26,2019-07-26,2019-10-25,2020-02-12,2020-04-24,2020-07-24,2020-10-23,2021-02-10,2021-04-30,2021-07-30,2021-10-29,2022-02-09,2022-04-29,2022-07-29,2022-10-28,2023-02-08,2023-04-28,2023-07-28,2023-10-27,2024-02-07,2024-04-26,2024-07-26,2024-10-25,2025-02-07,2025-04-25,2025-07-25,2025-10-24
AccountsPayableCurrent / USD,305950000.0,305950000.0,305950000.0,292122000.0,292122000.0,292122000.0,292122000.0,384963000.0,384963000.0,384963000.0,384963000.0,377867000.0,377867000.0,377867000.0,377867000.0,496525000.0,496525000.0,496525000.0,496525000.0,549942000.0,549942000.0,549942000.0,549900000.0,618400000.0,618400000.0,618400000.0,618400000.0,587800000.0,587800000.0,587800000.0,587800000.0,678200000.0,678200000.0,678200000.0,678200000.0,875600000.0,875600000.0,875600000.0,875600000.0,890500000.0,890500000.0,890500000.0,890500000.0,866800000.0,866800000.0,866800000.0,866800000.0,1120700000.0,1120700000.0,1120700000.0,1120700000.0,1312000000.0,1312000000.0,1312000000.0,1312000000.0,1309100000.0,1309100000.0,1309100000.0,1309100000.0,1350900000.0,1350900000.0,1350900000.0,1350900000.0,1819400000.0,1819400000.0,1819400000.0
AccountsReceivableNetCurrent / USD,515999000.0,515999000.0,515999000.0,449591000.0,449591000.0,449591000.0,449591000.0,718545000.0,718545000.0,718545000.0,718545000.0,767181000.0,767181000.0,767181000.0,767181000.0,910711000.0,910711000.0,910711000.0,910711000.0,1001012000.0,1001012000.0,1001012000.0,1001000000.0,1123700000.0,1123700000.0,1123700000.0,1123700000.0,1104600000.0,1104600000.0,1104600000.0,1104600000.0,1349300000.0,1349300000.0,1349300000.0,1349300000.0,1598600000.0,1598600000.0,1598600000.0,1598600000.0,1791800000.0,1791800000.0,1791800000.0,1791800000.0,1736400000.0,1736400000.0,1736400000.0,1736400000.0,1951600000.0,1951600000.0,1951600000.0,1951600000.0,2454800000.0,2454800000.0,2454800000.0,2454800000.0,2631300000.0,2631300000.0,2631300000.0,2631300000.0,2618400000.0,2618400000.0,2618400000.0,2618400000.0,3287900000.0,3287900000.0,3287900000.0
AccruedIncomeTaxesCurrent / USD,65846000.0,65846000.0,65846000.0,57272000.0,57272000.0,57272000.0,57272000.0,65311000.0,65311000.0,65311000.0,65311000.0,87315000.0,87315000.0,87315000.0,87315000.0,94341000.0,94341000.0,94341000.0,94341000.0,96388000.0,96388000.0,96388000.0,96400000.0,90800000.0,90800000.0,90800000.0,90800000.0,81800000.0,81800000.0,81800000.0,81800000.0,125100000.0,125100000.0,125100000.0,125100000.0,154200000.0,154200000.0,154200000.0,154200000.0,203500000.0,203500000.0,203500000.0,203500000.0,127900000.0,127900000.0,127900000.0,127900000.0,112600000.0,112600000.0,112600000.0,112600000.0,88800000.0,88800000.0,88800000.0,88800000.0,169500000.0,169500000.0,169500000.0,169500000.0,166000000.0,166000000.0,166000000.0,166000000.0,199000000.0,199000000.0,199000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,510764000.0,510764000.0,510764000.0,575187000.0,575187000.0,575187000.0,575187000.0,611008000.0,611008000.0,611008000.0,611008000.0,655869000.0,655869000.0,655869000.0,655869000.0,715895000.0,715895000.0,715895000.0,715895000.0,803954000.0,803954000.0,803954000.0,804000000.0,849600000.0,849600000.0,849600000.0,849600000.0,900900000.0,900900000.0,900900000.0,900900000.0,1007200000.0,1007200000.0,1007200000.0,1007200000.0,1200100000.0,1200100000.0,1200100000.0,1200100000.0,1314800000.0,1314800000.0,1314800000.0,1314800000.0,1487200000.0,1487200000.0,1487200000.0,1487200000.0,1738600000.0,1738600000.0,1738600000.0,1738600000.0,1961600000.0,1961600000.0,1961600000.0,1961600000.0,2019300000.0,2019300000.0,2019300000.0,2019300000.0,2261800000.0,2261800000.0,2261800000.0,2261800000.0,2464300000.0,2464300000.0,2464300000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-140591000.0,-140591000.0,-140591000.0,-100090000.0,-100090000.0,-100090000.0,-100090000.0,-84757000.0,-84757000.0,-84757000.0,-84757000.0,-120057000.0,-120057000.0,-120057000.0,-120057000.0,-117004000.0,-117004000.0,-117004000.0,-117004000.0,-54951000.0,-54951000.0,-54951000.0,-55000000.0,-205800000.0,-205800000.0,-205800000.0,-205800000.0,-349500000.0,-349500000.0,-349500000.0,-349500000.0,-469000000.0,-469000000.0,-469000000.0,-469000000.0,-201000000.0,-201000000.0,-201000000.0,-201000000.0,-390200000.0,-390200000.0,-390200000.0,-390200000.0,-430900000.0,-430900000.0,-430900000.0,-430900000.0,-278100000.0,-278100000.0,-278100000.0,-278100000.0,-286500000.0,-286500000.0,-286500000.0,-286500000.0,-535000000.0,-535000000.0,-535000000.0,-535000000.0,-533600000.0,-533600000.0,-533600000.0,-533600000.0,-716300000.0,-716300000.0,-716300000.0
AdditionalPaidInCapitalCommonStock / USD,,22746000.0,22746000.0,71368000.0,71368000.0,71368000.0,71368000.0,144855000.0,144855000.0,144855000.0,144855000.0,189166000.0,189166000.0,189166000.0,189166000.0,336683000.0,336683000.0,336683000.0,336683000.0,489930000.0,489930000.0,489768000.0,489800000.0,659400000.0,659400000.0,659400000.0,659400000.0,783300000.0,783300000.0,783300000.0,783300000.0,1020900000.0,1020900000.0,1020900000.0,1020900000.0,1249000000.0,1249000000.0,1249000000.0,1249000000.0,1433200000.0,1433200000.0,1433200000.0,1433200000.0,1683300000.0,1683300000.0,1683300000.0,1683300000.0,2068100000.0,2068100000.0,2068100000.0,2068100000.0,2409000000.0,2409000000.0,2409000000.0,2409000000.0,2650400000.0,2650400000.0,2650400000.0,2650400000.0,3101200000.0,3100600000.0,3100600000.0,3100600000.0,3601800000.0,3601800000.0,3601800000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,12444000.0,,,,16316000.0,5443000.0,11615000.0,18580000.0,20240000.0,6320000.0,13381000.0,21011000.0,25385000.0,,,,28679000.0,,,,31400000.0,,19200000.0,29400000.0,36100000.0,10100000.0,20200000.0,32100000.0,41400000.0,11600000.0,23200000.0,35500000.0,44200000.0,12100000.0,24400000.0,37100000.0,47600000.0,12700000.0,26000000.0,40400000.0,49700000.0,14400000.0,29800000.0,46400000.0,55600000.0,15400000.0,32000000.0,51000000.0,63000000.0,19100000.0,39000000.0,60200000.0,70500000.0,19700000.0,40600000.0,64200000.0,83000000.0,21700000.0,45500000.0,72400000.0,89500000.0,23800000.0,50400000.0,79900000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,16316000.0,5433000.0,11615000.0,18580000.0,20240000.0,6320000.0,13381000.0,21011000.0,25385000.0,7491000.0,15101000.0,23167000.0,28679000.0,8283000.0,17175000.0,19432000.0,31400000.0,9300000.0,19200000.0,29400000.0,36100000.0,10100000.0,20200000.0,32100000.0,41400000.0,11600000.0,23200000.0,35500000.0,44200000.0,12100000.0,24400000.0,37100000.0,47600000.0,12700000.0,26000000.0,40400000.0,49700000.0,14400000.0,29800000.0,46400000.0,55600000.0,15400000.0,32000000.0,51000000.0,63000000.0,19100000.0,39000000.0,60200000.0,70500000.0,19700000.0,40600000.0,64200000.0,83000000.0,21700000.0,45500000.0,72400000.0,89500000.0,23800000.0,50400000.0,79900000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,14982000.0,14982000.0,14982000.0,18785000.0,18785000.0,18785000.0,18785000.0,14946000.0,14946000.0,14946000.0,14946000.0,11113000.0,11113000.0,11113000.0,11113000.0,10372000.0,10372000.0,10372000.0,10372000.0,12010000.0,12010000.0,12010000.0,12000000.0,20200000.0,20200000.0,20200000.0,20200000.0,25600000.0,25600000.0,25600000.0,25600000.0,23600000.0,23600000.0,23600000.0,23600000.0,23000000.0,23000000.0,23000000.0,23000000.0,33500000.0,33500000.0,33500000.0,33500000.0,33600000.0,33600000.0,33600000.0,33600000.0,44800000.0,44800000.0,44800000.0,44800000.0,43500000.0,43500000.0,43500000.0,43500000.0,63900000.0,63900000.0,63900000.0,63900000.0,68400000.0,68400000.0,68400000.0,68400000.0,66500000.0,66500000.0,66500000.0
AmortizationOfAcquisitionCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
