fact_unit,2021-05-14,2021-08-11,2021-11-10,2022-02-25,2022-05-10,2022-08-09,2022-11-03,2023-02-21,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-10-30,2025-02-13,2025-05-08,2025-07-31,2025-10-30
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,7548000.0,,,,3700000.0,,,,428000.0,,,,36941000.0,,93427000.0,92139000.0
Liabilities / USD,4329363000.0,4329363000.0,4329363000.0,4329363000.0,14892736000.0,14892736000.0,14892736000.0,14892736000.0,84270316000.0,84270316000.0,84270316000.0,84270316000.0,200701304000.0,200701304000.0,200701304000.0,8472252000.0,12265109000.0,12265109000.0,12265109000.0
LiabilitiesAndStockholdersEquity / USD,5855414000.0,5855414000.0,5855414000.0,5855414000.0,21274425000.0,21274425000.0,21274425000.0,21274425000.0,89724873000.0,89724873000.0,89724873000.0,89724873000.0,206982953000.0,206982953000.0,206982953000.0,14753901000.0,22541951000.0,22541951000.0,22541951000.0
LiabilitiesCurrent / USD,4246855000.0,4246855000.0,4246855000.0,4246855000.0,11419035000.0,11419035000.0,11419035000.0,11419035000.0,80815293000.0,80815293000.0,80815293000.0,80815293000.0,197714131000.0,197714131000.0,197714131000.0,5485079000.0,7941320000.0,7941320000.0,7941320000.0
LongTermDebt / USD,,,,,,3384795000.0,3384795000.0,3384795000.0,3393448000.0,3393448000.0,3393448000.0,3393448000.0,2979957000.0,2979957000.0,2979957000.0,2979957000.0,4234081000.0,4234081000.0,4234081000.0
LongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,0.0,0.0
LongTermDebtNoncurrent / USD,,,0.0,0.0,3384795000.0,3384795000.0,3384795000.0,3384795000.0,3393448000.0,3393448000.0,3393448000.0,3393448000.0,2979957000.0,2979957000.0,2979957000.0,2979957000.0,4234081000.0,4234081000.0,4234081000.0
LossContingencyDamagesAwardedValue / USD,,,,,,,,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,,,
LossContingencyNewClaimsFiledNumber / class_action_case,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
NetCashProvidedByUsedInFinancingActivities / USD,432000.0,-1235000.0,1971000.0,-16605000.0,59820000.0,1434676000.0,3393411000.0,2729323000.0,-725324000.0,-3607444000.0,-4205918000.0,9976084000.0,460129000.0,-1142263000.0,-1734128000.0,-5838518000.0,1927721000.0,993988000.0,682663000.0
NetCashProvidedByUsedInInvestingActivities / USD,-5540000.0,554000.0,29863000.0,-105353000.0,-37910000.0,-337748000.0,-644415000.0,50822000.0,-691591000.0,-618620000.0,-637698000.0,-1124740000.0,-26080000.0,-12754000.0,-85117000.0,-663822000.0,-125681000.0,-144292000.0,-232969000.0
NetCashProvidedByUsedInOperatingActivities / USD,470299000.0,637638000.0,845827000.0,-80594000.0,3411765000.0,7394664000.0,7736711000.0,293548000.0,-91356000.0,-442488000.0,-839983000.0,4038172000.0,463078000.0,614202000.0,928137000.0,-1585419000.0,411485000.0,895682000.0,1592226000.0
NetIncomeLoss / USD,31973000.0,64233000.0,145532000.0,-30387000.0,771463000.0,2377812000.0,2783912000.0,322317000.0,-429659000.0,-1523313000.0,-2067948000.0,3624120000.0,-78896000.0,-176301000.0,-178566000.0,-2624949000.0,1176245000.0,1212395000.0,1287890000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,0.0,10814000.0,41012000.0,-30387000.0,301896000.0,1677909000.0,2241790000.0,108256000.0,-429659000.0,-1523313000.0,-2067948000.0,3096958000.0,-78896000.0,-176301000.0,-178566000.0,-2624949000.0,1175479000.0,1211611000.0,1287106000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,0.0,12700000.0,48046000.0,-30387000.0,387719000.0,1804860000.0,2338407000.0,127471000.0,-429659000.0,-1529497000.0,-2073343000.0,3190404000.0,-78896000.0,-176497000.0,-178566000.0,-2631179000.0,1178079000.0,1217829000.0,1296949000.0
OperatingExpenses / USD,151855000.0,296151000.0,510003000.0,579518000.0,813399000.0,2166635000.0,3186735000.0,868530000.0,1720899000.0,3573613000.0,4720436000.0,4762874000.0,896404000.0,1677890000.0,2431863000.0,5904416000.0,877109000.0,1983620000.0,3019300000.0
OperatingIncomeLoss / USD,38775000.0,80861000.0,182366000.0,-45783000.0,987713000.0,1862438000.0,2154246000.0,408951000.0,-554463000.0,-1598852000.0,-2155336000.0,3076570000.0,-123875000.0,-197450000.0,-277275000.0,-2710208000.0,760461000.0,1103578000.0,1273091000.0
OperatingLeaseLiability / USD,,,,106444000.0,,,,75778000.0,,,,14723000.0,,,,95386000.0,,187775000.0,192298000.0
OperatingLeaseLiabilityNoncurrent / USD,82508000.0,82508000.0,82508000.0,82508000.0,74078000.0,74078000.0,74078000.0,74078000.0,42044000.0,42044000.0,42044000.0,42044000.0,,,,3821000.0,85789000.0,85789000.0,85789000.0
OperatingLeaseRightOfUseAsset / USD,100845000.0,100845000.0,100845000.0,100845000.0,98385000.0,98385000.0,98385000.0,98385000.0,69357000.0,69357000.0,69357000.0,69357000.0,12737000.0,,,12737000.0,81151000.0,81151000.0,81151000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,0.0462,,,,0.0302,,,,0.0301,,,,0.0405,,0.0636,0.0636
OtherAssetsCurrent / USD,717000.0,717000.0,717000.0,717000.0,2945000.0,2945000.0,2945000.0,2945000.0,18837000.0,18837000.0,18837000.0,18837000.0,286643000.0,286643000.0,286643000.0,212540000.0,277536000.0,277536000.0,277536000.0
OtherAssetsMiscellaneousCurrent / USD,,,,,,,,,,,,,16191000.0,16191000.0,16191000.0,69262000.0,183506000.0,183506000.0,183506000.0
OtherAssetsMiscellaneousNoncurrent / USD,,,,,0.0,1463000.0,1463000.0,1463000.0,17257000.0,17257000.0,17257000.0,17257000.0,,32577000.0,32577000.0,19840000.0,33135000.0,33135000.0,33135000.0
OtherAssetsNoncurrent / USD,117240000.0,117240000.0,117240000.0,117240000.0,952307000.0,952307000.0,952307000.0,952307000.0,1401720000.0,1401720000.0,1401720000.0,354929000.0,654594000.0,654594000.0,654594000.0,375622000.0,795335000.0,421174000.0,374370000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax / USD,,,,,,,,,,,,-9651000.0,12513000.0,5532000.0,-4822000.0,-41502000.0,-6898000.0,-9683000.0,1754000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-811000.0,476000.0,3320000.0,-43000.0,-4138000.0,-3482000.0,-6688000.0,6977000.0,-495000.0,-14788000.0,-33098000.0,-9651000.0,10197000.0,4814000.0,-5507000.0,-35211000.0,-7226000.0,-10001000.0,1427000.0
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax / USD,,,,,,,,,,,,0.0,2316000.0,718000.0,685000.0,-6291000.0,328000.0,318000.0,327000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,-811000.0,476000.0,3320000.0,-43000.0,-4138000.0,-3482000.0,-6688000.0,6977000.0,-495000.0,-14788000.0,-33098000.0,-9651000.0,10197000.0,4814000.0,-5507000.0,-35211000.0,-7226000.0,-10001000.0,1427000.0
OtherLiabilitiesNoncurrent / USD,,,0.0,0.0,14828000.0,14828000.0,14828000.0,14828000.0,19531000.0,19531000.0,19531000.0,19531000.0,7216000.0,7216000.0,7216000.0,7216000.0,89708000.0,89708000.0,89708000.0
OtherNonoperatingIncomeExpense / USD,-3866000.0,-7146000.0,-5935000.0,367000.0,8953000.0,3857000.0,-10119000.0,248000.0,-32844000.0,-205368000.0,-271067000.0,-20463000.0,-20265000.0,-3701000.0,131606000.0,-265473000.0,45605000.0,-18222000.0,21883000.0
OtherOperatingActivitiesCashFlowStatement / USD,,,,,,,,,,,,5532000.0,-18327000.0,28626000.0,-2164000.0,84455000.0,-22163000.0,32782000.0,31745000.0
OtherOperatingIncomeExpenseNet / USD,,-7184000.0,-27541000.0,-46200000.0,-155887000.0,-438309000.0,-556857000.0,-124622000.0,-258627000.0,-681389000.0,-101223000.0,-477148000.0,33184000.0,14318000.0,10806000.0,-74593000.0,-2376000.0,-36759000.0,-28203000.0
OtherSundryLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,3395000.0,3919000.0,3919000.0,3919000.0
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic / USD,31973000.0,53419000.0,104520000.0,0.0,469567000.0,699903000.0,542122000.0,214061000.0,,,,527162000.0,0.0,0.0,0.0,0.0,766000.0,784000.0,784000.0
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossDiluted / USD,31973000.0,51533000.0,97486000.0,0.0,383744000.0,573503000.0,448463000.0,194846000.0,,,,439229000.0,0.0,0.0,0.0,0.0,697000.0,711000.0,714000.0
PaymentsForDerivativeInstrumentFinancingActivities / USD,,0.0,0.0,0.0,,90131000.0,90131000.0,0.0,,,,90100000.0,90100000.0,90100000.0,90100000.0,90100000.0,,,86100000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,,,,,,,,-2280000.0,6462000.0,23724000.0,50125000.0,167015000.0,15400000.0,35083000.0,72006000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,0.0,0.0,0.0,0.0,51670000.0,103136000.0,0.0,141832000.0,213133000.0,268746000.0,262794000.0,62497000.0,115392000.0,183962000.0,351867000.0,117225000.0,117225000.0,117225000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,0.0,0.0,-33615000.0,5698000.0,16525000.0,32992000.0,39405000.0,-33615000.0,186150000.0,186150000.0,186150000.0,70911000.0,,,,186150000.0,,,0.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,1e-05,,,
PreferredStockSharesAuthorized / shares,,,,,,,,,,,,,,,,500000000.0,,,
PreferredStockSharesIssued / shares,,,,,,,,,,,,,,,,0.0,,,
PreferredStockSharesOutstanding / shares,,,,,,,,,,,,,,,,0.0,,,
PreferredStockValue / USD,,,,,,,,,,,,,,,,0.0,,,
PrepaidExpenseCurrent / USD,36218000.0,36218000.0,36218000.0,36218000.0,123246000.0,123246000.0,123246000.0,123246000.0,98204000.0,98204000.0,98204000.0,98204000.0,79552000.0,79552000.0,79552000.0,79552000.0,88500000.0,88500000.0,88500000.0
ProceedsFromConvertibleDebt / USD,,0.0,0.0,0.0,,1406179000.0,1403753000.0,0.0,,,,1403753000.0,0.0,0.0,0.0,0.0,1246025000.0,1246025000.0,1246025000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,0.0,0.0,0.0,,3679000.0,3679000.0,433000.0,-20482000.0,-11497000.0,-6228000.0,24527000.0,49676000.0,76966000.0,93488000.0
ProceedsFromShortTermDebt / USD,,,,,,,,,,,,,,,,190956000.0,,,
ProceedsFromStockOptionsExercised / USD,,,1971000.0,4353000.0,59387000.0,149865000.0,174949000.0,20731000.0,16891000.0,31866000.0,40978000.0,217064000.0,8873000.0,16649000.0,27653000.0,51497000.0,,,
PropertyPlantAndEquipmentGross / USD,,,,73738000.0,,,,101476000.0,,,,256868000.0,,,,313277000.0,,,
PropertyPlantAndEquipmentNet / USD,49250000.0,49250000.0,49250000.0,49250000.0,59230000.0,59230000.0,59230000.0,59230000.0,171853000.0,171853000.0,171853000.0,171853000.0,192550000.0,192550000.0,192550000.0,192550000.0,200080000.0,200080000.0,200080000.0
RepaymentsOfLongTermDebt / USD,,,,,,,,,,,0.0,0.0,,,222664000.0,0.0,,,
RepaymentsOfShortTermDebt / USD,,,,,0.0,0.0,0.0,0.0,20000000.0,170000000.0,170000000.0,0.0,,,,191073000.0,,,
ResearchAndDevelopmentExpense / USD,47138000.0,107915000.0,181234000.0,185044000.0,184225000.0,475686000.0,831950000.0,271732000.0,570664000.0,1179913000.0,1736251000.0,1291561000.0,358031000.0,678698000.0,1001454000.0,2326354000.0,357863000.0,722121000.0,1099561000.0
RestrictedCashAndCashEquivalents / USD,,,,,,,,,,,,,,,,,37100000.0,37100000.0,37100000.0
RestrictedCashAndCashEquivalentsAtCarryingValue / USD,,,,,,,,,,,,,,20697000.0,26319000.0,25873000.0,33499000.0,34282000.0,31881000.0
RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent / pure,,,,,,0.18,0.18,0.18,0.21,0.18,0.18,0.18,0.21,0.21,0.21,0.18,,,
RestructuringCharges / USD,,,,,,0.0,0.0,0.0,0.0,42453000.0,41221000.0,0.0,144489000.0,143454000.0,142594000.0,40703000.0,,,
RetainedEarningsAccumulatedDeficit / USD,726304000.0,726304000.0,726304000.0,726304000.0,4350424000.0,4350424000.0,4350424000.0,4350424000.0,1725475000.0,1725475000.0,1725475000.0,1725475000.0,1820346000.0,1820346000.0,1820346000.0,1820346000.0,4960901000.0,4960901000.0,4960901000.0
Revenues / USD,190630000.0,377012000.0,692369000.0,533735000.0,1801112000.0,4029073000.0,5340981000.0,1277481000.0,1166436000.0,1974761000.0,2565100000.0,7839444000.0,772529000.0,1480440000.0,2154588000.0,3194208000.0,1637570000.0,3087198000.0,4292391000.0
SafeguardingAssetPlatformOperatorCryptoAsset / USD,,,,,,,,,,75413188000.0,75413188000.0,75413188000.0,192583060000.0,192583060000.0,192583060000.0,,,,
SafeguardingLiabilityPlatformOperatorCryptoAsset / USD,,,,,,,,,,75413188000.0,75413188000.0,75413188000.0,192583060000.0,192583060000.0,192583060000.0,,,,
SellingAndMarketingExpense / USD,9921000.0,21304000.0,33281000.0,24150000.0,117990000.0,313722000.0,419117000.0,56782000.0,200204000.0,341098000.0,416986000.0,663689000.0,63976000.0,147829000.0,226007000.0,510089000.0,98585000.0,263847000.0,428617000.0
ShareBasedCompensation / USD,8772000.0,21419000.0,37800000.0,31147000.0,104628000.0,293963000.0,558157000.0,70548000.0,352141000.0,743637000.0,1135078000.0,820685000.0,198860000.0,398632000.0,616785000.0,1565823000.0,224504000.0,442438000.0,690854000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,21518000.0,12744000.0,16228000.0,15777000.0,16825000.0,17629000.0,18506000.0,19205000.0,25008000.0,24542000.0,23800000.0,22560000.0,20201000.0,18996000.0,18591000.0,16795000.0,17592000.0,16483000.0,16910000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,7.75,9.59,13.91,14.9,15.91,17.04,18.19,19.25,24.58,24.87,25.12,25.43,26.19,26.45,26.35,26.36,25.99,25.72,25.71
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,38300000.0,,,,5900000000.0,,,,5900000000.0,,,,336300000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,,,,,,,,,578000.0,731000.0,814000.0,902000.0,24000.0,52000.0,71000.0,81000.0,34000.0,42000.0,44000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue / USD,2527396000.0,2527396000.0,2527396000.0,2527396000.0,8698078000.0,8698078000.0,8698078000.0,8698078000.0,504222000.0,504222000.0,504222000.0,504222000.0,4295055000.0,4295055000.0,4295055000.0,4295055000.0,5106538000.0,5106538000.0,5106538000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber / shares,63256000.0,63256000.0,63256000.0,63256000.0,37208000.0,37208000.0,37208000.0,37208000.0,31795000.0,31795000.0,31795000.0,31795000.0,28697000.0,28697000.0,28697000.0,28697000.0,22929000.0,22929000.0,22929000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice / USD/shares,14.84,14.84,14.84,14.84,18.6,18.6,18.6,18.6,23.31,23.31,23.31,23.31,25.01,25.01,25.01,25.01,25.59,25.59,25.59
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue / USD,13237287000.0,8803438000.0,7153199000.0,7293948000.0,5056991000.0,805562000.0,1229963000.0,431404000.0,1168593000.0,1233197000.0,1270146000.0,3376658000.0,4829027000.0,3719310000.0,2839868000.0,3727374000.0,2590282000.0,5353251000.0,5272092000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber / shares,45708000.0,37225000.0,34012000.0,31074000.0,30075000.0,28273000.0,27277000.0,25690000.0,25153000.0,24637000.0,23858000.0,22593000.0,20211000.0,18997000.0,18591000.0,16795000.0,17592000.0,16483000.0,16910000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice / USD/shares,14.15,16.81,17.17,17.64,22.27,22.8,23.26,23.27,24.75,24.84,25.1,25.42,26.18,26.45,26.35,26.36,25.99,25.72,25.71
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice / USD/shares,7.58,7.78,8.41,8.72,15.41,14.47,13.59,13.32,12.87,14.12,14.61,15.84,18.84,19.59,20.45,22.18,26.57,28.93,26.63
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice / USD/shares,,,,,,,,,37.62,39.79,41.14,40.9,30.36,49.66,57.74,59.9,113.11,100.51,99.16
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1 / USD,6369435000.0,3105922000.0,3465888000.0,3746507000.0,2928023000.0,547220000.0,882457000.0,351598000.0,1165967000.0,1228008000.0,1266795000.0,3371636000.0,4826583000.0,3719034000.0,2839868000.0,3727374000.0,2590282000.0,5353251000.0,5272092000.0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares / shares,,,,7936075.0,,,,14966504.0,,,,14966504.0,,,,7592673.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue / USD/shares,,,,5.47,,,,8.74,,,,8.74,,,,12.46,,,
StockIssuedDuringPeriodSharesStockOptionsExercised / shares,7918000.0,19293000.0,22272000.0,24920000.0,1099000.0,2207000.0,3012000.0,3858000.0,707000.0,1203000.0,1883000.0,3039000.0,2338000.0,3515000.0,3901000.0,5687000.0,396000.0,1496000.0,2295000.0
StockIssuedDuringPeriodValueAcquisitions / USD,417680000.0,431897000.0,31349000.0,31349000.0,417680000.0,431897000.0,509379000.0,31349000.0,314356000.0,314356000.0,314356000.0,544588000.0,44995000.0,44995000.0,44995000.0,314356000.0,,,3573092000.0
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan / USD,,,,12444000.0,,14863000.0,14863000.0,12444000.0,,14863000.0,14863000.0,12444000.0,,12381000.0,12381000.0,21622000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,36031000.0,10738000.0
StockIssuedDuringPeriodValueStockOptionsExercised / USD,485000.0,-1065000.0,1323000.0,4232000.0,39580000.0,137804000.0,181025000.0,16707000.0,18496000.0,34942000.0,45260000.0,212476000.0,9566000.0,18001000.0,29384000.0,56737000.0,44603000.0,,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,,,,,,,1000000000.0,,,1000000000.0
StockholdersEquity / USD,497086000.0,497086000.0,497086000.0,500071000.0,963584000.0,963584000.0,963584000.0,497086000.0,6381689000.0,6381689000.0,6381689000.0,963584000.0,5454557000.0,5454557000.0,5454557000.0,6381689000.0,6281649000.0,6281649000.0,6281649000.0
TemporaryEquityCarryingAmountAttributableToParent / USD,562467000.0,562467000.0,562467000.0,562467000.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
TemporaryEquityParOrStatedValuePerShare / USD/shares,1e-05,1e-05,1e-05,1e-05,,,,,,,,1e-05,1e-05,1e-05,1e-05,,1e-05,1e-05,1e-05
TemporaryEquitySharesAuthorized / shares,126605000.0,126605000.0,126605000.0,126605000.0,,,,,,,,500000000.0,500000000.0,500000000.0,500000000.0,,500000000.0,500000000.0,500000000.0
TemporaryEquitySharesIssued / shares,112878000.0,112878000.0,112878000.0,112878000.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
TemporaryEquitySharesOutstanding / shares,112878000.0,112878000.0,112878000.0,112878000.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
UnrecognizedTaxBenefits / USD,,,,6605000.0,,,,10344000.0,,,,12807000.0,,,,111019000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,,,77000.0,,,,882000.0,,,,0.0,,,,9187000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,,,,,,,0.0,,,,0.0,,,,6128000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued / USD,,,,400000.0,,,,600000.0,,,,500000.0,,,,500000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,,,3803000.0,,,,3133000.0,,,,98212000.0,,,,14462000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,,,13000.0,,,,212000.0,,,,0.0,,,,13940000.0,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,,,400000.0,,,,400000.0,,,,300000.0,,,,1600000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,,,12300000.0,,,,84900000.0,,,,114400000.0,,,,126800000.0,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,,,,,,,,,-59200000.0,-60100000.0,-40000000.0,49209000.0,-8700000.0,,,197875000.0,,,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,66957000.0,87571000.0,88140000.0,61317000.0,126996000.0,187918000.0,209052000.0,91209000.0,217472000.0,219286000.0,220856000.0,219965000.0,231489000.0,233087000.0,234479000.0,222338000.0,267945000.0,271003000.0,272239000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,66957000.0,66982000.0,67653000.0,61317000.0,79373000.0,142397000.0,165045000.0,68671000.0,217472000.0,219240000.0,220816000.0,177319000.0,231489000.0,233060000.0,234479000.0,222314000.0,242793000.0,244546000.0,245986000.0
