fact_unit,2010-08-11,2010-11-15,2011-02-08,2011-05-11,2011-08-10,2011-11-18,2012-02-08,2012-05-09,2012-08-08,2012-11-16,2013-02-05,2013-05-08,2013-08-07,2013-08-12,2013-11-15,2014-02-05,2014-05-07,2014-08-06,2014-11-14,2015-01-30,2015-05-05,2015-08-05,2015-11-13,2016-02-10,2016-05-11,2016-08-10,2016-11-15,2017-02-08,2017-05-10,2017-08-08,2017-11-13,2018-02-07,2018-05-04,2018-08-08,2018-11-09,2019-02-06,2019-05-08,2019-08-07,2019-11-19,2020-02-04,2020-05-05,2020-08-04,2020-11-12,2021-02-09,2021-05-11,2021-08-10,2021-11-16,2022-01-28,2022-02-08,2022-05-10,2022-08-09,2022-11-10,2023-02-07,2023-05-09,2023-08-08,2023-11-09,2024-02-08,2024-05-07,2024-08-06,2024-11-07,2025-02-04,2025-05-06,2025-08-05,2025-11-12
AccountsPayableCurrent / USD,44680000.0,44680000.0,44226000.0,44226000.0,44226000.0,44226000.0,62110000.0,62110000.0,62110000.0,62110000.0,74178000.0,74178000.0,74178000.0,62110000.0,74178000.0,106768000.0,106768000.0,106768000.0,106768000.0,115741000.0,115741000.0,115741000.0,115741000.0,142822000.0,142822000.0,142822000.0,142822000.0,156075000.0,156075000.0,156075000.0,156075000.0,148761000.0,148761000.0,148761000.0,148761000.0,173603000.0,173603000.0,173603000.0,173603000.0,276000000.0,276000000.0,276000000.0,276000000.0,218000000.0,218000000.0,218000000.0,218000000.0,,227000000.0,227000000.0,227000000.0,227000000.0,279000000.0,279000000.0,279000000.0,279000000.0,305000000.0,305000000.0,305000000.0,305000000.0,323000000.0,323000000.0,323000000.0,323000000.0
AccountsReceivableGross / USD,,,,,,,,,,192166000.0,,,,192166000.0,240743000.0,,,,295934000.0,,,,355398000.0,,,,447873000.0,,,,580753000.0,,,,639946000.0,,,,708984000.0,,,,1085000000.0,,,,757000000.0,,,,,821000000.0,,,,1002000000.0,,,,1261000000.0,,,,1413000000.0
AccountsReceivableNetCurrent / USD,106446000.0,106446000.0,134461000.0,134461000.0,134461000.0,134461000.0,189293000.0,189293000.0,189293000.0,189293000.0,235783000.0,235783000.0,235783000.0,189293000.0,235783000.0,290449000.0,290449000.0,290449000.0,290449000.0,351307000.0,351307000.0,351307000.0,351307000.0,444072000.0,444072000.0,444072000.0,444072000.0,576339000.0,576339000.0,576339000.0,576339000.0,636127000.0,636127000.0,636127000.0,636127000.0,704310000.0,704310000.0,704310000.0,704310000.0,1068000000.0,1068000000.0,1068000000.0,1068000000.0,720000000.0,720000000.0,720000000.0,720000000.0,,791000000.0,791000000.0,791000000.0,791000000.0,967000000.0,967000000.0,967000000.0,967000000.0,1230000000.0,1230000000.0,1230000000.0,1230000000.0,1381000000.0,1381000000.0,1381000000.0,1381000000.0
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,1000000.0,1000000.0,,,,1000000.0,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,7300000.0,,,,9400000.0,,,,7900000.0,,,,,8200000.0,,,,8000000.0,,,,3000000.0,,,,5000000.0
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,,18888000.0,,,,18888000.0,,,,18888000.0,,,,,,,,,,,,,,,,,,,,,,,,,31800000.0,,,,32700000.0,,,,43100000.0,,,,,40700000.0,,,,38000000.0,,,,41000000.0,,,,36000000.0
AccruedLiabilitiesCurrent / USD,55072000.0,55072000.0,68786000.0,68786000.0,68786000.0,68786000.0,120312000.0,120312000.0,120312000.0,129249000.0,139237000.0,139237000.0,139237000.0,129249000.0,139237000.0,184687000.0,184687000.0,184687000.0,184687000.0,230871000.0,230871000.0,230871000.0,230871000.0,271553000.0,271553000.0,271553000.0,271553000.0,344112000.0,344112000.0,344112000.0,344112000.0,335888000.0,335888000.0,335888000.0,335888000.0,351443000.0,351443000.0,351443000.0,351443000.0,675000000.0,675000000.0,675000000.0,675000000.0,773000000.0,773000000.0,773000000.0,773000000.0,,810000000.0,810000000.0,810000000.0,810000000.0,721000000.0,721000000.0,721000000.0,721000000.0,854000000.0,854000000.0,854000000.0,854000000.0,1216000000.0,1216000000.0,1216000000.0,1216000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,77499000.0,,,,94178000.0,,,,94178000.0,123185000.0,,,,153186000.0,,,,183460000.0,,,,219378000.0,,,,255106000.0,,,,292316000.0,,,,339642000.0,,,,427000000.0,,,,540000000.0,,,,,635000000.0,,,,780000000.0,,,,870000000.0,,,,1017000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-5509000.0,-5509000.0,-3800000.0,-3800000.0,-3800000.0,-3800000.0,-3277000.0,-3277000.0,-3277000.0,-3277000.0,-8051000.0,-8051000.0,-8051000.0,-3277000.0,-8051000.0,-6516000.0,-6516000.0,-6516000.0,-6516000.0,-25171000.0,-25171000.0,-25171000.0,-6516000.0,-96009000.0,-96009000.0,-96009000.0,-25171000.0,-149787000.0,-149787000.0,-149787000.0,-96009000.0,-85143000.0,-85143000.0,-85143000.0,-149787000.0,4100000.0,4100000.0,4100000.0,-85143000.0,-379000000.0,-379000000.0,-379000000.0,4000000.0,-401000000.0,-379000000.0,-379000000.0,-379000000.0,,-401000000.0,-401000000.0,-401000000.0,-401000000.0,-248000000.0,-248000000.0,-248000000.0,-248000000.0,-267000000.0,-267000000.0,-267000000.0,-267000000.0,-98000000.0,-42000000.0,-42000000.0,-42000000.0
AdditionalPaidInCapitalCommonStock / USD,388772000.0,388772000.0,419396000.0,419396000.0,419396000.0,419396000.0,464700000.0,464700000.0,464700000.0,464700000.0,553223000.0,553223000.0,553223000.0,464700000.0,553223000.0,689935000.0,689935000.0,689935000.0,689935000.0,794767000.0,794767000.0,794767000.0,794767000.0,950324000.0,950324000.0,950324000.0,950324000.0,1028972000.0,1028972000.0,1028972000.0,1028972000.0,1095319000.0,1095319000.0,1095319000.0,1095319000.0,1208742000.0,1208742000.0,1208742000.0,1208742000.0,1379000000.0,1379000000.0,1379000000.0,1379000000.0,1581000000.0,1581000000.0,1581000000.0,1581000000.0,,1830000000.0,1830000000.0,1830000000.0,1830000000.0,2113000000.0,2113000000.0,2113000000.0,2113000000.0,2440000000.0,2440000000.0,2440000000.0,2440000000.0,2819000000.0,2819000000.0,2819000000.0,2819000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,5026000.0,4002000.0,1857000.0,4054000.0,6831000.0,5782000.0,3648000.0,8535000.0,14393000.0,6693000.0,7131000.0,14262000.0,45980000.0,6693000.0,12568000.0,4175000.0,12333000.0,18849000.0,22151000.0,5764000.0,13594000.0,23435000.0,48884000.0,10681000.0,22448000.0,33819000.0,26332000.0,10020000.0,21126000.0,32707000.0,31500000.0,10533000.0,21942000.0,35460000.0,48306000.0,10533000.0,10533000.0,10533000.0,44931000.0,16000000.0,16000000.0,16000000.0,56000000.0,23000000.0,23000000.0,23000000.0,88000000.0,,43000000.0,43000000.0,43000000.0,86000000.0,35000000.0,35000000.0,35000000.0,121000000.0,24000000.0,24000000.0,24000000.0,151000000.0,26000000.0,26000000.0,26000000.0,112000000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,2873000.0,,,,2873000.0,4960000.0,,,,5485000.0,,,,4091000.0,,,,3801000.0,,,,4414000.0,,,,3819000.0,,,,4674000.0,,,,17000000.0,,,,37000000.0,,,,,30000000.0,,,,35000000.0,,,,31000000.0,,,,32000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,37000000.0,37000000.0,,,30000000.0,30000000.0,30000000.0,,36000000.0,35000000.0,35000000.0,,31000000.0,31000000.0,31000000.0,,32000000.0,32000000.0,32000000.0,
AmortizationOfFinancingCostsAndDiscounts / USD,2437000.0,3097000.0,1878000.0,3771000.0,5670000.0,3251000.0,2082000.0,4625000.0,7231000.0,7578000.0,2616000.0,5741000.0,9143000.0,7578000.0,9842000.0,3796000.0,6966000.0,8857000.0,12544000.0,3085000.0,6430000.0,9898000.0,11933000.0,3999000.0,7947000.0,11989000.0,13935000.0,3832000.0,7664000.0,11711000.0,15797000.0,4620000.0,10170000.0,15530000.0,16211000.0,5319000.0,10594000.0,16179000.0,21106000.0,6000000.0,13000000.0,20000000.0,22000000.0,8000000.0,16000000.0,25000000.0,28000000.0,,9000000.0,17000000.0,26000000.0,33000000.0,8000000.0,17000000.0,26000000.0,34000000.0,9000000.0,20000000.0,30000000.0,34000000.0,11000000.0,22000000.0,31000000.0,41000000.0
AmortizationOfIntangibleAssets / USD,10154000.0,12002000.0,4140000.0,7690000.0,11502000.0,13928000.0,4277000.0,15739000.0,28184000.0,15079000.0,12439000.0,21778000.0,33119000.0,15079000.0,40339000.0,10540000.0,20275000.0,29764000.0,44233000.0,16383000.0,33983000.0,50385000.0,45639000.0,13026000.0,24056000.0,37966000.0,63608000.0,16323000.0,34845000.0,53474000.0,54219000.0,25531000.0,47563000.0,70822000.0,77445000.0,17112000.0,34569000.0,53793000.0,89226000.0,20000000.0,42000000.0,80000000.0,72000000.0,40000000.0,86000000.0,128000000.0,135000000.0,,29000000.0,65000000.0,101000000.0,169000000.0,36000000.0,69000000.0,102000000.0,137000000.0,34000000.0,68000000.0,105000000.0,136000000.0,35000000.0,72000000.0,110000000.0,139000000.0
Assets / USD,2454440000.0,2454440000.0,2677818000.0,2677818000.0,2677818000.0,2677818000.0,4513636000.0,4513636000.0,4513636000.0,4513636000.0,5459617000.0,5459617000.0,5459617000.0,4513636000.0,5459617000.0,6148879000.0,6148879000.0,6148879000.0,6148879000.0,6756848000.0,6756848000.0,6756848000.0,6756848000.0,8303935000.0,8303935000.0,8303935000.0,8303935000.0,10726277000.0,10726277000.0,10726277000.0,10726277000.0,9975661000.0,9975661000.0,9975661000.0,9975661000.0,12197467000.0,12197467000.0,12197467000.0,12197467000.0,16255000000.0,16255000000.0,16255000000.0,16255000000.0,18395000000.0,18395000000.0,18395000000.0,18395000000.0,,19315000000.0,19315000000.0,19315000000.0,19315000000.0,18107000000.0,18107000000.0,18107000000.0,18107000000.0,19970000000.0,19970000000.0,19970000000.0,19970000000.0,25586000000.0,25586000000.0,25586000000.0,19970000000.0
AssetsCurrent / USD,494754000.0,494754000.0,583508000.0,583508000.0,583508000.0,583508000.0,870292000.0,870292000.0,870292000.0,870292000.0,1050531000.0,1050531000.0,1050531000.0,870292000.0,1050531000.0,1320495000.0,1320495000.0,1320495000.0,1320495000.0,1689576000.0,1689576000.0,1689576000.0,1689576000.0,1786587000.0,1786587000.0,1786587000.0,1786587000.0,2930697000.0,2930697000.0,2930697000.0,2930697000.0,2133552000.0,2133552000.0,2133552000.0,2133552000.0,3657287000.0,3657287000.0,3657287000.0,3657287000.0,4865000000.0,4865000000.0,4865000000.0,4865000000.0,6960000000.0,6960000000.0,6960000000.0,6960000000.0,,7030000000.0,7030000000.0,7030000000.0,7030000000.0,5649000000.0,5649000000.0,5649000000.0,5649000000.0,6738000000.0,6738000000.0,6738000000.0,6738000000.0,10029000000.0,10029000000.0,10029000000.0,10029000000.0
BuildingsAndImprovementsGross / USD,,,,,,43314000.0,,,,58692000.0,,,,58692000.0,78631000.0,,,,99115000.0,,,,114030000.0,,,,133290000.0,,,,153691000.0,,,,161990000.0,,,,171269000.0,,,,408000000.0,,,,350000000.0,,,,,409000000.0,,,,461000000.0,,,,567000000.0,,,,733000000.0
CashAndCashEquivalentsAtCarryingValue / USD,159062000.0,105946000.0,190167000.0,190167000.0,190167000.0,159062000.0,234112000.0,234112000.0,234112000.0,190167000.0,376183000.0,376183000.0,376183000.0,190167000.0,234112000.0,440524000.0,440524000.0,440524000.0,376183000.0,564740000.0,564740000.0,564740000.0,440524000.0,819548000.0,819548000.0,819548000.0,564740000.0,714033000.0,714033000.0,714033000.0,819548000.0,1586994000.0,1586994000.0,1586994000.0,714033000.0,650561000.0,2073017000.0,2073017000.0,1586994000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,2073000000.0,,4717000000.0,4717000000.0,4787000000.0,4787000000.0,3001000000.0,3001000000.0,3001000000.0,3001000000.0,,3472000000.0,3472000000.0,3472000000.0,6261000000.0,6261000000.0,6261000000.0,6261000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650561000.0,650561000.0,1586994000.0,2073000000.0,2073000000.0,2073000000.0,651000000.0,,,,,,,,4717000000.0,1467000000.0,4787000000.0,4787000000.0,4787000000.0,4717000000.0,3001000000.0,3001000000.0,3001000000.0,4787000000.0,3472000000.0,3472000000.0,3472000000.0,3001000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360446000.0,1202812000.0,-605531000.0,264000000.0,756000000.0,644000000.0,,2727000000.0,1201000000.0,3082000000.0,-606000000.0,,190000000.0,-645000000.0,-188000000.0,3250000000.0,26000000.0,-571000000.0,-979000000.0,70000000.0,287000000.0,1517000000.0,70000000.0,-1786000000.0,663000000.0,1366000000.0,-112000000.0,471000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,0.0,,,,7.65,7.65,,,,7.65,12.85,12.85,12.85,7.65,12.85,12.85,12.85,12.85,34.85,,0.0,25.0,34.85,,,,25.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,,,,46.0,,,,0.0,,,,30.0,,,,,32.5,,,,0.0,0.0,0.0,0.0,,35.0,35.0,35.0,
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0,224400000.0
CommonStockSharesIssued / shares,49448028.0,49448028.0,49928241.0,49928241.0,49928241.0,49928241.0,50829276.0,50829276.0,50829276.0,50829276.0,52157225.0,52157225.0,52157225.0,50829276.0,52157225.0,53172551.0,53172551.0,53172551.0,53172551.0,53832246.0,53832246.0,53832246.0,53832246.0,55100094.0,55100094.0,55100094.0,55100094.0,55767767.0,55767767.0,55767767.0,55767767.0,56093659.0,56093659.0,56093659.0,56093659.0,56895686.0,56895686.0,56895686.0,56895686.0,57623311.0,57623311.0,57623311.0,57623311.0,58612028.0,58612028.0,58612028.0,58612028.0,,59403100.0,59403100.0,59403100.0,59403100.0,60049685.0,60049685.0,60049685.0,60049685.0,60995513.0,60995513.0,60995513.0,60995513.0,61904833.0,61904833.0,61904833.0,61904833.0
CommonStockValue / USD,494000.0,494000.0,499000.0,499000.0,499000.0,499000.0,508000.0,508000.0,508000.0,508000.0,521000.0,521000.0,521000.0,508000.0,521000.0,532000.0,532000.0,532000.0,532000.0,538000.0,538000.0,538000.0,538000.0,551000.0,551000.0,551000.0,551000.0,558000.0,558000.0,558000.0,558000.0,561000.0,561000.0,561000.0,561000.0,569000.0,569000.0,569000.0,569000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
ComprehensiveIncomeNetOfTax / USD,114917000.0,135324000.0,-5718000.0,51265000.0,114900000.0,156948000.0,-5700000.0,51300000.0,111100000.0,165154000.0,60764000.0,144660000.0,228609000.0,165154000.0,172657000.0,76008000.0,134620000.0,213591000.0,320195000.0,92834000.0,182363000.0,192326000.0,304324000.0,74247000.0,147190000.0,272118000.0,288255000.0,129349000.0,257285000.0,390215000.0,376374000.0,129594000.0,295328000.0,480520000.0,532636000.0,338175000.0,602715000.0,789725000.0,661531000.0,111000000.0,237000000.0,363000000.0,1046000000.0,431000000.0,499000000.0,506000000.0,507000000.0,,174000000.0,321000000.0,650000000.0,677000000.0,211000000.0,537000000.0,650000000.0,833000000.0,387000000.0,703000000.0,1120000000.0,847000000.0,420000000.0,765000000.0,1198000000.0,1467000000.0
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6000000.0,6000000.0,-8000000.0,,-3000000.0,-3000000.0,-3000000.0,6000000.0,-1000000.0,-1000000.0,-1000000.0,-2000000.0,-1000000.0,-1000000.0,-1000000.0,1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0
ConstructionInProgressGross / USD,,,,,,5012000.0,,,,8250000.0,,,,8250000.0,10171000.0,,,,10895000.0,,,,12174000.0,,,,20867000.0,,,,15958000.0,,,,22037000.0,,,,31237000.0,,,,52000000.0,,,,57000000.0,,,,,61000000.0,,,,78000000.0,,,,105000000.0,,,,141000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446000.0,18446000.0,18446000.0,18446000.0,51000000.0,51000000.0,51000000.0,51000000.0,42000000.0,42000000.0,42000000.0,42000000.0,,74000000.0,74000000.0,74000000.0,72000000.0,120000000.0,120000000.0,120000000.0,120000000.0,192000000.0,192000000.0,192000000.0,192000000.0,301000000.0,301000000.0,301000000.0,301000000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18328000.0,18328000.0,18328000.0,18328000.0,44000000.0,44000000.0,44000000.0,44000000.0,36000000.0,36000000.0,36000000.0,36000000.0,,72000000.0,72000000.0,,70000000.0,,,,119000000.0,,,,191000000.0,,,,270000000.0
ContractWithCustomerAssetNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118000.0,118000.0,118000.0,118000.0,7000000.0,7000000.0,7000000.0,7000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,2000000.0,2000000.0,,2000000.0,,,,1000000.0,,,,1000000.0,,,,31000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742000.0,2742000.0,2742000.0,2742000.0,31000000.0,31000000.0,31000000.0,31000000.0,27000000.0,27000000.0,27000000.0,27000000.0,,32000000.0,32000000.0,32000000.0,30000000.0,54000000.0,54000000.0,54000000.0,54000000.0,87000000.0,87000000.0,87000000.0,87000000.0,177000000.0,177000000.0,177000000.0,177000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2742000.0,2742000.0,2742000.0,2742000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,,27000000.0,27000000.0,,25000000.0,,,,45000000.0,,,,79000000.0,,,,168000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13000000.0,13000000.0,13000000.0,13000000.0,9000000.0,9000000.0,9000000.0,9000000.0,,5000000.0,5000000.0,,5000000.0,,,,9000000.0,,,,8000000.0,,,,9000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,47000000.0,102000000.0,124000000.0,
