fact_unit,2011-06-01,2011-08-30,2011-12-05,2012-03-22,2012-06-04,2012-09-05,2012-12-11,2013-03-25,2013-06-04,2013-09-04,2013-12-05,2014-03-20,2014-06-03,2014-08-28,2014-12-04,2015-03-20,2015-06-02,2015-08-27,2015-12-03,2016-03-22,2016-05-26,2016-08-25,2016-12-01,2017-03-24,2017-06-01,2017-08-31,2017-12-07,2018-03-23,2018-05-31,2018-08-30,2018-12-04,2019-03-22,2019-05-30,2019-08-29,2019-12-05,2020-03-19,2020-05-28,2020-08-27,2020-12-03,2021-03-19,2021-05-27,2021-08-26,2021-12-02,2022-03-18,2022-05-26,2022-08-25,2022-12-01,2023-03-24,2023-06-01,2023-08-31,2023-12-07,2024-03-25,2024-05-30,2024-08-29,2024-12-05,2025-03-21,2025-06-03,2025-08-28,2025-12-04
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,400000.0,300000.0,200000.0,400000.0,300000.0,300000.0,400000.0,500000.0,1000000.0,800000.0,0.0,1200000.0,1500000.0,1100000.0,800000.0,1500000.0,1600000.0,1400000.0,1200000.0,1100000.0,1100000.0,1200000.0,1200000.0,1600000.0,1400000.0,1600000.0,1300000.0,2600000.0,2600000.0,2600000.0,1700000.0,900000.0,900000.0,800000.0,2100000.0,600000.0,600000.0,400000.0,800000.0,700000.0,300000.0,200000.0,300000.0,100000.0,100000.0,100000.0,200000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214169000.0,,,
Assets / USD,9546222000.0,9546222000.0,9546222000.0,9546222000.0,9688520000.0,9688520000.0,9688520000.0,9688520000.0,10367682000.0,10367682000.0,10367682000.0,10367682000.0,10867524000.0,10867524000.0,10867524000.0,10867524000.0,11224104000.0,11224104000.0,11208642000.0,11208642000.0,11257885000.0,11257885000.0,11257885000.0,11257885000.0,11672298000.0,11672298000.0,11672298000.0,11672298000.0,12516911000.0,12516911000.0,12516911000.0,12516911000.0,13204038000.0,13204038000.0,13204038000.0,13204038000.0,22825084000.0,22825084000.0,22825084000.0,22825084000.0,25862624000.0,25862624000.0,25862624000.0,25862624000.0,26327371000.0,26327371000.0,26327371000.0,26327371000.0,29083367000.0,29083367000.0,29083367000.0,29083367000.0,30795591000.0,30795591000.0,30795591000.0,30795591000.0,31132733000.0,31132733000.0,31132733000.0
AssetsCurrent / USD,2367825000.0,2367825000.0,2367825000.0,2367825000.0,2275074000.0,2275074000.0,2275074000.0,2275074000.0,2677113000.0,2677113000.0,2677113000.0,2677113000.0,3205607000.0,3205607000.0,3205607000.0,3205607000.0,3532609000.0,3532609000.0,3532609000.0,3532609000.0,3432410000.0,3432410000.0,3432410000.0,3432410000.0,3677771000.0,3677771000.0,3677771000.0,3677771000.0,4247852000.0,4247852000.0,4247852000.0,4247852000.0,4663020000.0,4663020000.0,4663020000.0,4663020000.0,5177868000.0,5177868000.0,5177868000.0,5177868000.0,6914219000.0,6914219000.0,6914219000.0,6914219000.0,6303843000.0,6303843000.0,6303843000.0,6303843000.0,7581009000.0,7581009000.0,7581009000.0,7581009000.0,8010724000.0,8010724000.0,8010724000.0,8010724000.0,8163925000.0,8163925000.0,8163925000.0
CapitalExpendituresIncurredButNotYetPaid / USD,25669000.0,27206000.0,24046000.0,30393000.0,35649000.0,32276000.0,44225000.0,29658000.0,39726000.0,46917000.0,40569000.0,35662000.0,54162000.0,43251000.0,32040000.0,39147000.0,25639000.0,31996000.0,34961000.0,27082000.0,38676000.0,46427000.0,37659000.0,31586000.0,40285000.0,44800000.0,46647000.0,32020000.0,47464000.0,69912000.0,75249000.0,38914000.0,66684000.0,77541000.0,79627000.0,63178000.0,91384000.0,82055000.0,96950000.0,63662000.0,93801000.0,89290000.0,100288000.0,110248000.0,93599000.0,119336000.0,98421000.0,118059000.0,141202000.0,139023000.0,152579000.0,143589000.0,160510000.0,171527000.0,140724000.0,150694000.0,128936000.0,123740000.0,111360000.0
CashAndCashEquivalentsAtCarryingValue / USD,222076000.0,222076000.0,222076000.0,377995000.0,497446000.0,497446000.0,497446000.0,222076000.0,126126000.0,126126000.0,126126000.0,497446000.0,140809000.0,140809000.0,140809000.0,126126000.0,505566000.0,505566000.0,505566000.0,140809000.0,579823000.0,579823000.0,579823000.0,505566000.0,157947000.0,157947000.0,157947000.0,579823000.0,187915000.0,187915000.0,267441000.0,267441000.0,235487000.0,235487000.0,235487000.0,235487000.0,240320000.0,240320000.0,240320000.0,240320000.0,1376577000.0,1376577000.0,1376577000.0,1376577000.0,344829000.0,344829000.0,344829000.0,344829000.0,381576000.0,381576000.0,381576000.0,381576000.0,537283000.0,537283000.0,537283000.0,537283000.0,932576000.0,932576000.0,932576000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187915000.0,157947000.0,267441000.0,267441000.0,267441000.0,187915000.0,235487000.0,235487000.0,235487000.0,267441000.0,240320000.0,240320000.0,240320000.0,235487000.0,1376577000.0,1376577000.0,1376577000.0,240320000.0,344829000.0,344829000.0,344829000.0,1376577000.0,381576000.0,381576000.0,381576000.0,344829000.0,537283000.0,537283000.0,537283000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38277000.0,29968000.0,16529000.0,-2153000.0,-6753000.0,79526000.0,35624000.0,24081000.0,40589000.0,-31954000.0,2433592000.0,2719284000.0,1959123000.0,4833000.0,-688522000.0,-1062911000.0,-887915000.0,1136257000.0,-9216000.0,-18566000.0,17902000.0,-1031748000.0,-68512000.0,-28558000.0,-16129000.0,36747000.0,183417000.0,685408000.0,-26000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,0.7525,,,,,,,,,,,,,0.22,0.22,0.22,0.22,0.22,0.44,0.66,0.88,0.25,0.5,0.75,0.88,0.26,0.52,0.78,1.0,0.29,0.58,0.87,1.04,0.32,0.64,0.96,1.16,0.36,0.72,1.08,1.28,0.42,0.84,1.26,1.44,0.55,1.1,1.65,1.68,0.59,1.18,1.77,2.2,0.59,1.18,1.77
CommonStockParOrStatedValuePerShare / USD/shares,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,,0.875,,,
CommonStockSharesAuthorized / shares,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,
CommonStockSharesIssued / shares,,,,341507000.0,,,,338089000.0,,,,327069000.0,,,,317058000.0,,,,303447000.0,,,,286694000.0,,,,275212000.0,,,,268733000.0,,,,259511000.0,,,,251936000.0,,,,240785000.0,,,,230016000.0,,,,219105000.0,,,,219663000.0,,,
CommonStockSharesOutstanding / shares,,,,341507000.0,,,,338089000.0,,,,327069000.0,,,,317058000.0,,,,303447000.0,,,,286694000.0,,,,275212000.0,,,,268733000.0,,,,259511000.0,,,,251936000.0,,,,240785000.0,,,,230016000.0,,,,219105000.0,,,,219663000.0,,,
CommonStockValue / USD,298819000.0,298819000.0,298819000.0,298819000.0,295828000.0,295828000.0,295828000.0,295828000.0,286185000.0,286185000.0,286185000.0,286185000.0,277424000.0,277424000.0,277424000.0,277424000.0,265514000.0,265514000.0,265514000.0,265514000.0,250855000.0,250855000.0,250855000.0,250855000.0,240811000.0,240811000.0,240811000.0,240811000.0,235141000.0,235141000.0,235141000.0,235141000.0,227072000.0,227072000.0,227072000.0,227072000.0,220444000.0,220444000.0,220444000.0,220444000.0,210687000.0,210687000.0,210687000.0,210687000.0,201265000.0,201265000.0,201265000.0,201265000.0,191718000.0,191718000.0,191718000.0,191718000.0,192206000.0,192206000.0,192206000.0,192206000.0,192447000.0,192447000.0,192447000.0
ComprehensiveIncomeNetOfTax / USD,,,412723000.0,344705000.0,161669000.0,312325000.0,486594000.0,641728000.0,215944000.0,427574000.0,635823000.0,781790000.0,211315000.0,457999000.0,695550000.0,954915000.0,222796000.0,474760000.0,711731000.0,1018144000.0,253993000.0,536697000.0,790219000.0,1067928000.0,295324000.0,602043000.0,837558000.0,1166600000.0,279690000.0,574678000.0,827412000.0,1251950000.0,365095000.0,772576000.0,1106961000.0,1539769000.0,385257000.0,812055000.0,1177848000.0,1590446000.0,650689000.0,1438533000.0,2013036000.0,1713528000.0,677991000.0,1315253000.0,1802527000.0,2656022000.0,552847000.0,1230913000.0,1757323000.0,2400203000.0,514985000.0,984187000.0,1259672000.0,2417224000.0,363237000.0,739299000.0,937046000.0
CooperativeAdvertisingAmount / USD,,,,9000000.0,,,,14200000.0,,,,20800000.0,,,,23600000.0,,,,31900000.0,,,,35000000.0,,,,36700000.0,,,,35900000.0,,,,33800000.0,,,,35000000.0,,,,34700000.0,,,,33400000.0,,,,34300000.0,,,,33400000.0,,,
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910642000.0,7948425000.0,12085575000.0,15203960000.0,4252214000.0,8720650000.0,13243053000.0,16249608000.0,4620909000.0,9453726000.0,14380033000.0,17821173000.0,5852757000.0,11718763000.0,17350148000.0,19264912000.0,5645296000.0,11557835000.0,17456235000.0,23027977000.0,6012989000.0,12390479000.0,18970175000.0,23407443000.0,6387358000.0,13138853000.0,20020407000.0,26024765000.0,6921872000.0,14072754000.0,21319882000.0
CreditAndDebitCardReceivablesAtCarryingValue / USD,,,,26100000.0,,,,38700000.0,,,,45200000.0,,,,44000000.0,,,,58500000.0,,,,59500000.0,,,,73900000.0,,,,90400000.0,,,,99500000.0,,,,101900000.0,,,,125300000.0,,,,133900000.0,,,,157300000.0,,,,109300000.0,,,
CurrentFederalTaxExpenseBenefit / USD,,,,173027000.0,,,,273005000.0,,,,385277000.0,,,,457370000.0,,,,530728000.0,,,,543089000.0,,,,590120000.0,,,,613009000.0,,,,426933000.0,,,,320361000.0,,,,368451000.0,,,,614207000.0,,,,472913000.0,,,,400752000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,1465000.0,,,,1269000.0,,,,1449000.0,,,,1209000.0,,,,1324000.0,,,,1245000.0,,,,1678000.0,,,,135000.0,,,,105000.0,,,,159000.0,,,,102000.0,,,,127000.0,,,,384000.0,,,,279000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,195494000.0,,,,302336000.0,,,,442998000.0,,,,536604000.0,,,,633226000.0,,,,626150000.0,,,,675819000.0,,,,702134000.0,,,,506049000.0,,,,373611000.0,,,,433768000.0,,,,714336000.0,,,,549558000.0,,,,464593000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,21002000.0,,,,28062000.0,,,,56272000.0,,,,78025000.0,,,,101174000.0,,,,81816000.0,,,,84021000.0,,,,88990000.0,,,,79011000.0,,,,53091000.0,,,,65215000.0,,,,100002000.0,,,,76261000.0,,,,63562000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100418000.0,,,,6331076000.0,,,
DebtInstrumentRedemptionPricePercentage / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,1.01,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,12412000.0,,,,42024000.0,,,,8313000.0,,,,9734000.0,,,,-16132000.0,,,,-7697000.0,,,,6410000.0,,,,11053000.0,,,,-159728000.0,,,,48262000.0,,,,45966000.0,,,,32433000.0,,,,93114000.0,,,,195529000.0,,,
DeferredFinanceCostsNoncurrentNet / USD,,,,,,,,,,,,,,,,,,,15462000.0,15462000.0,,,,18100000.0,14094000.0,14094000.0,14094000.0,14094000.0,16515000.0,16515000.0,16515000.0,16515000.0,17055000.0,17055000.0,17055000.0,17055000.0,16012000.0,16012000.0,16012000.0,16012000.0,26150000.0,26150000.0,26150000.0,26150000.0,24652000.0,24652000.0,24652000.0,24652000.0,36431000.0,36431000.0,36431000.0,36431000.0,41527000.0,41527000.0,41527000.0,41527000.0,36724000.0,36724000.0,36724000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,-49000.0,,,,,,,,,,,,,,,,,,,,,,,,-22000.0,,,,-22000.0,,,,-22000.0,,,,-38000.0,,,,-15000.0,,,,-104000.0,,,,-38000.0,,,,-24000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,10029000.0,-4860000.0,31620000.0,17180000.0,,,,54779000.0,,,,15606000.0,,,,8128000.0,,,,-30012000.0,,,,-10634000.0,,,,12125000.0,,,,12361000.0,,,,-137729000.0,,,,52333000.0,,,,55407000.0,,,,34994000.0,,,,114359000.0,,,,236032000.0,,,
DeferredIncomeTaxLiabilities / USD,,,,,,,,802254000.0,,,,814820000.0,,,,809682000.0,,,,810841000.0,,,,834040000.0,,,,844719000.0,,,,600826000.0,,,,701818000.0,,,,2915643000.0,,,,3315747000.0,,,,3556417000.0,,,,3916581000.0,,,,4080332000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609687000.0,609687000.0,609687000.0,675227000.0,675227000.0,675227000.0,675227000.0,710549000.0,710549000.0,710549000.0,710549000.0,825254000.0,825254000.0,825254000.0,825254000.0,1060906000.0,1060906000.0,1060906000.0,1060906000.0,1133784000.0,1133784000.0,1133784000.0,1133784000.0,1103701000.0,1103701000.0,1103701000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,4817000.0,,,,12755000.0,,,,7293000.0,,,,-1606000.0,,,,-13880000.0,,,,-2937000.0,,,,5715000.0,,,,1308000.0,,,,22021000.0,,,,4109000.0,,,,9456000.0,,,,2665000.0,,,,21283000.0,,,,40527000.0,,,
DeferredTaxAssetsGross / USD,,,,157481000.0,,,,146417000.0,,,,146357000.0,,,,175254000.0,,,,186828000.0,,,,195559000.0,,,,191878000.0,,,,89559000.0,,,,96564000.0,,,,2244493000.0,,,,2609275000.0,,,,2736398000.0,,,,2864676000.0,,,,2963548000.0,,,
DeferredTaxAssetsNet / USD,,,,150398000.0,,,,141536000.0,,,,144527000.0,,,,173861000.0,,,,183983000.0,,,,194085000.0,,,,191878000.0,,,,85124000.0,,,,92131000.0,,,,2240416000.0,,,,2605198000.0,,,,2731163000.0,,,,2855675000.0,,,,2946548000.0,,,
DeferredTaxAssetsOther / USD,,,,16321000.0,,,,16010000.0,,,,13914000.0,,,,3045000.0,,,,3550000.0,,,,9440000.0,,,,12591000.0,,,,3900000.0,,,,3942000.0,,,,3702000.0,,,,6823000.0,,,,16715000.0,,,,22756000.0,,,,22882000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,,,,6653000.0,,,,7851000.0,,,,9276000.0,,,,8666000.0,,,,8842000.0,,,,8200000.0,,,,7626000.0,,,,6522000.0,,,,6490000.0,,,,7556000.0,,,,9161000.0,,,,11563000.0,,,,12029000.0,,,,13441000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBonuses / USD,,,,20116000.0,,,,16686000.0,,,,15399000.0,,,,3385000.0,,,,14866000.0,,,,19902000.0,,,,15170000.0,,,,6394000.0,,,,15219000.0,,,,16721000.0,,,,46083000.0,,,,30716000.0,,,,26534000.0,,,,5356000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,,,,,,,,,,,,,12049000.0,,,,17623000.0,,,,17988000.0,,,,18908000.0,,,,13442000.0,,,,15713000.0,,,,16321000.0,,,,19495000.0,,,,16605000.0,,,,15309000.0,,,,17052000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7274000.0,,,,13112000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent / USD,,,,8581000.0,,,,11125000.0,,,,15450000.0,,,,17375000.0,,,,19360000.0,,,,20793000.0,,,,24077000.0,,,,23418000.0,,,,22668000.0,,,,401000.0,,,,650000.0,,,,552000.0,,,,473000.0,,,,306000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance / USD,,,,67634000.0,,,,70180000.0,,,,72442000.0,,,,78557000.0,,,,76197000.0,,,,72676000.0,,,,72990000.0,,,,8630000.0,,,,6869000.0,,,,5895000.0,,,,6550000.0,,,,6971000.0,,,,7514000.0,,,,8732000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,7083000.0,,,,4881000.0,,,,1830000.0,,,,1393000.0,,,,2845000.0,,,,1474000.0,,,,4435000.0,,,,4435000.0,,,,4433000.0,,,,4077000.0,,,,4077000.0,,,,5235000.0,,,,9001000.0,,,,17000000.0,,,
DeferredTaxLiabilities / USD,,,,785817000.0,,,,660718000.0,,,,670293000.0,,,,635821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133784000.0,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts / USD,,,,,,,,49345000.0,,,,67246000.0,,,,64481000.0,,,,73188000.0,,,,72456000.0,,,,65844000.0,,,,46244000.0,,,,56221000.0,,,,59075000.0,,,,74985000.0,,,,68780000.0,,,,176798000.0,,,,199603000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,,,,,435611000.0,,,,435529000.0,,,,433130000.0,,,,433328000.0,,,,433548000.0,,,,434045000.0,,,,269820000.0,,,,308793000.0,,,,310862000.0,,,,312258000.0,,,,310011000.0,,,,307734000.0,,,,306915000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143996000.0,,,,2143996000.0,,,,2433195000.0,,,,2588709000.0,,,,2728507000.0,,,,2815466000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,3551000.0,,,,3539000.0,,,,4498000.0,,,,4427000.0,,,,1794000.0,,,,7417000.0,,,,10400000.0,,,,6672000.0,,,,1590000.0,,,,697000.0,,,,498000.0,,,,1353000.0,,,,1204000.0,,,,1751000.0,,,
DeferredTaxLiabilitiesPrepaidExpenses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,22875000.0,,,,22875000.0,,,,12639000.0,,,,11933000.0,,,,13532000.0,,,,15278000.0,,,,17870000.0,,,,20275000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,222757000.0,,,,287447000.0,,,,294204000.0,,,,307644000.0,,,,302531000.0,,,,320619000.0,,,,334430000.0,,,,255215000.0,,,,322575000.0,,,,389080000.0,,,,481279000.0,,,,572286000.0,,,,684468000.0,,,,736322000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,8400000.0,,,,9500000.0,,,,10900000.0,,,,11900000.0,,,,13000000.0,,,,13700000.0,,,,15000000.0,,,,16000000.0,,,,17500000.0,,,,20200000.0,,,,25000000.0,,,,30100000.0,,,,34000000.0,,,,35700000.0,,,
Depreciation / USD,,,,201100000.0,,,,215700000.0,,,,243700000.0,,,,277200000.0,,,,315300000.0,,,,335900000.0,,,,350600000.0,,,,378300000.0,,,,403300000.0,,,,454100000.0,,,,500400000.0,,,,569300000.0,,,,635900000.0,,,,717800000.0,,,
DepreciationDepletionAndAmortization / USD,63252000.0,126156000.0,189739000.0,256771000.0,67486000.0,135871000.0,204771000.0,254927000.0,72271000.0,146260000.0,222398000.0,275408000.0,80493000.0,163237000.0,247672000.0,302911000.0,84158000.0,169498000.0,255759000.0,332837000.0,87152000.0,174734000.0,263287000.0,342353000.0,92324000.0,186942000.0,282386000.0,352431000.0,98586000.0,197616000.0,298571000.0,379931000.0,109335000.0,221511000.0,336363000.0,404231000.0,122485000.0,245908000.0,372378000.0,454134000.0,137655000.0,278617000.0,424466000.0,504804000.0,154146000.0,312682000.0,474945000.0,574237000.0,172563000.0,349722000.0,532514000.0,641316000.0,201907000.0,410287000.0,625817000.0,724877000.0,232286000.0,471079000.0,718093000.0
DividendsCash / USD,,,,,,,,,,,,,,,,,,,,258328000.0,,,,258328000.0,,,,258328000.0,,,,281147000.0,77657000.0,154748000.0,231267000.0,282941000.0,82756000.0,165147000.0,246787000.0,306562000.0,90617000.0,180276000.0,268638000.0,327578000.0,99832000.0,198136000.0,295449000.0,355934000.0,125262000.0,249468000.0,372428000.0,392217000.0,129402000.0,258904000.0,388400000.0,493732000.0,129736000.0,259483000.0,389240000.0
