fact_unit,2009-11-04,2010-02-03,2010-05-05,2010-08-25,2010-11-08,2011-02-09,2011-05-11,2011-08-19,2011-11-09,2012-02-08,2012-05-09,2012-08-22,2012-11-07,2013-02-05,2013-05-07,2013-08-22,2013-11-06,2014-02-05,2014-05-06,2014-08-15,2014-11-06,2015-02-04,2015-05-06,2015-08-14,2015-11-04,2016-02-03,2016-05-04,2016-08-19,2016-11-09,2017-02-08,2017-05-10,2017-08-18,2017-11-09,2018-02-07,2018-05-09,2018-08-16,2018-11-08,2019-02-07,2019-05-09,2019-08-15,2019-11-07,2020-02-06,2020-05-06,2020-08-13,2020-11-04,2021-02-04,2021-05-06,2021-08-19,2021-11-12,2022-02-10,2022-05-12,2022-08-18,2022-11-10,2023-02-09,2023-05-11,2023-08-17,2023-11-09,2024-02-08,2024-05-09,2024-08-15,2024-11-07,2025-02-06,2025-05-08,2025-08-14,2025-11-06
AccountsPayableCurrent / USD,103029000.0,103029000.0,103029000.0,103029000.0,105569000.0,105569000.0,105569000.0,105569000.0,118612000.0,118612000.0,118612000.0,118612000.0,155387000.0,155387000.0,155387000.0,155387000.0,178857000.0,178857000.0,178857000.0,178857000.0,153900000.0,153900000.0,153900000.0,153900000.0,222800000.0,222800000.0,222800000.0,222800000.0,186700000.0,186700000.0,186700000.0,186700000.0,194600000.0,186700000.0,194600000.0,194600000.0,264300000.0,264300000.0,264300000.0,264300000.0,243600000.0,243600000.0,243600000.0,243600000.0,130800000.0,130800000.0,130800000.0,130800000.0,445200000.0,445200000.0,445200000.0,445200000.0,520700000.0,520700000.0,520700000.0,520700000.0,416900000.0,416900000.0,416900000.0,416900000.0,452200000.0,452200000.0,452200000.0,452200000.0,456100000.0
AccountsReceivableNetCurrent / USD,108707000.0,108707000.0,108707000.0,108707000.0,109068000.0,109068000.0,109068000.0,109068000.0,142898000.0,142898000.0,142898000.0,142898000.0,174462000.0,174462000.0,174462000.0,174462000.0,175477000.0,175477000.0,175477000.0,175477000.0,198600000.0,198600000.0,198600000.0,198600000.0,219500000.0,219500000.0,219500000.0,219500000.0,245200000.0,245200000.0,245200000.0,245200000.0,268000000.0,245200000.0,268000000.0,268000000.0,314100000.0,314100000.0,314100000.0,314100000.0,298100000.0,298100000.0,298100000.0,298100000.0,193300000.0,193300000.0,193300000.0,193300000.0,200200000.0,200200000.0,200200000.0,200200000.0,252300000.0,252300000.0,252300000.0,252300000.0,211500000.0,211500000.0,211500000.0,211500000.0,228200000.0,228200000.0,228200000.0,228200000.0,239300000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19300000.0,33400000.0,43600000.0,,,50300000.0,,,,,52900000.0,100500000.0,100500000.0,100500000.0,100500000.0,52000000.0,52000000.0,52000000.0,52000000.0,,,,35800000.0,,,,41800000.0,,,,49700000.0,
AccruedLiabilitiesCurrent / USD,348619000.0,348619000.0,348619000.0,348619000.0,422725000.0,422725000.0,422725000.0,422725000.0,473610000.0,473610000.0,473610000.0,473610000.0,540398000.0,540398000.0,540398000.0,540398000.0,543153000.0,543153000.0,543153000.0,543153000.0,518700000.0,518700000.0,518700000.0,518700000.0,600600000.0,600600000.0,600600000.0,600600000.0,625000000.0,625000000.0,625000000.0,625000000.0,559200000.0,625000000.0,559200000.0,559200000.0,673200000.0,673200000.0,622900000.0,673200000.0,673600000.0,673600000.0,673600000.0,673600000.0,410500000.0,410500000.0,410500000.0,511000000.0,609200000.0,609200000.0,609200000.0,661200000.0,628200000.0,628200000.0,628200000.0,628200000.0,547100000.0,547100000.0,547100000.0,547100000.0,656300000.0,656300000.0,656300000.0,656300000.0,736900000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33600000.0,
AccruedRentCurrent / USD,,,,29324000.0,,,,35637000.0,,,,34833000.0,,,,37834000.0,,,,39984000.0,,,,50900000.0,,,,47800000.0,,,,45200000.0,,45200000.0,,45500000.0,,,,53900000.0,,,,67300000.0,,,,13700000.0,,,,20000000.0,,,,18900000.0,,,,18400000.0,,,,17500000.0,
AccruedRentNoncurrent / USD,,,,112296000.0,,,,111126000.0,,,,116032000.0,,,,116302000.0,,,,117502000.0,,,,135200000.0,,,,122400000.0,,,,172900000.0,,172900000.0,,204200000.0,,,,200700000.0,,,,221600000.0,,,,70500000.0,,,,62200000.0,,,,46000000.0,,,,40200000.0,,,,32200000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,3851000.0,3851000.0,3851000.0,3851000.0,29395000.0,29395000.0,29395000.0,29395000.0,54911000.0,54911000.0,54911000.0,54911000.0,50475000.0,50475000.0,50475000.0,50475000.0,50475000.0,50475000.0,50475000.0,50475000.0,-12200000.0,-12200000.0,-12200000.0,-12200000.0,-8700000.0,-8700000.0,-77700000.0,-77700000.0,-72900000.0,-72900000.0,-72900000.0,-72900000.0,-86900000.0,-72900000.0,-86900000.0,-86900000.0,-82800000.0,-82800000.0,-82800000.0,-82800000.0,-83200000.0,-83200000.0,-83200000.0,-83200000.0,-92200000.0,-92200000.0,-92200000.0,-92200000.0,-72000000.0,-72000000.0,-72000000.0,-72000000.0,-170900000.0,-170900000.0,-170900000.0,-170900000.0,-189900000.0,-189900000.0,-189900000.0,-189900000.0,-145900000.0,-145900000.0,-145900000.0,-145900000.0,-261200000.0
AdditionalPaidInCapital / USD,1189060000.0,1189060000.0,1189060000.0,1189060000.0,1502982000.0,1502982000.0,1502982000.0,1502982000.0,2000426000.0,2000426000.0,2000426000.0,2000426000.0,2327055000.0,2327055000.0,2327055000.0,2327055000.0,2520469000.0,2520469000.0,2520469000.0,2520469000.0,2646100000.0,2646100000.0,2646100000.0,2646100000.0,2754400000.0,2754400000.0,2754400000.0,2754400000.0,2857100000.0,2857100000.0,2857100000.0,2857100000.0,2978300000.0,2857100000.0,2978300000.0,2978300000.0,3205500000.0,3205500000.0,3205500000.0,3205500000.0,3302100000.0,3302100000.0,3302100000.0,3302100000.0,3358500000.0,3358500000.0,3358500000.0,3358500000.0,3487000000.0,3487000000.0,3487000000.0,3487000000.0,3620200000.0,3620200000.0,3620200000.0,3620200000.0,3682200000.0,3682200000.0,3682200000.0,3682200000.0,3762700000.0,3762700000.0,3762700000.0,3762700000.0,3673700000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,66979000.0,18968000.0,38888000.0,58942000.0,67542000.0,22342000.0,47323000.0,71367000.0,81420000.0,24606000.0,51592000.0,79086000.0,95830000.0,28533000.0,59026000.0,89209000.0,107511000.0,27300000.0,52800000.0,78600000.0,120500000.0,24600000.0,47100000.0,71500000.0,104900000.0,22900000.0,44500000.0,65700000.0,94400000.0,16000000.0,94400000.0,56800000.0,95300000.0,23300000.0,23300000.0,23300000.0,76100000.0,22400000.0,22400000.0,22400000.0,88100000.0,26700000.0,26800000.0,26800000.0,88000000.0,14600000.0,14600000.0,14600000.0,66900000.0,19900000.0,19900000.0,19900000.0,74900000.0,15100000.0,15100000.0,15100000.0,89400000.0,19700000.0,19700000.0,19700000.0,78800000.0,19100000.0
AdvertisingExpense / USD,,,,57380000.0,,,,50078000.0,,,,61241000.0,,,,74988000.0,,,,89159000.0,,,,102700000.0,,,,130100000.0,,,,160900000.0,,160900000.0,,202200000.0,,,,178300000.0,,,,228400000.0,,,,247100000.0,,,,238000000.0,,,,395200000.0,,,,551600000.0,,,,570700000.0,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,28533000.0,59026000.0,89209000.0,107511000.0,27300000.0,52800000.0,78600000.0,120500000.0,24600000.0,47100000.0,71500000.0,104900000.0,22900000.0,44500000.0,65700000.0,94400000.0,16000000.0,94400000.0,56800000.0,95300000.0,23300000.0,44000000.0,66800000.0,76100000.0,22400000.0,43900000.0,67400000.0,88100000.0,26800000.0,43600000.0,56800000.0,88000000.0,14600000.0,32000000.0,53100000.0,66900000.0,19900000.0,41900000.0,64900000.0,74900000.0,15100000.0,34800000.0,55700000.0,89400000.0,19700000.0,42200000.0,65800000.0,78800000.0,19100000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,6347000.0,6347000.0,6347000.0,6347000.0,6965000.0,6965000.0,6965000.0,6965000.0,9544000.0,9544000.0,9544000.0,9544000.0,9813000.0,9813000.0,9813000.0,9813000.0,1138000.0,1138000.0,1138000.0,1138000.0,1400000.0,1400000.0,1400000.0,1400000.0,3100000.0,3100000.0,3100000.0,3100000.0,2200000.0,2200000.0,2200000.0,2200000.0,1900000.0,2200000.0,1900000.0,1900000.0,1500000.0,1500000.0,1500000.0,1500000.0,4400000.0,4400000.0,4400000.0,4400000.0,15900000.0,15900000.0,15900000.0,15900000.0,4200000.0,4200000.0,4200000.0,4200000.0,3700000.0,3700000.0,3700000.0,3700000.0,5800000.0,5800000.0,5800000.0,5800000.0,6900000.0,6900000.0,6900000.0,6900000.0,5700000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000.0,6600000.0,1700000.0,3300000.0,4900000.0,6500000.0,1600000.0,3200000.0,4900000.0,6500000.0,1600000.0
