fact_unit,2013-08-07,2013-11-05,2014-02-14,2014-05-08,2014-08-07,2014-11-04,2015-02-05,2015-05-05,2015-08-05,2015-10-28,2016-02-04,2016-05-04,2016-08-03,2016-11-01,2017-02-07,2017-05-03,2017-08-03,2017-11-02,2018-02-07,2018-05-03,2018-08-02,2018-10-31,2019-02-07,2019-05-02,2019-08-01,2019-10-31,2020-02-06,2020-04-30,2020-07-30,2020-10-29,2021-02-04,2021-04-29,2021-07-29,2021-10-28,2022-02-03,2022-05-05,2022-08-04,2022-11-03,2023-02-02,2023-03-15,2023-03-24,2023-05-04,2023-08-03,2023-11-02,2024-02-08,2024-03-27,2024-05-02,2024-08-01,2024-10-31,2025-02-06,2025-03-20,2025-05-01,2025-07-31,2025-10-30
AmortizationOfIntangibleAssets / USD,,,76000000.0,42000000.0,1472000000.0,1472000000.0,69000000.0,,,115000000.0,76000000.0,82000000.0,164000000.0,245000000.0,151000000.0,70000000.0,142000000.0,206000000.0,160000000.0,69000000.0,142000000.0,215000000.0,,77000000.0,156000000.0,235000000.0,,70000000.0,141000000.0,236000000.0,,159000000.0,314000000.0,469000000.0,388000000.0,153000000.0,306000000.0,459000000.0,622000000.0,,,150000000.0,301000000.0,492000000.0,610000000.0,,254000000.0,506000000.0,759000000.0,749000000.0,,253000000.0,506000000.0,756000000.0
AmountOfDeferredCostsRelatedToLongTermContracts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,,,,
Assets / USD,10.0,1329010.0,37215000000.0,64818000000.0,64818000000.0,64818000000.0,64422000000.0,68279000000.0,68253000000.0,68253000000.0,68254000000.0,77987000000.0,77987000000.0,77987000000.0,77987000000.0,82003000000.0,82003000000.0,82003000000.0,82003000000.0,78264000000.0,78264000000.0,78264000000.0,78264000000.0,92791000000.0,92791000000.0,92791000000.0,92791000000.0,94493000000.0,94493000000.0,94493000000.0,94493000000.0,126200000000.0,126200000000.0,126200000000.0,126200000000.0,193502000000.0,193502000000.0,193502000000.0,193502000000.0,,,194338000000.0,194338000000.0,194338000000.0,194338000000.0,,136084000000.0,136084000000.0,136084000000.0,136084000000.0,,139428000000.0,139428000000.0,139428000000.0
AssetsCurrent / USD,10.0,10.0,33750000000.0,44259000000.0,44259000000.0,44259000000.0,44269000000.0,50245000000.0,50219000000.0,50219000000.0,50232000000.0,53313000000.0,53313000000.0,53313000000.0,53313000000.0,57133000000.0,57133000000.0,57133000000.0,57133000000.0,53562000000.0,53562000000.0,53562000000.0,53562000000.0,66692000000.0,66692000000.0,66692000000.0,66692000000.0,67979000000.0,67979000000.0,67979000000.0,67979000000.0,87219000000.0,87219000000.0,87219000000.0,87219000000.0,154300000000.0,154300000000.0,154300000000.0,154300000000.0,,,156947000000.0,156947000000.0,156947000000.0,156947000000.0,,84973000000.0,84973000000.0,84973000000.0,84973000000.0,,89095000000.0,89095000000.0,89095000000.0
AssetsNet / USD,,,3677000000.0,,,,12703000000.0,,,,12557000000.0,,,,14875000000.0,,,,15790000000.0,,,,16985000000.0,,,,17231000000.0,,,,17286000000.0,,,,19534000000.0,,,,22748000000.0,,,,,,22761000000.0,,,,,25786000000.0,,,,
BusinessCombinationAcquisitionRelatedCosts / USD,,,16000000.0,18000000.0,26000000.0,32000000.0,19000000.0,25000000.0,62000000.0,102000000.0,143000000.0,19000000.0,26000000.0,34000000.0,129000000.0,27000000.0,47000000.0,61000000.0,88000000.0,14000000.0,23000000.0,27000000.0,80000000.0,12000000.0,27000000.0,33000000.0,36000000.0,0.0,1000000.0,1000000.0,34000000.0,12000000.0,14000000.0,90000000.0,2000000.0,18000000.0,28000000.0,42000000.0,105000000.0,,,9000000.0,62000000.0,81000000.0,102000000.0,,21000000.0,46000000.0,201000000.0,93000000.0,,36000000.0,51000000.0,88000000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,81000000.0,,,,89000000.0,,,,113000000.0,,,,135000000.0,,,,160000000.0,,,,175000000.0,,,,190000000.0,,,,,,213000000.0,,,,,247000000.0,,,,
CapitalizedComputerSoftwareNet / USD,,,65000000.0,,,,102000000.0,,,,141000000.0,,,,171000000.0,,,,207000000.0,,,,269000000.0,,,,298000000.0,,,,301000000.0,,,,329000000.0,,,,361000000.0,,,,,,501000000.0,,,,,535000000.0,,,,
CashAndCashEquivalentsAtCarryingValue / USD,10.0,10.0,622000000.0,1612000000.0,1612000000.0,1612000000.0,823000000.0,964000000.0,2057000000.0,961000000.0,1612000000.0,752000000.0,678000000.0,687000000.0,961000000.0,627000000.0,627000000.0,627000000.0,1278000000.0,535000000.0,535000000.0,535000000.0,,724000000.0,724000000.0,724000000.0,,841000000.0,841000000.0,841000000.0,,583000000.0,583000000.0,583000000.0,,562000000.0,602000000.0,618000000.0,,,,638000000.0,830000000.0,1183000000.0,1799000000.0,,2069000000.0,2877000000.0,837000000.0,1799000000.0,,863000000.0,885000000.0,755000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,1350000000.0,1350000000.0,1350000000.0,1547000000.0,1568000000.0,1568000000.0,1568000000.0,1350000000.0,1872000000.0,1872000000.0,1872000000.0,1568000000.0,2188000000.0,2188000000.0,2188000000.0,64592000000.0,83619000000.0,83619000000.0,83619000000.0,65091000000.0,,,147976000000.0,147976000000.0,147976000000.0,83619000000.0,,150343000000.0,150343000000.0,150343000000.0,147976000000.0,,80750000000.0,80750000000.0,80750000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,17000000.0,81000000.0,92000000.0,-197000000.0,90000000.0,112000000.0,94000000.0,218000000.0,19000000.0,199000000.0,117000000.0,304000000.0,-202000000.0,93000000.0,-177000000.0,499000000.0,2065000000.0,8413000000.0,24617000000.0,18528000000.0,,,15315000000.0,23787000000.0,16433000000.0,64357000000.0,,-39652000000.0,-54931000000.0,-69548000000.0,2367000000.0,,-4259000000.0,1886000000.0,392000000.0
CashSurrenderValueOfLifeInsurance / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,,,,58000000.0,,,,60000000.0,,,,61000000.0,,,,,,64000000.0,,,,,60000000.0,,,,
CommercialPaper / USD,,,0.0,1080000000.0,1080000000.0,1080000000.0,1080000000.0,905000000.0,905000000.0,905000000.0,2600000000.0,2591000000.0,2591000000.0,2591000000.0,2591000000.0,1642000000.0,1642000000.0,1642000000.0,1642000000.0,1233000000.0,1233000000.0,1233000000.0,1233000000.0,951000000.0,951000000.0,951000000.0,951000000.0,1311000000.0,1311000000.0,1311000000.0,1311000000.0,2405000000.0,2405000000.0,2405000000.0,2405000000.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,,,,,0.0,0.0,,1954000000.0,1954000000.0,1954000000.0,1954000000.0,,529000000.0,529000000.0,529000000.0
CommonStockCapitalSharesReservedForFutureIssuance / shares,,,5100000.0,,,,4400000.0,,,,3500000.0,,,,14300000.0,,,,39700000.0,,,,36600000.0,,,,34200000.0,,,,33600000.0,,,,31600000.0,,,,40200000.0,,,,,,37800000.0,,,,,36200000.0,,,,
CommonStockDividendsPerShareDeclared / USD/shares,,,0.0,,,,0.0,,,,0.65,,,,0.52,,,,0.13,,,,0.17,,,,0.2,,,,0.24,,,,0.275,,,,0.3,,,,,,0.33,,,,1.26,0.38,,0.45,0.9,1.35
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,100.0,100.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,2500000000.0,1500000000.0,1500000000.0,1500000000.0,2500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,,,1500000000.0,1500000000.0,1500000000.0,1500000000.0,,1500000000.0,1500000000.0,1500000000.0,1500000000.0,,1500000000.0,1500000000.0,1500000000.0
CommonStockSharesIssued / shares,1.0,1.0,80000000.0,115000000.0,115000000.0,115000000.0,115000000.0,116000000.0,116000000.0,116000000.0,116000000.0,126000000.0,126000000.0,126000000.0,628000000.0,596000000.0,596000000.0,596000000.0,596000000.0,600000000.0,600000000.0,600000000.0,600000000.0,604000000.0,604000000.0,604000000.0,604000000.0,607000000.0,607000000.0,607000000.0,607000000.0,629000000.0,629000000.0,629000000.0,629000000.0,631000000.0,631000000.0,631000000.0,631000000.0,,,634000000.0,634000000.0,634000000.0,634000000.0,,649000000.0,649000000.0,649000000.0,649000000.0,,651000000.0,651000000.0,651000000.0
CommonStockSharesOutstanding / shares,1.0,1.0,73000000.0,115000000.0,115000000.0,115000000.0,115000000.0,113000000.0,113000000.0,113000000.0,113000000.0,119000000.0,119000000.0,119000000.0,594000000.0,595000000.0,595000000.0,595000000.0,595000000.0,583000000.0,583000000.0,583000000.0,583000000.0,569000000.0,569000000.0,569000000.0,569000000.0,554000000.0,554000000.0,554000000.0,554000000.0,561000000.0,561000000.0,561000000.0,561000000.0,561000000.0,561000000.0,561000000.0,561000000.0,,,559000000.0,559000000.0,559000000.0,559000000.0,,573000000.0,573000000.0,573000000.0,573000000.0,,574000000.0,574000000.0,574000000.0
CommonStockValue / USD,1.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,,7000000.0,7000000.0,7000000.0
CommunicationsAndInformationTechnology / USD,,,,,,,,,,,,,,,,,,,,,195000000.0,294000000.0,374000000.0,105000000.0,213000000.0,320000000.0,397000000.0,107000000.0,220000000.0,346000000.0,432000000.0,131000000.0,257000000.0,388000000.0,469000000.0,162000000.0,327000000.0,495000000.0,549000000.0,,,175000000.0,344000000.0,513000000.0,666000000.0,,172000000.0,345000000.0,529000000.0,683000000.0,,205000000.0,419000000.0,631000000.0
ComprehensiveIncomeNetOfTax / USD,,,451000000.0,77000000.0,183000000.0,365000000.0,521000000.0,366000000.0,710000000.0,578000000.0,431000000.0,208000000.0,576000000.0,759000000.0,810000000.0,349000000.0,656000000.0,942000000.0,1132000000.0,420000000.0,899000000.0,1315000000.0,1274000000.0,497000000.0,877000000.0,1326000000.0,2647000000.0,509000000.0,962000000.0,1452000000.0,1896000000.0,560000000.0,1095000000.0,1533000000.0,2005000000.0,654000000.0,1916000000.0,2517000000.0,2140000000.0,,,632000000.0,1103000000.0,814000000.0,4054000000.0,,671000000.0,1501000000.0,1995000000.0,1311000000.0,,756000000.0,1384000000.0,2099000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,-12000000.0,-2000000.0,-6000000.0,-10000000.0,-10000000.0,-13000000.0,-22000000.0,-29000000.0,-16000000.0,-8000000.0,-14000000.0,-18000000.0,-35000000.0,8000000.0,14000000.0,20000000.0,21000000.0,8000000.0,16000000.0,22000000.0,27000000.0,10000000.0,17000000.0,24000000.0,28000000.0,8000000.0,14000000.0,22000000.0,32000000.0,8000000.0,13000000.0,17000000.0,27000000.0,4000000.0,5000000.0,9000000.0,19000000.0,,,10000000.0,21000000.0,37000000.0,11000000.0,,19000000.0,35000000.0,53000000.0,52000000.0,,16000000.0,23000000.0,37000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,463000000.0,79000000.0,189000000.0,375000000.0,531000000.0,379000000.0,732000000.0,607000000.0,447000000.0,216000000.0,590000000.0,777000000.0,845000000.0,357000000.0,670000000.0,962000000.0,1153000000.0,428000000.0,915000000.0,1337000000.0,1301000000.0,507000000.0,894000000.0,1350000000.0,2675000000.0,517000000.0,976000000.0,1474000000.0,1928000000.0,568000000.0,1108000000.0,1550000000.0,2032000000.0,658000000.0,1921000000.0,2526000000.0,2159000000.0,,,642000000.0,1124000000.0,851000000.0,4065000000.0,,690000000.0,1536000000.0,2048000000.0,1363000000.0,,772000000.0,1407000000.0,2136000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000.0,80000000.0,80000000.0,80000000.0,,87000000.0,87000000.0,87000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,194000000.0,198000000.0,198000000.0,216000000.0,216000000.0,216000000.0,216000000.0,217000000.0,217000000.0,217000000.0,217000000.0,201000000.0,201000000.0,201000000.0,201000000.0,259000000.0,259000000.0,259000000.0,259000000.0,,,284000000.0,284000000.0,284000000.0,284000000.0,,254000000.0,254000000.0,254000000.0,254000000.0,,307000000.0,307000000.0,307000000.0
ContractWithCustomerLiabilityChangeInTimeframePerformanceObligationSatisfiedRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,79000000.0,87000000.0,100000000.0,49000000.0,77000000.0,98000000.0,114000000.0,45000000.0,61000000.0,94000000.0,122000000.0,44000000.0,72000000.0,92000000.0,123000000.0,62000000.0,98000000.0,128000000.0,152000000.0,,,73000000.0,119000000.0,144000000.0,195000000.0,,67000000.0,103000000.0,127000000.0,167000000.0,,84000000.0,130000000.0,169000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,125000000.0,125000000.0,125000000.0,135000000.0,135000000.0,135000000.0,125000000.0,129000000.0,129000000.0,129000000.0,129000000.0,158000000.0,158000000.0,158000000.0,158000000.0,194000000.0,194000000.0,194000000.0,194000000.0,,,170000000.0,170000000.0,170000000.0,170000000.0,,200000000.0,200000000.0,200000000.0,200000000.0,,236000000.0,236000000.0,236000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,91000000.0,91000000.0,91000000.0,86000000.0,87000000.0,85000000.0,91000000.0,81000000.0,82000000.0,93000000.0,72000000.0,111000000.0,110000000.0,100000000.0,101000000.0,106000000.0,102000000.0,95000000.0,90000000.0,,,99000000.0,92000000.0,115000000.0,84000000.0,,110000000.0,105000000.0,100000000.0,107000000.0,,91000000.0,92000000.0,86000000.0
CurrentFederalTaxExpenseBenefit / USD,,,93000000.0,,,,89000000.0,,,,57000000.0,,,,151000000.0,,,,250000000.0,,,,258000000.0,,,,266000000.0,,,,140000000.0,,,,189000000.0,,,,166000000.0,,,,,,533000000.0,,,,,366000000.0,,,,
CurrentForeignTaxExpenseBenefit / USD,,,127000000.0,,,,134000000.0,,,,137000000.0,,,,169000000.0,,,,170000000.0,,,,203000000.0,,,,268000000.0,,,,226000000.0,,,,241000000.0,,,,264000000.0,,,,,,292000000.0,,,,,331000000.0,,,,
CurrentIncomeTaxExpenseBenefit / USD,,,241000000.0,,,,252000000.0,,,,219000000.0,,,,381000000.0,,,,466000000.0,,,,466000000.0,,,,626000000.0,,,,473000000.0,,,,554000000.0,,,,566000000.0,,,,,,1092000000.0,,,,,903000000.0,,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,21000000.0,,,,29000000.0,,,,25000000.0,,,,61000000.0,,,,46000000.0,,,,5000000.0,,,,92000000.0,,,,107000000.0,,,,124000000.0,,,,136000000.0,,,,,,267000000.0,,,,,206000000.0,,,,
DebtInstrumentFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,7745000000.0,8237000000.0,8399000000.0,7474000000.0,8816000000.0,9404000000.0,18409000000.0,8391000000.0,16363000000.0,15013000000.0,14712000000.0,17776000000.0,13636000000000.0,16410000000.0,15334000000.0,14551000000.0,,,16313000000.0,16095000000.0,20258000000.0,15779000000.0,,19904000000.0,19406000000.0,19816000000.0,20998000000.0,,18217000000.0,17262000000.0,17309000000.0
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,,,,,4289000000.0,,,,,,,,,,,,,,,,,7441000000.0,7819000000.0,7819000000.0,7819000000.0,7819000000.0,16537000000.0,16537000000.0,16537000000.0,16537000000.0,13918000000.0,13918000000.0,13918000000.0,13918000000.0,,,18122000000.0,18122000000.0,18122000000.0,18122000000.0,,22613000000.0,22613000000.0,22613000000.0,22613000000.0,,20368000000.0,20368000000.0,20368000000.0
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,,,,,,,,23000000.0,,,,39000000.0,,,,39000000.0,,,,20000000.0,,,,13000000.0,,,,15000000.0,,,,36000000.0,,,,45000000.0,,,,,,25000000.0,,,,,81000000.0,,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,-1000000.0,,,,-18000000.0,,,,-20000000.0,,,,39000000.0,,,,-7000000.0,,,,71000000.0,,,,-677000000.0,,,,29000000.0,,,,-21000000.0,,,,73000000.0,,,,,,258000000.0,,,,,-413000000.0,,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,-2000000.0,,,,-7000000.0,,,,-10000000.0,,,,2000000.0,,,,-61000000.0,,,,-27000000.0,,,,-10000000.0,,,65000000.0,-11000000.0,,,,-8000000.0,,,,61000000.0,,,,,,187000000.0,,,,,-15000000.0,,,,
DeferredIncomeTaxExpenseBenefit / USD,,,-3000000.0,-9000000.0,-19000000.0,-34000000.0,-24000000.0,-15000000.0,-28000000.0,-57000000.0,-35000000.0,-24000000.0,-38000000.0,-63000000.0,21000000.0,30000000.0,49000000.0,20000000.0,-108000000.0,28000000.0,-11000000.0,58000000.0,120000000.0,-6000000.0,-7000000.0,-2000000.0,-654000000.0,-28000000.0,-42000000.0,-52000000.0,27000000.0,-3000000.0,-2000000.0,67000000.0,-33000000.0,-22000000.0,154000000.0,134000000.0,92000000.0,,,-86000000.0,-147000000.0,-515000000.0,537000000.0,,-83000000.0,-239000000.0,-247000000.0,-593000000.0,,-50000000.0,-116000000.0,-199000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,2521000000.0,,,,3479000000.0,,,,3415000000.0,,,,2552000000.0,,,,2572000000.0,,,,2597000000.0,,,,3880000000.0,,,,4383000000.0,,,,,,3770000000.0,,,,,4645000000.0,,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,2298000000.0,2298000000.0,2337000000.0,2337000000.0,2337000000.0,2337000000.0,2314000000.0,2314000000.0,2314000000.0,2314000000.0,3563000000.0,3563000000.0,3563000000.0,3563000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,,,3493000000.0,3493000000.0,3493000000.0,3493000000.0,,4080000000.0,4080000000.0,4080000000.0,4080000000.0,,3904000000.0,3904000000.0,3904000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,0.0,,,,1000000.0,,,,-5000000.0,,,,-20000000.0,,,,-40000000.0,,,,76000000.0,,,,33000000.0,,,,9000000.0,,,,-4000000.0,,,,-42000000.0,,,,,,92000000.0,,,,,-165000000.0,,,,
DeferredTaxAssetsGross / USD,,,84000000.0,,,,557000000.0,,,,583000000.0,,,,732000000.0,,,,583000000.0,,,,383000000.0,,,,356000000.0,,,,402000000.0,,,,412000000.0,,,,382000000.0,,,,,,369000000.0,,,,,731000000.0,,,,
DeferredTaxAssetsNet / USD,,,73000000.0,,,,462000000.0,,,,508000000.0,,,,660000000.0,,,,461000000.0,,,,257000000.0,,,,237000000.0,,,,283000000.0,,,,317000000.0,,,,283000000.0,,,,,,277000000.0,,,,,565000000.0,,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,24000000.0,,,,174000000.0,,,,156000000.0,,,,259000000.0,,,,127000000.0,,,,147000000.0,,,,138000000.0,,,,129000000.0,,,,115000000.0,,,,115000000.0,,,,,,91000000.0,,,,,275000000.0,,,,
DeferredTaxAssetsOther / USD,,,22000000.0,,,,9000000.0,,,,60000000.0,,,,67000000.0,,,,47000000.0,,,,42000000.0,,,,55000000.0,,,,47000000.0,,,,33000000.0,,,,20000000.0,,,,,,31000000.0,,,,,81000000.0,,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,118000000.0,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,31000000.0,,,,177000000.0,,,,168000000.0,,,,160000000.0,,,,166000000.0,,,,105000000.0,,,,89000000.0,,,,82000000.0,,,,82000000.0,,,,76000000.0,,,,,,78000000.0,,,,,98000000.0,,,,
