fact_unit,2009-12-17,2010-03-18,2010-06-16,2010-10-25,2010-12-16,2011-03-17,2011-06-15,2011-10-24,2011-12-15,2012-03-08,2012-06-13,2012-10-22,2012-12-13,2013-03-07,2013-06-12,2013-10-28,2013-12-18,2014-03-25,2014-06-18,2014-10-27,2014-12-18,2015-03-24,2015-06-17,2015-10-26,2015-12-16,2016-03-22,2016-06-15,2016-10-24,2016-12-14,2017-03-21,2017-06-14,2017-10-25,2017-12-19,2018-03-16,2018-06-08,2018-10-24,2018-12-18,2019-03-15,2019-06-07,2019-10-28,2019-12-20,2020-03-17,2020-06-12,2020-10-26,2020-12-18,2021-03-19,2021-06-11,2021-10-25,2021-12-17,2022-03-18,2022-06-10,2022-10-24,2022-12-20,2023-03-17,2023-06-09,2023-10-24,2023-12-18,2024-03-15,2024-06-07,2024-10-28,2024-12-20,2025-03-21,2025-06-13,2025-10-27
AccountsPayableCurrent / USD,2118746000.0,2118746000.0,2118746000.0,2118746000.0,2433050000.0,2433050000.0,2433050000.0,2433050000.0,2755853000.0,2755853000.0,2755853000.0,2755853000.0,2926740000.0,2926740000.0,2926740000.0,2926740000.0,3307535000.0,3307535000.0,3307535000.0,3307535000.0,3609199000.0,3609199000.0,3609199000.0,3609199000.0,3864168000.0,3864168000.0,3864168000.0,3864168000.0,4095854000.0,4095854000.0,4095854000.0,4095854000.0,4168940000.0,4168940000.0,4168940000.0,4168940000.0,4409372000.0,4409372000.0,4409372000.0,4409372000.0,4864912000.0,4864912000.0,4864912000.0,4864912000.0,5156324000.0,5156324000.0,5156324000.0,5156324000.0,6013924000.0,6013924000.0,6013924000.0,6013924000.0,7301347000.0,7301347000.0,7301347000.0,7301347000.0,7201281000.0,7201281000.0,7201281000.0,7201281000.0,7355701000.0,7355701000.0,7355701000.0,7355701000.0
AccountsReceivableNetCurrent / USD,126514000.0,126514000.0,126514000.0,126514000.0,125802000.0,125802000.0,125802000.0,125802000.0,140690000.0,140690000.0,140690000.0,140690000.0,161375000.0,161375000.0,161375000.0,161375000.0,171638000.0,171638000.0,171638000.0,171638000.0,200899000.0,200899000.0,200899000.0,200899000.0,247872000.0,247872000.0,247872000.0,247872000.0,287680000.0,287680000.0,287680000.0,287680000.0,280733000.0,280733000.0,280733000.0,280733000.0,258136000.0,258136000.0,258136000.0,258136000.0,308995000.0,308995000.0,308995000.0,308995000.0,364774000.0,364774000.0,364774000.0,364774000.0,378392000.0,378392000.0,378392000.0,378392000.0,504886000.0,504886000.0,504886000.0,504886000.0,520385000.0,520385000.0,520385000.0,520385000.0,545575000.0,545575000.0,545575000.0,545575000.0
AccruedIncomeTaxesCurrent / USD,35145000.0,35145000.0,35145000.0,35145000.0,25385000.0,25385000.0,25385000.0,25385000.0,25185000.0,25185000.0,25185000.0,25185000.0,17053000.0,17053000.0,17053000.0,17053000.0,17129000.0,17129000.0,17129000.0,17129000.0,41200000.0,41200000.0,41200000.0,41200000.0,58082000.0,58082000.0,58082000.0,58082000.0,42841000.0,42841000.0,42841000.0,42841000.0,34011000.0,34011000.0,34011000.0,34011000.0,12415000.0,12415000.0,12415000.0,12415000.0,25297000.0,25297000.0,25297000.0,25297000.0,75253000.0,75253000.0,75253000.0,75253000.0,79474000.0,79474000.0,79474000.0,79474000.0,34938000.0,34938000.0,34938000.0,34938000.0,52478000.0,52478000.0,52478000.0,52478000.0,30941000.0,30941000.0,30941000.0,30941000.0
AccruedInsuranceCurrent / USD,,,,65024000.0,,,,60955000.0,,,,55896000.0,,,,63484000.0,,,,66133000.0,,,,74010000.0,,,,79485000.0,,,,78458000.0,,,,84756000.0,,,,88761000.0,,,,89250000.0,,,,112746000.0,,,,121237000.0,,,,115201000.0,,,,127624000.0,,,,107877000.0
AccruedLiabilitiesCurrent / USD,381271000.0,381271000.0,381271000.0,381271000.0,432368000.0,432368000.0,432368000.0,432368000.0,449327000.0,449327000.0,449327000.0,449327000.0,478085000.0,478085000.0,478085000.0,478085000.0,467831000.0,467831000.0,467831000.0,467831000.0,481894000.0,481894000.0,481894000.0,481894000.0,531561000.0,531561000.0,531561000.0,531561000.0,551625000.0,551625000.0,551625000.0,551625000.0,563350000.0,563350000.0,563350000.0,563350000.0,606894000.0,606894000.0,606894000.0,606894000.0,621932000.0,621932000.0,621932000.0,621932000.0,827668000.0,827668000.0,827668000.0,827668000.0,1039788000.0,1039788000.0,1039788000.0,1039788000.0,1008701000.0,1008701000.0,1008701000.0,1008701000.0,1000841000.0,1000841000.0,1000841000.0,1000841000.0,1060746000.0,1060746000.0,1060746000.0,1060746000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1455057000.0,1455057000.0,1455057000.0,1455057000.0,1547315000.0,1547315000.0,1547315000.0,1547315000.0,1702997000.0,1702997000.0,1702997000.0,1702997000.0,1803833000.0,1803833000.0,1803833000.0,1803833000.0,1987164000.0,1987164000.0,1987164000.0,1987164000.0,2190199000.0,2190199000.0,2190199000.0,2190199000.0,2386075000.0,2386075000.0,2386075000.0,2386075000.0,2596861000.0,2596861000.0,2596861000.0,2596861000.0,2842175000.0,2842175000.0,2842175000.0,2842175000.0,3073223000.0,3073223000.0,3073223000.0,3073223000.0,3314445000.0,3314445000.0,3314445000.0,3314445000.0,3627321000.0,3627321000.0,3627321000.0,3627321000.0,3950287000.0,3950287000.0,3950287000.0,3950287000.0,4282752000.0,4282752000.0,4282752000.0,4282752000.0,4741342000.0,4741342000.0,4741342000.0,4741342000.0,5121586000.0,5121586000.0,5121586000.0,5121586000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,-92035000.0,-4135000.0,-106468000.0,-106468000.0,-106468000.0,-92035000.0,-119691000.0,-119691000.0,-119691000.0,-106468000.0,-152013000.0,-152013000.0,-152013000.0,-119691000.0,-152013000.0,-152013000.0,-152013000.0,-152013000.0,-120788000.0,-120788000.0,-120788000.0,-120788000.0,-128903000.0,-128903000.0,-128903000.0,-128903000.0,-307529000.0,-307529000.0,-307529000.0,-307529000.0,-254557000.0,-254557000.0,-254557000.0,-254557000.0,-235805000.0,-235805000.0,-235805000.0,-235805000.0,-269322000.0,-269322000.0,-269322000.0,-269322000.0,-354252000.0,-354252000.0,-354252000.0,-354252000.0,-307986000.0,-307986000.0,-307986000.0,-307986000.0,-300536000.0,-300536000.0,-300536000.0,-300536000.0,-190836000.0,-190836000.0,-190836000.0,-190836000.0,-361618000.0,-361618000.0,-361618000.0,-361618000.0
AdditionalPaidInCapitalCommonStock / USD,,,549326000.0,549326000.0,557955000.0,557955000.0,557955000.0,557955000.0,591384000.0,591384000.0,591384000.0,591384000.0,689890000.0,689890000.0,689890000.0,689890000.0,814457000.0,814457000.0,814457000.0,814457000.0,843504000.0,843504000.0,843504000.0,843504000.0,938355000.0,938355000.0,938355000.0,938355000.0,1054647000.0,1054647000.0,1054647000.0,1054647000.0,1086671000.0,1086671000.0,1086671000.0,1086671000.0,1155426000.0,1155426000.0,1155426000.0,1155426000.0,1264448000.0,1264448000.0,1264448000.0,1264448000.0,1283495000.0,1283495000.0,1283495000.0,1283495000.0,1465669000.0,1465669000.0,1465669000.0,1465669000.0,1354252000.0,1354252000.0,1354252000.0,1354252000.0,1484992000.0,1484992000.0,1484992000.0,1484992000.0,1621553000.0,1621553000.0,1621553000.0,1621553000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,18388000.0,,,,19135000.0,,,,19120000.0,,,,24794000.0,,,,32641000.0,,,,36412000.0,,,,37240000.0,,,,37645000.0,,,,39298000.0,9278000.0,20466000.0,27367000.0,42283000.0,9501000.0,19905000.0,28252000.0,39543000.0,9359000.0,21672000.0,31796000.0,39279000.0,10877000.0,24425000.0,36570000.0,43748000.0,12788000.0,28784000.0,46858000.0,54425000.0,17570000.0,40689000.0,59842000.0,67626000.0,22071000.0,44851000.0,68894000.0,91688000.0
AdvertisingExpense / USD,,,,86200000.0,,,,72100000.0,,,,65500000.0,,,,71500000.0,,,,74700000.0,,,,83700000.0,,,,84700000.0,,,,98000000.0,,,,98300000.0,,,,93100000.0,,,,95200000.0,,,,87500000.0,,,,77600000.0,,,,85900000.0,,,,97100000.0,,,,99500000.0
