fact_unit,2009-07-23,2009-10-22,2010-02-24,2010-04-22,2010-08-11,2010-10-21,2011-02-24,2011-04-21,2011-07-27,2011-10-20,2012-02-24,2012-04-19,2012-07-19,2012-10-18,2013-02-22,2013-04-18,2013-07-18,2013-10-17,2014-02-21,2014-04-16,2014-07-17,2014-10-16,2015-02-25,2015-04-23,2015-07-23,2015-10-22,2015-11-24,2016-02-24,2016-04-21,2016-07-25,2016-10-20,2017-02-22,2017-04-20,2017-06-19,2017-07-20,2017-10-19,2018-02-21,2018-04-19,2018-07-19,2018-10-18,2019-02-21,2019-04-18,2019-07-18,2019-10-24,2020-02-21,2020-05-06,2020-07-23,2020-10-22,2021-02-25,2021-04-22,2021-07-22,2021-10-21,2022-02-23,2022-04-21,2022-07-21,2022-10-20,2023-02-22,2023-04-25,2023-07-25,2023-10-24,2024-02-21,2024-04-23,2024-07-23,2024-10-22,2025-02-20,2025-04-22,2025-07-22,2025-10-21
AccountsPayableTradeCurrent / USD,,1108961000.0,1108961000.0,1051487000.0,1051487000.0,1051487000.0,1051487000.0,1008260000.0,1169185000.0,1169185000.0,1124821000.0,1422438000.0,1422438000.0,1422438000.0,1422400000.0,1546300000.0,1546300000.0,1546300000.0,1546300000.0,1778200000.0,1778200000.0,1778200000.0,1778200000.0,1875000000.0,1875000000.0,1825000000.0,1738100000.0,1825000000.0,2049000000.0,2049000000.0,1391900000.0,1391900000.0,1485000000.0,1391900000.0,1485000000.0,1485000000.0,1485000000.0,1509900000.0,1509900000.0,1509900000.0,1509900000.0,1712800000.0,1712800000.0,1712800000.0,1495400000.0,1514400000.0,1514400000.0,1514400000.0,1515000000.0,2049000000.0,2049000000.0,2049000000.0,2049000000.0,2569000000.0,2569000000.0,2569000000.0,2569000000.0,2296000000.0,2296000000.0,2296000000.0,1856000000.0,1766000000.0,1766000000.0,1766000000.0,1766000000.0,1753000000.0,1753000000.0,1753000000.0
AccountsReceivableNetCurrent / USD,1894585000.0,1894585000.0,1894585000.0,1916831000.0,1916831000.0,1916831000.0,1916831000.0,1852015000.0,2159503000.0,2159503000.0,2097974000.0,3049895000.0,3049895000.0,3049895000.0,3049900000.0,3267300000.0,3267300000.0,3267300000.0,3267300000.0,3451600000.0,3451600000.0,3451600000.0,3451600000.0,3633800000.0,3633800000.0,3445800000.0,3292300000.0,3445800000.0,3964100000.0,3964100000.0,2985100000.0,2985100000.0,3186100000.0,2985100000.0,3186100000.0,3186100000.0,3186100000.0,3521800000.0,3521800000.0,3521800000.0,3521800000.0,3489600000.0,3489600000.0,3489600000.0,3029800000.0,3191400000.0,3191400000.0,3191400000.0,3191000000.0,4045000000.0,4045000000.0,4045000000.0,4045000000.0,4631000000.0,4631000000.0,4631000000.0,4631000000.0,4918000000.0,4918000000.0,4918000000.0,4102000000.0,3922000000.0,3922000000.0,3922000000.0,3922000000.0,3537000000.0,3537000000.0,3537000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,,143000000.0,,,,133000000.0,,,,119000000.0,,,,119000000.0,126000000.0,,,,159000000.0,,159000000.0,,,147000000.0,,,,147000000.0,,,,126000000.0,,,,194000000.0,,,,181000000.0,,,,197000000.0,,,,183000000.0,,,,175000000.0,,,
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,,,,,,,,,,,94000000.0,,,,92000000.0,,,,78000000.0,,,,78000000.0,82000000.0,,,,126000000.0,,126000000.0,,,116000000.0,,,,110000000.0,,,,89000000.0,,,,124000000.0,,,,143000000.0,,,,164000000.0,,,,163000000.0,,,,150000000.0,,,
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386400000.0,,,,286000000.0,,,,356000000.0,,,,552000000.0,,,,707000000.0,,,,621000000.0,,,,582000000.0,,,
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3543600000.0,,,,3330200000.0,,,,3309000000.0,,,,4951000000.0,,,,4750000000.0,,,,4128000000.0,,,,3428000000.0,,,
AccruedLiabilitiesCurrent / USD,,1569977000.0,1569977000.0,1665287000.0,1665287000.0,1665287000.0,1665287000.0,1708514000.0,2110756000.0,2110756000.0,2155120000.0,2651198000.0,2651198000.0,2651198000.0,2651200000.0,2604300000.0,2604300000.0,2604300000.0,2604300000.0,2686900000.0,2686900000.0,2686900000.0,2686900000.0,3449500000.0,3449500000.0,3191500000.0,2450500000.0,3191500000.0,3276200000.0,3276200000.0,2609400000.0,2609400000.0,2794200000.0,2609400000.0,2794200000.0,2794200000.0,2794200000.0,3087700000.0,3087700000.0,3087700000.0,3087700000.0,3076900000.0,3076900000.0,3076900000.0,2689300000.0,3205300000.0,3205300000.0,3205300000.0,3205000000.0,5342000000.0,5342000000.0,5342000000.0,5342000000.0,5563000000.0,5563000000.0,5563000000.0,5563000000.0,5502000000.0,5502000000.0,5502000000.0,4815000000.0,4813000000.0,4813000000.0,4813000000.0,4813000000.0,4540000000.0,4540000000.0,4540000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1483202000.0,1483202000.0,,1570586000.0,1570586000.0,1570586000.0,1570600000.0,1508000000.0,1462686000.0,1462686000.0,1435100000.0,1665983000.0,1665983000.0,1665983000.0,1666000000.0,1962300000.0,1962300000.0,1962300000.0,1962300000.0,2299500000.0,2299500000.0,2299500000.0,2299500000.0,2594100000.0,2594100000.0,2537000000.0,2253000000.0,2537000000.0,2672100000.0,2672100000.0,1687000000.0,1687000000.0,1963300000.0,1687000000.0,1963300000.0,1963300000.0,1963300000.0,2519400000.0,2519400000.0,2519400000.0,2519400000.0,2828300000.0,2828300000.0,2828300000.0,2453100000.0,2761400000.0,2761400000.0,2761400000.0,2761000000.0,3182000000.0,3182000000.0,3182000000.0,3182000000.0,3465000000.0,3465000000.0,3465000000.0,3465000000.0,3893000000.0,3893000000.0,3893000000.0,3433000000.0,3826000000.0,3826000000.0,3826000000.0,3826000000.0,4101000000.0,4101000000.0,4101000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-103100000.0,-103100000.0,-103100000.0,346944000.0,346944000.0,346944000.0,542700000.0,542700000.0,345386000.0,345386000.0,-103100000.0,-36937000.0,-36937000.0,-36937000.0,346900000.0,-36900000.0,-36900000.0,-36900000.0,345400000.0,-59200000.0,-59200000.0,-59200000.0,-36900000.0,214500000.0,214500000.0,214500000.0,-36900000.0,-59200000.0,-1433700000.0,-1433700000.0,-1433700000.0,214500000.0,-3021700000.0,214500000.0,-3021700000.0,-3021700000.0,-1433700000.0,-1994200000.0,-1994200000.0,-1994200000.0,-2311200000.0,-2145400000.0,-2791100000.0,-2791100000.0,-3021700000.0,-2791100000.0,-2791100000.0,-3068300000.0,-2145000000.0,-3068000000.0,-3068000000.0,-3068000000.0,-2791000000.0,-368000000.0,-368000000.0,-368000000.0,-3068000000.0,-1027000000.0,-1027000000.0,-1027000000.0,-368000000.0,-2872000000.0,-2872000000.0,-2872000000.0,-1027000000.0,-3218000000.0,-3218000000.0,-3218000000.0
AdditionalPaidInCapitalCommonStock / USD,1812963000.0,1812963000.0,1812963000.0,2074501000.0,2074501000.0,2074501000.0,2074501000.0,2074501000.0,2412401000.0,2412401000.0,2412401000.0,3877240000.0,3877240000.0,3877240000.0,3877200000.0,3688100000.0,3688100000.0,3688100000.0,3688100000.0,4157600000.0,4157600000.0,4157600000.0,4157600000.0,4480900000.0,4480900000.0,4480900000.0,4157600000.0,4480900000.0,4981200000.0,4981200000.0,4981200000.0,4981200000.0,5312900000.0,4981200000.0,5312900000.0,5312900000.0,5312900000.0,5538200000.0,5538200000.0,5538200000.0,5538200000.0,5834300000.0,5834300000.0,5834300000.0,5834300000.0,7564600000.0,7564600000.0,7564600000.0,7565000000.0,9698000000.0,9698000000.0,9698000000.0,9698000000.0,10090000000.0,10090000000.0,10090000000.0,10090000000.0,12072000000.0,12072000000.0,12072000000.0,12072000000.0,14151000000.0,14151000000.0,14151000000.0,16170000000.0,16727000000.0,16727000000.0,16727000000.0
