fact_unit,2009-10-05,2009-12-21,2010-03-10,2010-06-07,2010-09-07,2010-10-06,2010-12-20,2011-03-09,2011-06-07,2011-09-07,2011-12-16,2012-03-05,2012-06-04,2012-09-05,2012-09-10,2012-12-20,2013-03-06,2013-06-03,2013-09-06,2013-12-19,2014-03-05,2014-06-04,2014-09-02,2014-12-22,2015-03-10,2015-06-05,2015-09-02,2015-12-21,2016-03-08,2016-06-07,2016-09-07,2016-12-20,2017-03-08,2017-06-06,2017-09-06,2017-12-21,2018-03-06,2018-05-31,2018-08-30,2018-12-20,2019-03-05,2019-05-30,2019-08-30,2019-12-19,2020-03-03,2020-06-01,2020-09-01,2020-12-18,2021-03-02,2021-06-01,2021-09-01,2021-12-17,2022-03-03,2022-05-31,2022-09-01,2022-12-21,2023-03-03,2023-05-26,2023-08-31,2023-12-20,2024-03-05,2024-06-03,2024-08-30,2024-09-03,2024-12-20,2025-03-03,2025-06-02,2025-08-29
AmortizationOfIntangibleAssets / USD,,,,,,34000000.0,53000000.0,10000000.0,19000000.0,46000000.0,45000000.0,28000000.0,59000000.0,85000000.0,45000000.0,76000000.0,27000000.0,53000000.0,84000000.0,111000000.0,51000000.0,101000000.0,149000000.0,136000000.0,49000000.0,98000000.0,144000000.0,190000000.0,43000000.0,81000000.0,119000000.0,189000000.0,43000000.0,83000000.0,120000000.0,158000000.0,32000000.0,64000000.0,92000000.0,154000000.0,26000000.0,52000000.0,80000000.0,120000000.0,29000000.0,55000000.0,82000000.0,110000000.0,48000000.0,95000000.0,140000000.0,128000000.0,45000000.0,90000000.0,144000000.0,186000000.0,51000000.0,102000000.0,150000000.0,195000000.0,36000000.0,74000000.0,113000000.0,195000000.0,192000000.0,192000000.0,53000000.0,78000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,32000000.0,7000000.0,16000000.0,12000000.0,11000000.0,29000000.0,27000.0,0.0,578485.0,29000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,0.0,500.0,,1100000.0,6700000.0,6600000.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0
AssetImpairmentCharges / USD,4000000.0,,19000000.0,32000000.0,,37000000.0,1000000.0,19000000.0,20000000.0,,0.0,,,,0.0,7000000.0,0.0,0.0,0.0,7000000.0,1000000.0,2000000.0,3000000.0,0.0,,,,3000000.0,,,0.0,0.0,,,4000000.0,0.0,,,,,,,,,,0.0,0.0,,,99000000.0,99000000.0,,,2000000.0,2000000.0,,,,0.0,,0.0,0.0,277000000.0,,,8000000.0,8000000.0,8000000.0
Assets / USD,7007000000.0,7007000000.0,7612000000.0,7612000000.0,7007000000.0,7612000000.0,7612000000.0,9696000000.0,9696000000.0,9696000000.0,9696000000.0,9057000000.0,9057000000.0,9057000000.0,9696000000.0,9057000000.0,10536000000.0,10536000000.0,10536000000.0,10536000000.0,10686000000.0,10686000000.0,10686000000.0,10686000000.0,10831000000.0,10831000000.0,10831000000.0,10815000000.0,7479000000.0,7479000000.0,7479000000.0,7479000000.0,7794000000.0,7794000000.0,7794000000.0,7794000000.0,8426000000.0,8426000000.0,8426000000.0,8426000000.0,8541000000.0,8541000000.0,8541000000.0,8541000000.0,9452000000.0,9452000000.0,9452000000.0,9452000000.0,9627000000.0,9627000000.0,9627000000.0,9627000000.0,10705000000.0,10705000000.0,10705000000.0,10705000000.0,10532000000.0,10532000000.0,10532000000.0,10532000000.0,10763000000.0,10763000000.0,10763000000.0,10532000000.0,10763000000.0,10763000000.0,11846000000.0,11846000000.0
AssetsCurrent / USD,3182000000.0,3182000000.0,3961000000.0,3961000000.0,3182000000.0,3961000000.0,3961000000.0,6169000000.0,6169000000.0,6169000000.0,6169000000.0,5569000000.0,5569000000.0,5569000000.0,6169000000.0,5569000000.0,4629000000.0,4629000000.0,4629000000.0,4629000000.0,4983000000.0,4983000000.0,4983000000.0,4983000000.0,5500000000.0,5500000000.0,5500000000.0,5509000000.0,3686000000.0,3686000000.0,3686000000.0,3686000000.0,3635000000.0,3635000000.0,3635000000.0,3635000000.0,4169000000.0,4169000000.0,4169000000.0,4169000000.0,3848000000.0,3848000000.0,3848000000.0,3848000000.0,3189000000.0,3189000000.0,3189000000.0,3189000000.0,3415000000.0,3415000000.0,3415000000.0,3415000000.0,3799000000.0,3799000000.0,3799000000.0,3799000000.0,3778000000.0,3778000000.0,3778000000.0,3778000000.0,4186000000.0,4186000000.0,4186000000.0,3778000000.0,4186000000.0,4186000000.0,3959000000.0,3959000000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,
BankAcceptancesExecuted / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,40000000.0,40000000.0,,43000000.0,43000000.0,43000000.0,,46000000.0,46000000.0,46000000.0,,37000000.0,37000000.0,37000000.0,,39000000.0,39000000.0,39000000.0,,,37000000.0,37000000.0,37000000.0
BuildingsAndImprovementsGross / USD,,,,,,,1210000000.0,,,,1268000000.0,,,,1268000000.0,1271000000.0,,,,1475000000.0,,,,1330000000.0,,,,714000000.0,,,,705000000.0,,,,757000000.0,,,,886000000.0,,,,952000000.0,,,,1012000000.0,,,,1055000000.0,,,,1147000000.0,,,,1255000000.0,,,,1255000000.0,1409000000.0,1409000000.0,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3000000.0,-25000000.0,-25000000.0,-21000000.0,1000000.0,1000000.0,1000000.0,-21000000.0,-25000000.0,-25000000.0,,
CapitalizedComputerSoftwareGross / USD,,,,,,,,,,,377000000.0,,,,377000000.0,370000000.0,,,,383000000.0,,,,398000000.0,,,,154000000.0,,,,171000000.0,,,,176000000.0,,,,188000000.0,,,,141000000.0,,,,160000000.0,,,,182000000.0,,,,221000000.0,,,,260000000.0,,,,260000000.0,275000000.0,275000000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,1826000000.0,2262000000.0,1405000000.0,1405000000.0,2262000000.0,1405000000.0,1826000000.0,2479000000.0,2479000000.0,2479000000.0,1405000000.0,2649000000.0,2649000000.0,2649000000.0,1405000000.0,2479000000.0,3527000000.0,3527000000.0,3527000000.0,2649000000.0,2351000000.0,2351000000.0,2351000000.0,3527000000.0,2742000000.0,2950000000.0,2391000000.0,2218000000.0,2118000000.0,2197000000.0,2075000000.0,2003000000.0,2003000000.0,2003000000.0,2003000000.0,2003000000.0,2289000000.0,2289000000.0,2289000000.0,2003000000.0,2247000000.0,2247000000.0,2247000000.0,2678000000.0,1382000000.0,1382000000.0,1382000000.0,2247000000.0,1441000000.0,1441000000.0,1441000000.0,1382000000.0,1484000000.0,1484000000.0,1484000000.0,1441000000.0,1053000000.0,1053000000.0,1053000000.0,1484000000.0,1590000000.0,1590000000.0,1590000000.0,1484000000.0,1053000000.0,1053000000.0,1329000000.0,1329000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686000000.0,2686000000.0,2686000000.0,2295000000.0,2254000000.0,2254000000.0,2254000000.0,2686000000.0,1388000000.0,1388000000.0,1388000000.0,2254000000.0,1447000000.0,1447000000.0,1447000000.0,1388000000.0,1490000000.0,1490000000.0,1490000000.0,1447000000.0,1056000000.0,1056000000.0,1056000000.0,1447000000.0,1490000000.0,1490000000.0,1593000000.0,1593000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000000.0,332000000.0,-547000000.0,391000000.0,-190000000.0,-93000000.0,-483000000.0,-432000000.0,-156000000.0,-59000000.0,-24000000.0,-866000000.0,-111000000.0,-60000000.0,-12000000.0,59000000.0,-374000000.0,-302000000.0,-417000000.0,43000000.0,197000000.0,122000000.0,276000000.0,43000000.0,-434000000.0,-434000000.0,81000000.0,189000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,,,0.1,,,,0.3,,0.1,0.2,0.46,0.1,0.22,0.34,0.3,0.132,0.264,0.396,0.46,0.1,0.2,0.3,0.53,0.115,0.23,0.345,0.4,0.132,0.264,0.396,0.46,0.149,,,0.528,0.164,0.328,0.492,,0.18,0.36,0.54,,0.194,0.388,0.582,,0.21,0.42,0.63,,0.225,0.45,0.675,,,0.236,0.472,0.708
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.1,0.1,0.2,0.0,0.22,0.22,0.34,0.3,0.132,0.264,0.396,0.46,0.1,,,0.528,,,,0.4,,,,0.46,,0.298,0.447,0.528,,0.328,0.492,0.596,0.18,0.36,0.54,0.656,0.194,0.388,0.582,0.72,0.21,0.42,0.63,0.776,0.225,0.45,0.675,0.776,0.84,0.84,0.472,0.708
CommonStockParOrStatedValuePerShare / USD/shares,0.01,,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,2000000000.0,,2000000000.0,2000000000.0,,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0
CommonStockSharesIssued / shares,561000000.0,,566000000.0,566000000.0,,566000000.0,566000000.0,579000000.0,579000000.0,579000000.0,579000000.0,,,,579000000.0,591000000.0,,,,595000000.0,,,,602000000.0,,,,608000000.0,,,,611000000.0,,,,614000000.0,,,,322000000.0,,,,318000000.0,,,,309000000.0,306000000.0,306000000.0,306000000.0,306000000.0,302000000.0,302000000.0,302000000.0,302000000.0,295000000.0,295000000.0,295000000.0,295259092.0,292123241.0,292123241.0,292123241.0,295259092.0,292123241.0,292123241.0,285193011.0,285193011.0
CommonStockSharesOutstanding / shares,,,,,,,,,,,,591000000.0,591000000.0,591000000.0,,,595000000.0,595000000.0,595000000.0,,602000000.0,602000000.0,602000000.0,,608000000.0,608000000.0,608000000.0,,611000000.0,611000000.0,611000000.0,,614000000.0,614000000.0,614000000.0,,322000000.0,322000000.0,322000000.0,,318000000.0,318000000.0,318000000.0,,309000000.0,309000000.0,309000000.0,309000000.0,306000000.0,306000000.0,306000000.0,306000000.0,302000000.0,302000000.0,302000000.0,302000000.0,295000000.0,295000000.0,295000000.0,295259092.0,292123241.0,292123241.0,292123241.0,295259092.0,292123241.0,292123241.0,285193011.0,285193011.0
CommonStockValue / USD,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
ComprehensiveIncomeNetOfTax / USD,,890000000.0,,,890000000.0,-19000000.0,107000000.0,63000000.0,133000000.0,352000000.0,-38000000.0,,,,-38000000.0,781000000.0,,,,1216000000.0,,,,926000000.0,,,,936000000.0,,,,124000000.0,,,,12000000.0,,,,350000000.0,,-79000000.0,132000000.0,841000000.0,538000000.0,703000000.0,888000000.0,254000000.0,,,,972000000.0,,,,711000000.0,,,,1450000000.0,,,,1450000000.0,1189000000.0,1189000000.0,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,218000000.0,759000000.0,1082000000.0,,,201000000.0,437000000.0,577000000.0,1216000000.0,249000000.0,311000000.0,451000000.0,926000000.0,140000000.0,375000000.0,443000000.0,936000000.0,-196000000.0,-118000000.0,-69000000.0,124000000.0,74000000.0,304000000.0,382000000.0,12000000.0,182000000.0,358000000.0,593000000.0,350000000.0,-243000000.0,-79000000.0,132000000.0,841000000.0,538000000.0,703000000.0,888000000.0,254000000.0,190000000.0,274000000.0,535000000.0,972000000.0,341000000.0,574000000.0,836000000.0,,267000000.0,506000000.0,806000000.0,,419000000.0,719000000.0,841000000.0,,,359000000.0,646000000.0,934000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,57000000.0,57000000.0,57000000.0,110000000.0,110000000.0,110000000.0,110000000.0,153000000.0,153000000.0,153000000.0,153000000.0,197000000.0,197000000.0,197000000.0,197000000.0,275000000.0,275000000.0,275000000.0,275000000.0,252000000.0,252000000.0,252000000.0,275000000.0,252000000.0,252000000.0,247000000.0,247000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367000000.0,367000000.0,367000000.0,367000000.0,386000000.0,386000000.0,386000000.0,367000000.0,446000000.0,446000000.0,446000000.0,386000000.0,519000000.0,519000000.0,519000000.0,446000000.0,557000000.0,557000000.0,557000000.0,519000000.0,616000000.0,616000000.0,616000000.0,519000000.0,557000000.0,557000000.0,701000000.0,701000000.0
ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,2000000.0,9000000.0,,,,9000000.0,,,,,,,,,,,,,,,,,70000000.0,70000000.0,,
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125000000.0,-191000000.0,-230000000.0,-287000000.0,-125000000.0,-191000000.0,-230000000.0,-287000000.0,142000000.0,226000000.0,-273000000.0,-300000000.0,-186000000.0,-267000000.0,-322000000.0,-359000000.0,-191000000.0,-283000000.0,-336000000.0,-372000000.0,-196000000.0,-299000000.0,-368000000.0,-372000000.0,-409000000.0,-409000000.0,-350000000.0,-422000000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005000000.0,541000000.0,1104000000.0,1648000000.0,2073000000.0,577000000.0,1146000000.0,1728000000.0,2234000000.0,634000000.0,1215000000.0,1807000000.0,2358000000.0,710000000.0,1418000000.0,2152000000.0,2502000000.0,764000000.0,1510000000.0,2289000000.0,2912000000.0,788000000.0,1581000000.0,2595000000.0,2912000000.0,3126000000.0,3126000000.0,1467000000.0,2190000000.0
CostsAndExpenses / USD,,,,2280000000.0,,3338000000.0,4979000000.0,1119000000.0,2236000000.0,3505000000.0,4434000000.0,1308000000.0,2719000000.0,4129000000.0,4434000000.0,4878000000.0,1364000000.0,2797000000.0,4250000000.0,5544000000.0,1463000000.0,2982000000.0,4398000000.0,5739000000.0,884000000.0,1778000000.0,2656000000.0,3508000000.0,911000000.0,1767000000.0,2637000000.0,3629000000.0,873000000.0,1761000000.0,2659000000.0,3516000000.0,861000000.0,1762000000.0,2675000000.0,3587000000.0,982000000.0,1978000000.0,2960000000.0,3665000000.0,1034000000.0,2056000000.0,3105000000.0,4010000000.0,1142000000.0,2278000000.0,3309000000.0,4222000000.0,1220000000.0,2457000000.0,3707000000.0,4493000000.0,1298000000.0,2545000000.0,3852000000.0,4972000000.0,1330000000.0,2664000000.0,4203000000.0,4972000000.0,5230000000.0,5230000000.0,2484000000.0,3729000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,39000000.0,,,,-20000000.0,,,,-20000000.0,-40000000.0,,,,-1000000.0,,,,6000000.0,,,,13000000.0,,,,17000000.0,,,,-91000000.0,,,,-1000000.0,,,,15000000.0,,,,520000000.0,,,,-191000000.0,,,,5000000.0,,,,122000000.0,,,,122000000.0,173000000.0,173000000.0,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,114000000.0,,,,20000000.0,,,,20000000.0,145000000.0,,,,-6000000.0,,,,41000000.0,,,,88000000.0,,,,176000000.0,,,,62000000.0,,,,77000000.0,,,,1000000.0,,,,95000000.0,,,,290000000.0,,,,84000000.0,,,,-3000000.0,,,,-3000000.0,47000000.0,47000000.0,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,22000000.0,,,,10000000.0,,,,10000000.0,12000000.0,,,,-11000000.0,,,,1000000.0,,,,2000000.0,,,,0.0,,,,1000000.0,,,,3000000.0,,,,1000000.0,,,,1000000.0,,,,4000000.0,,,,5000000.0,,,,17000000.0,,,,17000000.0,22000000.0,22000000.0,,
DebtSecuritiesTradingUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,2000000.0,,,,8000000.0,,,,8000000.0,-7000000.0,-7000000.0,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,-33000000.0,,,,26000000.0,,,,26000000.0,37000000.0,,,,0.0,,,,-144000000.0,,,,3000000.0,,,,-80000000.0,,,,97000000.0,,,,19000000.0,,,,110000000.0,,,,51000000.0,,,,0.0,,,,4000000.0,,,,-1000000.0,,,,-1000000.0,-28000000.0,-28000000.0,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,-3000000.0,,,,6000000.0,,,,6000000.0,-141000000.0,,,,28000000.0,,,,-22000000.0,,,,-43000000.0,,,,-111000000.0,,,,-27000000.0,,,,-14000000.0,,,,-7000000.0,,,,-22000000.0,,,,-267000000.0,,,,24000000.0,,,,14000000.0,,,,14000000.0,35000000.0,35000000.0,,
DeferredIncomeTaxExpenseBenefit / USD,43000000.0,-134000000.0,5000000.0,34000000.0,-134000000.0,14000000.0,-53000000.0,84000000.0,45000000.0,-27000000.0,28000000.0,4000000.0,38000000.0,30000000.0,28000000.0,-109000000.0,10000000.0,-4000000.0,2000000.0,38000000.0,-2000000.0,-4000000.0,1000000.0,-158000000.0,-5000000.0,8000000.0,18000000.0,-4000000.0,6000000.0,4000000.0,-16000000.0,-192000000.0,4000000.0,35000000.0,34000000.0,70000000.0,16000000.0,20000000.0,83000000.0,3000000.0,-6000000.0,-13000000.0,-21000000.0,102000000.0,-281000000.0,-272000000.0,-267000000.0,-16000000.0,10000000.0,-3000000.0,-1000000.0,-255000000.0,29000000.0,31000000.0,41000000.0,29000000.0,24000000.0,19000000.0,25000000.0,14000000.0,4000000.0,-1000000.0,-69000000.0,14000000.0,8000000.0,8000000.0,-7000000.0,-8000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,187000000.0,,,,293000000.0,,,,293000000.0,150000000.0,,,,328000000.0,,,,331000000.0,,,,189000000.0,,,,128000000.0,,,,145000000.0,,,,256000000.0,,,,133000000.0,,,,23000000.0,,,,68000000.0,,,,74000000.0,,,,71000000.0,,,,71000000.0,92000000.0,92000000.0,,
