fact_unit,2009-07-31,2009-10-26,2010-02-22,2010-04-28,2010-07-27,2010-10-26,2011-02-18,2011-04-27,2011-07-27,2011-10-27,2011-11-07,2012-02-10,2012-04-27,2012-08-02,2012-10-30,2013-02-01,2013-04-26,2013-07-25,2013-10-25,2014-02-03,2014-04-23,2014-07-22,2014-10-20,2015-01-29,2015-04-17,2015-07-17,2015-10-16,2016-01-28,2016-04-20,2016-07-19,2016-10-20,2017-01-27,2017-04-20,2017-07-19,2017-10-18,2018-01-29,2018-02-05,2018-04-18,2018-07-18,2018-10-18,2019-01-29,2019-04-18,2019-07-19,2019-10-18,2020-01-29,2020-04-21,2020-07-20,2020-10-22,2021-01-28,2021-04-22,2021-07-22,2021-10-21,2022-01-27,2022-04-21,2022-07-21,2022-10-20,2023-01-26,2023-04-21,2023-07-21,2023-10-20,2024-01-26,2024-04-22,2024-07-19,2024-10-18,2025-01-27,2025-04-18,2025-07-18,2025-10-22
AccountsPayableCurrent / USD,,100344000.0,100344000.0,91475000.0,91475000.0,92542000.0,92542000.0,222824000.0,222824000.0,222824000.0,222824000.0,54129000.0,86992000.0,86992000.0,86992000.0,86992000.0,86468000.0,86468000.0,86468000.0,86468000.0,108435000.0,108435000.0,108435000.0,108435000.0,201581000.0,201581000.0,201581000.0,201581000.0,253491000.0,253491000.0,253491000.0,253491000.0,312842000.0,312842000.0,312842000.0,312842000.0,312842000.0,359555000.0,359555000.0,359555000.0,359555000.0,562985000.0,562985000.0,562985000.0,562985000.0,674347000.0,674347000.0,674347000.0,674347000.0,656183000.0,656183000.0,656183000.0,656183000.0,837483000.0,837483000.0,837483000.0,837483000.0,671513000.0,671513000.0,671513000.0,671513000.0,747412000.0,747412000.0,747412000.0,747412000.0,899909000.0,899909000.0,899909000.0
AccruedLiabilitiesCurrent / USD,,31394000.0,31394000.0,33387000.0,33387000.0,33387000.0,33387000.0,36489000.0,36489000.0,36489000.0,36489000.0,38572000.0,54231000.0,54231000.0,54231000.0,54231000.0,53139000.0,53139000.0,53139000.0,53139000.0,54018000.0,54018000.0,54018000.0,54018000.0,69746000.0,69746000.0,69746000.0,69746000.0,140389000.0,140389000.0,140389000.0,140389000.0,197632000.0,197632000.0,197632000.0,197632000.0,197632000.0,315094000.0,315094000.0,315094000.0,315094000.0,477417000.0,477417000.0,477417000.0,481874000.0,843043000.0,843043000.0,843043000.0,843043000.0,1102196000.0,1102196000.0,1102196000.0,1102196000.0,1449351000.0,1449351000.0,1449351000.0,1449351000.0,1514650000.0,1514650000.0,1514650000.0,1514650000.0,1803960000.0,1803960000.0,1803960000.0,1803960000.0,2156544000.0,2156544000.0,2156544000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,,136579000.0,136579000.0,136579000.0,136579000.0,169685000.0,169685000.0,169685000.0,169685000.0,204356000.0,204356000.0,204356000.0,204356000.0,223591000.0,223591000.0,223591000.0,223591000.0,264816000.0,264816000.0,264816000.0,264816000.0,297346000.0,297346000.0,297346000.0,297346000.0,294209000.0,294209000.0,294209000.0,294209000.0,294209000.0,321814000.0,321814000.0,321814000.0,321814000.0,368519000.0,368519000.0,368519000.0,368519000.0,416005000.0,416005000.0,416005000.0,416005000.0,494790000.0,494790000.0,494790000.0,494790000.0,616306000.0,616306000.0,616306000.0,616306000.0,753741000.0,753741000.0,753741000.0,753741000.0,855043000.0,855043000.0,855043000.0,855043000.0,917537000.0,917537000.0,917537000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,750000.0,706000.0,706000.0,706000.0,706000.0,2919000.0,2919000.0,2919000.0,706000.0,3575000.0,3575000.0,3575000.0,2919000.0,-4446000.0,-4446000.0,-4446000.0,3575000.0,-43308000.0,-43308000.0,-43308000.0,-4446000.0,-48565000.0,-48565000.0,-48565000.0,-48565000.0,-48565000.0,-20557000.0,-20557000.0,-20557000.0,-20557000.0,-19582000.0,-19582000.0,-19582000.0,-19582000.0,-23521000.0,-23521000.0,-23521000.0,-23521000.0,44398000.0,44398000.0,44398000.0,44398000.0,-40495000.0,-40495000.0,-40495000.0,-40495000.0,-217306000.0,-217306000.0,-217306000.0,-217306000.0,-223945000.0,-223945000.0,-223945000.0,-223945000.0,362162000.0,362162000.0,362162000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224168000.0,,,,224168000.0,,,,224168000.0,,,,8285000.0,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,11976000.0,,,,12264000.0,,,,,12618000.0,,,,27996000.0,,,,61582000.0,,,,73948000.0,,,,73100000.0,,,,115239000.0,,,,124725000.0,124725000.0,,,,173675000.0,,,,182209000.0,,,,320657000.0,,,,405376000.0,,,,415180000.0,,,,403220000.0,,,,575452000.0,,,
AdvertisingExpense / USD,,,,,,,,,,,,175000000.0,,,,212400000.0,,,,299100000.0,,,,351000000.0,,,,404000000.0,,,,533100000.0,,,,714300000.0,714300000.0,,,,842000000.0,,,,1091000000.0,,,,1808000000.0,,,,1879000000.0,,,,1447000000.0,,,,1669000000.0,,,,1586000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,75823.0,75823.0,64000.0,26864.0,,,14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000.0,,652000.0,701000.0,1268000.0,330000.0,1516000.0,777000.0,560000.0,1588000.0,257000.0,523000.0,441000.0,484000.0,2749000.0,5462000.0,6487000.0,348000.0,5847000.0,5097000.0,4447000.0,6790000.0,685000.0,402000.0,321000.0
Assets / USD,617946000.0,617946000.0,615424000.0,679734000.0,679734000.0,679734000.0,679734000.0,982067000.0,982067000.0,982067000.0,982067000.0,982067000.0,3069196000.0,3069196000.0,3069196000.0,3069196000.0,3967890000.0,3967890000.0,3967890000.0,3967890000.0,5412563000.0,5412563000.0,5412563000.0,5412563000.0,7056651000.0,7056651000.0,7056651000.0,7042500000.0,10202871000.0,10202871000.0,10202871000.0,10202871000.0,13586610000.0,13586610000.0,13586610000.0,13586610000.0,13586610000.0,19012742000.0,19012742000.0,19012742000.0,19012742000.0,25974400000.0,25974400000.0,25974400000.0,25974400000.0,33975712000.0,33975712000.0,33975712000.0,33975712000.0,39280359000.0,39280359000.0,39280359000.0,39280359000.0,44584663000.0,44584663000.0,44584663000.0,44584663000.0,48594768000.0,48594768000.0,48594768000.0,48594768000.0,48731992000.0,48731992000.0,48731992000.0,48731992000.0,53630374000.0,53630374000.0,53630374000.0
AssetsCurrent / USD,361447000.0,361447000.0,358925000.0,411013000.0,411013000.0,411013000.0,411013000.0,640967000.0,640967000.0,637231000.0,637231000.0,637231000.0,1830857000.0,1830857000.0,1830857000.0,1830857000.0,2240791000.0,2240791000.0,2240791000.0,2240791000.0,3058763000.0,3058763000.0,3058763000.0,3058763000.0,3940469000.0,3940469000.0,3940469000.0,3927053000.0,5431840000.0,5431840000.0,5431840000.0,5431840000.0,5720291000.0,5720291000.0,5720291000.0,5720291000.0,5720291000.0,7669974000.0,7669974000.0,7669974000.0,7669974000.0,9694135000.0,9694135000.0,9694135000.0,9694135000.0,6178504000.0,6178504000.0,6178504000.0,6178504000.0,9761580000.0,9761580000.0,9761580000.0,9761580000.0,8069825000.0,8069825000.0,8069825000.0,8069825000.0,9266473000.0,9266473000.0,9266473000.0,9266473000.0,9918133000.0,9918133000.0,9918133000.0,9918133000.0,13100379000.0,13100379000.0,13100379000.0
