fact_unit,2009-08-28,2009-11-06,2010-02-16,2010-05-10,2010-08-26,2010-11-05,2011-02-17,2011-05-06,2011-08-05,2011-11-03,2012-02-13,2012-05-03,2012-08-06,2012-11-02,2013-02-12,2013-05-03,2013-08-06,2013-11-08,2014-02-24,2014-05-06,2014-08-08,2014-11-07,2015-02-19,2015-05-08,2015-08-07,2015-11-06,2016-02-22,2016-05-09,2016-08-04,2016-11-01,2017-02-22,2017-05-04,2017-08-07,2017-11-07,2018-02-26,2018-05-04,2018-08-06,2018-11-05,2019-02-25,2019-05-03,2019-07-31,2019-11-04,2020-03-10,2020-05-01,2020-07-31,2020-10-28,2021-02-22,2021-05-03,2021-08-06,2021-11-05,2022-02-22,2022-04-29,2022-08-05,2022-11-04,2023-02-24,2023-05-03,2023-08-02,2023-11-01,2024-02-23,2024-05-01,2024-07-30,2024-10-30,2025-03-14,2025-05-09,2025-08-06,2025-11-06
AccountsPayableCurrent / USD,33808000.0,33808000.0,33808000.0,33053000.0,33053000.0,33053000.0,33053000.0,39649000.0,39649000.0,39649000.0,39649000.0,32055000.0,32055000.0,32055000.0,32055000.0,115999000.0,115999000.0,115999000.0,115999000.0,145390000.0,145390000.0,145390000.0,145390000.0,167662000.0,162397000.0,162397000.0,162397000.0,159629000.0,159629000.0,159629000.0,159629000.0,188516000.0,188516000.0,188516000.0,188516000.0,249000000.0,249000000.0,249000000.0,249000000.0,313000000.0,313000000.0,313000000.0,248000000.0,334000000.0,334000000.0,334000000.0,334000000.0,230000000.0,230000000.0,230000000.0,230000000.0,246000000.0,246000000.0,246000000.0,246000000.0,236000000.0,236000000.0,236000000.0,236000000.0,252000000.0,252000000.0,252000000.0,252000000.0,48000000.0,48000000.0,48000000.0
AccountsReceivableNetCurrent / USD,37621000.0,37621000.0,37621000.0,44431000.0,44431000.0,44431000.0,44431000.0,59912000.0,59912000.0,59912000.0,59912000.0,77258000.0,77258000.0,77258000.0,77258000.0,192833000.0,192833000.0,192833000.0,192833000.0,249925000.0,249925000.0,249925000.0,249925000.0,329229000.0,313308000.0,313308000.0,313308000.0,313296000.0,313296000.0,313296000.0,313296000.0,373532000.0,373532000.0,373532000.0,373532000.0,398000000.0,398000000.0,398000000.0,398000000.0,501000000.0,501000000.0,501000000.0,402000000.0,596000000.0,596000000.0,596000000.0,596000000.0,431000000.0,431000000.0,431000000.0,431000000.0,543000000.0,543000000.0,543000000.0,543000000.0,593000000.0,593000000.0,593000000.0,593000000.0,481000000.0,481000000.0,481000000.0,481000000.0,129000000.0,129000000.0,129000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,3040572000.0,3040572000.0,3040572000.0,3040572000.0,3451475000.0,3451475000.0,3451475000.0,3451475000.0,3824136.0,3824136.0,3824136.0,3824136000.0,4249183.0,4249183000.0,4249183000.0,4249183000.0,4732956000.0,4732956000.0,4732956000.0,4732956000.0,5438781000.0,5052395000.0,5052395000.0,5052396000.0,5798875000.0,5798875000.0,5798875000.0,5798875000.0,6613219000.0,6613219000.0,6613219000.0,6613219000.0,7500000000.0,7500000000.0,7500000000.0,7500000000.0,8566000000.0,8566000000.0,8566000000.0,8563000000.0,9668000000.0,9668000000.0,9668000000.0,9668000000.0,10803000000.0,10803000000.0,10803000000.0,10803000000.0,11937000000.0,11937000000.0,11937000000.0,11937000000.0,13071000000.0,13071000000.0,13071000000.0,13071000000.0,14279000000.0,14279000000.0,14279000000.0,-14279000000.0,10417000000.0,10417000000.0,10417000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-408329000.0,-408329000.0,-408329000.0,-124224000.0,-124224000.0,-124224000.0,-124224000.0,-178978000.0,-178978000.0,-178978000.0,-178978000.0,-116996000.0,-116996000.0,-116996000.0,-116996000.0,-61791000.0,-61791000.0,-61791000.0,-61791000.0,-23612000.0,-23612000.0,-23612000.0,-23612000.0,15820000.0,15820000.0,15820000.0,-61791000.0,-4398000.0,-4398000.0,-4398000.0,-23612000.0,-5888000.0,-5888000.0,-5888000.0,15820000.0,-4000000.0,-4000000.0,-4000000.0,-6000000.0,-5000000.0,-5000000.0,-5000000.0,-4000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,-5000000.0,-5000000.0,-5000000.0
AdditionalPaidInCapital / USD,5614507000.0,5614507000.0,5614507000.0,5685874000.0,5685874000.0,5685874000.0,5685874000.0,5581525000.0,5581525000.0,5581525000.0,5581525000.0,5312342000.0,5312342000.0,5312342000.0,5312342000.0,5623595000.0,5623595000.0,5623595000.0,5623595000.0,9482769000.0,9482769000.0,9482769000.0,9482769000.0,9512396000.0,9512396000.0,9512396000.0,9512396000.0,9548580000.0,9548580000.0,9548580000.0,9548580000.0,10938236000.0,10938236000.0,10938236000.0,10938236000.0,16844000000.0,16844000000.0,16844000000.0,16844000000.0,17767000000.0,17767000000.0,17767000000.0,17690000000.0,17855000000.0,17855000000.0,17855000000.0,17855000000.0,17933000000.0,17933000000.0,17933000000.0,17933000000.0,18011000000.0,18011000000.0,18011000000.0,18011000000.0,18116000000.0,18116000000.0,18116000000.0,18116000000.0,18270000000.0,18270000000.0,18270000000.0,18270000000.0,18393000000.0,18393000000.0,18393000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,17363000.0,24575000.0,28767000.0,9448000.0,19353000.0,28020000.0,30305000.0,10665000.0,18532000.0,26811000.0,39965000.0,11158000.0,19182000.0,35364000.0,35991000.0,10097000.0,19707000.0,29885000.0,47382000.0,12937000.0,,,,,,,56432000.0,,,,67148000.0,,,,97000000.0,,,,96000000.0,,,,108000000.0,,,,116000000.0,,,,133000000.0,,,,131000000.0,,,,156000000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,,,,19000000.0,,,
AmortizationOfBelowMarketLease / USD,,,,,,,,,,,,,,,,,,,,,,,20800000.0,,,,29600000.0,,,,29500000.0,,,,32800000.0,,,,34000000.0,,,,37000000.0,,,,69000000.0,,,,65000000.0,,,,58000000.0,,,,54000000.0,,,,49000000.0,,,
AmortizationOfFinancingCosts / USD,,,,,13035000.0,19814000.0,15264000.0,3894000.0,7880000.0,11705000.0,26953000.0,3722000.0,7476000.0,11266000.0,15397000.0,4812000.0,10090000.0,15383000.0,15086000.0,9047000.0,14060000.0,19426000.0,23324000.0,,11162000.0,16678000.0,25120000.0,,9911000.0,15478000.0,18562000.0,5106000.0,9921000.0,14522000.0,21048000.0,4000000.0,9000000.0,15000000.0,19000000.0,5000000.0,11000000.0,16000000.0,19000000.0,5000000.0,10000000.0,15000000.0,21000000.0,5000000.0,11000000.0,17000000.0,21000000.0,6000000.0,13000000.0,19000000.0,23000000.0,7000000.0,13000000.0,19000000.0,25000000.0,7000000.0,14000000.0,22000000.0,26000000.0,8000000.0,16000000.0,24000000.0
AmortizationOfFinancingCostsAndDiscounts / USD,11070000.0,18846000.0,23913000.0,10404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,4000000.0,5000000.0,9000000.0,1000000.0,1000000.0,1000000.0,7000000.0,1000000.0,3000000.0,4000000.0,1000000.0,3000000.0,6000000.0,9000000.0,6000000.0,4000000.0,7000000.0,10000000.0,13000000.0,7000000.0,14000000.0,22000000.0,17000000.0,8000000.0,18000000.0,24000000.0
