fact_unit,2020-05-08,2020-07-31,2020-10-28,2021-02-05,2021-04-28,2021-07-28,2021-10-26,2022-02-04,2022-04-27,2022-07-28,2022-10-27,2023-02-03,2023-04-27,2023-07-27,2023-10-26,2024-02-02,2024-04-25,2024-07-25,2024-10-31,2025-02-04,2025-04-24,2025-07-24,2025-10-30
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,2000000.0,3000000.0,4000000.0,2000000.0,4000000.0,7000000.0,5000000.0,2000000.0,4000000.0,6000000.0,7000000.0,1000000.0,3000000.0,5000000.0,8000000.0,2000000.0,4000000.0,6000000.0,8000000.0,2000000.0,4000000.0,6000000.0
EntityCommonStockSharesOutstanding / shares,433079455.0,433079455.0,433194734.0,433671005.0,429143424.0,426778666.0,424768965.0,424962356.0,422794427.0,420231614.0,416586077.0,414869461.0,413291336.0,411744999.0,409258823.0,405454626.0,404322811.0,400554767.0,399460524.0,396518563.0,394676593.0,392475229.0,389715851.0
EntityPublicFloat / USD,,,,24623303912.0,,,,34888309556.0,,,,29680794287.0,,,,36614205287.0,,,,38593945633.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,1653000000.0,1653000000.0,1653000000.0,1653000000.0,1722000000.0,1722000000.0,1722000000.0,1722000000.0,1698000000.0,1698000000.0,1698000000.0,1698000000.0,1657000000.0,1657000000.0,1657000000.0,1657000000.0,1737000000.0,1737000000.0,1737000000.0,1737000000.0,1695000000.0,1695000000.0,1695000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,83000000.0,,,,81000000.0,,,,68000000.0,,,,61000000.0,,,,60000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,47000000.0,,,,40000000.0,,,,32000000.0,,,,27000000.0,,,,30000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,53000000.0,,,,54000000.0,,,,40000000.0,,,,34000000.0,,,,33000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,61000000.0,,,,61000000.0,,,,53000000.0,,,,40000000.0,,,,39000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,71000000.0,,,,69000000.0,,,,60000000.0,,,,55000000.0,,,,45000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,2136000000.0,2136000000.0,2136000000.0,2136000000.0,2199000000.0,2199000000.0,2199000000.0,2199000000.0,,,,2110000000.0,,,,2020000000.0,,,,2065000000.0,,,
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months / USD,,-2000000.0,-1000000.0,-2000000.0,-1000000.0,-1000000.0,2000000.0,4000000.0,2000000.0,3000000.0,-2000000.0,-1000000.0,1000000.0,-3000000.0,-1000000.0,-1000000.0,1000000.0,1000000.0,3000000.0,-1000000.0,1000000.0,-3000000.0,-1000000.0
GainLossRelatedToLitigationSettlement / USD,,,,,,,,,,,,,,,,,,,0.0,0.0,,,50000000.0
Goodwill / USD,1647000000.0,1647000000.0,1647000000.0,1688000000.0,1773000000.0,1773000000.0,1773000000.0,1647000000.0,1667000000.0,1667000000.0,1667000000.0,1773000000.0,1567000000.0,1567000000.0,1567000000.0,1667000000.0,1588000000.0,1588000000.0,1588000000.0,1567000000.0,1548000000.0,1548000000.0,1548000000.0
GoodwillAcquiredDuringPeriod / USD,0.0,6000000.0,29000000.0,16000000.0,0.0,1000000.0,2000000.0,30000000.0,0.0,10000000.0,10000000.0,2000000.0,0.0,5000000.0,6000000.0,18000000.0,14000000.0,16000000.0,35000000.0,7000000.0,18000000.0,51000000.0,50000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,-39000000.0,-14000000.0,24000000.0,-41000000.0,-46000000.0,-32000000.0,-73000000.0,96000000.0,-31000000.0,-127000000.0,-200000000.0,-108000000.0,3000000.0,7000000.0,-26000000.0,-89000000.0,-27000000.0,-51000000.0,7000000.0,14000000.0,22000000.0,108000000.0,101000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,504000000.0,,,,470000000.0,,,,105000000.0,,,,420000000.0,,,,484000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,425000000.0,920000000.0,1424000000.0,1893000000.0,327000000.0,701000000.0,1114000000.0,1861000000.0,475000000.0,1007000000.0,1514000000.0,1511000000.0,489000000.0,940000000.0,1433000000.0,1961000000.0,480000000.0,1022000000.0,1554000000.0,1888000000.0,500000000.0,1044000000.0,1556000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,1389000000.0,,,,1391000000.0,,,,1406000000.0,,,,1541000000.0,,,,1404000000.0,,,
IncomeTaxEffectsAllocatedDirectlyToEquity / USD,,,,-4000000.0,,,,-14000000.0,,,,-6000000.0,,,,-25000000.0,,,,-50000000.0,,,
IncomeTaxExpenseBenefit / USD,125000000.0,268000000.0,411000000.0,683000000.0,125000000.0,234000000.0,337000000.0,594000000.0,123000000.0,276000000.0,404000000.0,455000000.0,136000000.0,239000000.0,382000000.0,541000000.0,128000000.0,263000000.0,400000000.0,519000000.0,126000000.0,220000000.0,175000000.0
IncomeTaxesPaidNet / USD,,,,607000000.0,,,,632000000.0,,,,561000000.0,,,,552000000.0,,,,562000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,,,-42000000.0,124000000.0,-216000000.0,17000000.0,19000000.0,6000000.0,29000000.0,124000000.0,230000000.0,20000000.0,-36000000.0,135000000.0,137000000.0,130000000.0,-218000000.0,43000000.0,-35000000.0,272000000.0,-217000000.0,-129000000.0,-115000000.0
IncreaseDecreaseInAccruedLiabilities / USD,,,-94000000.0,42000000.0,-73000000.0,62000000.0,-81000000.0,-34000000.0,-160000000.0,-23000000.0,-29000000.0,-14000000.0,-178000000.0,-140000000.0,-166000000.0,72000000.0,-155000000.0,-85000000.0,-66000000.0,-84000000.0,-142000000.0,-127000000.0,2000000.0
IncreaseDecreaseInContractWithCustomerAsset / USD,-268000000.0,-77000000.0,-108000000.0,-9000000.0,-355000000.0,-266000000.0,-277000000.0,-97000000.0,-328000000.0,-225000000.0,-140000000.0,-282000000.0,-278000000.0,-134000000.0,-143000000.0,-53000000.0,-263000000.0,-154000000.0,-68000000.0,-38000000.0,-275000000.0,-107000000.0,-23000000.0
IncreaseDecreaseInInventories / USD,-7000000.0,-24000000.0,-31000000.0,-24000000.0,49000000.0,71000000.0,101000000.0,-60000000.0,39000000.0,17000000.0,-18000000.0,76000000.0,14000000.0,39000000.0,80000000.0,-14000000.0,20000000.0,21000000.0,8000000.0,65000000.0,-9000000.0,10000000.0,14000000.0
IncreaseDecreaseInOtherOperatingAssets / USD,-7000000.0,-25000000.0,-2000000.0,11000000.0,85000000.0,67000000.0,-57000000.0,-30000000.0,-61000000.0,-55000000.0,-12000000.0,-28000000.0,-56000000.0,0.0,14000000.0,-43000000.0,12000000.0,38000000.0,4000000.0,-52000000.0,24000000.0,60000000.0,373000000.0
IncreaseDecreaseInReceivables / USD,56000000.0,94000000.0,153000000.0,196000000.0,116000000.0,59000000.0,79000000.0,191000000.0,14000000.0,54000000.0,107000000.0,163000000.0,51000000.0,104000000.0,171000000.0,152000000.0,-14000000.0,204000000.0,214000000.0,309000000.0,162000000.0,171000000.0,93000000.0
IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible / USD,,,,10000000.0,10000000.0,10000000.0,10000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,0.0,0.0,0.0,0.0,500000.0,1000000.0,0.0,2100000.0,2900000.0,3500000.0,1400000.0,3500000.0,3100000.0,3000000.0,3700000.0,3500000.0,3400000.0,3200000.0,3000000.0,2900000.0,2800000.0,2700000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,,,7000000.0,,,,6000000.0,,,,7000000.0,,,
IntangibleAssetsGrossExcludingGoodwill / USD,2143000000.0,2143000000.0,2143000000.0,2143000000.0,2206000000.0,2206000000.0,2206000000.0,2206000000.0,2117000000.0,2117000000.0,2117000000.0,2117000000.0,2026000000.0,2026000000.0,2026000000.0,2026000000.0,2072000000.0,2072000000.0,2072000000.0,2072000000.0,2006000000.0,2006000000.0,2006000000.0
IntangibleAssetsNetExcludingGoodwill / USD,490000000.0,490000000.0,490000000.0,490000000.0,484000000.0,484000000.0,484000000.0,484000000.0,419000000.0,419000000.0,419000000.0,419000000.0,369000000.0,369000000.0,369000000.0,369000000.0,335000000.0,335000000.0,335000000.0,335000000.0,311000000.0,311000000.0,311000000.0
InterestExpenseDebt / USD,,,,124000000.0,13000000.0,55000000.0,95000000.0,0.0,33000000.0,67000000.0,101000000.0,124000000.0,36000000.0,71000000.0,106000000.0,136000000.0,33000000.0,67000000.0,105000000.0,140000000.0,43000000.0,86000000.0,129000000.0
InterestIncomeExpenseNonoperatingNet / USD,,,,,,,,,,,,,,,,,,-70000000.0,-109000000.0,-143000000.0,-44000000.0,-71000000.0,79000000.0
InterestPaidNet / USD,,,,20000000.0,,,,18000000.0,,,,81000000.0,,,,129000000.0,,,,134000000.0,,,
InterestPayableCurrent / USD,,,,165000000.0,,,,223000000.0,,,,221000000.0,,,,198000000.0,,,,205000000.0,,,
InventoryFinishedGoodsNetOfReserves / USD,468000000.0,468000000.0,468000000.0,468000000.0,546000000.0,546000000.0,546000000.0,546000000.0,482000000.0,482000000.0,482000000.0,482000000.0,451000000.0,451000000.0,451000000.0,451000000.0,458000000.0,458000000.0,458000000.0,458000000.0,423000000.0,423000000.0,423000000.0
InventoryNet / USD,571000000.0,571000000.0,571000000.0,571000000.0,659000000.0,659000000.0,659000000.0,659000000.0,622000000.0,622000000.0,622000000.0,622000000.0,617000000.0,617000000.0,617000000.0,617000000.0,612000000.0,612000000.0,612000000.0,612000000.0,557000000.0,557000000.0,557000000.0
InventoryRawMaterialsNetOfReserves / USD,103000000.0,103000000.0,103000000.0,103000000.0,113000000.0,113000000.0,113000000.0,113000000.0,140000000.0,140000000.0,140000000.0,140000000.0,166000000.0,166000000.0,166000000.0,166000000.0,154000000.0,154000000.0,154000000.0,154000000.0,134000000.0,134000000.0,134000000.0
InventoryValuationReserves / USD,103000000.0,103000000.0,103000000.0,103000000.0,112000000.0,112000000.0,112000000.0,112000000.0,99000000.0,99000000.0,99000000.0,99000000.0,96000000.0,96000000.0,96000000.0,96000000.0,87000000.0,87000000.0,87000000.0,87000000.0,82000000.0,82000000.0,82000000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,590000000.0,,,,545000000.0,,,,457000000.0,,,,448000000.0,,,,455000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,84000000.0,,,,52000000.0,,,,35000000.0,,,,35000000.0,,,,32000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,172000000.0,,,,171000000.0,,,,150000000.0,,,,153000000.0,,,,151000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,42000000.0,,,,32000000.0,,,,26000000.0,,,,20000000.0,,,,25000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,63000000.0,,,,52000000.0,,,,49000000.0,,,,49000000.0,,,,49000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,95000000.0,,,,102000000.0,,,,80000000.0,,,,78000000.0,,,,81000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,134000000.0,,,,136000000.0,,,,117000000.0,,,,113000000.0,,,,117000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,56000000.0,,,,28000000.0,,,,15000000.0,,,,39000000.0,,,,37000000.0,,,
Liabilities / USD,7361000000.0,7361000000.0,7361000000.0,7361000000.0,13911000000.0,13911000000.0,13911000000.0,13911000000.0,15263000000.0,15263000000.0,15263000000.0,15263000000.0,14483000000.0,14483000000.0,14483000000.0,14483000000.0,14837000000.0,14837000000.0,14837000000.0,14837000000.0,16044000000.0,16044000000.0,16044000000.0
LiabilitiesAndStockholdersEquity / USD,9687000000.0,9687000000.0,9687000000.0,9687000000.0,10710000000.0,10710000000.0,10710000000.0,10710000000.0,12279000000.0,12279000000.0,12279000000.0,12279000000.0,9819000000.0,9819000000.0,9819000000.0,9819000000.0,10117000000.0,10117000000.0,10117000000.0,10117000000.0,11316000000.0,11316000000.0,11316000000.0
LiabilitiesCurrent / USD,5374000000.0,5374000000.0,5374000000.0,5374000000.0,6673000000.0,6673000000.0,6673000000.0,6673000000.0,6247000000.0,6247000000.0,6247000000.0,6247000000.0,6843000000.0,6843000000.0,6843000000.0,6843000000.0,6479000000.0,6479000000.0,6479000000.0,6479000000.0,7749000000.0,7749000000.0,7749000000.0
LongTermDebt / USD,6305000000.0,5000000.0,5000000.0,5000000.0,5262000000.0,5262000000.0,5262000000.0,5262000000.0,7249000000.0,7249000000.0,7249000000.0,7249000000.0,6629000000.0,6629000000.0,6629000000.0,6629000000.0,6866000000.0,6866000000.0,6866000000.0,6866000000.0,8273000000.0,8273000000.0,8273000000.0
LongTermDebtAndCapitalLeaseObligations / USD,5000000.0,,,,,,,,,,,,,,,6671000000.0,,,,6910000000.0,,,
LongTermDebtCurrent / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531000000.0,531000000.0,531000000.0,531000000.0,0.0,0.0,0.0,0.0,1300000000.0,1300000000.0,1300000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,4800000000.0,4800000000.0,4800000000.0,3500000000.0,,,,4065000000.0,,,,3532000000.0,,,,3548000000.0,,,,4119000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,0.0,,,,0.0,,,,534000000.0,,,,0.0,,,,1300000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,1000000.0,1000000.0,1000000.0,1302000000.0,,,,867000000.0,,,,500000000.0,,,,750000000.0,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,1501000000.0,1501000000.0,751000000.0,0.0,,,,1301000000.0,,,,802000000.0,,,,500000000.0,,,,750000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,1000000.0,2000000.0,2000000.0,500000000.0,,,,1000000.0,,,,1301000000.0,,,,808000000.0,,,,1385000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,2000000.0,2000000.0,3000000.0,3000000.0,,,,1066000000.0,,,,2000000.0,,,,1300000000.0,,,,762000000.0,,,
LongTermDebtNoncurrent / USD,,5000000.0,5000000.0,5000000.0,5262000000.0,5262000000.0,5262000000.0,5262000000.0,7249000000.0,7249000000.0,7249000000.0,7249000000.0,6098000000.0,6098000000.0,6098000000.0,6098000000.0,6866000000.0,6866000000.0,6866000000.0,6866000000.0,6973000000.0,6973000000.0,6973000000.0
LongTermDebtWeightedAverageInterestRateOverTime / pure,,,,0.023,,,,0.024,,,,0.019,,,,0.023,,,,0.02,0.025,0.025,0.025
LongtermDebtWeightedAverageInterestRate / pure,,,,0.024,,,,0.023,,,,0.023,,,,0.02,,,,0.025,0.027,0.027,0.027
MinorityInterest / USD,531000000.0,531000000.0,531000000.0,531000000.0,548000000.0,548000000.0,548000000.0,467000000.0,481000000.0,481000000.0,481000000.0,481000000.0,71000000.0,71000000.0,71000000.0,71000000.0,69000000.0,69000000.0,69000000.0,69000000.0,63000000.0,63000000.0,63000000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,106000000.0,129000000.0,,21000000.0,39000000.0,123000000.0,146000000.0,22000000.0,75000000.0,24000000.0,138000000.0,3000000.0,12000000.0,80000000.0,145000000.0,1000000.0,9000000.0,70000000.0,86000000.0,1000000.0,4000000.0,71000000.0
MinorityInterestDecreaseFromRedemptions / USD,,-1000000.0,-3000000.0,,,,,,1885000000.0,97000000.0,121000000.0,1885000000.0,1885000000.0,1885000000.0,1885000000.0,1885000000.0,,70000000.0,70000000.0,1885000000.0,,,
MultiemployerPlanEmployerContributionCost / USD,,,,128000000.0,37000000.0,73000000.0,119000000.0,,38000000.0,80000000.0,118000000.0,,23000000.0,61000000.0,101000000.0,,34000000.0,75000000.0,117000000.0,,40000000.0,82000000.0,123000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-312000000.0,-353000000.0,-694000000.0,-1497000000.0,-256000000.0,-180000000.0,-589000000.0,-1133000000.0,-574000000.0,-916000000.0,-1621000000.0,-844000000.0,-823000000.0,-2937000000.0,-3402000000.0,58000000.0,-341000000.0,-585000000.0,-418000000.0,-3652000000.0,-467000000.0,-679000000.0,-1102000000.0
NetCashProvidedByUsedInInvestingActivities / USD,-18000000.0,-92000000.0,-150000000.0,-201000000.0,-92000000.0,-142000000.0,-289000000.0,-203000000.0,-50000000.0,-67000000.0,-69000000.0,-353000000.0,-17000000.0,-10000000.0,62000000.0,-89000000.0,-21000000.0,-91000000.0,-132000000.0,-33000000.0,-79000000.0,-97000000.0,-210000000.0
NetCashProvidedByUsedInOperatingActivities / USD,297000000.0,651000000.0,1015000000.0,1550000000.0,159000000.0,823000000.0,1171000000.0,1469000000.0,585000000.0,1118000000.0,1473000000.0,1480000000.0,504000000.0,857000000.0,1096000000.0,1750000000.0,278000000.0,724000000.0,1030000000.0,1560000000.0,171000000.0,479000000.0,873000000.0
NetIncomeLoss / USD,273000000.0,581000000.0,898000000.0,1049000000.0,165000000.0,389000000.0,655000000.0,1116000000.0,308000000.0,634000000.0,965000000.0,906000000.0,311000000.0,632000000.0,956000000.0,1246000000.0,331000000.0,707000000.0,1083000000.0,1253000000.0,353000000.0,768000000.0,1308000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,27000000.0,71000000.0,115000000.0,161000000.0,37000000.0,78000000.0,122000000.0,151000000.0,44000000.0,97000000.0,145000000.0,150000000.0,42000000.0,69000000.0,95000000.0,174000000.0,21000000.0,52000000.0,71000000.0,116000000.0,21000000.0,56000000.0,73000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,1103000000.0,308000000.0,634000000.0,965000000.0,906000000.0,311000000.0,632000000.0,956000000.0,1246000000.0,331000000.0,707000000.0,1083000000.0,1253000000.0,353000000.0,768000000.0,1308000000.0
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,652000000.0,1013000000.0,,,,,1263000000.0,349000000.0,726000000.0,1103000000.0,1044000000.0,344000000.0,690000000.0,1038000000.0,1409000000.0,349000000.0,754000000.0,1147000000.0,1354000000.0,371000000.0,819000000.0,1376000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,-11000000.0,-22000000.0,-38000000.0,-44000000.0,-3000000.0,-2000000.0,0.0,-33000000.0,2000000.0,4000000.0,6000000.0,6000000.0,0.0,1000000.0,2000000.0,11000000.0,0.0,1000000.0,1000000.0,2000000.0,0.0,-1000000.0,0.0
NumberOfOperatingSegments / segment,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
NumberOfReportableSegments / segment,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,
OperatingIncomeLoss / USD,415000000.0,896000000.0,1378000000.0,1835000000.0,329000000.0,745000000.0,1199000000.0,1814000000.0,509000000.0,1070000000.0,1612000000.0,1639000000.0,526000000.0,1013000000.0,1542000000.0,2108000000.0,513000000.0,1093000000.0,1664000000.0,2033000000.0,544000000.0,1114000000.0,1477000000.0
OperatingLeaseExpense / USD,,,,191000000.0,,,,152000000.0,,,,148000000.0,,,,147000000.0,,,,145000000.0,,,
OperatingLeaseLiability / USD,,,,523000000.0,,,,534000000.0,,,,517000000.0,,,,442000000.0,,,,409000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,140000000.0,,,,167000000.0,,,,181000000.0,,,,127000000.0,,,,117000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,386000000.0,386000000.0,386000000.0,386000000.0,367000000.0,367000000.0,367000000.0,367000000.0,336000000.0,336000000.0,336000000.0,336000000.0,315000000.0,315000000.0,315000000.0,315000000.0,292000000.0,292000000.0,292000000.0,292000000.0,298000000.0,298000000.0,298000000.0
OperatingLeasePayments / USD,,,,134000000.0,,,,134000000.0,,,,162000000.0,,,,154000000.0,,,,140000000.0,,,
OperatingLeaseRightOfUseAsset / USD,535000000.0,535000000.0,535000000.0,530000000.0,542000000.0,542000000.0,542000000.0,542000000.0,526000000.0,526000000.0,526000000.0,526000000.0,449000000.0,449000000.0,449000000.0,449000000.0,416000000.0,416000000.0,416000000.0,416000000.0,422000000.0,422000000.0,422000000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,0.034,,,,2.9,,,,2.6,,,,3.8,,,,0.051,,,
OperatingLossCarryforwards / USD,,,,814000000.0,,,,812000000.0,,,,783000000.0,,,,844000000.0,,,,856000000.0,,,
OtherAccruedLiabilitiesCurrent / USD,,,,645000000.0,,,,747000000.0,,,,749000000.0,,,,699000000.0,,,,656000000.0,,,
OtherAssetsCurrent / USD,251000000.0,251000000.0,251000000.0,251000000.0,446000000.0,446000000.0,446000000.0,429000000.0,382000000.0,382000000.0,382000000.0,382000000.0,316000000.0,316000000.0,316000000.0,316000000.0,259000000.0,259000000.0,259000000.0,259000000.0,679000000.0,679000000.0,679000000.0
OtherAssetsNoncurrent / USD,263000000.0,263000000.0,263000000.0,263000000.0,310000000.0,310000000.0,310000000.0,310000000.0,297000000.0,297000000.0,297000000.0,297000000.0,287000000.0,287000000.0,287000000.0,287000000.0,328000000.0,328000000.0,328000000.0,328000000.0,362000000.0,362000000.0,362000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax / USD,,-31000000.0,-112000000.0,-136000000.0,-105000000.0,-90000000.0,-69000000.0,,-17000000.0,1000000.0,-26000000.0,,69000000.0,83000000.0,171000000.0,,-33000000.0,-103000000.0,-63000000.0,,-7000000.0,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,0.0,-2000000.0,-5000000.0,0.0,11000000.0,-1000000.0,5000000.0,-3000000.0,-4000000.0,-3000000.0,1000000.0,7000000.0,0.0,0.0,-4000000.0,3000000.0,3000000.0,-3000000.0,-1000000.0,-4000000.0,3000000.0,3000000.0,-3000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,0.0,,,,-3000000.0,,,,10000000.0,,,,-1000000.0,,,,-3000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax / USD,,,,0.0,,,,0.0,,,,3000000.0,,,,-4000000.0,,,,1000000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,35000000.0,-5000000.0,-96000000.0,-126000000.0,-122000000.0,-84000000.0,-56000000.0,-26000000.0,-22000000.0,-2000000.0,-39000000.0,8000000.0,0.0,-95000000.0,56000000.0,-53000000.0,-34000000.0,-104000000.0,-71000000.0,-55000000.0,-25000000.0,-25000000.0,-65000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,13000000.0,-26000000.0,-118000000.0,-142000000.0,-110000000.0,-81000000.0,-44000000.0,-61000000.0,-22000000.0,2000000.0,-27000000.0,-21000000.0,2000000.0,-91000000.0,58000000.0,25000000.0,-31000000.0,-107000000.0,-72000000.0,61000000.0,-13000000.0,-13000000.0,-59000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax / USD,,,,20000000.0,,,,41000000.0,,,,47000000.0,,,,-102000000.0,,,,-167000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,22000000.0,19000000.0,17000000.0,16000000.0,-1000000.0,-4000000.0,-7000000.0,32000000.0,-4000000.0,-7000000.0,-11000000.0,36000000.0,-2000000.0,-4000000.0,-6000000.0,-75000000.0,0.0,0.0,0.0,-120000000.0,-9000000.0,-9000000.0,-9000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax / USD,,,,-37000000.0,,,,-28000000.0,,,,-43000000.0,,,,71000000.0,,,,146000000.0,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax / USD,,,,4000000.0,,,,9000000.0,,,,11000000.0,,,,-27000000.0,,,,-47000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax / USD,,,,-11000000.0,,,,-9000000.0,,,,-15000000.0,,,,-18000000.0,,,,-10000000.0,,,
OtherLiabilitiesNoncurrent / USD,311000000.0,311000000.0,311000000.0,311000000.0,634000000.0,634000000.0,634000000.0,634000000.0,606000000.0,606000000.0,606000000.0,606000000.0,556000000.0,556000000.0,556000000.0,556000000.0,493000000.0,493000000.0,493000000.0,493000000.0,383000000.0,383000000.0,383000000.0
OtherOperatingIncomeExpenseNet / USD,-6000000.0,-25000000.0,-35000000.0,25000000.0,-65000000.0,-62000000.0,-69000000.0,-39000000.0,7000000.0,16000000.0,16000000.0,-64000000.0,16000000.0,-3000000.0,9000000.0,22000000.0,7000000.0,19000000.0,32000000.0,26000000.0,14000000.0,-7000000.0,-227000000.0
OtherReceivablesGrossCurrent / USD,113000000.0,113000000.0,113000000.0,113000000.0,88000000.0,88000000.0,88000000.0,88000000.0,88000000.0,88000000.0,88000000.0,88000000.0,91000000.0,91000000.0,91000000.0,91000000.0,96000000.0,96000000.0,96000000.0,96000000.0,,,
OtherShortTermBorrowings / USD,34000000.0,34000000.0,34000000.0,34000000.0,37000000.0,37000000.0,37000000.0,37000000.0,24000000.0,24000000.0,24000000.0,24000000.0,45000000.0,45000000.0,45000000.0,45000000.0,32000000.0,32000000.0,32000000.0,32000000.0,51000000.0,,
OtherSundryLiabilitiesNoncurrent / USD,,,,69000000.0,,,,130000000.0,,,,127000000.0,,,,112000000.0,,,,110000000.0,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities / USD,,,1000000.0,-3000000.0,21000000.0,7000000.0,63000000.0,5000000.0,-8000000.0,-17000000.0,-35000000.0,69000000.0,-28000000.0,-78000000.0,-121000000.0,-73000000.0,-17000000.0,13000000.0,21000000.0,-65000000.0,21000000.0,4000000.0,47000000.0
PaymentsForProceedsFromInvestments / USD,,,,,,,,,,,,,,,,-40000000.0,,,2000000.0,7000000.0,,,9000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,-29000000.0,-3000000.0,12000000.0,-18000000.0,-24000000.0,-7000000.0,13000000.0,6000000.0,-28000000.0,-11000000.0,-30000000.0,-3000000.0,0.0,-4000000.0,-6000000.0,-34000000.0,-3000000.0,-4000000.0,-14000000.0,-9000000.0,-3000000.0,-2000000.0,-2000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,0.0,0.0,0.0,0.0,300000000.0,506000000.0,725000000.0,0.0,200000000.0,400000000.0,700000000.0,725000000.0,175000000.0,350000000.0,575000000.0,850000000.0,300000000.0,600000000.0,800000000.0
