fact_unit,2011-08-25,2011-11-02,2012-02-23,2012-05-02,2012-05-07,2012-08-14,2012-11-14,2013-03-01,2013-05-03,2013-08-05,2013-10-30,2014-02-24,2014-05-01,2014-07-31,2014-10-29,2015-02-23,2015-04-28,2015-07-24,2015-10-23,2016-02-16,2016-04-22,2016-07-22,2016-10-21,2017-02-10,2017-04-21,2017-07-24,2017-10-20,2018-02-09,2018-04-24,2018-07-20,2018-10-19,2019-02-08,2019-04-23,2019-07-19,2019-10-21,2020-02-12,2020-04-29,2020-07-27,2020-10-23,2021-02-05,2021-04-23,2021-07-23,2021-10-22,2022-02-07,2022-04-22,2022-07-22,2022-10-21,2023-02-08,2023-04-21,2023-07-21,2023-10-23,2024-02-20,2024-04-19,2024-07-19,2024-10-18,2025-02-13,2025-04-18,2025-07-18,2025-10-24
AccountsPayableCurrent / USD,647500000.0,647500000.0,647500000.0,728000000.0,647500000.0,728000000.0,728000000.0,728000000.0,1248000000.0,1248000000.0,1248000000.0,1248000000.0,1676000000.0,1676000000.0,1676000000.0,1676000000.0,1588000000.0,1588000000.0,1588000000.0,1588000000.0,1324000000.0,1324000000.0,1324000000.0,1192000000.0,1257000000.0,1257000000.0,1257000000.0,1257000000.0,1340000000.0,1340000000.0,1340000000.0,1340000000.0,1337000000.0,1337000000.0,1337000000.0,1337000000.0,914000000.0,914000000.0,914000000.0,914000000.0,837000000.0,837000000.0,837000000.0,837000000.0,1259000000.0,1259000000.0,1259000000.0,1259000000.0,1444000000.0,1444000000.0,1444000000.0,1444000000.0,1366000000.0,1366000000.0,1366000000.0,1366000000.0,1395000000.0,1395000000.0,1395000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379000000.0,1379000000.0,1379000000.0,1293000000.0,1293000000.0,1293000000.0,1293000000.0,1611000000.0,1611000000.0,1611000000.0,1611000000.0,1840000000.0,1840000000.0,1840000000.0,1840000000.0,1588000000.0,1588000000.0,1588000000.0,1588000000.0,1506000000.0,1506000000.0,1506000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,80000000.0,80000000.0,80000000.0,397000000.0,421000000.0,421000000.0,421000000.0,378000000.0,378000000.0,378000000.0,378000000.0,340000000.0,340000000.0,340000000.0,340000000.0,284000000.0,284000000.0,284000000.0,284000000.0,302000000.0,302000000.0,302000000.0,302000000.0,279000000.0,279000000.0,279000000.0,279000000.0,271000000.0,271000000.0,271000000.0,271000000.0,259000000.0,259000000.0,259000000.0,259000000.0,250000000.0,250000000.0,250000000.0,250000000.0,243000000.0,243000000.0,243000000.0,243000000.0,221000000.0,221000000.0,221000000.0,221000000.0,199000000.0,199000000.0,199000000.0,199000000.0,188000000.0,188000000.0,188000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-136500000.0,-136500000.0,-136500000.0,-115000000.0,-136500000.0,-115000000.0,-115000000.0,-136000000.0,-119000000.0,-118000000.0,-118000000.0,-118000000.0,-118000000.0,-118000000.0,-118000000.0,-115000000.0,-24000000.0,-24000000.0,-24000000.0,-118000000.0,-17000000.0,-17000000.0,-17000000.0,-24000000.0,-461000000.0,-461000000.0,-461000000.0,-17000000.0,-661000000.0,-661000000.0,-661000000.0,-461000000.0,-330000000.0,-330000000.0,-330000000.0,-330000000.0,-333000000.0,-333000000.0,-333000000.0,-333000000.0,-407000000.0,-407000000.0,-407000000.0,-407000000.0,-411000000.0,-411000000.0,-411000000.0,-411000000.0,-402000000.0,-402000000.0,-402000000.0,-402000000.0,-217000000.0,-217000000.0,-217000000.0,-217000000.0,-95000000.0,-95000000.0,-95000000.0
AdditionalCollateralAggregateFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,29000000.0,,11000000.0,,,,6000000.0,67000000.0,169000000.0,177000000.0,155000000.0,377000000.0,358000000.0,100000000.0,144000000.0,88000000.0,52000000.0,187000000.0,54000000.0,118000000.0,99000000.0,23000000.0,25000000.0,15000000.0,0.0,0.0
AdditionalPaidInCapital / USD,0.0,0.0,0.0,3431000000.0,0.0,3431000000.0,3431000000.0,3431000000.0,14917000000.0,14917000000.0,14917000000.0,14917000000.0,14479000000.0,14479000000.0,14479000000.0,14479000000.0,36178000000.0,36178000000.0,36178000000.0,36178000000.0,41661000000.0,41661000000.0,41661000000.0,41661000000.0,41739000000.0,41739000000.0,41739000000.0,41739000000.0,41909000000.0,41909000000.0,41909000000.0,41909000000.0,41701000000.0,41701000000.0,41701000000.0,41701000000.0,41745000000.0,41745000000.0,41745000000.0,41745000000.0,41756000000.0,41756000000.0,41756000000.0,41756000000.0,41806000000.0,41806000000.0,41806000000.0,41806000000.0,41673000000.0,41673000000.0,41673000000.0,41673000000.0,41190000000.0,41190000000.0,41190000000.0,41190000000.0,41237000000.0,41237000000.0,41237000000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition / USD,,,,,,6000000.0,9000000.0,,5000000.0,,,2000000.0,,10000000.0,24000000.0,,14000000.0,27000000.0,38000000.0,,,32000000.0,40000000.0,52000000.0,17000000.0,35000000.0,47000000.0,57000000.0,18000000.0,37000000.0,46000000.0,66000000.0,18000000.0,37000000.0,45000000.0,65000000.0,17000000.0,35000000.0,28000000.0,65000000.0,18000000.0,36000000.0,41000000.0,46000000.0,19000000.0,37000000.0,32000000.0,61000000.0,18000000.0,31000000.0,36000000.0,50000000.0,15000000.0,34000000.0,26000000.0,54000000.0,17000000.0,35000000.0,34000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,50000000.0,,,,65000000.0,,,,86000000.0,,,,125000000.0,,,,143000000.0,,,,221000000.0,,,,223000000.0,,,,220000000.0,,,,219000000.0,,,,214000000.0,,,,212000000.0,,,,237000000.0,,,,253000000.0,,,
AssetRetirementObligation / USD,,,,,,,,125000000.0,,,,175000000.0,,,,204000000.0,,,,192000000.0,,,,215000000.0,,,,193000000.0,,,,208000000.0,,,,213000000.0,,,,218000000.0,,,,214000000.0,,,,215000000.0,,,,196000000.0,,,,204000000.0,,,
AssetRetirementObligationAccretionExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,12000000.0,,,,12000000.0,,,
