fact_unit,2010-08-06,2010-11-23,2011-02-09,2011-05-10,2011-08-08,2011-11-18,2012-02-02,2012-04-30,2012-07-30,2012-11-16,2013-01-30,2013-04-29,2013-07-30,2013-11-12,2014-01-28,2014-04-28,2014-07-28,2014-11-10,2015-01-29,2015-04-27,2015-07-30,2015-11-10,2016-01-28,2016-05-04,2016-07-28,2016-11-10,2017-01-31,2017-04-27,2017-07-31,2017-11-09,2018-01-25,2018-04-26,2018-07-26,2018-11-09,2019-01-30,2019-04-30,2019-07-31,2019-11-08,2020-01-30,2020-04-29,2020-07-29,2020-11-12,2021-01-28,2021-05-05,2021-08-03,2021-11-10,2022-01-27,2022-04-27,2022-08-03,2022-11-09,2023-01-26,2023-04-27,2023-08-02,2023-09-15,2023-11-08,2024-01-25,2024-04-25,2024-07-31,2024-11-06,2025-02-04,2025-04-29,2025-07-30,2025-11-07
AccountsPayableCurrent / USD,8593000.0,8593000.0,8765000.0,8765000.0,8765000.0,8765000.0,11139000.0,11139000.0,11139000.0,11139000.0,18958000.0,18958000.0,18958000.0,18958000.0,19216000.0,19216000.0,19216000.0,19216000.0,22000000.0,22000000.0,22000000.0,22000000.0,19852000.0,19852000.0,19852000.0,19852000.0,22952000.0,22952000.0,22952000.0,22952000.0,19510000.0,19510000.0,19510000.0,19510000.0,20251000.0,20251000.0,20251000.0,20251000.0,23118000.0,23118000.0,23118000.0,23118000.0,23033000.0,23033000.0,23033000.0,23033000.0,20749000.0,20749000.0,20749000.0,20749000.0,17273000.0,17273000.0,17273000.0,,17273000.0,19009000.0,19009000.0,19009000.0,19009000.0,22473000.0,22473000.0,22473000.0,22473000.0
AccountsReceivableGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270181000.0,270181000.0,270181000.0,196960000.0,206714000.0,206714000.0,206714000.0,206714000.0,211776000.0,211776000.0,211776000.0,211776000.0,198305000.0,198305000.0,198305000.0,198305000.0,203351000.0,203351000.0,203351000.0,,203351000.0,234745000.0,234745000.0,234745000.0,234745000.0,264942000.0,264942000.0,475737000.0,475737000.0
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266742000.0,331797000.0,331797000.0,331797000.0,331797000.0,388254000.0,388254000.0,388254000.0,388254000.0,349559000.0,349559000.0,349559000.0,349559000.0,364519000.0,364519000.0,364519000.0,,364519000.0,433663000.0,433663000.0,433663000.0,433663000.0,469283000.0,469283000.0,469283000.0,469283000.0
AccountsReceivableNetCurrent / USD,101742000.0,101742000.0,113187000.0,113187000.0,113187000.0,113187000.0,104974000.0,104974000.0,104974000.0,104974000.0,142595000.0,142595000.0,142595000.0,142595000.0,143733000.0,143733000.0,143733000.0,143733000.0,155295000.0,155295000.0,155295000.0,155295000.0,158773000.0,158773000.0,158773000.0,158773000.0,167786000.0,167786000.0,167786000.0,167786000.0,168586000.0,168586000.0,168586000.0,168586000.0,266742000.0,266742000.0,266742000.0,266742000.0,297427000.0,297427000.0,297427000.0,297427000.0,334180000.0,334180000.0,334180000.0,334180000.0,312107000.0,312107000.0,312107000.0,312107000.0,322410000.0,322410000.0,322410000.0,,322410000.0,387947000.0,387947000.0,387947000.0,387947000.0,426642000.0,426642000.0,426642000.0,426642000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34400000.0,34370000.0,34370000.0,34370000.0,34370000.0,54074000.0,54074000.0,54074000.0,54074000.0,37452000.0,37452000.0,37452000.0,37452000.0,42109000.0,42109000.0,42109000.0,,42109000.0,45716000.0,45716000.0,45716000.0,45716000.0,42641000.0,42641000.0,42641000.0,42641000.0
AccruedLiabilitiesCurrent / USD,,,,,,28732000.0,47031000.0,47031000.0,47031000.0,47031000.0,43645000.0,43645000.0,43645000.0,43645000.0,35202000.0,35202000.0,35202000.0,35202000.0,36235000.0,36235000.0,36235000.0,36235000.0,30958000.0,30958000.0,30958000.0,30958000.0,27780000.0,27780000.0,27780000.0,27780000.0,32104000.0,32104000.0,32104000.0,32104000.0,31025000.0,31025000.0,31025000.0,31025000.0,32454000.0,32454000.0,32454000.0,32454000.0,63367000.0,63367000.0,63367000.0,63367000.0,79535000.0,79535000.0,79535000.0,79535000.0,66248000.0,66248000.0,66248000.0,,66248000.0,59478000.0,59478000.0,59478000.0,59478000.0,79812000.0,79812000.0,79812000.0,79812000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,187150000.0,187150000.0,150809000.0,150809000.0,150809000.0,150809000.0,148439000.0,148439000.0,148439000.0,148439000.0,129667000.0,129667000.0,129667000.0,129667000.0,127871000.0,127871000.0,127871000.0,127871000.0,71652000.0,71652000.0,71652000.0,71652000.0,81638000.0,81638000.0,81638000.0,81638000.0,94657000.0,94657000.0,94657000.0,94657000.0,107317000.0,107317000.0,107317000.0,107317000.0,119048000.0,119048000.0,119048000.0,119048000.0,,,,114700000.0,,,,97053000.0,,,,,94831000.0,,88001000.0,88001000.0,88001000.0,77453000.0,77453000.0,77453000.0,77453000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-17429000.0,-17429000.0,-19678000.0,-19678000.0,-19678000.0,-19678000.0,-21709000.0,-21709000.0,-21709000.0,-21709000.0,-15808000.0,-15808000.0,-15808000.0,-15808000.0,-20908000.0,-20908000.0,-20908000.0,-20908000.0,-23189000.0,-23189000.0,-23189000.0,-23189000.0,-50715000.0,-50715000.0,-50715000.0,-50715000.0,-77011000.0,-77011000.0,-77011000.0,-77011000.0,-66494000.0,-66494000.0,-66494000.0,-66494000.0,-76421000.0,-76421000.0,-76421000.0,-76421000.0,-90085000.0,-90085000.0,-90085000.0,-90085000.0,-82995000.0,-82995000.0,-82995000.0,-82995000.0,-75854000.0,-75854000.0,-75854000.0,-75854000.0,-124702000.0,-124702000.0,-124702000.0,,-124702000.0,-102145000.0,-102145000.0,-102145000.0,-102145000.0,-91629000.0,-91629000.0,-91629000.0,-91629000.0
AdditionalPaidInCapitalCommonStock / USD,1106292000.0,1106292000.0,1103244000.0,1103244000.0,1103244000.0,1103244000.0,1098388000.0,1098388000.0,1098388000.0,1098388000.0,1103611000.0,1103611000.0,1103611000.0,1103611000.0,1110198000.0,1110198000.0,1110198000.0,1110198000.0,1129317000.0,1129317000.0,1129317000.0,1129317000.0,1152789000.0,1152789000.0,1152789000.0,1152789000.0,1185076000.0,1185076000.0,1185076000.0,1188913000.0,1195431000.0,1195431000.0,1195431000.0,1195431000.0,1211051000.0,1211051000.0,1211051000.0,1211051000.0,1225365000.0,1225365000.0,1225365000.0,1225365000.0,1218583000.0,1218583000.0,1218583000.0,1218583000.0,1237348000.0,1237348000.0,1237348000.0,1237348000.0,1299588000.0,1299588000.0,1299588000.0,,1299588000.0,1350713000.0,1350713000.0,1350713000.0,1350713000.0,1366572000.0,1366572000.0,1366572000.0,1366572000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,13235000.0,27981000.0,4034000.0,8205000.0,11762000.0,19935000.0,4757000.0,9384000.0,15466000.0,17305000.0,5832000.0,12245000.0,18897000.0,15500000.0,7235000.0,16286000.0,25631000.0,21229000.0,8794000.0,20596000.0,32762000.0,25850000.0,14700000.0,28300000.0,41704000.0,36362000.0,14519000.0,29231000.0,43546000.0,45308000.0,16510000.0,35749000.0,54631000.0,55509000.0,21854000.0,35749000.0,54631000.0,61222000.0,21854000.0,42336000.0,61931000.0,74814000.0,23145000.0,45933000.0,68197000.0,82973000.0,25132000.0,53338000.0,83342000.0,93681000.0,29878000.0,57814000.0,86363000.0,,111700000.0,29702000.0,56755000.0,89750000.0,115355000.0,31574000.0,67022000.0,109457000.0,123847000.0
