fact_unit,2010-07-30,2010-11-05,2011-02-24,2011-04-29,2011-07-29,2011-11-04,2012-02-17,2012-04-27,2012-08-03,2012-11-02,2013-02-15,2013-05-03,2013-07-26,2013-11-01,2014-02-21,2014-05-07,2014-08-01,2014-10-31,2015-02-20,2015-05-01,2015-07-31,2015-10-30,2016-02-19,2016-04-29,2016-07-29,2016-10-28,2017-02-13,2017-05-05,2017-07-28,2017-10-27,2018-02-16,2018-05-04,2018-08-03,2018-10-26,2019-02-15,2019-05-03,2019-07-26,2019-11-01,2020-02-20,2020-03-06,2020-05-08,2020-07-31,2020-10-30,2021-02-18,2021-04-30,2021-07-30,2021-10-29,2022-02-17,2022-04-29,2022-07-29,2022-10-28,2023-02-23,2023-04-28,2023-08-04,2023-10-27,2024-02-22,2024-05-03,2024-08-02,2024-11-01,2025-02-20,2025-05-02,2025-08-01,2025-11-07
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,81556000.0,81556000.0,81556000.0,93747000.0,93747000.0,93747000.0,93747000.0,101896000.0,101896000.0,101896000.0,101896000.0,113307000.0,113307000.0,113307000.0,113307000.0,157232000.0,157232000.0,157232000.0,157232000.0,133353000.0,133353000.0,133353000.0,133353000.0,137813000.0,137813000.0,137813000.0,137813000.0,128313000.0,128313000.0,128313000.0,128313000.0,146866000.0,146866000.0,146866000.0,146866000.0,,171719000.0,171719000.0,171719000.0,171719000.0,175608000.0,175608000.0,175608000.0,175608000.0,191651000.0,191651000.0,191651000.0,191651000.0,211370000.0,211370000.0,211370000.0,211370000.0,222599000.0,222599000.0,222599000.0,222599000.0,215179000.0,215179000.0,215179000.0
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent / USD,23241000.0,23241000.0,23241000.0,22338000.0,22338000.0,22338000.0,22338000.0,21883000.0,21883000.0,21883000.0,21883000.0,28452000.0,28452000.0,28452000.0,28452000.0,35648000.0,35648000.0,35648000.0,35648000.0,39149000.0,39149000.0,39149000.0,39149000.0,45223000.0,45223000.0,45223000.0,45223000.0,49041000.0,49041000.0,49041000.0,49041000.0,51383000.0,51383000.0,51383000.0,51383000.0,54358000.0,54358000.0,54358000.0,54358000.0,,54408000.0,54408000.0,54408000.0,54408000.0,66156000.0,66156000.0,66156000.0,66156000.0,66673000.0,66673000.0,66673000.0,66673000.0,95551000.0,95551000.0,95551000.0,95551000.0,96517000.0,96517000.0,96517000.0,96517000.0,78529000.0,78529000.0,78529000.0
AccumulatedDistributionsInExcessOfNetIncome / USD,492571000.0,492571000.0,492571000.0,595317000.0,595317000.0,595317000.0,595317000.0,690466000.0,690466000.0,690466000.0,690466000.0,598951000.0,598951000.0,598951000.0,598951000.0,494167000.0,494167000.0,494167000.0,494167000.0,453777000.0,453777000.0,453777000.0,453777000.0,458577000.0,458577000.0,458577000.0,458577000.0,289180000.0,289180000.0,289180000.0,289180000.0,368703000.0,368703000.0,368703000.0,368703000.0,495496000.0,495496000.0,495496000.0,495496000.0,,584167000.0,584167000.0,584167000.0,584167000.0,791079000.0,791079000.0,791079000.0,791079000.0,829453000.0,829453000.0,829453000.0,829453000.0,581532000.0,581532000.0,581532000.0,581532000.0,613651000.0,613651000.0,613651000.0,613651000.0,897931000.0,897931000.0,897931000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-41155000.0,-41155000.0,-41155000.0,-33458000.0,-33458000.0,-33458000.0,-33458000.0,-683000.0,-683000.0,-683000.0,-683000.0,-1062000.0,-1062000.0,-1062000.0,-1062000.0,-1106000.0,-1106000.0,-1106000.0,-1106000.0,-2419000.0,-2419000.0,-2419000.0,-2419000.0,-1913000.0,-1913000.0,-1913000.0,-1913000.0,-1863000.0,-1863000.0,-1863000.0,-1863000.0,-57000.0,-57000.0,-57000.0,-57000.0,6929000.0,6929000.0,6929000.0,6929000.0,,-6529000.0,-6529000.0,-6529000.0,-6529000.0,-5383000.0,-5383000.0,-5383000.0,-5383000.0,-3739000.0,-3739000.0,-3739000.0,-3739000.0,-1774000.0,-1774000.0,-1774000.0,-1774000.0,-1252000.0,-1252000.0,-1252000.0,-1252000.0,974000.0,974000.0,974000.0
AdditionalPaidInCapitalCommonStock / USD,2525656000.0,2525656000.0,2525656000.0,2775625000.0,2775625000.0,2775625000.0,2775625000.0,2901024000.0,2901024000.0,2901024000.0,2901024000.0,3587505000.0,3587505000.0,3587505000.0,3587505000.0,3596069000.0,3596069000.0,3596069000.0,3596069000.0,3667448000.0,3667448000.0,3667448000.0,3667448000.0,3662864000.0,3662864000.0,3662864000.0,3662864000.0,3678277000.0,3678277000.0,3678277000.0,3678277000.0,4137161000.0,4137161000.0,4137161000.0,4137161000.0,4154763000.0,4154763000.0,4154763000.0,4154763000.0,,4566731000.0,4566731000.0,4566731000.0,4566731000.0,4581710000.0,4581710000.0,4581710000.0,4581710000.0,5363530000.0,5363530000.0,5363530000.0,5363530000.0,5897454000.0,5897454000.0,5897454000.0,5897454000.0,5914868000.0,5914868000.0,5914868000.0,5914868000.0,5930729000.0,5930729000.0,5930729000.0
AmortizationOfBelowMarketLease / USD,,,,,,,,,,,,,,,0.0,400000.0,700000.0,900000.0,1400000.0,200000.0,200000.0,200000.0,1100000.0,,,,200000.0,,,,100000.0,,,200000.0,200000.0,,200000.0,200000.0,200000.0,,,100000.0,100000.0,200000.0,,,200000.0,200000.0,900000.0,4300000.0,200000.0,100000.0,900000.0,4300000.0,7800000.0,1100000.0,,,,8600000.0,,,
AmortizationOfDebtDiscountPremium / USD,376000.0,502000.0,571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,300000.0,400000.0,100000.0,100000.0,100000.0,400000.0,,,,400000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,1100000.0,3600000.0,8400000.0,10800000.0,3900000.0,1900000.0,3100000.0,4500000.0,13100000.0,1000000.0,1200000.0,1200000.0,5600000.0,,,,1400000.0,,,,500000.0,1900000.0,,700000.0,1300000.0,1900000.0,5500000.0,8000000.0,1300000.0,,1900000.0,5500000.0,8800000.0,9400000.0,,8800000.0,9100000.0,10400000.0,6200000.0,2500000.0,10900000.0,9100000.0,6200000.0,25600000.0,44900000.0,22200000.0,,,,50300000.0,1900000.0,7000000.0,13200000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,5000000.0,5000000.0,4900000.0,4100000.0,4900000.0,4800000.0,5100000.0,1400000.0,2500000.0,2400000.0,4000000.0,3000000.0,2200000.0,2100000.0,2300000.0,2100000.0,2100000.0,2000000.0,2100000.0,1500000.0,1500000.0,2600000.0,2800000.0,1700000.0,2500000.0,2500000.0,2600000.0,1600000.0,1500000.0,1500000.0,2400000.0,1400000.0,2200000.0,2200000.0,1500000.0,,1900000.0,2000000.0,1900000.0,2100000.0,1900000.0,1900000.0,2000000.0,1100000.0,1900000.0,1900000.0,1800000.0,1900000.0,1000000.0,100000.0,1000000.0,1000000.0,1800000.0,1800000.0,1800000.0,1000000.0,1800000.0,1800000.0,1800000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,40988000.0
