fact_unit,2009-08-03,2009-10-23,2010-02-12,2010-04-23,2010-08-05,2010-10-22,2011-02-11,2011-04-21,2011-07-22,2011-10-21,2012-02-17,2012-04-20,2012-07-18,2012-10-19,2013-02-15,2013-04-19,2013-07-19,2013-10-18,2014-02-14,2014-04-17,2014-07-18,2014-10-17,2015-02-13,2015-04-17,2015-07-17,2015-10-16,2016-02-12,2016-04-22,2016-07-22,2016-10-21,2017-02-10,2017-04-21,2017-07-21,2017-10-20,2018-02-09,2018-04-20,2018-07-20,2018-10-19,2019-02-08,2019-04-18,2019-07-18,2019-10-17,2020-02-14,2020-05-01,2020-07-24,2020-10-30,2021-02-12,2021-04-23,2021-07-23,2021-10-22,2022-02-11,2022-04-29,2022-07-28,2022-10-27,2023-02-10,2023-04-27,2023-07-27,2023-10-26,2024-02-16,2024-04-25,2024-07-25,2024-10-24,2025-02-14,2025-04-29,2025-07-24,2025-10-23
AccountsPayableCurrent / USD,3773000000.0,3773000000.0,3773000000.0,3633000000.0,3633000000.0,3633000000.0,3633000000.0,4344000000.0,4199000000.0,4199000000.0,4199000000.0,4738000000.0,4738000000.0,4738000000.0,4738000000.0,4736000000.0,4736000000.0,4736000000.0,4736000000.0,5174000000.0,5174000000.0,5174000000.0,5174000000.0,5365000000.0,5365000000.0,5365000000.0,5365000000.0,5580000000.0,5580000000.0,5580000000.0,5580000000.0,5690000000.0,5690000000.0,5690000000.0,5690000000.0,6584000000.0,6584000000.0,6584000000.0,6584000000.0,5607000000.0,5607000000.0,5607000000.0,5607000000.0,5730000000.0,5730000000.0,5730000000.0,5730000000.0,5750000000.0,5750000000.0,5750000000.0,5750000000.0,6484000000.0,6484000000.0,6484000000.0,6484000000.0,6329000000.0,6329000000.0,6329000000.0,6329000000.0,6329000000.0,6849000000.0,6849000000.0,6849000000.0,6880000000.0,6880000000.0,6880000000.0
AccountsReceivableNetCurrent / USD,,,,,6274000000.0,,6274000000.0,,,,6841000000.0,7228000000.0,7228000000.0,,,,,,,,,,,,,,,,,,,8177000000.0,8177000000.0,8177000000.0,8177000000.0,8866000000.0,8866000000.0,8866000000.0,8866000000.0,7508000000.0,7508000000.0,7508000000.0,7508000000.0,7493000000.0,7493000000.0,7493000000.0,7493000000.0,6827000000.0,6827000000.0,6827000000.0,6827000000.0,6830000000.0,6830000000.0,6830000000.0,6830000000.0,7440000000.0,7440000000.0,7440000000.0,7440000000.0,7440000000.0,7530000000.0,7530000000.0,7530000000.0,7819000000.0,7819000000.0,7819000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,779000000.0,779000000.0,799000000.0,753000000.0,753000000.0,753000000.0,946000000.0,723000000.0,723000000.0,723000000.0,779000000.0,654000000.0,654000000.0,654000000.0,753000000.0,643000000.0,643000000.0,643000000.0,723000000.0,591000000.0,591000000.0,591000000.0,654000000.0,518000000.0,518000000.0,518000000.0,643000000.0,511000000.0,511000000.0,511000000.0,591000000.0,595000000.0,595000000.0,595000000.0,518000000.0,755000000.0,755000000.0,755000000.0,511000000.0,709000000.0,709000000.0,709000000.0,595000000.0,660000000.0,660000000.0,660000000.0,755000000.0,618000000.0,618000000.0,618000000.0,709000000.0,615000000.0,615000000.0,615000000.0,660000000.0,660000000.0,641000000.0,641000000.0,618000000.0,678000000.0,678000000.0,678000000.0
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132000000.0,268000000.0,50000000.0,105000000.0,167000000.0,194000000.0,57000000.0,184000000.0,334000000.0,195000000.0,86000000.0,129000000.0,169000000.0,287000000.0,42000000.0,83000000.0,127000000.0,395000000.0,41000000.0,83000000.0,126000000.0,213000000.0,49000000.0,107000000.0,156000000.0,173000000.0,82000000.0,137000000.0,176000000.0,168000000.0,168000000.0,150000000.0,191000000.0,186000000.0,106000000.0,150000000.0,415000000.0
AccrualForEnvironmentalLossContingenciesPayments1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144000000.0,321000000.0,31000000.0,70000000.0,116000000.0,273000000.0,23000000.0,70000000.0,133000000.0,228000000.0,28000000.0,87000000.0,135000000.0,212000000.0,34000000.0,79000000.0,166000000.0,218000000.0,79000000.0,112000000.0,147000000.0,256000000.0,32000000.0,58000000.0,111000000.0,216000000.0,24000000.0,59000000.0,109000000.0,210000000.0,210000000.0,98000000.0,147000000.0,211000000.0,37000000.0,73000000.0,112000000.0
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,20000000.0,,1000000.0,1000000.0,1000000.0,,,,,,,-1000000.0,-4000000.0,1000000.0,8000000.0,8000000.0,9000000.0,6000000.0,1000000.0,-6000000.0,-5000000.0,26000000.0,-1000000.0,-3000000.0,-4000000.0,9000000.0,-2000000.0,-4000000.0,-4000000.0,-17000000.0,1000000.0,1000000.0,,-3000000.0,,,,-6000000.0,,,,0.0,0.0,,,22000000.0,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,158000000.0,,,,249000000.0,,,,233000000.0,,,,232000000.0,,,,249000000.0,,,,243000000.0,,,,266000000.0,,,,290000000.0,,,,277000000.0,,,,234000000.0,,,,239000000.0,,,,281000000.0,,,,269000000.0,,,,174000000.0,174000000.0,,,176000000.0,,,
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,314000000.0,314000000.0,314000000.0,328000000.0,328000000.0,328000000.0,328000000.0,303000000.0,303000000.0,303000000.0,303000000.0,304000000.0,304000000.0,304000000.0,304000000.0,304000000.0,304000000.0,304000000.0,304000000.0,278000000.0,278000000.0,278000000.0,278000000.0,253000000.0,253000000.0,253000000.0,253000000.0,252000000.0,252000000.0,252000000.0,252000000.0,226000000.0,226000000.0,226000000.0,226000000.0,175000000.0,175000000.0,175000000.0,175000000.0,222000000.0,222000000.0,222000000.0,222000000.0,225000000.0,225000000.0,225000000.0,225000000.0,225000000.0,225000000.0,225000000.0,225000000.0,222000000.0,222000000.0,222000000.0,222000000.0,222000000.0,227000000.0,227000000.0,227000000.0,244000000.0,244000000.0,244000000.0
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,465000000.0,465000000.0,465000000.0,425000000.0,425000000.0,425000000.0,425000000.0,420000000.0,420000000.0,420000000.0,420000000.0,350000000.0,350000000.0,350000000.0,350000000.0,339000000.0,339000000.0,339000000.0,339000000.0,313000000.0,313000000.0,313000000.0,313000000.0,265000000.0,265000000.0,265000000.0,265000000.0,259000000.0,259000000.0,259000000.0,259000000.0,369000000.0,369000000.0,369000000.0,369000000.0,580000000.0,580000000.0,580000000.0,580000000.0,487000000.0,487000000.0,487000000.0,487000000.0,435000000.0,435000000.0,435000000.0,435000000.0,393000000.0,393000000.0,393000000.0,393000000.0,393000000.0,393000000.0,393000000.0,393000000.0,393000000.0,414000000.0,414000000.0,414000000.0,434000000.0,434000000.0,434000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,455000000.0,,,,466000000.0,,,,318000000.0,,,,548000000.0,,,,240000000.0,,,,261000000.0,,,,201000000.0,,,,430000000.0,,,,134000000.0,,,,166000000.0,,,,253000000.0,,,,307000000.0,,,,393000000.0,,,,549000000.0,549000000.0,,,680000000.0,,,
