fact_unit,2009-08-06,2009-11-24,2010-02-04,2010-03-19,2010-05-06,2010-08-05,2010-11-24,2011-02-03,2011-05-05,2011-08-04,2011-11-23,2012-02-02,2012-05-03,2012-08-02,2012-11-28,2013-01-28,2013-02-07,2013-05-09,2013-08-07,2013-11-26,2014-02-06,2014-05-02,2014-07-31,2014-11-20,2015-01-29,2015-04-30,2015-07-29,2015-11-19,2016-01-27,2016-04-27,2016-07-27,2016-11-17,2017-02-03,2017-05-10,2017-08-02,2017-11-21,2018-02-08,2018-05-02,2018-07-31,2018-11-20,2019-01-30,2019-05-01,2019-07-31,2019-11-27,2020-01-29,2020-04-29,2020-07-29,2020-11-17,2021-01-27,2021-04-28,2021-07-28,2021-11-16,2022-02-02,2022-04-27,2022-07-27,2022-11-15,2023-02-01,2023-05-02,2023-08-01,2023-11-21,2024-02-02,2024-05-03,2024-07-30,2024-11-27,2025-02-06,2025-05-02,2025-07-31,2025-11-18
AcceleratedShareRepurchasesSettlementPaymentOrReceipt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,500000000.0,500000000.0,500000000.0,-250000000.0,-250000000.0,-250000000.0,500000000.0
AccountsPayableCurrent / USD,,59590000.0,46589000.0,59590000.0,46589000.0,46589000.0,46589000.0,57480000.0,57480000.0,57480000.0,57480000.0,63467000.0,63467000.0,63467000.0,63467000.0,63467000.0,87223000.0,87223000.0,87223000.0,87223000.0,80534000.0,80534000.0,80500000.0,80500000.0,92100000.0,92100000.0,92100000.0,92100000.0,117000000.0,117000000.0,117000000.0,117000000.0,156900000.0,156900000.0,156900000.0,156900000.0,166600000.0,166600000.0,166600000.0,166600000.0,192200000.0,192200000.0,192200000.0,192200000.0,186500000.0,186500000.0,186500000.0,186500000.0,178800000.0,178800000.0,178800000.0,178800000.0,215900000.0,215900000.0,215900000.0,215900000.0,197700000.0,197700000.0,197700000.0,197700000.0,175200000.0,175200000.0,175200000.0,175200000.0,203800000.0,203800000.0,203800000.0,203800000.0
AccountsReceivableNetCurrent / USD,321299000.0,321299000.0,263231000.0,321299000.0,263231000.0,263231000.0,263231000.0,283103000.0,283103000.0,283103000.0,283103000.0,318712000.0,318712000.0,318712000.0,318712000.0,318712000.0,409333000.0,409333000.0,409333000.0,409333000.0,409273000.0,409273000.0,409300000.0,409300000.0,396000000.0,396000000.0,396000000.0,396000000.0,416100000.0,416100000.0,416100000.0,416100000.0,447000000.0,447000000.0,447000000.0,447000000.0,533500000.0,533500000.0,533500000.0,533500000.0,579200000.0,579200000.0,579200000.0,579200000.0,648700000.0,648700000.0,648700000.0,648700000.0,1028900000.0,1028900000.0,1028900000.0,1028900000.0,942700000.0,942700000.0,942700000.0,942700000.0,617600000.0,617600000.0,617600000.0,617600000.0,625600000.0,625600000.0,625600000.0,625600000.0,600400000.0,600400000.0,600400000.0,600400000.0
AccruedEmployeeBenefitsCurrent / USD,,,,,,,,,,,,,,,97747000.0,97747000.0,,,,143673000.0,,,,127500000.0,,,,157600000.0,,,,173200000.0,,,,176400000.0,,,,176700000.0,,,,196000000.0,,,,223400000.0,,,,262700000.0,,,,297200000.0,,,,292200000.0,,,,280100000.0,,,,289000000.0
AccruedLiabilitiesCurrent / USD,,154746000.0,137284000.0,154746000.0,137284000.0,137284000.0,137284000.0,183054000.0,183054000.0,183054000.0,183054000.0,325327000.0,325327000.0,325327000.0,325327000.0,325327000.0,372381000.0,372381000.0,372381000.0,372381000.0,271931000.0,271931000.0,272000000.0,272000000.0,262100000.0,262100000.0,262100000.0,262100000.0,272100000.0,272100000.0,272100000.0,272100000.0,287600000.0,287600000.0,287600000.0,287600000.0,375300000.0,375300000.0,375300000.0,375300000.0,436100000.0,436100000.0,436100000.0,436100000.0,430900000.0,430900000.0,430900000.0,430900000.0,547600000.0,547600000.0,547600000.0,547600000.0,596200000.0,596200000.0,596200000.0,596200000.0,535300000.0,535300000.0,535300000.0,535300000.0,534600000.0,534600000.0,534600000.0,534600000.0,579700000.0,579700000.0,579700000.0,579700000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,103554000.0,,103554000.0,,,160540000.0,,,222128000.0,222128000.0,281126000.0,281126000.0,281126000.0,281126000.0,281126000.0,340003000.0,340003000.0,340003000.0,340003000.0,416530000.0,416530000.0,416500000.0,416500000.0,473800000.0,473800000.0,473800000.0,473800000.0,524500000.0,524500000.0,524500000.0,524500000.0,578300000.0,578300000.0,578300000.0,578300000.0,553500000.0,553500000.0,553500000.0,553500000.0,616100000.0,616100000.0,616100000.0,616100000.0,666000000.0,666000000.0,666000000.0,658000000.0,694400000.0,694400000.0,694400000.0,694400000.0,695900000.0,695900000.0,695900000.0,695900000.0,705600000.0,705600000.0,705600000.0,705600000.0,714000000.0,714000000.0,714000000.0,714000000.0,728700000.0,728700000.0,728700000.0,728700000.0
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,62000.0,62000.0,,,,62000.0,,,,12100000.0,,,,12100000.0,,,,8900000.0,6900000.0,,,6900000.0,,,,-300000.0,,,,-400000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,,,,,-237000.0,,,,-1001000.0,-1001000.0,,,,483000.0,,,,300000.0,,,,300000.0,,,,1600000.0,1800000.0,,,1800000.0,,,,2500000.0,,,,1600000.0,,,,1100000.0,,,,1700000.0,,,,1800000.0,,,,1300000.0,,,,300000.0,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,-94000.0,,,,994000.0,994000.0,,,,7211000.0,,,,8600000.0,,,,8600000.0,,,,-4700000.0,-15700000.0,,,-15700000.0,,,,-26100000.0,,,,-18500000.0,,,,-26600000.0,,,,-41400000.0,,,,-22900000.0,,,,-43100000.0,,,,-267200000.0,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,4945000.0,4945000.0,7028000.0,4945000.0,7028000.0,7028000.0,7028000.0,143000.0,143000.0,143000.0,143000.0,1995000.0,1995000.0,1995000.0,1995000.0,1995000.0,6790000.0,6790000.0,6790000.0,6790000.0,20391000.0,20391000.0,20400000.0,20400000.0,2600000.0,2600000.0,20400000.0,20400000.0,2600000.0,2600000.0,2600000.0,2600000.0,-14500000.0,-21100000.0,-32300000.0,-14500000.0,-16200000.0,-16200000.0,-16200000.0,-32300000.0,-25500000.0,-25500000.0,-25500000.0,-16200000.0,-42300000.0,-42300000.0,-42300000.0,-25500000.0,-49700000.0,-49700000.0,-49700000.0,-42300000.0,-59100000.0,-59100000.0,-59100000.0,-49700000.0,-238200000.0,-238200000.0,-238200000.0,-59100000.0,-147600000.0,-147600000.0,-147600000.0,-238200000.0,-111500000.0,-111500000.0,-111500000.0,-111500000.0
