fact_unit,2010-08-09,2010-11-05,2011-02-28,2011-05-06,2011-09-01,2011-11-07,2012-02-29,2012-05-08,2012-08-09,2012-11-09,2013-03-01,2013-05-08,2013-08-08,2013-11-07,2014-03-03,2014-05-08,2014-08-11,2014-11-07,2015-03-02,2015-05-08,2015-08-07,2015-11-06,2016-02-29,2016-05-06,2016-08-08,2016-08-16,2016-11-09,2017-03-01,2017-05-09,2017-08-08,2017-11-09,2018-03-01,2018-05-07,2018-06-27,2018-08-03,2018-11-07,2019-02-27,2019-05-07,2019-08-08,2019-11-05,2020-02-27,2020-05-01,2020-08-03,2020-11-03,2021-02-26,2021-05-03,2021-08-06,2021-11-03,2022-02-25,2022-05-02,2022-08-03,2022-11-02,2023-02-24,2023-05-01,2023-08-02,2023-11-08,2024-02-23,2024-05-01,2024-07-31,2024-10-30,2025-02-18,2025-04-30,2025-07-30,2025-10-29
AccountsPayableCurrent / USD,173719000.0,173719000.0,173719000.0,167084000.0,167084000.0,167084000.0,167084000.0,170994000.0,170994000.0,170994000.0,170994000.0,199620000.0,199620000.0,199620000.0,199620000.0,241192000.0,241192000.0,241192000.0,144990000.0,164252000.0,164252000.0,164252000.0,164252000.0,182031000.0,182031000.0,164252000.0,182031000.0,182031000.0,250477000.0,250477000.0,250477000.0,250477000.0,255028000.0,250477000.0,255028000.0,255028000.0,255028000.0,302578000.0,302578000.0,302578000.0,302578000.0,235437000.0,235437000.0,235437000.0,235437000.0,142523000.0,142523000.0,142523000.0,142523000.0,263097000.0,263097000.0,263097000.0,286196000.0,369817000.0,369817000.0,369817000.0,369817000.0,461718000.0,461718000.0,461718000.0,461718000.0,412662000.0,412662000.0,412662000.0
AccountsReceivableGrossCurrent / USD,,,,,,415654000.0,415654000.0,,,,592937000.0,,,,541588000.0,,,,569930000.0,,,,562947000.0,,,562947000.0,,570348000.0,,,,640844000.0,,643040000.0,,,634844000.0,,,,747981000.0,,,,707278000.0,,,,443091000.0,,,,712263000.0,,,,965415000.0,,,,1059611000.0,,,
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,488217000.0,,,,473345000.0,480559000.0,480559000.0,473345000.0,480559000.0,480559000.0,542924000.0,542924000.0,542924000.0,542924000.0,542273000.0,545120000.0,542273000.0,542273000.0,542273000.0,657206000.0,657206000.0,657206000.0,657206000.0,612717000.0,612717000.0,612717000.0,612717000.0,316502000.0,316502000.0,316502000.0,316502000.0,583915000.0,583915000.0,583915000.0,583915000.0,852149000.0,852149000.0,852149000.0,852149000.0,929135000.0,929135000.0,929135000.0,929135000.0,1071412000.0,1071412000.0,1071412000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,63888000.0,63888000.0,63888000.0,,,,183576000.0,,,,223308000.0,,,,236991000.0,,,,201562000.0,,,201562000.0,,153531000.0,,,,166916000.0,,166917000.0,,,170639000.0,,,,235160000.0,,,,218027000.0,,,,109100000.0,,,,195973000.0,,,,211756000.0,,,,390890000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,4831430000.0,,,,5337099000.0,,,,5713250000.0,,,,6165053000.0,,,,6525239000.0,,,6525239000.0,,6939938000.0,,,,7568199000.0,,7568199000.0,,,8250190000.0,,,,9017850000.0,,,,8581835000.0,,,,7474876000.0,,8179310000.0,8179310000.0,8179310000.0,,,,4912917000.0,,,,5176626000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1937000.0,-1937000.0,-1937000.0,-301000.0,-301000.0,-301000.0,-301000.0,5978000.0,5978000.0,5978000.0,5978000.0,14303000.0,14303000.0,14303000.0,14303000.0,12503000.0,12503000.0,12503000.0,12503000.0,12991000.0,12991000.0,12991000.0,12991000.0,14022000.0,14022000.0,12991000.0,14022000.0,14022000.0,15053000.0,15053000.0,15053000.0,15053000.0,-3610000.0,15053000.0,-3610000.0,-3610000.0,-3610000.0,-8556000.0,-8556000.0,-8556000.0,-8556000.0,-10202000.0,-10202000.0,-10202000.0,-10202000.0,-30677000.0,-30677000.0,-30677000.0,-30677000.0,-24616000.0,-24616000.0,-24616000.0,-24616000.0,33499000.0,33499000.0,33499000.0,33499000.0,143896000.0,143896000.0,143896000.0,143896000.0,-61216000.0,-61216000.0,-61216000.0
AdditionalPaidInCapitalCommonStock / USD,3497425000.0,3497425000.0,3497425000.0,4060826000.0,4060826000.0,4060826000.0,4060826000.0,4094323000.0,4094323000.0,4094323000.0,4094323000.0,4132655000.0,4132655000.0,4132655000.0,4132655000.0,4156680000.0,4156680000.0,4156680000.0,4156680000.0,4180922000.0,4180922000.0,4180922000.0,4180922000.0,5655886000.0,5655886000.0,4180922000.0,5655886000.0,5655886000.0,5653575000.0,5653575000.0,5653575000.0,5653575000.0,5357709000.0,5653575000.0,5357709000.0,5357709000.0,5357709000.0,4092085000.0,4092085000.0,4092085000.0,4092085000.0,3531099000.0,3531099000.0,3531099000.0,3531099000.0,3439453000.0,3439453000.0,3439453000.0,3439453000.0,1750135000.0,1750135000.0,1750135000.0,1750135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdjustmentsToAdditionalPaidInCapitalOther / USD,,,,,92000.0,146000.0,202000.0,,,2000.0,217000.0,-535000.0,-597000.0,-1446000.0,146000.0,-504000.0,-543000.0,-1304000.0,1000.0,,,9000.0,-3589000.0,,,-3589000.0,,-1351000.0,,,,7749000.0,,7749000.0,,-45000.0,12108000.0,-1614000.0,-1614000.0,-1614000.0,-7749000.0,1121000.0,-2066000.0,-2524000.0,-4179000.0,-804000.0,-1695000.0,-2217000.0,-2220000.0,-6772000.0,-8338000.0,-7353000.0,-3380000.0,-416000.0,-916000.0,6384000.0,-10329000.0,275000.0,-128000.0,-964000.0,5104000.0,-2110000.0,-14875000.0,-5881000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,42418000.0,,20815000.0,31960000.0,43050000.0,,22851000.0,33200000.0,40247000.0,8940000.0,17134000.0,24754000.0,44279000.0,8463000.0,17134000.0,27360000.0,43428000.0,10702000.0,20994000.0,30715000.0,33422000.0,12086000.0,24978000.0,33422000.0,38965000.0,38368000.0,15966000.0,30979000.0,46326000.0,43002000.0,16117000.0,43002000.0,33924000.0,15966000.0,55607000.0,16117000.0,16117000.0,16117000.0,62522000.0,32136000.0,49200000.0,64520000.0,70196000.0,36898000.0,55733000.0,77681000.0,88838000.0,16549000.0,27407000.0,38688000.0,106956000.0,23344000.0,38723000.0,46138000.0,65183000.0,23891000.0,35121000.0,46185000.0,71296000.0,26601000.0,39030000.0,51247000.0
AdvertisingExpense / USD,,,,,,,118000000.0,,,,123000000.0,,,,121000000.0,,,,139000000.0,,,,153000000.0,,,153000000.0,,156000000.0,,,,156000000.0,,156000000.0,,,171000000.0,,,,223000000.0,,,,226000000.0,,,,195000000.0,,,,88000000.0,,,,121000000.0,,,,235000000.0,,,
