fact_unit,2009-09-09,2009-12-08,2010-03-30,2010-06-04,2010-09-01,2010-12-06,2011-03-30,2011-06-03,2011-09-01,2011-12-08,2012-03-27,2012-06-01,2012-09-06,2012-12-04,2013-03-26,2013-06-07,2013-09-05,2013-10-21,2013-12-06,2014-03-21,2014-06-06,2014-09-05,2014-12-01,2015-04-01,2015-06-05,2015-09-09,2015-12-02,2016-03-30,2016-06-03,2016-08-31,2016-12-01,2017-03-31,2017-06-02,2017-08-31,2017-12-01,2018-03-30,2018-06-04,2018-09-06,2018-11-30,2019-03-28,2019-06-07,2019-09-06,2019-12-04,2020-03-20,2020-06-03,2020-09-02,2020-12-02,2021-03-19,2021-06-04,2021-09-02,2021-12-01,2022-03-18,2022-06-03,2022-09-02,2022-12-01,2023-03-17,2023-06-02,2023-09-01,2023-11-30,2024-03-15,2024-06-07,2024-08-30,2024-12-06,2025-03-14,2025-06-06,2025-08-29,2025-12-03
AccountsPayableCurrent / USD,29912000000.0,30782000000.0,28849000000.0,28541000000.0,28797000000.0,30920000000.0,30451000000.0,31372000000.0,33953000000.0,36208000000.0,33676000000.0,34481000000.0,34917000000.0,37555000000.0,36608000000.0,37068000000.0,36067000000.0,36067000000.0,40272000000.0,38080000000.0,36770000000.0,36701000000.0,39221000000.0,37415000000.0,36347000000.0,36828000000.0,39656000000.0,38410000000.0,37224000000.0,37225000000.0,40553000000.0,38487000000.0,37997000000.0,39902000000.0,42990000000.0,41433000000.0,41367000000.0,42389000000.0,47587000000.0,46092000000.0,44612000000.0,43128000000.0,49729000000.0,47060000000.0,45110000000.0,45871000000.0,49750000000.0,46973000000.0,44096000000.0,46326000000.0,54152000000.0,49141000000.0,48151000000.0,49601000000.0,57156000000.0,55261000000.0,52926000000.0,54191000000.0,57263000000.0,53742000000.0,54268000000.0,56576000000.0,61049000000.0,56812000000.0,56071000000.0,56716000000.0,62863000000.0
AccountsReceivableNet / USD,,,,,,,,440000000.0,460000000.0,570600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000000.0,,,,2900000000.0,,,,2700000000.0,,,,3400000000.0,,,,3700000000.0,,,,3700000000.0,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979000000.0,,,,3039000000.0,,,,3328000000.0,,,,3247000000.0,,,,3425000000.0,,,,3459000000.0,,,
AccruedIncomeTaxesCurrent / USD,555000000.0,355000000.0,677000000.0,1810000000.0,1142000000.0,786000000.0,1347000000.0,2704000000.0,1257000000.0,518000000.0,157000000.0,927000000.0,898000000.0,382000000.0,1164000000.0,2560000000.0,1308000000.0,1308000000.0,1010000000.0,2211000000.0,2318000000.0,116000000.0,255000000.0,966000000.0,1966000000.0,511000000.0,383000000.0,1021000000.0,1707000000.0,373000000.0,587000000.0,521000000.0,1328000000.0,720000000.0,459000000.0,921000000.0,2018000000.0,505000000.0,540000000.0,645000000.0,718000000.0,424000000.0,616000000.0,428000000.0,729000000.0,387000000.0,327000000.0,280000000.0,1303000000.0,610000000.0,548000000.0,242000000.0,851000000.0,267000000.0,446000000.0,851000000.0,904000000.0,868000000.0,900000000.0,727000000.0,1325000000.0,770000000.0,606000000.0,307000000.0,1276000000.0,576000000.0,783000000.0
AccruedLiabilitiesCurrent / USD,15607000000.0,15343000000.0,18112000000.0,15263000000.0,16706000000.0,16638000000.0,18734000000.0,15617000000.0,17547000000.0,17518000000.0,18701000000.0,15962000000.0,17815000000.0,16890000000.0,18180000000.0,16661000000.0,17777000000.0,17777000000.0,18536000000.0,18808000000.0,17282000000.0,18616000000.0,18606000000.0,18793000000.0,17807000000.0,18237000000.0,18773000000.0,19152000000.0,18685000000.0,18290000000.0,19499000000.0,19607000000.0,19605000000.0,19651000000.0,21243000000.0,20654000000.0,19708000000.0,19686000000.0,21757000000.0,22122000000.0,20782000000.0,22846000000.0,22795000000.0,22159000000.0,21023000000.0,20691000000.0,20973000000.0,22296000000.0,20377000000.0,23768000000.0,24995000000.0,37966000000.0,21371000000.0,23915000000.0,24474000000.0,26060000000.0,21061000000.0,23843000000.0,27443000000.0,31126000000.0,27527000000.0,29239000000.0,26132000000.0,28759000000.0,24092000000.0,27656000000.0,28117000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,31335000000.0,31467000000.0,32964000000.0,34145000000.0,35707000000.0,36716000000.0,38304000000.0,39602000000.0,41012000000.0,41857000000.0,43486000000.0,45473000000.0,45256000000.0,43909000000.0,45399000000.0,47600000000.0,48961000000.0,48961000000.0,50450000000.0,51896000000.0,53395000000.0,54724000000.0,56313000000.0,57725000000.0,59585000000.0,61709000000.0,62519000000.0,63115000000.0,64252000000.0,66075000000.0,65825000000.0,66787000000.0,68509000000.0,69729000000.0,70991000000.0,71782000000.0,73625000000.0,75375000000.0,76948000000.0,77479000000.0,,,,81493000000.0,,,,89820000000.0,,,,88370000000.0,,,,94809000000.0,,,,101610000000.0,,,,109049000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,4924000000.0,1511000000.0,-2688000000.0,-3373000000.0,-318000000.0,-551000000.0,3864000000.0,-216000000.0,-1099000000.0,105000000.0,-2688000000.0,878000000.0,1286000000.0,-1375000000.0,-70000000.0,-463000000.0,-1531000000.0,-1531000000.0,-562000000.0,646000000.0,-1968000000.0,-2889000000.0,-2183000000.0,-1410000000.0,-2712000000.0,-1957000000.0,-4251000000.0,-587000000.0,-8595000000.0,-8388000000.0,-10659000000.0,-2996000000.0,-10995000000.0,-11672000000.0,-12335000000.0,-7168000000.0,-12954000000.0,-11100000000.0,-11133000000.0,-11597000000.0,-10181000000.0,-10181000000.0,-10181000000.0,-14232000000.0,-11091000000.0,-11270000000.0,-12382000000.0,-10181000000.0,-16168000000.0,-15784000000.0,-14616000000.0,-11766000000.0,-7946000000.0,-7976000000.0,-8488000000.0,-8766000000.0,-8498000000.0,-9894000000.0,-10780000000.0,-11680000000.0,-11147000000.0,-10818000000.0,-11573000000.0,-11302000000.0,-11367000000.0,-12178000000.0,-12525000000.0
AdditionalPaidInCapital / USD,,,3920000000.0,,,,3803000000.0,,,,3577000000.0,3450000000.0,3530000000.0,3425000000.0,3692000000.0,3625000000.0,3739000000.0,3739000000.0,3861000000.0,3620000000.0,3399000000.0,3432000000.0,2364000000.0,2362000000.0,2111000000.0,2208000000.0,2223000000.0,2462000000.0,2354000000.0,1979000000.0,2006000000.0,1805000000.0,1720000000.0,1915000000.0,2084000000.0,2371000000.0,2223000000.0,2352000000.0,2501000000.0,2648000000.0,2557000000.0,2710000000.0,2887000000.0,2965000000.0,2734000000.0,2880000000.0,3091000000.0,3247000000.0,2983000000.0,3197000000.0,3485000000.0,3646000000.0,3424000000.0,3655000000.0,4811000000.0,4839000000.0,4587000000.0,4672000000.0,4817000000.0,4430000000.0,4709000000.0,4096000000.0,4390000000.0,4544000000.0,4625000000.0,5010000000.0,5395000000.0
AdvertisingExpense / USD,,,,,,,2100000000.0,,,,2400000000.0,,,,2500000000.0,,,,,2300000000.0,,,,2300000000.0,,,,2400000000.0,,,,2400000000.0,,,,2500000000.0,,,,2900000000.0,,,,3100000000.0,,,,3500000000.0,,,,3700000000.0,,,,3200000000.0,,,,3900000000.0,,,,4100000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,371000000.0,,,,,355000000.0,,,,378000000.0,,,,388000000.0,,,,462000000.0,,,,448000000.0,,,,596000000.0,,,,626000000.0,,,,773000000.0,,,,854000000.0,,,,1169000000.0,,,,1163000000.0,,,,1578000000.0,,,
